id,agenda_legislativa,corporacion_id,comision_id,activo,usercreated,usermodifed,created_at,updated_at
1466,5063,1,10844,NA,NA,NA,NA,NA
1467,5058,2,10838,NA,NA,NA,NA,NA
1468,5056,1,10841,NA,NA,NA,NA,NA
1469,5036,1,10757,NA,NA,NA,NA,NA
1470,5019,1,10753,NA,NA,NA,NA,NA
1471,5018,2,10755,NA,NA,NA,NA,NA
1472,5017,2,10754,NA,NA,NA,NA,NA
1473,5000,1,10668,NA,NA,NA,NA,NA
1474,4983,2,10628,NA,NA,NA,NA,NA
1475,4982,2,10624,NA,NA,NA,NA,NA
1476,4969,1,10667,NA,NA,NA,NA,NA
1477,4966,1,10644,NA,NA,NA,NA,NA
1478,4962,1,10631,NA,NA,NA,NA,NA
1479,4961,2,10575,NA,NA,NA,NA,NA
1480,4953,1,10630,NA,NA,NA,NA,NA
1481,4952,2,10632,NA,NA,NA,NA,NA
1482,4930,2,10591,NA,NA,NA,NA,NA
1483,4928,1,10616,NA,NA,NA,NA,NA
1484,4922,2,10612,NA,NA,NA,NA,NA
1485,4911,1,10521,NA,NA,NA,NA,NA
1486,4867,2,10512,NA,NA,NA,NA,NA
1487,4866,1,10487,NA,NA,NA,NA,NA
1488,4865,2,10479,NA,NA,NA,NA,NA
1489,4819,1,10496,NA,NA,NA,NA,NA
1490,4818,2,10494,NA,NA,NA,NA,NA
1491,4816,2,10492,NA,NA,NA,NA,NA
1492,4814,1,10498,NA,NA,NA,NA,NA
1493,4808,1,10501,NA,NA,NA,NA,NA
1494,4808,2,10502,NA,NA,NA,NA,NA
1495,4800,1,10447,NA,NA,NA,NA,NA
1496,4786,1,10444,NA,NA,NA,NA,NA
1497,4780,2,10448,NA,NA,NA,NA,NA
1498,4774,2,10443,NA,NA,NA,NA,NA
1499,4768,1,10356,NA,NA,NA,NA,NA
1500,4766,1,10383,NA,NA,NA,NA,NA
1501,4758,2,10385,NA,NA,NA,NA,NA
1502,4750,2,10387,NA,NA,NA,NA,NA
1503,4742,1,10344,NA,NA,NA,NA,NA
1504,4728,2,10343,NA,NA,NA,NA,NA
1505,4726,2,10342,NA,NA,NA,NA,NA
1506,4724,1,10346,NA,NA,NA,NA,NA
1507,4723,1,10340,NA,NA,NA,NA,NA
1508,4723,2,10341,NA,NA,NA,NA,NA
1509,4716,1,10348,NA,NA,NA,NA,NA
1510,4713,2,10270,NA,NA,NA,NA,NA
1511,4704,2,10350,NA,NA,NA,NA,NA
1512,4699,1,10349,NA,NA,NA,NA,NA
1513,4688,1,10252,NA,NA,NA,NA,NA
1514,4686,2,10351,NA,NA,NA,NA,NA
1515,4671,1,10200,NA,NA,NA,NA,NA
1516,4670,2,10352,NA,NA,NA,NA,NA
1517,4669,2,10153,NA,NA,NA,NA,NA
1518,4668,1,10149,NA,NA,NA,NA,NA
1519,4667,2,10108,NA,NA,NA,NA,NA
1520,4666,2,10021,NA,NA,NA,NA,NA
1521,4665,2,10014,NA,NA,NA,NA,NA
1522,4664,2,10009,NA,NA,NA,NA,NA
1523,4663,2,9976,NA,NA,NA,NA,NA
1524,4657,2,9921,NA,NA,NA,NA,NA
1525,4656,2,9920,NA,NA,NA,NA,NA
1526,4655,1,9917,NA,NA,NA,NA,NA
1527,4654,2,9916,NA,NA,NA,NA,NA
1528,4653,1,9915,NA,NA,NA,NA,NA
1529,4652,2,9914,NA,NA,NA,NA,NA
1530,4651,2,9911,NA,NA,NA,NA,NA
1531,4650,2,9910,NA,NA,NA,NA,NA
1532,4647,2,9901,NA,NA,NA,NA,NA
1533,4646,1,9897,NA,NA,NA,NA,NA
1534,4645,2,9902,NA,NA,NA,NA,NA
1535,4644,1,9896,NA,NA,NA,NA,NA
1536,4643,1,9863,NA,NA,NA,NA,NA
1537,4642,2,9900,NA,NA,NA,NA,NA
1538,4637,1,9898,NA,NA,NA,NA,NA
1539,4636,1,9846,NA,NA,NA,NA,NA
1540,4636,2,9847,NA,NA,NA,NA,NA
1541,4632,1,9899,NA,NA,NA,NA,NA
1542,4626,2,9842,NA,NA,NA,NA,NA
1543,4621,1,9831,NA,NA,NA,NA,NA
1544,4617,1,9821,NA,NA,NA,NA,NA
1545,4613,2,10406,NA,NA,NA,NA,NA
1546,4612,1,9822,NA,NA,NA,NA,NA
1547,4612,2,9823,NA,NA,NA,NA,NA
1548,4605,2,9811,NA,NA,NA,NA,NA
1549,4598,1,9801,NA,NA,NA,NA,NA
1550,4594,2,9790,NA,NA,NA,NA,NA
1551,4585,2,9895,NA,NA,NA,NA,NA
1552,4576,1,10405,NA,NA,NA,NA,NA
1553,4559,2,9893,NA,NA,NA,NA,NA
1554,4556,2,9762,NA,NA,NA,NA,NA
1555,4551,2,9752,NA,NA,NA,NA,NA
1556,4536,1,9740,NA,NA,NA,NA,NA
1557,4533,1,9741,NA,NA,NA,NA,NA
1558,4532,1,9742,NA,NA,NA,NA,NA
1559,4526,2,9744,NA,NA,NA,NA,NA
1560,4525,2,9743,NA,NA,NA,NA,NA
1561,4518,2,9714,NA,NA,NA,NA,NA
1562,4511,1,9731,NA,NA,NA,NA,NA
1563,4510,1,9803,NA,NA,NA,NA,NA
1564,4499,2,9802,NA,NA,NA,NA,NA
1565,4496,1,9729,NA,NA,NA,NA,NA
1566,4489,1,9653,NA,NA,NA,NA,NA
1567,4488,2,9652,NA,NA,NA,NA,NA
1568,4483,1,9637,NA,NA,NA,NA,NA
1569,4480,2,9639,NA,NA,NA,NA,NA
1570,4477,2,9587,NA,NA,NA,NA,NA
1571,4476,2,9641,NA,NA,NA,NA,NA
1572,4473,2,9680,NA,NA,NA,NA,NA
1573,4469,2,9594,NA,NA,NA,NA,NA
1574,4467,2,9546,NA,NA,NA,NA,NA
1575,4465,1,9541,NA,NA,NA,NA,NA
1576,4463,2,9595,NA,NA,NA,NA,NA
1577,4462,1,9681,NA,NA,NA,NA,NA
1578,4456,1,9522,NA,NA,NA,NA,NA
1579,4455,2,9521,NA,NA,NA,NA,NA
1580,4454,1,9558,NA,NA,NA,NA,NA
1581,4453,2,9498,NA,NA,NA,NA,NA
1582,4452,1,9567,NA,NA,NA,NA,NA
1583,4451,1,9564,NA,NA,NA,NA,NA
1584,4451,2,9565,NA,NA,NA,NA,NA
1585,4450,2,9566,NA,NA,NA,NA,NA
1586,4449,2,9560,NA,NA,NA,NA,NA
1587,4448,2,9494,NA,NA,NA,NA,NA
1588,4447,2,9502,NA,NA,NA,NA,NA
1589,4446,2,9562,NA,NA,NA,NA,NA
1590,4445,2,9563,NA,NA,NA,NA,NA
1591,4444,2,9555,NA,NA,NA,NA,NA
1592,4443,1,9452,NA,NA,NA,NA,NA
1593,4442,1,10404,NA,NA,NA,NA,NA
1594,4441,1,9561,NA,NA,NA,NA,NA
1595,4440,1,9568,NA,NA,NA,NA,NA
1596,4439,1,9556,NA,NA,NA,NA,NA
1597,4438,1,9559,NA,NA,NA,NA,NA
1598,4437,1,9557,NA,NA,NA,NA,NA
1599,4436,1,9506,NA,NA,NA,NA,NA
1600,4435,1,9504,NA,NA,NA,NA,NA
1601,4434,1,9501,NA,NA,NA,NA,NA
1602,4433,1,9499,NA,NA,NA,NA,NA
1603,4432,1,9503,NA,NA,NA,NA,NA
1604,4431,2,9402,NA,NA,NA,NA,NA
1605,4430,2,9382,NA,NA,NA,NA,NA
1606,4429,1,9526,NA,NA,NA,NA,NA
1607,4428,2,9345,NA,NA,NA,NA,NA
1608,4427,2,9348,NA,NA,NA,NA,NA
1609,4426,2,9509,NA,NA,NA,NA,NA
1610,4425,1,9529,NA,NA,NA,NA,NA
1611,4424,2,9367,NA,NA,NA,NA,NA
1612,4423,2,9510,NA,NA,NA,NA,NA
1613,4422,2,9511,NA,NA,NA,NA,NA
1614,4421,1,9512,NA,NA,NA,NA,NA
1615,4421,2,9513,NA,NA,NA,NA,NA
1616,4420,1,9500,NA,NA,NA,NA,NA
1617,4419,2,9395,NA,NA,NA,NA,NA
1618,4418,1,13310,NA,NA,NA,NA,NA
1619,4417,1,9387,NA,NA,NA,NA,NA
1620,4416,1,9554,NA,NA,NA,NA,NA
1621,4415,1,9553,NA,NA,NA,NA,NA
1622,4414,2,9401,NA,NA,NA,NA,NA
1623,4413,1,9384,NA,NA,NA,NA,NA
1624,4412,1,9366,NA,NA,NA,NA,NA
1625,4411,1,9265,NA,NA,NA,NA,NA
1626,4410,1,9388,NA,NA,NA,NA,NA
1627,4409,2,9381,NA,NA,NA,NA,NA
1628,4407,2,9383,NA,NA,NA,NA,NA
1629,4406,2,9378,NA,NA,NA,NA,NA
1630,4405,2,9377,NA,NA,NA,NA,NA
1631,4404,2,9389,NA,NA,NA,NA,NA
1632,4403,2,9390,NA,NA,NA,NA,NA
1633,4402,1,9551,NA,NA,NA,NA,NA
1634,4402,2,9552,NA,NA,NA,NA,NA
1635,4401,2,9397,NA,NA,NA,NA,NA
1636,4400,1,9241,NA,NA,NA,NA,NA
1637,4399,2,9525,NA,NA,NA,NA,NA
1638,4398,2,9216,NA,NA,NA,NA,NA
1639,4397,1,9399,NA,NA,NA,NA,NA
1640,4396,1,9283,NA,NA,NA,NA,NA
1641,4395,1,9282,NA,NA,NA,NA,NA
1642,4394,1,9195,NA,NA,NA,NA,NA
1643,4392,1,9194,NA,NA,NA,NA,NA
1644,4391,2,9297,NA,NA,NA,NA,NA
1645,4389,2,9187,NA,NA,NA,NA,NA
1646,4388,2,9290,NA,NA,NA,NA,NA
1647,4387,2,9524,NA,NA,NA,NA,NA
1648,4386,2,9144,NA,NA,NA,NA,NA
1649,4385,2,9523,NA,NA,NA,NA,NA
1650,4384,2,9286,NA,NA,NA,NA,NA
1651,4383,1,9285,NA,NA,NA,NA,NA
1652,4382,1,9281,NA,NA,NA,NA,NA
1653,4381,2,9295,NA,NA,NA,NA,NA
1654,4380,2,9293,NA,NA,NA,NA,NA
1655,4378,1,9291,NA,NA,NA,NA,NA
1656,4378,2,9292,NA,NA,NA,NA,NA
1657,4377,2,9299,NA,NA,NA,NA,NA
1658,4376,2,9300,NA,NA,NA,NA,NA
1659,4375,1,9088,NA,NA,NA,NA,NA
1660,4374,2,9085,NA,NA,NA,NA,NA
1661,4372,2,9155,NA,NA,NA,NA,NA
1662,4371,2,9156,NA,NA,NA,NA,NA
1663,4370,2,9157,NA,NA,NA,NA,NA
1664,4369,1,9172,NA,NA,NA,NA,NA
1665,4368,2,10403,NA,NA,NA,NA,NA
1666,4367,1,9037,NA,NA,NA,NA,NA
1667,4366,2,9167,NA,NA,NA,NA,NA
1668,4365,1,9040,NA,NA,NA,NA,NA
1669,4364,2,9021,NA,NA,NA,NA,NA
1670,4363,1,10402,NA,NA,NA,NA,NA
1671,4362,2,9168,NA,NA,NA,NA,NA
1672,4360,2,9073,NA,NA,NA,NA,NA
1673,4359,2,9159,NA,NA,NA,NA,NA
1674,4358,2,10401,NA,NA,NA,NA,NA
1675,4357,1,9174,NA,NA,NA,NA,NA
1676,4356,2,9301,NA,NA,NA,NA,NA
1677,4355,1,9218,NA,NA,NA,NA,NA
1678,4355,2,9219,NA,NA,NA,NA,NA
1679,4349,2,9058,NA,NA,NA,NA,NA
1680,4348,2,8972,NA,NA,NA,NA,NA
1681,4347,1,8967,NA,NA,NA,NA,NA
1682,4346,1,8968,NA,NA,NA,NA,NA
1683,4345,2,9057,NA,NA,NA,NA,NA
1684,4343,2,9056,NA,NA,NA,NA,NA
1685,4342,1,9064,NA,NA,NA,NA,NA
1686,4341,1,9065,NA,NA,NA,NA,NA
1687,4340,1,9061,NA,NA,NA,NA,NA
1688,4339,1,8949,NA,NA,NA,NA,NA
1689,4338,2,9066,NA,NA,NA,NA,NA
1690,4337,2,9059,NA,NA,NA,NA,NA
1691,4336,2,9052,NA,NA,NA,NA,NA
1692,4335,1,8918,NA,NA,NA,NA,NA
1693,4335,2,8919,NA,NA,NA,NA,NA
1694,4334,2,9055,NA,NA,NA,NA,NA
1695,4333,2,9054,NA,NA,NA,NA,NA
1696,4332,1,8909,NA,NA,NA,NA,NA
1697,4331,1,9062,NA,NA,NA,NA,NA
1698,4330,1,9060,NA,NA,NA,NA,NA
1699,4329,1,8953,NA,NA,NA,NA,NA
1700,4328,1,8950,NA,NA,NA,NA,NA
1701,4327,2,8965,NA,NA,NA,NA,NA
1702,4326,2,8854,NA,NA,NA,NA,NA
1703,4325,2,8979,NA,NA,NA,NA,NA
1704,4323,2,10870,NA,NA,NA,NA,NA
1705,4320,2,8928,NA,NA,NA,NA,NA
1706,4319,1,8799,NA,NA,NA,NA,NA
1707,4318,1,8948,NA,NA,NA,NA,NA
1708,4317,1,8943,NA,NA,NA,NA,NA
1709,4316,2,8946,NA,NA,NA,NA,NA
1710,4315,1,8954,NA,NA,NA,NA,NA
1711,4314,1,8955,NA,NA,NA,NA,NA
1712,4313,1,8929,NA,NA,NA,NA,NA
1713,4312,2,8856,NA,NA,NA,NA,NA
1714,4311,1,8926,NA,NA,NA,NA,NA
1715,4311,2,8927,NA,NA,NA,NA,NA
1716,4310,2,8868,NA,NA,NA,NA,NA
1717,4309,1,8877,NA,NA,NA,NA,NA
1718,4308,2,8865,NA,NA,NA,NA,NA
1719,4307,2,8866,NA,NA,NA,NA,NA
1720,4306,1,8875,NA,NA,NA,NA,NA
1721,4306,2,8876,NA,NA,NA,NA,NA
1722,4305,1,8805,NA,NA,NA,NA,NA
1723,4305,2,8806,NA,NA,NA,NA,NA
1724,4304,1,8873,NA,NA,NA,NA,NA
1725,4303,2,8754,NA,NA,NA,NA,NA
1726,4302,2,8811,NA,NA,NA,NA,NA
1727,4301,2,10400,NA,NA,NA,NA,NA
1728,4300,2,8745,NA,NA,NA,NA,NA
1729,4299,2,8744,NA,NA,NA,NA,NA
1730,4298,2,8839,NA,NA,NA,NA,NA
1731,4297,2,8899,NA,NA,NA,NA,NA
1732,4296,2,10399,NA,NA,NA,NA,NA
1733,4295,1,8737,NA,NA,NA,NA,NA
1734,4294,1,8898,NA,NA,NA,NA,NA
1735,4293,1,8985,NA,NA,NA,NA,NA
1736,4291,1,8878,NA,NA,NA,NA,NA
1737,4290,1,8879,NA,NA,NA,NA,NA
1738,4289,1,8874,NA,NA,NA,NA,NA
1739,4286,2,8886,NA,NA,NA,NA,NA
1740,4285,2,8894,NA,NA,NA,NA,NA
1741,4284,1,8897,NA,NA,NA,NA,NA
1742,4282,1,9084,NA,NA,NA,NA,NA
1743,4281,1,8896,NA,NA,NA,NA,NA
1744,4280,2,8893,NA,NA,NA,NA,NA
1745,4279,2,8895,NA,NA,NA,NA,NA
1746,4278,2,8892,NA,NA,NA,NA,NA
1747,4277,1,8887,NA,NA,NA,NA,NA
1748,4276,1,8888,NA,NA,NA,NA,NA
1749,4275,2,8883,NA,NA,NA,NA,NA
1750,4274,1,8885,NA,NA,NA,NA,NA
1751,4273,2,8890,NA,NA,NA,NA,NA
1752,4272,2,8667,NA,NA,NA,NA,NA
1753,4271,2,8891,NA,NA,NA,NA,NA
1754,4270,1,8884,NA,NA,NA,NA,NA
1755,4269,2,8658,NA,NA,NA,NA,NA
1756,4268,1,8648,NA,NA,NA,NA,NA
1757,4267,1,8646,NA,NA,NA,NA,NA
1758,4266,2,8644,NA,NA,NA,NA,NA
1759,4265,2,8639,NA,NA,NA,NA,NA
1760,4264,2,8638,NA,NA,NA,NA,NA
1761,4263,2,8636,NA,NA,NA,NA,NA
1762,4262,1,8635,NA,NA,NA,NA,NA
1763,4261,2,8632,NA,NA,NA,NA,NA
1764,4260,1,8653,NA,NA,NA,NA,NA
1765,4259,1,8633,NA,NA,NA,NA,NA
1766,4258,2,8864,NA,NA,NA,NA,NA
1767,4257,1,8620,NA,NA,NA,NA,NA
1768,4256,1,8650,NA,NA,NA,NA,NA
1769,4255,1,8651,NA,NA,NA,NA,NA
1770,4255,2,8652,NA,NA,NA,NA,NA
1771,4254,1,8607,NA,NA,NA,NA,NA
1772,4253,2,8492,NA,NA,NA,NA,NA
1773,4252,2,8480,NA,NA,NA,NA,NA
1774,4251,2,8473,NA,NA,NA,NA,NA
1775,4250,2,10398,NA,NA,NA,NA,NA
1776,4249,2,8392,NA,NA,NA,NA,NA
1777,4248,1,8354,NA,NA,NA,NA,NA
1778,4247,1,8351,NA,NA,NA,NA,NA
1779,4246,1,8348,NA,NA,NA,NA,NA
1780,4245,1,8345,NA,NA,NA,NA,NA
1781,4244,1,8552,NA,NA,NA,NA,NA
1782,4243,1,8555,NA,NA,NA,NA,NA
1783,4242,1,8585,NA,NA,NA,NA,NA
1784,4241,2,8539,NA,NA,NA,NA,NA
1785,4240,2,8324,NA,NA,NA,NA,NA
1786,4239,2,8481,NA,NA,NA,NA,NA
1787,4238,2,8319,NA,NA,NA,NA,NA
1788,4237,1,10397,NA,NA,NA,NA,NA
1789,4236,2,8463,NA,NA,NA,NA,NA
1790,4235,1,8569,NA,NA,NA,NA,NA
1791,4234,1,8592,NA,NA,NA,NA,NA
1792,4233,2,8534,NA,NA,NA,NA,NA
1793,4232,1,8588,NA,NA,NA,NA,NA
1794,4231,2,8533,NA,NA,NA,NA,NA
1795,4230,1,8454,NA,NA,NA,NA,NA
1796,4229,2,8369,NA,NA,NA,NA,NA
1797,4227,1,8586,NA,NA,NA,NA,NA
1798,4226,2,8544,NA,NA,NA,NA,NA
1799,4225,1,8557,NA,NA,NA,NA,NA
1800,4224,2,8545,NA,NA,NA,NA,NA
1801,4223,2,8483,NA,NA,NA,NA,NA
1802,4222,2,8531,NA,NA,NA,NA,NA
1803,4221,2,8482,NA,NA,NA,NA,NA
1804,4220,1,8182,NA,NA,NA,NA,NA
1805,4219,2,8181,NA,NA,NA,NA,NA
1806,4218,2,8395,NA,NA,NA,NA,NA
1807,4217,1,8593,NA,NA,NA,NA,NA
1808,4216,2,8540,NA,NA,NA,NA,NA
1809,4215,1,8161,NA,NA,NA,NA,NA
1810,4214,1,8570,NA,NA,NA,NA,NA
1811,4213,1,8558,NA,NA,NA,NA,NA
1812,4212,1,8147,NA,NA,NA,NA,NA
1813,4211,1,8594,NA,NA,NA,NA,NA
1814,4210,1,8589,NA,NA,NA,NA,NA
1815,4209,1,8587,NA,NA,NA,NA,NA
1816,4207,2,8546,NA,NA,NA,NA,NA
1817,4206,2,8541,NA,NA,NA,NA,NA
1818,4205,2,8490,NA,NA,NA,NA,NA
1819,4204,1,8488,NA,NA,NA,NA,NA
1820,4204,2,8489,NA,NA,NA,NA,NA
1821,4203,2,8370,NA,NA,NA,NA,NA
1822,4202,1,8109,NA,NA,NA,NA,NA
1823,4201,1,8107,NA,NA,NA,NA,NA
1824,4200,2,8149,NA,NA,NA,NA,NA
1825,4199,1,8559,NA,NA,NA,NA,NA
1826,4198,2,8532,NA,NA,NA,NA,NA
1827,4197,1,8450,NA,NA,NA,NA,NA
1828,4196,1,8591,NA,NA,NA,NA,NA
1829,4195,1,8150,NA,NA,NA,NA,NA
1830,4194,1,8140,NA,NA,NA,NA,NA
1831,4193,1,8574,NA,NA,NA,NA,NA
1832,4192,2,8068,NA,NA,NA,NA,NA
1833,4191,2,8064,NA,NA,NA,NA,NA
1834,4190,1,8061,NA,NA,NA,NA,NA
1835,4189,1,8151,NA,NA,NA,NA,NA
1836,4188,1,8055,NA,NA,NA,NA,NA
1837,4187,1,10396,NA,NA,NA,NA,NA
1838,4185,1,8134,NA,NA,NA,NA,NA
1839,4184,1,8547,NA,NA,NA,NA,NA
1840,4184,2,8548,NA,NA,NA,NA,NA
1841,4183,2,8446,NA,NA,NA,NA,NA
1842,4182,2,10395,NA,NA,NA,NA,NA
1843,4181,2,8535,NA,NA,NA,NA,NA
1844,4180,2,8396,NA,NA,NA,NA,NA
1845,4179,2,8451,NA,NA,NA,NA,NA
1846,4178,2,8372,NA,NA,NA,NA,NA
1847,4177,1,8573,NA,NA,NA,NA,NA
1848,4176,1,8575,NA,NA,NA,NA,NA
1849,4175,1,8009,NA,NA,NA,NA,NA
1850,4174,1,8141,NA,NA,NA,NA,NA
1851,4173,2,8491,NA,NA,NA,NA,NA
1852,4172,1,10128,NA,NA,NA,NA,NA
1853,4171,2,10126,NA,NA,NA,NA,NA
1854,4170,2,10124,NA,NA,NA,NA,NA
1855,4169,2,10394,NA,NA,NA,NA,NA
1856,4168,1,10123,NA,NA,NA,NA,NA
1857,4167,2,10115,NA,NA,NA,NA,NA
1858,4166,2,7977,NA,NA,NA,NA,NA
1859,4165,2,10152,NA,NA,NA,NA,NA
1860,4164,2,10143,NA,NA,NA,NA,NA
1861,4161,2,10141,NA,NA,NA,NA,NA
1862,4160,2,7960,NA,NA,NA,NA,NA
1863,4159,2,10146,NA,NA,NA,NA,NA
1864,4158,2,10136,NA,NA,NA,NA,NA
1865,4157,2,10135,NA,NA,NA,NA,NA
1866,4156,2,10156,NA,NA,NA,NA,NA
1867,4155,2,10155,NA,NA,NA,NA,NA
1868,4154,1,10391,NA,NA,NA,NA,NA
1869,4153,1,10147,NA,NA,NA,NA,NA
1870,4152,1,10145,NA,NA,NA,NA,NA
1871,4151,1,10390,NA,NA,NA,NA,NA
1872,4150,1,10150,NA,NA,NA,NA,NA
1873,4149,1,7961,NA,NA,NA,NA,NA
1874,4149,2,7962,NA,NA,NA,NA,NA
1875,4148,2,7914,NA,NA,NA,NA,NA
1876,4147,1,10144,NA,NA,NA,NA,NA
1877,4146,2,7912,NA,NA,NA,NA,NA
1878,4145,1,7910,NA,NA,NA,NA,NA
1879,4144,1,7918,NA,NA,NA,NA,NA
1880,4143,1,7901,NA,NA,NA,NA,NA
1881,4143,2,7902,NA,NA,NA,NA,NA
1882,4142,2,7899,NA,NA,NA,NA,NA
1883,4141,1,8441,NA,NA,NA,NA,NA
1884,4140,1,8439,NA,NA,NA,NA,NA
1885,4140,2,8440,NA,NA,NA,NA,NA
1886,4139,2,7988,NA,NA,NA,NA,NA
1887,4138,2,7864,NA,NA,NA,NA,NA
1888,4136,1,7858,NA,NA,NA,NA,NA
1889,4135,1,7856,NA,NA,NA,NA,NA
1890,4134,2,7991,NA,NA,NA,NA,NA
1891,4133,2,7853,NA,NA,NA,NA,NA
1892,4132,2,7852,NA,NA,NA,NA,NA
1893,4131,1,8001,NA,NA,NA,NA,NA
1894,4130,1,7848,NA,NA,NA,NA,NA
1895,4129,1,7846,NA,NA,NA,NA,NA
1896,4128,1,7841,NA,NA,NA,NA,NA
1897,4127,2,8542,NA,NA,NA,NA,NA
1898,4126,2,7995,NA,NA,NA,NA,NA
1899,4125,2,7832,NA,NA,NA,NA,NA
1900,4123,2,7992,NA,NA,NA,NA,NA
1901,4122,2,7828,NA,NA,NA,NA,NA
1902,4121,2,7990,NA,NA,NA,NA,NA
1903,4120,2,11044,NA,NA,NA,NA,NA
1904,4119,2,7823,NA,NA,NA,NA,NA
1905,4118,2,7821,NA,NA,NA,NA,NA
1906,4117,2,7820,NA,NA,NA,NA,NA
1907,4116,2,7818,NA,NA,NA,NA,NA
1908,4115,2,7817,NA,NA,NA,NA,NA
1909,4114,1,8000,NA,NA,NA,NA,NA
1910,4113,2,7813,NA,NA,NA,NA,NA
1911,4112,1,8560,NA,NA,NA,NA,NA
1912,4111,1,8438,NA,NA,NA,NA,NA
1913,4110,2,7998,NA,NA,NA,NA,NA
1914,4109,2,7773,NA,NA,NA,NA,NA
1915,4108,2,7997,NA,NA,NA,NA,NA
1916,4107,2,8437,NA,NA,NA,NA,NA
1917,4106,1,7766,NA,NA,NA,NA,NA
1918,4105,1,7762,NA,NA,NA,NA,NA
1919,4104,1,7761,NA,NA,NA,NA,NA
1920,4103,1,7759,NA,NA,NA,NA,NA
1921,4102,1,7757,NA,NA,NA,NA,NA
1922,4101,1,8578,NA,NA,NA,NA,NA
1923,4100,1,8577,NA,NA,NA,NA,NA
1924,4099,1,8576,NA,NA,NA,NA,NA
1925,4097,1,8579,NA,NA,NA,NA,NA
1926,4096,1,7742,NA,NA,NA,NA,NA
1927,4095,2,7739,NA,NA,NA,NA,NA
1928,4094,2,7999,NA,NA,NA,NA,NA
1929,4093,2,7732,NA,NA,NA,NA,NA
1930,4092,2,7729,NA,NA,NA,NA,NA
1931,4091,2,7987,NA,NA,NA,NA,NA
1932,4090,1,7726,NA,NA,NA,NA,NA
1933,4089,2,7725,NA,NA,NA,NA,NA
1934,4088,2,8530,NA,NA,NA,NA,NA
1935,4087,2,7722,NA,NA,NA,NA,NA
1936,4086,2,11045,NA,NA,NA,NA,NA
1937,4085,2,7718,NA,NA,NA,NA,NA
1938,4084,2,7716,NA,NA,NA,NA,NA
1939,4083,1,7882,NA,NA,NA,NA,NA
1940,4083,2,7883,NA,NA,NA,NA,NA
1941,4082,2,7792,NA,NA,NA,NA,NA
1942,4081,2,7787,NA,NA,NA,NA,NA
1943,4080,1,8561,NA,NA,NA,NA,NA
1944,4079,2,8373,NA,NA,NA,NA,NA
1945,4078,1,8435,NA,NA,NA,NA,NA
1946,4077,1,7884,NA,NA,NA,NA,NA
1947,4076,1,7682,NA,NA,NA,NA,NA
1948,4075,2,7881,NA,NA,NA,NA,NA
1949,4074,1,8432,NA,NA,NA,NA,NA
1950,4074,2,8433,NA,NA,NA,NA,NA
1951,4073,1,8429,NA,NA,NA,NA,NA
1952,4072,1,7672,NA,NA,NA,NA,NA
1953,4070,1,7776,NA,NA,NA,NA,NA
1954,4069,2,7789,NA,NA,NA,NA,NA
1955,4068,2,7786,NA,NA,NA,NA,NA
1956,4066,1,7780,NA,NA,NA,NA,NA
1957,4065,1,7649,NA,NA,NA,NA,NA
1958,4063,2,7646,NA,NA,NA,NA,NA
1959,4062,1,7639,NA,NA,NA,NA,NA
1960,4061,1,7779,NA,NA,NA,NA,NA
1961,4060,1,7778,NA,NA,NA,NA,NA
1962,4059,1,10389,NA,NA,NA,NA,NA
1963,4058,2,7880,NA,NA,NA,NA,NA
1964,4057,2,8374,NA,NA,NA,NA,NA
1965,4056,2,7622,NA,NA,NA,NA,NA
1966,4055,2,8427,NA,NA,NA,NA,NA
1967,4054,2,7614,NA,NA,NA,NA,NA
1968,4053,2,7612,NA,NA,NA,NA,NA
1969,4052,2,11046,NA,NA,NA,NA,NA
1970,4051,2,7603,NA,NA,NA,NA,NA
1971,4050,2,7601,NA,NA,NA,NA,NA
1972,4049,2,7598,NA,NA,NA,NA,NA
1973,4048,1,7893,NA,NA,NA,NA,NA
1974,4047,1,7593,NA,NA,NA,NA,NA
1975,4046,2,8422,NA,NA,NA,NA,NA
1976,4045,1,7589,NA,NA,NA,NA,NA
1977,4044,1,7586,NA,NA,NA,NA,NA
1978,4043,1,8419,NA,NA,NA,NA,NA
1979,4042,1,7580,NA,NA,NA,NA,NA
1980,4042,2,7581,NA,NA,NA,NA,NA
1981,4041,2,7579,NA,NA,NA,NA,NA
1982,4040,2,7578,NA,NA,NA,NA,NA
1983,4039,1,7577,NA,NA,NA,NA,NA
1984,4038,1,8590,NA,NA,NA,NA,NA
1985,4037,1,7573,NA,NA,NA,NA,NA
1986,4036,1,7569,NA,NA,NA,NA,NA
1987,4035,2,8375,NA,NA,NA,NA,NA
1988,4034,2,7534,NA,NA,NA,NA,NA
1989,4033,2,7532,NA,NA,NA,NA,NA
1990,4032,2,7523,NA,NA,NA,NA,NA
1991,4031,2,7522,NA,NA,NA,NA,NA
1992,4030,2,7889,NA,NA,NA,NA,NA
1993,4029,2,8484,NA,NA,NA,NA,NA
1994,4028,2,7885,NA,NA,NA,NA,NA
1995,4026,2,7515,NA,NA,NA,NA,NA
1996,4025,1,7897,NA,NA,NA,NA,NA
1997,4024,1,7510,NA,NA,NA,NA,NA
1998,4023,1,7531,NA,NA,NA,NA,NA
1999,4022,2,7505,NA,NA,NA,NA,NA
2000,4021,2,7504,NA,NA,NA,NA,NA
2001,4020,2,7503,NA,NA,NA,NA,NA
