id,agenda_legislativa,corporacion_id,comision_id,activo,usercreated,usermodifed,created_at,updated_at
2002,4019,2,7502,NA,NA,NA,NA,NA
2003,4018,2,7501,NA,NA,NA,NA,NA
2004,4017,2,7500,NA,NA,NA,NA,NA
2005,4016,2,7499,NA,NA,NA,NA,NA
2006,4015,2,7498,NA,NA,NA,NA,NA
2007,4014,2,7497,NA,NA,NA,NA,NA
2008,4013,2,7496,NA,NA,NA,NA,NA
2009,4012,2,7495,NA,NA,NA,NA,NA
2010,4011,1,7494,NA,NA,NA,NA,NA
2011,4010,2,7481,NA,NA,NA,NA,NA
2012,4009,2,7887,NA,NA,NA,NA,NA
2013,4008,1,7894,NA,NA,NA,NA,NA
2014,4007,1,7895,NA,NA,NA,NA,NA
2015,4006,1,7472,NA,NA,NA,NA,NA
2016,4005,2,7469,NA,NA,NA,NA,NA
2017,4004,1,7466,NA,NA,NA,NA,NA
2018,4003,1,7896,NA,NA,NA,NA,NA
2019,4002,1,7898,NA,NA,NA,NA,NA
2020,4001,1,8597,NA,NA,NA,NA,NA
2021,4000,1,7443,NA,NA,NA,NA,NA
2022,3999,2,7439,NA,NA,NA,NA,NA
2023,3998,1,7437,NA,NA,NA,NA,NA
2024,3998,2,7438,NA,NA,NA,NA,NA
2025,3997,2,8417,NA,NA,NA,NA,NA
2026,3996,2,8416,NA,NA,NA,NA,NA
2027,3995,2,10388,NA,NA,NA,NA,NA
2028,3994,2,8493,NA,NA,NA,NA,NA
2029,3993,2,8549,NA,NA,NA,NA,NA
2030,3992,2,7418,NA,NA,NA,NA,NA
2031,3991,2,7415,NA,NA,NA,NA,NA
2032,3989,2,7412,NA,NA,NA,NA,NA
2033,3988,1,7892,NA,NA,NA,NA,NA
2034,3987,2,11094,NA,NA,NA,NA,NA
2035,3986,1,7409,NA,NA,NA,NA,NA
2036,3985,1,7558,NA,NA,NA,NA,NA
2037,3984,1,14535,NA,NA,NA,NA,NA
2038,3983,2,7375,NA,NA,NA,NA,NA
2039,3982,2,7371,NA,NA,NA,NA,NA
2040,3981,1,7373,NA,NA,NA,NA,NA
2041,3980,2,7369,NA,NA,NA,NA,NA
2042,3978,1,7367,NA,NA,NA,NA,NA
2043,3977,2,7366,NA,NA,NA,NA,NA
2044,3976,1,7365,NA,NA,NA,NA,NA
2045,3975,1,7364,NA,NA,NA,NA,NA
2046,3974,2,7363,NA,NA,NA,NA,NA
2047,3973,2,8485,NA,NA,NA,NA,NA
2048,3971,2,7562,NA,NA,NA,NA,NA
2049,3970,2,7384,NA,NA,NA,NA,NA
2050,3969,2,8397,NA,NA,NA,NA,NA
2051,3968,2,8486,NA,NA,NA,NA,NA
2052,3967,1,8413,NA,NA,NA,NA,NA
2053,3966,1,8598,NA,NA,NA,NA,NA
2054,3965,1,7557,NA,NA,NA,NA,NA
2055,3964,1,7325,NA,NA,NA,NA,NA
2056,3963,1,7323,NA,NA,NA,NA,NA
2057,3962,1,7555,NA,NA,NA,NA,NA
2058,3961,1,7556,NA,NA,NA,NA,NA
2059,3960,1,8411,NA,NA,NA,NA,NA
2060,3959,1,14536,NA,NA,NA,NA,NA
2061,3958,2,8377,NA,NA,NA,NA,NA
2062,3957,2,7564,NA,NA,NA,NA,NA
2063,3956,1,7304,NA,NA,NA,NA,NA
2064,3955,1,7559,NA,NA,NA,NA,NA
2065,3954,1,7295,NA,NA,NA,NA,NA
2066,3953,2,7290,NA,NA,NA,NA,NA
2067,3952,1,7289,NA,NA,NA,NA,NA
2068,3951,2,7283,NA,NA,NA,NA,NA
2069,3950,2,7284,NA,NA,NA,NA,NA
2070,3949,1,7279,NA,NA,NA,NA,NA
2071,3948,1,7327,NA,NA,NA,NA,NA
2072,3948,2,7328,NA,NA,NA,NA,NA
2073,3947,2,7271,NA,NA,NA,NA,NA
2074,3946,2,7270,NA,NA,NA,NA,NA
2075,3945,2,7318,NA,NA,NA,NA,NA
2076,3944,2,7265,NA,NA,NA,NA,NA
2077,3943,2,7262,NA,NA,NA,NA,NA
2078,3942,1,7269,NA,NA,NA,NA,NA
2079,3941,1,7259,NA,NA,NA,NA,NA
2080,3940,1,7263,NA,NA,NA,NA,NA
2081,3939,2,7251,NA,NA,NA,NA,NA
2082,3938,1,7252,NA,NA,NA,NA,NA
2083,3937,1,14537,NA,NA,NA,NA,NA
2084,3936,2,7542,NA,NA,NA,NA,NA
2085,3935,2,7537,NA,NA,NA,NA,NA
2086,3934,2,8403,NA,NA,NA,NA,NA
2087,3933,2,7217,NA,NA,NA,NA,NA
2088,3932,2,7214,NA,NA,NA,NA,NA
2089,3931,1,7218,NA,NA,NA,NA,NA
2090,3930,1,7210,NA,NA,NA,NA,NA
2091,3930,2,7211,NA,NA,NA,NA,NA
2092,3929,1,7212,NA,NA,NA,NA,NA
2093,3928,1,7207,NA,NA,NA,NA,NA
2094,3927,1,7199,NA,NA,NA,NA,NA
2095,3927,2,7200,NA,NA,NA,NA,NA
2096,3926,2,7198,NA,NA,NA,NA,NA
2097,3925,1,7201,NA,NA,NA,NA,NA
2098,3924,1,7194,NA,NA,NA,NA,NA
2099,3923,1,7546,NA,NA,NA,NA,NA
2100,3922,1,8601,NA,NA,NA,NA,NA
2101,3921,1,7544,NA,NA,NA,NA,NA
2102,3919,1,7551,NA,NA,NA,NA,NA
2103,3918,2,8399,NA,NA,NA,NA,NA
2104,3917,1,7545,NA,NA,NA,NA,NA
2105,3916,2,7543,NA,NA,NA,NA,NA
2106,3915,1,7550,NA,NA,NA,NA,NA
2107,3914,2,7163,NA,NA,NA,NA,NA
2108,3913,2,7541,NA,NA,NA,NA,NA
2109,3912,2,7540,NA,NA,NA,NA,NA
2110,3911,2,8398,NA,NA,NA,NA,NA
2111,3910,1,7547,NA,NA,NA,NA,NA
2112,3909,2,7151,NA,NA,NA,NA,NA
2113,3908,1,14538,NA,NA,NA,NA,NA
2114,3907,2,7148,NA,NA,NA,NA,NA
2115,3906,1,7183,NA,NA,NA,NA,NA
2116,3906,2,7184,NA,NA,NA,NA,NA
2117,3905,1,14539,NA,NA,NA,NA,NA
2118,3904,2,7145,NA,NA,NA,NA,NA
2119,3903,1,7143,NA,NA,NA,NA,NA
2120,3902,1,7141,NA,NA,NA,NA,NA
2121,3901,1,7139,NA,NA,NA,NA,NA
2122,3900,1,7137,NA,NA,NA,NA,NA
2123,3899,1,7203,NA,NA,NA,NA,NA
2124,3899,2,7204,NA,NA,NA,NA,NA
2125,3898,1,7135,NA,NA,NA,NA,NA
2126,3897,1,7134,NA,NA,NA,NA,NA
2127,3896,1,7133,NA,NA,NA,NA,NA
2128,3895,1,7128,NA,NA,NA,NA,NA
2129,3894,1,14540,NA,NA,NA,NA,NA
2130,3893,1,7244,NA,NA,NA,NA,NA
2131,3892,2,7237,NA,NA,NA,NA,NA
2132,3891,1,7115,NA,NA,NA,NA,NA
2133,3890,1,7113,NA,NA,NA,NA,NA
2134,3889,1,14541,NA,NA,NA,NA,NA
2135,3888,1,7108,NA,NA,NA,NA,NA
2136,3887,1,8401,NA,NA,NA,NA,NA
2137,3886,1,7240,NA,NA,NA,NA,NA
2138,3885,2,7231,NA,NA,NA,NA,NA
2139,3884,2,7233,NA,NA,NA,NA,NA
2140,3883,2,7236,NA,NA,NA,NA,NA
2141,3882,2,7097,NA,NA,NA,NA,NA
2142,3881,2,8543,NA,NA,NA,NA,NA
2143,3880,2,7230,NA,NA,NA,NA,NA
2144,3879,1,7087,NA,NA,NA,NA,NA
2145,3879,2,7088,NA,NA,NA,NA,NA
2146,3878,2,7235,NA,NA,NA,NA,NA
2147,3877,2,8378,NA,NA,NA,NA,NA
2148,3876,1,7243,NA,NA,NA,NA,NA
2149,3875,1,7070,NA,NA,NA,NA,NA
2150,3874,2,7069,NA,NA,NA,NA,NA
2151,3873,2,8390,NA,NA,NA,NA,NA
2152,3872,2,8487,NA,NA,NA,NA,NA
2153,3871,1,8599,NA,NA,NA,NA,NA
2154,3870,2,8603,NA,NA,NA,NA,NA
2155,3870,1,8602,NA,NA,NA,NA,NA
2156,3869,1,7058,NA,NA,NA,NA,NA
2157,3868,1,7055,NA,NA,NA,NA,NA
2158,3867,2,8400,NA,NA,NA,NA,NA
2159,3866,1,8496,NA,NA,NA,NA,NA
2160,3866,2,8497,NA,NA,NA,NA,NA
2161,3865,1,8498,NA,NA,NA,NA,NA
2162,3865,2,8499,NA,NA,NA,NA,NA
2163,3864,1,7048,NA,NA,NA,NA,NA
2164,3863,1,7044,NA,NA,NA,NA,NA
2165,3862,1,7042,NA,NA,NA,NA,NA
2166,3861,1,7041,NA,NA,NA,NA,NA
2167,3860,1,7039,NA,NA,NA,NA,NA
2168,3859,1,7037,NA,NA,NA,NA,NA
2169,3858,1,7034,NA,NA,NA,NA,NA
2170,3857,1,7030,NA,NA,NA,NA,NA
2171,3857,2,7031,NA,NA,NA,NA,NA
2172,3856,2,7032,NA,NA,NA,NA,NA
2173,3855,1,8500,NA,NA,NA,NA,NA
2174,3855,2,8501,NA,NA,NA,NA,NA
2175,3854,2,7025,NA,NA,NA,NA,NA
2176,3853,2,7026,NA,NA,NA,NA,NA
2177,3852,2,8537,NA,NA,NA,NA,NA
2178,3851,2,8391,NA,NA,NA,NA,NA
2179,3850,1,14542,NA,NA,NA,NA,NA
2180,3849,2,7011,NA,NA,NA,NA,NA
2181,3847,1,8562,NA,NA,NA,NA,NA
2182,3846,1,14543,NA,NA,NA,NA,NA
2183,3844,1,8494,NA,NA,NA,NA,NA
2184,3844,2,8495,NA,NA,NA,NA,NA
2185,3842,1,6995,NA,NA,NA,NA,NA
2186,3841,1,6993,NA,NA,NA,NA,NA
2187,3840,1,6991,NA,NA,NA,NA,NA
2188,3839,1,6989,NA,NA,NA,NA,NA
2189,3837,2,6985,NA,NA,NA,NA,NA
2190,3836,2,8550,NA,NA,NA,NA,NA
2191,3835,1,14544,NA,NA,NA,NA,NA
2192,3834,1,6979,NA,NA,NA,NA,NA
2193,3833,2,6978,NA,NA,NA,NA,NA
2194,3831,1,6968,NA,NA,NA,NA,NA
2195,3830,1,8604,NA,NA,NA,NA,NA
2196,3829,2,6965,NA,NA,NA,NA,NA
2197,3828,1,6963,NA,NA,NA,NA,NA
2198,3827,1,6958,NA,NA,NA,NA,NA
2199,3826,1,6953,NA,NA,NA,NA,NA
2200,3825,1,8563,NA,NA,NA,NA,NA
2201,3824,2,8381,NA,NA,NA,NA,NA
2202,3823,2,6946,NA,NA,NA,NA,NA
2203,3822,1,8584,NA,NA,NA,NA,NA
2204,3821,2,8551,NA,NA,NA,NA,NA
2205,3820,1,6937,NA,NA,NA,NA,NA
2206,3819,1,8600,NA,NA,NA,NA,NA
2207,3818,1,8508,NA,NA,NA,NA,NA
2208,3818,2,8509,NA,NA,NA,NA,NA
2209,3817,1,8506,NA,NA,NA,NA,NA
2210,3817,2,8507,NA,NA,NA,NA,NA
2211,3816,1,8504,NA,NA,NA,NA,NA
2212,3816,2,8505,NA,NA,NA,NA,NA
2213,3815,1,6973,NA,NA,NA,NA,NA
2214,3815,2,6974,NA,NA,NA,NA,NA
2215,3814,2,8503,NA,NA,NA,NA,NA
2216,3813,2,8502,NA,NA,NA,NA,NA
2217,3812,1,6920,NA,NA,NA,NA,NA
2218,3812,2,6921,NA,NA,NA,NA,NA
2219,3811,1,6913,NA,NA,NA,NA,NA
2220,3811,2,6914,NA,NA,NA,NA,NA
2221,3810,2,6912,NA,NA,NA,NA,NA
2222,3809,1,6910,NA,NA,NA,NA,NA
2223,3809,2,6911,NA,NA,NA,NA,NA
2224,3808,2,6909,NA,NA,NA,NA,NA
2225,3807,2,6908,NA,NA,NA,NA,NA
2226,3806,1,6906,NA,NA,NA,NA,NA
2227,3805,1,6905,NA,NA,NA,NA,NA
2228,3804,1,6904,NA,NA,NA,NA,NA
2229,3803,2,6918,NA,NA,NA,NA,NA
2230,3802,2,6917,NA,NA,NA,NA,NA
2231,3801,2,6919,NA,NA,NA,NA,NA
2232,3800,1,6899,NA,NA,NA,NA,NA
2233,3799,2,6922,NA,NA,NA,NA,NA
2234,3798,1,6894,NA,NA,NA,NA,NA
2235,3797,1,8564,NA,NA,NA,NA,NA
2236,3796,2,6892,NA,NA,NA,NA,NA
2237,3795,2,6890,NA,NA,NA,NA,NA
2238,3794,2,6888,NA,NA,NA,NA,NA
2239,3793,1,6887,NA,NA,NA,NA,NA
2240,3792,2,6886,NA,NA,NA,NA,NA
2241,3791,2,6885,NA,NA,NA,NA,NA
2242,3790,2,6884,NA,NA,NA,NA,NA
2243,3788,2,6881,NA,NA,NA,NA,NA
2244,3787,2,6880,NA,NA,NA,NA,NA
2245,3785,2,6876,NA,NA,NA,NA,NA
2246,3784,2,6875,NA,NA,NA,NA,NA
2247,3783,2,6874,NA,NA,NA,NA,NA
2248,3782,2,6871,NA,NA,NA,NA,NA
2249,3781,2,6869,NA,NA,NA,NA,NA
2250,3780,2,6866,NA,NA,NA,NA,NA
2251,3779,2,6863,NA,NA,NA,NA,NA
2252,3778,2,6861,NA,NA,NA,NA,NA
2253,3777,2,6858,NA,NA,NA,NA,NA
2254,3776,2,6855,NA,NA,NA,NA,NA
2255,3775,2,6853,NA,NA,NA,NA,NA
2256,3774,1,8605,NA,NA,NA,NA,NA
2257,3773,1,9889,NA,NA,NA,NA,NA
2258,3772,1,6838,NA,NA,NA,NA,NA
2259,3772,2,6839,NA,NA,NA,NA,NA
2260,3770,1,6824,NA,NA,NA,NA,NA
2261,3770,2,6825,NA,NA,NA,NA,NA
2262,3769,1,6830,NA,NA,NA,NA,NA
2263,3767,1,7553,NA,NA,NA,NA,NA
2264,3767,2,7554,NA,NA,NA,NA,NA
2265,3766,1,8514,NA,NA,NA,NA,NA
2266,3766,2,8515,NA,NA,NA,NA,NA
2267,3765,2,8384,NA,NA,NA,NA,NA
2268,3764,2,8383,NA,NA,NA,NA,NA
2269,3763,1,8512,NA,NA,NA,NA,NA
2270,3763,2,8513,NA,NA,NA,NA,NA
2271,3762,1,8510,NA,NA,NA,NA,NA
2272,3762,2,8511,NA,NA,NA,NA,NA
2273,3760,2,6805,NA,NA,NA,NA,NA
2274,3759,2,7224,NA,NA,NA,NA,NA
2275,3758,1,6787,NA,NA,NA,NA,NA
2276,3756,2,6784,NA,NA,NA,NA,NA
2277,3755,1,6779,NA,NA,NA,NA,NA
2278,3754,1,6778,NA,NA,NA,NA,NA
2279,3753,1,8566,NA,NA,NA,NA,NA
2280,3752,1,6773,NA,NA,NA,NA,NA
2281,3751,1,6771,NA,NA,NA,NA,NA
2282,3750,1,6768,NA,NA,NA,NA,NA
2283,3747,1,6762,NA,NA,NA,NA,NA
2284,3746,1,6760,NA,NA,NA,NA,NA
2285,3745,1,6758,NA,NA,NA,NA,NA
2286,3744,2,8385,NA,NA,NA,NA,NA
2287,3743,2,8386,NA,NA,NA,NA,NA
2288,3742,2,6752,NA,NA,NA,NA,NA
2289,3741,1,6751,NA,NA,NA,NA,NA
2290,3740,1,6750,NA,NA,NA,NA,NA
2291,3739,1,8518,NA,NA,NA,NA,NA
2292,3739,2,8519,NA,NA,NA,NA,NA
2293,3737,1,6744,NA,NA,NA,NA,NA
2294,3737,2,6745,NA,NA,NA,NA,NA
2295,3736,1,8516,NA,NA,NA,NA,NA
2296,3736,2,8517,NA,NA,NA,NA,NA
2297,3735,1,6741,NA,NA,NA,NA,NA
2298,3734,2,6733,NA,NA,NA,NA,NA
2299,3733,2,6732,NA,NA,NA,NA,NA
2300,3732,1,6734,NA,NA,NA,NA,NA
2301,3731,1,6729,NA,NA,NA,NA,NA
2302,3730,1,6717,NA,NA,NA,NA,NA
2303,3729,1,6713,NA,NA,NA,NA,NA
2304,3728,1,6707,NA,NA,NA,NA,NA
2305,3727,1,6701,NA,NA,NA,NA,NA
2306,3726,1,6700,NA,NA,NA,NA,NA
2307,3725,2,8538,NA,NA,NA,NA,NA
2308,3724,1,6697,NA,NA,NA,NA,NA
2309,3723,1,6691,NA,NA,NA,NA,NA
2310,3722,1,6690,NA,NA,NA,NA,NA
2311,3721,2,6689,NA,NA,NA,NA,NA
2312,3720,1,6688,NA,NA,NA,NA,NA
2313,3719,2,6687,NA,NA,NA,NA,NA
2314,3718,1,6686,NA,NA,NA,NA,NA
2315,3717,2,6879,NA,NA,NA,NA,NA
2316,3716,1,6685,NA,NA,NA,NA,NA
2317,3715,2,6668,NA,NA,NA,NA,NA
2318,3714,1,6673,NA,NA,NA,NA,NA
2319,3713,2,6654,NA,NA,NA,NA,NA
2320,3712,2,6650,NA,NA,NA,NA,NA
2321,3711,1,6659,NA,NA,NA,NA,NA
2322,3710,2,6646,NA,NA,NA,NA,NA
2323,3709,2,6640,NA,NA,NA,NA,NA
2324,3708,2,6639,NA,NA,NA,NA,NA
2325,3707,2,8387,NA,NA,NA,NA,NA
2326,3705,2,6632,NA,NA,NA,NA,NA
2327,3704,1,6615,NA,NA,NA,NA,NA
2328,3703,1,6611,NA,NA,NA,NA,NA
2329,3702,2,6601,NA,NA,NA,NA,NA
2330,3701,1,6608,NA,NA,NA,NA,NA
2331,3700,1,6628,NA,NA,NA,NA,NA
2332,3700,2,6629,NA,NA,NA,NA,NA
2333,3699,1,8522,NA,NA,NA,NA,NA
2334,3699,2,8523,NA,NA,NA,NA,NA
2335,3698,1,8520,NA,NA,NA,NA,NA
2336,3698,2,8521,NA,NA,NA,NA,NA
2337,3697,1,6591,NA,NA,NA,NA,NA
2338,3696,1,6581,NA,NA,NA,NA,NA
2339,3695,1,6580,NA,NA,NA,NA,NA
2340,3694,2,6583,NA,NA,NA,NA,NA
2341,3693,1,6578,NA,NA,NA,NA,NA
2342,3692,2,6782,NA,NA,NA,NA,NA
2343,3691,2,6576,NA,NA,NA,NA,NA
2344,3690,1,6575,NA,NA,NA,NA,NA
2345,3689,2,6574,NA,NA,NA,NA,NA
2346,3688,2,6573,NA,NA,NA,NA,NA
2347,3687,2,6569,NA,NA,NA,NA,NA
2348,3686,1,6572,NA,NA,NA,NA,NA
2349,3685,2,6566,NA,NA,NA,NA,NA
2350,3684,2,6565,NA,NA,NA,NA,NA
2351,3683,2,6564,NA,NA,NA,NA,NA
2352,3682,2,6563,NA,NA,NA,NA,NA
2353,3681,2,6560,NA,NA,NA,NA,NA
2354,3680,2,6558,NA,NA,NA,NA,NA
2355,3679,1,6555,NA,NA,NA,NA,NA
2356,3678,1,8606,NA,NA,NA,NA,NA
2357,3677,2,6489,NA,NA,NA,NA,NA
2358,3676,2,6488,NA,NA,NA,NA,NA
2359,3675,2,6485,NA,NA,NA,NA,NA
2360,3674,2,6483,NA,NA,NA,NA,NA
2361,3673,2,6482,NA,NA,NA,NA,NA
2362,3672,2,6481,NA,NA,NA,NA,NA
2363,3671,2,6479,NA,NA,NA,NA,NA
2364,3670,2,6480,NA,NA,NA,NA,NA
2365,3669,2,6477,NA,NA,NA,NA,NA
2366,3668,2,6476,NA,NA,NA,NA,NA
2367,3667,2,6475,NA,NA,NA,NA,NA
2368,3666,2,6474,NA,NA,NA,NA,NA
2369,3665,2,6473,NA,NA,NA,NA,NA
2370,3663,2,6471,NA,NA,NA,NA,NA
2371,3662,1,6470,NA,NA,NA,NA,NA
2372,3661,1,6468,NA,NA,NA,NA,NA
2373,3660,1,6464,NA,NA,NA,NA,NA
2374,3660,2,6465,NA,NA,NA,NA,NA
2375,3659,2,6490,NA,NA,NA,NA,NA
2376,3657,1,8526,NA,NA,NA,NA,NA
2377,3657,2,8527,NA,NA,NA,NA,NA
2378,3656,1,8528,NA,NA,NA,NA,NA
2379,3656,2,8529,NA,NA,NA,NA,NA
2380,3655,1,6457,NA,NA,NA,NA,NA
2381,3654,1,8567,NA,NA,NA,NA,NA
2382,3654,2,8568,NA,NA,NA,NA,NA
2383,3653,2,6450,NA,NA,NA,NA,NA
2384,3652,1,6449,NA,NA,NA,NA,NA
2385,3651,2,6448,NA,NA,NA,NA,NA
2386,3650,2,6447,NA,NA,NA,NA,NA
2387,3649,1,6445,NA,NA,NA,NA,NA
2388,3649,2,6446,NA,NA,NA,NA,NA
2389,3648,1,6444,NA,NA,NA,NA,NA
2390,3647,1,6441,NA,NA,NA,NA,NA
2391,3646,2,8388,NA,NA,NA,NA,NA
2392,3645,1,6436,NA,NA,NA,NA,NA
2393,3644,1,6434,NA,NA,NA,NA,NA
2394,3643,1,6433,NA,NA,NA,NA,NA
2395,3642,1,6432,NA,NA,NA,NA,NA
2396,3641,1,6431,NA,NA,NA,NA,NA
2397,3640,1,6430,NA,NA,NA,NA,NA
2398,3637,1,6421,NA,NA,NA,NA,NA
2399,3636,1,6423,NA,NA,NA,NA,NA
2400,3635,1,6417,NA,NA,NA,NA,NA
2401,3634,1,6419,NA,NA,NA,NA,NA
2402,3632,1,6414,NA,NA,NA,NA,NA
2403,3631,1,6413,NA,NA,NA,NA,NA
2404,3630,1,6411,NA,NA,NA,NA,NA
2405,3629,1,6410,NA,NA,NA,NA,NA
2406,3627,1,6408,NA,NA,NA,NA,NA
2407,3626,1,6412,NA,NA,NA,NA,NA
2408,3625,1,6406,NA,NA,NA,NA,NA
2409,3624,1,6405,NA,NA,NA,NA,NA
2410,3623,1,6402,NA,NA,NA,NA,NA
2411,3622,1,6399,NA,NA,NA,NA,NA
2412,3621,1,6396,NA,NA,NA,NA,NA
2413,3620,1,6395,NA,NA,NA,NA,NA
2414,3619,2,6391,NA,NA,NA,NA,NA
2415,3618,1,6390,NA,NA,NA,NA,NA
2416,3617,1,6387,NA,NA,NA,NA,NA
2417,3616,1,6389,NA,NA,NA,NA,NA
2418,3615,2,8389,NA,NA,NA,NA,NA
2419,3613,2,6370,NA,NA,NA,NA,NA
2420,3612,2,6785,NA,NA,NA,NA,NA
2421,3611,1,6373,NA,NA,NA,NA,NA
2422,3611,2,6374,NA,NA,NA,NA,NA
2423,3610,2,6365,NA,NA,NA,NA,NA
2424,3609,2,6364,NA,NA,NA,NA,NA
2425,3608,2,6363,NA,NA,NA,NA,NA
2426,3607,2,6358,NA,NA,NA,NA,NA
2427,3606,2,6357,NA,NA,NA,NA,NA
2428,3604,2,6351,NA,NA,NA,NA,NA
2429,3603,2,6346,NA,NA,NA,NA,NA
2430,3602,2,6345,NA,NA,NA,NA,NA
2431,3601,2,6339,NA,NA,NA,NA,NA
2432,3600,2,6342,NA,NA,NA,NA,NA
2433,3599,2,6337,NA,NA,NA,NA,NA
2434,3598,2,11274,NA,NA,NA,NA,NA
2435,3597,2,6332,NA,NA,NA,NA,NA
2436,3596,2,6331,NA,NA,NA,NA,NA
2437,3595,2,6329,NA,NA,NA,NA,NA
2438,3594,2,6327,NA,NA,NA,NA,NA
2439,3593,2,6325,NA,NA,NA,NA,NA
2440,3592,2,6320,NA,NA,NA,NA,NA
2441,3591,2,6319,NA,NA,NA,NA,NA
2442,3590,2,6314,NA,NA,NA,NA,NA
2443,3589,2,6312,NA,NA,NA,NA,NA
2444,3588,1,6307,NA,NA,NA,NA,NA
2445,3588,2,6308,NA,NA,NA,NA,NA
2446,3587,2,6306,NA,NA,NA,NA,NA
2447,3586,2,6304,NA,NA,NA,NA,NA
2448,3585,2,6303,NA,NA,NA,NA,NA
2449,3584,2,6300,NA,NA,NA,NA,NA
2450,3583,2,6299,NA,NA,NA,NA,NA
2451,3582,2,6298,NA,NA,NA,NA,NA
2452,3581,2,6295,NA,NA,NA,NA,NA
2453,3580,2,6294,NA,NA,NA,NA,NA
2454,3579,1,6455,NA,NA,NA,NA,NA
2455,3579,2,6456,NA,NA,NA,NA,NA
2456,3577,1,6526,NA,NA,NA,NA,NA
2457,3576,2,6278,NA,NA,NA,NA,NA
2458,3575,1,6279,NA,NA,NA,NA,NA
2459,3574,2,6280,NA,NA,NA,NA,NA
2460,3573,1,6223,NA,NA,NA,NA,NA
2461,3572,1,6552,NA,NA,NA,NA,NA
2462,3571,2,6525,NA,NA,NA,NA,NA
2463,3569,2,6282,NA,NA,NA,NA,NA
2464,3568,1,6181,NA,NA,NA,NA,NA
2465,3567,2,6178,NA,NA,NA,NA,NA
2466,3566,1,6175,NA,NA,NA,NA,NA
2467,3565,1,6172,NA,NA,NA,NA,NA
2468,3564,1,6167,NA,NA,NA,NA,NA
2469,3563,1,6283,NA,NA,NA,NA,NA
2470,3561,2,6284,NA,NA,NA,NA,NA
2471,3560,2,6140,NA,NA,NA,NA,NA
2472,3559,2,6136,NA,NA,NA,NA,NA
2473,3558,1,6133,NA,NA,NA,NA,NA
2474,3557,1,6129,NA,NA,NA,NA,NA
2475,3557,2,6130,NA,NA,NA,NA,NA
2476,3556,1,6124,NA,NA,NA,NA,NA
2477,3555,1,6121,NA,NA,NA,NA,NA
2478,3554,1,6105,NA,NA,NA,NA,NA
2479,3553,1,6104,NA,NA,NA,NA,NA
2480,3552,1,6102,NA,NA,NA,NA,NA
2481,3551,1,6101,NA,NA,NA,NA,NA
2482,3549,1,6098,NA,NA,NA,NA,NA
2483,3548,1,6097,NA,NA,NA,NA,NA
2484,3547,1,6096,NA,NA,NA,NA,NA
2485,3546,1,6095,NA,NA,NA,NA,NA
2486,3545,1,6094,NA,NA,NA,NA,NA
2487,3544,1,6093,NA,NA,NA,NA,NA
2488,3543,1,6092,NA,NA,NA,NA,NA
2489,3542,2,6090,NA,NA,NA,NA,NA
2490,3541,1,6089,NA,NA,NA,NA,NA
2491,3540,1,6114,NA,NA,NA,NA,NA
2492,3539,2,6524,NA,NA,NA,NA,NA
2493,3538,2,6109,NA,NA,NA,NA,NA
2494,3537,1,6116,NA,NA,NA,NA,NA
2495,3536,2,6112,NA,NA,NA,NA,NA
2496,3535,1,6057,NA,NA,NA,NA,NA
2497,3534,1,6056,NA,NA,NA,NA,NA
2498,3533,1,6120,NA,NA,NA,NA,NA
2499,3532,1,6054,NA,NA,NA,NA,NA
2500,3531,1,6119,NA,NA,NA,NA,NA
2501,3530,1,6118,NA,NA,NA,NA,NA
2502,3529,1,6113,NA,NA,NA,NA,NA
2503,3528,2,6106,NA,NA,NA,NA,NA
2504,3527,1,6044,NA,NA,NA,NA,NA
2505,3526,1,6031,NA,NA,NA,NA,NA
2506,3525,2,6111,NA,NA,NA,NA,NA
2507,3524,2,6019,NA,NA,NA,NA,NA
2508,3523,1,6003,NA,NA,NA,NA,NA
2509,3522,1,6523,NA,NA,NA,NA,NA
2510,3521,1,5978,NA,NA,NA,NA,NA
2511,3520,1,14534,NA,NA,NA,NA,NA
2512,3519,1,5968,NA,NA,NA,NA,NA
2513,3518,2,6110,NA,NA,NA,NA,NA
2514,3517,1,5960,NA,NA,NA,NA,NA
2515,3516,1,5959,NA,NA,NA,NA,NA
2516,3515,1,5951,NA,NA,NA,NA,NA
2517,3514,1,5983,NA,NA,NA,NA,NA
2518,3513,2,5932,NA,NA,NA,NA,NA
2519,3512,1,5925,NA,NA,NA,NA,NA
2520,3511,1,5981,NA,NA,NA,NA,NA
2521,3510,1,5996,NA,NA,NA,NA,NA
2522,3510,2,5997,NA,NA,NA,NA,NA
2523,3509,1,5902,NA,NA,NA,NA,NA
2524,3508,1,5986,NA,NA,NA,NA,NA
2525,3507,1,5890,NA,NA,NA,NA,NA
2526,3506,1,5887,NA,NA,NA,NA,NA
2527,3505,1,5881,NA,NA,NA,NA,NA
2528,3504,1,6006,NA,NA,NA,NA,NA
2529,3503,1,5984,NA,NA,NA,NA,NA
2530,3502,1,5865,NA,NA,NA,NA,NA
2531,3501,1,5864,NA,NA,NA,NA,NA
2532,3500,2,6010,NA,NA,NA,NA,NA
2533,3499,1,6012,NA,NA,NA,NA,NA
2534,3499,2,6013,NA,NA,NA,NA,NA
2535,3498,1,5858,NA,NA,NA,NA,NA
2536,3497,1,5990,NA,NA,NA,NA,NA
2537,3496,1,5845,NA,NA,NA,NA,NA
