id,created_at,updated_at,tipo_investigacion_id,descripcion,congresista_id
200,2011-10-19 20:10:02.146601,2013-09-16 21:28:58.310394,111,"La Sala Penal de la Corte Suprema de Justicia abrió investigación preliminar contra el actual presidente del Congreso, Juan Manuel Corzo, por su presunta responsabilidad en un caso de tráfico de influencias.
El senador conservador será investigado por su presunta presión para en el nombramiento y toma de decisiones de la Corporación Autónoma Regional, CAR, Corponor de Norte de Santander.

http://elespectador.com/noticias/judicial/articulo-306354-abren-investigacion-preliminar-contra-presidente-del-congreso
Visto: enero 24/13

La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
",27
297,2013-12-03 19:47:50.542704,2013-12-03 19:47:50.542749,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (06SEPT12).
http://www.vanguardia.com/actualidad/colombia/173148-abren-investigacion-preliminar-contra-seis-congresistas-por-parapolitica
Tomado: Dic 03/13",781
173,2011-05-06 18:07:27.659637,2013-01-24 15:28:15.154276,76,"La Procuraduría General de la Nación la destituyó e inhabilitó por 12 años por irregularidades en la suscripción de un contrato en el año 2007 (17AGO11). La Corte Suprema de Justicia abrió investigación preeliminar contra la exgobernadora del departamento del Quindío y actual senadora Amparo Arbeláez Escalante. (03MAY11). La decisión fue tomada debido a las supuestas irregularidades en la compra de kits escolares y alimentación para niños del departamento, en las que habría incurrido cuando era gobernadora. La Procuraduría ratificó en segunda instancia dicho fallo. (25OCT11).

http://www.elcolombiano.com/BancoConocimiento/A/abren_investigacion_preliminar_contra_la_senadora_amparo_arbelaez/abren_investigacion_preliminar_contra_la_senadora_amparo_arbelaez.asp?CodSeccion=182
Visto: enero 23 de 2013.

http://elespectador.com/noticias/judicial/articulo-307634-procuraduria-confirmo-destitucion-senadora-amparo-arbelaez-escal
Visto: enero 23 de 2013.",2231
203,2011-10-27 14:48:49.018030,2013-01-24 19:51:33.019784,72,"Elegido este ciudadano como Senador de la República, por la  Circunscripción Nacional Especial para Comunidades Indígenas, en nombre del “Movimiento Autoridades Indígenas de Colombia” para el período 1998-2002, en proceso electoral de única  instancia la Sección Quinta del Consejo de Estado decretó  la suspensión provisional de la resolución por medio de la cual el Consejo Nacional Electoral lo declaró elegido como tal, en providencia del 21 de mayo de 1998, confirmada el 25 de junio del mismo año. En la misma providencia se ordenó comunicar la decisión al Presidente del Consejo Nacional Electoral y al Presidente  del Senado de la República.
[DOC] 
CE-SEC5-EXP1998-N1892.doc - Consejo de Estado
Visto: enero 24/13",944
201,2011-10-24 16:58:52.556570,2013-01-24 19:57:39.503415,83,"El Juez 28 de Garantías decretó medida de aseguramiento para el suspendido alcalde Samuel Moreno en el caso del “carrusel de la contratación” (25SEPT11). 

http://www.elespectador.com/opinion/editorial/articulo-301601-detencion-de-samuel-moreno
Visto: enero 24/13
El procurador General, Alejandro Ordóñez Maldonado suspendió por 12 meses al ya suspendido alcalde de Bogotá, Samuel Moreno Rojas después de comprobársele que había incurrido en la omisión de su función constitucional y legal de cumplir con la construcción de obras a cargo del Distrito. (24OCT11).

http://elespectador.com/noticias/judicial/articulo-307254-samuel-moreno-rojas-suspendido-12-meses
Visto: enero 24/13",738
208,2011-11-30 19:30:16.725444,2013-01-24 19:45:26.640130,19,"La Sala Penal de la Corte Suprema de Justicia profirió auto inhibitorio a favor de la congresista liberal Gema López de Joaquí en el proceso que se le adelantaba por la llamada farcpolítica.

http://www.elespectador.com/noticias/judicial/articulo-314236-archivan-investigaciones-contra-dos-congresistas-farcpolitica
Visto: enero 24/13",178
23,2010-02-15 22:06:10.732848,2013-02-01 14:10:11.118414,3,"Quedó libre (02MAR12) en calidad de libertad condicional al cumplir las tres quintas partes de la condena. Fue condenado a 7 años y medio de prisión por el delito de concierto para delinquir agravado, por sus vínculos con grupos paramilitares (18ENE12). Llamado a juicio (21JUL09) como presunto responsable de concierto para delinquir agravado y constreñimiento al elector. DETENIDO dentro del proceso de la PARAPOLITICA  (24NOV08) y fue LLAMADO A INDAGATORIA dentro del proceso de la PARAPOLITICA el (25JUL07). Renunció a su curul (11OCT07). La Procuraduría General de la Nación lo destituyó e inhabilitó  para el ejercicio de funciones públicas por espacio de 20 años (11JUL11). La Procuraduría ratificó su fallo (16NOV11) de 20 años de inhabilidad para ejercer cargos públicos.

http://www.elespectador.com/noticias/judicial/articulo-321666-condenado-90-meses-de-prision-luis-alberto-gil-parapolitica
Visto: enero 28/13
http://elespectador.com/noticias/judicial/articulo-283499-parapolitica-destituido-excongresista-luis-gil
Visto: enero 28/13
http://www.elespectador.com/noticias/judicial/articulo-311568-procuraduria-confirmo-destitucion-de-20-anos-contra-exsenador-lu
Visto: enero 28/13",570
207,2011-11-30 15:17:20.858148,2013-01-24 15:42:26.458795,76,"La Procuraduría General destituyó e inhabilito por 15 años al congresista Yensi Alfonso Acosta, al hallarlo responsable de la celebración irregular de multimillonarios contratos cuando se desempeñó como secretario de Gobierno y Asuntos Administrativos del municipio de Chiriguaná, Cesar. (28NOV11).

http://www.elespectador.com/noticias/judicial/articulo-313821-destituido-e-inhabilitado-representante-camara-el-cesar
Visto: enero 23 de 2013.",2116
148,2010-10-08 13:52:54.197732,2013-01-24 21:05:04.310949,19,"Estuvo DETENIDO en el proceso de la PARAPOLÍTICA (31MAR08 - 30JUL08). La Corte Suprema de Justicia lo dejó en libertad al cambiar la acusación de concierto para delinquir a cohecho impropio. Recupera su curul al considerar la Corte  que eran falsas las acusaciones de colaboración con los paramilitares.Fue absuelto por la CSJ y la Procuraduría General de la Nación (05OCT09) al comprobarse un montaje en su contra. La Corte Suprema de Justicia profirió auto inhibitorio a favor de Velasco en el proceso que se le adelantaba por la llamada farcpolítica. (30NOV11).

http://www.elespectador.com/noticias/judicial/articulo-314236-archivan-investigaciones-contra-dos-congresistas-farcpolitica
Visto: enero 24/13",92
82,2010-02-19 19:55:08.025938,2013-01-31 16:12:54.388833,20,"LLAMADO A INDAGATORIA PRELIMINAR por la Corte Suprema de Justicia dentro del proceso de la PARAPOLÍTICA (23SEPT08). Renunció a la curul (12MAY10).

http://www.revistacofradia.com/articulo/renuncio-a-la-camara-pedro-pablo-trujillo/sec/noticias
Visto: enero 31/13",245
204,2011-11-16 19:38:15.229825,2019-05-30 20:06:03.781639,84,"El Consejo de Estado decretó la pérdida de investidura del congresista Miguel Jesús Arenas Prada, al sancionarlo con la pérdida de investidura puesto que no se presentó a la posesión de su cargo en la Cámara de Representantes como lo exige la ley (24OCT11).

http://www.elespectador.com/noticias/judicial/articulo-307359-congresista-miguel-jesus-arenas-prada-perdio-su-investidura
Visto: enero 23 de 2013.",348
131,2010-08-04 16:11:21.974667,2013-01-24 14:43:11.051495,67,"Fue condenada a 60 meses de prisión por parte de la Corte Suprema de Justicia (23MAY12) por haber presionado a magistrados del Consejo Superior de la Judicatura para que sancionaran a un abogado, demandado por su esposo.
La Procuraduría General de la Nación le inició una investigación disciplinaria por tráfico de influencias (14MAY12). La Corte Suprema de Justicia archivó la investigación que adelantaba contra la exrepresentante a la Cámara Lucero Cortés por presunto tráfico de influencias (10NOV11). Fue llamada a juicio (19OCT11). La Sala Penal de la Corte Suprema de Justicia la llamó a versión libre (09AGO11) por su supuesta responsabilidad en las irregularidades de la Dirección Nacional de Estupefacientes, DNE.  La CSJ ordenó medida de aseguramiento contra la representante (27ABR11) por presunto tráfico de influencias. La representante a la Cámara por Bogotá tenía llamado a indagatoria (23MAR11) por este delito. Le fue iniciada  investigación (04AGO10), pues Luis Alfredo Baena, el denunciante, aseguró que Cortés utilizó sus influencias en el Congreso para cerrar una investigación penal que había en contra de su esposo. Manuel Rincón, pareja de la congresista, fue denunciado penalmente hace un tiermpo por Baena ante la Fiscalia. El caso precluyó, hecho que, según Baena, se dio gracias a las influencias que tiene Cortés en el Congreso.

http://www.elespectador.com/noticias/judicial/articulo-346010-investigacion-disciplinaria-contra-lucero-cortes-trafico-de-infl
Visto: enero 23 de 2013.
http://www.elespectador.com/noticias/judicial/articulo-265601-ordenan-detencion-contra-lucero-cortes
Visto: enero 23 de 2013.
La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. Llamada a versión libre (18ENE12).

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 23 de 2013.
La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 23 de 2013.
Le fue suspendida su condición de congresista (01JUN11).",134
134,2010-09-14 18:01:36.945089,2013-01-24 14:19:56.679698,63,"Condenado a 9 años por concierto para delinquir agravado (10abr12) pues la Corte Suprema probó que el senador cartagenero selló acuerdos con los paramilitares para que apoyaran su campaña al Congreso en el 2006.
http://www.elespectador.com/noticias/judicial/articulo-337527-javier-caceres-condenado-nueve-anos-de-prision-parapolitica
Visto: enero 23 de 2013

Llamado a juicio (27ABR11). Detenido desde (14SEPT10), presuntamente vinculado con el Bloque Héroes de Montes de María de las Autodefensas Unidas de Colombia, AUC.

http://www.elespectador.com/noticias/judicial/articulo-265604-javier-caceres-juicio-parapolitica
Visto: enero 23 de 2013.

http://www.eltiempo.com/justicia/javier-caceres-condenado-a-nueve-anos-de-carcel-por-parapolitica_11542142-4
Visto: enero 23 de 2013

La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. Llamado a versión libre (18ENE12).

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 23 de 2013.

La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 23 de 2013.

Tenía investigación en el Consejo de Estado (13JUL10)por presunta violación al régimen de incompatibilidades por gestionar ante ETESA el nombramiento de varias personas con el fin de celebrar contratos de prestación de servicios; el posible tráfico de influencias al designar personas en ETESA que favorecieran y privilegiaran sus intereses personales; la supuesta indebida destinación de dineros públicos al coordinar con los funcionarios de ETESA el cobro de millonarias comisiones a operadores ilegales de casinos, máquinas tragamonedas y juegos de suerte y azar, como contraprestación a su actividad ilegal, enriqueciéndose ilícitamente. El Consejo de Estado falló a su favor (22SEPT11) pues negó la solicitud de pérdida de investidura contra Cáceres Leal por falta de pruebas.

http://190.24.134.67/pce/noticia.asp?id=307
Visto: Enero 23 de 2013.",16
6,2010-02-15 21:09:29.998933,2013-02-01 14:31:08.263610,3,"Fue condenado a seis años de prisión (25NOV08) por vínculos con las AUC en Córdoba. Estaba detenido desde (31AGO09) y siendo investigado en el proceso de la PARAPOLÍTICA. Renunció a su curul (27AGO07). La Procuraduría inició investigación disciplinaria en su contra (12DIC11) por sus presuntos vínculos con grupos paramilitares, más precisamente con el llamado pacto de Ralito en el año 2001.

http://www.elespectador.com/noticias/judicial/articulo93479-congresista-reginaldo-montes-condenado-seis-anos-de-prision
Visto: enero 28/13
http://www.elespectador.com/noticias/judicial/articulo-316192-investigacion-disciplinaria-contra-reginaldo-montes-parapolitica
Visto: enero 28/13",724
212,2012-03-16 18:49:58.441659,2013-01-24 19:36:33.538592,2,"Castillo Sánchez fue capturado (07MAR12) por agentes del CTI y será investigado por el delito concierto para delinquir agravado.

http://www.elespectador.com/noticias/judicial/articulo-332777-carcel-excongresista-rafael-castillo-implicado-parapolitica
Visto: enero 24/13",1161
213,2012-04-13 21:34:25.026199,2013-01-24 16:12:52.535626,76,"La Procuraduría General de la Nación inhabilitó por un período de 12 años al senador Manuel Julián Mazenet Corrales, por no haber advertido irregularidades en un contrato de kit escolares en el Magdalena. Los hechos se produjeron cuando ejercía como secretario privado del despacho del gobernador Omar Diazgranados y que en su condición de responsable de la celebración de contratos no advirtió ninguna irregularidad en los contratos y sólo se limitó a firmarlos, sin hacer la verificación de un posible sobrecosto.

http://www.elpais.com.co/elpais/colombia/noticias/procuraduria-inhabilito-senador-manuel-mazenet
Visto: enero 24 de 2013.",3255
211,2012-02-09 20:47:46.260678,2013-01-24 19:42:07.315071,87,"El exsenador Iván Moreno fue oficialmente expulsado del Polo Democrático, luego de que la Procuraduría lo inhabilitara por su responsabilidad en el escándalo del carrusel de la contratación en Bogotá. ((09FEB12).
http://m.eltiempo.com/politica/expulsin-del-polo-democrtico-de-ivn-moreno/11099422
Visto: enero 24/13",61
210,2012-02-08 18:17:17.964947,2013-01-24 19:42:41.759826,3,"La  Fiscalía dictó orden de captura en su contra (14MAY07) por firmar el pacto de Ralito. Condenado a 7 años y medio de prisión por su participación en el llamado Pacto de Ralito con las Autodefensas (08FEB12). 

http://www.elespectador.com/noticias/judicial/articulo-325488-condenados-90-meses-de-prision-tres-excongresistas-el-pacto-de-r
Visto: enero 24/13",639
209,2012-01-27 13:56:47.916376,2013-01-24 19:44:42.933924,86,"El 27 de enero de 2012 falleció el senador Juan Carlos Rizzeto Luces, quien venía sufriendo de cáncer de páncreas.
http://www.elespectador.com/noticias/politica/articulo-323275-fallecio-cali-el-senador-juan-carlos-rizzeto
Visto: enero 24/13",2458
229,2012-12-05 17:05:09.668301,2012-12-05 17:05:09.668334,100,Detenido por nexos con grupos armados ilegales.,1226
231,2012-12-05 17:06:44.003387,2012-12-05 17:06:44.003417,100,Detenido por supuestos nexos con grupos armados ilegales.,2044
233,2013-01-24 15:59:12.487579,2019-05-30 20:00:28.780340,48,"El Consejo de Estado decretó la nulidad de su elección pues su hermano era el alcalde del municipio de Pijiño del Carmen (Magdalena). (17JUL12)

Visto: enero 24 de 2013.",1609
7,2010-02-15 21:11:22.848600,2013-02-01 14:30:17.403962,63,"Condenado a 90 meses de prisión (01FEB12) por concierto para delinquir. El ex congresista fue llamado a juicio (23MAR11) por parte de la Corte Suprema de Justicia. Estuvo DETENIDO e investigado en el proceso de la PARAPOLÍTICA(31MAR08). Fue liberado por la CSJ por fallos en el procedimiento (09JUL 09), pero la investigación de mantuvo. 

http://www.elespectador.com/noticias/politica/articulo149848-libertad-ex-congresista-miguel-pinedo-vidal
Visto: enero 28/13
http://www.elespectador.com/noticias/judicial/articulo-324170-excongresista-miguel-pinedo-fue-condenado-90-meses-de-prision-pa
Visto: enero 28/13
La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. 

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 28/13

La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11). Llamado a versión libre (18ENE12).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 28/13",817
60,2010-02-17 20:59:48.572158,2013-01-30 15:56:35.918650,3,"Detenido (29JUN12). Fue sentenciado a cinco años y 10 meses de prisión por sus nexos con paramilitares. Tras un cambio de jurisprudencia, la Corte Suprema reasumió el proceso y le amplió la condena y ordenó su recaptura para que cumpla el tiempo que le falta en prisión. Había sido condenado a 6 años y medio de prisión en abril de 2008. DETENIDO y ACEPTÓ CARGOS en el proceso de la PARAPOLÍTICA. RENUNCIO para hacerle frente al proceso judicial de la parapolitica abierto por la Corte Suprema de Justicia (28FEB07).
Texto copiado de www.rcnradio.com - Conozca el original en http://www.rcnradio.com/noticias/capturado-nuevamente-el-ex-gobernador-jorge-luis-caballero-7889#ixzz1zay2GhnQ
Visto: enero 30/13
http://www.elespectador.com/noticias/judicial/articulo-356248-capturado-excongresista-jorge-luis-caballero-condenado-parapolit
Visto: enero 30/13

http://www.elespectador.com/noticias/politica/articulo-ex-congresista-jorge-luis-caballero-condenado-parapolitica
Visto: enero 30/13",1030
296,2013-12-03 19:46:56.938596,2013-12-03 19:48:03.180801,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (06SEPT12).

http://www.vanguardia.com/actualidad/colombia/173148-abren-investigacion-preliminar-contra-seis-congresistas-por-parapolitica
Tomado: Dic 03/13",91
84,2010-02-19 20:04:00.470783,2013-01-31 15:48:45.597213,1,"La Corte Suprema revocó la orden de inhibirse en una investigación previa en el 2009 y reabrieron el expediente al contar con nuevas evidencias de la presunta responsabilidad de Fernández Quessep. (27FEB12). La Corte Suprema de Justicia se había inhibido de abrir investigación al congresista Jairo Fernández Quessep, del Partido de La U, pues no halló mérito para hacerlos. (12JUN 09). Estuvo llamado a indagatoria por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (10DIC07).
http://www.caracol.com.co/noticias/judicial/corte-suprema-reabre-investigacion-al-alcalde-de-sincelejo-por-nexos-con-paras/20120227/nota/1636878.aspx
Visto: enero 31/13
http://www.eltiempo.com/justicia/ARTICULO-WEB-NEW_NOTA_INTERIOR-11229921.html
Visto: enero 31/13
http://www.semana.com/noticias-conflicto-armado/corte-inhibe-investigar-congresista-jairo-quessep/125062.aspx
Visto: enero 31/13
",1195
218,2012-07-05 14:56:02.867601,2013-05-22 19:39:51.746081,24,"La Corte Suprema de Justicia archivó una investigación en contra del saliente ministro de Vivienda, Germán Vargas Lleras, por el sonado escándalo de la parapolítica (22MAY13). La Procuraduría General de la Nación abrió investigación preliminar contra el ministro de Vivienda, Germán Vargas Lleras por sus presuntos nexos con grupos paramilitares para beneficiarse política y electoralmente (04JUL12).

http://www.elespectador.com/noticias/judicial/articulo-423471-archivan-investigacion-vargas-lleras-parapolitica
Tomado: mayo 22/13

http://www.elespectador.com/noticias/judicial/articulo-357307-abren-investigacion-preliminar-contra-vargas-lleras-parapolitica
Visto: enero 24/13",973
223,2012-10-17 20:38:42.549731,2012-10-17 20:38:42.549775,96,"La Sala Penal de la Corte Suprema de Justicia abrió investigación preliminar en contra el senador Eduardo Carlos Merlano (Partido de la U) por sus presuntos nexos con grupos armados ilegales. Se busca establecer sus presuntos vínculos con el Bloque Norte de las Autodefensas que operaban en el departamento de Bolívar, de los cuales se habría beneficiado para conseguir votaciones (16OCT12).

http://www.elespectador.com/noticias/judicial/articulo-381692-corte-abrio-investigacion-preliminar-contra-senadores-cristo-y-m",2376
222,2012-10-17 20:36:45.256086,2013-03-21 14:12:50.747690,24,"La Corte archivó indagación contra senador Cristo por nexos con grupos armados ilegales, pues consideró que no existen pruebas suficientes para abrir proceso formal contra el congresista liberal (20MAR13). La Sala Penal de la Corte Suprema de Justicia abrió investigación preliminar en contra del senador Juan Fernando Cristo (Partido Liberal)  por sus presuntos nexos con grupos armados ilegales. (16OCT12).

http://www.elespectador.com/noticias/judicial/articulo-411534-corte-archivo-indagacion-contra-senador-cristo-nexos-grupos-arma
Tomado: marzo 21/13

http://www.elespectador.com/noticias/judicial/articulo-381692-corte-abrio-investigacion-preliminar-contra-senadores-cristo-y-m
Visto: enero 24/13",28
71,2010-02-17 21:25:42.270611,2013-01-31 16:54:24.666705,3,"La Procuraduría General de la Nación lo destituyó e inhabilitó por un plazo de 20 años para ejercer cargos públicos por sus nexos con grupos paramilitares durante el periodo constitucional entre 2006 a 2010. (01OCT12). Quedó libre (02MAR12) en calidad de libertad condicional al cumplir las tres quintas partes de la condena. Por el delito de concierto para delinquir, la Sala Penal de la Corte Suprema de Justicia condenó a 7 años y 5 meses de prisión a Riaño (18ENE12), pues la Corte encontró evidencia de su relación con el Bloque Central Bolívar de las Autodefensas Unidas de Colombia, desmovilizado a mediados de 2006. Llamado a juicio (05ABR10). DETENIDO dentro del proceso de la PARAPOLÍTICA (25NOV08) fue LLAMADO A INDAGATORIA por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (25JUL07). Renunció a su curul (16OCT07).

http://www.elespectador.com/noticias/judicial/articulo-321666-condenado-90-meses-de-prision-luis-alberto-gil-parapolitica
Visto: enero 31/13
http://www.vanguardia.com/historico/58358-luis-alberto-gil-y-alfonso-riano-cara-a-cara-con-la-corte-suprema-de-justicia-
Visto: enero 31/13",1197
228,2012-12-05 17:04:27.089772,2012-12-05 17:04:27.089808,100,Condenado por nexos con grupos armados ilegales.,16
224,2012-10-22 17:47:19.091634,2019-05-30 19:58:18.309640,12,"El Consejo de Estado anuló la elección de la congresista liberal por el Magdalena Mónica Anaya Anaya, por violar el régimen de inhabilidades e incompatibilidades. La decisión fue tomada en sala plena, al considerar que al momento de ser elegida Representante a la Cámara, su esposo, Enoc Guzmán Del Portilo, era alcalde de Tenerife (10JUL12).

Visto: enero 24 de 2013.",2697
225,2012-10-23 15:58:44.446746,2013-01-24 19:30:47.485185,97,"El juez segundo penal de Bogotá encontró que había evidencias para declararlo responsable del delito de abuso de confianza calificada y agravada, por lo que los condenó a 5 años de prisión, pena que podría cumplir en su casa, porque en la decisión se ordena que se le otorgue la  casa por cárcel (26ABR12).

Según la investigación, en el año 2001 el entonces presidente del sindicato de la Caja Agraria vendió irregularmente el Centro Recreacional Resacas, propiedad de los trabajadores, al Fondo de Empleados de la Empresa de Telecomunicaciones de Bogotá. La venta ascendió a los tres mil millones de pesos y 1.200 millones de pesos de ese negocio terminaron financiando su campaña electoral.

Bernal Amorocho renunció a su curul en el Congreso en mayo de 2010 y la Corte Suprema de Justicia se abstuvo de investigarlo al considerar que los hechos se registraron antes de su llegada al Senado y no guardaban relación con su fuero. El proceso pasó al juez segundo, que lo condenó y ordenó investigar un acuerdo al que llegó el exsenador con las actuales directivas del sindicato para devolver el dinero.

http://www.eltiempo.com/justicia/ARTICULO-WEB-NEW_NOTA_INTERIOR-11659822.html
Fecha: enero 24/13",14
181,2011-07-25 21:20:57.443344,2013-01-24 20:30:13.646321,25,"Durán Gelvis, está sindicado de la presunta comisión del delito de concierto para delinquir tras sus presuntos vinculos con las autodefensas que en ese departamento comandaba el desmovilizado jefe paramilitar alias Jorge 40”.
Miguel Ángel Durán Gelvis fue vinculado por la Fiscalía General de la Nación al proceso de la parapolítica, supuestamente por haber obtenido beneficios de los grupos paramilitares para lograr votaciones altas en las elecciones de 2002. (22MAY08). La investigación precluyó y el ex congresista quedó el libertad (06ENE09).

http://www.caracol.com.co/nota.aspx?id=741949
Visto: enero 24/13

La Corte Suprema de Justicia lo condenó a 4 años de prisión al hallarlo culpable del delito de falsedad ideológica en documento público. (18AGO11). Durán Gelvis también fue sancionado con cinco años de inhabilidad para el ejercicio de derechos y funciones públicas. La Sala Penal de la Corte comprobó que Durán Gelvis expidió  una certificación laboral falsa a un abogado que necesitaba el documento para obtener la Visa a los Estados Unidos.

http://www.elpilon.com.co/inicio/por-falsedad-ideologica-condenan-al-ex-congresista-miguel-duran-gelvis/
Visto: enero 24/13",510
310,2013-12-04 20:49:45.448724,2013-12-04 20:49:45.448800,43,"Afronta una investigación porque al parecer incurrió en tráfico de influencias y conflicto de intereses pues según denuncias, recomendó al Superintendente de Salud, Gustavo Cobo Morales, unos nombres para que ocuparan cargos en ese sector. (09MAY13)

http://www.elespectador.com/noticias/judicial/articulo-421214-radican-demandan-de-perdida-de-investidura-contra-roy-barreras-y
Tomado: May 09/13",1200
175,2011-05-18 17:04:33.849537,2013-01-24 20:42:42.118426,95,"Condenado a 8 años y 4 meses (28SEP12). La Corte Suprema de Justicia le impuso medida de aseguramiento consistente en detención preventiva, sin beneficio de excarcelación, por los delitos de contrato sin cumplimiento de requisitos legales y cohecho propio, en concurso, en calidad de interviniente. (12MAY11). Además, la Sala decidió no sustituir la medida de detención preventiva por la detención domiciliaria. La Procuraduría General de la Nación  lo destituyó e inhabilitó en el ejercicio de funciones públicas durante 12 años, al considerar que exigió el pago de comisiones, a cambio de actuar con arreglo a los intereses de los excontratistas. (16JUL12).

http://www.elespectador.com/noticias/judicial/articulo-269403-carrusel-aseguran-excongresista-german-olano
Visto: enero 24/13
",194
174,2011-05-18 15:54:44.887442,2013-01-24 20:43:17.897953,1,"La Corte Suprema de Justicia, determinó abrir una investigación por los presuntos vínculos de la congresista, hermana de Oscar Suárez Mira. (18MAY11). La sala penal tomó la decisión después de las declaraciones de Juan Carlos Sierra alias ‘el tuso’ excabecilla del bloque Héroes de Granada de las Audefensas, quien destapó la parapolítica en Antioquia.

http://www.radiosantafe.com/2011/05/17/corte-abre-investigacion-contra-la-congresista-olga-suarez-mira-por-presuntos-nexos-con-paramilitares/
Visto: enero 24/13",290
230,2012-12-05 17:05:53.776544,2013-02-19 13:26:21.848137,100,Con investigación por su presunta participación en el delito de lavado de activos. Renunció a su curul (19FEB13). http://www.elespectador.com/noticias/politica/articulo-405627-dilian-francisca-toro-renuncio-su-curul-el-senado,87
159,2011-02-25 13:48:31.763188,2013-01-24 20:58:36.174308,64,"Fue condenado a o años de prisión (16DIC11). El ex representante Ospina era señalado de exigir altas sumas de dinero a un grupo de trabajadores de la Unidad de Trabajo Legislativo del Congreso para mantenerlos en su cargo.

http://www.elespectador.com/noticias/judicial/articulo-317079-excongresista-hector-ospina-aviles-condenado-ocho-anos-concusion
Visto: enero 24/13
La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. Llamado a versión libre (18ENE12).

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 24/13

La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 24/13
",1333
146,2010-10-01 18:39:30.426868,2013-01-24 21:06:27.206727,49,"Sentenciada a 47 meses de prisión por parte de la Sala Penal de la Corte Suprema de Justicia, que la halló responsable del delito de cohecho, (25JUN 08) por haber recibido prebendas a cambio de votar favorablemente en el Congreso la iniciativa que permitió la reeleción del ex presidente Álvaro Uribe Vélez.

Además fue condenada a cuatro años y dos meses por parte de un Juzgado Penal Especializado de Bogotá que la halló responsable del delito de enriquecimiento ilícito del cual se declaró responsable.

Así mismo deberá asumir una sancion pecuniaria de cerca de 578 millones de pesos, tras haber aceptado el manejo de unas notarías en Barrancabermeja, Santander, a cambio de favorecer la reelección presidencial.

http://www.elespectador.com/noticias/judicial/articulo-227280-yidis-medina-condenada-50-meses-de-prision
Visto: enero 24/13",1109
130,2010-07-28 21:39:06.423694,2019-05-30 20:10:45.737408,42,"El congresista participó en la votación de la Cámara en la que se decidía si él podía cambiar de partido.Barrios votó su paso incurriendo de esta forma en conflicto de intereses según el Consejo de Estado. Los magistrados consideraron que el congresista debió declararse impedido para participar en esa participación, pues de alguna forma su voto iba a incidir en el resultado final. (Julio 28 de 2010)

Visto: enero 23 de 2013",113
