id,nombre,activo,usercreated,usermodifed,created_at,updated_at
1,Proyecto de Ley,NA,NA,NA,NA,NA
2,Proyecto Acto Legislativo,NA,NA,NA,NA,NA
3,Proyecto de ley Estatutaria,NA,NA,NA,NA,NA
