id,nombre,activo,usercreated,usermodified,created_at,updated_at
3,Extranjero,TRUE,,,,
5,Circunscripción Especial,TRUE,,,,
6,Amazonía,TRUE,,,,
8,Pacífica,TRUE,,,,
1,Andina,TRUE,,,,
4,Caribe,TRUE,,,,
9,Orinoquía,TRUE,,,,
10,Insular,TRUE,,,,
