id,proyecto_ley_estado_id,congresista_id,tipo_publicacion_proyecto_ley_id,es_coordinador,activo,usercreated,usermodifed
41227,21792,1323,NA,NA,NA,NA,NA
41227,21792,1324,NA,NA,NA,NA,NA
41228,21792,630,NA,NA,NA,NA,NA
41229,6387,1439,NA,NA,NA,NA,NA
41229,6387,1440,NA,NA,NA,NA,NA
41229,6387,1327,NA,NA,NA,NA,NA
41230,6387,79,NA,NA,NA,NA,NA
41230,6387,568,NA,NA,NA,NA,NA
41231,6387,1323,NA,NA,NA,NA,NA
41231,6387,1324,NA,NA,NA,NA,NA
41232,6387,630,NA,NA,NA,NA,NA
41233,6662,951,NA,NA,NA,NA,NA
41233,6662,1656,NA,NA,NA,NA,NA
41233,6662,1224,NA,NA,NA,NA,NA
41233,6662,189,NA,NA,NA,NA,NA
41233,6662,2261,NA,NA,NA,NA,NA
41234,6076,951,NA,NA,NA,NA,NA
41234,6076,1656,NA,NA,NA,NA,NA
41234,6076,1224,NA,NA,NA,NA,NA
41234,6076,189,NA,NA,NA,NA,NA
41234,6076,2261,NA,NA,NA,NA,NA
34441,7691,1477,NA,NA,NA,NA,NA
34441,7691,1478,NA,NA,NA,NA,NA
34441,7691,1479,NA,NA,NA,NA,NA
34442,7691,1849,NA,NA,NA,NA,NA
34442,7691,18,NA,NA,NA,NA,NA
34443,7691,239,NA,NA,NA,NA,NA
34443,7691,1108,NA,NA,NA,NA,NA
34443,7691,676,NA,NA,NA,NA,NA
34444,7691,229,NA,NA,NA,NA,NA
34444,7691,1938,NA,NA,NA,NA,NA
34445,7691,744,NA,NA,NA,NA,NA
34445,7691,1182,NA,NA,NA,NA,NA
34445,7691,357,NA,NA,NA,NA,NA
34445,7691,2098,NA,NA,NA,NA,NA
34445,7691,2390,NA,NA,NA,NA,NA
34446,7691,1664,NA,NA,NA,NA,NA
34446,7691,1447,NA,NA,NA,NA,NA
34446,7691,1448,NA,NA,NA,NA,NA
34446,7691,2270,NA,NA,NA,NA,NA
34446,7691,1328,NA,NA,NA,NA,NA
41235,16713,1511,NA,NA,NA,NA,NA
34447,7691,628,NA,NA,NA,NA,NA
34448,7691,723,NA,NA,NA,NA,NA
41236,16713,1495,NA,NA,NA,NA,NA
41236,16713,1494,NA,NA,NA,NA,NA
41236,16713,1658,NA,NA,NA,NA,NA
41236,16713,2384,NA,NA,NA,NA,NA
41237,16711,1511,NA,NA,NA,NA,NA
18210,13838,1718,NA,NA,NA,NA,NA
18210,13838,1209,NA,NA,NA,NA,NA
18210,13838,1333,NA,NA,NA,NA,NA
18210,13838,2349,NA,NA,NA,NA,NA
18210,13838,2639,NA,NA,NA,NA,NA
18226,11238,1201,NA,NA,NA,NA,NA
18226,11238,2,NA,NA,NA,NA,NA
18226,11238,520,NA,NA,NA,NA,NA
18743,27448,1719,NA,NA,NA,NA,NA
18743,27448,1212,NA,NA,NA,NA,NA
18743,27448,2677,NA,NA,NA,NA,NA
41238,16711,1495,NA,NA,NA,NA,NA
41238,16711,1494,NA,NA,NA,NA,NA
41238,16711,1658,NA,NA,NA,NA,NA
41238,16711,2384,NA,NA,NA,NA,NA
41239,5962,97,NA,NA,NA,NA,NA
41239,5962,574,NA,NA,NA,NA,NA
18232,8138,1129,NA,NA,NA,NA,NA
18232,8138,683,NA,NA,NA,NA,NA
18232,8138,1778,NA,NA,NA,NA,NA
18232,8138,2451,NA,NA,NA,NA,NA
18233,8138,1407,NA,NA,NA,NA,NA
18233,8138,1406,NA,NA,NA,NA,NA
18233,8138,1405,NA,NA,NA,NA,NA
18233,8138,1802,NA,NA,NA,NA,NA
18233,8138,2201,NA,NA,NA,NA,NA
18233,8138,2625,NA,NA,NA,NA,NA
18234,8138,663,NA,NA,NA,NA,NA
18234,8138,1007,NA,NA,NA,NA,NA
18235,8138,1049,NA,NA,NA,NA,NA
18340,9482,638,NA,NA,NA,NA,NA
18340,9482,1112,NA,NA,NA,NA,NA
18340,9482,181,NA,NA,NA,NA,NA
18341,9344,768,NA,NA,NA,NA,NA
18341,9344,397,NA,NA,NA,NA,NA
18342,9344,271,NA,NA,NA,NA,NA
18342,9344,692,NA,NA,NA,NA,NA
18343,9344,650,NA,NA,NA,NA,NA
41240,5962,590,NA,NA,NA,NA,NA
41240,5962,1103,NA,NA,NA,NA,NA
41245,5966,140,NA,NA,NA,NA,NA
41245,5966,607,NA,NA,NA,NA,NA
41245,5966,1176,NA,NA,NA,NA,NA
41246,5966,572,NA,NA,NA,NA,NA
41247,5966,1085,NA,NA,NA,NA,NA
41247,5966,1870,NA,NA,NA,NA,NA
41248,5966,1354,NA,NA,NA,NA,NA
41248,5966,1355,NA,NA,NA,NA,NA
41249,21978,140,NA,NA,NA,NA,NA
41249,21978,607,NA,NA,NA,NA,NA
41249,21978,1176,NA,NA,NA,NA,NA
41253,5968,572,NA,NA,NA,NA,NA
41254,5968,1085,NA,NA,NA,NA,NA
41254,5968,1870,NA,NA,NA,NA,NA
41255,5968,1354,NA,NA,NA,NA,NA
41255,5968,1355,NA,NA,NA,NA,NA
18365,13202,1313,NA,NA,NA,NA,NA
18365,13202,1312,NA,NA,NA,NA,NA
18370,9575,1381,NA,NA,NA,NA,NA
18370,9575,1097,NA,NA,NA,NA,NA
18255,11946,320,NA,NA,NA,NA,NA
18255,11946,722,NA,NA,NA,NA,NA
18255,11946,1625,NA,NA,NA,NA,NA
18255,11946,1052,NA,NA,NA,NA,NA
18255,11946,2130,NA,NA,NA,NA,NA
18255,11946,2544,NA,NA,NA,NA,NA
18256,11946,1712,NA,NA,NA,NA,NA
18256,11946,989,NA,NA,NA,NA,NA
18256,11946,2282,NA,NA,NA,NA,NA
18256,11946,2576,NA,NA,NA,NA,NA
18257,11946,1614,NA,NA,NA,NA,NA
18257,11946,797,NA,NA,NA,NA,NA
18257,11946,1214,NA,NA,NA,NA,NA
18257,11946,2345,NA,NA,NA,NA,NA
18258,11946,1472,NA,NA,NA,NA,NA
18258,11946,2063,NA,NA,NA,NA,NA
18259,11946,747,NA,NA,NA,NA,NA
18259,11946,966,NA,NA,NA,NA,NA
18259,11946,2082,NA,NA,NA,NA,NA
18260,11946,1441,NA,NA,NA,NA,NA
18261,11946,1838,NA,NA,NA,NA,NA
18261,11946,972,NA,NA,NA,NA,NA
18261,11946,2242,NA,NA,NA,NA,NA
18262,12762,477,NA,NA,NA,NA,NA
18262,12762,824,NA,NA,NA,NA,NA
18262,12762,1164,NA,NA,NA,NA,NA
18262,12762,1693,NA,NA,NA,NA,NA
18262,12762,2318,NA,NA,NA,NA,NA
18262,12762,2606,NA,NA,NA,NA,NA
18264,9993,746,NA,NA,NA,NA,NA
18264,9993,1117,NA,NA,NA,NA,NA
18265,9993,1389,NA,NA,NA,NA,NA
18265,9993,1390,NA,NA,NA,NA,NA
18265,9993,1392,NA,NA,NA,NA,NA
18266,9993,1779,NA,NA,NA,NA,NA
18266,9993,1133,NA,NA,NA,NA,NA
18266,9993,2171,NA,NA,NA,NA,NA
18267,9993,241,NA,NA,NA,NA,NA
18267,9993,984,NA,NA,NA,NA,NA
18267,9993,677,NA,NA,NA,NA,NA
18268,9993,1437,NA,NA,NA,NA,NA
18268,9993,1438,NA,NA,NA,NA,NA
18270,10186,1637,NA,NA,NA,NA,NA
18270,10186,1050,NA,NA,NA,NA,NA
18270,10186,2330,NA,NA,NA,NA,NA
18271,10186,1612,NA,NA,NA,NA,NA
18271,10186,1057,NA,NA,NA,NA,NA
18272,10186,1374,NA,NA,NA,NA,NA
18272,10186,1375,NA,NA,NA,NA,NA
18273,10186,419,NA,NA,NA,NA,NA
18273,10186,779,NA,NA,NA,NA,NA
18273,10186,1044,NA,NA,NA,NA,NA
18273,10186,1949,NA,NA,NA,NA,NA
41256,21981,238,NA,NA,NA,NA,NA
41256,21981,1165,NA,NA,NA,NA,NA
41256,21981,675,NA,NA,NA,NA,NA
30763,23448,701,NA,NA,NA,NA,NA
30763,23448,1277,NA,NA,NA,NA,NA
30763,23448,279,NA,NA,NA,NA,NA
30764,23318,701,NA,NA,NA,NA,NA
30764,23318,1277,NA,NA,NA,NA,NA
30764,23318,279,NA,NA,NA,NA,NA
30765,15102,747,NA,NA,NA,NA,NA
30765,15102,966,NA,NA,NA,NA,NA
30765,15102,2082,NA,NA,NA,NA,NA
18278,11242,429,NA,NA,NA,NA,NA
18278,11242,784,NA,NA,NA,NA,NA
18278,11242,1178,NA,NA,NA,NA,NA
18278,11242,1688,NA,NA,NA,NA,NA
18279,11119,217,NA,NA,NA,NA,NA
18279,11119,1220,NA,NA,NA,NA,NA
18279,11119,654,NA,NA,NA,NA,NA
18280,11119,463,NA,NA,NA,NA,NA
18280,11119,813,NA,NA,NA,NA,NA
18280,11119,1173,NA,NA,NA,NA,NA
18281,11123,1641,NA,NA,NA,NA,NA
18281,11123,1048,NA,NA,NA,NA,NA
41257,21981,572,NA,NA,NA,NA,NA
24966,17191,320,NA,NA,NA,NA,NA
24966,17191,722,NA,NA,NA,NA,NA
24966,17191,1625,NA,NA,NA,NA,NA
24966,17191,1052,NA,NA,NA,NA,NA
24966,17191,2130,NA,NA,NA,NA,NA
24966,17191,2544,NA,NA,NA,NA,NA
41258,21981,267,NA,NA,NA,NA,NA
41258,21981,1144,NA,NA,NA,NA,NA
41258,21981,689,NA,NA,NA,NA,NA
41259,21981,1452,NA,NA,NA,NA,NA
41259,21981,1451,NA,NA,NA,NA,NA
41259,21981,1689,NA,NA,NA,NA,NA
41259,21981,2304,NA,NA,NA,NA,NA
41259,21981,1450,NA,NA,NA,NA,NA
41260,21981,140,NA,NA,NA,NA,NA
41260,21981,607,NA,NA,NA,NA,NA
41260,21981,1176,NA,NA,NA,NA,NA
24967,17191,1457,NA,NA,NA,NA,NA
24967,17191,2208,NA,NA,NA,NA,NA
30766,15102,1352,NA,NA,NA,NA,NA
25685,10038,747,NA,NA,NA,NA,NA
25685,10038,966,NA,NA,NA,NA,NA
25685,10038,2082,NA,NA,NA,NA,NA
30767,15102,1942,NA,NA,NA,NA,NA
30767,15102,1672,NA,NA,NA,NA,NA
30767,15102,1518,NA,NA,NA,NA,NA
25686,10038,195,NA,NA,NA,NA,NA
25686,10038,645,NA,NA,NA,NA,NA
25686,10038,1146,NA,NA,NA,NA,NA
41261,21981,589,NA,NA,NA,NA,NA
41262,21981,1354,NA,NA,NA,NA,NA
41262,21981,1355,NA,NA,NA,NA,NA
41263,21981,454,NA,NA,NA,NA,NA
41263,21981,803,NA,NA,NA,NA,NA
30768,15102,1441,NA,NA,NA,NA,NA
41264,21981,8,NA,NA,NA,NA,NA
41264,21981,523,NA,NA,NA,NA,NA
41264,21981,1161,NA,NA,NA,NA,NA
41265,21981,615,NA,NA,NA,NA,NA
41265,21981,150,NA,NA,NA,NA,NA
41265,21981,1695,NA,NA,NA,NA,NA
41265,21981,2060,NA,NA,NA,NA,NA
41265,21981,2308,NA,NA,NA,NA,NA
41266,21981,229,NA,NA,NA,NA,NA
41266,21981,1938,NA,NA,NA,NA,NA
18305,11710,1198,NA,NA,NA,NA,NA
18306,11710,238,NA,NA,NA,NA,NA
18306,11710,1165,NA,NA,NA,NA,NA
18306,11710,675,NA,NA,NA,NA,NA
18307,11710,1469,NA,NA,NA,NA,NA
18307,11710,1713,NA,NA,NA,NA,NA
18307,11710,1204,NA,NA,NA,NA,NA
18307,11710,2351,NA,NA,NA,NA,NA
18307,11710,2637,NA,NA,NA,NA,NA
18308,11710,1186,NA,NA,NA,NA,NA
30769,15102,1367,NA,NA,NA,NA,NA
30769,15102,1830,NA,NA,NA,NA,NA
30769,15102,1368,NA,NA,NA,NA,NA
30769,15102,2281,NA,NA,NA,NA,NA
30770,11362,1441,NA,NA,NA,NA,NA
31843,16219,1099,NA,NA,NA,NA,NA
31844,16219,1832,NA,NA,NA,NA,NA
31844,16219,1476,NA,NA,NA,NA,NA
31844,16219,2239,NA,NA,NA,NA,NA
31845,13852,1832,NA,NA,NA,NA,NA
31845,13852,1476,NA,NA,NA,NA,NA
31845,13852,2239,NA,NA,NA,NA,NA
31846,13033,1832,NA,NA,NA,NA,NA
31846,13033,1476,NA,NA,NA,NA,NA
31846,13033,2239,NA,NA,NA,NA,NA
31847,12106,1099,NA,NA,NA,NA,NA
31848,11676,1099,NA,NA,NA,NA,NA
41267,21981,726,NA,NA,NA,NA,NA
41267,21981,1628,NA,NA,NA,NA,NA
41267,21981,325,NA,NA,NA,NA,NA
41267,21981,1195,NA,NA,NA,NA,NA
41268,21981,1085,NA,NA,NA,NA,NA
41268,21981,1870,NA,NA,NA,NA,NA
41269,21981,463,NA,NA,NA,NA,NA
41269,21981,813,NA,NA,NA,NA,NA
41269,21981,1173,NA,NA,NA,NA,NA
19825,10379,970,NA,NA,NA,NA,NA
19825,10379,1652,NA,NA,NA,NA,NA
19826,10379,757,NA,NA,NA,NA,NA
19826,10379,1038,NA,NA,NA,NA,NA
19826,10379,1648,NA,NA,NA,NA,NA
41270,21981,296,NA,NA,NA,NA,NA
41270,21981,710,NA,NA,NA,NA,NA
41270,21981,1136,NA,NA,NA,NA,NA
41271,6016,740,NA,NA,NA,NA,NA
41272,6016,752,NA,NA,NA,NA,NA
41272,6016,1289,NA,NA,NA,NA,NA
41272,6016,369,NA,NA,NA,NA,NA
41273,6018,740,NA,NA,NA,NA,NA
41274,6018,752,NA,NA,NA,NA,NA
41274,6018,1289,NA,NA,NA,NA,NA
41274,6018,369,NA,NA,NA,NA,NA
41275,7864,1053,NA,NA,NA,NA,NA
41275,7864,1420,NA,NA,NA,NA,NA
41276,7862,1053,NA,NA,NA,NA,NA
41276,7862,1420,NA,NA,NA,NA,NA
41277,21987,663,NA,NA,NA,NA,NA
41277,21987,1007,NA,NA,NA,NA,NA
41278,21987,726,NA,NA,NA,NA,NA
41278,21987,1628,NA,NA,NA,NA,NA
41278,21987,325,NA,NA,NA,NA,NA
41278,21987,1195,NA,NA,NA,NA,NA
41279,21985,660,NA,NA,NA,NA,NA
41280,6049,660,NA,NA,NA,NA,NA
41281,6051,1525,NA,NA,NA,NA,NA
41282,6051,233,NA,NA,NA,NA,NA
41282,6051,672,NA,NA,NA,NA,NA
41283,6059,1614,NA,NA,NA,NA,NA
41283,6059,797,NA,NA,NA,NA,NA
41283,6059,1214,NA,NA,NA,NA,NA
41283,6059,2345,NA,NA,NA,NA,NA
41284,21991,1614,NA,NA,NA,NA,NA
41284,21991,797,NA,NA,NA,NA,NA
41284,21991,1214,NA,NA,NA,NA,NA
41284,21991,2345,NA,NA,NA,NA,NA
41285,6057,1201,NA,NA,NA,NA,NA
41285,6057,2,NA,NA,NA,NA,NA
41285,6057,520,NA,NA,NA,NA,NA
41286,6055,1201,NA,NA,NA,NA,NA
41286,6055,2,NA,NA,NA,NA,NA
41286,6055,520,NA,NA,NA,NA,NA
41287,21993,1201,NA,NA,NA,NA,NA
41287,21993,2,NA,NA,NA,NA,NA
41287,21993,520,NA,NA,NA,NA,NA
41288,21993,1614,NA,NA,NA,NA,NA
41288,21993,797,NA,NA,NA,NA,NA
41288,21993,1214,NA,NA,NA,NA,NA
41288,21993,2345,NA,NA,NA,NA,NA
41289,6061,800,NA,NA,NA,NA,NA
41289,6061,1088,NA,NA,NA,NA,NA
41290,21998,800,NA,NA,NA,NA,NA
41290,21998,1088,NA,NA,NA,NA,NA
41291,6040,703,NA,NA,NA,NA,NA
41291,6040,1167,NA,NA,NA,NA,NA
41293,22002,734,NA,NA,NA,NA,NA
41293,22002,1035,NA,NA,NA,NA,NA
41293,22002,346,NA,NA,NA,NA,NA
41293,22002,1653,NA,NA,NA,NA,NA
41293,22002,2265,NA,NA,NA,NA,NA
41293,22002,2593,NA,NA,NA,NA,NA
41294,22002,492,NA,NA,NA,NA,NA
41294,22002,833,NA,NA,NA,NA,NA
41295,22002,774,NA,NA,NA,NA,NA
41295,22002,1626,NA,NA,NA,NA,NA
41295,22002,1242,NA,NA,NA,NA,NA
41295,22002,2344,NA,NA,NA,NA,NA
34449,7691,1510,NA,NA,NA,NA,NA
41296,22002,1415,NA,NA,NA,NA,NA
41296,22002,1619,NA,NA,NA,NA,NA
41296,22002,1414,NA,NA,NA,NA,NA
41296,22002,2284,NA,NA,NA,NA,NA
41296,22002,2582,NA,NA,NA,NA,NA
41297,22002,747,NA,NA,NA,NA,NA
41297,22002,966,NA,NA,NA,NA,NA
41297,22002,2082,NA,NA,NA,NA,NA
31245,13670,1070,NA,NA,NA,NA,NA
31246,13670,1401,NA,NA,NA,NA,NA
31247,13670,1353,NA,NA,NA,NA,NA
31248,13670,979,NA,NA,NA,NA,NA
31249,8217,1070,NA,NA,NA,NA,NA
31250,8217,1353,NA,NA,NA,NA,NA
24968,11004,217,NA,NA,NA,NA,NA
24968,11004,1220,NA,NA,NA,NA,NA
24968,11004,654,NA,NA,NA,NA,NA
41298,6046,759,NA,NA,NA,NA,NA
41298,6046,379,NA,NA,NA,NA,NA
41298,6046,1138,NA,NA,NA,NA,NA
41299,6044,759,NA,NA,NA,NA,NA
41299,6044,379,NA,NA,NA,NA,NA
41299,6044,1138,NA,NA,NA,NA,NA
52627,36592,1831,NA,NA,NA,NA,NA
52627,36592,2231,NA,NA,NA,NA,NA
18406,8651,1595,NA,NA,NA,NA,NA
18406,8651,1456,NA,NA,NA,NA,NA
18406,8651,1981,NA,NA,NA,NA,NA
18407,9254,1595,NA,NA,NA,NA,NA
18407,9254,1456,NA,NA,NA,NA,NA
18407,9254,1981,NA,NA,NA,NA,NA
41300,22005,578,NA,NA,NA,NA,NA
41300,22005,1043,NA,NA,NA,NA,NA
41301,22005,454,NA,NA,NA,NA,NA
41301,22005,803,NA,NA,NA,NA,NA
41302,22005,778,NA,NA,NA,NA,NA
40866,29661,1846,NA,NA,NA,NA,NA
40867,29661,1759,NA,NA,NA,NA,NA
40868,29661,1828,NA,NA,NA,NA,NA
40869,29661,1608,NA,NA,NA,NA,NA
40869,29661,1055,NA,NA,NA,NA,NA
40870,29721,859,NA,NA,NA,NA,NA
40870,29721,1630,NA,NA,NA,NA,NA
40870,29721,1114,NA,NA,NA,NA,NA
32289,17167,1844,NA,NA,NA,NA,NA
32289,17167,2343,NA,NA,NA,NA,NA
32289,17167,974,NA,NA,NA,NA,NA
32289,17167,2615,NA,NA,NA,NA,NA
32290,15904,1844,NA,NA,NA,NA,NA
32290,15904,2343,NA,NA,NA,NA,NA
32290,15904,974,NA,NA,NA,NA,NA
32290,15904,2615,NA,NA,NA,NA,NA
32291,13456,623,NA,NA,NA,NA,NA
32291,13456,1621,NA,NA,NA,NA,NA
32291,13456,1115,NA,NA,NA,NA,NA
32291,13456,2333,NA,NA,NA,NA,NA
18443,8824,759,NA,NA,NA,NA,NA
18443,8824,379,NA,NA,NA,NA,NA
18443,8824,1138,NA,NA,NA,NA,NA
32292,12594,623,NA,NA,NA,NA,NA
32292,12594,1621,NA,NA,NA,NA,NA
32292,12594,1115,NA,NA,NA,NA,NA
32292,12594,2333,NA,NA,NA,NA,NA
32416,12558,619,NA,NA,NA,NA,NA
32416,12558,1079,NA,NA,NA,NA,NA
32416,12558,1789,NA,NA,NA,NA,NA
18450,10285,1477,NA,NA,NA,NA,NA
18450,10285,1478,NA,NA,NA,NA,NA
18450,10285,1479,NA,NA,NA,NA,NA
18451,10285,581,NA,NA,NA,NA,NA
18451,10285,1597,NA,NA,NA,NA,NA
18451,10285,1017,NA,NA,NA,NA,NA
18452,10285,1676,NA,NA,NA,NA,NA
18452,10285,1397,NA,NA,NA,NA,NA
18452,10285,1398,NA,NA,NA,NA,NA
18452,10285,1396,NA,NA,NA,NA,NA
18453,10285,1374,NA,NA,NA,NA,NA
18453,10285,1375,NA,NA,NA,NA,NA
18454,10285,1064,NA,NA,NA,NA,NA
18455,10285,1606,NA,NA,NA,NA,NA
18455,10285,1307,NA,NA,NA,NA,NA
18455,10285,2332,NA,NA,NA,NA,NA
18456,10285,1074,NA,NA,NA,NA,NA
18457,10285,637,NA,NA,NA,NA,NA
18457,10285,1029,NA,NA,NA,NA,NA
18458,10285,604,NA,NA,NA,NA,NA
18458,10285,1121,NA,NA,NA,NA,NA
18458,10285,2158,NA,NA,NA,NA,NA
18458,10285,2437,NA,NA,NA,NA,NA
18459,10285,1213,NA,NA,NA,NA,NA
18460,10285,1565,NA,NA,NA,NA,NA
18460,10285,1609,NA,NA,NA,NA,NA
18460,10285,2337,NA,NA,NA,NA,NA
18461,10285,962,NA,NA,NA,NA,NA
18461,10285,1572,NA,NA,NA,NA,NA
18462,10285,12,NA,NA,NA,NA,NA
18462,10285,526,NA,NA,NA,NA,NA
18462,10285,1091,NA,NA,NA,NA,NA
18463,10285,81,NA,NA,NA,NA,NA
18463,10285,569,NA,NA,NA,NA,NA
18463,10285,1075,NA,NA,NA,NA,NA
18464,10285,1637,NA,NA,NA,NA,NA
18464,10285,1050,NA,NA,NA,NA,NA
18464,10285,2330,NA,NA,NA,NA,NA
32417,12558,1464,NA,NA,NA,NA,NA
32418,12558,1215,NA,NA,NA,NA,NA
32419,12558,743,NA,NA,NA,NA,NA
32419,12558,1071,NA,NA,NA,NA,NA
32419,12558,355,NA,NA,NA,NA,NA
24969,11004,463,NA,NA,NA,NA,NA
24969,11004,813,NA,NA,NA,NA,NA
24969,11004,1173,NA,NA,NA,NA,NA
18486,12580,1393,NA,NA,NA,NA,NA
18486,12580,2581,NA,NA,NA,NA,NA
18487,12582,1393,NA,NA,NA,NA,NA
18487,12582,2581,NA,NA,NA,NA,NA
18488,12584,1053,NA,NA,NA,NA,NA
18488,12584,1420,NA,NA,NA,NA,NA
18489,10716,602,NA,NA,NA,NA,NA
18489,10716,131,NA,NA,NA,NA,NA
18489,10716,1159,NA,NA,NA,NA,NA
18489,10716,1690,NA,NA,NA,NA,NA
18490,12307,12,NA,NA,NA,NA,NA
18490,12307,526,NA,NA,NA,NA,NA
18490,12307,1091,NA,NA,NA,NA,NA
18491,12307,1637,NA,NA,NA,NA,NA
18491,12307,1050,NA,NA,NA,NA,NA
18491,12307,2330,NA,NA,NA,NA,NA
18492,12307,1612,NA,NA,NA,NA,NA
18492,12307,1057,NA,NA,NA,NA,NA
18493,12307,1495,NA,NA,NA,NA,NA
18493,12307,1494,NA,NA,NA,NA,NA
18493,12307,1658,NA,NA,NA,NA,NA
18493,12307,2384,NA,NA,NA,NA,NA
18494,12307,1374,NA,NA,NA,NA,NA
18494,12307,1375,NA,NA,NA,NA,NA
18496,12314,494,NA,NA,NA,NA,NA
18496,12314,834,NA,NA,NA,NA,NA
18496,12314,1149,NA,NA,NA,NA,NA
18497,12316,494,NA,NA,NA,NA,NA
18497,12316,834,NA,NA,NA,NA,NA
18497,12316,1149,NA,NA,NA,NA,NA
18502,9782,1351,NA,NA,NA,NA,NA
35081,5042,236,NA,NA,NA,NA,NA
35081,5042,674,NA,NA,NA,NA,NA
18514,11645,1370,NA,NA,NA,NA,NA
18515,11650,1370,NA,NA,NA,NA,NA
18516,11652,1143,NA,NA,NA,NA,NA
18517,11652,519,NA,NA,NA,NA,NA
18517,11652,950,NA,NA,NA,NA,NA
18517,11652,1223,NA,NA,NA,NA,NA
18518,11652,1720,NA,NA,NA,NA,NA
18518,11652,1211,NA,NA,NA,NA,NA
18519,12333,1684,NA,NA,NA,NA,NA
18519,12333,1453,NA,NA,NA,NA,NA
18519,12333,1454,NA,NA,NA,NA,NA
18519,12333,2352,NA,NA,NA,NA,NA
18519,12333,2511,NA,NA,NA,NA,NA
18520,12333,1614,NA,NA,NA,NA,NA
18520,12333,797,NA,NA,NA,NA,NA
18520,12333,1214,NA,NA,NA,NA,NA
18520,12333,2345,NA,NA,NA,NA,NA
18521,12333,800,NA,NA,NA,NA,NA
18521,12333,1088,NA,NA,NA,NA,NA
18522,12333,1472,NA,NA,NA,NA,NA
18522,12333,2063,NA,NA,NA,NA,NA
18523,12333,944,NA,NA,NA,NA,NA
18523,12333,1062,NA,NA,NA,NA,NA
18523,12333,1733,NA,NA,NA,NA,NA
18523,12333,2419,NA,NA,NA,NA,NA
18524,12333,1415,NA,NA,NA,NA,NA
18524,12333,1619,NA,NA,NA,NA,NA
18524,12333,1414,NA,NA,NA,NA,NA
18524,12333,2284,NA,NA,NA,NA,NA
18524,12333,2582,NA,NA,NA,NA,NA
18525,12333,1434,NA,NA,NA,NA,NA
18525,12333,1436,NA,NA,NA,NA,NA
18525,12333,1435,NA,NA,NA,NA,NA
18526,12199,1584,NA,NA,NA,NA,NA
18526,12199,1345,NA,NA,NA,NA,NA
18527,10692,429,NA,NA,NA,NA,NA
18527,10692,784,NA,NA,NA,NA,NA
18527,10692,1178,NA,NA,NA,NA,NA
18527,10692,1688,NA,NA,NA,NA,NA
35082,5042,195,NA,NA,NA,NA,NA
35082,5042,645,NA,NA,NA,NA,NA
35082,5042,1146,NA,NA,NA,NA,NA
35083,5042,463,NA,NA,NA,NA,NA
35083,5042,813,NA,NA,NA,NA,NA
35083,5042,1173,NA,NA,NA,NA,NA
25687,13252,1415,NA,NA,NA,NA,NA
25687,13252,1619,NA,NA,NA,NA,NA
25687,13252,1414,NA,NA,NA,NA,NA
25687,13252,2284,NA,NA,NA,NA,NA
25687,13252,2582,NA,NA,NA,NA,NA
25688,13252,468,NA,NA,NA,NA,NA
25688,13252,819,NA,NA,NA,NA,NA
25688,13252,1180,NA,NA,NA,NA,NA
35084,5042,679,NA,NA,NA,NA,NA
35085,5042,492,NA,NA,NA,NA,NA
35085,5042,833,NA,NA,NA,NA,NA
35086,5042,537,NA,NA,NA,NA,NA
35086,5042,975,NA,NA,NA,NA,NA
35087,5042,458,NA,NA,NA,NA,NA
35087,5042,810,NA,NA,NA,NA,NA
18536,13261,1477,NA,NA,NA,NA,NA
18536,13261,1478,NA,NA,NA,NA,NA
18536,13261,1479,NA,NA,NA,NA,NA
18537,13261,1505,NA,NA,NA,NA,NA
18537,13261,1604,NA,NA,NA,NA,NA
18537,13261,2107,NA,NA,NA,NA,NA
18537,13261,1504,NA,NA,NA,NA,NA
18538,13261,419,NA,NA,NA,NA,NA
18538,13261,779,NA,NA,NA,NA,NA
18538,13261,1044,NA,NA,NA,NA,NA
18538,13261,1949,NA,NA,NA,NA,NA
18539,12186,732,NA,NA,NA,NA,NA
18539,12186,1086,NA,NA,NA,NA,NA
18540,8880,1099,NA,NA,NA,NA,NA
18541,9317,1099,NA,NA,NA,NA,NA
18542,10328,1641,NA,NA,NA,NA,NA
18542,10328,1048,NA,NA,NA,NA,NA
35249,18440,660,NA,NA,NA,NA,NA
26452,10307,1198,NA,NA,NA,NA,NA
26453,10307,1104,NA,NA,NA,NA,NA
26453,10307,1618,NA,NA,NA,NA,NA
26453,10307,1471,NA,NA,NA,NA,NA
26453,10307,2339,NA,NA,NA,NA,NA
26454,10307,1493,NA,NA,NA,NA,NA
26454,10307,2277,NA,NA,NA,NA,NA
26454,10307,2570,NA,NA,NA,NA,NA
26464,8109,983,NA,NA,NA,NA,NA
54811,26534,503,NA,NA,NA,NA,NA
50106,34978,271,NA,NA,NA,NA,NA
50106,34978,692,NA,NA,NA,NA,NA
40872,29662,1505,NA,NA,NA,NA,NA
40872,29662,1604,NA,NA,NA,NA,NA
40872,29662,2107,NA,NA,NA,NA,NA
40872,29662,1504,NA,NA,NA,NA,NA
40873,29662,1129,NA,NA,NA,NA,NA
40873,29662,683,NA,NA,NA,NA,NA
40873,29662,1778,NA,NA,NA,NA,NA
40873,29662,2451,NA,NA,NA,NA,NA
40874,29662,1637,NA,NA,NA,NA,NA
40874,29662,1050,NA,NA,NA,NA,NA
40874,29662,2330,NA,NA,NA,NA,NA
40875,29391,1916,NA,NA,NA,NA,NA
40875,29391,2380,NA,NA,NA,NA,NA
40876,30170,1712,NA,NA,NA,NA,NA
40876,30170,989,NA,NA,NA,NA,NA
