id,nombres,apellidos,fechaNacimiento,municipio_id_nacimiento,profesion_id,genero_id,fecha_fallecimiento,perfil_educativo,grado_estudio_id,activo,usercreated,usermodifed,created_at,updated_at
14338,Jesika Alexandra,Olivera Luna,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:34:00,2018-02-28 20:13:00
14340,Jose Luis,Ortega Triana,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:34:00,2018-02-28 20:07:00
14341,Abel David,Jaramillo Largo,1984-03-17,312,201,1,NA,NA,16,1,NA,NA,2018-02-05 13:36:00,2021-03-03 12:50:00
14342,Jorge Eliecer,Garcia Jaimes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:37:00,2018-02-05 13:37:00
14344,Patricia,Lopez Bueno,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:39:00,2018-02-05 18:49:00
14346,Bonifacio,Chicunque Juajibioy,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 13:40:00,2018-03-07 14:29:00
14349,Jose Uriel,Rojas Bautista,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 13:43:00,2018-02-09 20:27:00
14350,Martha Patricia,Avendaño Benavides,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:43:00,2018-02-28 16:38:00
14352,Luisa Mercedes,Cadiz De Kom,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 13:46:00,2018-03-07 14:56:00
14353,Fabian Jose,Arrieta Aldana,NA,68,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 13:49:00,2018-03-07 14:33:00
14354,Alvaro Jose,Aguado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 13:52:00,2018-02-09 17:38:00
14355,Adriana,Gómez Millán,1967-03-15,114,193,2,NA,NA,16,1,NA,NA,2018-02-05 13:57:00,2021-03-04 15:41:00
14356,Andres Mauricio,Chicango Castillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 14:06:00,2018-02-08 19:00:00
14357,Juan Fernando,Reyes Kuri,1979-12-21,7,174,1,NA,NA,5,1,NA,NA,2018-02-05 14:11:00,2021-03-18 10:14:00
14358,Ana Milena,Orobio Prado,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 15:53:00,2018-02-05 15:53:00
14359,Gustavo De Jesus,Herrera Hoyos,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 15:54:00,2018-02-05 15:54:00
14360,Manuel Evangelista,Rubio Avila,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 16:15:00,2018-02-05 16:15:00
14361,Hernán,Banguero Andrade,1968-10-04,1,179,1,NA,NA,5,1,NA,NA,2018-02-05 16:18:00,2021-02-24 19:42:00
14362,Ana Milena,Cadena Solis,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 16:19:00,2018-02-05 16:19:00
14363,Luz Miryam,Mosquera Mosquera,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 16:21:00,2018-02-05 16:21:00
14364,Jose Abelardo,Melo Castro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 16:48:00,2018-02-09 17:42:00
14365,Lia Susana,Camacho Torres,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 16:53:00,2018-02-05 16:53:00
14366,Carlos Alberto,Gomez Duran,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:02:00,2018-02-05 17:02:00
14367,Debangio,Valencia Chara,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:03:00,2018-02-05 17:03:00
14368,Xiomara,Gonzalez Rodriguez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 17:04:00,2018-02-05 17:04:00
14369,Jhobany Andres,Caicedo Escobar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:08:00,2018-02-05 17:08:00
14370,Ramon Hernando,Aguirre Diaz,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:09:00,2018-02-05 17:09:00
14371,Mario Miguel,Montes Pacheco,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:46:00,2018-02-05 17:46:00
14372,Dorlyn Stela,Ortiz Lora,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 17:47:00,2018-02-05 17:47:00
14373,Francia Elena,Marquez Mina,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 17:56:00,2018-02-05 17:56:00
14374,Ariel Rosebel,Palacios Angulo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:58:00,2018-02-05 17:58:00
14375,Leonard,Renteria Vallecilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 17:59:00,2018-02-05 17:59:00
14376,Yakson Elir,Gutierrez Gracia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:02:00,2018-02-05 18:02:00
14377,Jose Manuel,Castro Carmona,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:03:00,2018-02-05 18:03:00
14378,Edwin Jose,Bello Julio,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:04:00,2018-02-05 18:04:00
14379,Julio Cesar,Mosquera Mina,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:13:00,2018-02-09 19:46:00
14380,Johanna Elizabeth,Veira Cuero,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 18:14:00,2018-02-05 18:14:00
14381,Hernando Francisco,Chamorro Pasinga,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:19:00,2018-02-05 18:19:00
14382,Arlen De Jesus,Marenco Pinto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:20:00,2018-02-05 18:20:00
14383,Pedro Walter,Quiñonez Esterilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:21:00,2018-02-05 18:21:00
14384,Francisco Abdia,Velasquez Salguero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:25:00,2018-02-05 18:25:00
14385,German,Martinez Pulido,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:26:00,2018-02-08 18:45:00
14386,Carmen Elisa,Hurtado Martinez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 18:26:00,2018-02-05 18:26:00
14387,Carlos Gonzalo,Coral Rivas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:32:00,2018-02-05 18:32:00
14388,Rose Mary,Narvaez Montes,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:36:00,2018-02-05 18:36:00
14389,Tito Hernan,Mutumbajoy Juagibioy,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:39:00,2020-04-28 17:22:00
14390,Lastenia Del Carmen,Velasquez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 18:43:00,2018-02-09 16:01:00
14391,Yule Vianey,Anzueta Tarache,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:46:00,2018-02-05 18:46:00
14392,Arturo,Rosero Galindez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 18:50:00,2018-02-05 18:50:00
14393,Johana Melissa,Rodriguez Bermeo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 18:54:00,2018-02-05 20:17:00
14394,Rafael Eduardo,Rosales Cortina,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:04:00,2018-02-05 19:04:00
14395,Jimmy Harold,Díaz Burbano,NA,32,177,1,NA,NA,5,1,NA,NA,2018-02-05 19:08:00,2021-03-17 00:15:00
14396,Fidias Zeider,Ospino Fernandez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:09:00,2018-02-05 19:09:00
14397,Juan Carlos,Hoyos Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:10:00,2018-02-07 14:53:00
14398,Rosmira Rosario,Rivadeneira Narvaez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:11:00,2018-02-05 19:11:00
14399,Carlos Adolfo,Ardila Espinosa,1988-03-26,522,174,1,NA,NA,4,1,NA,NA,2018-02-05 19:12:00,2021-03-12 20:01:00
14400,Rosa Margarita,Villafaña Villafaña,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:18:00,2018-02-05 19:18:00
14401,Julio Cesar,Bastidas Rodriguez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:27:00,2018-03-06 20:05:00
14402,Linamaria,Montenegro Portilla,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:29:00,2018-03-06 20:03:00
14403,Adams Bay,Rincon Meneses,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:31:00,2018-03-06 20:02:00
14404,Manuel Alexander,Villota Martinez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:32:00,2018-02-09 16:40:00
14405,Vladimir,Tete Escobar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:33:00,2018-02-05 19:33:00
14406,Victor Hugo,Santander Benavides,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:34:00,2018-03-06 20:17:00
14407,Liliana Del Carmen,Caicedo Trejo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:36:00,2018-03-06 20:12:00
14408,Carlos Hernan,Garcia Blandon,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:38:00,2018-03-06 20:24:00
14409,Willian Andres,Meneses Rivadeneira,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:40:00,2018-03-06 20:24:00
14410,Carmen,Fuenmayor De Rosero,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:42:00,2018-03-06 20:23:00
14411,Felipe Andrés,Muñoz Delgado,NA,154,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:43:00,2021-03-18 23:51:00
14413,Jairo Edmundo,Otero Eraso,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:46:00,2018-03-06 20:35:00
14414,Marina Cordula,Alvear Melo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:48:00,2018-03-06 20:34:00
14415,Nelly Judith,Paz Silva,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 19:49:00,2018-03-06 20:33:00
14416,Rafael Alberto,Escruceria Lorza,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 19:52:00,2018-03-06 20:32:00
14418,Arturo Rafael,Calderon Rivadeneira,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:07:00,2018-02-21 23:09:00
14419,Ivan Fabian,Murgas Vallejo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:10:00,2018-02-28 21:22:00
14420,Oswaldo,Sarmiento Amorocho,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:12:00,2018-02-28 21:25:00
14421,Jesus Javier,Suarez Moscote,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:13:00,2018-02-28 21:28:00
14422,Delwin Geovanny,Jimenez Bohorquez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:15:00,2018-02-28 21:38:00
14423,Laura Marcela,Perez Mora,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:16:00,2018-03-01 20:01:00
14424,Jaime Heli,Giraldo Escudero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:17:00,2018-02-28 21:41:00
14425,Jorge Eduardo,Diaz Revollo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:18:00,2018-02-28 21:44:00
14426,Luz Alejandra,Rodriguez Prieto,NA,NA,174,2,NA,NA,4,1,NA,NA,2018-02-05 20:18:00,2018-03-01 20:02:00
14427,Alejandro,Perez Prada,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:19:00,2018-02-05 20:19:00
14428,Néstor Leonardo,Rico Rico,1973-05-11,4,182,1,NA,NA,5,1,NA,NA,2018-02-05 20:20:00,2021-03-16 23:29:00
14429,Luis Fernando,Yaver Cortes,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:20:00,2018-02-28 21:50:00
14430,Diego Andres,Cancino Martinez,1980-08-25,4,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:23:00,2018-03-01 20:02:00
14431,Maria Angelica,Gomez Lopez,NA,NA,201,2,NA,NA,16,1,NA,NA,2018-02-05 20:24:00,2018-03-01 20:03:00
14432,Oscar Mauricio,Sanchez Cruz,NA,NA,NA,1,NA,NA,16,1,NA,NA,2018-02-05 20:25:00,2018-03-01 20:03:00
14433,Marixsa Alexandra,Cantero Salazar,NA,NA,184,2,NA,NA,16,1,NA,NA,2018-02-05 20:27:00,2018-03-01 20:03:00
14434,Juan Guillermo,Cabezas Rodriguez,NA,NA,219,1,NA,NA,16,1,NA,NA,2018-02-05 20:28:00,2018-03-01 20:05:00
14435,Paola Andrea,Moreno Martinez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:29:00,2018-03-01 20:05:00
14436,Gustavo,Wilches Bonilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:30:00,2018-03-01 20:05:00
14437,Zoila Rosa,Luna Montenegro,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:30:00,2018-02-05 20:30:00
14438,Diana Zulay,Contreras Bolivar,NA,4,NA,2,NA,NA,13,1,NA,NA,2018-02-05 20:34:00,2018-03-01 20:10:00
14440,Marco Tulio,Parga Rivas,NA,129,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:35:00,2018-03-01 20:10:00
14441,Eucaris Mercedes,Salas Salas,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:36:00,2018-02-05 20:37:00
14442,Yolanda Cristina,Pardo Marquez,NA,NA,175,2,NA,NA,16,1,NA,NA,2018-02-05 20:36:00,2018-03-01 20:10:00
14443,Jorge Luis,Lopez Aguilar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:40:00,2018-02-05 20:40:00
14444,Adolfo Mario,Gomez Ceballos,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:41:00,2018-02-09 15:20:00
14445,Marta Liliana,Garcia Rivera,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:44:00,2018-02-07 14:53:00
14446,Nidia,Cruz Ortega,NA,450,201,2,NA,NA,4,1,NA,NA,2018-02-05 20:44:00,2018-03-01 20:32:00
14447,Jennifer Andrea,Kopp Manrique,NA,NA,182,2,NA,NA,16,1,NA,NA,2018-02-05 20:45:00,2018-03-01 20:32:00
14448,Jorge Enrique,Ramirez Vasquez,NA,408,182,1,NA,NA,16,1,NA,NA,2018-02-05 20:46:00,2018-03-01 20:32:00
14449,Astrid Bibiana,Ruiz Velasquez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 20:47:00,2018-03-01 20:34:00
14450,Bladimir,Torres Pereira,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:48:00,2018-02-05 20:48:00
14451,Jhon Alejandro,Linares Camberos,NA,452,174,1,NA,NA,5,1,NA,NA,2018-02-05 20:48:00,2018-03-01 20:35:00
14452,Oscar Guillermo,Sinning De Angel,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 20:51:00,2018-02-05 20:51:00
14453,Jorge,Beltran Martinez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:05:00,2018-02-28 21:53:00
14454,Libardo,Maurello Diaz,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:08:00,2018-02-28 21:57:00
14455,Boris,Pisciotti Gonzalez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:15:00,2018-02-28 22:07:00
14456,Luis Fernando,Peña Sanchez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:18:00,2018-02-05 21:18:00
14457,Gabriel,Duque Gallego,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:21:00,2018-02-28 22:26:00
14458,Xavier Miguel,Estrada Escudero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:23:00,2018-02-28 22:29:00
14459,Daris Elena,Gonzalez Aguilar,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 21:25:00,2018-02-28 22:31:00
14460,Dinael,Torres Chaparro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:29:00,2018-02-28 22:37:00
14461,Hector,Garcia Laguna,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:47:00,2018-02-28 22:52:00
14462,Juan Carlos,Araujo Orozco,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:50:00,2018-02-28 22:03:00
14463,Fawsi,Muvdi Anillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 21:53:00,2018-02-05 21:53:00
14464,José Eliécer,Salazar López,1964-04-12,57,182,1,NA,NA,4,1,NA,NA,2018-02-05 21:54:00,2021-03-18 02:14:00
14465,Carlos Jose,Cespedes Orozco,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:00:00,2018-02-07 15:27:00
14466,Esneith De Jesus,Guerrero Jimenez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:05:00,2018-02-05 22:05:00
14467,Yeisy,Manjarrez Hernandez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 22:08:00,2018-02-05 22:08:00
14468,Carlos Alberto,Peñaloza Lafaurie,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:11:00,2018-02-05 22:11:00
14469,Nelson Raul,Avila Montañez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:17:00,2018-02-05 22:17:00
14470,Carlos Jose,Altamar Lopez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:19:00,2018-02-09 17:38:00
14471,Cesar Augusto,Herrera Mejia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:23:00,2018-02-05 22:23:00
14472,Gonzalo Raul,Gomez Soto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:26:00,2018-02-05 22:26:00
14473,Victor Hugo,Mosquera Galvis,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:30:00,2018-02-05 22:30:00
14474,Anyelo Humberto,Robles Machuca,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:33:00,2018-02-05 22:33:00
14475,Jaime Andres,Gonzalez Mejia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:38:00,2018-02-05 22:38:00
14476,Ivo Luis,Aguirre Romero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:42:00,2018-02-05 22:42:00
14477,Robinson,Diaz Numa,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 22:58:00,2018-02-05 22:58:00
14478,Miguel Angel,Martinez Castro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 23:02:00,2018-02-05 23:02:00
14479,Libia Helena,Camargo Nuñez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 23:05:00,2018-02-05 23:05:00
14480,Cindy Yolainy,Osio Suarez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 23:15:00,2018-02-05 23:15:00
14481,Emelitce Katerine,Peraza Vanegas,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 23:20:00,2018-02-05 23:20:00
14482,Maira Alejandra,Simanca Quintana,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 23:23:00,2018-02-05 23:23:00
14483,Yeilor Rafael,Espinel Torres,1979-03-10,6,196,1,NA,NA,5,1,NA,NA,2018-02-06 12:49:00,2018-03-01 20:35:00
14484,Gloria Esperanza,Castañeda Rodriguez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 12:50:00,2018-03-01 20:36:00
14485,Luis Ricardo,Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 12:51:00,2018-03-01 20:36:00
14486,Maria Del Pilar,Garcia Gutierrez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 12:52:00,2018-03-01 20:37:00
14487,Guillermo Andres,Castro Rozo,1987-05-13,4,184,1,NA,NA,NA,1,NA,NA,2018-02-06 12:53:00,2018-03-01 20:37:00
14488,Sandra Milena,Moreno Calderon,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 12:54:00,2018-03-01 20:37:00
14489,Angel David,Esguerra Tache,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 12:56:00,2018-03-01 20:37:00
14490,Camilo Andres,Rubiano Becerra,NA,4,174,1,NA,NA,4,1,NA,NA,2018-02-06 13:07:00,2018-03-01 20:26:00
14491,Olga Ruth,Gonzalez Cuesta,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:08:00,2018-03-01 20:26:00
14492,Fernando,Sanchez Gutierrez,NA,453,174,1,NA,NA,16,1,NA,NA,2018-02-06 13:11:00,2018-03-01 20:28:00
14493,Karla Vanessa,Enriquez Wilches,NA,NA,174,2,NA,NA,16,1,NA,NA,2018-02-06 13:15:00,2018-03-01 20:11:00
14494,Deisi Marcela,Montoya Gomez,NA,455,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:16:00,2018-03-01 20:11:00
14495,Efren,Vega Sanchez,NA,216,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 13:17:00,2018-03-01 20:11:00
14496,Rafael Eduardo,Villalobos,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 13:19:00,2018-03-01 20:12:00
14497,Edilberto,Afanador Sastre,NA,456,181,1,NA,NA,5,1,NA,NA,2018-02-06 13:30:00,2018-03-01 20:06:00
14498,Dora Herminda,Damian Gomez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:31:00,2018-03-01 20:06:00
14499,Jaime,Gomez Camacho,NA,NA,174,1,NA,NA,4,1,NA,NA,2018-02-06 13:32:00,2018-03-01 20:07:00
14500,Marisol,Rodriguez Gamboa,NA,4,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:33:00,2018-03-01 20:08:00
14501,Andres Mauricio,Reyes Ospina,NA,408,181,1,NA,NA,16,1,NA,NA,2018-02-06 13:34:00,2018-03-01 20:08:00
14502,Gloria Consuelo,Pinzon Jimenez,NA,457,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:35:00,2018-03-01 20:09:00
14503,Dairo William,Chaves Garcia,NA,NA,193,1,NA,NA,4,1,NA,NA,2018-02-06 13:37:00,2018-03-01 20:09:00
14504,Carmen Betsabe,Popayan,NA,502,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:45:00,2018-03-07 14:04:00
14505,Arelis Maria,Uriana Guariyu,NA,227,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 13:46:00,2018-03-07 14:10:00
14506,Juvenal,Arrieta Gonzalez,NA,358,196,1,NA,NA,4,1,NA,NA,2018-02-06 13:50:00,2018-03-07 14:20:00
14507,Carlos Hernando,Paz Villota,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 14:24:00,2018-03-06 20:06:00
14508,Carlos Alberto,Viteri Aguirre,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 14:30:00,2018-02-06 14:30:00
14509,Wilson Gonzalo,Morales Cuaspud,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-06 14:32:00,2018-02-06 14:32:00
14510,Maria Rosalba,Paz Parra,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-06 14:34:00,2018-02-06 14:34:00
14511,Cristhian,Castañeda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-09 19:19:00,2018-02-09 19:19:00
14513,Luis Gonzalo,Chavarria Lopez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-20 16:25:00,2018-02-20 16:26:00
14515,Dayi Merlen,Merlen Gonzalez,1984-09-17,198,234,2,NA,NA,5,1,NA,NA,2018-02-26 18:21:00,2018-02-27 18:59:00
14516,Eduar Eccehomo,Torres Mosquera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-27 20:01:00,2018-02-27 20:01:00
14517,Jose Bernardo,Florez Aprilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-27 20:06:00,2018-02-27 20:06:00
14518,Martin Alonso,Alvarado Navia,NA,7,185,1,NA,NA,4,1,NA,NA,2018-03-01 13:44:00,2018-03-01 13:48:00
14519,David,Jaramillo Medina,NA,4,178,1,NA,NA,6,1,NA,NA,2018-03-03 19:56:00,2018-03-03 20:03:00
14520,Edna Ruth,Becerra Hernandez,NA,NA,174,2,NA,NA,16,1,NA,NA,2018-03-03 20:05:00,2018-03-03 20:10:00
14521,Felix Rafael,Meza Cardenas,NA,NA,193,1,NA,NA,16,1,NA,NA,2018-03-03 20:14:00,2018-03-03 20:20:00
14522,Santiago De Jesus,Cossio Diaz,NA,12,185,1,NA,NA,4,1,NA,NA,2018-03-03 20:27:00,2018-03-03 20:33:00
14523,Edith Yolima,Gonzalez Bedoya,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-03-03 20:34:00,2018-03-03 20:37:00
14524,Deybis Asmed,Rua Salinas,1984-04-27,NA,NA,1,NA,NA,NA,1,NA,NA,2018-03-03 20:39:00,2018-07-20 01:06:00
14525,Faustino,Navarro De Las Aguas,NA,101,174,1,NA,NA,16,1,NA,NA,2018-03-03 20:45:00,2018-03-03 20:49:00
14526,Gerardo De Jesus,Vanegas Alzate,NA,48,175,1,NA,NA,4,1,NA,NA,2018-03-03 20:50:00,2018-03-03 20:58:00
14527,Lucas,Gil Ibarguen,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-03-03 21:10:00,2018-03-03 21:15:00
14528,Jose Alirio,Duarte Alvarez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-03-03 21:16:00,2018-03-03 21:19:00
14529,Hermes Antonio,Ñañez Muñoz,1970-06-25,468,175,1,NA,NA,16,1,NA,NA,2018-03-03 21:21:00,2018-03-03 21:27:00
14530,Alfredo,Guzman Feris,NA,281,175,1,NA,NA,16,1,NA,NA,2018-03-03 21:28:00,2018-03-03 21:32:00
14531,Blanca Esperanza,Gonzalez Sosa,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-03-03 21:36:00,2018-03-03 21:38:00
14532,Oswaldo Wilfredo,Huetio Prieto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-03-03 21:39:00,2018-03-03 21:42:00
14533,Nestor,Garcia Buitrago,NA,147,185,1,NA,NA,3,1,NA,NA,2018-03-03 21:44:00,2018-03-03 21:48:00
14534,Jhon Charles,Cobos Castellanos,NA,494,188,1,NA,NA,16,1,NA,NA,2018-03-04 13:10:00,2018-03-04 13:15:00
14535,Victor Alberto,Perez Cifuentes,NA,NA,178,1,NA,NA,6,1,NA,NA,2018-03-04 13:18:00,2018-03-04 13:21:00
