id,control_politico_id,activo,usercreated,usermodifed,created_at,updated_at,congresista_id
82885,2366,NA,NA,NA,NA,NA,791
82886,1875,NA,NA,NA,NA,NA,447
82887,1875,NA,NA,NA,NA,NA,791
82888,221,NA,NA,NA,NA,NA,447
82889,221,NA,NA,NA,NA,NA,791
82890,2851,NA,NA,NA,NA,NA,447
82891,2851,NA,NA,NA,NA,NA,791
82892,1757,NA,NA,NA,NA,NA,1104
82893,1757,NA,NA,NA,NA,NA,1942
82894,1757,NA,NA,NA,NA,NA,1920
82895,1757,NA,NA,NA,NA,NA,1469
82896,1757,NA,NA,NA,NA,NA,1610
82897,1757,NA,NA,NA,NA,NA,1948
82898,1757,NA,NA,NA,NA,NA,1723
82899,1757,NA,NA,NA,NA,NA,1666
82901,2522,NA,NA,NA,NA,NA,1823
82902,2521,NA,NA,NA,NA,NA,1823
82903,2491,NA,NA,NA,NA,NA,1823
82904,2853,NA,NA,NA,NA,NA,2075
82906,2455,NA,NA,NA,NA,NA,1823
82907,2419,NA,NA,NA,NA,NA,1823
82908,2618,NA,NA,NA,NA,NA,1631
82909,2618,NA,NA,NA,NA,NA,1629
82910,2618,NA,NA,NA,NA,NA,1928
82911,2618,NA,NA,NA,NA,NA,1841
82912,2523,NA,NA,NA,NA,NA,1841
82913,2523,NA,NA,NA,NA,NA,1842
82914,2553,NA,NA,NA,NA,NA,1720
82915,2858,NA,NA,NA,NA,NA,1738
82916,2554,NA,NA,NA,NA,NA,1410
82917,2554,NA,NA,NA,NA,NA,1569
82918,2554,NA,NA,NA,NA,NA,1841
82919,2554,NA,NA,NA,NA,NA,772
82920,2554,NA,NA,NA,NA,NA,1811
82921,2554,NA,NA,NA,NA,NA,1635
82922,2554,NA,NA,NA,NA,NA,1816
82923,2554,NA,NA,NA,NA,NA,1826
82924,2554,NA,NA,NA,NA,NA,1738
82925,2619,NA,NA,NA,NA,NA,1718
82926,1830,NA,NA,NA,NA,NA,1722
82927,2859,NA,NA,NA,NA,NA,1722
82928,2009,NA,NA,NA,NA,NA,420
82929,2009,NA,NA,NA,NA,NA,1669
82930,2009,NA,NA,NA,NA,NA,429
82931,2009,NA,NA,NA,NA,NA,1676
82932,1488,NA,NA,NA,NA,NA,1629
82933,1488,NA,NA,NA,NA,NA,1720
82934,2789,NA,NA,NA,NA,NA,1585
82935,2860,NA,NA,NA,NA,NA,1707
82936,2041,NA,NA,NA,NA,NA,1929
82937,2863,NA,NA,NA,NA,NA,235
82938,2863,NA,NA,NA,NA,NA,1664
82939,2867,NA,NA,NA,NA,NA,1193
82940,2845,NA,NA,NA,NA,NA,1804
82941,2846,NA,NA,NA,NA,NA,1804
82942,2367,NA,NA,NA,NA,NA,1933
82943,2367,NA,NA,NA,NA,NA,1921
82944,2367,NA,NA,NA,NA,NA,1505
82945,2367,NA,NA,NA,NA,NA,1761
82946,2367,NA,NA,NA,NA,NA,1773
82947,2367,NA,NA,NA,NA,NA,1129
82948,2367,NA,NA,NA,NA,NA,1845
82949,2367,NA,NA,NA,NA,NA,1577
82950,2367,NA,NA,NA,NA,NA,1421
82951,2367,NA,NA,NA,NA,NA,1637
82952,2367,NA,NA,NA,NA,NA,1817
82953,2367,NA,NA,NA,NA,NA,2078
82954,2367,NA,NA,NA,NA,NA,2074
82955,2367,NA,NA,NA,NA,NA,1594
82956,2367,NA,NA,NA,NA,NA,791
82957,2367,NA,NA,NA,NA,NA,1832
82958,2163,NA,NA,NA,NA,NA,1669
82959,2163,NA,NA,NA,NA,NA,1469
82960,2868,NA,NA,NA,NA,NA,2062
82961,2868,NA,NA,NA,NA,NA,1702
82962,2868,NA,NA,NA,NA,NA,1701
82963,2868,NA,NA,NA,NA,NA,1283
82964,2107,NA,NA,NA,NA,NA,1469
82965,1831,NA,NA,NA,NA,NA,1718
82966,1831,NA,NA,NA,NA,NA,1193
82967,2869,NA,NA,NA,NA,NA,1104
82968,2869,NA,NA,NA,NA,NA,1707
82969,2368,NA,NA,NA,NA,NA,1452
82970,1612,NA,NA,NA,NA,NA,548
82971,2322,NA,NA,NA,NA,NA,1309
82972,2322,NA,NA,NA,NA,NA,951
82973,2323,NA,NA,NA,NA,NA,1309
82974,2323,NA,NA,NA,NA,NA,951
82975,2324,NA,NA,NA,NA,NA,1309
82976,2324,NA,NA,NA,NA,NA,951
82977,2477,NA,NA,NA,NA,NA,1718
82978,2477,NA,NA,NA,NA,NA,1469
82979,2070,NA,NA,NA,NA,NA,429
82980,2070,NA,NA,NA,NA,NA,1676
82981,1710,NA,NA,NA,NA,NA,1309
82982,1710,NA,NA,NA,NA,NA,623
82983,2071,NA,NA,NA,NA,NA,1585
82984,1893,NA,NA,NA,NA,NA,623
82985,1893,NA,NA,NA,NA,NA,1639
82986,1893,NA,NA,NA,NA,NA,1469
82987,1893,NA,NA,NA,NA,NA,434
82988,1893,NA,NA,NA,NA,NA,1664
82989,1893,NA,NA,NA,NA,NA,734
82990,1893,NA,NA,NA,NA,NA,1683
82991,1893,NA,NA,NA,NA,NA,802
82992,1893,NA,NA,NA,NA,NA,1501
82993,1893,NA,NA,NA,NA,NA,1585
82994,2072,NA,NA,NA,NA,NA,1723
82995,2072,NA,NA,NA,NA,NA,1666
82996,2072,NA,NA,NA,NA,NA,1610
82997,2864,NA,NA,NA,NA,NA,714
82998,2225,NA,NA,NA,NA,NA,1796
82999,2225,NA,NA,NA,NA,NA,1762
83000,2225,NA,NA,NA,NA,NA,1929
83001,2225,NA,NA,NA,NA,NA,1588
83002,2183,NA,NA,NA,NA,NA,1796
83003,2183,NA,NA,NA,NA,NA,1762
83004,2183,NA,NA,NA,NA,NA,1929
83005,2183,NA,NA,NA,NA,NA,1588
83006,2870,NA,NA,NA,NA,NA,1678
83007,2870,NA,NA,NA,NA,NA,1681
83008,2870,NA,NA,NA,NA,NA,1664
83009,2872,NA,NA,NA,NA,NA,1129
83010,2164,NA,NA,NA,NA,NA,1796
83011,2164,NA,NA,NA,NA,NA,1762
83012,2164,NA,NA,NA,NA,NA,1929
83013,2164,NA,NA,NA,NA,NA,1588
83014,2165,NA,NA,NA,NA,NA,548
83015,1911,NA,NA,NA,NA,NA,1687
83016,1911,NA,NA,NA,NA,NA,548
83017,1911,NA,NA,NA,NA,NA,1614
83018,1911,NA,NA,NA,NA,NA,2062
83019,2108,NA,NA,NA,NA,NA,548
83020,1763,NA,NA,NA,NA,NA,1606
83021,1832,NA,NA,NA,NA,NA,1716
83022,1894,NA,NA,NA,NA,NA,1916
83023,1894,NA,NA,NA,NA,NA,1918
83024,1894,NA,NA,NA,NA,NA,1193
83025,222,NA,NA,NA,NA,NA,1694
83026,222,NA,NA,NA,NA,NA,1917
83027,222,NA,NA,NA,NA,NA,1716
83028,222,NA,NA,NA,NA,NA,1468
83029,222,NA,NA,NA,NA,NA,1585
83030,2714,NA,NA,NA,NA,NA,548
83031,2420,NA,NA,NA,NA,NA,1790
83032,2420,NA,NA,NA,NA,NA,1796
83033,1955,NA,NA,NA,NA,NA,1790
83034,1955,NA,NA,NA,NA,NA,1796
83035,2456,NA,NA,NA,NA,NA,1796
83036,2874,NA,NA,NA,NA,NA,1427
83037,2874,NA,NA,NA,NA,NA,1679
83038,2258,NA,NA,NA,NA,NA,1920
83039,2258,NA,NA,NA,NA,NA,1707
83040,2258,NA,NA,NA,NA,NA,774
83041,2258,NA,NA,NA,NA,NA,1610
83042,2258,NA,NA,NA,NA,NA,1666
83043,1796,NA,NA,NA,NA,NA,1452
83044,1796,NA,NA,NA,NA,NA,1193
83050,462,NA,NA,NA,NA,NA,1928
83051,462,NA,NA,NA,NA,NA,1841
83052,223,NA,NA,NA,NA,NA,1585
83053,2354,NA,NA,NA,NA,NA,1722
83054,1940,NA,NA,NA,NA,NA,619
83055,1940,NA,NA,NA,NA,NA,633
83056,1940,NA,NA,NA,NA,NA,1966
83057,1940,NA,NA,NA,NA,NA,1847
83058,1522,NA,NA,NA,NA,NA,1104
83059,1692,NA,NA,NA,NA,NA,1104
83060,1692,NA,NA,NA,NA,NA,1942
83061,1692,NA,NA,NA,NA,NA,1707
83062,1692,NA,NA,NA,NA,NA,1920
83063,1692,NA,NA,NA,NA,NA,1469
83064,1692,NA,NA,NA,NA,NA,1610
83065,1692,NA,NA,NA,NA,NA,793
83066,1692,NA,NA,NA,NA,NA,1039
83067,1692,NA,NA,NA,NA,NA,1948
83068,1692,NA,NA,NA,NA,NA,1723
83069,1692,NA,NA,NA,NA,NA,1666
83070,1709,NA,NA,NA,NA,NA,737
83071,2259,NA,NA,NA,NA,NA,1452
83072,2260,NA,NA,NA,NA,NA,1452
83073,2861,NA,NA,NA,NA,NA,1790
83074,2861,NA,NA,NA,NA,NA,1929
83075,2861,NA,NA,NA,NA,NA,1928
83076,2861,NA,NA,NA,NA,NA,1843
83077,2861,NA,NA,NA,NA,NA,1796
83078,2861,NA,NA,NA,NA,NA,1966
83079,2861,NA,NA,NA,NA,NA,1762
83080,2861,NA,NA,NA,NA,NA,1587
83081,2861,NA,NA,NA,NA,NA,735
83082,2861,NA,NA,NA,NA,NA,1588
83083,2457,NA,NA,NA,NA,NA,1790
83084,2457,NA,NA,NA,NA,NA,1929
83085,2457,NA,NA,NA,NA,NA,1928
83086,2457,NA,NA,NA,NA,NA,1843
83087,2457,NA,NA,NA,NA,NA,1796
83088,2457,NA,NA,NA,NA,NA,1966
83089,2457,NA,NA,NA,NA,NA,1762
83090,2457,NA,NA,NA,NA,NA,1587
83091,2457,NA,NA,NA,NA,NA,735
83092,2457,NA,NA,NA,NA,NA,1588
83093,2458,NA,NA,NA,NA,NA,1790
83094,2458,NA,NA,NA,NA,NA,1929
83095,2458,NA,NA,NA,NA,NA,1928
83096,2458,NA,NA,NA,NA,NA,1843
83097,2458,NA,NA,NA,NA,NA,1796
83098,2458,NA,NA,NA,NA,NA,1966
83099,2458,NA,NA,NA,NA,NA,1762
83100,2458,NA,NA,NA,NA,NA,1587
83101,2458,NA,NA,NA,NA,NA,735
83102,2458,NA,NA,NA,NA,NA,1588
83103,2620,NA,NA,NA,NA,NA,1699
83104,2875,NA,NA,NA,NA,NA,420
83105,2875,NA,NA,NA,NA,NA,1422
83106,2875,NA,NA,NA,NA,NA,1676
83107,2875,NA,NA,NA,NA,NA,429
83108,2875,NA,NA,NA,NA,NA,235
83109,2875,NA,NA,NA,NA,NA,1480
83110,2875,NA,NA,NA,NA,NA,1678
83111,1681,NA,NA,NA,NA,NA,420
83112,1681,NA,NA,NA,NA,NA,1422
83113,1681,NA,NA,NA,NA,NA,1676
83114,1681,NA,NA,NA,NA,NA,429
83115,1681,NA,NA,NA,NA,NA,235
83116,1681,NA,NA,NA,NA,NA,1480
83117,1681,NA,NA,NA,NA,NA,1678
83118,1613,NA,NA,NA,NA,NA,1928
83119,1574,NA,NA,NA,NA,NA,1928
83120,2261,NA,NA,NA,NA,NA,714
83121,2261,NA,NA,NA,NA,NA,1585
83122,1956,NA,NA,NA,NA,NA,1469
83123,2555,NA,NA,NA,NA,NA,1825
83124,2555,NA,NA,NA,NA,NA,1631
83125,2873,NA,NA,NA,NA,NA,1916
83126,2873,NA,NA,NA,NA,NA,1683
83127,2886,NA,NA,NA,NA,NA,1916
83128,2886,NA,NA,NA,NA,NA,1683
83129,1693,NA,NA,NA,NA,NA,991
83130,1693,NA,NA,NA,NA,NA,1717
83131,1693,NA,NA,NA,NA,NA,1720
83132,2459,NA,NA,NA,NA,NA,1469
83133,2460,NA,NA,NA,NA,NA,1469
83134,2876,NA,NA,NA,NA,NA,991
83135,2876,NA,NA,NA,NA,NA,1717
83136,2876,NA,NA,NA,NA,NA,1720
83137,2887,NA,NA,NA,NA,NA,1694
83138,1849,NA,NA,NA,NA,NA,1427
83139,1849,NA,NA,NA,NA,NA,1681
83140,2390,NA,NA,NA,NA,NA,1428
83141,2390,NA,NA,NA,NA,NA,1704
83142,2390,NA,NA,NA,NA,NA,1585
83143,2391,NA,NA,NA,NA,NA,1428
83144,2391,NA,NA,NA,NA,NA,1704
83145,2391,NA,NA,NA,NA,NA,1585
83146,2866,NA,NA,NA,NA,NA,1610
83147,1614,NA,NA,NA,NA,NA,1587
83148,157,NA,NA,NA,NA,NA,1679
83149,2718,NA,NA,NA,NA,NA,1678
83150,2718,NA,NA,NA,NA,NA,1681
83151,2718,NA,NA,NA,NA,NA,1664
83152,2461,NA,NA,NA,NA,NA,1916
83153,2461,NA,NA,NA,NA,NA,1490
83154,2461,NA,NA,NA,NA,NA,429
83155,2461,NA,NA,NA,NA,NA,176
83156,2461,NA,NA,NA,NA,NA,1565
83157,2421,NA,NA,NA,NA,NA,1916
83158,2421,NA,NA,NA,NA,NA,1490
83159,2421,NA,NA,NA,NA,NA,429
83160,2421,NA,NA,NA,NA,NA,176
83161,2421,NA,NA,NA,NA,NA,1565
83162,2294,NA,NA,NA,NA,NA,1635
83163,2422,NA,NA,NA,NA,NA,1916
83164,2422,NA,NA,NA,NA,NA,1490
83165,2422,NA,NA,NA,NA,NA,429
83166,2422,NA,NA,NA,NA,NA,176
83167,2422,NA,NA,NA,NA,NA,1565
83168,2423,NA,NA,NA,NA,NA,1928
83169,2423,NA,NA,NA,NA,NA,1762
83170,2423,NA,NA,NA,NA,NA,1966
83171,2423,NA,NA,NA,NA,NA,1843
83172,2492,NA,NA,NA,NA,NA,1104
83173,2877,NA,NA,NA,NA,NA,1104
83174,2888,NA,NA,NA,NA,NA,1942
83175,2888,NA,NA,NA,NA,NA,1707
83176,2888,NA,NA,NA,NA,NA,774
83177,2888,NA,NA,NA,NA,NA,1469
83178,2888,NA,NA,NA,NA,NA,1610
83179,2888,NA,NA,NA,NA,NA,793
83180,2888,NA,NA,NA,NA,NA,1723
83181,2888,NA,NA,NA,NA,NA,1666
83182,2355,NA,NA,NA,NA,NA,774
83183,2355,NA,NA,NA,NA,NA,1469
83184,2355,NA,NA,NA,NA,NA,1610
83185,2878,NA,NA,NA,NA,NA,1679
83186,2885,NA,NA,NA,NA,NA,1608
83187,2885,NA,NA,NA,NA,NA,1798
83188,2885,NA,NA,NA,NA,NA,1759
83189,2885,NA,NA,NA,NA,NA,1791
83190,2885,NA,NA,NA,NA,NA,1820
83191,2556,NA,NA,NA,NA,NA,1309
83192,2556,NA,NA,NA,NA,NA,477
83193,2556,NA,NA,NA,NA,NA,1722
83194,2556,NA,NA,NA,NA,NA,623
83195,2493,NA,NA,NA,NA,NA,434
83196,354,NA,NA,NA,NA,NA,1104
83197,354,NA,NA,NA,NA,NA,1707
83198,354,NA,NA,NA,NA,NA,1920
83199,354,NA,NA,NA,NA,NA,774
83200,354,NA,NA,NA,NA,NA,1469
83201,354,NA,NA,NA,NA,NA,1610
83202,354,NA,NA,NA,NA,NA,793
83203,354,NA,NA,NA,NA,NA,1039
83204,354,NA,NA,NA,NA,NA,1723
83205,354,NA,NA,NA,NA,NA,1666
83206,158,NA,NA,NA,NA,NA,726
83207,1575,NA,NA,NA,NA,NA,1718
83208,2424,NA,NA,NA,NA,NA,772
83209,2424,NA,NA,NA,NA,NA,1738
83210,2424,NA,NA,NA,NA,NA,1826
83211,2295,NA,NA,NA,NA,NA,774
83212,2295,NA,NA,NA,NA,NA,1469
83213,2295,NA,NA,NA,NA,NA,1610
83214,1797,NA,NA,NA,NA,NA,772
83215,1797,NA,NA,NA,NA,NA,1738
83216,1797,NA,NA,NA,NA,NA,1826
83217,2211,NA,NA,NA,NA,NA,772
83218,2211,NA,NA,NA,NA,NA,1738
83219,2211,NA,NA,NA,NA,NA,1826
83220,1912,NA,NA,NA,NA,NA,772
83221,1912,NA,NA,NA,NA,NA,1738
83222,1912,NA,NA,NA,NA,NA,1826
83223,2226,NA,NA,NA,NA,NA,1920
83224,2226,NA,NA,NA,NA,NA,1707
83225,2226,NA,NA,NA,NA,NA,774
83226,2226,NA,NA,NA,NA,NA,1610
83227,2226,NA,NA,NA,NA,NA,1666
83228,2582,NA,NA,NA,NA,NA,1427
83229,2582,NA,NA,NA,NA,NA,2062
83230,2582,NA,NA,NA,NA,NA,1722
83231,2583,NA,NA,NA,NA,NA,1679
83232,2889,NA,NA,NA,NA,NA,1309
83233,2889,NA,NA,NA,NA,NA,1614
83234,2889,NA,NA,NA,NA,NA,1679
83235,2889,NA,NA,NA,NA,NA,2062
83236,2889,NA,NA,NA,NA,NA,1283
83237,2889,NA,NA,NA,NA,NA,548
83238,2889,NA,NA,NA,NA,NA,1724
83239,2889,NA,NA,NA,NA,NA,1687
83240,1694,NA,NA,NA,NA,NA,1721
83241,1407,NA,NA,NA,NA,NA,1721
83242,1715,NA,NA,NA,NA,NA,1721
83243,2890,NA,NA,NA,NA,NA,1039
83244,2890,NA,NA,NA,NA,NA,774
83245,2890,NA,NA,NA,NA,NA,1469
83246,2891,NA,NA,NA,NA,NA,1039
83247,2891,NA,NA,NA,NA,NA,774
83248,2891,NA,NA,NA,NA,NA,1469
83249,2296,NA,NA,NA,NA,NA,1104
83250,2296,NA,NA,NA,NA,NA,623
83251,2392,NA,NA,NA,NA,NA,1104
83252,2392,NA,NA,NA,NA,NA,623
83253,2892,NA,NA,NA,NA,NA,1104
83254,2892,NA,NA,NA,NA,NA,1942
83255,2892,NA,NA,NA,NA,NA,1707
83256,2893,NA,NA,NA,NA,NA,1737
83257,2893,NA,NA,NA,NA,NA,472
83258,2893,NA,NA,NA,NA,NA,1831
83259,2893,NA,NA,NA,NA,NA,1820
83260,2893,NA,NA,NA,NA,NA,766
83261,2897,NA,NA,NA,NA,NA,1737
83262,2897,NA,NA,NA,NA,NA,472
83263,2897,NA,NA,NA,NA,NA,1831
83264,2897,NA,NA,NA,NA,NA,1820
83265,2897,NA,NA,NA,NA,NA,766
83266,2136,NA,NA,NA,NA,NA,472
83267,1716,NA,NA,NA,NA,NA,1839
83268,1716,NA,NA,NA,NA,NA,1798
83269,1716,NA,NA,NA,NA,NA,1760
83270,1716,NA,NA,NA,NA,NA,1828
83271,1716,NA,NA,NA,NA,NA,1622
83272,2212,NA,NA,NA,NA,NA,1602
83273,2213,NA,NA,NA,NA,NA,1683
83274,2462,NA,NA,NA,NA,NA,1759
83275,2325,NA,NA,NA,NA,NA,1104
83276,2325,NA,NA,NA,NA,NA,623
83277,2393,NA,NA,NA,NA,NA,754
83278,2393,NA,NA,NA,NA,NA,1937
83279,2393,NA,NA,NA,NA,NA,176
83280,2393,NA,NA,NA,NA,NA,1620
83281,1895,NA,NA,NA,NA,NA,1717
83282,1895,NA,NA,NA,NA,NA,1721
83283,1895,NA,NA,NA,NA,NA,1720
83284,1895,NA,NA,NA,NA,NA,434
83285,1895,NA,NA,NA,NA,NA,1664
83286,1895,NA,NA,NA,NA,NA,1728
83287,1895,NA,NA,NA,NA,NA,802
83288,1895,NA,NA,NA,NA,NA,970
83289,1895,NA,NA,NA,NA,NA,1699
83290,1895,NA,NA,NA,NA,NA,1632
83291,1895,NA,NA,NA,NA,NA,1918
83292,1895,NA,NA,NA,NA,NA,1702
83293,2622,NA,NA,NA,NA,NA,1829
83294,2899,NA,NA,NA,NA,NA,1916
83295,2899,NA,NA,NA,NA,NA,1428
83296,2899,NA,NA,NA,NA,NA,1694
83297,2899,NA,NA,NA,NA,NA,1469
83298,2899,NA,NA,NA,NA,NA,1104
83299,2899,NA,NA,NA,NA,NA,714
83300,2584,NA,NA,NA,NA,NA,1829
83301,2463,NA,NA,NA,NA,NA,235
83302,2463,NA,NA,NA,NA,NA,1664
83303,2624,NA,NA,NA,NA,NA,738
83304,2746,NA,NA,NA,NA,NA,738
83305,2585,NA,NA,NA,NA,NA,738
83306,2505,NA,NA,NA,NA,NA,738
83307,2559,NA,NA,NA,NA,NA,738
83308,2535,NA,NA,NA,NA,NA,738
83309,2626,NA,NA,NA,NA,NA,738
83310,2586,NA,NA,NA,NA,NA,738
83311,2587,NA,NA,NA,NA,NA,738
83312,2297,NA,NA,NA,NA,NA,1916
83313,2297,NA,NA,NA,NA,NA,1719
83314,2297,NA,NA,NA,NA,NA,1683
83315,2520,NA,NA,NA,NA,NA,1678
83316,2042,NA,NA,NA,NA,NA,1452
83317,2464,NA,NA,NA,NA,NA,429
83318,2464,NA,NA,NA,NA,NA,1664
83319,2464,NA,NA,NA,NA,NA,1193
83320,2425,NA,NA,NA,NA,NA,429
83321,2425,NA,NA,NA,NA,NA,1664
83322,2425,NA,NA,NA,NA,NA,1193
83323,1941,NA,NA,NA,NA,NA,429
83324,1941,NA,NA,NA,NA,NA,1664
83325,1941,NA,NA,NA,NA,NA,1193
83326,1850,NA,NA,NA,NA,NA,1807
83327,1850,NA,NA,NA,NA,NA,1820
83328,1850,NA,NA,NA,NA,NA,1622
83329,1896,NA,NA,NA,NA,NA,876
83330,1896,NA,NA,NA,NA,NA,1578
83331,1942,NA,NA,NA,NA,NA,876
83332,1942,NA,NA,NA,NA,NA,1578
83333,1897,NA,NA,NA,NA,NA,1716
83334,1897,NA,NA,NA,NA,NA,714
83335,1897,NA,NA,NA,NA,NA,1384
83340,2369,NA,NA,NA,NA,NA,1622
83341,2369,NA,NA,NA,NA,NA,1633
83342,2369,NA,NA,NA,NA,NA,1611
83343,2369,NA,NA,NA,NA,NA,1759
83344,2369,NA,NA,NA,NA,NA,1642
83345,2166,NA,NA,NA,NA,NA,615
83346,2166,NA,NA,NA,NA,NA,726
83347,2215,NA,NA,NA,NA,NA,615
83348,2215,NA,NA,NA,NA,NA,726
83349,2073,NA,NA,NA,NA,NA,1737
83350,2073,NA,NA,NA,NA,NA,1611
83351,2073,NA,NA,NA,NA,NA,1760
83354,2494,NA,NA,NA,NA,NA,1916
83355,2494,NA,NA,NA,NA,NA,1683
83356,2494,NA,NA,NA,NA,NA,1718
83357,2901,NA,NA,NA,NA,NA,1309
83358,2536,NA,NA,NA,NA,NA,1571
83359,2536,NA,NA,NA,NA,NA,1581
83360,2536,NA,NA,NA,NA,NA,1823
83361,2536,NA,NA,NA,NA,NA,757
83362,2536,NA,NA,NA,NA,NA,1578
83363,2536,NA,NA,NA,NA,NA,1815
83364,2536,NA,NA,NA,NA,NA,876
83365,2536,NA,NA,NA,NA,NA,1735
83366,2536,NA,NA,NA,NA,NA,1623
83367,2536,NA,NA,NA,NA,NA,1810
83368,2536,NA,NA,NA,NA,NA,1814
83369,2536,NA,NA,NA,NA,NA,1472
83370,2536,NA,NA,NA,NA,NA,1731
83371,2536,NA,NA,NA,NA,NA,1825
83372,2536,NA,NA,NA,NA,NA,1631
83373,2536,NA,NA,NA,NA,NA,1800
83374,2536,NA,NA,NA,NA,NA,1591
83375,2536,NA,NA,NA,NA,NA,2079
83376,2524,NA,NA,NA,NA,NA,1595
83377,2524,NA,NA,NA,NA,NA,859
83382,2902,NA,NA,NA,NA,NA,582
83403,2904,NA,NA,NA,NA,NA,2295
83421,2917,NA,NA,NA,NA,NA,2286
83422,2917,NA,NA,NA,NA,NA,2289
83423,2917,NA,NA,NA,NA,NA,2273
83424,2917,NA,NA,NA,NA,NA,2350
83426,2918,NA,NA,NA,NA,NA,2290
83427,2918,NA,NA,NA,NA,NA,319
83428,2918,NA,NA,NA,NA,NA,1480
83429,2918,NA,NA,NA,NA,NA,1664
83430,2918,NA,NA,NA,NA,NA,2293
83431,2918,NA,NA,NA,NA,NA,2285
83438,2919,NA,NA,NA,NA,NA,2290
83439,2919,NA,NA,NA,NA,NA,319
83440,2919,NA,NA,NA,NA,NA,1480
83441,2919,NA,NA,NA,NA,NA,1664
83442,2919,NA,NA,NA,NA,NA,2293
83443,2919,NA,NA,NA,NA,NA,2285
83444,2920,NA,NA,NA,NA,NA,2293
83445,2921,NA,NA,NA,NA,NA,319
83446,2797,NA,NA,NA,NA,NA,2297
83447,2797,NA,NA,NA,NA,NA,2300
83448,2922,NA,NA,NA,NA,NA,2293
83453,2806,NA,NA,NA,NA,NA,2165
83454,2806,NA,NA,NA,NA,NA,2110
83455,2806,NA,NA,NA,NA,NA,1791
83456,2806,NA,NA,NA,NA,NA,1446
83457,2806,NA,NA,NA,NA,NA,2157
83458,2806,NA,NA,NA,NA,NA,2166
83459,2806,NA,NA,NA,NA,NA,2108
83460,2806,NA,NA,NA,NA,NA,153
83461,2806,NA,NA,NA,NA,NA,1773
83462,2806,NA,NA,NA,NA,NA,1666
83463,2790,NA,NA,NA,NA,NA,2250
83464,2798,NA,NA,NA,NA,NA,604
83465,2798,NA,NA,NA,NA,NA,2207
83466,2798,NA,NA,NA,NA,NA,2148
83467,2798,NA,NA,NA,NA,NA,2108
83481,2794,NA,NA,NA,NA,NA,2127
83482,2923,NA,NA,NA,NA,NA,1702
83483,2774,NA,NA,NA,NA,NA,1694
83484,2774,NA,NA,NA,NA,NA,1666
83485,2774,NA,NA,NA,NA,NA,774
83486,2774,NA,NA,NA,NA,NA,1469
83487,2774,NA,NA,NA,NA,NA,1610
83488,2799,NA,NA,NA,NA,NA,2310
83489,2799,NA,NA,NA,NA,NA,737
83494,2924,NA,NA,NA,NA,NA,2286
83495,2924,NA,NA,NA,NA,NA,2289
83496,2924,NA,NA,NA,NA,NA,2273
83497,2924,NA,NA,NA,NA,NA,2350
83498,2931,NA,NA,NA,NA,NA,2286
83499,2931,NA,NA,NA,NA,NA,2289
83500,2931,NA,NA,NA,NA,NA,2273
83501,2931,NA,NA,NA,NA,NA,2350
83502,2775,NA,NA,NA,NA,NA,2256
83503,2775,NA,NA,NA,NA,NA,2314
83504,2775,NA,NA,NA,NA,NA,2258
83505,2775,NA,NA,NA,NA,NA,2254
83506,2775,NA,NA,NA,NA,NA,2272
83507,2775,NA,NA,NA,NA,NA,2189
83508,2776,NA,NA,NA,NA,NA,2342
83509,2776,NA,NA,NA,NA,NA,1699
83510,2932,NA,NA,NA,NA,NA,2148
83536,2933,NA,NA,NA,NA,NA,1410
83537,2933,NA,NA,NA,NA,NA,2112
83538,2933,NA,NA,NA,NA,NA,2163
83539,2933,NA,NA,NA,NA,NA,1642
83540,2933,NA,NA,NA,NA,NA,1791
83541,2933,NA,NA,NA,NA,NA,2180
83542,2933,NA,NA,NA,NA,NA,2097
83543,2933,NA,NA,NA,NA,NA,2243
83544,2933,NA,NA,NA,NA,NA,2105
83545,2933,NA,NA,NA,NA,NA,291
83546,2933,NA,NA,NA,NA,NA,2227
83547,2933,NA,NA,NA,NA,NA,2120
83548,2933,NA,NA,NA,NA,NA,2222
83549,2933,NA,NA,NA,NA,NA,2150
83550,2933,NA,NA,NA,NA,NA,2230
83551,2933,NA,NA,NA,NA,NA,153
83552,2933,NA,NA,NA,NA,NA,2131
83553,2936,NA,NA,NA,NA,NA,1674
83554,2936,NA,NA,NA,NA,NA,2287
83555,2936,NA,NA,NA,NA,NA,2297
83556,2936,NA,NA,NA,NA,NA,2300
83560,2937,NA,NA,NA,NA,NA,2295
83566,2907,NA,NA,NA,NA,NA,2247
83567,2907,NA,NA,NA,NA,NA,1623
83568,2907,NA,NA,NA,NA,NA,2237
83569,2907,NA,NA,NA,NA,NA,2229
83570,2907,NA,NA,NA,NA,NA,2210
83576,2939,NA,NA,NA,NA,NA,2293
83578,2940,NA,NA,NA,NA,NA,1644
83579,2805,NA,NA,NA,NA,NA,1644
83588,2942,NA,NA,NA,NA,NA,1732
83589,2942,NA,NA,NA,NA,NA,1782
83590,2942,NA,NA,NA,NA,NA,2149
83599,2943,NA,NA,NA,NA,NA,320
83600,2943,NA,NA,NA,NA,NA,2115
83601,2943,NA,NA,NA,NA,NA,72
83602,2943,NA,NA,NA,NA,NA,2125
83607,2941,NA,NA,NA,NA,NA,2286
83608,2941,NA,NA,NA,NA,NA,2289
83609,2941,NA,NA,NA,NA,NA,2273
83610,2941,NA,NA,NA,NA,NA,2350
83615,2953,NA,NA,NA,NA,NA,2294
83616,2953,NA,NA,NA,NA,NA,2302
