id,control_politico_id,activo,usercreated,usermodifed,created_at,updated_at,congresista_id
67893,349,NA,NA,NA,NA,NA,548
67894,349,NA,NA,NA,NA,NA,1104
67895,1198,NA,NA,NA,NA,NA,1639
67896,1198,NA,NA,NA,NA,NA,1645
67897,1198,NA,NA,NA,NA,NA,1721
67898,1198,NA,NA,NA,NA,NA,1720
67899,1198,NA,NA,NA,NA,NA,434
67900,1198,NA,NA,NA,NA,NA,1728
67901,1198,NA,NA,NA,NA,NA,802
67902,1198,NA,NA,NA,NA,NA,1699
67903,1198,NA,NA,NA,NA,NA,1702
67905,1713,NA,NA,NA,NA,NA,1769
67906,1713,NA,NA,NA,NA,NA,1823
67907,1713,NA,NA,NA,NA,NA,1591
67908,1713,NA,NA,NA,NA,NA,876
67909,1713,NA,NA,NA,NA,NA,1578
67911,1723,NA,NA,NA,NA,NA,1920
67912,1723,NA,NA,NA,NA,NA,1610
67913,1603,NA,NA,NA,NA,NA,477
67914,1661,NA,NA,NA,NA,NA,207
67915,1661,NA,NA,NA,NA,NA,1587
67916,1696,NA,NA,NA,NA,NA,1823
67917,1696,NA,NA,NA,NA,NA,1773
67918,1696,NA,NA,NA,NA,NA,1578
67928,1698,NA,NA,NA,NA,NA,1804
67930,1718,NA,NA,NA,NA,NA,1834
67931,1718,NA,NA,NA,NA,NA,1784
67932,1718,NA,NA,NA,NA,NA,1757
67933,1718,NA,NA,NA,NA,NA,1607
67934,1718,NA,NA,NA,NA,NA,1601
67935,1718,NA,NA,NA,NA,NA,581
67936,1718,NA,NA,NA,NA,NA,1930
67937,1718,NA,NA,NA,NA,NA,1775
67938,1718,NA,NA,NA,NA,NA,1822
67939,1718,NA,NA,NA,NA,NA,1951
67940,1718,NA,NA,NA,NA,NA,1867
67941,1718,NA,NA,NA,NA,NA,1580
67942,1718,NA,NA,NA,NA,NA,1840
67943,1718,NA,NA,NA,NA,NA,932
67944,1718,NA,NA,NA,NA,NA,1767
67945,1699,NA,NA,NA,NA,NA,320
67946,1699,NA,NA,NA,NA,NA,1407
67947,1699,NA,NA,NA,NA,NA,1839
67948,1699,NA,NA,NA,NA,NA,1791
67949,1699,NA,NA,NA,NA,NA,1640
67950,1699,NA,NA,NA,NA,NA,1633
67951,1699,NA,NA,NA,NA,NA,1838
67952,1699,NA,NA,NA,NA,NA,1760
67953,1726,NA,NA,NA,NA,NA,548
67954,1701,NA,NA,NA,NA,NA,1967
67955,1701,NA,NA,NA,NA,NA,1679
67956,1719,NA,NA,NA,NA,NA,1104
67958,1712,NA,NA,NA,NA,NA,1468
67959,1712,NA,NA,NA,NA,NA,714
67960,1702,NA,NA,NA,NA,NA,1790
67961,1818,NA,NA,NA,NA,NA,1427
67962,1666,NA,NA,NA,NA,NA,1629
67963,1666,NA,NA,NA,NA,NA,1395
67964,1825,NA,NA,NA,NA,NA,1694
67965,1825,NA,NA,NA,NA,NA,1716
67966,1703,NA,NA,NA,NA,NA,1769
67967,1704,NA,NA,NA,NA,NA,1724
67968,1680,NA,NA,NA,NA,NA,738
67969,1705,NA,NA,NA,NA,NA,477
67970,1840,NA,NA,NA,NA,NA,1736
67976,1706,NA,NA,NA,NA,NA,1104
67977,1688,NA,NA,NA,NA,NA,1428
67978,1682,NA,NA,NA,NA,NA,1651
67981,1678,NA,NA,NA,NA,NA,1782
67982,1637,NA,NA,NA,NA,NA,477
67984,1683,NA,NA,NA,NA,NA,1104
67985,1683,NA,NA,NA,NA,NA,1942
67986,1683,NA,NA,NA,NA,NA,1707
67987,1683,NA,NA,NA,NA,NA,1920
67988,1683,NA,NA,NA,NA,NA,1469
67989,1683,NA,NA,NA,NA,NA,1610
67990,1683,NA,NA,NA,NA,NA,793
67991,1683,NA,NA,NA,NA,NA,1039
67992,1683,NA,NA,NA,NA,NA,1948
67993,1683,NA,NA,NA,NA,NA,1723
67994,1683,NA,NA,NA,NA,NA,1666
67995,1568,NA,NA,NA,NA,NA,477
67996,1684,NA,NA,NA,NA,NA,1782
67997,1677,NA,NA,NA,NA,NA,1581
67998,1677,NA,NA,NA,NA,NA,757
67999,1677,NA,NA,NA,NA,NA,876
68000,1677,NA,NA,NA,NA,NA,1623
68001,1677,NA,NA,NA,NA,NA,1810
68002,1677,NA,NA,NA,NA,NA,1631
68003,1677,NA,NA,NA,NA,NA,1815
68006,1685,NA,NA,NA,NA,NA,1039
68007,1685,NA,NA,NA,NA,NA,1723
68008,1685,NA,NA,NA,NA,NA,1469
68009,1685,NA,NA,NA,NA,NA,1610
68010,1604,NA,NA,NA,NA,NA,1699
68011,1649,NA,NA,NA,NA,NA,1807
68012,1649,NA,NA,NA,NA,NA,1820
68013,1649,NA,NA,NA,NA,NA,1622
68014,1567,NA,NA,NA,NA,NA,1762
68015,1385,NA,NA,NA,NA,NA,1716
68016,1385,NA,NA,NA,NA,NA,1468
68017,1385,NA,NA,NA,NA,NA,1428
68018,1679,NA,NA,NA,NA,NA,726
68028,1382,NA,NA,NA,NA,NA,1847
68029,1383,NA,NA,NA,NA,NA,791
68049,1384,NA,NA,NA,NA,NA,1587
68053,42,NA,NA,NA,NA,NA,1674
68054,42,NA,NA,NA,NA,NA,1452
68055,42,NA,NA,NA,NA,NA,1490
68056,1632,NA,NA,NA,NA,NA,1699
68057,1652,NA,NA,NA,NA,NA,1580
68058,1654,NA,NA,NA,NA,NA,1718
68063,1655,NA,NA,NA,NA,NA,1807
68064,1655,NA,NA,NA,NA,NA,1820
68065,1655,NA,NA,NA,NA,NA,1622
68066,1656,NA,NA,NA,NA,NA,1669
68067,1656,NA,NA,NA,NA,NA,1193
68068,1656,NA,NA,NA,NA,NA,2072
68069,1841,NA,NA,NA,NA,NA,802
68070,1602,NA,NA,NA,NA,NA,1924
68071,1602,NA,NA,NA,NA,NA,738
68072,1633,NA,NA,NA,NA,NA,1734
68073,1633,NA,NA,NA,NA,NA,1623
68074,1633,NA,NA,NA,NA,NA,1622
68076,1842,NA,NA,NA,NA,NA,1916
68077,1842,NA,NA,NA,NA,NA,714
68078,300,NA,NA,NA,NA,NA,1704
68079,1605,NA,NA,NA,NA,NA,726
68080,1606,NA,NA,NA,NA,NA,1569
68081,1606,NA,NA,NA,NA,NA,1786
68082,1606,NA,NA,NA,NA,NA,1635
68083,1606,NA,NA,NA,NA,NA,1736
68084,1606,NA,NA,NA,NA,NA,1813
68085,1606,NA,NA,NA,NA,NA,1816
68086,1606,NA,NA,NA,NA,NA,1734
68087,1606,NA,NA,NA,NA,NA,1738
68088,1607,NA,NA,NA,NA,NA,1581
68089,1607,NA,NA,NA,NA,NA,1118
68090,1607,NA,NA,NA,NA,NA,1649
68091,1607,NA,NA,NA,NA,NA,1794
68092,1607,NA,NA,NA,NA,NA,1795
68093,1607,NA,NA,NA,NA,NA,291
68094,1607,NA,NA,NA,NA,NA,1930
68095,1607,NA,NA,NA,NA,NA,1129
68096,1607,NA,NA,NA,NA,NA,1814
68097,1607,NA,NA,NA,NA,NA,1951
68098,1607,NA,NA,NA,NA,NA,1637
68099,1607,NA,NA,NA,NA,NA,1629
68100,1608,NA,NA,NA,NA,NA,1707
68101,1610,NA,NA,NA,NA,NA,1309
68104,1615,NA,NA,NA,NA,NA,1928
68107,1616,NA,NA,NA,NA,NA,1407
68108,1552,NA,NA,NA,NA,NA,1587
68109,1554,NA,NA,NA,NA,NA,1407
68110,1556,NA,NA,NA,NA,NA,1309
68112,1560,NA,NA,NA,NA,NA,1309
68113,1562,NA,NA,NA,NA,NA,1309
68114,1843,NA,NA,NA,NA,NA,1407
68115,1563,NA,NA,NA,NA,NA,1395
68116,1565,NA,NA,NA,NA,NA,1838
68117,1565,NA,NA,NA,NA,NA,1820
68118,1565,NA,NA,NA,NA,NA,1367
68120,1498,NA,NA,NA,NA,NA,1629
68121,1498,NA,NA,NA,NA,NA,1741
68123,1570,NA,NA,NA,NA,NA,1694
68124,1570,NA,NA,NA,NA,NA,1718
68125,1570,NA,NA,NA,NA,NA,1699
68126,1570,NA,NA,NA,NA,NA,714
68127,1570,NA,NA,NA,NA,NA,477
68129,1500,NA,NA,NA,NA,NA,1718
68130,1500,NA,NA,NA,NA,NA,1469
68134,524,NA,NA,NA,NA,NA,1716
68135,524,NA,NA,NA,NA,NA,1428
68136,217,NA,NA,NA,NA,NA,859
68137,1851,NA,NA,NA,NA,NA,1407
68138,526,NA,NA,NA,NA,NA,1407
68139,987,NA,NA,NA,NA,NA,1629
68140,987,NA,NA,NA,NA,NA,1741
68142,1577,NA,NA,NA,NA,NA,1716
68143,1577,NA,NA,NA,NA,NA,1428
68144,181,NA,NA,NA,NA,NA,1407
68145,1579,NA,NA,NA,NA,NA,1916
68146,1579,NA,NA,NA,NA,NA,737
68147,1579,NA,NA,NA,NA,NA,1651
68148,1579,NA,NA,NA,NA,NA,1675
68149,1579,NA,NA,NA,NA,NA,1724
68150,1579,NA,NA,NA,NA,NA,1719
68151,1579,NA,NA,NA,NA,NA,1691
68152,1579,NA,NA,NA,NA,NA,1595
68153,1579,NA,NA,NA,NA,NA,1683
68154,1579,NA,NA,NA,NA,NA,726
68155,1579,NA,NA,NA,NA,NA,1718
68156,1579,NA,NA,NA,NA,NA,1701
68157,1579,NA,NA,NA,NA,NA,859
68158,406,NA,NA,NA,NA,NA,1637
68159,305,NA,NA,NA,NA,NA,774
68160,305,NA,NA,NA,NA,NA,616
68161,350,NA,NA,NA,NA,NA,1927
68162,1508,NA,NA,NA,NA,NA,1104
68163,1634,NA,NA,NA,NA,NA,1846
68164,306,NA,NA,NA,NA,NA,1341
68165,1635,NA,NA,NA,NA,NA,738
68166,1316,NA,NA,NA,NA,NA,1637
68168,1852,NA,NA,NA,NA,NA,1407
68169,97,NA,NA,NA,NA,NA,1407
68170,1853,NA,NA,NA,NA,NA,1707
68171,1317,NA,NA,NA,NA,NA,1637
68172,1243,NA,NA,NA,NA,NA,802
68173,1244,NA,NA,NA,NA,NA,1629
68174,1244,NA,NA,NA,NA,NA,1841
68175,1244,NA,NA,NA,NA,NA,766
68176,1244,NA,NA,NA,NA,NA,1820
68177,1854,NA,NA,NA,NA,NA,1916
68178,1854,NA,NA,NA,NA,NA,737
68179,1854,NA,NA,NA,NA,NA,1651
68180,1854,NA,NA,NA,NA,NA,1675
68181,1854,NA,NA,NA,NA,NA,1724
68182,1854,NA,NA,NA,NA,NA,1719
68183,1854,NA,NA,NA,NA,NA,1691
68184,1854,NA,NA,NA,NA,NA,1595
68185,1854,NA,NA,NA,NA,NA,1683
68186,1854,NA,NA,NA,NA,NA,726
68187,1854,NA,NA,NA,NA,NA,1718
68188,1854,NA,NA,NA,NA,NA,1701
68189,1854,NA,NA,NA,NA,NA,859
68190,1268,NA,NA,NA,NA,NA,420
68191,1268,NA,NA,NA,NA,NA,1452
68192,1268,NA,NA,NA,NA,NA,1637
68193,1268,NA,NA,NA,NA,NA,932
68194,1269,NA,NA,NA,NA,NA,420
68195,1269,NA,NA,NA,NA,NA,1452
68196,1269,NA,NA,NA,NA,NA,1637
68197,1269,NA,NA,NA,NA,NA,932
68198,1270,NA,NA,NA,NA,NA,1427
68199,1270,NA,NA,NA,NA,NA,1309
68200,1270,NA,NA,NA,NA,NA,1341
68201,1270,NA,NA,NA,NA,NA,1614
68202,1270,NA,NA,NA,NA,NA,623
68203,1270,NA,NA,NA,NA,NA,1283
68204,1270,NA,NA,NA,NA,NA,548
68205,1270,NA,NA,NA,NA,NA,1722
68206,1270,NA,NA,NA,NA,NA,991
68207,1270,NA,NA,NA,NA,NA,1636
68208,1270,NA,NA,NA,NA,NA,951
68209,1271,NA,NA,NA,NA,NA,420
68210,1271,NA,NA,NA,NA,NA,1452
68211,1271,NA,NA,NA,NA,NA,1637
68212,1271,NA,NA,NA,NA,NA,932
68213,1833,NA,NA,NA,NA,NA,420
68214,1833,NA,NA,NA,NA,NA,1452
68215,1833,NA,NA,NA,NA,NA,1637
68216,1833,NA,NA,NA,NA,NA,932
68217,1197,NA,NA,NA,NA,NA,1637
68218,1245,NA,NA,NA,NA,NA,420
68219,1245,NA,NA,NA,NA,NA,1452
68220,1245,NA,NA,NA,NA,NA,1637
68221,1245,NA,NA,NA,NA,NA,932
68222,820,NA,NA,NA,NA,NA,1800
68223,1246,NA,NA,NA,NA,NA,1637
68224,1247,NA,NA,NA,NA,NA,1800
68225,1511,NA,NA,NA,NA,NA,420
68226,1511,NA,NA,NA,NA,NA,1452
68227,1511,NA,NA,NA,NA,NA,1637
68228,1511,NA,NA,NA,NA,NA,932
68229,1513,NA,NA,NA,NA,NA,420
68230,1513,NA,NA,NA,NA,NA,1452
68231,1513,NA,NA,NA,NA,NA,1637
68232,1513,NA,NA,NA,NA,NA,932
68233,1519,NA,NA,NA,NA,NA,420
68234,1519,NA,NA,NA,NA,NA,1452
68235,1519,NA,NA,NA,NA,NA,1637
68236,1519,NA,NA,NA,NA,NA,932
68237,1328,NA,NA,NA,NA,NA,420
68238,1328,NA,NA,NA,NA,NA,1452
68239,1328,NA,NA,NA,NA,NA,1637
68240,1328,NA,NA,NA,NA,NA,932
68245,1523,NA,NA,NA,NA,NA,420
68246,1523,NA,NA,NA,NA,NA,1452
68247,1523,NA,NA,NA,NA,NA,1637
68248,1523,NA,NA,NA,NA,NA,932
68249,1524,NA,NA,NA,NA,NA,420
68250,1524,NA,NA,NA,NA,NA,1452
68251,1524,NA,NA,NA,NA,NA,1637
68252,1524,NA,NA,NA,NA,NA,932
68253,1527,NA,NA,NA,NA,NA,1588
68254,1528,NA,NA,NA,NA,NA,726
68255,1834,NA,NA,NA,NA,NA,420
68256,1834,NA,NA,NA,NA,NA,1452
68257,1834,NA,NA,NA,NA,NA,1637
68258,1834,NA,NA,NA,NA,NA,932
68259,1318,NA,NA,NA,NA,NA,420
68260,1318,NA,NA,NA,NA,NA,1452
68261,1318,NA,NA,NA,NA,NA,1637
68262,1318,NA,NA,NA,NA,NA,932
68263,1835,NA,NA,NA,NA,NA,420
68264,1835,NA,NA,NA,NA,NA,1452
68265,1835,NA,NA,NA,NA,NA,1637
68266,1835,NA,NA,NA,NA,NA,932
68267,1529,NA,NA,NA,NA,NA,1407
68268,1473,NA,NA,NA,NA,NA,420
68269,1473,NA,NA,NA,NA,NA,1452
68270,1473,NA,NA,NA,NA,NA,1637
68271,1473,NA,NA,NA,NA,NA,932
68272,1272,NA,NA,NA,NA,NA,1427
68273,1272,NA,NA,NA,NA,NA,991
68274,1272,NA,NA,NA,NA,NA,1341
68275,1272,NA,NA,NA,NA,NA,1614
68276,1272,NA,NA,NA,NA,NA,623
68277,1272,NA,NA,NA,NA,NA,1283
68278,1272,NA,NA,NA,NA,NA,548
68279,1272,NA,NA,NA,NA,NA,1722
68280,1272,NA,NA,NA,NA,NA,1636
68281,1272,NA,NA,NA,NA,NA,951
68282,1273,NA,NA,NA,NA,NA,420
68283,1273,NA,NA,NA,NA,NA,1452
68284,1273,NA,NA,NA,NA,NA,1637
68285,1273,NA,NA,NA,NA,NA,932
68286,1530,NA,NA,NA,NA,NA,420
68287,1530,NA,NA,NA,NA,NA,1452
68288,1530,NA,NA,NA,NA,NA,1637
68289,1530,NA,NA,NA,NA,NA,932
68290,1299,NA,NA,NA,NA,NA,420
68291,1299,NA,NA,NA,NA,NA,1452
68292,1299,NA,NA,NA,NA,NA,1637
68293,1299,NA,NA,NA,NA,NA,932
68294,1636,NA,NA,NA,NA,NA,176
68295,1636,NA,NA,NA,NA,NA,1820
68296,1636,NA,NA,NA,NA,NA,1761
68297,1636,NA,NA,NA,NA,NA,1804
68298,1636,NA,NA,NA,NA,NA,541
68299,1636,NA,NA,NA,NA,NA,766
68300,1636,NA,NA,NA,NA,NA,155
68301,1855,NA,NA,NA,NA,NA,1674
68302,1855,NA,NA,NA,NA,NA,1937
68303,1855,NA,NA,NA,NA,NA,1490
68304,1856,NA,NA,NA,NA,NA,726
68305,1414,NA,NA,NA,NA,NA,961
68306,1417,NA,NA,NA,NA,NA,1452
68307,1417,NA,NA,NA,NA,NA,932
68308,1857,NA,NA,NA,NA,NA,1917
68309,1857,NA,NA,NA,NA,NA,1716
68310,1857,NA,NA,NA,NA,NA,714
68311,1857,NA,NA,NA,NA,NA,1585
68313,1386,NA,NA,NA,NA,NA,1490
68314,1386,NA,NA,NA,NA,NA,1915
68315,1645,NA,NA,NA,NA,NA,1935
68316,1387,NA,NA,NA,NA,NA,1638
68317,1858,NA,NA,NA,NA,NA,633
68318,1858,NA,NA,NA,NA,NA,1084
68319,1365,NA,NA,NA,NA,NA,1104
68320,1861,NA,NA,NA,NA,NA,876
68321,1366,NA,NA,NA,NA,NA,1683
68322,1366,NA,NA,NA,NA,NA,1724
68324,1745,NA,NA,NA,NA,NA,738
68325,1730,NA,NA,NA,NA,NA,1839
68326,1730,NA,NA,NA,NA,NA,1798
68327,1730,NA,NA,NA,NA,NA,1760
68328,1730,NA,NA,NA,NA,NA,1828
68329,1730,NA,NA,NA,NA,NA,1622
68330,1863,NA,NA,NA,NA,NA,1490
68331,1617,NA,NA,NA,NA,NA,1452
68332,1580,NA,NA,NA,NA,NA,1407
68333,1581,NA,NA,NA,NA,NA,1469
68334,53,NA,NA,NA,NA,NA,1588
68335,191,NA,NA,NA,NA,NA,1637
68336,1474,NA,NA,NA,NA,NA,420
68337,1474,NA,NA,NA,NA,NA,1452
68338,1474,NA,NA,NA,NA,NA,1637
68339,1474,NA,NA,NA,NA,NA,932
68340,1864,NA,NA,NA,NA,NA,1309
68341,1427,NA,NA,NA,NA,NA,1928
68342,1329,NA,NA,NA,NA,NA,1723
68343,1329,NA,NA,NA,NA,NA,1707
68344,1329,NA,NA,NA,NA,NA,774
68345,1329,NA,NA,NA,NA,NA,1469
68346,1329,NA,NA,NA,NA,NA,1610
68347,1329,NA,NA,NA,NA,NA,1104
68348,1319,NA,NA,NA,NA,NA,1309
68349,1868,NA,NA,NA,NA,NA,876
68350,307,NA,NA,NA,NA,NA,1784
68351,527,NA,NA,NA,NA,NA,1707
68352,1775,NA,NA,NA,NA,NA,477
68353,1775,NA,NA,NA,NA,NA,1918
68354,464,NA,NA,NA,NA,NA,1606
68355,464,NA,NA,NA,NA,NA,235
68356,464,NA,NA,NA,NA,NA,977
68357,464,NA,NA,NA,NA,NA,1602
68372,257,NA,NA,NA,NA,NA,1798
68373,257,NA,NA,NA,NA,NA,766
68374,257,NA,NA,NA,NA,NA,1791
68375,257,NA,NA,NA,NA,NA,1768
68376,257,NA,NA,NA,NA,NA,1820
68377,257,NA,NA,NA,NA,NA,1759
68378,257,NA,NA,NA,NA,NA,1760
68379,257,NA,NA,NA,NA,NA,1831
68380,259,NA,NA,NA,NA,NA,1798
68381,259,NA,NA,NA,NA,NA,766
68382,259,NA,NA,NA,NA,NA,1791
68383,259,NA,NA,NA,NA,NA,1768
68384,259,NA,NA,NA,NA,NA,1820
68385,259,NA,NA,NA,NA,NA,1759
68386,259,NA,NA,NA,NA,NA,1760
68387,259,NA,NA,NA,NA,NA,1831
68388,192,NA,NA,NA,NA,NA,1798
68389,192,NA,NA,NA,NA,NA,766
68390,192,NA,NA,NA,NA,NA,1791
68391,192,NA,NA,NA,NA,NA,1768
68392,192,NA,NA,NA,NA,NA,1820
68393,192,NA,NA,NA,NA,NA,1759
68394,192,NA,NA,NA,NA,NA,1760
68395,192,NA,NA,NA,NA,NA,1831
68396,1274,NA,NA,NA,NA,NA,15
68397,1869,NA,NA,NA,NA,NA,420
68398,1870,NA,NA,NA,NA,NA,1490
68399,1870,NA,NA,NA,NA,NA,1710
68400,1870,NA,NA,NA,NA,NA,176
68401,1872,NA,NA,NA,NA,NA,429
68406,1876,NA,NA,NA,NA,NA,1774
68407,1876,NA,NA,NA,NA,NA,1446
68408,1876,NA,NA,NA,NA,NA,1804
68409,1876,NA,NA,NA,NA,NA,117
68410,1876,NA,NA,NA,NA,NA,1845
68411,1876,NA,NA,NA,NA,NA,1797
68412,1876,NA,NA,NA,NA,NA,791
68413,1877,NA,NA,NA,NA,NA,1639
68414,1877,NA,NA,NA,NA,NA,1645
68415,1877,NA,NA,NA,NA,NA,1717
68416,1877,NA,NA,NA,NA,NA,1721
68417,1877,NA,NA,NA,NA,NA,1720
68418,1877,NA,NA,NA,NA,NA,434
68419,1877,NA,NA,NA,NA,NA,1664
68420,1877,NA,NA,NA,NA,NA,1728
68421,1877,NA,NA,NA,NA,NA,802
68422,1877,NA,NA,NA,NA,NA,970
68423,1877,NA,NA,NA,NA,NA,1699
68424,1877,NA,NA,NA,NA,NA,1632
68425,1877,NA,NA,NA,NA,NA,1918
68426,1877,NA,NA,NA,NA,NA,1702
68427,1878,NA,NA,NA,NA,NA,1844
68428,1878,NA,NA,NA,NA,NA,1798
68429,1878,NA,NA,NA,NA,NA,1622
68430,1878,NA,NA,NA,NA,NA,1367
68431,405,NA,NA,NA,NA,NA,420
68432,1478,NA,NA,NA,NA,NA,1565
68433,1478,NA,NA,NA,NA,NA,235
68434,1478,NA,NA,NA,NA,NA,1602
68435,1885,NA,NA,NA,NA,NA,1800
68436,1885,NA,NA,NA,NA,NA,802
68437,1886,NA,NA,NA,NA,NA,1452
68438,193,NA,NA,NA,NA,NA,1916
68439,193,NA,NA,NA,NA,NA,1718
68440,308,NA,NA,NA,NA,NA,1623
68441,1887,NA,NA,NA,NA,NA,1774
68442,1887,NA,NA,NA,NA,NA,1446
68443,1887,NA,NA,NA,NA,NA,1804
68444,1887,NA,NA,NA,NA,NA,117
68445,1887,NA,NA,NA,NA,NA,1845
68446,1887,NA,NA,NA,NA,NA,1797
68447,1887,NA,NA,NA,NA,NA,791
68450,1826,NA,NA,NA,NA,NA,1684
68451,1826,NA,NA,NA,NA,NA,1712
68452,1826,NA,NA,NA,NA,NA,1495
68453,1826,NA,NA,NA,NA,NA,1585
68454,1826,NA,NA,NA,NA,NA,1694
68455,1826,NA,NA,NA,NA,NA,1468
68456,1826,NA,NA,NA,NA,NA,1428
68457,1826,NA,NA,NA,NA,NA,1384
68458,1826,NA,NA,NA,NA,NA,1704
68459,1826,NA,NA,NA,NA,NA,734
68460,1826,NA,NA,NA,NA,NA,1917
68461,309,NA,NA,NA,NA,NA,1407
68462,309,NA,NA,NA,NA,NA,1843
68463,1096,NA,NA,NA,NA,NA,1838
68464,1096,NA,NA,NA,NA,NA,1577
68465,1096,NA,NA,NA,NA,NA,1787
68466,1096,NA,NA,NA,NA,NA,1576
68467,199,NA,NA,NA,NA,NA,1734
68468,128,NA,NA,NA,NA,NA,1586
68469,128,NA,NA,NA,NA,NA,1794
68470,128,NA,NA,NA,NA,NA,1607
68471,128,NA,NA,NA,NA,NA,1601
68472,128,NA,NA,NA,NA,NA,1822
68473,128,NA,NA,NA,NA,NA,61
68474,128,NA,NA,NA,NA,NA,1767
68475,218,NA,NA,NA,NA,NA,1584
68476,1237,NA,NA,NA,NA,NA,1637
68477,727,NA,NA,NA,NA,NA,1608
68478,727,NA,NA,NA,NA,NA,1642
68479,727,NA,NA,NA,NA,NA,1622
68480,727,NA,NA,NA,NA,NA,1640
68481,727,NA,NA,NA,NA,NA,1737
68482,727,NA,NA,NA,NA,NA,1768
68483,727,NA,NA,NA,NA,NA,72
68484,727,NA,NA,NA,NA,NA,1633
68485,727,NA,NA,NA,NA,NA,472
68486,727,NA,NA,NA,NA,NA,1611
68487,727,NA,NA,NA,NA,NA,1820
68488,727,NA,NA,NA,NA,NA,944
68489,727,NA,NA,NA,NA,NA,1828
68490,727,NA,NA,NA,NA,NA,1827
68491,727,NA,NA,NA,NA,NA,1831
68492,727,NA,NA,NA,NA,NA,1932
68493,727,NA,NA,NA,NA,NA,1407
68494,727,NA,NA,NA,NA,NA,1807
68495,197,NA,NA,NA,NA,NA,1841
68496,115,NA,NA,NA,NA,NA,1800
68500,944,NA,NA,NA,NA,NA,1800
68501,592,NA,NA,NA,NA,NA,1608
68502,592,NA,NA,NA,NA,NA,1798
68503,592,NA,NA,NA,NA,NA,1642
68504,592,NA,NA,NA,NA,NA,1622
68505,592,NA,NA,NA,NA,NA,1640
68506,592,NA,NA,NA,NA,NA,1737
68507,592,NA,NA,NA,NA,NA,1768
68508,592,NA,NA,NA,NA,NA,72
68509,592,NA,NA,NA,NA,NA,1633
68510,592,NA,NA,NA,NA,NA,472
68511,592,NA,NA,NA,NA,NA,1611
68512,592,NA,NA,NA,NA,NA,1820
68513,592,NA,NA,NA,NA,NA,944
68514,592,NA,NA,NA,NA,NA,1828
68515,592,NA,NA,NA,NA,NA,1827
68516,592,NA,NA,NA,NA,NA,1831
68517,592,NA,NA,NA,NA,NA,1932
68518,592,NA,NA,NA,NA,NA,1407
68519,592,NA,NA,NA,NA,NA,1807
68520,174,NA,NA,NA,NA,NA,1843
68521,311,NA,NA,NA,NA,NA,1452
68522,355,NA,NA,NA,NA,NA,1716
68523,355,NA,NA,NA,NA,NA,1704
68524,355,NA,NA,NA,NA,NA,714
68525,1067,NA,NA,NA,NA,NA,1837
68526,1067,NA,NA,NA,NA,NA,1586
68527,1067,NA,NA,NA,NA,NA,1607
68528,1067,NA,NA,NA,NA,NA,1819
68529,1067,NA,NA,NA,NA,NA,1580
68530,1067,NA,NA,NA,NA,NA,1822
68531,1067,NA,NA,NA,NA,NA,1867
68532,1067,NA,NA,NA,NA,NA,932
68533,1067,NA,NA,NA,NA,NA,1767
68534,982,NA,NA,NA,NA,NA,738
68535,988,NA,NA,NA,NA,NA,1635
68536,988,NA,NA,NA,NA,NA,1782
68537,123,NA,NA,NA,NA,NA,1639
68538,123,NA,NA,NA,NA,NA,757
68539,123,NA,NA,NA,NA,NA,802
68540,811,NA,NA,NA,NA,NA,1589
68541,811,NA,NA,NA,NA,NA,1833
68542,811,NA,NA,NA,NA,NA,291
68543,811,NA,NA,NA,NA,NA,1641
68544,811,NA,NA,NA,NA,NA,1584
68545,811,NA,NA,NA,NA,NA,962
68546,811,NA,NA,NA,NA,NA,1570
68547,811,NA,NA,NA,NA,NA,1576
68548,1276,NA,NA,NA,NA,NA,1584
68549,1582,NA,NA,NA,NA,NA,1916
68550,1582,NA,NA,NA,NA,NA,1595
68551,1582,NA,NA,NA,NA,NA,1718
68552,1582,NA,NA,NA,NA,NA,1691
68555,1298,NA,NA,NA,NA,NA,1732
68556,1298,NA,NA,NA,NA,NA,1367
68557,1298,NA,NA,NA,NA,NA,1820
68558,1298,NA,NA,NA,NA,NA,72
68559,1298,NA,NA,NA,NA,NA,1407
68560,989,NA,NA,NA,NA,NA,616
68561,989,NA,NA,NA,NA,NA,1707
68562,989,NA,NA,NA,NA,NA,774
68563,989,NA,NA,NA,NA,NA,1610
68564,989,NA,NA,NA,NA,NA,793
68565,989,NA,NA,NA,NA,NA,1039
68566,989,NA,NA,NA,NA,NA,1497
68567,989,NA,NA,NA,NA,NA,1104
68568,990,NA,NA,NA,NA,NA,616
68569,990,NA,NA,NA,NA,NA,1707
68570,990,NA,NA,NA,NA,NA,774
68571,990,NA,NA,NA,NA,NA,1610
68572,990,NA,NA,NA,NA,NA,793
68573,990,NA,NA,NA,NA,NA,1039
68574,990,NA,NA,NA,NA,NA,1497
68575,990,NA,NA,NA,NA,NA,1104
68576,67,NA,NA,NA,NA,NA,1719
68577,67,NA,NA,NA,NA,NA,1718
68578,67,NA,NA,NA,NA,NA,1675
68585,324,NA,NA,NA,NA,NA,1309
68586,1289,NA,NA,NA,NA,NA,619
68587,1289,NA,NA,NA,NA,NA,1762
68588,1641,NA,NA,NA,NA,NA,1629
68589,1641,NA,NA,NA,NA,NA,1720
68591,1368,NA,NA,NA,NA,NA,932
68595,991,NA,NA,NA,NA,NA,1649
68596,1624,NA,NA,NA,NA,NA,1585
68597,124,NA,NA,NA,NA,NA,1841
68598,187,NA,NA,NA,NA,NA,802
68599,1122,NA,NA,NA,NA,NA,737
