id,cuatrienio_id,comision_id,congresista_id,cargo_legislativo_id_comision,fecha_inicio,fecha_fin,activo,usercreated,usermodifed,created_at,updated_at
93,1,5,394,NA,09/09/99,31/12/99,T,,,17/01/10 17:29,22/09/10 20:54
94,1,10,400,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,22/09/10 21:02
95,1,9,404,NA,09/09/99,31/12/99,T,,,17/01/10 17:29,24/09/10 14:46
96,1,9,411,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,24/09/10 15:22
97,1,7,413,NA,12/10/99,19/07/02,T,,,17/01/10 17:29,24/09/10 15:43
98,1,7,414,NA,20/07/98,14/05/02,T,,,17/01/10 17:29,24/09/10 16:02
99,1,2,422,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,27/09/10 20:56
100,1,12,430,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,27/09/10 22:06
101,1,6,431,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,28/09/10 15:43
102,1,12,433,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,28/09/10 16:00
103,1,7,435,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,28/09/10 16:24
104,1,9,457,NA,20/07/98,08/10/01,T,,,17/01/10 17:29,28/09/10 18:43
105,1,10,462,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,28/09/10 18:49
106,6,6,1201,2,20/07/10,19/07/11,T,,,24/08/10 17:13,24/08/10 17:13
107,1,12,532,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,01/12/10 18:27
108,6,6,256,1,20/07/10,19/07/11,T,,,24/08/10 17:18,24/08/10 17:18
109,6,2,1615,2,20/07/10,19/07/11,T,,,24/08/10 17:19,24/08/10 17:19
110,1,7,540,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,01/12/10 19:24
111,1,9,542,NA,20/07/98,18/11/00,T,,,17/01/10 17:29,01/12/10 19:50
112,1,5,602,NA,01/03/02,19/07/02,T,,,17/01/10 17:29,01/09/11 14:40
113,1,8,520,NA,02/01/02,30/04/02,T,,,17/01/10 17:29,01/09/11 14:47
114,1,8,546,NA,01/01/00,31/12/00,T,,,17/01/10 17:29,01/09/11 15:21
115,1,8,560,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
116,1,8,537,NA,01/01/02,31/03/02,T,,,17/01/10 17:29,01/09/11 15:23
117,1,10,554,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,01/12/10 20:50
118,1,7,252,NA,20/07/98,19/07/02,T,,,02/02/10 16:21,17/03/10 21:00
119,1,8,677,NA,18/11/99,15/03/00,T,,,17/01/10 17:29,01/09/11 17:05
120,1,13,558,NA,01/10/98,31/03/99,T,,,17/01/10 17:29,01/09/11 16:31
121,1,7,490,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
122,1,10,565,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,07/12/10 19:53
123,1,8,584,NA,16/02/01,19/07/02,T,,,17/01/10 17:29,01/09/11 18:22
124,1,13,671,NA,16/12/00,31/03/01,T,,,17/01/10 17:29,01/09/11 18:28
125,1,1,514,NA,31/08/99,03/11/99,T,,,17/01/10 17:29,01/09/11 19:12
126,1,13,563,NA,16/03/01,15/06/01,T,,,17/01/10 17:29,01/09/11 20:00
127,1,2,596,NA,27/07/99,26/10/99,T,,,17/01/10 17:29,01/03/11 21:56
128,1,2,595,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,10/12/10 20:51
129,1,5,536,NA,03/11/98,31/01/99,T,,,17/01/10 17:29,01/09/11 19:43
130,1,3,618,NA,20/07/99,31/03/03,T,,,17/01/10 17:29,01/09/11 20:07
131,1,11,630,NA,23/01/01,23/04/01,T,,,17/01/10 17:29,01/09/11 20:26
132,1,14,548,NA,26/12/00,28/02/02,T,,,17/01/10 17:29,01/09/11 21:29
133,1,8,525,NA,28/10/99,13/08/01,T,,,17/01/10 17:29,02/09/11 16:00
134,1,10,493,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
135,1,5,667,NA,30/07/99,30/11/99,T,,,17/01/10 17:29,02/09/11 19:24
136,1,7,498,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
137,1,9,609,NA,17/03/00,17/09/00,T,,,17/01/10 17:29,01/03/11 21:39
138,1,5,491,NA,01/08/00,31/10/00,T,,,17/01/10 17:29,02/09/11 19:27
139,1,7,673,NA,01/01/99,30/12/99,T,,,17/01/10 17:29,01/03/11 21:59
140,1,5,507,NA,01/01/00,30/06/00,T,,,17/01/10 17:29,02/09/11 20:37
141,1,13,645,NA,15/11/01,15/02/02,T,,,17/01/10 17:29,02/09/11 21:27
142,1,10,159,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
143,1,3,593,NA,15/12/98,15/03/99,T,,,17/01/10 17:29,02/09/11 21:02
144,1,9,505,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
145,1,12,592,NA,20/07/98,31/12/01,T,,,17/01/10 17:29,19/09/11 16:04
146,1,4,581,NA,10/08/99,10/11/99,T,,,17/01/10 17:29,14/09/11 19:41
147,1,7,533,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
148,1,10,539,NA,09/09/99,12/12/99,T,,,17/01/10 17:29,01/12/10 19:08
149,1,12,515,NA,31/07/00,30/10/00,T,,,17/01/10 17:29,19/09/11 16:07
150,1,10,544,NA,01/01/99,30/06/99,T,,,17/01/10 17:29,19/09/11 18:26
151,1,11,47,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
152,1,13,511,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
153,1,7,49,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
154,4,10,240,NA,20/07/02,19/07/06,T,,,29/01/10 22:23,17/03/10 21:00
155,1,13,50,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
156,1,9,639,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
157,2,13,19,NA,20/07/06,19/07/10,T,,,10/02/10 14:57,28/07/10 22:22
158,1,3,643,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
159,1,2,646,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
160,1,13,662,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
161,1,9,652,NA,01/11/00,19/07/02,T,,,17/01/10 17:29,19/09/11 20:25
162,1,7,781,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
163,1,2,611,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,20/09/11 20:44
164,1,6,798,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
165,1,12,207,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
166,1,10,606,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,20/09/11 21:53
167,1,12,811,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
168,1,12,809,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
169,1,7,791,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,17/03/10 21:00
170,1,12,644,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,25/05/10 14:32
171,1,13,660,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,03/06/10 19:09
172,1,5,574,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,03/06/10 19:33
173,1,14,566,NA,20/07/98,20/02/02,T,,,17/01/10 17:29,28/07/10 22:25
174,1,1,530,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,03/06/10 20:24
175,1,13,579,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,03/06/10 21:21
176,1,14,509,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 15:30
177,1,3,657,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 15:34
178,1,11,640,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 17:06
179,1,8,492,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 19:33
180,1,11,674,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 20:01
181,1,5,604,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,04/06/10 20:49
182,1,12,615,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,21/09/11 15:56
183,1,2,561,NA,26/04/00,25/04/01,T,,,17/01/10 17:29,21/09/11 16:26
184,1,2,576,NA,06/06/01,19/07/02,T,,,17/01/10 17:29,21/09/11 18:38
185,1,10,590,NA,20/07/98,10/09/01,T,,,17/01/10 17:29,03/08/10 21:17
186,1,10,605,NA,20/07/98,23/05/00,T,,,17/01/10 17:29,21/09/11 19:02
187,1,4,648,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,30/08/10 18:36
188,1,6,666,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,30/08/10 18:46
189,1,12,659,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,21/09/11 20:50
190,1,9,508,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,29/09/10 18:24
191,1,4,638,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,21/09/11 21:57
192,1,2,499,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,30/09/10 18:20
193,1,4,588,NA,22/01/01,15/07/01,T,,,17/01/10 17:29,21/09/11 22:08
194,1,4,670,NA,28/07/98,14/08/01,T,,,17/01/10 17:29,22/09/11 17:24
195,1,2,658,NA,20/07/98,05/08/00,T,,,17/01/10 17:29,22/09/11 20:41
196,1,12,663,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,23/09/11 15:51
197,1,6,607,NA,01/09/00,31/01/01,T,,,17/01/10 17:29,23/09/11 18:39
198,1,2,620,NA,01/01/99,31/08/99,T,,,17/01/10 17:29,26/09/11 18:26
199,1,9,517,NA,01/02/99,30/04/99,T,,,17/01/10 17:29,04/10/11 19:28
200,1,6,553,NA,01/07/00,30/09/00,T,,,17/01/10 17:29,04/10/11 21:56
201,1,6,597,NA,01/07/00,30/09/00,T,,,17/01/10 17:29,12/10/11 16:57
202,1,7,641,NA,01/08/01,19/07/02,T,,,17/01/10 17:29,12/10/11 19:06
203,1,6,669,NA,29/05/02,19/07/02,T,,,17/01/10 17:29,13/10/11 19:57
204,1,10,575,NA,01/03/02,31/05/02,T,,,17/01/10 17:29,24/10/11 21:41
205,1,2,521,NA,20/10/98,31/12/98,T,,,17/01/10 17:29,14/10/11 20:04
206,1,10,522,NA,01/11/99,01/11/00,T,,,17/01/10 17:29,19/10/11 14:34
207,1,9,551,NA,21/01/99,25/07/99,T,,,17/01/10 17:29,25/10/11 17:06
208,1,9,635,NA,01/08/01,02/02/02,T,,,17/01/10 17:29,25/10/11 18:07
209,1,10,617,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,25/10/11 19:17
210,1,4,629,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,25/10/11 19:19
211,1,4,642,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,25/10/11 19:25
212,1,4,655,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,25/10/11 19:51
213,1,2,616,NA,30/04/02,19/07/02,T,,,17/01/10 17:29,27/10/11 20:40
214,4,2,247,NA,20/07/02,19/07/06,T,,,02/02/10 20:02,17/03/10 21:00
215,6,2,819,1,20/07/10,19/07/11,T,,,24/08/10 17:20,24/08/10 17:20
216,4,10,2549,NA,20/07/02,19/07/06,T,,,30/08/10 14:54,30/08/10 14:54
217,6,18,2538,NA,20/07/10,19/07/14,T,,,12/08/11 15:26,12/08/11 15:26
218,2,5,15,NA,29/04/09,19/07/10,T,,,05/02/10 13:58,17/03/10 21:00
219,1,14,751,NA,01/09/00,30/11/00,T,,,17/01/10 17:29,01/09/11 15:57
220,1,13,747,NA,01/04/01,30/06/01,T,,,17/01/10 17:29,01/09/11 16:22
221,1,13,778,NA,21/07/00,14/12/00,T,,,17/01/10 17:29,01/09/11 16:36
222,1,11,733,NA,01/10/98,31/03/99,T,,,17/01/10 17:29,01/09/11 20:30
