id,cuatrienio_id,comision_id,congresista_id,cargo_legislativo_id_comision,fecha_inicio,fecha_fin,activo,usercreated,usermodifed,created_at,updated_at
769,4,3,883,NA,20/07/02,19/07/06,T,,,16/02/10 18:39,17/03/10 21:01
770,4,3,524,NA,17/03/05,20/06/05,T,,,17/01/10 17:30,17/03/10 21:01
771,4,7,1154,NA,01/07/05,19/07/06,T,,,17/01/10 17:30,17/03/10 21:01
772,2,14,53,NA,29/08/07,19/07/10,T,,,17/01/10 17:30,18/08/11 22:08
773,4,2,1153,NA,01/01/05,01/04/05,T,,,17/01/10 17:30,17/03/10 21:01
774,4,10,1156,NA,01/01/05,30/04/05,T,,,17/01/10 17:30,17/03/10 21:01
775,4,8,189,NA,01/09/03,30/09/03,T,,,17/01/10 17:30,17/03/10 21:01
776,4,7,1320,NA,20/11/05,19/07/06,T,,,17/01/10 17:30,17/03/10 21:01
777,4,10,1166,NA,01/08/05,31/12/05,T,,,17/01/10 17:30,17/03/10 21:01
778,2,7,194,NA,20/07/06,19/07/10,T,,,29/01/10 20:42,17/03/10 21:01
779,2,4,260,NA,01/08/07,30/11/07,T,,,17/01/10 17:30,17/03/10 21:01
780,2,2,255,NA,04/05/07,19/07/10,T,,,17/01/10 17:30,17/03/10 21:01
781,4,12,636,NA,06/12/02,06/03/03,T,,,17/01/10 17:30,30/08/10 18:23
782,4,12,1011,NA,20/07/02,19/07/06,T,,,17/01/10 17:30,17/03/10 21:01
783,2,1,809,NA,20/07/06,19/03/08,T,,,17/01/10 17:30,22/06/10 21:53
784,2,10,1279,NA,16/07/07,13/10/07,T,,,17/01/10 17:30,28/07/10 22:33
785,2,13,1277,NA,20/07/07,19/07/10,T,,,17/01/10 17:30,25/05/10 19:41
786,2,1,793,NA,20/07/06,16/01/09,T,,,17/01/10 17:30,02/08/11 21:25
787,4,1,814,NA,20/07/02,19/07/06,T,,,17/01/10 17:30,17/03/10 21:01
788,2,6,627,NA,20/07/06,19/07/10,T,,,30/08/10 18:45,30/08/10 18:45
789,4,6,672,NA,01/09/02,28/02/03,T,,,30/08/10 19:00,30/08/10 19:00
790,4,2,928,NA,20/07/02,19/07/06,T,,,01/02/10 15:41,17/03/10 21:01
791,2,4,161,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,03/06/10 17:12
792,4,6,767,NA,03/08/03,31/10/03,T,,,30/08/10 19:03,30/08/10 19:03
793,1,2,360,NA,20/07/98,19/07/02,T,,,30/08/10 19:07,30/08/10 19:07
794,4,2,760,NA,02/09/03,02/12/03,T,,,30/08/10 19:17,30/08/10 19:17
795,2,13,511,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,17/03/10 21:01
796,2,13,1271,NA,06/02/07,02/06/09,T,,,17/01/10 17:30,17/03/10 21:01
797,4,2,608,NA,20/07/02,19/07/06,T,,,17/01/10 17:30,17/03/10 21:01
798,2,10,1281,NA,25/09/07,15/12/08,T,,,17/01/10 17:30,09/04/10 16:55
799,4,8,390,NA,20/07/02,19/07/06,T,,,17/01/10 17:30,30/08/10 19:54
800,4,5,77,NA,20/07/02,19/07/06,T,,,30/08/10 20:07,30/08/10 20:07
801,2,1,16,NA,20/07/06,19/07/10,T,,,18/01/10 19:28,28/07/10 22:03
802,2,9,108,NA,20/07/06,11/11/09,T,,,18/01/10 18:39,07/04/10 17:15
803,2,12,313,NA,20/07/06,27/02/08,T,,,18/01/10 17:33,08/04/10 18:03
804,2,12,198,NA,27/02/08,08/09/08,T,,,17/01/10 17:30,22/06/10 21:30
805,2,2,360,NA,20/07/06,16/04/08,T,,,18/01/10 18:52,08/04/10 20:32
806,2,2,126,NA,16/04/08,19/07/10,T,,,17/01/10 17:30,08/04/10 20:32
807,2,6,1214,NA,20/07/06,07/05/08,T,,,18/01/10 19:38,08/04/10 21:25
808,2,2,1296,NA,21/05/08,19/07/10,T,,,17/01/10 17:30,08/04/10 21:49
809,2,8,1278,NA,20/07/07,31/12/08,T,,,17/01/10 17:30,07/05/10 16:15
810,1,10,9,NA,20/07/98,19/07/02,T,,,03/02/10 17:14,17/03/10 21:01
811,1,8,129,NA,20/07/98,19/07/02,T,,,10/02/10 19:59,28/09/10 17:12
812,6,1,33,2,20/07/10,19/07/11,T,,,09/09/10 14:47,09/09/10 14:47
813,6,1,112,1,20/07/10,19/07/11,T,,,09/09/10 14:47,09/09/10 15:59
814,2,1,22,NA,03/06/08,19/07/10,T,,,17/01/10 17:30,24/05/10 15:36
815,2,5,968,NA,07/05/07,23/04/09,T,,,17/01/10 17:30,18/08/11 22:19
816,2,3,1276,NA,29/03/07,19/07/10,T,,,17/01/10 17:30,24/05/10 15:50
817,2,12,136,NA,20/07/06,19/07/10,T,,,11/02/10 15:15,03/08/10 17:56
818,4,10,2124,NA,01/01/04,31/03/04,T,,,12/02/10 15:36,17/03/10 21:01
819,2,10,569,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,17/03/10 21:01
820,1,3,914,NA,08/09/00,31/03/01,T,,,17/01/10 17:29,01/09/11 20:03
821,4,8,2223,NA,20/07/05,19/01/06,T,,,16/02/10 14:27,17/03/10 21:01
822,4,6,2228,NA,01/01/03,31/03/03,T,,,16/02/10 15:40,17/03/10 21:01
823,NA,7,2241,NA,NA,NA,T,,,16/02/10 16:41,17/03/10 21:01
824,4,6,2251,NA,01/10/04,01/01/05,T,,,16/02/10 18:51,17/03/10 21:01
825,4,9,856,NA,02/08/05,02/11/05,T,,,18/02/10 19:00,17/03/10 21:01
826,4,13,101,NA,20/07/02,19/07/06,T,,,29/01/10 21:46,17/03/10 21:01
827,4,4,131,1,20/07/02,19/07/03,T,,,30/08/10 16:49,09/08/11 21:07
828,2,1,90,NA,20/07/08,19/07/10,T,,,17/01/10 17:30,17/03/10 21:01
829,2,4,148,NA,29/09/09,19/07/10,T,,,01/02/10 16:17,03/08/10 18:13
830,2,5,827,NA,13/05/09,19/07/10,T,,,17/01/10 17:30,24/05/10 20:37
831,2,14,44,NA,25/08/08,01/11/08,T,,,17/01/10 17:30,17/03/10 21:01
832,2,13,2230,NA,01/04/06,30/06/06,T,,,16/02/10 15:50,17/03/10 21:01
833,2,12,122,NA,20/07/06,19/07/10,T,,,18/01/10 19:27,28/07/10 21:43
834,2,2,114,NA,20/07/06,19/07/10,T,,,18/01/10 19:08,17/03/10 21:01
835,1,10,2114,NA,20/07/98,13/11/01,T,,,11/02/10 22:21,19/09/11 19:15
836,2,10,130,NA,20/07/06,19/07/10,T,,,18/01/10 19:43,03/08/10 18:40
837,1,10,856,NA,20/07/98,24/11/98,T,,,17/01/10 17:29,07/10/11 21:50
838,2,8,75,NA,14/05/08,19/07/10,T,,,17/01/10 17:30,10/10/11 20:29
839,2,10,103,NA,09/09/09,19/07/10,T,,,17/01/10 17:30,09/04/10 21:20
840,2,7,1282,NA,01/09/07,03/11/07,T,,,17/01/10 17:30,07/06/12 20:28
841,4,1,1147,NA,21/03/06,21/06/06,T,,,17/01/10 17:30,16/11/12 16:29
842,2,12,107,NA,20/07/06,19/07/10,T,,,18/01/10 17:40,03/08/10 16:36
843,2,10,106,NA,20/07/06,19/07/10,T,,,18/01/10 17:39,04/06/10 19:14
844,2,10,1167,NA,20/07/06,19/07/10,T,,,18/01/10 19:35,04/06/10 19:13
845,2,8,919,NA,02/06/09,20/07/10,T,,,17/01/10 17:30,17/03/10 21:01
846,2,12,1315,NA,02/07/09,07/10/09,T,,,17/01/10 17:30,17/03/10 21:01
847,4,3,984,NA,01/11/05,31/01/06,T,,,17/01/10 17:30,21/11/12 18:09
848,2,7,112,NA,20/07/06,19/07/10,T,,,18/01/10 19:02,28/07/10 21:56
849,2,4,398,NA,20/07/06,19/07/10,T,,,18/01/10 19:18,03/08/10 15:13
850,2,14,309,NA,20/07/06,20/07/10,T,,,18/01/10 17:23,17/03/10 21:01
851,2,10,318,NA,20/07/06,20/07/10,T,,,18/01/10 17:37,03/08/10 18:17
852,2,11,12,NA,20/07/06,19/07/10,T,,,18/01/10 19:04,28/07/10 22:07
853,2,1,13,NA,20/07/06,19/07/10,T,,,18/01/10 19:07,21/07/10 14:00
854,4,7,13,NA,20/07/02,19/07/06,T,,,05/02/10 19:42,17/03/10 21:01
855,2,8,6,NA,20/07/06,20/07/10,T,,,18/01/10 18:46,17/03/10 21:01
856,2,2,1316,NA,01/11/08,31/03/09,T,,,17/01/10 17:30,09/04/10 16:33
857,2,10,1313,NA,14/04/09,19/07/09,T,,,17/01/10 17:30,10/05/10 19:42
858,2,3,763,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,28/07/10 22:38
859,2,14,399,NA,27/03/08,27/08/08,T,,,17/01/10 17:30,24/05/10 16:14
860,2,8,1309,NA,19/05/09,18/08/09,T,,,17/01/10 17:30,24/05/10 19:56
861,2,5,357,NA,06/05/09,13/11/09,T,,,17/01/10 17:30,25/05/10 19:57
862,4,10,311,NA,01/08/05,31/10/05,T,,,17/01/10 17:30,02/06/10 17:08
863,1,1,1035,NA,20/07/98,19/07/02,T,,,17/01/10 17:29,03/06/10 20:04
864,2,14,390,NA,07/05/07,07/10/07,T,,,17/01/10 17:30,30/08/10 19:55
865,1,5,2212,NA,09/09/99,12/12/99,T,,,15/02/10 21:32,20/09/10 20:08
866,2,5,77,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,28/07/10 22:36
867,4,1,694,NA,17/12/02,17/01/03,T,,,17/01/10 17:30,30/08/10 19:29
868,6,1,41,NA,20/07/10,19/07/14,T,,,09/09/10 15:13,09/09/10 15:13
869,2,9,169,NA,17/12/08,19/07/10,T,,,17/01/10 17:30,28/07/10 22:00
870,2,1,58,NA,27/08/08,19/07/10,T,,,17/01/10 17:30,17/03/10 21:01
871,6,10,590,NA,20/07/10,19/07/14,T,,,27/10/10 21:02,13/01/11 16:53
872,6,11,35,NA,20/07/10,19/07/14,T,,,09/09/10 15:21,09/09/10 15:21
873,4,1,2232,NA,01/01/06,31/03/06,T,,,16/02/10 15:58,17/03/10 21:01
874,6,8,2842,NA,20/07/10,19/07/14,T,,,09/09/10 15:37,09/09/10 15:37
875,2,8,18,NA,20/07/06,19/07/10,T,,,18/01/10 19:34,17/03/10 21:01
876,2,7,1030,NA,20/07/06,23/02/07,T,,,18/01/10 19:26,30/08/10 16:00
877,4,10,9,NA,20/07/02,19/07/06,T,,,03/02/10 17:15,17/03/10 21:01
878,4,1,1083,NA,12/08/05,13/11/06,T,,,17/01/10 17:30,06/05/11 16:43
879,2,10,409,NA,20/07/06,01/03/07,T,,,18/01/10 19:31,30/08/10 18:32
880,2,12,1173,NA,20/07/06,19/07/10,T,,,18/01/10 22:00,27/07/11 19:41
881,2,14,10,NA,20/07/06,19/07/10,T,,,18/01/10 18:51,28/07/10 22:03
882,2,12,129,NA,20/07/06,20/07/10,T,,,18/01/10 19:42,17/03/10 21:01
883,2,8,20,NA,20/07/06,20/07/10,T,,,18/01/10 19:43,28/07/10 22:27
884,6,18,183,NA,20/07/10,19/07/14,T,,,12/08/11 15:33,12/08/11 15:33
885,2,8,493,NA,20/07/06,19/07/10,T,,,18/01/10 20:01,18/08/11 20:26
886,2,3,1,NA,20/07/06,20/07/10,T,,,17/01/10 17:30,17/03/10 21:01
887,2,12,131,NA,20/07/06,19/07/10,T,,,18/01/10 19:46,04/06/10 19:05
888,2,13,368,NA,20/07/06,19/01/08,T,,,18/01/10 19:00,17/03/10 21:01
889,4,2,129,NA,20/07/02,19/07/06,T,,,10/02/10 20:00,17/03/10 21:01
890,2,8,608,NA,01/12/06,01/12/08,T,,,18/01/10 21:17,18/08/11 20:28
891,2,14,25,NA,20/07/06,19/07/10,T,,,18/01/10 19:49,28/07/10 22:35
892,2,9,134,NA,20/07/06,19/07/10,T,,,18/01/10 19:51,04/06/10 19:28
893,2,3,27,NA,20/07/06,19/07/10,T,,,18/01/10 19:53,28/07/10 21:59
894,2,10,137,NA,16/06/09,19/07/10,T,,,11/02/10 15:25,09/04/10 20:15
895,2,9,140,NA,20/07/06,19/07/10,T,,,17/01/10 17:30,28/07/10 21:44
896,2,7,133,NA,20/07/06,19/07/10,T,,,18/01/10 19:50,03/06/10 16:45
897,4,9,2126,NA,20/07/02,19/07/06,T,,,12/02/10 16:02,30/08/10 15:46
898,4,6,102,NA,20/07/02,20/07/06,T,,,17/01/10 17:30,17/03/10 21:01
899,2,12,177,NA,20/07/06,19/07/10,T,,,18/01/10 21:36,28/07/10 22:18
900,2,9,1062,NA,20/07/06,26/10/06,T,,,18/01/10 21:19,07/04/10 18:09
901,2,10,166,NA,18/12/07,19/07/10,T,,,18/01/10 21:16,08/04/10 17:02
902,2,7,1239,NA,20/07/06,20/12/07,T,,,18/01/10 22:03,08/04/10 17:19
903,2,4,1191,NA,20/07/06,31/01/08,T,,,18/01/10 20:30,08/04/10 17:48
904,2,7,151,NA,16/04/08,19/07/10,T,,,18/01/10 20:28,08/04/10 20:55
905,2,2,1190,NA,20/07/06,21/05/08,T,,,18/01/10 21:47,08/04/10 21:49
906,NA,2,2224,NA,NA,NA,T,,,16/02/10 14:42,17/03/10 21:01
907,4,1,2259,NA,12/08/05,30/04/06,T,,,16/02/10 21:36,17/03/10 21:01
908,2,10,1058,NA,20/07/06,19/12/07,T,,,18/01/10 19:44,04/06/10 19:14
909,2,5,21,NA,20/07/06,19/07/10,T,,,18/01/10 19:45,18/08/11 22:04
910,2,12,196,NA,20/07/06,19/07/10,T,,,18/01/10 22:14,04/06/10 19:02
911,2,12,197,NA,20/07/06,12/08/08,T,,,18/01/10 22:15,22/06/10 22:02
912,2,11,38,NA,20/07/06,20/07/10,T,,,18/01/10 20:26,28/07/10 22:01
913,1,13,101,NA,20/07/98,19/07/02,T,,,29/01/10 21:46,17/03/10 21:01
914,2,4,547,NA,20/07/06,19/07/10,T,,,18/01/10 20:27,03/06/10 17:00
915,2,8,505,NA,20/07/06,19/07/10,T,,,18/01/10 20:07,18/08/11 22:22
916,NA,3,2214,NA,NA,NA,T,,,15/02/10 22:12,17/03/10 21:01
917,2,11,578,NA,20/07/06,20/05/08,T,,,18/01/10 21:06,24/05/10 20:35
918,2,6,152,NA,20/07/06,19/07/10,T,,,18/01/10 20:29,04/06/10 19:49
919,2,1,557,NA,20/07/06,19/08/08,T,,,18/01/10 20:31,25/05/10 14:03
920,2,8,560,NA,20/07/06,20/07/07,T,,,18/01/10 20:33,24/05/10 18:31
921,2,4,153,NA,20/07/06,19/07/08,T,,,18/01/10 20:34,06/05/10 21:55
922,2,11,612,NA,20/07/06,01/02/09,T,,,18/01/10 21:15,18/08/11 22:30
923,2,3,1256,NA,20/07/06,29/03/07,T,,,18/01/10 21:42,24/05/10 15:50
924,2,5,490,NA,20/07/06,19/07/07,T,,,18/01/10 19:59,17/03/10 21:01
925,2,12,155,NA,20/07/06,19/07/10,T,,,18/01/10 20:36,17/03/10 21:01
926,2,8,565,NA,20/07/06,19/08/08,T,,,18/01/10 20:37,25/05/10 19:10
927,2,9,175,NA,20/07/06,20/07/10,T,,,18/01/10 21:37,04/06/10 19:30
928,2,1,42,NA,20/07/06,19/07/10,T,,,18/01/10 20:38,28/07/10 21:59
929,2,7,1200,NA,20/07/06,20/07/10,T,,,18/01/10 22:04,03/06/10 16:43
930,1,7,141,NA,20/07/98,19/07/02,T,,,18/01/10 20:02,17/03/10 21:01
931,2,3,570,NA,20/07/06,11/10/07,T,,,18/01/10 20:39,24/05/10 19:31
932,2,6,1205,NA,20/07/06,19/07/10,T,,,18/01/10 20:40,17/03/10 21:01
933,2,4,768,NA,20/07/06,19/07/10,T,,,18/01/10 22:14,09/04/10 19:19
934,2,7,157,NA,20/07/06,19/07/10,T,,,18/01/10 20:41,17/03/10 21:01
935,2,13,57,NA,19/05/09,19/07/10,T,,,18/01/10 21:53,25/05/10 14:30
936,2,2,158,NA,20/07/06,19/07/10,T,,,18/01/10 21:00,17/03/10 21:01
937,2,8,692,NA,20/07/06,19/05/09,T,,,18/01/10 21:56,24/05/10 19:46
938,2,10,146,NA,20/07/06,19/07/10,T,,,18/01/10 20:23,17/03/10 21:01
939,2,2,162,NA,20/07/06,19/07/10,T,,,18/01/10 21:10,17/03/10 21:01
940,2,7,160,NA,20/07/06,19/07/10,T,,,18/01/10 21:08,03/06/10 16:29
941,2,9,1184,NA,20/07/06,17/12/08,T,,,18/01/10 20:08,04/06/10 19:29
942,2,6,163,NA,20/07/06,19/07/10,T,,,18/01/10 21:12,17/03/10 21:01
943,2,13,47,NA,20/07/06,19/07/10,T,,,18/01/10 21:13,28/07/10 22:22
944,2,14,498,NA,20/07/06,12/02/08,T,,,18/01/10 20:05,18/08/11 22:41
945,2,7,165,NA,20/07/06,19/07/10,T,,,18/01/10 21:13,17/03/10 21:01
946,2,3,48,NA,20/07/06,19/07/10,T,,,18/01/10 21:14,28/07/10 22:52
947,2,9,512,NA,20/07/06,19/07/10,T,,,18/01/10 20:09,03/08/10 20:54
948,2,11,49,NA,20/07/06,19/07/10,T,,,18/01/10 21:15,17/03/10 21:01
949,2,1,33,NA,20/07/06,19/07/10,T,,,18/01/10 20:15,28/07/10 21:58
950,2,3,35,NA,11/10/07,31/10/07,T,,,18/01/10 20:18,09/09/10 15:21
951,2,6,147,NA,20/07/06,10/02/10,T,,,18/01/10 20:21,09/06/10 15:20
952,2,5,36,NA,20/07/06,19/07/10,T,,,18/01/10 20:23,17/03/10 21:01
953,2,4,1195,NA,20/07/06,29/09/09,T,,,18/01/10 20:24,09/04/10 21:33
954,2,10,171,NA,20/07/06,19/07/10,T,,,18/01/10 21:24,17/03/10 21:01
955,1,1,626,NA,01/09/00,28/02/01,T,,,18/01/10 21:34,01/09/11 19:27
956,2,14,679,NA,20/07/06,09/10/07,T,,,18/01/10 21:52,30/08/10 20:39
957,2,4,120,NA,20/07/06,19/07/10,T,,,08/02/10 19:49,03/06/10 16:32
958,2,7,181,NA,20/07/06,19/07/10,T,,,18/01/10 21:54,03/06/10 16:38
959,2,7,183,NA,20/07/06,19/07/10,T,,,18/01/10 21:55,03/08/10 15:03
960,2,10,182,NA,20/07/06,19/07/10,T,,,18/01/10 21:55,03/08/10 16:22
961,4,14,2213,NA,08/07/05,19/07/06,T,,,15/02/10 21:53,15/08/12 18:55
962,2,8,713,NA,20/07/06,12/05/09,T,,,18/01/10 21:57,17/03/10 21:01
963,2,2,186,NA,20/07/06,19/07/10,T,,,18/01/10 22:01,17/03/10 21:01
964,2,11,60,NA,20/07/06,19/07/10,T,,,18/01/10 22:02,21/07/10 14:03
965,2,3,61,NA,20/07/06,19/07/10,T,,,18/01/10 22:03,28/07/10 22:02
966,2,7,1186,NA,20/07/06,19/07/10,T,,,18/01/10 22:05,28/07/10 22:09
967,2,10,189,NA,20/07/06,19/07/10,T,,,18/01/10 22:05,03/08/10 18:26
968,4,4,161,NA,15/05/03,06/06/06,T,,,18/01/10 21:10,16/11/12 21:45
969,2,6,1202,NA,20/07/06,19/07/10,T,,,18/01/10 22:08,03/08/10 19:14
970,2,9,190,NA,20/07/06,19/07/10,T,,,18/01/10 22:06,17/03/10 21:01
971,2,13,62,NA,20/07/06,19/07/10,T,,,18/01/10 22:07,17/03/10 21:01
972,2,13,97,NA,20/07/06,19/07/10,T,,,01/02/10 18:48,28/07/10 22:20
973,2,2,1313,NA,15/01/10,19/07/10,T,,,18/01/10 18:49,09/06/10 15:14
974,2,13,50,NA,20/07/06,19/07/10,T,,,18/01/10 21:25,28/07/10 22:16
975,2,14,724,NA,20/07/06,27/08/07,T,,,18/01/10 21:58,30/08/10 16:29
976,2,5,725,NA,20/07/06,02/02/08,T,,,18/01/10 21:59,17/03/10 21:01
977,2,8,9,NA,20/07/06,19/07/10,T,,,03/02/10 17:16,28/07/10 22:29
978,4,12,128,NA,20/07/02,19/07/06,T,,,10/02/10 14:49,17/03/10 21:01
979,4,8,20,NA,20/07/02,19/07/06,T,,,10/02/10 20:09,17/03/10 21:01
980,2,2,646,NA,20/07/06,19/07/10,T,,,18/01/10 21:29,17/03/10 21:01
981,2,10,1262,NA,20/07/06,25/09/07,T,,,18/01/10 21:33,09/04/10 16:55
982,2,7,1188,NA,20/07/06,19/07/10,T,,,18/01/10 21:34,17/03/10 21:01
983,2,7,180,NA,20/07/06,19/07/10,T,,,18/01/10 21:48,17/03/10 21:01
984,2,13,662,NA,20/07/06,20/07/07,T,,,18/01/10 21:44,25/05/10 19:35
985,2,3,668,NA,20/07/06,19/07/10,T,,,18/01/10 21:45,28/07/10 22:53
986,2,6,178,NA,20/07/06,19/07/10,T,,,18/01/10 21:44,17/03/10 21:01
987,2,6,135,NA,20/07/06,19/07/10,T,,,18/01/10 19:53,04/06/10 19:47
988,2,1,28,NA,20/07/06,19/07/10,T,,,18/01/10 19:55,28/07/10 22:00
989,2,12,482,NA,20/07/06,19/07/10,T,,,18/01/10 19:57,17/03/10 21:01
990,4,1,2117,NA,20/07/02,19/07/06,T,,,12/02/10 14:08,17/03/10 21:01
991,4,11,2132,NA,20/07/02,19/07/06,T,,,12/02/10 16:51,17/03/10 21:01
992,4,10,569,NA,20/07/02,19/07/06,T,,,18/01/10 20:38,30/08/10 18:35
993,2,12,1197,NA,20/07/06,30/10/07,T,,,18/01/10 22:46,08/04/10 15:33
994,4,4,2226,NA,01/01/05,31/12/05,T,,,16/02/10 14:59,17/03/10 21:01
995,2,13,100,NA,20/07/06,20/07/10,T,,,18/01/10 23:32,28/07/10 22:19
996,2,9,258,NA,20/07/06,20/07/10,T,,,18/01/10 23:33,28/07/10 22:25
997,2,13,101,NA,20/07/06,20/07/10,T,,,18/01/10 23:32,28/07/10 22:16
998,2,10,200,NA,01/09/09,19/07/10,T,,,18/01/10 22:17,17/03/10 21:01
999,2,2,256,NA,20/07/06,19/07/10,T,,,18/01/10 23:31,04/06/10 19:52
1000,2,7,210,NA,20/07/06,20/07/10,T,,,18/01/10 22:30,30/08/10 16:36
1001,6,23,2442,NA,20/07/10,19/07/14,T,,,12/08/11 15:35,12/08/11 15:35
1002,2,4,213,NA,20/07/06,20/07/10,T,,,18/01/10 22:34,03/06/10 16:55
1003,2,9,248,NA,20/07/06,19/07/10,T,,,18/01/10 23:15,17/03/10 21:01
1004,2,12,249,NA,12/02/09,19/07/10,T,,,18/01/10 23:16,09/04/10 18:53
1005,2,7,251,NA,20/07/06,19/07/10,T,,,18/01/10 23:18,03/06/10 16:22
1006,2,5,1257,NA,20/07/06,20/07/10,T,,,18/01/10 22:45,17/03/10 21:01
1007,6,8,1800,NA,20/07/10,19/07/14,T,,,09/09/10 15:41,09/09/10 15:41
1008,2,2,1209,NA,20/07/06,20/07/10,T,,,18/01/10 23:07,04/06/10 19:53
1009,2,12,244,NA,20/07/06,20/07/10,T,,,18/01/10 23:08,28/07/10 22:59
1010,6,5,153,NA,04/11/10,19/07/14,T,,,04/11/10 19:59,04/11/10 19:59
1011,2,10,950,NA,20/07/06,01/09/09,T,,,18/01/10 23:10,09/04/10 21:15
1012,2,11,963,NA,20/07/06,01/10/07,T,,,18/01/10 23:12,24/05/10 19:25
1013,2,10,242,NA,20/07/06,19/07/10,T,,,18/01/10 23:05,03/08/10 18:27
1014,2,7,214,NA,20/07/06,19/07/10,T,,,18/01/10 22:35,03/08/10 15:24
1015,2,1,896,NA,20/07/06,19/07/10,T,,,18/01/10 22:56,28/07/10 22:20
1016,2,13,992,NA,20/07/06,06/02/07,T,,,18/01/10 23:23,25/05/10 16:39
1017,2,9,207,NA,20/07/06,19/07/10,T,,,18/01/10 22:24,17/03/10 21:01
1018,2,13,1007,NA,20/07/06,27/11/07,T,,,18/01/10 23:28,24/05/10 19:41
1019,2,5,680,NA,20/07/06,13/05/09,T,,,18/01/10 21:54,18/08/11 20:28
1020,2,3,66,NA,20/07/06,19/07/10,T,,,18/01/10 22:22,28/07/10 22:39
1021,2,6,102,NA,20/07/06,20/07/10,T,,,20/01/10 18:36,04/06/10 19:47
1022,2,1,4,NA,20/07/06,19/07/10,T,,,22/01/10 20:48,28/07/10 21:57
1023,2,7,209,NA,20/07/06,20/07/10,T,,,18/01/10 22:28,17/03/10 21:01
1024,2,10,1187,NA,20/07/06,19/07/10,T,,,18/01/10 22:46,17/03/10 21:01
1025,2,6,798,NA,20/07/06,19/07/10,T,,,18/01/10 22:21,17/03/10 21:01
1026,2,14,1255,NA,20/07/06,19/07/10,T,,,18/01/10 22:48,17/03/10 21:01
1027,2,11,285,NA,09/06/09,01/10/09,T,,,18/01/10 22:33,24/05/10 21:55
1028,2,7,862,NA,20/07/06,20/07/10,T,,,18/01/10 22:47,03/08/10 18:56
1029,2,9,212,NA,20/07/06,19/07/10,T,,,18/01/10 22:32,17/03/10 21:01
1030,2,4,201,NA,20/07/06,19/07/10,T,,,18/01/10 22:18,17/03/10 21:01
1031,2,5,85,1,20/07/09,19/07/10,T,,,18/01/10 23:03,18/08/11 22:04
1032,2,13,99,NA,20/07/06,20/07/10,T,,,18/01/10 23:30,18/08/11 22:31
1033,2,7,791,NA,20/07/06,19/07/10,T,,,18/01/10 22:18,30/08/10 16:31
1034,2,6,1201,NA,20/07/06,19/07/10,T,,,18/01/10 22:20,03/08/10 19:15
1035,2,12,1222,NA,20/07/06,09/11/07,T,,,18/01/10 22:23,17/03/10 21:01
1036,2,8,98,NA,20/07/06,19/07/10,T,,,18/01/10 23:26,28/07/10 22:13
1037,2,1,811,NA,20/07/06,19/07/10,T,,,18/01/10 22:27,17/03/10 21:01
1038,2,1,814,NA,20/07/06,27/04/07,T,,,18/01/10 22:29,17/03/10 21:01
1039,2,14,817,NA,20/07/06,23/09/08,T,,,18/01/10 22:30,17/03/10 21:01
1040,4,11,93,NA,20/07/02,19/07/06,T,,,02/02/10 15:27,17/03/10 21:01
1041,1,9,2107,NA,01/01/01,30/06/01,T,,,11/02/10 20:52,16/09/11 20:30
1042,1,7,41,NA,20/07/98,19/07/02,T,,,21/01/10 22:28,17/03/10 21:01
1043,4,7,41,NA,20/07/02,19/07/06,T,,,21/01/10 22:27,17/03/10 21:01
1044,2,1,41,NA,20/07/06,19/07/10,T,,,21/01/10 22:25,09/09/10 15:13
1045,2,7,252,NA,20/07/06,19/07/10,T,,,18/01/10 23:22,17/03/10 21:01
1046,2,2,247,NA,20/07/06,19/07/10,T,,,18/01/10 23:13,17/03/10 21:01
1047,2,13,906,NA,20/07/06,19/07/10,T,,,18/01/10 23:00,28/07/10 22:21
1048,2,10,193,NA,20/07/06,19/07/10,T,,,09/02/10 15:04,04/06/10 19:18
1049,2,12,914,NA,20/07/06,19/07/10,T,,,18/01/10 23:01,04/06/10 19:04
1050,2,7,1177,NA,20/07/06,19/07/10,T,,,18/01/10 22:58,03/08/10 15:26
1051,2,10,922,NA,20/07/06,19/06/10,T,,,18/01/10 23:02,03/08/10 18:12
1052,4,5,242,NA,27/07/05,10/06/06,T,,,03/02/10 18:07,17/03/10 21:01
1053,2,4,245,NA,31/01/08,12/05/10,T,,,18/01/10 23:11,26/01/12 14:58
1054,4,13,234,NA,01/06/04,30/09/05,T,,,22/01/10 17:35,16/11/12 16:12
1055,2,3,88,NA,20/07/06,19/07/10,T,,,18/01/10 23:09,28/07/10 22:39
1056,2,5,1253,NA,20/07/06,27/03/08,T,,,18/01/10 23:10,24/05/10 16:14
1057,2,5,921,NA,20/07/06,19/07/10,T,,,18/01/10 23:02,17/03/10 21:01
1058,1,12,240,NA,20/07/98,19/07/02,T,,,29/01/10 22:02,17/03/10 21:01
1059,2,12,240,NA,20/07/06,19/07/10,T,,,18/01/10 23:04,17/03/10 21:01
1060,2,7,904,NA,20/07/06,03/10/09,T,,,18/01/10 22:59,03/06/10 16:25
1061,2,7,927,NA,20/07/06,19/07/10,T,,,18/01/10 23:03,17/03/10 21:01
