id,link
125,Betty/ https://www.eltiempo.com/justicia/investigacion/los-investigados-que-no-podrian-elegir-al-sucesor-de-maya-257848
126,https://www.eluniversal.com.co/politica/admiten-demanda-de-nulidad-contra-curul-de-jorge-benedetti-martelo-EA471475
127,https://www.eltiempo.com/justicia/investigacion/los-investigados-que-no-podrian-elegir-al-sucesor-de-maya-257848
128,https://lasillavacia.com/queridodiario/karen-cure-si-es-la-representante-de-la-gata-46870
129,https://www.elpais.com.co/politica/candidatos-con-rabo-de-paja-estos-los-cuestionados-aspirantes-al-congreso.html
130,https://www.alaluzpublica.com/detrimento-en-el-itfip-apunta-aquileo-medina/
131,https://www.elespectador.com/elecciones-2018/noticias/politica/los-candidatos-al-congreso-que-tienen-cuestionamientos-articulo-742686
132,https://www.eluniversal.com.co/politica/continua-investigacion-preliminar-por-denuncia-de-ordosgoitia-contra-padaui-263729-BUEU376531
133,https://codigoprensa.com/representante-jose-luis-pinedo-campo-se-declaro-impedido-eleccion-contralor/
134,http://www.elpoligrafo.co/procuraduria-general-abrio-investigacion-contra-congresistas-del-cesar-ape-cuello-y-chichi-quintero/
135,https://analisisurbano.org/la-mala-hora-de-donmatias-corrupcion-a-varias-bandas/
136,http://www.wradio.com.co/noticias/actualidad/anulan-eleccion-del-presidente-de-la-comision-de-acusacion-de-camara-de-representantes/20190201/nota/3858351.aspx
137,http://semanariolacalle.com/consejo-de-estado-fallo-a-favor-del-representante-ape-cuello-quien-mantendra-su-investidura-de-congresista/
138,http://extra.com.co/noticias/opinion/la-tragedia-de-mocoa-nos-hace-pensar-293733
139,https://revistametro.co/2018/03/26/miguel-rangel-trafico/
140,https://www.portafolio.co/economia/gobierno/por-corrupcion-la-procuraduria-investiga-a-ocho-congresistas-511424
141,https://laguajirahoy.com/2018/05/demandan-credencial-de-representante-a-camara-maria-cristina-soto-ante-consejo-de-estado.html
142,http://arcoiris.com.co/wp-content/uploads/2011/informes/segundo_informe_elecciones_2011.pdf
143,https://www.eltiempo.com/colombia/otras-ciudades/leonidas-gomez-renuncio-al-senado-para-aspirar-a-gobernacion-de-santander-306698
144,https://www.semana.com/nacion/elecciones-2014/articulo/la-gata-enilce-lopez-sus-herederos-politicos/379441-3
145,https://www.lafm.com.co/politica/decretan-muerte-politica-musa-besaile
146,https://www.eltiempo.com/archivo/documento/CMS-4135077
147,https://lasillavacia.com/silla-caribe/los-lios-de-armando-benedetti-68019
148,https://www.elespectador.com/elecciones-2018/noticias/politica/los-candidatos-al-congreso-que-tienen-cuestionamientos-articulo-742686
149,https://www.elespectador.com/noticias/judicial/corte-suprema-abre-investigacion-nilton-cordoba-por-cartel-de-la-toga-articulo-812157
150,https://www.elespectador.com/elecciones-2018/noticias/politica/los-candidatos-al-congreso-que-tienen-cuestionamientos-articulo-742686
151,https://www.eltiempo.com/justicia/investigacion/procuraduria-investiga-a-congresistas-por-irregularidades-en-el-sena-250048
152,http://caracol.com.co/radio/2018/09/25/judicial/1537910812_449885.html
153,https://www.rcnradio.com/judicial/corte-archivo-investigacion-la-senadora-myriam-paredes-por-desfalco-la-dne
154,https://laorejaroja.com/los-representantes-elegidos-mas-cuestionados1/
155,https://www.rcnradio.com/judicial/corte-deja-en-firme-proceso-contra-aida-merlano-por-compra-de-votos
156,https://www.rcnradio.com/judicial/corte-abre-nueva-investigacion-aida-merlano-por-delitos-electorales
157,https://www.semana.com/nacion/articulo/dos-congresistas-en-escandalo-de-corrupcion-de-las-basuras-en-dosquebradas/585029
158,https://www.lavozdelcinaruco.com/19491-seccion-quinta-del-consejo-de-estado-admite-demanda-contra-representante-nevardo-eneiro-rincon-vergara#.XG2wQKIzYdW
159,https://www.semana.com/nacion/articulo/dos-congresistas-en-escandalo-de-corrupcion-de-las-basuras-en-dosquebradas/585029
160,https://www.elespectador.com/elecciones-2018/noticias/politica/los-candidatos-al-congreso-que-tienen-cuestionamientos-articulo-742686
161,http://www.wradio.com.co/noticias/judicial/corte-suprema-archiva-investigacion-en-contra-de-la-senadora-nora-garcia/20180202/nota/3705914.aspx
162,http://caracol.com.co/radio/2018/03/11/politica/1520776556_044566.html
163,http://caracol.com.co/emisora/2018/03/14/manizales/1521026365_672484.html
164,https://laorejaroja.com/los-representantes-elegidos-mas-cuestionados1/
167,https://www.elpais.com.co/colombia/varios-congresistas-del-valle-entre-los-230-investigados-por-mermelada.html
171,https://www.eltiempo.com/justicia/investigacion/los-investigados-que-no-podrian-elegir-al-sucesor-de-maya-257848
165,https://www.semana.com/nacion/articulo/temistocles-ortega-un-candidato-al-senado-por-cambio-radical-es-acusado-por-la-procuraduria/559418
166,https://www.eltiempo.com/justicia/investigacion/los-investigados-que-no-podrian-elegir-al-sucesor-de-maya-257848
168,http://caracol.com.co/radio/2018/03/11/politica/1520776556_044566.html
169,http://caracol.com.co/radio/2018/08/10/judicial/1533852540_761490.html
170,https://www.eltiempo.com/justicia/investigacion/fiscalia-compulsa-copias-a-la-corte-suprema-contra-el-senador-arturo-char-290870
173,https://laguajirahoy.com/2018/02/corte-suprema-abre-indagacion-preliminar-a-alfredo-deluque-por-posible-mermelada-de-santos.html
174,https://laorejaroja.com/los-representantes-elegidos-mas-cuestionados1/
175,https://www.elespectador.com/elecciones-2018/noticias/politica/nilton-cordoba-y-astrid-sanchez-los-representantes-del-choco-en-el-nuevo-congreso-articulo-743910
176,http://caracol.com.co/radio/2019/01/09/politica/1547059445_463385.html
177,https://www.eltiempo.com/politica/partidos-politicos/avanza-investigacion-de-gustavo-petro-en-el-consejo-nacional-electoral-314822
178,http://www.elespectador.com/noticias/politica/articulo-291416-se-abstienen-de-abrir-investigacion-contra-alexander-lopez-farcp
179,http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
180,https://www.eltiempo.com/justicia/investigacion/herederos-de-caciques-politicos-cuestionados-que-buscan-ir-al-congreso-186804
181,https://www.eluniversal.com.co/colombia/corte-abre-investigacion-preliminar-mas-de-200-congresistas-por-mermelada-272185-CCEU386631
182,https://www.eltiempo.com/justicia/investigacion/investigan-absoluciones-de-leonidas-bustos-gustavo-moreno-y-otros-141190
183,https://www.eltiempo.com/justicia/investigacion/investigan-absoluciones-de-leonidas-bustos-gustavo-moreno-y-otros-141190
184,https://www.eltiempo.com/justicia/cortes/procuraduria-investiga-a-senadores-por-viajar-a-posesion-de-trump-61524
185,https://www.elpais.com.co/colombia/varios-congresistas-del-valle-entre-los-230-investigados-por-mermelada.html
186,https://www.dinero.com/edicion-impresa/caratula/articulo/delfines-ahijados/192181
187,https://www.procuraduria.gov.co/html/noticias_2006/noticias_385.htm
188,http://www.wradio.com.co/noticias/actualidad/procurador-ordonez-revoco-inhabilidad-a-candidato-al-senado-en-atlantico/20140117/nota/2057043.aspx
189,http://www.wradio.com.co/noticias/actualidad/procurador-ordonez-revoco-inhabilidad-a-candidato-al-senado-en-atlantico/20140117/nota/2057043.aspx
190,https://www.eltiempo.com/archivo/documento/CMS-16448720
191,https://www.elheraldo.co/politica/representante-de-cordoba-pierde-investidura-por-inasistencia-plenarias-577562
192,https://www.eltiempo.com/justicia/cortes/anulan-eleccion-de-congresista-luis-emilio-tovar-bello-de-la-comision-de-acusaciones-288716
193,http://www.lapatria.com/sucesos/lo-que-importa-es-limpiar-mi-nombre-jorge-hernan-mesa-195209
194,https://www.elespectador.com/noticias/judicial/jose-ignacio-mesa-investigado-politico-de-envigado-perdio-su-curul-en-el-congreso-articulo-859895
195,https://www.elespectador.com/noticias/politica/la-tras-escena-de-la-perdida-de-la-curul-de-antanas-mockus-articulo-850021
196,https://www.elespectador.com/noticias/politica/le-quitan-la-curul-la-democracia-y-la-oposicion-angela-maria-robledo-articulo-852206
197,https://www.elespectador.com/noticias/politica/senado-suspende-alvaro-ashton-y-le-aplica-la-silla-vacia-articulo-748006
198,https://www.eltiempo.com/justicia/cortes/procuraduria-investiga-a-senadores-por-viajar-a-posesion-de-trump-61524
199,https://www.eltiempo.com/justicia/cortes/procuraduria-investiga-a-senadores-por-viajar-a-posesion-de-trump-61524
200,https://www.rcnradio.com/judicial/corte-suprema-abrio-investigacion-preliminar-por-elenopolitica-en-el-congreso
201,https://www.semana.com/nacion/articulo/hernan-estupinan-suspendido-por-presunta-exigencia-de-dinero-a-miembro-de-su-utl/615310
202,https://consejo-estado.vlex.com.co/vid/-52583703
203,http://www.caracol.com.co/noticias/judicial/ex-congresista-recupera-derechos-politicos-a-traves-de-una-tutela/20051026/nota/215414.aspx
204,https://consejo-estado.vlex.com.co/vid/-52587026
205,http://institucionesconstitucionales.blogspot.com/2006/03/del-cielo-al-infierno-la-prdida-de_08.html
206,http://www.eltiempo.com/archivo/documento/MAM-1256993
207,https://www.eltiempo.com/archivo/documento/MAM-1274603
208,http://www.corteconstitucional.gov.co/relatoria/2003/T-1232-03.htm
209,http://legal.legis.com.co/document/Index?obra=jurcol&document=jurcol_75992041b918f034e0430a010151f034
210,http://www.elespectador.com/noticias/judicial/articulo-parapolitica-capturado-ex-representante-luis-emilio-martinez
211,http://legal.legis.com.co/document/Index?obra=jurcol&document=jurcol_75992041b918f034e0430a010151f034
212,http://vlex.com/vid/-52590791
213,https://caracol.com.co/radio/2001/02/06/nacional/0981442800_026410.html
214,http://legal.legis.com.co/document/Index?obra=jurcol&document=jurcol_75992041b918f034e0430a010151f034
215,http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=6358
216,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=6358
217,[DOC] CONSEJO DE ESTADO 190.24.134.67/pce/sentencias/.../CE-SP-EXP2001-NAC11759.doc
218,https://www.eltiempo.com/archivo/documento/MAM-1256367
219,https://consejo-estado.vlex.com.co/vid/-355744530
220,http://www.caracol.com.co/noticias/actualidad/dos-congresistas-perdieron-su-investidura-determino-consejo-de-estado/20010808/nota/28914.aspx
221,https://caracol.com.co/radio/2001/08/08/nacional/0997250400_028914.html
222,https://www.eltiempo.com/archivo/documento/MAM-472381
223,"https://www.redjurista.com/Documents/consejo_de_estado,_seccion_primera_e._no._ac0112_de_2001.aspx#/"
224,https://www.eltiempo.com/archivo/documento/MAM-477471
225,www.dmsjuridica.com/.../CE-SP-EXP2001-NAC1.
226,http://vlex.com/vid/-52562581
227,http://institucionesconstitucionales.blogspot.com/2006/03/del-cielo-al-infierno-la-prdida-de.html
228,"https://www.redjurista.com/Documents/consejo_de_estado,_sala_plena_e._no._pi031_de_2002.aspx#/"
229,http://www.dmsjuridica.com/JURISPRUDENCIA/buscador/consejo/2002/SALA%20PLENA/11001-03-15-000-2002-0042-01(PI-039).html
230,http://www.dmsjuridica.com/JURISPRUDENCIA/buscador/consejo/2002/SALA%20PLENA/11001-03-15-000-2001-0249-01(PI-033).html
231,http://www.elespectador.com/noticias/judicial/articulo-225258-corte-suprema-absuelve-ex-congresista-lorenzo-rivera-hernandez
232,http://www.consejodeestado.gov.co/documentos/boletines/PDF/11001-03-15-000-2014-00925-00(PI).pdf
233,http://consejo-estado.vlex.com.co/vid/-52545885
234,https://consejo-estado.vlex.com.co/vid/-52545885
235,http://www.procuraduria.gov.co/html/noticias_2005/noticias_329.htm
238,http://www.consejodeestado.gov.co/news/decretan-perdida-de-investidura-de-exsenador-hector-julio-alfonso/
236,http://www.eltiempo.com/archivo/documento/CMS-3437992
237,https://www.semana.com/nacion/articulo/consejo-de-estado-decreta-perdida-de-investidura-para-congresista-holger-diaz/541038
239,https://noticias.canalrcn.com/nacional-justicia/decretan-perdida-investidura-exsenador-hector-julio-alfonso-lopez
240,http://www.elespectador.com/noticias/judicial/articulo-381640-confirman-destitucion-e-inhabilidad-de-10-anos-senador-merlano
241,http://www.elespectador.com/noticias/judicial/articulo-359207-se-inicia-proceso-contra-senador-merlano-trafico-de-influencias
242,http://www.eltiempo.com/justicia/ARTICULO-WEB-NEW_NOTA_INTERIOR-12922460.html
243,http://www.elespectador.com/noticias/judicial/articulo-411244-consejo-de-estado-fallo-muerte-politica-german-olano
244,http://www.elespectador.com/noticias/judicial/articulo-409855-consejo-de-estado-decreto-perdida-de-investidura-ivan-moreno-roj
245,http://www.elespectador.com/noticias/judicial/articulo-381435-consejo-de-estado-decreto-muerte-politica-al-congresista-jaime-c
246,http://190.24.134.67/pce/consultaproceso3.asp?numero=11001031500020110020700
