id,persona_id,corporacion_id,cuatrienio_id,partido_id,curul_id,circunscripcion_id,activo,usercreated,usermodified,create_at,updated_at
55,375,2,1,2,NA,19,,,,,
49,367,2,1,4,NA,31,,,,,
200,586,1,1,74,NA,35,,,,,
138,488,2,1,4,NA,17,,,,,
34,342,2,1,2,NA,27,,,,,
371,829,2,1,4,NA,31,,,,,
2055,829,2,1,4,NA,31,,,,,
2054,829,2,1,4,NA,31,,,,,
158,517,2,1,40,NA,29,,,,,
1946,517,2,1,40,NA,29,,,,,
2040,517,2,1,40,NA,29,,,,,
78,405,2,1,91,NA,31,,,,,
65,389,2,1,5,NA,1,,,,,
170,537,1,1,2,NA,35,,,,,
29,336,2,1,2,NA,3,,,,,
1850,336,2,4,2,NA,3,,,,,
512,1033,2,1,2,NA,30,,,,,
83,412,2,1,74,NA,10,,,,,
657,619,2,4,2,NA,3,,,,,
1858,619,2,4,2,NA,3,,,,,
627,534,2,4,4,NA,23,,,,,
192,575,2,1,2,NA,12,,,,,
149,504,2,1,70,NA,31,,,,,
134,480,2,1,2,NA,1,,,,,
1546,2224,2,4,3,NA,3,,,,,
234,640,1,1,2,NA,35,,,,,
223,618,1,1,2,NA,35,,,,,
136,486,1,1,74,NA,35,,,,,
1066,164,2,2,3,NA,8,,,,,
53,371,1,1,74,NA,35,,,,,
261,675,1,1,4,NA,35,,,,,
348,795,2,1,2,NA,34,,,,,
214,606,2,1,4,NA,12,,,,,
923,1140,1,4,28,NA,35,,,,,
221,616,2,1,2,NA,34,,,,,
545,354,2,4,1,NA,28,,,,,
178,552,2,1,2,NA,14,,,,,
2045,552,2,1,2,NA,14,,,,,
884,1091,1,4,2,NA,35,,,,,
1378,1091,1,1,2,NA,35,,,,,
394,861,2,1,38,NA,3,,,,,
280,703,1,1,2,NA,35,,,,,
2003,703,1,1,2,NA,35,,,,,
270,685,2,1,2,NA,22,,,,,
168,533,2,1,61,NA,7,,,,,
661,624,2,4,53,NA,17,,,,,
201,588,2,1,4,NA,17,,,,,
573,426,1,4,2,NA,35,,,,,
95,426,2,1,2,NA,1,,,,,
391,858,2,1,2,NA,10,,,,,
163,525,1,1,69,NA,35,,,,,
330,770,2,1,2,NA,1,,,,,
292,720,1,1,2,NA,35,,,,,
303,733,1,1,2,NA,35,,,,,
1547,2226,2,4,2,NA,17,,,,,
191,574,1,1,2,NA,35,,,,,
603,481,1,4,37,NA,35,,,,,
258,671,1,1,2,NA,35,,,,,
256,669,2,1,2,NA,15,,,,,
17,320,2,1,2,NA,19,,,,,
287,710,1,1,2,NA,35,,,,,
198,584,1,1,66,NA,35,,,,,
205,595,2,1,2,NA,1,,,,,
509,1029,1,1,96,NA,35,,,,,
871,1072,1,4,4,NA,35,,,,,
1893,1072,1,1,4,NA,35,,,,,
902,1111,2,4,68,NA,15,,,,,
413,887,2,1,4,NA,15,,,,,
404,878,2,1,91,NA,31,,,,,
332,773,2,1,2,NA,13,,,,,
125,468,1,1,4,NA,35,,,,,
102,434,2,1,74,NA,7,,,,,
804,949,2,4,4,NA,7,,,,,
487,1003,1,1,2,NA,35,,,,,
1995,1003,1,1,2,NA,35,,,,,
289,712,2,1,2,NA,12,,,,,
926,1146,1,4,43,NA,35,,,,,
309,742,1,1,2,NA,35,,,,,
2008,742,1,1,2,NA,35,,,,,
931,1137,1,4,4,NA,35,,,,,
1338,1137,2,1,4,NA,34,,,,,
913,1126,2,4,146,NA,7,,,,,
1865,1126,2,4,146,NA,7,,,,,
908,1120,2,4,3,NA,34,,,,,
370,828,2,1,2,NA,4,,,,,
907,1118,2,4,2,NA,8,,,,,
373,833,2,1,77,NA,28,,,,,
416,890,1,1,4,NA,35,,,,,
835,1013,2,4,5,NA,31,,,,,
281,704,2,1,74,NA,10,,,,,
905,1116,2,4,10,NA,9,,,,,
277,697,1,1,69,NA,35,,,,,
946,1132,2,4,2,NA,14,,,,,
344,787,2,1,2,NA,31,,,,,
742,804,2,4,2,NA,28,,,,,
282,705,2,1,2,NA,7,,,,,
930,1149,1,4,2,NA,35,,,,,
924,1141,1,4,73,NA,35,,,,,
844,1041,1,4,103,NA,35,,,,,
625,526,2,4,29,NA,20,,,,,
939,1157,2,4,110,NA,31,,,,,
903,1112,2,4,67,NA,23,,,,,
914,1127,2,4,2,NA,31,,,,,
1866,1127,2,4,2,NA,31,,,,,
483,996,2,1,2,NA,34,,,,,
792,924,1,4,73,NA,35,,,,,
278,698,2,1,79,NA,1,,,,,
491,1008,1,1,2,NA,35,,,,,
1977,1008,1,1,2,NA,35,,,,,
453,946,1,1,4,NA,35,,,,,
342,785,1,1,2,NA,35,,,,,
854,1051,1,4,9,NA,36,,,,,
460,958,2,1,2,NA,2,,,,,
122,465,1,1,2,NA,35,,,,,
596,465,2,4,2,NA,14,,,,,
1975,465,1,1,2,NA,35,,,,,
457,951,2,1,2,NA,12,,,,,
455,948,1,1,2,NA,35,,,,,
795,930,2,4,50,NA,4,,,,,
350,797,2,1,4,NA,15,,,,,
649,589,1,4,1,NA,35,,,,,
268,682,2,1,2,NA,26,,,,,
421,897,1,1,2,NA,35,,,,,
957,1320,2,4,35,NA,1,,,,,
160,520,1,1,4,NA,35,,,,,
1549,2227,2,4,53,NA,10,,,,,
1548,2227,2,4,53,NA,10,,,,,
527,314,2,4,9,NA,36,,,,,
471,977,2,1,2,NA,12,,,,,
863,1064,1,4,3,NA,35,,,,,
1537,1064,1,4,3,NA,35,,,,,
635,550,2,4,68,NA,24,,,,,
864,1065,1,4,28,NA,35,,,,,
1905,1065,1,4,28,NA,35,,,,,
1550,2228,2,4,68,NA,23,,,,,
858,1059,1,4,58,NA,35,,,,,
485,1000,2,1,4,NA,28,,,,,
958,1322,2,4,66,NA,2,,,,,
171,539,2,1,2,NA,31,,,,,
753,830,2,4,2,NA,26,,,,,
843,1040,1,4,2,NA,35,,,,,
670,636,2,4,47,NA,2,,,,,
667,634,1,4,40,NA,35,,,,,
1900,634,1,4,40,NA,35,,,,,
725,760,2,4,68,NA,15,,,,,
1857,760,2,4,68,NA,15,,,,,
175,546,1,1,2,NA,35,,,,,
469,974,1,1,2,NA,35,,,,,
333,774,1,1,27,NA,35,,,,,
801,943,2,4,37,NA,3,,,,,
209,602,1,1,2,NA,35,,,,,
704,714,2,4,4,NA,31,,,,,
224,620,2,1,74,NA,10,,,,,
2038,620,2,1,74,NA,10,,,,,
2037,620,2,1,74,NA,10,,,,,
751,824,2,4,4,NA,20,,,,,
177,551,2,1,2,NA,14,,,,,
46,364,1,1,2,NA,35,,,,,
51,369,2,1,2,NA,31,,,,,
553,369,1,4,2,NA,35,,,,,
942,1160,2,4,53,NA,17,,,,,
482,994,1,1,2,NA,35,,,,,
897,1106,2,4,2,NA,14,,,,,
869,1069,1,4,4,NA,35,,,,,
948,1162,2,4,53,NA,17,,,,,
1557,2251,2,4,2,NA,3,,,,,
904,1114,2,4,2,NA,29,,,,,
940,1158,2,4,4,NA,31,,,,,
70,394,1,1,95,NA,35,,,,,
906,1117,2,4,1,NA,28,,,,,
620,513,2,4,53,NA,26,,,,,
845,1042,1,4,36,NA,35,,,,,
763,852,2,4,17,NA,24,,,,,
465,966,1,1,90,NA,35,,,,,
567,406,1,4,103,NA,35,,,,,
731,784,2,4,53,NA,17,,,,,
86,415,2,1,2,NA,10,,,,,
120,462,2,1,4,NA,25,,,,,
761,844,2,4,2,NA,15,,,,,
915,1128,2,4,2,NA,8,,,,,
758,839,1,4,2,NA,35,,,,,
276,695,2,1,2,NA,25,,,,,
925,1151,1,4,72,NA,35,,,,,
380,845,2,1,2,NA,31,,,,,
438,918,2,1,4,NA,16,,,,,
952,1267,2,4,3,NA,12,,,,,
825,986,2,4,2,NA,1,,,,,
899,1108,2,4,35,NA,31,,,,,
886,1093,1,4,72,NA,35,,,,,
928,1124,2,4,41,NA,1,,,,,
243,649,1,1,9,NA,35,,,,,
515,1036,2,1,11,NA,33,,,,,
771,870,2,4,4,NA,34,,,,,
285,708,1,1,74,NA,35,,,,,
1944,476,2,1,4,NA,19,,,,,
910,476,2,4,4,NA,19,,,,,
1861,476,2,4,4,NA,19,,,,,
253,665,2,1,4,NA,3,,,,,
613,502,2,4,3,NA,3,,,,,
656,614,1,4,73,NA,35,,,,,
933,1152,2,4,3,NA,3,,,,,
945,1131,2,4,2,NA,14,,,,,
476,983,1,1,74,NA,35,,,,,
2017,983,1,1,74,NA,35,,,,,
901,1110,2,4,2,NA,3,,,,,
1526,2132,1,4,9,NA,36,,,,,
418,892,1,1,2,NA,35,,,,,
259,673,2,1,4,NA,20,,,,,
382,848,2,1,2,NA,1,,,,,
345,788,1,1,74,NA,35,,,,,
1978,859,1,1,2,NA,35,,,,,
392,859,1,1,2,NA,35,,,,,
896,1103,2,4,4,NA,22,,,,,
39,351,2,1,4,NA,31,,,,,
2067,351,2,1,4,NA,31,,,,,
58,378,2,1,2,NA,34,,,,,
808,954,2,4,4,NA,7,,,,,
294,723,2,1,40,NA,29,,,,,
917,1130,2,4,5,NA,38,,,,,
386,854,2,1,2,NA,31,,,,,
756,835,2,4,2,NA,28,,,,,
104,436,1,1,11,NA,35,,,,,
376,838,2,1,2,NA,26,,,,,
74,401,1,1,51,NA,35,,,,,
2004,401,1,1,51,NA,35,,,,,
64,388,1,1,105,NA,35,,,,,
891,1098,2,4,4,NA,29,,,,,
883,1090,1,4,45,NA,35,,,,,
381,846,2,1,4,NA,10,,,,,
2030,846,2,1,4,NA,10,,,,,
334,775,2,1,4,NA,20,,,,,
716,741,1,4,2,NA,35,,,,,
503,1023,1,1,4,NA,35,,,,,
849,1046,1,4,72,NA,35,,,,,
614,503,2,4,85,NA,24,,,,,
1856,503,2,4,85,NA,24,,,,,
956,1308,1,4,5,NA,35,,,,,
812,961,2,4,4,NA,8,,,,,
179,553,2,1,4,NA,16,,,,,
425,902,2,1,38,NA,3,,,,,
508,1028,2,1,2,NA,22,,,,,
853,1050,1,4,58,NA,35,,,,,
302,732,2,1,4,NA,21,,,,,
609,494,2,4,2,NA,34,,,,,
174,544,2,1,54,NA,28,,,,,
71,396,2,1,4,NA,26,,,,,
337,778,1,1,2,NA,35,,,,,
211,603,1,1,59,NA,35,,,,,
2001,603,1,1,59,NA,35,,,,,
892,1099,2,4,4,NA,29,,,,,
698,699,2,4,2,NA,15,,,,,
91,421,2,1,4,NA,8,,,,,
237,642,2,1,28,NA,33,,,,,
1972,959,1,1,3,NA,35,,,,,
811,959,1,4,3,NA,35,,,,,
1885,959,1,4,3,NA,35,,,,,
1886,959,1,4,3,NA,35,,,,,
1887,959,1,4,3,NA,35,,,,,
2006,959,1,1,3,NA,35,,,,,
671,637,2,4,2,NA,17,,,,,
893,1100,2,4,2,NA,16,,,,,
321,757,2,1,2,NA,34,,,,,
417,891,2,1,4,NA,31,,,,,
225,626,1,1,4,NA,35,,,,,
75,402,1,1,2,NA,35,,,,,
2012,402,1,1,2,NA,35,,,,,
2011,402,1,1,2,NA,35,,,,,
720,752,2,4,110,NA,31,,,,,
14,316,2,1,2,NA,3,,,,,
470,976,1,1,2,NA,35,,,,,
872,1073,1,4,2,NA,35,,,,,
497,1015,1,1,4,NA,35,,,,,
629,538,2,4,2,NA,20,,,,,
340,782,1,1,59,NA,35,,,,,
385,851,2,1,17,NA,24,,,,,
595,464,2,4,2,NA,14,,,,,
422,898,2,1,67,NA,4,,,,,
215,607,2,1,2,NA,7,,,,,
1554,2241,2,4,3,NA,34,,,,,
1552,2232,1,4,129,NA,35,,,,,
146,499,2,1,2,NA,31,,,,,
1980,729,1,1,4,NA,35,,,,,
299,729,1,1,4,NA,35,,,,,
28,334,1,1,2,NA,35,,,,,
219,613,2,1,2,NA,12,,,,,
889,1096,2,4,2,NA,28,,,,,
324,762,1,1,2,NA,35,,,,,
288,711,1,1,2,NA,35,,,,,
157,515,2,1,2,NA,10,,,,,
769,867,2,4,10,NA,34,,,,,
240,645,1,1,4,NA,35,,,,,
296,725,1,1,4,NA,35,,,,,
710,725,1,4,4,NA,35,,,,,
1136,725,1,2,4,NA,35,,,,,
77,404,2,1,102,NA,13,,,,,
423,899,2,1,2,NA,29,,,,,
390,857,2,1,74,NA,10,,,,,
2000,4450,1,1,2,NA,35,,,,,
255,667,1,1,2,NA,35,,,,,
959,1323,2,4,38,NA,3,,,,,
1,302,2,1,2,NA,31,,,,,
877,1079,1,4,4,NA,35,,,,,
108,1079,1,1,4,NA,35,,,,,
440,923,2,1,38,NA,3,,,,,
740,802,1,4,27,NA,35,,,,,
26,332,2,1,2,NA,8,,,,,
56,376,1,1,2,NA,35,,,,,
826,987,2,4,1,NA,26,,,,,
377,840,1,1,74,NA,35,,,,,
727,767,2,4,3,NA,22,,,,,
1859,767,2,4,3,NA,22,,,,,
13,315,2,1,2,NA,16,,,,,
860,1056,1,4,4,NA,35,,,,,
2385,7795,1,7,3,NA,35,,,,,
591,456,1,4,37,NA,35,,,,,
686,672,2,4,4,NA,31,,,,,
1862,672,2,4,4,NA,31,,,,,
1954,3361,1,1,2,NA,35,,,,,
1246,1282,2,2,4,NA,23,,,,,
151,506,1,1,4,NA,35,,,,,
599,472,2,4,61,NA,2,,,,,
594,461,2,4,53,NA,12,,,,,
42,356,1,1,74,NA,35,,,,,
33,340,2,1,4,NA,3,,,,,
2028,340,2,1,4,NA,3,,,,,
1901,2589,1,4,2,NA,35,,,,,
69,393,2,1,70,NA,31,,,,,
522,306,1,4,4,NA,35,,,,,
2372,12215,2,1,2,NA,32,,,,,
148,501,2,1,70,NA,31,,,,,
400,872,1,1,2,NA,35,,,,,
375,837,1,1,2,NA,35,,,,,
1961,3485,2,1,4,NA,3,,,,,
934,1153,2,4,2,NA,28,,,,,
919,1134,2,4,2,NA,30,,,,,
1483,2049,1,4,2,NA,35,,,,,
232,638,2,1,4,NA,17,,,,,
1543,2214,1,4,2,NA,35,,,,,
141,491,1,1,2,NA,35,,,,,
93,424,2,1,2,NA,34,,,,,
2069,424,2,1,2,NA,34,,,,,
1074,1225,2,2,17,NA,22,,,,,
878,524,1,4,43,NA,35,,,,,
1947,524,1,1,43,NA,35,,,,,
2015,524,1,1,43,NA,35,,,,,
2016,524,1,1,43,NA,35,,,,,
2048,4642,2,1,2,NA,28,,,,,
1556,2250,1,4,2,NA,35,,,,,
263,677,1,1,4,NA,35,,,,,
68,392,2,1,4,NA,8,,,,,
708,719,1,4,2,NA,35,,,,,
445,935,1,1,40,NA,35,,,,,
1992,935,1,1,40,NA,35,,,,,
1991,935,1,1,40,NA,35,,,,,
250,661,1,1,105,NA,35,,,,,
767,865,1,4,53,NA,35,,,,,
139,489,1,1,2,NA,35,,,,,
680,651,1,4,6,NA,35,,,,,
1544,2215,1,4,129,NA,35,,,,,
865,600,1,4,37,NA,35,,,,,
1904,600,1,4,37,NA,35,,,,,
1881,600,1,4,37,NA,35,,,,,
1953,600,2,1,37,NA,35,,,,,
2005,600,1,1,37,NA,35,,,,,
362,820,2,1,2,NA,1,,,,,
868,1068,1,4,73,NA,35,,,,,
1362,1068,1,1,73,NA,35,,,,,
89,418,1,1,2,NA,35,,,,,
782,900,1,4,4,NA,35,,,,,
780,895,2,4,2,NA,15,,,,,
2007,4454,1,1,11,NA,35,,,,,
693,687,2,4,53,NA,30,,,,,
880,1084,1,4,11,NA,35,,,,,
999,1192,2,2,4,NA,34,,,,,
662,625,1,4,53,NA,35,,,,,
1538,625,1,4,53,NA,35,,,,,
938,1156,2,4,2,NA,2,,,,,
66,390,1,1,30,NA,35,,,,,
563,390,1,4,30,NA,35,,,,,
1230,390,1,2,30,NA,35,,,,,
2010,4455,1,1,4,NA,35,,,,,
486,1001,2,1,144,NA,24,,,,,
1545,2223,1,4,127,NA,35,,,,,
2019,4457,1,1,2,NA,35,,,,,
882,1089,1,4,2,NA,35,,,,,
308,740,2,1,2,NA,20,,,,,
286,709,1,1,4,NA,35,,,,,
639,560,1,4,8,NA,35,,,,,
1174,560,1,2,8,NA,35,,,,,
183,560,1,1,8,NA,35,,,,,
2035,1652,2,1,4,NA,10,,,,,
624,523,2,4,110,NA,31,,,,,
245,655,2,1,2,NA,18,,,,,
1508,2107,2,4,66,NA,2,,,,,
1507,2107,2,1,66,NA,17,,,,,
2032,2107,2,1,66,NA,17,,,,,
1769,2044,2,6,2,NA,14,,,,,
598,470,2,4,34,NA,1,,,,,
1942,133,2,2,4,NA,8,,,,,
1672,133,1,6,4,NA,35,,,,,
1518,133,2,4,4,NA,35,,,,,
372,831,2,1,70,NA,31,,,,,
1612,1219,2,6,2,NA,1,,,,,
1057,1219,2,2,2,NA,1,,,,,
176,548,1,1,2,NA,35,,,,,
1682,548,1,6,2,NA,35,,,,,
130,475,1,1,4,NA,35,,,,,
1434,252,2,2,5,NA,3,,,,,
1436,252,2,1,5,NA,3,,,,,
1435,252,2,4,5,NA,3,,,,,
602,28,1,4,2,NA,35,,,,,
131,28,1,1,2,NA,35,,,,,
1159,28,1,2,2,NA,35,,,,,
1690,28,1,6,2,NA,35,,,,,
1334,3,1,2,3,NA,35,,,,,
248,659,2,1,2,NA,2,,,,,
1297,1313,2,2,3,NA,12,,,,,
1910,1313,2,2,3,NA,12,,,,,
1455,86,1,2,5,NA,35,,,,,
2564,13900,1,8,144,NA,35,,,,,
663,627,2,4,1,NA,28,,,,,
1007,627,2,2,1,NA,28,,,,,
45,363,2,1,67,NA,4,,,,,
1734,1912,2,6,12,NA,8,,,,,
450,942,2,1,2,NA,31,,,,,
2025,942,2,1,2,NA,31,,,,,
2024,942,2,1,2,NA,31,,,,,
1422,97,1,2,4,NA,35,,,,,
1671,97,1,6,4,NA,35,,,,,
1287,1309,1,2,1,NA,35,,,,,
630,541,2,4,1,NA,24,,,,,
1771,2042,2,6,2,NA,16,,,,,
1157,46,1,2,2,NA,35,,,,,
652,46,2,4,2,NA,20,,,,,
142,492,1,1,66,NA,35,,,,,
628,535,2,4,2,NA,29,,,,,
233,639,2,1,4,NA,7,,,,,
672,639,2,4,4,NA,7,,,,,
2086,8709,2,7,246,NA,37,,,,,
1229,1271,1,2,5,NA,35,,,,,
947,1166,2,4,2,NA,2,,,,,
566,399,1,4,3,NA,35,,,,,
1241,399,1,2,3,NA,35,,,,,
98,430,2,1,2,NA,31,,,,,
1912,2656,2,2,6,NA,23,,,,,
1941,2961,2,2,4,NA,34,,,,,
1344,108,2,4,3,NA,33,,,,,
968,108,2,2,3,NA,33,,,,,
1782,2499,2,6,5,NA,12,,,,,
2172,2499,2,7,5,NA,12,,,,,
2450,2499,2,8,5,NA,12,,,,,
1022,158,2,2,2,NA,30,,,,,
1737,1992,2,6,3,NA,10,,,,,
1939,2958,2,2,115,NA,37,,,,,
1070,152,2,2,2,NA,21,,,,,
1966,1646,2,6,4,NA,26,,,,,
1299,1315,2,2,2,NA,10,,,,,
1566,2425,2,2,3,NA,33,,,,,
1215,212,2,2,6,NA,36,,,,,
1331,104,2,2,1,NA,28,,,,,
1090,162,2,2,4,NA,10,,,,,
1264,172,2,2,5,NA,19,,,,,
2039,4584,2,1,2,NA,25,,,,,
1185,36,1,2,9,NA,36,,,,,
1837,1984,2,6,2,NA,31,,,,,
2375,1984,1,7,2,NA,35,,,,,
2379,1984,1,7,2,NA,35,,,,,
1351,55,1,2,2,NA,35,,,,,
1213,1262,2,2,43,NA,22,,,,,
1078,484,2,2,4,NA,17,,,,,
1882,484,1,4,4,NA,35,,,,,
1883,484,1,4,4,NA,35,,,,,
605,484,1,4,4,NA,35,,,,,
1002,1195,2,2,111,NA,29,,,,,
2415,13833,2,8,2,NA,2,,,,,
713,735,2,4,49,NA,1,,,,,
1489,129,2,2,5,NA,24,,,,,
1488,129,2,4,5,NA,24,,,,,
1487,129,1,1,5,NA,35,,,,,
1468,12,1,4,4,NA,35,,,,,
1677,12,1,6,4,NA,35,,,,,
1386,12,1,2,4,NA,35,,,,,
1437,247,2,2,114,NA,37,,,,,
1438,247,2,4,114,NA,37,,,,,
1470,120,2,2,2,NA,30,,,,,
1388,121,2,2,1,NA,7,,,,,
1040,1209,2,2,117,NA,7,,,,,
1084,1229,2,2,144,NA,19,,,,,
1785,1229,2,6,144,NA,19,,,,,
155,511,1,1,6,NA,35,,,,,
1207,511,1,2,6,NA,35,,,,,
800,939,2,4,2,NA,10,,,,,
1088,939,2,2,2,NA,10,,,,,
283,706,2,1,37,NA,30,,,,,
702,706,2,4,37,NA,30,,,,,
1639,11,1,6,5,NA,35,,,,,
1364,11,1,2,5,NA,35,,,,,
12,313,2,1,34,NA,13,,,,,
526,313,2,4,34,NA,13,,,,,
1091,313,2,2,34,NA,13,,,,,
1367,183,2,4,3,NA,34,,,,,
1830,183,2,6,3,NA,34,,,,,
1368,183,2,2,3,NA,34,,,,,
2281,183,1,7,3,NA,35,,,,,
1271,90,1,2,3,NA,35,,,,,
41,355,1,1,2,NA,35,,,,,
1963,3487,2,1,90,NA,3,,,,,
778,893,2,4,39,NA,31,,,,,
890,1097,2,4,2,NA,24,,,,,
634,549,2,4,3,NA,22,,,,,
1520,2120,2,4,2,NA,32,,,,,
2672,13055,2,8,144,NA,1,,,,,
54,374,2,1,3,NA,28,,,,,
632,545,2,4,2,NA,1,,,,,
700,701,2,4,4,NA,19,,,,,
153,508,2,1,9,NA,17,,,,,
2186,508,2,7,9,NA,17,,,,,
335,776,1,1,90,NA,35,,,,,
428,905,1,1,2,NA,35,,,,,
505,1025,1,1,4,NA,35,,,,,
2002,1025,1,1,4,NA,35,,,,,
431,910,2,1,97,NA,24,,,,,
724,759,2,4,80,NA,1,,,,,
1542,2213,1,4,5,NA,35,,,,,
786,908,2,4,53,NA,31,,,,,
1413,250,2,2,4,NA,22,,,,,
1962,3486,2,1,2,NA,31,,,,,
589,455,1,4,67,NA,35,,,,,
898,1107,2,4,110,NA,31,,,,,
1194,448,1,2,3,NA,35,,,,,
584,448,2,4,3,NA,2,,,,,
1956,326,2,1,2,NA,29,,,,,
403,877,2,1,70,NA,31,,,,,
88,417,2,1,75,NA,30,,,,,
2044,417,2,1,75,NA,30,,,,,
1433,94,1,2,145,NA,35,,,,,
1567,2431,2,2,117,NA,33,,,,,
395,863,2,1,2,NA,11,,,,,
1188,1256,1,2,3,NA,35,,,,,
546,357,1,4,2,NA,35,,,,,
1291,357,1,2,2,NA,35,,,,,
2119,7329,2,7,144,NA,1,,,,,
1301,1316,2,2,5,NA,24,,,,,
1416,91,1,2,3,NA,35,,,,,
1417,91,1,4,3,NA,35,,,,,
1418,91,1,1,3,NA,35,,,,,
658,621,2,4,3,NA,3,,,,,
1316,240,2,2,2,NA,32,,,,,
1408,240,2,1,2,NA,32,,,,,
1409,240,2,4,2,NA,32,,,,,
929,1150,1,4,2,NA,35,,,,,
2528,13967,2,8,3,NA,31,,,,,
1908,1618,1,2,6,NA,35,,,,,
1510,2111,2,4,5,NA,22,,,,,
793,85,1,4,4,NA,35,,,,,
1257,85,1,2,4,NA,35,,,,,
1661,85,1,6,4,NA,35,,,,,
2268,85,1,7,4,NA,35,,,,,
1322,147,2,2,1,NA,33,,,,,
2648,13222,1,8,196,NA,35,,,,,
1498,26,1,2,5,NA,35,,,,,
1876,984,1,4,53,NA,35,,,,,
1877,984,1,4,53,NA,35,,,,,
823,984,1,4,53,NA,35,,,,,
1583,1785,2,6,5,NA,3,,,,,
2104,1785,2,7,5,NA,3,,,,,
2079,1246,2,6,5,NA,12,,,,,
1135,1246,2,2,5,NA,12,,,,,
1863,2549,2,4,103,NA,31,,,,,
242,648,2,1,2,NA,8,,,,,
1484,2050,2,4,40,NA,1,,,,,
1426,95,1,2,3,NA,35,,,,,
468,973,1,1,3,NA,35,,,,,
819,973,1,4,3,NA,35,,,,,
1180,973,1,2,3,NA,35,,,,,
504,1024,2,1,2,NA,22,,,,,
244,652,2,1,17,NA,24,,,,,
979,1182,2,2,5,NA,3,,,,,
593,460,1,4,47,NA,35,,,,,
1536,460,1,4,47,NA,35,,,,,
1535,460,1,4,47,NA,35,,,,,
1551,2230,1,4,73,NA,35,,,,,
1280,45,1,2,5,NA,35,,,,,
202,590,2,1,150,NA,20,,,,,
1925,590,2,6,150,NA,20,,,,,
424,901,2,1,2,NA,16,,,,,
783,901,2,4,2,NA,16,,,,,
696,694,1,4,73,NA,35,,,,,
489,1005,2,1,2,NA,26,,,,,
412,886,2,1,29,NA,1,,,,,
2175,9129,2,7,2,NA,12,,,,,
2452,9129,2,8,2,NA,12,,,,,
2455,8815,2,8,2,NA,19,,,,,
1631,819,2,6,6,NA,1,,,,,
361,819,1,1,6,NA,35,,,,,
1810,2514,2,6,5,NA,25,,,,,
207,597,2,1,38,NA,3,,,,,
387,855,2,1,2,NA,16,,,,,
2651,13064,1,8,185,NA,36,,,,,
180,554,2,1,4,NA,20,,,,,
173,542,2,1,17,NA,24,,,,,
738,205,2,4,4,NA,1,,,,,
1616,205,2,6,4,NA,1,,,,,
1285,205,2,2,4,NA,1,,,,,
2123,205,2,7,4,NA,1,,,,,
894,1101,2,4,17,NA,22,,,,,
254,666,2,1,2,NA,7,,,,,
685,666,2,4,2,NA,7,,,,,
1381,793,2,4,5,NA,1,,,,,
1097,793,1,2,5,NA,35,,,,,
2671,12314,2,8,5,NA,16,,,,,
67,391,1,1,3,NA,35,,,,,
564,391,1,4,3,NA,35,,,,,
2289,9562,1,7,144,NA,35,,,,,
870,1070,1,4,67,NA,35,,,,,
1541,2212,1,4,67,NA,35,,,,,
2492,12565,2,8,145,NA,29,,,,,
47,365,1,1,2,NA,35,,,,,
1979,365,1,1,2,NA,35,,,,,
820,975,2,4,2,NA,7,,,,,
1577,1522,2,6,4,NA,3,,,,,
2091,1522,2,7,4,NA,3,,,,,
2402,1522,2,8,4,NA,3,,,,,
1197,692,1,2,1,NA,35,,,,,
695,692,1,4,1,NA,35,,,,,
212,604,1,1,62,NA,35,,,,,
802,87,1,4,5,NA,35,,,,,
1096,87,1,2,5,NA,35,,,,,
1592,87,1,6,5,NA,35,,,,,
1594,1531,2,6,4,NA,2,,,,,
2252,1531,1,7,4,NA,35,,,,,
2590,1531,1,8,4,NA,35,,,,,
619,512,2,4,134,NA,20,,,,,
1079,512,2,2,134,NA,20,,,,,
1789,512,2,6,134,NA,20,,,,,
2211,7356,2,7,6,NA,3,,,,,
358,810,1,1,67,NA,35,,,,,
452,945,2,1,91,NA,31,,,,,
2027,945,2,1,91,NA,31,,,,,
1387,161,2,4,2,NA,17,,,,,
1077,161,2,2,2,NA,17,,,,,
451,944,1,1,9,NA,36,,,,,
660,623,1,4,73,NA,35,,,,,
542,349,2,4,67,NA,3,,,,,
1236,1276,1,2,144,NA,35,,,,,
1244,1280,2,2,5,NA,11,,,,,
2085,7616,2,7,2,NA,4,,,,,
328,766,1,1,52,NA,35,,,,,
1389,114,2,1,5,NA,24,,,,,
1390,114,1,4,5,NA,35,,,,,
1392,114,2,2,5,NA,24,,,,,
1119,1239,2,2,7,NA,15,,,,,
57,377,2,1,150,NA,20,,,,,
410,884,2,1,81,NA,8,,,,,
776,884,1,4,81,NA,35,,,,,
167,532,2,1,4,NA,10,,,,,
1540,2211,1,4,4,NA,35,,,,,
518,1039,2,1,2,NA,15,,,,,
1083,1228,2,2,1,NA,19,,,,,
1363,155,2,2,3,NA,28,,,,,
2569,13901,1,8,144,NA,35,,,,,
2237,8639,2,7,5,NA,31,,,,,
1933,2817,2,6,225,NA,37,,,,,
1752,2489,1,4,162,NA,35,,,,,
1751,2489,1,1,162,NA,35,,,,,
1753,2489,1,2,162,NA,36,,,,,
1354,175,2,4,4,NA,8,,,,,
1355,175,2,2,4,NA,8,,,,,
2291,9464,1,7,144,NA,35,,,,,
2568,9464,1,8,144,NA,35,,,,,
2138,8580,2,7,5,NA,8,,,,,
354,806,1,1,2,NA,35,,,,,
