id,persona_id,partido_id,fecha,fecha_final,activo,usercreated,usermodified,created_at,updated_at
1227,374,2,1990-06-30,1992-03-30,,,,,
1228,374,2,1992-06-01,1994-12-31,,,,,
1252,990,2,1991-07-01,1991-07-01,,,,,
1253,990,2,1990-07-20,1991-12-12,,,,,
1254,990,2,1986-01-01,1990-05-30,,,,,
1255,990,2,1984-01-01,1986-01-01,,,,,
1256,990,2,1972-01-01,1976-12-31,,,,,
1246,820,2,1998-07-20,2002-07-19,,,,,
1247,820,2,1994-07-20,1998-07-19,,,,,
1248,820,2,1988-06-01,1990-05-30,,,,,
1249,820,2,1986-01-06,1988-05-30,,,,,
1007,391,2,1984-01-01,1986-12-31,,,,,
1297,113,3,2006-07-20,2010-07-19,,,,,
1309,28,2,2006-07-20,2010-07-19,,,,,
1454,745,NA,1994-07-20,1998-07-19,,,,,
1455,745,NA,1990-06-01,1992-05-31,,,,,
1456,745,NA,1992-06-01,1994-12-31,,,,,
1457,765,NA,1995-01-01,1997-12-31,,,,,
1462,823,NA,1992-10-01,1993-02-05,,,,,
1463,823,NA,1993-02-10,1994-07-19,,,,,
1295,9,2,2006-07-20,2010-07-19,,,,,
1283,47,3,2006-07-20,2010-07-19,,,,,
1298,13,5,2006-07-20,2010-07-19,,,,,
1305,19,3,2006-07-20,2010-07-19,,,,,
1296,12,117,2006-07-20,2010-07-20,,,,,
1318,35,117,2007-11-27,2010-07-20,,,,,
1291,20,4,2006-07-20,2010-07-19,,,,,
1307,27,4,2006-07-20,2010-07-19,,,,,
1317,519,5,2006-07-20,2010-07-19,,,,,
1300,116,2,2006-07-20,2010-07-19,,,,,
1434,590,NA,1998-07-20,2001-09-10,,,,,
1435,590,NA,1997-07-20,1997-12-16,,,,,
1308,136,5,2006-07-20,2010-07-19,,,,,
1301,398,4,2006-07-20,2010-07-20,,,,,
1321,547,68,2006-07-20,2010-07-19,,,,,
1303,1167,20,2006-07-20,2010-07-20,,,,,
1276,753,23,1991-02-04,1991-07-04,,,,,
1290,446,63,1994-07-20,1998-07-19,,,,,
1319,1055,44,2002-07-20,2006-07-19,,,,,
1320,1055,5,2006-07-20,2010-07-19,,,,,
1316,145,5,2006-07-20,2010-07-20,,,,,
1292,318,2,2006-07-20,2010-07-19,,,,,
1294,4,4,2006-07-20,2010-07-19,,,,,
1313,133,4,2006-07-20,2010-07-20,,,,,
1304,127,2,2006-07-20,2010-07-20,,,,,
1310,140,3,2009-07-08,2010-07-20,,,,,
1314,1292,7,2007-12-20,2010-07-19,,,,,
1449,88,2,1998-09-01,1998-09-25,,,,,
1315,512,113,2006-07-20,2010-07-19,,,,,
1302,123,2,2006-07-20,2010-07-19,,,,,
1312,25,2,2006-07-20,2010-07-19,,,,,
1311,16,3,2006-07-20,2010-07-19,,,,,
1392,1027,NA,1995-01-01,1997-12-31,,,,,
1393,1027,NA,1990-06-01,1992-03-30,,,,,
1394,1029,NA,1980-01-01,1982-12-31,,,,,
1395,1029,NA,1982-07-20,1986-07-19,,,,,
1277,58,2,1986-06-01,1990-05-31,,,,,
939,748,4,1981-07-01,1991-07-31,,,,,
940,748,4,1991-07-01,1994-07-19,,,,,
1450,740,2,1990-06-01,1991-07-04,,,,,
1451,663,NA,1991-12-12,1994-07-19,,,,,
1452,663,NA,1994-07-20,1998-07-19,,,,,
1459,826,NA,1994-07-20,1998-07-19,,,,,
58,339,58,2002-07-20,2006-07-19,,,,,
59,339,58,1998-07-20,2002-07-19,,,,,
60,339,58,1994-07-20,1998-07-19,,,,,
1465,831,NA,1994-07-20,1998-07-19,,,,,
1306,134,5,2006-07-20,2010-07-20,,,,,
1287,449,2,1990-07-20,1991-07-04,,,,,
1288,449,2,1990-01-01,1992-07-19,,,,,
1289,449,2,1984-07-20,1986-07-19,,,,,
1464,864,NA,1994-11-09,1998-07-19,,,,,
1389,326,NA,2004-01-01,2007-12-31,,,,,
567,808,2,1982-01-01,1983-12-31,,,,,
568,808,2,1979-01-01,1981-12-31,,,,,
569,808,2,1977-01-01,1978-12-31,,,,,
570,808,2,1979-12-31,1979-12-31,,,,,
1390,369,NA,1994-07-20,1998-07-19,,,,,
1299,115,3,2006-07-20,2010-07-19,,,,,
1391,401,NA,1992-06-30,1994-12-31,,,,,
1284,578,4,1986-07-20,1988-05-30,,,,,
1285,578,4,1988-06-01,1990-05-31,,,,,
1286,578,4,1990-06-01,1992-03-30,,,,,
1453,695,NA,1994-07-20,1998-07-19,,,,,
1280,629,38,1994-07-20,1998-07-19,,,,,
1281,629,38,1987-01-01,1989-12-31,,,,,
1282,629,38,1984-01-01,1986-01-01,,,,,
1396,1029,NA,1986-07-20,1990-07-19,,,,,
1397,1029,NA,1991-12-12,1994-07-19,,,,,
1403,415,2,1988-06-01,1999-05-30,,,,,
1404,415,2,1992-06-01,1994-12-31,,,,,
178,641,2,2001-08-01,2002-07-19,,,,,
1473,940,NA,1994-07-20,1998-07-19,,,,,
1476,3486,NA,1995-01-01,1997-12-31,,,,,
1477,379,NA,1998-10-20,1999-03-17,,,,,
1478,379,NA,1990-10-01,1998-10-20,,,,,
1372,933,5,2006-07-20,2010-07-20,,,,,
1379,97,4,2006-07-20,2010-07-19,,,,,
1368,914,2,2002-07-20,2006-07-19,,,,,
1386,258,5,2006-07-20,2010-07-20,,,,,
583,896,4,2002-07-20,2006-07-19,,,,,
1270,896,4,1991-12-12,1994-07-19,,,,,
1366,896,4,2006-07-20,2010-07-19,,,,,
1358,74,3,2006-07-20,2010-07-19,,,,,
1480,27,NA,1995-01-01,1997-12-31,,,,,
1380,98,10,2006-07-20,2010-07-20,,,,,
1363,875,4,2008-04-04,2010-07-19,,,,,
1387,259,4,2006-07-20,2010-07-19,,,,,
1381,96,5,2008-05-15,2010-07-20,,,,,
1377,251,3,2006-07-20,2010-07-19,,,,,
1346,66,4,2006-07-20,2010-07-20,,,,,
1351,214,4,2006-07-20,2010-07-19,,,,,
1361,873,4,2006-07-20,2010-07-20,,,,,
1349,211,2,2006-07-20,2010-07-20,,,,,
1359,862,2,2006-07-20,2010-07-19,,,,,
1364,1245,3,2006-07-20,2010-07-19,,,,,
1370,922,5,2006-07-20,2010-07-19,,,,,
1362,1178,5,2006-07-20,2010-07-19,,,,,
1348,206,NA,2006-07-20,2010-07-19,,,,,
1371,85,4,2008-02-07,2010-07-19,,,,,
1375,244,4,2006-07-20,2010-07-19,,,,,
1383,257,68,2006-07-20,2010-07-19,,,,,
1352,148,111,2009-09-29,2010-07-20,,,,,
1382,256,5,2006-07-20,2010-07-20,,,,,
1354,836,5,2006-07-20,2010-07-19,,,,,
1345,1201,2,2006-07-20,2010-07-20,,,,,
1347,205,4,2009-11-01,2010-07-20,,,,,
1384,100,7,2006-07-20,2010-07-20,,,,,
1373,242,2,2006-07-20,2010-07-19,,,,,
1376,88,5,2006-07-20,2010-07-19,,,,,
1365,1217,2,2006-07-20,2010-07-20,,,,,
1374,906,2,2006-07-20,2010-07-19,,,,,
1350,213,5,2006-07-20,2010-07-20,,,,,
1355,1260,6,2006-07-20,2010-07-20,,,,,
1360,1229,7,2006-07-20,2010-07-19,,,,,
1357,1176,7,2006-07-20,2010-07-20,,,,,
1385,101,5,2006-07-20,2010-07-19,,,,,
1356,1226,5,2006-07-20,2010-07-20,,,,,
1485,635,NA,2004-01-01,2007-12-31,,,,,
1486,307,NA,1992-09-01,1994-09-30,,,,,
1493,775,NA,1988-06-01,1990-05-30,,,,,
1494,2961,4,2001-01-01,2003-12-31,,,,,
1495,2961,4,2004-01-01,2007-12-31,,,,,
1518,113,5,2010-07-20,2010-11-03,,,,,
1521,1647,4,2010-07-20,2011-05-10,,,,,
824,360,7,2002-07-20,2006-07-19,,,,,
1402,411,38,1998-07-20,2002-07-19,,,,,
1474,478,NA,1995-01-01,1997-07-24,,,,,
1469,888,NA,1994-07-20,1998-07-19,,,,,
1466,902,NA,1991-07-01,1994-12-31,,,,,
1519,134,5,2010-07-20,2011-06-08,,,,,
1484,771,NA,1997-05-07,1997-12-31,,,,,
1483,901,2,1998-07-20,2002-07-19,,,,,
1467,904,NA,1998-07-20,2002-07-19,,,,,
1468,904,NA,2006-07-20,2010-07-19,,,,,
1401,1039,NA,1994-07-20,1998-07-19,,,,,
894,1019,4,1998-09-01,1999-07-19,,,,,
1488,860,NA,1994-07-20,1998-07-19,,,,,
1475,967,NA,1994-07-20,1998-07-19,,,,,
1479,639,74,1998-07-20,2002-07-19,,,,,
1398,1038,NA,1991-12-12,1994-07-19,,,,,
1399,1038,NA,1994-07-20,1998-07-19,,,,,
1400,1038,2,1998-07-20,2002-07-19,,,,,
1471,915,NA,1994-07-20,1998-07-19,,,,,
1491,1001,2,1994-07-20,1998-07-19,,,,,
1492,1001,2,1990-12-12,1991-07-04,,,,,
1472,913,NA,1995-01-01,1997-12-31,,,,,
1405,457,NA,1992-01-02,1995-01-01,,,,,
1487,769,78,1994-07-20,1998-07-19,,,,,
821,9,2,1998-07-20,2002-07-19,,,,,
822,9,2,2002-07-20,2006-07-19,,,,,
1032,47,20,1998-07-20,2002-07-19,,,,,
1052,13,2,2002-07-20,2006-07-19,,,,,
1053,13,NA,1998-01-01,2000-12-31,,,,,
1030,19,127,2002-07-20,2006-07-19,,,,,
449,33,4,2006-07-20,2010-06-20,,,,,
879,933,2,1988-06-01,1992-05-31,,,,,
880,933,2,1992-06-01,1994-12-31,,,,,
881,933,2,1995-01-01,1997-12-31,,,,,
882,933,2,1998-01-01,2000-12-31,,,,,
883,933,2,2002-07-20,2006-07-19,,,,,
1438,933,NA,2010-07-20,2014-07-20,,,,,
349,1186,3,2006-07-20,2010-07-20,,,,,
1512,35,NA,1995-01-01,1997-01-01,,,,,
1513,35,NA,2001-01-01,2003-01-01,,,,,
996,20,41,2002-07-20,2006-07-19,,,,,
1517,1942,141,2012-01-01,2014-12-14,,,,,
1369,914,2,2006-07-20,2010-07-19,,,,,
1181,2734,NA,1995-01-01,1997-12-31,,,,,
972,50,2,2002-07-20,2006-07-19,,,,,
582,896,4,1998-07-20,2002-07-19,,,,,
1200,38,2,2006-07-20,2010-07-19,,,,,
637,791,4,2002-07-20,2006-07-19,,,,,
1503,1716,NA,2011-07-20,2012-07-19,,,,,
1505,1693,4,2011-07-20,2012-06-20,,,,,
1506,1693,4,2011-07-20,2012-06-20,,,,,
1507,1693,NA,2010-07-20,2014-07-19,,,,,
1508,1693,NA,2010-07-20,2014-07-19,,,,,
715,2484,5,2008-01-01,2010-02-02,,,,,
1534,145,5,2010-07-20,2014-07-20,,,,,
1498,131,4,2010-07-20,2011-07-19,,,,,
1499,131,4,2010-08-09,2010-09-30,,,,,
1500,131,4,2008-10-06,2012-10-30,,,,,
1353,832,1,2006-07-20,2010-07-19,,,,,
1514,129,NA,1994-07-20,1998-07-19,,,,,
1515,129,2,1998-07-20,2002-07-19,,,,,
1497,4993,1,2006-01-01,2009-12-31,,,,,
1526,2505,117,2010-07-20,2012-02-15,,,,,
1502,2501,NA,2010-07-20,2014-07-20,,,,,
1509,1805,NA,1991-02-05,1991-07-05,,,,,
1510,1805,108,2001-01-16,2003-12-31,,,,,
1511,1805,NA,2012-07-20,2013-07-20,,,,,
1524,2116,4,2010-07-20,2012-03-12,,,,,
1522,1226,5,2010-07-20,2011-08-30,,,,,
1528,1609,4,2010-07-20,2012-06-30,,,,,
1523,2231,2,2010-07-20,2011-08-17,,,,,
1481,27,NA,1992-01-01,1994-12-31,,,,,
1482,27,NA,1987-01-01,1987-12-31,,,,,
299,92,2,2006-07-20,2010-07-20,,,,,
302,92,2,1988-01-01,1992-01-01,,,,,
785,937,NA,1988-06-01,1990-05-30,,,,,
545,288,10,2001-01-01,2009-07-31,,,,,
1597,8120,10,2008-01-02,2011-12-31,,,,,
1598,9331,6,2007-01-01,2011-12-31,,,,,
1538,7354,10,2011-08-11,2011-12-31,,,,,
1540,7406,10,2003-01-01,2007-12-31,,,,,
1541,7608,47,2004-01-01,2007-12-31,,,,,
696,192,42,2002-07-20,2006-07-19,,,,,
1542,7532,6,2004-01-03,2007-12-31,,,,,
1543,7532,6,2008-01-01,2012-12-31,,,,,
1544,7532,6,2012-01-01,2015-12-31,,,,,
446,209,NA,2014-01-16,2014-01-16,,,,,
529,1473,NA,2004-03-04,2007-01-15,,,,,
1547,7470,4,2012-01-01,2013-11-30,,,,,
1548,7470,4,2008-01-01,2011-12-31,,,,,
704,214,NA,2001-01-01,2003-12-31,,,,,
705,214,4,1990-06-01,1991-07-31,,,,,
1583,9249,NA,2004-01-01,2007-12-31,,,,,
1550,2027,28,2001-01-01,2003-12-31,,,,,
1551,7774,2,1995-01-12,1997-12-31,,,,,
1552,8135,NA,1986-01-01,1988-12-31,,,,,
1554,7772,2,2008-01-01,2012-12-31,,,,,
1556,7664,2,2008-01-01,2011-01-01,,,,,
1557,7664,2,2012-01-01,2013-10-30,,,,,
1558,7664,2,2004-01-01,2007-01-01,,,,,
1525,348,2,2010-07-20,2012-03-31,,,,,
1529,865,4,1966-01-01,1968-12-31,,,,,
1559,8207,5,2008-01-01,2011-12-31,,,,,
1560,8207,5,2012-01-01,2013-12-09,,,,,
1562,7433,87,1998-01-01,2000-12-31,,,,,
1563,7433,6,2004-01-01,2007-12-31,,,,,
1564,7433,102,2008-01-01,2011-12-31,,,,,
1565,8112,10,2008-01-01,2011-01-01,,,,,
1566,8004,10,2001-01-01,2003-12-31,,,,,
980,42,NA,1990-07-20,1994-07-19,,,,,
1243,66,4,1986-06-01,1991-07-31,,,,,
1224,2842,4,1980-01-01,1982-01-01,,,,,
1568,7702,NA,1988-01-01,1990-01-01,,,,,
1569,7702,NA,1990-01-02,1994-01-01,,,,,
1571,7450,2,2008-01-01,2011-01-01,,,,,
1572,8355,NA,1998-01-01,2000-12-31,,,,,
1573,8439,2,1986-07-20,1994-07-19,,,,,
1574,8439,NA,2002-08-07,2010-08-06,,,,,
1575,8010,10,2004-05-05,2013-08-10,,,,,
1576,7792,3,2008-01-01,2011-12-30,,,,,
1584,9249,NA,2008-01-01,2011-12-31,,,,,
1585,8589,2,1990-01-01,1992-12-31,,,,,
1586,8589,2,1992-01-01,1994-12-31,,,,,
1587,8589,2,1995-01-01,1997-12-31,,,,,
1588,8589,2,1990-01-01,1992-12-31,,,,,
1589,8589,2,1992-01-01,1994-12-31,,,,,
1590,8589,2,1995-01-01,1997-12-31,,,,,
1591,9252,2,2008-01-01,2011-12-31,,,,,
1592,9252,NA,2001-01-01,2003-12-31,,,,,
1593,7329,NA,2001-01-01,2003-12-31,,,,,
1594,7329,NA,2004-10-01,2005-04-01,,,,,
1536,7570,5,2014-02-14,2014-02-14,,,,,
1537,7570,5,2014-02-14,2014-02-14,,,,,
1418,2812,NA,1984-01-01,1986-01-01,,,,,
1595,7480,NA,2003-01-01,2007-12-31,,,,,
1596,9155,NA,1995-01-01,1996-12-31,,,,,
1600,9305,153,1990-01-01,1992-12-31,,,,,
476,205,4,1988-01-01,1990-12-31,,,,,
477,205,4,1990-01-01,1992-12-31,,,,,
478,205,4,1982-01-01,1984-12-31,,,,,
480,205,4,2002-07-20,2006-07-19,,,,,
1603,7695,3,2004-01-04,2009-07-30,,,,,
1605,9160,4,1995-01-02,1996-12-31,,,,,
1606,8193,4,1995-01-01,2007-01-01,,,,,
1607,8193,4,1990-01-01,1992-01-01,,,,,
1608,7815,48,2004-01-01,2007-12-31,,,,,
1610,7660,2,2004-01-01,2007-01-01,,,,,
1611,1641,4,2004-01-01,2009-01-01,,,,,
1612,7317,NA,2008-01-01,2011-12-31,,,,,
1616,9405,4,1986-10-01,1988-09-30,,,,,
1617,9405,4,1988-10-01,1990-09-30,,,,,
1618,9405,4,1990-10-01,1991-07-30,,,,,
1619,9405,4,1986-10-01,1988-09-30,,,,,
1620,7794,NA,2008-01-01,2011-12-31,,,,,
1621,8567,17,2004-01-01,2007-12-31,,,,,
1622,8567,4,2008-01-01,2011-12-31,,,,,
1623,8617,5,2008-01-01,2011-12-31,,,,,
1624,8617,5,2011-01-01,2013-11-30,,,,,
1625,7334,4,2008-01-01,2011-12-31,,,,,
1626,9733,2,2012-01-01,2013-03-15,,,,,
1627,7475,NA,2008-01-01,2011-12-31,,,,,
1628,7475,NA,2001-01-01,2003-12-31,,,,,
1629,9387,NA,2008-01-01,2011-12-31,,,,,
1630,8580,NA,2012-01-01,2013-12-31,,,,,
1633,110,17,1997-01-01,2000-01-01,,,,,
1636,8918,3,2008-01-01,2011-12-31,,,,,
1637,8576,NA,1998-01-01,2000-01-01,,,,,
323,99,4,1972-01-15,1974-01-18,,,,,
324,99,4,1972-01-01,1972-12-31,,,,,
325,99,4,1975-07-21,1976-07-19,,,,,
1643,2231,2,2004-01-01,2007-01-01,,,,,
1023,1044,NA,1991-12-12,1994-07-19,,,,,
1024,1044,NA,1994-07-20,1998-07-19,,,,,
1257,400,4,1984-01-01,1984-12-31,,,,,
1258,400,4,1988-01-01,1990-01-01,,,,,
1259,400,4,1994-04-20,1998-07-19,,,,,
1112,327,NA,1978-01-01,1980-12-31,,,,,
1388,325,NA,1997-06-18,1990-01-10,,,,,
1113,327,NA,1981-01-01,1986-07-19,,,,,
1114,327,NA,1986-07-20,1990-07-19,,,,,
1115,327,NA,1991-12-12,1994-07-19,,,,,
1116,327,NA,1994-07-20,1998-07-19,,,,,
762,1615,4,2004-01-01,2007-12-31,,,,,
1644,1942,NA,1998-01-01,2000-12-31,,,,,
1645,1942,NA,2004-01-01,2007-12-31,,,,,
245,843,68,1998-01-01,2000-12-31,,,,,
246,843,68,2001-01-01,2001-12-31,,,,,
247,843,90,1992-01-01,1994-12-31,,,,,
248,843,90,1988-01-01,1990-12-31,,,,,
1527,2255,5,2010-07-20,2012-10-31,,,,,
943,58,2,1998-07-20,2002-07-19,,,,,
1278,58,NA,1976-01-01,1976-12-31,,,,,
1279,58,NA,1975-01-01,1976-01-01,,,,,
546,1955,NA,1991-03-04,1991-06-04,,,,,
431,61,51,1990-07-20,1994-12-31,,,,,
432,61,51,1990-01-08,1992-07-31,,,,,
1520,61,6,2010-07-20,2011-06-08,,,,,
631,409,4,2002-07-20,2006-07-19,,,,,
1429,542,NA,1992-06-01,1994-12-31,,,,,
1131,604,NA,1994-07-20,1998-07-19,,,,,
1132,604,NA,1991-12-12,1994-07-19,,,,,
846,724,NA,1990-06-01,1991-07-31,,,,,
847,724,NA,1995-01-01,1997-12-31,,,,,
848,724,2,1998-07-20,2002-07-19,,,,,
849,724,3,2002-07-20,2006-07-19,,,,,
17,186,2,2001-01-01,2003-06-01,,,,,
18,186,2,2006-07-20,2010-07-20,,,,,
64,7,2,1995-01-02,1997-12-31,,,,,
1646,7767,NA,1992-01-01,1994-12-31,,,,,
1647,7767,2,2008-01-01,2011-12-31,,,,,
1648,8707,NA,2000-01-01,2003-12-31,,,,,
1649,8707,NA,1997-01-01,1999-12-31,,,,,
1650,7850,6,2008-01-01,2011-12-31,,,,,
1651,7850,2,1992-01-01,1994-12-31,,,,,
741,453,4,2001-07-20,2002-07-19,,,,,
742,453,4,2004-01-01,2007-12-31,,,,,
743,453,4,2008-01-01,2010-02-02,,,,,
1652,2496,NA,1997-01-01,1998-12-31,,,,,
1653,2496,NA,1992-01-01,1994-01-01,,,,,
1654,2496,NA,1998-01-01,2000-12-31,,,,,
1655,8188,NA,2008-01-01,2011-12-31,,,,,
1656,8639,NA,2008-01-01,2011-12-31,,,,,
1657,8639,NA,2001-01-01,2002-12-31,,,,,
1658,8906,NA,2004-01-01,2007-12-31,,,,,
1659,8906,NA,2008-01-01,2011-12-31,,,,,
1660,8579,NA,2008-01-01,2011-12-31,,,,,
1149,579,NA,1982-07-20,1986-07-19,,,,,
776,348,2,1995-01-01,1997-12-31,,,,,
777,348,2,1992-01-01,1994-12-31,,,,,
778,348,2,1985-01-01,1985-06-30,,,,,
1530,865,4,1970-01-01,1972-12-31,,,,,
1531,865,4,1974-07-20,1978-07-19,,,,,
1532,865,4,1982-07-20,1986-07-19,,,,,
1533,865,4,1986-07-20,1988-12-31,,,,,
1661,12598,NA,2008-01-01,2011-12-31,,,,,
1662,12266,NA,2011-01-01,2011-12-31,,,,,
1663,12267,146,2012-01-01,2015-12-31,,,,,
1664,12536,6,2004-01-01,2007-12-31,,,,,
1665,12536,48,2000-01-01,2004-12-31,,,,,
1666,12276,NA,2004-01-01,2007-12-31,,,,,
1667,8087,10,2008-01-02,2011-12-10,,,,,
1668,14448,NA,2001-01-01,2003-12-31,,,,,
1669,14448,NA,1995-06-01,1997-05-31,,,,,
1670,14492,NA,2004-01-01,2007-12-31,,,,,
1671,13003,4,1998-01-01,2000-12-31,,,,,
1672,13003,4,2004-01-01,2007-12-31,,,,,
1673,13003,4,2012-01-01,2015-12-31,,,,,
1675,12338,4,2012-01-01,2013-11-30,,,,,
1676,12338,4,2008-01-01,2011-12-31,,,,,
1678,14038,117,2012-01-01,2015-12-31,,,,,
1679,14080,NA,2003-01-01,2004-12-31,,,,,
1680,12453,2,2004-01-01,2007-12-31,,,,,
1681,12453,NA,2008-01-01,2011-12-31,,,,,
1682,13186,NA,2012-01-01,2014-06-07,,,,,
