id,created_at,updated_at,tipo_investigacion_id,descripcion,congresista_id,activo,usercreated,usermodifed
245,24:12.7,52:38.6,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13).

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",933,NA,NA,NA
258,33:46.7,45:35.6,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",947,NA,NA,NA
257,33:05.2,46:11.7,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",252,NA,NA,NA
442,31:53.9,35:19.7,42,No se declaró impedido para votar un proyecto de ley que lo podía beneficiar. (11MAR03).,976,NA,NA,NA
240,56:50.8,55:12.0,78,"La Sala Plena del Consejo de Estado decretó su pérdida de investidura por los delitos de violación del régimen de incompatibilidades y tráfico de influencias. (12MAR13)

Tomado: marzo 12/13",61,NA,NA,NA
253,30:04.9,50:20.4,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",343,NA,NA,NA
217,53:02.2,38:29.3,91,"Ante la Fiscalía General, el abogado Iván Cancino presentó un recurso de apelación en contra de llamado a juicio a su cliente, la excongresita Dilian Francisca Toro en el proceso que se le adelanta por su presunta participación en el delito de lavado de activos (15MAY13). Una fiscal de Derechos Humanos negó la solicitud de libertad presentada por la defensa de la exsenadora Dilian Francisca Toro en el proceso que se le adelanta por su presunta participación en el delito de lavado de activos. (16ABR13). Llamada a juicio (21MAR13). Con medida de aseguramiento por presunto lavado de activos (24JUL12). La Sala Penal de la Corte Suprema de Justicia abrió investigación contra la senadora por su presunta participación en el delito de lavado de activos (04JUL12). La indagación tiene relación con el proceso que se le estaba adelantando a la congresista por sus presuntos nexos con grupos paramilitares, en los cuales se registraron una serie de movimientos económicos y financieros. La Fiscalía asumirá el proceso por lavado de activos (25FEB13) ante la renuncia a la curul.

http://www.elespectador.com/noticias/judicial/articulo-421953-apelan-llamado-juicio-de-dilian-francisca-toro-lavado-activos
Visto: mayo 15/13

http://www.elespectador.com/noticias/judicial/articulo-421982-denuncian-dos-exparamilitares-investigacion-contra-dilian-franci
Visto: mayo 15/13

http://www.elespectador.com/noticias/judicial/articulo-416468-niegan-libertad-dilian-francisca-toro
Tomado: abril 17/13

http://www.elespectador.com/noticias/judicial/articulo-413915-dilian-f-toro-adquirio-bienes-del-narcotrafico-sistematicamente
Tomado: abril 04/13

http://www.semana.com/nacion/articulo/exsenadora-dilian-francisca-toro-juicio/337570-3
Tomado: marzo 22/13

http://www.elespectador.com/noticias/judicial/articulo-406444-fiscalia-asumira-proceso-contra-dilian-francisca-toro-lavado-de

http://www.elespectador.com/noticias/judicial/articulo-357152-corte-abrio-investigacion-contra-dilian-francisca-toro-lavado-de
Visto: enero 24 de 2013
http://www.elespectador.com/noticias/judicial/articulo-371288-congresista-dilian-francisca-toro-solicitara-su-libertad
Visto: enero 24 de 2013.",87,NA,NA,NA
244,23:20.2,52:21.9,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",33,NA,NA,NA
31,39:40.2,04:31.3,60,"Procuraduría lo absolvió en el proceso disciplinario que se le adelantaba en el llamado caso de parapolítica (21MAY13). Quedó el libertad por pena cumplida (10ABR13). Condenado a 9 años (25MAY11) al considerar que el senador tuvo una alianza con el Bloque Tolima de las Autodefensas Unidas de Colombia. Recapturado (22ENE10). El (07OCT09) CSJ retomó proceso contra Gomez Gallo. El (19AGOS08) un juzgado PRECLUYÓ el proceso en contra de GOMEZ GALLO LUIS HUMBERTO por falta de pruebas. Estuvo DETENIDO dentro del proceso de PARAPOLÍTICA (10DIC07). Fue LLAMADO A INDAGATORIA por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (01NOV07). Renunció a su curul (20MAY08). 

http://www.elespectador.com/noticias/judicial/articulo-423215-procuraduria-absolvio-luis-h-gomez-gallo-proceso-parapolitica
Tomado: mayo 21/13
http://www.semana.com/nacion/articulo/hoy-recupero-su-libertad-gomez-gallo/339508-3
Tomado: abril 11/13)

http://www.elespectador.com/noticias/judicial/articulo-272666-nueve-anos-de-carcel-luis-humberto-gomez-gallo-parapolitica
Visto: enero 31/13

La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. 
http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 31/13

La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 31/13",578,NA,NA,NA
262,43:50.0,43:50.0,107,Fallecida el 29 de junio de 2013.,1803,NA,NA,NA
261,27:37.0,06:38.7,106,"La Sala Penal de la Corte Suprema de Justicia le abrió proceso penal por el presunto delito de violencia Intrafamiliar. Fue llamado a versión libre ((18JUL13)

http://www.elespectador.com/noticias/judicial/articulo-426485-nombran-garante-proceso-penal-contra-congresista-jose-rodolfo-pe
Tomado: junio 07/13
http://www.elespectador.com/noticias/judicial/version-libre-congresista-al-parecer-golpeo-su-exesposa-articulo-434543
Tomado: julio 19/13",2492,NA,NA,NA
252,29:15.5,50:40.0,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13).

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: Julio 31/13",650,NA,NA,NA
300,57:32.4,57:32.4,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. http://moe.org.co/home/doc/moe_mre/2012/Baseparapolitica.pdf 
Tomado: dic 03/13",1292,NA,NA,NA
251,28:40.7,51:02.4,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",573,NA,NA,NA
246,25:32.1,52:14.6,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13).

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",763,NA,NA,NA
256,32:23.2,49:17.8,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: julio 31/13",963,NA,NA,NA
260,24:12.2,43:22.3,105,"Detenido y condenado a cinco años por costreñimiento al elector (28MAY15). Corte Suprema reanudó juicio contra el exsenador por presunto constreñimiento al elector (04JUN13).

http://www.eltiempo.com/justicia/juicio-a-miguel-de-la-espriella-por-nexos-con-paramilitares_12844215-4
Tomado: junio 05/13",490,NA,NA,NA
255,31:38.7,53:48.8,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado. Julio 31/13",956,NA,NA,NA
290,18:19.1,18:19.1,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (18MAR11)

http://www.senalradiocolombia.gov.co/index.php?option=com_topcontent&view=article&id=15986:por-parapolitica-investigan-a-ex-congresista-jose-ignacio-mesa&catid=5:nacionales
Tomado: dic 03/13
http://moe.org.co/home/doc/moe_mre/2012/Baseparapolitica.pdf
Tomado: dic 03/13",718,NA,NA,NA
254,30:53.2,54:09.4,104,"La Sala Penal de la Corte Suprema de Justicia declaró auto inhibitorio en el proceso que se le adelantaba por las irregularidades en la entrega de notarías durante el gobierno de Álvaro Uribe Vélez. Esta decisión se tomó al considerar que después de estudiar las pruebas allegadas no se puede inferir que los parlamentarios hubieran incurrido en un tráfico de influencias. (31JUL13). Sala Penal de la Corte Suprema de Justicia lo llamó a versión libre por el escándalo de la supuesta repartición de notarías a cambio del voto por el proyecto de reelección presidencial en el 2004. (08ABR13)

http://www.eltiempo.com/archivo/documento/CMS-12731508
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/corte-archivo-investigacion-contra-14-congresistas-carr-articulo-437204
Tomado: Julio 31/13",313,NA,NA,NA
264,33:44.8,33:44.8,108,"La Sala Penal de la Corte Suprema de Justicia  abrió etapa probatoria en el marco de la investigación formal al expresidente del Senado, Hernán Andrade por su presunta participación y responsabilidad en los hechos que rodearon el llamado escándalo de Cajanal (28AGO13).

http://www.elespectador.com/noticias/judicial/corte-suprema-abrio-investigacion-hernan-andrade-caso-c-articulo-443012
Tomado: Agosto 28/13",4,NA,NA,NA
20,03:05.6,47:16.2,11,"La Unidad de Lavado de Activos y Extinción de Dominio le embargó cinco predios rurales ubicados en la vereda El Palmar, en Apulo (Cundinamarca) (05SEPT13). Investigado por estafa, fraude procesal y violación al régimen de inhabilidades (25AGOS08). Llamado a juicio (27ENE12).

http://www.radiosantafe.com/2008/10/29/senador-jorge-enrique-gomez-investigado-por-estafa-y-fraude-procesal/
Visto: enero 28/13
http://www.elespectador.com/noticias/judicial/articulo-323314-excongresista-fue-llamado-juicio-estafar-feligres-de-iglesia-cri
Visto: enero 28/13
http://www.eltiempo.com/justicia/embargan-bienes-a-exsenador-jorge-enrique-gomez-montealegre-_13049061-4
Tomado: septiembre 06/13",44,NA,NA,NA
265,04:53.9,12:03.5,109,"La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
",1486,NA,NA,NA
277,10:35.4,45:57.1,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio10/14",88,NA,NA,NA
301,05:23.3,05:23.3,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. http://moe.org.co/home/doc/moe_mre/2012/Baseparapolitica.pdf 
Tomado: dic 03/13",1720,NA,NA,NA
303,19:46.0,19:46.0,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (31MAR11)

http://www.elespectador.com/noticias/judicial/articulo-260284-parapolitica-indagaran-excongresistas-nora-garcia-y-manuel-velas
Tomado: Dic 03/13",1279,NA,NA,NA
276,10:01.6,47:04.1,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAy14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13). El Senador Sánchez presentó impedimento, el cual le fue negado.

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",906,NA,NA,NA
273,08:36.1,48:22.1,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13). La Senadora Galvis presentó impedimento, el cual le fue negado.

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",39,NA,NA,NA
272,07:51.5,49:01.1,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",548,NA,NA,NA
266,05:12.4,12:18.9,109,"La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
",12,NA,NA,NA
291,34:32.6,34:32.6,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (06SEPT12)

http://www.vanguardia.com/actualidad/colombia/173148-abren-investigacion-preliminar-contra-seis-congresistas-por-parapolitica
Tomado: Dic 03/13",153,NA,NA,NA
37,56:32.4,30:03.0,110,"INVESTIGADO en el proceso de la PARAPOLÍTICA (30ABR08).Se solicitó pérdida de investidura del Senador Benedetti, elegido Senador de la República para el período legislativo 2006 a 2014, por haber incurrido en violación del régimen de incompatibilidades, del régimen de conflicto de intereses y por tráfico de influencias,  (25ENE11),  por haber cambiado de Comisión en dos oportunidades, aparentemente, en medio de una serie de irregularidades. El demandante indicó en su momento que el senador omitió su deber de apartarse de la Plenaria en la que se definiría si era viable o no su paso a la Comisión Primera y que retornó a la Segunda sin quiera contar con el visto bueno del pleno.
http://www.verdadabierta.com/parapolitica/2297-nueve-congresistas-electos-de-la-u-son-investigados-por-parapolitica
Visto: enero 31/13

La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
",13,NA,NA,NA
271,07:19.6,49:44.6,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",519,NA,NA,NA
304,21:33.2,21:33.2,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. (31MAR11)
http://www.elespectador.com/noticias/judicial/articulo-260284-parapolitica-indagaran-excongresistas-nora-garcia-y-manuel-velas
Tomado: Dic 03/13",93,NA,NA,NA
305,26:08.8,26:08.8,96,"La Corte Suprema de Justicia le tiene una investigación preliminar por supuestos nexos con grupos armados ilegales. http://moe.org.co/home/doc/moe_mre/2012/Baseparapolitica.pdf
Tomado: dic 03/13",110,NA,NA,NA
269,06:31.7,02:59.4,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",50,NA,NA,NA
268,06:14.4,03:37.2,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",507,NA,NA,NA
232,47:23.3,57:21.3,101,"La Fiscalía le imputó otros tres delitos: peculado por apropiación, prevaricato por omisión y concierto para delinquir (30MAY13).  Al considerar que la Procuraduría General no puede pedir una medida de aseguramiento, el juez 33 de conocimiento en segunda instancia ratificó la libertad para el exdirector de la Dirección Nacional de Estupefacientes (DNE), Carlos Albornoz (11ABR13).

La Procuraduría General destituyó e inhabilitó por 14 años para ejercer cargos públicos al exdirector de la DNE, Carlos Albornoz por su participación en las irregularidades que rodearon la entrega de bienes incautados al narcotráfico a un grupo de particulares (05SEP13) .La Procuraduría  lo llamó a juicio disciplinario ((11MAR13). La Fiscalía General inició la imputación de ocho delitos en contra del exdirector de la Dirección Nacional de Estupefacientes (DNE), Carlos Albornoz. El ente acusador señaló que durante su administración, en el año 2007 entregó sociedades y bienes incautados a narcotraficantes a un grupo de particulares a cambio de una comisión (18ENE13).

La Fiscalía le imputará los delitos de apropiación en beneficio propio, fraude procesal, prevaricato por omisión, obtención de documento público falso, prevaricato por acción, concierto para delinquir, peculado por apropiación en beneficio de terceros, y falsedad ideológica en documento público.

http://www.elespectador.com/noticias/judicial/carlos-albornoz-destituido-e-inhabilitado-procuraduria-articulo-444575
Tomado: septiembre 05/13

http://www.eltiempo.com/justicia/corrupcion-en-la-dne-imputan-otros-tres-delitos-a-carlos-albornoz_12834683-4
Tomado: mayo 30/13

http://www.elespectador.com/noticias/judicial/articulo-415371-ratifican-libertad-carlos-albornoz-procesado-el-escandalo-de-dne
Tomado: abril 11/13

http://www.elespectador.com/noticias/judicial/articulo-409736-pruebas-contra-carlos-albornoz
Tomado: marzo 12/13

http://www.elespectador.com/noticias/judicial/articulo-409536-procuraduria-llamo-juicio-disciplinario-carlos-albornoz-escandal

http://www.elespectador.com/noticias/judicial/articulo-397318-exdirector-de-dne-entrego-de-manera-irregular-bienes-del-narcotr

Fecha: enero 18/13

http://www.elespectador.com/noticias/judicial/denunciante-de-caso-estupefacientes-considera-logica-ca-articulo-447335
Tomado: septiembre 19/13",310,NA,NA,NA
285,33:37.1,37:51.3,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14). La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",100,NA,NA,NA
284,33:08.3,38:58.9,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",92,NA,NA,NA
283,32:40.5,40:53.5,109,"La Sala Penal de la Corte profirió auto inhibitorio a favor de 28 senadores que habían sido denunciados por incurrir supuestamente en el delito de prevaricato por omisión debido a que para la fecha estarían siendo investigados por la Procuraduría General o tendrían algún familiar trabajando en el Ministerio Público. (22MAY14) La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
Tomado: julio 10/14",875,NA,NA,NA
