id,nombre,activo,usercreated,usermodifed,created_at,updated_at
81,"Atención: Pérdida de investidura y condenado por concierto para delinquir, contrato sin cumplimiento de requisitos legales, y peculado por apropiación",NA,NA,NA,NA,NA
82,Atención: Condenado por violación al régimen de inhabilidades.,NA,NA,NA,NA,NA
83,"Atención: Detenido por concusión, peculado por apropiación a favor de terceros e interés indebido en la celebración de contratos.",NA,NA,NA,NA,NA
84,Atención: Pérdida de investidura por no tomar posesión de su cargo dentro de los tiempos establecidos.,NA,NA,NA,NA,NA
85,Atención: En investigación disciplinaria e investigación preliminar por supuestos manejos indebidos en la Dirección Nacional de Estupefacientes. Investigado por presuntos nexos con GAI.,NA,NA,NA,NA,NA
87,Atención: expulsado de su partido,NA,NA,NA,NA,NA
88,Atención: denegada la solicitud de pérdida de investidura por violación al régimen de inhabilidades,NA,NA,NA,NA,NA
86,Fallecido,NA,NA,NA,NA,NA
91,Atención: Con investigación por su presunta participación en el delito de lavado de activos.,NA,NA,NA,NA,NA
93,Atención: Llamado a juicio por supuestos nexos con grupos armados ilegales.,NA,NA,NA,NA,NA
70,"Atención: Condenado por presunta estafa agravada, captación masiva de dinero y urbanización ilegal.",NA,NA,NA,NA,NA
94,Atención: detenido por peculado por apropiación.,NA,NA,NA,NA,NA
95,Atención: Condenado por enriquecimiento ilícito y tráfico de influencias.,NA,NA,NA,NA,NA
89,Atención: Pérdida de investidura por violación del régimen de inhabilidades e incompatibilidades y del régimen de conflictos de intereses,NA,NA,NA,NA,NA
92,Atención: Con sanción disciplinaria por tráfico de influencias.,NA,NA,NA,NA,NA
96,Atención: Con investigación preliminar por presuntos nexos con grupos armados ilegales.,NA,NA,NA,NA,NA
97,Atención: Condenado por abuso de confianza calificada y agravada.,NA,NA,NA,NA,NA
98,Atención: Pérdida de investidura por violación al régimen de inhabilidades e incompatibilidades.,NA,NA,NA,NA,NA
99,Atención: Llamado a juicio por fraude electoral.,NA,NA,NA,NA,NA
100,Silla Vacía,NA,NA,NA,NA,NA
102,Atención: condenado por enriquecimiento ilícito.,NA,NA,NA,NA,NA
103,Atención: Llamado a juicio por enriquecimiento ilícito.,NA,NA,NA,NA,NA
105,Atención: Llamado a juicio por constreñimiento al elector.,NA,NA,NA,NA,NA
106,Atención: Investigado por violencia intrafamiliar.,NA,NA,NA,NA,NA
107,Fallecida.,NA,NA,NA,NA,NA
104,Atención: Archivada investigación que se le adelantaba por escándalo de las Notarías.,NA,NA,NA,NA,NA
108,Atención: Investigado por presunto enriquecimiento ilícito.,NA,NA,NA,NA,NA
110,Atención: investigado por supuestos nexos con grupos armados ilegales y con investigación preliminar por posible conflicto de interés.,NA,NA,NA,NA,NA
111,Atención: investigado por tráfico de influencias y con investigación preliminar por posible conflicto de interés en la elección del Procurador.,NA,NA,NA,NA,NA
101,"Atención: Detenido por peculado por apropiación en beneficio propio, fraude procesal, prevaricato por omisión, obtención de documento público falso, prevaricato por acción, concierto para delinquir",NA,NA,NA,NA,NA
112,Atención: Condenado por tráfico de influencias.,NA,NA,NA,NA,NA
114,Atención: Con orden de captura por presuntos nexos con grupos paramilitares.,NA,NA,NA,NA,NA
115,Atención: Llamado a juicio por presunto delito de peculado por apropiación.,NA,NA,NA,NA,NA
90,Atención: No se halló mérito para continuar la investigación por supuestos nexos con GAI. Auto inhibitorio de la CSJ por supuestos malos manejos en la DNE. Archivada la investigación disciplinaria.,NA,NA,NA,NA,NA
116,Atención: desestimada investigación preliminar por posibles nexos con GAI y con investigación por posible conflicto de interés.,NA,NA,NA,NA,NA
117,Atención: Auto inhibitorio en investigación por supuestos nexos con grupos al margen de la ley y con denuncia por concusión.,NA,NA,NA,NA,NA
118,Atención: Con investigación preliminar por supuestos nexos con grupos al margen de la ley e investigado por presunta celebración indebida de contratos.,NA,NA,NA,NA,NA
119,Atención: Archivada investigación por supuestos nexos con grupos armados ilegales y con investigación preliminar por posible conflicto de interés.,NA,NA,NA,NA,NA
122,Atención: detenido por supuestos nexos con GAI e investigado por fraude procesal,NA,NA,NA,NA,NA
124,Atención: Con investigación preliminar por supuestos malos manejos en la DNE.,NA,NA,NA,NA,NA
125,Atención: Llamado a indagatoria por presunto tráfico de influencias,NA,NA,NA,NA,NA
126,Atención: Detenido por presunto concierto para delinquir agravado y homicidio en calidad de determinador.,NA,NA,NA,NA,NA
109,Atención: Archivada investigación preliminar por posible conflicto de intereses en la elección del Procurador.,NA,NA,NA,NA,NA
75,Atención: Sanción disciplinaria por irregularidades en contratación.,NA,NA,NA,NA,NA
56,"Atención: Archivada investigación por supuestos nexos con grupos armados ilegales, en indagación preliminar por caso Saludcoop y absuelta por interceptaciones ilegales del DAS",NA,NA,NA,NA,NA
130,Atención: Pérdida de investidura y sanción disciplinaria por tráfico de influencias,NA,NA,NA,NA,NA
131,Atención: Investigado por el delito de peculado por apropiación,NA,NA,NA,NA,NA
133,Atención: Absuelto por concierto para delinquir,NA,NA,NA,NA,NA
134,Atención: Pérdida de curul por nulidad electoral,NA,NA,NA,NA,NA
135,"Atención: Detenido por concierto para delinquir, tráfico de estupefacientes y homicidio en grado de tentativa",NA,NA,NA,NA,NA
137,Atención: En libertad por vencimiento de términos,NA,NA,NA,NA,NA
136,"Atención: Detenido por cohecho, peculado y falsedad en documento público.",NA,NA,NA,NA,NA
138,Atención: Investigado por presunto delito de indebida destinación de dineros públicos,NA,NA,NA,NA,NA
139,Atención: Condenado por fraude electoral,NA,NA,NA,NA,NA
140,Atención: Revocada la pérdida de investidura por violación al régimen de inhabilidades.,NA,NA,NA,NA,NA
141,Atención: Corte Constitucional dejó sin efectos pérdida de investidura,NA,NA,NA,NA,NA
142,Atención: Detenido por presuntos delitos de concierto para delinquir y cohecho.,NA,NA,NA,NA,NA
148,Atención: con orden de captura por los delitos de peculado y cohecho,NA,NA,NA,NA,NA
121,Atención: Condenado por nexos con grupos armados ilegales. Silla vacía.,NA,NA,NA,NA,NA
149,Atención: absuelta en la investigación por celebración indebida de contratos,NA,NA,NA,NA,NA
150,Atención: archivada investigación por supuestos manejos indebidos en la Dirección Nacional de Estupefacientes.,NA,NA,NA,NA,NA
151,"Atención: detenido en investigación preliminar por concierto para delinquir, retención y posesión ilícita de cédulas, entre otros delitos.",NA,NA,NA,NA,NA
152,Atención: investigado por uso de falsos testigos,NA,NA,NA,NA,NA
153,Atención: Condenado por tráfico de influencias y el cohecho,NA,NA,NA,NA,NA
154,Atención: anulada su elección como congresista,NA,NA,NA,NA,NA
156,"Atención: Indagación preliminar por parte de la Corte Suprema de Justicia por ""mermelada"".",NA,NA,NA,NA,NA
180,Atención: Con indagaciones preliminares por parte de la Corte Suprema de Justicia.,NA,NA,NA,NA,NA
181,Atención: Investigado por nexos con el paramilitarismo.,NA,NA,NA,NA,NA
190,Atención: Archivada investigación por presunto desfalco al DNE.,NA,NA,NA,NA,NA
191,Atención: Investigada por delitos electorales.,NA,NA,NA,NA,NA
197,Atención: Archivado proceso por parapolítica.,NA,NA,NA,NA,NA
203,Atención: Investigado por la Procuraduría por irregularides en contratos.,NA,NA,NA,NA,NA
207,Atención: Investigado por supuestos delitos electorales.,NA,NA,NA,NA,NA
209,Atención: Investigado por detrimento al patrimonio público.,NA,NA,NA,NA,NA
217,Atención: Investigado por uso indebido de recursos públicos.,NA,NA,NA,NA,NA
224,Atención: Invalidada la inhabilidad política que tenía.,NA,NA,NA,NA,NA
226,Atención: declarado inocente del cargo de peculado por apropiación.,NA,NA,NA,NA,NA
5,Atención: Llamado a versión libre por supuestos nexos con grupos armados ilegales.,NA,NA,NA,NA,NA
228,Atención: pérdida de investidura por violación de los topes máximos de financiación de campaña electoral,NA,NA,NA,NA,NA
229,Atención: levantada la suspensión de su condición de congresista,NA,NA,NA,NA,NA
230,Atención: investigado por delitos de soborno en actuación penal en concurso con fraude procesal,NA,NA,NA,NA,NA
232,Atención: investigado por corrupción,NA,NA,NA,NA,NA
233,Atención: investigado por posible violación al régimen de inhabilidades,NA,NA,NA,NA,NA
213,Atención: Investigado por el CNE por irregularidades en campaña electoral.,NA,NA,NA,NA,NA
