id,nombre,activo,usercreated,usermodifed,created_at,updated_at
276,TELECOM - Colombia Telecomunicaciones S.A. ESP - Empresa de Servicios Públicos,NA,NA,NA,15/03/10 6:13,03/09/10 17:29
277,Junta Central de Contadores,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
278,Cámara de Comercio,NA,NA,NA,15/03/10 6:13,07/09/10 19:48
1767,"Alcaldía de Palmira, Valle",NA,NA,NA,17/08/17 17:36,23/08/17 15:25
281,INS - Instituto Nacional de Salud,NA,NA,NA,15/03/10 6:13,01/09/10 16:04
282,ACIA - Asociación Colombiana de Ingenieros Agrónomos,NA,NA,NA,15/03/10 6:13,24/08/10 16:12
1765,"Alto Consejero para el Postconflicto, Derechos Humanos y Seguridad",NA,NA,NA,17/08/17 14:14,23/08/17 15:27
284,ANCPU - Asociación Nacional de Controladores de Plagas Urbanas,NA,NA,NA,15/03/10 6:13,07/09/10 19:56
1771,Secretaria de Minas del departamento,NA,NA,NA,28/08/17 20:15,28/08/17 20:15
288,Policí­a Fiscal y Aduanera,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
1772,"Alcaldia de Segovia, Antioquia",NA,NA,NA,28/08/17 20:19,28/08/17 20:19
1774,14 Brigada del Ejercito,NA,NA,NA,28/08/17 21:54,28/08/17 21:54
263,"Alcaldí­a de Santa Marta, Magdalena",NA,NA,NA,15/03/10 6:13,05/12/13 19:35
1775,Gran Colombia Gold,NA,NA,NA,28/08/17 21:55,28/08/17 21:55
298,Negociación Colombia- TLC,NA,NA,NA,15/03/10 6:13,20/09/10 21:10
299,Artesanias de Colombia,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
1165,"Alcaldía de El Tambo, Cauca",NA,NA,NA,08/11/10 15:31,07/06/17 18:32
244,Ministerio de Protección Social,NA,NA,NA,15/03/10 6:13,06/06/17 19:07
289,Ministerio de Agricultura y Desarrollo Rural,NA,NA,NA,15/03/10 6:13,06/06/17 19:18
245,ANDI - Asociación Nacional de Empresarios de Colombia,NA,NA,NA,15/03/10 6:13,07/06/17 18:51
1776,Mesa Minera,NA,NA,NA,28/08/17 21:56,28/08/17 21:56
264,INCO - Instituto Nacional de Concesiones,NA,NA,NA,15/03/10 6:13,08/06/17 15:24
1777,Dirección Nacional de la Policía,NA,NA,NA,29/08/17 16:59,29/08/17 16:59
1778,Comando General de las Fuerzas Militares,NA,NA,NA,29/08/17 16:59,29/08/17 16:59
1779,Instituto de Medicina Legal,NA,NA,NA,29/08/17 17:00,29/08/17 17:00
1780,EMPOPASTO,NA,NA,NA,29/08/17 17:21,29/08/17 17:21
1781,Coalición Nacional de sindicatos médicos,NA,NA,NA,29/08/17 19:47,29/08/17 19:47
1782,Universidad del Valle,NA,NA,NA,29/08/17 19:50,29/08/17 19:50
301,Universidad Pontificia Bolivariana,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
305,Colegio Medico Colombiano,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
306,ASSOSALUD - Asociación Nacional de Profesiones de la Salud,NA,NA,NA,15/03/10 6:13,24/08/10 19:58
307,ANIF - Asociación Nacional de Instituciones Financieras,NA,NA,NA,15/03/10 6:13,24/08/10 15:51
265,FND - Federación Nacional de Departamentos,NA,NA,NA,15/03/10 6:13,07/09/20 19:03
308,Federación Odontólogica Colombiana,NA,NA,NA,15/03/10 6:13,02/09/10 19:23
309,Juegos Centroamericanos y del Caribe,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
921,ONGs de Mujeres,NA,NA,NA,17/06/10 16:28,17/06/10 16:28
313,Secretaria Departamental de Salud,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
1172,Enertolima - Compañía de Energía del Tolima,NA,NA,NA,08/11/10 17:10,08/11/10 17:10
1173,Alcanos de Colombia SA ESP -Empresa de Servicios Públicos.,NA,NA,NA,08/11/10 17:12,08/11/10 17:12
1175,Fondo Nacional de Prestaciones Sociales del Magisterio - Fiduciaria la Previsora,NA,NA,NA,09/11/10 21:51,09/11/10 21:51
1176,Consejo Superior de la Judicatura - Sala Disciplinaria,NA,NA,NA,11/11/10 20:17,11/11/10 20:17
319,Comision de Paz,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
320,Autoridades Ambientales,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
324,Empresa de Energía de Cundinamarca S.A. ESP - Empresa de Servicios Públicos,NA,NA,NA,15/03/10 6:13,02/09/10 16:44
328,"Alcaldía de Cabrera, Cundinamarca",NA,NA,NA,15/03/10 6:13,20/09/10 20:22
1177,Secretaría de Gobierno de Medellín,NA,NA,NA,11/11/10 20:42,11/11/10 20:42
