id,created_at,updated_at,nombre,activo,usermodifed,usercreated
218,2015/08/12 14:04:28,2015/08/12 14:04:28,"Contralor General de la República, Edgardo Maya Villazón",NA,NA,NA
219,2015/08/20 17:01:05,2015/08/20 17:01:57,"Director de Coldeportes, Andrés Botero Phillipsbourne",NA,NA,NA
183,2012/09/19 16:32:48,2015/08/25 20:35:32,"Ministro de Hacienda y Crédito Público, Mauricio Cárdenas Santamaría",NA,NA,NA
220,2015/09/23 15:15:43,2015/09/23 15:15:43,"Ministro de Defensa Nacional, Luis Carlos Villegas Echeverry",NA,NA,NA
221,2016/04/19 15:40:03,2016/04/19 15:40:03,Fiscal General de la Nación (E): Jorge Fernando Perdomo Torres,NA,NA,NA
222,2016/04/19 15:40:42,2016/04/19 15:40:42,Ministra de Justicia y del Derecho (E): Ana María Ramos Serrano,NA,NA,NA
224,2016/07/29 15:16:19,2016/07/29 15:16:51,"Ministro de Minas y Energía, Germán Arce Zapata",NA,NA,NA
223,2016/07/29 15:13:17,2016/07/29 15:18:50,"Ministro de Ambiente y Desarrollo Sostenible, Luis Gilberto Murillo",NA,NA,NA
225,2016/07/29 15:31:56,2016/07/29 15:31:56,"Ministra de Comercio, Industria y Turismo, María Claudia Lacouture",NA,NA,NA
242,2018/03/21 16:06:57,2018/03/21 16:06:57,"Ministro de Agricultura y Desarrollo Rural, Juan Guillermo Zuluaga Cardona",NA,NA,NA
243,2018/05/18 14:10:17,2018/05/18 14:10:17,"Procurador General de la Nación, Fernando Carrillo Flórez",NA,NA,NA
227,2016/08/09 19:25:24,2016/08/09 19:25:36,"Ministro de Transporte, Jorge Eduardo Rojas",NA,NA,NA
228,2016/09/12 19:35:19,2016/09/12 19:35:19,"Ministra de Vivienda, Ciudad y Territorio, Elsa Noguera",NA,NA,NA
244,2018/06/14 14:01:31,2018/06/14 14:01:54,"Ministro de Vivienda, Ciudad y Territorio, Camilo Sánchez Ortega",NA,NA,NA
229,2016/09/27 16:56:46,2016/09/27 19:33:30,"Ministro de Justicia y del Derecho, Jorge Eduardo Londoño Ulloa",NA,NA,NA
230,2016/10/07 16:55:28,2016/10/07 16:55:28,"Ministra de Trabajo, Clara López Obregón",NA,NA,NA
231,2016/10/24 20:01:07,2016/10/24 20:01:07,"Ministro de Educación (E), Francisco Cardona Acosta",NA,NA,NA
184,2012/09/25 15:47:04,2016/10/26 21:17:29,"Ministro de Salud y Protección Social, Alejandro Gaviria Uribe",NA,NA,NA
232,2016/11/01 20:11:21,2016/11/01 20:12:17,"Vicefiscal General de la Nación, María Paulina Riveros Dueñas",NA,NA,NA
233,2017/03/17 16:05:11,2017/03/17 16:05:11,"Ministro de Justicia y del Derecho, Enrique Gil Botero",NA,NA,NA
234,2017/03/21 19:59:54,2017/03/21 20:03:56,"Presidente Sala Penal de la Corte Suprema de Justicia, Eugenio Fernández",NA,NA,NA
226,2016/08/03 15:43:36,2017/03/23 14:20:11,"Fiscal General de la Nación, Néstor Humberto Martínez",NA,NA,NA
235,2017/04/19 16:54:32,2017/04/19 16:54:32,"Defensor del Pueblo, Carlos Alfonso Negret Mosquera",NA,NA,NA
236,2017/05/05 20:43:21,2017/05/05 20:43:21,"Ministra de Educación Nacional, Yaneth Giha",NA,NA,NA
237,2017/07/26 16:10:04,2017/07/26 16:10:04,"Ministro del Interior, Guillermo Rivera Flórez",NA,NA,NA
238,2017/08/01 20:09:39,2017/08/01 20:09:39,"Ministra del Trabajo, Griselda Janeth Restrepo Gallego",NA,NA,NA
239,2017/08/03 18:59:41,2017/08/03 18:59:41,"Ministro de Tecnologías de la Información y las Comunicaciones, David Luna",NA,NA,NA
240,2017/10/18 16:42:43,2017/10/18 16:43:04,"Ministra de Comercio, Industria y Turismo, María Lorena Gutiérrez Botero",NA,NA,NA
241,2018/03/16 16:22:27,2018/03/16 16:22:45,"Germán Bula Escobar, Presidente del Consejo de Estado",NA,NA,NA
245,2018/08/08 14:31:50,2018/08/08 14:31:57,"Ministro de Defensa Nacional, Guillermo Botero Nieto",NA,NA,NA
246,2018/08/08 14:36:26,2018/08/08 14:36:31,"Ministro de Agricultura y Desarrollo Rural, Andrés Valencia Pinzón",NA,NA,NA
247,2018/08/08 14:38:58,2018/08/08 14:38:58,Ministra del Interior Nancy Patricia Gutiérrez Castañeda,NA,NA,NA
248,2018/08/08 15:01:27,2018/08/08 15:01:27,"Ministro de Ambiente y Desarrollo Sostenible, Ricardo José Lozano",NA,NA,NA
25,2010/06/29 23:01:06,2018/08/08 15:04:04,"Ministro de Hacienda y Crédito Público, Alberto Carrasquilla Barrera",NA,NA,NA
249,2018/08/08 15:06:16,2018/08/08 15:06:19,"Ministra de Educación, María Victoria Angulo González",NA,NA,NA
250,2018/08/08 15:08:30,2018/08/08 15:08:44,"Ministro de Relaciones Exteriores, Carlos Holmes Trujillo",NA,NA,NA
251,2018/08/08 15:12:02,2018/08/08 15:12:16,"Ministra de Tecnologías de la Información y las Comunicaciones, Sylvia Constaín Rengifo",NA,NA,NA
258,2018/08/08 15:34:33,2018/08/08 15:34:33,"Ministra de Justicia y del Derecho, Gloria María Borrero Restrepo",NA,NA,NA
253,2018/08/08 15:22:36,2018/08/08 15:22:49,"Ministra de Cultura, Carmen Inés Vásquez Camacho",NA,NA,NA
254,2018/08/08 15:25:19,2018/08/08 15:25:35,"Ministro de Comercio, Industria y Turismo, José Manuel Restrepo",NA,NA,NA
255,2018/08/08 15:27:54,2018/08/08 15:27:54,"Ministra de Transporte, Ángela María Orozco Gómez",NA,NA,NA
256,2018/08/08 15:30:08,2018/08/08 15:30:08,"Ministra del Trabajo, Alicia Arango Olmos",NA,NA,NA
257,2018/08/08 15:31:58,2018/08/08 15:31:58,"Ministro de Salud y Protección Social, Juan Pablo Uribe Restrepo",NA,NA,NA
252,2018/08/08 15:19:13,2018/08/08 15:32:31,"Ministro de Vivienda, Ciudad y Territorio, Ministro de Vivienda - Jonathan Malagón González",NA,NA,NA
259,2018/08/08 15:39:37,2018/08/08 15:39:37,"Ministra de Minas y Energía, María Fernanda Suárez Londoño",NA,NA,NA
260,2019/02/12 16:42:16,2019/02/12 16:42:16,Directora del Departamento Nacional de Planeación Gloria Amparo Alonso Másmela,NA,NA,NA
189,2012/11/23 14:54:19,2019/04/26 17:09:16,"Contralor General de la Nación, Carlos Felipe Córdoba Larrante",NA,NA,NA
261,2019/05/23 15:39:03,2019/05/23 15:39:03,"Ministra de Justicia y del Derecho, Margarita Cabello Blanco",NA,NA,NA
262,2019/07/23 14:46:51,2019/07/23 14:47:08,Fiscal General de la Nación (E) Fabio Espitia Garzón,NA,NA,NA
264,2019/08/27 20:43:04,2019/08/27 20:43:04,"Viceministra de Relaciones Exteriores, Luz Stella Jara Portilla",NA,NA,NA
263,2019/08/05 16:41:35,2019/08/27 20:54:43,"Presidenta del Consejo de Estado, Lucy Jeannette Bermúdez Bermúdez",NA,NA,NA
265,2019/10/11 20:18:42,2019/10/11 20:18:52,"Ministro del Deporte, Ernesto Lucena Barrero",NA,NA,NA
266,2019/12/03 19:12:48,2019/12/03 19:13:20,"Ministro de Defensa Nacional, Carlos Holmes Trujillo",NA,NA,NA
267,2019/12/03 19:13:57,2019/12/03 19:13:57,"Ministra de Relaciones Exteriores, Claudia Blum",NA,NA,NA
268,2020/07/25 16:13:21,2020/07/25 16:13:21,"Ministra de las Tecnologías de la Información y las Comunicaciones, Karen Abudinen",NA,NA,NA
269,2020/07/25 16:16:08,2020/07/25 16:16:34,"Ministro de Salud y Protección Social, Fernando Ruiz Gómez",NA,NA,NA
270,2020/07/25 16:18:07,2020/07/25 16:18:07,"Ministra del Interior, Alicia Arango Olmos",NA,NA,NA
271,2020/07/25 16:51:44,2020/07/25 16:51:44,"Ministro de Minas y Energía, Diego Mesa Puyo",NA,NA,NA
272,2020/08/17 21:47:34,2020/08/17 21:47:34,"Ministra de Ciencia, Tecnología e Innovación, Mabel Gisela Torres",NA,NA,NA
273,2020/08/26 21:36:46,2020/08/26 21:37:57,"Presidente del Consejo Nacional Electoral, Hernán Penagos Giraldo",NA,NA,NA
274,2020/08/26 21:38:41,2020/08/26 21:38:41,"Registrador Nacional del Estado Civil, Alexánder Vega Rocha",NA,NA,NA
275,2020/08/27 17:53:57,2020/08/27 17:53:57,"Ministro de Agricultura y Desarrollo Rural, Rodolfo Zea Navarro",NA,NA,NA
276,2020/09/01 14:17:26,2020/09/01 14:17:31,"Viceministro de Política Criminal y Justicia Restaurativa, Javier Augusto Sarmiento Olarte",NA,NA,NA
277,2020/09/04 17:27:05,2020/09/04 17:27:20,"Viceministro de Empleo y Pensiones, Andrés Felipe Uribe Medina",NA,NA,NA
278,2020/09/04 17:30:10,2020/09/04 17:31:25,"Ministro de Trabajo, Ángel Custodio Cabrera Báez",NA,NA,NA
279,2020/09/07 20:42:15,2020/09/07 20:42:15,"Presidenta del Consejo Superior de la Judicatura, Diana Alexandra Remolina Botía",NA,NA,NA
280,2020/09/17 16:13:48,2020/09/17 16:14:04,"Director del Dane, Juan Daniel Oviedo Arango",NA,NA,NA
281,2020/11/02 18:15:07,2020/11/02 18:18:13,"Ministro de Justicia y del Derecho, Wilson Ruiz Orejuela",NA,NA,NA
282,2020/11/02 18:19:39,2020/11/02 18:19:39,"Defensor del Pueblo, Carlos Ernesto Camargo Assis",NA,NA,NA
283,2020/11/02 18:22:01,2020/11/02 18:22:01,"Fiscal General de la Nación, Francisco Barbosa Delgado",NA,NA,NA
284,2021/03/17 13:40:28,2021/03/17 13:40:59,"Ministro del Interior, Daniel Palacios Martínez",NA,NA,NA
