id,fecha,fecha_realizada,comentarios,cuatrienio_id,realizado,activo,usercreated,usermodifed,created_at,updated_at
3912,2011/03/29 05:00:00,2011-03-29,NA,6,NA,NA,NA,NA,NA,NA
3218,2009/09/23 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3234,2009/09/16 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3248,2009/11/11 05:00:00,NA,Plenaria,4,NA,NA,NA,NA,NA,NA
3913,2011/03/30 05:00:00,2011-03-30,NA,6,NA,NA,NA,NA,NA,NA
4023,2011/04/27 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3914,2011/03/29 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3511,2010/12/01 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
9,2005/08/10 05:00:00,2005-08-10,NA,4,NA,NA,NA,NA,NA,NA
10,2005/08/17 05:00:00,2005-08-17,NA,4,NA,NA,NA,NA,NA,NA
11,2005/08/31 05:00:00,2005-08-31,NA,4,NA,NA,NA,NA,NA,NA
12,2005/09/07 05:00:00,2005-09-07,NA,4,NA,NA,NA,NA,NA,NA
3915,2011/03/30 05:00:00,2011-03-30,NA,6,NA,NA,NA,NA,NA,NA
4131,2011/05/17 05:00:00,2011-05-17,NA,6,NA,NA,NA,NA,NA,NA
3525,2010/12/06 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3917,2011/03/29 05:00:00,2011-04-29,NA,6,NA,NA,NA,NA,NA,NA
4001,2011/04/12 05:00:00,2011-04-12,NA,6,NA,NA,NA,NA,NA,NA
4002,2011/04/12 05:00:00,2011-04-12,NA,6,NA,NA,NA,NA,NA,NA
4305,2011/08/09 05:00:00,2011-08-09,NA,6,NA,NA,NA,NA,NA,NA
4003,2011/04/12 05:00:00,2011-04-12,NA,6,NA,NA,NA,NA,NA,NA
2734,2010/08/17 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
26,2005/10/26 05:00:00,2005-10-26,NA,4,NA,NA,NA,NA,NA,NA
3538,2010/12/07 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2745,2010/08/18 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
30,2005/09/28 05:00:00,2005-09-28,NA,4,NA,NA,NA,NA,NA,NA
31,2006/04/18 05:00:00,2006-04-18,NA,4,NA,NA,NA,NA,NA,NA
32,2005/08/24 05:00:00,2005-09-07,NA,4,NA,NA,NA,NA,NA,NA
35,2006/05/03 05:00:00,2006-05-03,NA,4,NA,NA,NA,NA,NA,NA
36,2006/03/28 05:00:00,2006-03-28,NA,4,NA,NA,NA,NA,NA,NA
3970,2011/04/06 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3971,2011/04/05 05:00:00,2011-04-05,NA,6,NA,NA,NA,NA,NA,NA
4024,2011/04/26 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3553,2009/08/12 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
41,2006/08/22 05:00:00,2006-08-22,NA,2,NA,NA,NA,NA,NA,NA
42,2006/09/05 05:00:00,2006-09-12,NA,2,NA,NA,NA,NA,NA,NA
43,2006/08/29 05:00:00,2006-08-29,NA,2,NA,NA,NA,NA,NA,NA
44,2006/09/12 05:00:00,2006-09-12,NA,2,NA,NA,NA,NA,NA,NA
45,2006/09/19 05:00:00,2006-09-19,NA,2,NA,NA,NA,NA,NA,NA
46,2006/08/15 05:00:00,2006-08-15,NA,2,NA,NA,NA,NA,NA,NA
47,2006/10/18 05:00:00,2006-10-18,NA,2,NA,NA,NA,NA,NA,NA
48,2006/10/10 05:00:00,2006-10-10,NA,2,NA,NA,NA,NA,NA,NA
49,2006/10/03 05:00:00,2006-10-03,NA,2,NA,NA,NA,NA,NA,NA
50,2006/09/26 05:00:00,2006-09-26,NA,2,NA,NA,NA,NA,NA,NA
51,2006/11/07 05:00:00,2006-11-07,NA,2,NA,NA,NA,NA,NA,NA
52,2006/11/14 05:00:00,2006-11-14,NA,2,NA,NA,NA,NA,NA,NA
53,2006/11/29 05:00:00,2006-11-29,NA,2,NA,NA,NA,NA,NA,NA
54,2006/12/13 05:00:00,2006-12-13,"Tiene orden del día aditivo en dónde se aprobaron las Actas de Conciliación de los Proyectos: 303/06C,123/05S; 8/05C, 284/06S; 154/06C, 207/05S; 260/06C 60/06S; 60/06C, 141/06S; 197/05C, 305/06S; 02/06C, 40/06S. Aprobación del Texto Rehecho del PL 205/04C, 86/05S.",2,NA,NA,NA,NA,NA,NA
55,2007/03/06 05:00:00,2007-03-06,NA,2,NA,NA,NA,NA,NA,NA
56,2007/03/27 05:00:00,2007-03-27,NA,2,NA,NA,NA,NA,NA,NA
57,2007/04/10 05:00:00,2007-04-17,NA,2,NA,NA,NA,NA,NA,NA
3919,2011/03/30 05:00:00,2011-03-30,NA,6,NA,NA,NA,NA,NA,NA
59,2006/11/08 05:00:00,2006-11-08,No Hubo Sesión.,2,NA,NA,NA,NA,NA,NA
60,2006/11/01 05:00:00,2006-11-01,NA,2,NA,NA,NA,NA,NA,NA
61,2007/03/28 05:00:00,2007-03-28,NA,2,NA,NA,NA,NA,NA,NA
62,2007/02/28 05:00:00,2007-02-28,NA,2,NA,NA,NA,NA,NA,NA
63,2006/08/15 05:00:00,2006-08-23,NA,2,NA,NA,NA,NA,NA,NA
3921,2011/03/29 05:00:00,2011-03-29,NA,6,NA,NA,NA,NA,NA,NA
65,2007/11/21 05:00:00,2007-11-21,NA,2,NA,NA,NA,NA,NA,NA
3922,2011/03/29 05:00:00,2011-03-29,NA,6,NA,NA,NA,NA,NA,NA
67,2007/05/09 05:00:00,2007-09-12,NA,2,NA,NA,NA,NA,NA,NA
2764,2010/07/27 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2772,2010/08/24 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
70,2007/05/22 05:00:00,2007-05-23,NA,2,NA,NA,NA,NA,NA,NA
2779,2010/08/24 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
1173,2008/10/07 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
73,2007/11/13 05:00:00,2007-11-13,NA,2,NA,NA,NA,NA,NA,NA
2786,2010/08/25 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2790,2010/08/31 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2798,2010/08/31 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2817,2010/09/08 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2823,2010/09/07 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
79,2007/06/19 05:00:00,2007-06-19,NA,2,NA,NA,NA,NA,NA,NA
4025,2011/04/26 05:00:00,2011-04-26,NA,6,NA,NA,NA,NA,NA,NA
81,2008/04/23 05:00:00,2008-04-23,NA,2,NA,NA,NA,NA,NA,NA
83,2008/04/09 05:00:00,2008-04-09,NA,2,NA,NA,NA,NA,NA,NA
1174,2008/10/16 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
88,2007/09/11 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2829,2010/09/07 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
90,2008/07/30 05:00:00,2008-07-30,NA,2,NA,NA,NA,NA,NA,NA
92,2008/08/06 05:00:00,2008-08-06,NA,2,NA,NA,NA,NA,NA,NA
94,2008/08/20 05:00:00,2008-08-20,NA,2,NA,NA,NA,NA,NA,NA
95,2008/08/26 05:00:00,2008-08-26,NA,2,NA,NA,NA,NA,NA,NA
96,2008/10/03 05:00:00,2008-10-03,NA,2,NA,NA,NA,NA,NA,NA
98,2008/09/10 05:00:00,2008-09-10,NA,2,NA,NA,NA,NA,NA,NA
99,2008/08/03 05:00:00,2008-09-10,NA,2,NA,NA,NA,NA,NA,NA
102,2008/11/19 05:00:00,2008-11-19,NA,2,NA,NA,NA,NA,NA,NA
103,2008/11/25 05:00:00,2008-11-25,NA,2,NA,NA,NA,NA,NA,NA
104,2009/03/25 05:00:00,2009-03-25,NA,2,NA,NA,NA,NA,NA,NA
2833,2010/09/08 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
107,2009/04/13 05:00:00,2009-04-13,NA,2,NA,NA,NA,NA,NA,NA
108,2009/04/14 05:00:00,2009-04-14,NA,2,NA,NA,NA,NA,NA,NA
109,2009/04/01 05:00:00,2009-04-01,NA,2,NA,NA,NA,NA,NA,NA
110,2009/04/15 05:00:00,2009-04-15,NA,2,NA,NA,NA,NA,NA,NA
111,2009/04/28 05:00:00,2009-04-28,NA,2,NA,NA,NA,NA,NA,NA
112,2009/04/29 05:00:00,2009-04-29,NA,2,NA,NA,NA,NA,NA,NA
113,2009/05/13 05:00:00,2009-05-13,NA,2,NA,NA,NA,NA,NA,NA
114,2009/05/12 05:00:00,2009-05-12,NA,2,NA,NA,NA,NA,NA,NA
115,2009/05/19 05:00:00,2009-05-19,NA,2,NA,NA,NA,NA,NA,NA
116,2009/04/28 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
117,2009/05/26 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
119,2009/05/27 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
120,2009/03/27 05:00:00,2009-06-09,NA,2,NA,NA,NA,NA,NA,NA
122,2009/08/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
123,2009/07/29 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
125,2009/08/25 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
126,2009/09/01 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
127,2009/09/15 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
129,2009/10/20 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
131,2009/11/18 05:00:00,2009-11-18,NA,2,NA,NA,NA,NA,NA,NA
132,2009/12/01 05:00:00,2009-12-01,Sesión Reservada (No acceso a público),2,NA,NA,NA,NA,NA,NA
133,2009/12/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2836,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2848,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2803,2010/08/31 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2805,2010/08/31 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2810,2010/09/01 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
1774,2007/06/12 05:00:00,NA,También fueron aprobados los Proyectos de Ley: 191/06 Senado-229/05 Cámara y 192/06 Senado-82/06 Cámara.,2,NA,NA,NA,NA,NA,NA
2845,2010/09/15 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
1667,2007/09/11 05:00:00,NA,Solamente se llevó a cabo el debate. Los proyectos se aplazaron para la siguiente semana,2,NA,NA,NA,NA,NA,NA
2850,2010/09/15 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2854,2010/09/15 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2858,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2862,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2866,2010/03/16 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2027,2007/06/05 05:00:00,NA,Sólo se hicieron anuncios para la próxima sesión. No hubo novedad.,2,NA,NA,NA,NA,NA,NA
2873,2009/06/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2890,2010/09/21 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2894,2009/06/09 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2898,2009/06/11 05:00:00,NA,Debate en Mocoa (Putumayo),2,NA,NA,NA,NA,NA,NA
2930,2010/09/27 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2876,2009/06/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2880,2010/09/14 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2884,2009/06/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2914,2010/09/24 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2918,2010/09/21 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2906,2010/09/22 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
2910,2008/12/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2922,2008/12/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2926,2009/06/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2938,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
14,2005/09/21 05:00:00,NA,NA,4,NA,NA,NA,NA,NA,NA
33,2005/10/05 05:00:00,2005-10-05,NA,4,NA,NA,NA,NA,NA,NA
23,2005/11/02 05:00:00,2005-11-02,NA,4,NA,NA,NA,NA,NA,NA
24,2005/11/09 20:00:00,NA,No hubo Sesión.,4,NA,NA,NA,NA,NA,NA
128,2009/09/29 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2942,2010/09/29 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2946,2009/06/11 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2950,2010/09/27 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2951,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2735,2010/08/18 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2746,2010/08/17 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2756,2010/08/18 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2765,2010/08/24 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2773,2010/08/25 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2780,2010/08/25 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2787,2010/08/25 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2979,2010/10/06 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2793,2010/08/31 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3923,2011/03/29 05:00:00,2011-03-29,NA,6,NA,NA,NA,NA,NA,NA
3924,2011/03/29 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3925,2008/11/19 05:00:00,NA,Hora: 10:00 a.m.,2,NA,NA,NA,NA,NA,NA
2768,2010/08/24 05:00:00,NA,No se realizó,6,NA,NA,NA,NA,NA,NA
2981,2010/10/06 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
3926,2008/08/26 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3927,2008/09/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3899,2008/09/02 05:00:00,NA,Hora: 10:00 a.m.,2,NA,NA,NA,NA,NA,NA
2804,2010/08/31 05:00:00,NA,Continuación Debate sobre Regalías,6,NA,NA,NA,NA,NA,NA
3928,2008/09/02 05:00:00,NA,Hora: 10:00 a.m.,2,NA,NA,NA,NA,NA,NA
2806,2010/09/01 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2811,2007/08/29 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2812,2010/09/10 05:00:00,NA,Los puntos 2 y 3 del orden del día tal como se pusieron aquí aparecen en el documento original como pertenecientes sólo al punto 2. Se separaron para poder hacer el vínculo con cada uno de los Proyectos de Acto Legislativo. Sesión no se realizó.,6,NA,NA,NA,NA,NA,NA
2984,2010/10/06 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
3929,2008/09/03 05:00:00,NA,Hora:10:00 a.m.,2,NA,NA,NA,NA,NA,NA
2818,2010/09/10 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2990,2010/10/05 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2824,2010/09/07 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3076,2009/08/04 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3193,2009/07/28 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3930,2008/08/20 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3931,2008/09/09 05:00:00,NA,Hora: 10:00 a.m.,2,NA,NA,NA,NA,NA,NA
2834,2010/05/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3932,2008/12/03 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2837,2010/09/15 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3973,2011/04/06 05:00:00,2011-04-06,NA,6,NA,NA,NA,NA,NA,NA
4004,2011/04/12 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3933,2008/11/05 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2841,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2846,2010/09/16 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2851,2010/09/14 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2855,2010/09/16 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2859,2010/05/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3079,2010/10/19 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
4026,2011/04/27 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2863,2010/09/15 05:00:00,NA,Aplazada,6,NA,NA,NA,NA,NA,NA
4173,2011/06/01 05:00:00,2011-06-01,NA,6,NA,NA,NA,NA,NA,NA
2867,2010/04/28 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2870,2008/12/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3936,2011/03/30 05:00:00,2011-03-30,NA,6,NA,NA,NA,NA,NA,NA
2874,2009/05/27 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2993,2010/10/06 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2877,2009/06/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2881,2010/09/21 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3082,2010/10/20 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
2885,2010/09/23 05:00:00,NA,"Esta sesión se programó para ser realizada en Riohacha, Guajira. Se realizó.",6,NA,NA,NA,NA,NA,NA
2996,2010/10/05 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2887,2010/09/22 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
2891,2010/09/21 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2895,2009/06/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2899,2010/09/22 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2903,2010/09/21 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2907,2008/12/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3196,2009/08/12 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2911,2008/12/03 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3249,2009/11/17 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3085,2010/10/19 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3088,2009/08/18 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3091,2009/09/30 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2919,2009/06/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2923,2009/06/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3094,2010/10/19 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2999,2010/10/05 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2927,2008/12/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2931,2008/12/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2935,2009/06/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3163,2010/10/26 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2939,2010/09/29 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
2943,2008/12/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2947,2009/06/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2952,2008/12/09 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2955,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2958,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2961,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2964,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3097,2009/10/21 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3004,2010/10/06 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3007,2009/08/18 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3010,2009/08/26 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3013,2009/08/12 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3100,2009/11/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2967,2009/06/03 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2970,2010/09/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3016,2009/08/12 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3019,2009/09/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3103,2009/11/10 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2973,2010/09/29 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3022,2009/09/02 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
2976,2010/10/05 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3025,2009/10/06 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3028,2009/09/08 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3166,2010/10/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3031,2009/09/16 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3034,2010/10/13 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3037,2010/10/13 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
3512,2009/10/28 05:00:00,NA,Plenaria - No hubo sesión,2,NA,NA,NA,NA,NA,NA
3040,2010/10/13 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3106,2010/10/19 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3109,2009/09/01 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3219,2010/11/03 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3043,2009/09/23 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3046,2009/10/06 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3894,2011/03/23 14:00:00,2011-03-23,NA,6,NA,NA,NA,NA,NA,NA
3049,2010/10/13 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3052,2009/10/23 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3526,2009/12/01 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3055,2010/10/13 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
3058,2010/10/13 05:00:00,NA,Se reailzó.,6,NA,NA,NA,NA,NA,NA
3112,2010/10/13 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3169,2010/10/26 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3064,2009/11/03 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3067,2009/11/17 05:00:00,NA,Sesiones conjuntas (No se realizó),2,NA,NA,NA,NA,NA,NA
3070,2009/11/25 05:00:00,NA,Sesiones Conjuntas,2,NA,NA,NA,NA,NA,NA
3539,2010/12/07 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3115,2010/10/20 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3118,2009/08/19 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3121,2010/10/26 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3124,2009/09/16 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3127,2010/10/27 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3130,2009/11/11 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3133,2010/10/26 05:00:00,NA,Se realizó,6,NA,NA,NA,NA,NA,NA
3136,2010/10/27 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3139,2009/08/26 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3142,2009/09/01 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3145,2009/09/24 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3148,2009/12/01 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3151,2010/10/26 05:00:00,NA,No se realizó.,6,NA,NA,NA,NA,NA,NA
3235,2010/10/02 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3172,2010/10/28 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3002,2008/12/10 15:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3199,2009/09/15 05:00:00,NA,Plenaria,2,NA,NA,NA,NA,NA,NA
3160,2010/10/26 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
3175,2009/08/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3178,2009/08/26 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3181,2009/10/14 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3184,2009/09/08 05:00:00,NA,No se realizó la sesión en plenaria.,2,NA,NA,NA,NA,NA,NA
3187,2009/11/04 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3190,2009/11/03 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
3202,2010/10/26 05:00:00,NA,Se realizó.,6,NA,NA,NA,NA,NA,NA
2736,2010/08/01 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2747,2010/08/18 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2757,2010/08/17 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2766,2010/08/25 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2774,2010/08/24 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2781,2010/08/17 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
2788,2010/08/30 05:00:00,NA,NA,6,NA,NA,NA,NA,NA,NA
3017,2009/08/25 05:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA
