id,created_at,updated_at,nombre,imagen,proyecto_ley_id,activo,usermodifed,usercreated
140,2011/04/06 14:31:48,2011/04/06 14:31:48,"Ministro de Tecnologías de la Información, Diego Ernesto Molano Vega",uploads/otros_autores/DIEGO-ERNESTO-MOLANO-VEGA.jpg,NA,NA,NA,NA
65,2010/09/01 22:11:15,2011/04/06 14:50:20,"Ministra de Cultura, Mariana Garcés Córdoba",uploads/otros_autores/Mariana_Garces.jpg,NA,NA,NA,NA
141,2011/04/18 20:44:21,2011/04/18 20:44:21,"Ministro de Trabajo y Seguridad Social, Angelino Garzón",uploads/otros_autores/AngelinoGarzon.jpg,NA,NA,NA,NA
149,2011/05/30 19:44:23,2011/05/30 19:44:23,"Ministro de Transporte, (e) Federmán Quiroga Ríos",uploads/otros_autores/Mintransporte.gif,NA,NA,NA,NA
150,2011/06/01 19:33:15,2011/06/01 19:33:15,"Ministra de Comunicaciones, Angela Montoya Holguín",uploads/otros_autores/Angela_Montoya_Holguin.jpg,NA,NA,NA,NA
151,2011/06/02 21:22:58,2011/06/02 21:22:58,"Ministra de Cultura, Araceli Morales López",uploads/otros_autores/Aracely_Morales.jpg,NA,NA,NA,NA
152,2011/06/02 21:51:47,2011/06/02 21:51:47,"Viceministro de Hacienda, Federico Renjifo Vélez",uploads/otros_autores/Federico_Renjifo.jpg,NA,NA,NA,NA
123,2011/02/15 18:28:50,2011/06/07 20:39:48,"Ministro de Medio Ambiente, Juan Mayr Maldonado",uploads/otros_autores/juan-mayr.jpg,NA,NA,NA,NA
153,2011/06/07 21:07:37,2011/06/07 21:07:37,"Ministra de Salud, Sara Ordónez Noriega",uploads/otros_autores/Sara_Ordoñez.jpg,NA,NA,NA,NA
154,2011/06/07 21:10:20,2011/06/07 21:10:20,"Ministro de Minas y Energía, Carlos Caballero Argáez",uploads/otros_autores/Carlos_Caballero.jpg,NA,NA,NA,NA
157,2011/08/19 20:11:07,2011/08/19 20:11:07,"Ministro del Interior, Germán Vargas Lleras",uploads/otros_autores/German_Vargas_Lleras_.jpg,NA,NA,NA,NA
158,2011/08/25 14:51:09,2011/08/25 14:51:09,"Registrador Nacional del Estado Civil, Iván Duque Escobar",uploads/otros_autores/Ivan_Duque_Escobarwb.jpg,NA,NA,NA,NA
159,2011/08/25 21:30:40,2011/08/25 21:30:40,"Ministro de Hacienda y Crédito Público, Roberto Junguito Bonett",uploads/otros_autores/Roberto_Junguito.jpg,NA,NA,NA,NA
160,2011/09/08 21:16:40,2011/09/08 21:16:40,"Ministra de Comunicaciones, Martha Elena Pinto de De Hart",uploads/otros_autores/Marta_Pinto_de_d.jpg,NA,NA,NA,NA
161,2011/09/09 19:09:23,2011/09/09 19:09:23,"Presidente de la Corte Suprema de Justicia,  Francisco Escobar Henríquez",uploads/otros_autores/Francisco_Escobar_Final.jpg,NA,NA,NA,NA
162,2011/09/09 19:28:10,2011/09/09 19:28:10,"Ministro de Defensa Nacional, Gilberto Echeverry Mejía",uploads/otros_autores/Gilberto_Echeverry_Mejía.jpg,NA,NA,NA,NA
163,2011/09/12 15:12:14,2011/09/12 15:12:14,"Ministra de Educación Nacional, María Fernanda Campo Saavedra",uploads/otros_autores/Maria_Fernanda_Campo_Saavedra.jpg,NA,NA,NA,NA
164,2011/09/12 17:09:24,2011/09/12 17:09:24,"Ministro de Transporte, Germán Cardona",uploads/otros_autores/Germán_Cardona.jpg,NA,NA,NA,NA
165,2011/09/12 18:41:53,2011/09/12 18:41:53,"Presidente Consejo Nacional Electoral, Guillermo Francisco Reyes González",uploads/otros_autores/guillermo-reyes.jpg,NA,NA,NA,NA
166,2011/09/12 22:06:31,2011/09/12 22:06:31,"Presidente Consejo Superior de la Judicatura, Carlos Enrique Marín Vélez",NA,NA,NA,NA,NA
167,2011/09/12 22:20:10,2011/09/12 22:20:10,"Director Departamento Administrativo de la Función Pública, Fernando Grillo Rubiano",uploads/otros_autores/Fernando_Grillo.jpg,NA,NA,NA,NA
168,2011/09/21 22:23:02,2011/09/21 22:23:02,"Fiscal General de la Nación, Viviane Morales Hoyos",uploads/otros_autores/Viviane_Morales_Hoyos.JPG,NA,NA,NA,NA
169,2011/10/03 19:45:10,2011/10/03 19:45:10,"Presidente del Consejo Nacional Electoral, José Joaquín Vives Pérez",uploads/otros_autores/Jose_Joaquin_Vives.JPG,NA,NA,NA,NA
170,2011/10/19 18:59:44,2011/10/19 18:59:44,"Viceministro de Cultura, Oscar Rueda García",uploads/otros_autores/Oscar_Rueda_García.jpg,NA,NA,NA,NA
171,2011/10/31 15:44:21,2011/10/31 15:44:21,"Ministro de Minas y Energía, Mauricio Cárdenas Santamaría",uploads/otros_autores/Mauricio-Cárdenas-Santamaría.jpg,NA,NA,NA,NA
173,2011/11/08 20:11:33,2011/11/08 20:11:33,"Director del Departamento Nacional de Planeación, Hernando José Gómez Restrepo",uploads/otros_autores/Hernando_José_Gómez_Restrepo.jpg,NA,NA,NA,NA
174,2011/11/28 15:25:41,2011/11/28 15:25:41,"Ministro de Defensa Nacional, Juan Carlos Pinzón",uploads/otros_autores/Juan_Carlos_Pinzón.jpg,NA,NA,NA,NA
175,2012/03/20 16:39:18,2012/03/20 16:39:18,"Viceministro de Justicia, Pablo Felipe Robledo",uploads/otros_autores/Pablo_Felipe_Robledo.jpg,NA,NA,NA,NA
177,2012/03/20 18:53:04,2012/03/20 18:53:04,"Viceministro de Comercio Exterior, Gabriel Duque Mildenberg",uploads/otros_autores/Gabriel_Duque_Mildenberg.jpg,NA,NA,NA,NA
178,2012/04/25 15:11:47,2012/04/25 15:11:47,"Presidente del Consejo de Estado, Gustavo Gómez Aranguren",uploads/otros_autores/Gustavo_Gómez_Aranguren.jpg,NA,NA,NA,NA
179,2012/04/27 15:10:19,2012/04/27 15:10:19,"Ministro Encargado de Vivienda, Ciudad y Territorio, Luis Felipe Henao Cardona",uploads/otros_autores/Luis_Felipe_Henao_Cardona.jpg,NA,NA,NA,NA
180,2012/04/30 20:40:05,2012/04/30 20:40:05,"Ministro de Trabajo, Rafael Pardo",uploads/otros_autores/Rafael_Pardo.jpg,NA,NA,NA,NA
176,2012/03/20 16:56:23,2012/06/05 20:26:37,"Presidente del Consejo Nacional Electoral, José Joaquín Plata",uploads/otros_autores/Jose_Joaquin_Plata.jpg,NA,NA,NA,NA
1,2010/06/08 20:45:17,2010/06/08 20:45:17,"Ministro de Relaciones Exteriores, Jaime Bermúdez Merizalde",uploads/otros_autores/jaime-bermudez-.jpg,NA,NA,NA,NA
9,2010/06/23 21:49:45,2010/07/01 19:10:36,"Ministro de Minas y Energía, Hernán Martínez Torres",uploads/otros_autores/Hernan_Martinez-Minas.jpg,NA,NA,NA,NA
58,2010/08/25 16:54:03,2010/08/25 16:55:27,"Director del Departamento Administrativo de Seguridad D.A.S., Felipe Muñoz Gómez",uploads/otros_autores/Felipe_Muñoz.jpg,NA,NA,NA,NA
172,2011/10/31 15:47:01,2011/10/31 15:47:01,"Viceministro de Hacienda y Crédito Público, Bruce Mac Master Rojas",uploads/otros_autores/Bruce_Mac_Master.jpg,NA,NA,NA,NA
181,2012/08/02 22:54:52,2012/08/02 22:54:52,"Vicepresidente del Consejo Nacional Electoral, Pablo Guillermo Gil de la Hoz",uploads/otros_autores/Pablo_Gil_de_la_Hoz.jpg,NA,NA,NA,NA
182,2012/09/03 14:34:15,2012/09/03 14:34:15,"Ministra de Justicia y del Derecho, Ruth Stella Correa Palacio",uploads/otros_autores/Ruth_Stella_Correa_Palacio.jpg,NA,NA,NA,NA
185,2012/10/04 23:53:52,2012/10/04 23:53:52,"Ministro del Interior, Fernando Carrillo Flórez",uploads/otros_autores/fernando_carrillo.jpeg,NA,NA,NA,NA
186,2012/10/10 17:49:11,2012/10/10 17:49:11,"Ministro de Minas y Energías, Federico Rengifo Vélez",uploads/otros_autores/FedericoRegifo.jpg,NA,NA,NA,NA
187,2012/10/18 16:45:42,2012/10/18 16:45:42,"Ministro de Ambiente y Desarrollo Sostenible, Juan Gabriel Uribe",uploads/otros_autores/juan_gabriel_uribe.jpeg,NA,NA,NA,NA
188,2012/11/14 19:57:30,2012/11/14 19:57:30,"Ministra de Transporte, Cecilia Alvarez",uploads/otros_autores/cecilia_alvarez.jpg,NA,NA,NA,NA
190,2013/02/14 15:14:26,2013/02/14 15:14:26,"Presidente del Consejo Superior de la Judicatura, Ricardo Monroy Church",uploads/otros_autores/ricardo_monroy_church.jpg,NA,NA,NA,NA
191,2013/03/19 18:39:37,2013/03/19 18:39:37,"Defensor del Pueblo, Jorge Armando Otálora",uploads/otros_autores/jorge_otalora.jpg,NA,NA,NA,NA
192,2013/03/20 18:24:16,2013/03/20 18:24:16,"Presidente del Consejo Nacional Electoral, Carlos Ardila Ballesteros",uploads/otros_autores/carlos_ardila.jpg,NA,NA,NA,NA
194,2013/04/04 16:06:52,2013/04/04 16:06:52,"Fiscal General de la Nación, Eduardo Montealegre Lynett",uploads/otros_autores/Eduardo_Montealegre.jpg,NA,NA,NA,NA
195,2013/08/14 21:42:00,2013/08/14 21:42:55,"Presidenta Consejo Nacional Electoral, Nora Tapia Montoya",uploads/otros_autores/NORA_TAPIA_MONTOYA.jpg,NA,NA,NA,NA
197,2013/08/15 15:54:51,2013/08/15 15:54:51,"Wilson Ruiz Orejuela, Presidente Sala Jurisdiccional Disciplinaria Consejo Superior de la Judicatura",uploads/otros_autores/Wilson_Ruiz.JPG,NA,NA,NA,NA
196,2013/08/15 15:49:58,2013/08/15 15:57:06,"Pedro Sanabria Buitrago, Presidente Consejo Superior de la Judicatura",uploads/otros_autores/Pedro_Sanabria_Buitrago.jpg,NA,NA,NA,NA
198,2013/08/15 16:40:20,2013/08/15 16:42:35,"Edgar Carlos Sanabria Melo, Presidente Sala Administrativa Consejo Superior de la Judicatura",uploads/otros_autores/Edgar_Carlos_Sanabria_Melo.JPG,NA,NA,NA,NA
201,2013/10/30 18:40:33,2013/11/13 17:11:54,"Ministro de Justicia y del Derecho, Alfonso Gómez Méndez",uploads/otros_autores/Alfonso_Gomez_Mendez_1.jpg,NA,NA,NA,NA
199,2013/09/16 18:23:14,2013/11/13 17:20:36,"Ministro de Minas y Energía, Federico Renjifo Vélez",uploads/otros_autores/Federico_Renjifo_1.jpg,NA,NA,NA,NA
193,2013/03/20 18:25:48,2013/11/13 19:17:44,"Vicepresidente del Consejo Nacional Electoral, Nora Tapia Montoya",uploads/otros_autores/NORA_TAPIA_MONTOYA_1.jpg,NA,NA,NA,NA
113,2011/01/31 21:33:37,2013/11/13 19:27:30,"Ministro de Trabajo y Seguridad Social, Hernando Yepes Arcila",uploads/otros_autores/Hernando_Yepes_Arcila.png,NA,NA,NA,NA
109,2011/01/25 18:44:35,2013/11/13 19:30:17,"Viceministro de Medio Ambiente, Luis Fernando Gaviria Trujillo",uploads/otros_autores/Luis_Fernando_Gaviria_Trujillo.jpg,NA,NA,NA,NA
202,2013/11/06 21:36:13,2013/11/13 19:31:58,"Ministro del Interior, Aurelio Iragorri Valencia",uploads/otros_autores/Aurelio_Iragorri_Valencia.jpg,NA,NA,NA,NA
200,2013/10/03 19:01:49,2013/11/13 19:49:57,"Ministro de Agricultura y Desarrollo Rural, Rubén Darío Lizarralde",uploads/otros_autores/Ruben_Dario_Lizarralde_1.jpg,NA,NA,NA,NA
203,2014/04/02 11:30:35,2014/04/02 11:30:35,"Ministro de Vivienda, Luis Felipe Henao Cardona",uploads/otros_autores/Luis_Felipe_Henao_Cardona_1.jpg,NA,NA,NA,NA
204,2014/05/16 13:58:26,2014/05/16 13:58:26,"Ministro de Comercio, Industria y Turismo, Santiago Rojas",uploads/otros_autores/Santiago_Rojas.jpg,NA,NA,NA,NA
207,2014/08/12 11:20:21,2014/08/12 11:20:21,"Ministro de Trabajo, Luis Eduardo Garzón",uploads/otros_autores/Luis_Eduardo_Garzon.jpg,NA,NA,NA,NA
206,2014/08/12 11:18:30,2014/08/12 11:19:01,"Ministro de Ambiente y Desarrollo Sostenible, Gabriel Vallejo López",uploads/otros_autores/Gabriel_Vallejo_Lopez.jpg,NA,NA,NA,NA
208,2014/08/12 11:22:19,2014/08/12 11:22:19,"Ministro de Minas y Energía, Tomás González Estrada",uploads/otros_autores/Tomas_Gonzalez_Estrada.jpg,NA,NA,NA,NA
205,2014/08/12 11:14:31,2014/08/12 11:24:50,"Ministro del Interior, Juan Fernando Cristo Bustos",uploads/otros_autores/Juan_Fernando_Cristo_Bustos.jpg,NA,NA,NA,NA
209,2014/08/12 11:24:37,2014/08/12 11:25:06,"Ministro de Justicia y del Derecho, Yesid Reyes Alvarado",uploads/otros_autores/Yesid_Reyes_Alvarado.jpg,NA,NA,NA,NA
210,2014/08/12 11:26:37,2014/08/12 11:26:47,"Ministra de Comercio, Industria y Turismo, Cecilia Álvarez-Correa Glen",uploads/otros_autores/Cecilia_Alvarez_Correa.jpg,NA,NA,NA,NA
213,2014/08/12 11:30:42,2014/08/12 11:35:54,"Ministro de Agricultura y Desarrollo Rural, Aurelio Iragorri Valencia",uploads/otros_autores/Aurelio_Iragorri_Valencia_1.jpg,NA,NA,NA,NA
214,2014/08/12 11:38:39,2014/08/12 11:38:39,"Director Departamento Nacional de Planeación, DNP, Simón Gaviria",uploads/otros_autores/Simon_Gaviria.jpg,NA,NA,NA,NA
212,2014/08/12 11:29:38,2014/08/12 11:39:39,"Ministra de Educación Nacional, Gina Parody",uploads/otros_autores/Gina_Parody.jpg,NA,NA,NA,NA
216,2014/09/15 16:19:52,2014/09/15 16:19:52,"Viceministra de Relaciones Exteriores, Patty Londoño Jaramillo",uploads/otros_autores/Patty_Londono_Jaramillo.jpg,NA,NA,NA,NA
211,2014/08/12 11:28:21,2014/11/20 20:25:38,"Ministra de Transporte, Natalia Abello Vives",uploads/otros_autores/Natalia_Abello.jpg,NA,NA,NA,NA
217,2015/05/06 18:19:50,2015/05/06 18:19:50,"Presidente Consejo Nacional Electoral, Emiliano Rivera Bravo",uploads/otros_autores/Emiliano_Rivera_Bravo.jpg,NA,NA,NA,NA
218,2015/08/12 14:04:28,2015/08/12 14:04:28,"Contralor General de la República, Edgardo Maya Villazón",uploads/otros_autores/Edgardo_Maya_Villazon_1.jpg,NA,NA,NA,NA
219,2015/08/20 17:01:05,2015/08/20 17:01:57,"Director de Coldeportes, Andrés Botero Phillipsbourne",uploads/otros_autores/Andres_Botero_Phillipsbourne.jpg,NA,NA,NA,NA
183,2012/09/19 16:32:48,2015/08/25 20:35:32,"Ministro de Hacienda y Crédito Público, Mauricio Cárdenas Santamaría",uploads/otros_autores/Mauricio-Cardenas.JPG,NA,NA,NA,NA
220,2015/09/23 15:15:43,2015/09/23 15:15:43,"Ministro de Defensa Nacional, Luis Carlos Villegas Echeverry",uploads/otros_autores/luis_carlos_villegas_echeverri.jpg,NA,NA,NA,NA
221,2016/04/19 15:40:03,2016/04/19 15:40:03,Fiscal General de la Nación (E): Jorge Fernando Perdomo Torres,uploads/otros_autores/Jorge_Fernando_Perdomo.jpg,NA,NA,NA,NA
222,2016/04/19 15:40:42,2016/04/19 15:40:42,Ministra de Justicia y del Derecho (E): Ana María Ramos Serrano,uploads/otros_autores/Ana_Maria_Ramos_Viceministra.jpg,NA,NA,NA,NA
224,2016/07/29 15:16:19,2016/07/29 15:16:51,"Ministro de Minas y Energía, Germán Arce Zapata",uploads/otros_autores/German_Arce.jpg,NA,NA,NA,NA
223,2016/07/29 15:13:17,2016/07/29 15:18:50,"Ministro de Ambiente y Desarrollo Sostenible, Luis Gilberto Murillo",uploads/otros_autores/Luis_Gilberto_Murillo.png,NA,NA,NA,NA
225,2016/07/29 15:31:56,2016/07/29 15:31:56,"Ministra de Comercio, Industria y Turismo, María Claudia Lacouture",uploads/otros_autores/Maria_Claudia_Lacouture.jpg,NA,NA,NA,NA
242,2018/03/21 16:06:57,2018/03/21 16:06:57,"Ministro de Agricultura y Desarrollo Rural, Juan Guillermo Zuluaga Cardona",uploads/otros_autores/juan-guillermo-zuluaga.jpg,NA,NA,NA,NA
243,2018/05/18 14:10:17,2018/05/18 14:10:17,"Procurador General de la Nación, Fernando Carrillo Flórez",uploads/otros_autores/Fernando_Carrillo.png,NA,NA,NA,NA
227,2016/08/09 19:25:24,2016/08/09 19:25:36,"Ministro de Transporte, Jorge Eduardo Rojas",uploads/otros_autores/Jorge_Eduardo_Rojas.jpg,NA,NA,NA,NA
228,2016/09/12 19:35:19,2016/09/12 19:35:19,"Ministra de Vivienda, Ciudad y Territorio, Elsa Noguera",uploads/otros_autores/Elsa_Noguera.jpg,NA,NA,NA,NA
244,2018/06/14 14:01:31,2018/06/14 14:01:54,"Ministro de Vivienda, Ciudad y Territorio, Camilo Sánchez Ortega",uploads/otros_autores/Ministro_Camilo-Sanchez.jpg,NA,NA,NA,NA
229,2016/09/27 16:56:46,2016/09/27 19:33:30,"Ministro de Justicia y del Derecho, Jorge Eduardo Londoño Ulloa",uploads/otros_autores/Jorge_Eduardo_Londono_Ulloa.jpg,NA,NA,NA,NA
230,2016/10/07 16:55:28,2016/10/07 16:55:28,"Ministra de Trabajo, Clara López Obregón",uploads/otros_autores/Clara_Lopez_Obregon.jpeg,NA,NA,NA,NA
231,2016/10/24 20:01:07,2016/10/24 20:01:07,"Ministro de Educación (E), Francisco Cardona Acosta",uploads/otros_autores/Francisco_Cardona_Acosta.jpg,NA,NA,NA,NA
184,2012/09/25 15:47:04,2016/10/26 21:17:29,"Ministro de Salud y Protección Social, Alejandro Gaviria Uribe",uploads/otros_autores/Alejandro_gaviria.jpg,NA,NA,NA,NA
232,2016/11/01 20:11:21,2016/11/01 20:12:17,"Vicefiscal General de la Nación, María Paulina Riveros Dueñas",uploads/otros_autores/Maria_Paulina_Riveros.jpg,NA,NA,NA,NA
233,2017/03/17 16:05:11,2017/03/17 16:05:11,"Ministro de Justicia y del Derecho, Enrique Gil Botero",uploads/otros_autores/Enrique_Gil_Botero.jpg,NA,NA,NA,NA
234,2017/03/21 19:59:54,2017/03/21 20:03:56,"Presidente Sala Penal de la Corte Suprema de Justicia, Eugenio Fernández",uploads/otros_autores/Eugenio-Fernandez-Carlier-Corte-Suprema-.jpg,NA,NA,NA,NA
226,2016/08/03 15:43:36,2017/03/23 14:20:11,"Fiscal General de la Nación, Néstor Humberto Martínez",uploads/otros_autores/Nestor_Humberto_Martinez_2.JPG,NA,NA,NA,NA
235,2017/04/19 16:54:32,2017/04/19 16:54:32,"Defensor del Pueblo, Carlos Alfonso Negret Mosquera",uploads/otros_autores/Carlos_Alfonso_Negret_Mosquera.jpg,NA,NA,NA,NA
236,2017/05/05 20:43:21,2017/05/05 20:43:21,"Ministra de Educación Nacional, Yaneth Giha",uploads/otros_autores/Yaneth_Giha.jpg,NA,NA,NA,NA
237,2017/07/26 16:10:04,2017/07/26 16:10:04,"Ministro del Interior, Guillermo Rivera Flórez",uploads/otros_autores/Guillermo_Rivera.jpeg,NA,NA,NA,NA
238,2017/08/01 20:09:39,2017/08/01 20:09:39,"Ministra del Trabajo, Griselda Janeth Restrepo Gallego",uploads/otros_autores/Griselda_Restrepo.jpg,NA,NA,NA,NA
239,2017/08/03 18:59:41,2017/08/03 18:59:41,"Ministro de Tecnologías de la Información y las Comunicaciones, David Luna",uploads/otros_autores/David_Luna.jpg,NA,NA,NA,NA
240,2017/10/18 16:42:43,2017/10/18 16:43:04,"Ministra de Comercio, Industria y Turismo, María Lorena Gutiérrez Botero",uploads/otros_autores/MariaLorenaGutierrez.jpg,NA,NA,NA,NA
241,2018/03/16 16:22:27,2018/03/16 16:22:45,"Germán Bula Escobar, Presidente del Consejo de Estado",uploads/otros_autores/German_Bula_Escobar.png,NA,NA,NA,NA
245,2018/08/08 14:31:50,2018/08/08 14:31:57,"Ministro de Defensa Nacional, Guillermo Botero Nieto",uploads/otros_autores/Guillermo_Botero_Nieto.jpg,NA,NA,NA,NA
246,2018/08/08 14:36:26,2018/08/08 14:36:31,"Ministro de Agricultura y Desarrollo Rural, Andrés Valencia Pinzón",uploads/otros_autores/Andres_Valecia_Pinzon.png,NA,NA,NA,NA
247,2018/08/08 14:38:58,2018/08/08 14:38:58,Ministra del Interior Nancy Patricia Gutiérrez Castañeda,uploads/otros_autores/nancy_patricia_gutierrez.png,NA,NA,NA,NA
248,2018/08/08 15:01:27,2018/08/08 15:01:27,"Ministro de Ambiente y Desarrollo Sostenible, Ricardo José Lozano",uploads/otros_autores/Ricardo_Lozano.png,NA,NA,NA,NA
25,2010/06/29 23:01:06,2018/08/08 15:04:04,"Ministro de Hacienda y Crédito Público, Alberto Carrasquilla Barrera",uploads/otros_autores/Alberto_Carrasquilla_Barrera.jpg,NA,NA,NA,NA
249,2018/08/08 15:06:16,2018/08/08 15:06:19,"Ministra de Educación, María Victoria Angulo González",uploads/otros_autores/Maria_Victoria_Angulo.jpg,NA,NA,NA,NA
250,2018/08/08 15:08:30,2018/08/08 15:08:44,"Ministro de Relaciones Exteriores, Carlos Holmes Trujillo",uploads/otros_autores/Carlos_Holmes_Trujillo.jpg,NA,NA,NA,NA
251,2018/08/08 15:12:02,2018/08/08 15:12:16,"Ministra de Tecnologías de la Información y las Comunicaciones, Sylvia Constaín Rengifo",uploads/otros_autores/Sylvia_Constain.jpg,NA,NA,NA,NA
258,2018/08/08 15:34:33,2018/08/08 15:34:33,"Ministra de Justicia y del Derecho, Gloria María Borrero Restrepo",uploads/otros_autores/Gloria_Maria_Borrero.jpeg,NA,NA,NA,NA
253,2018/08/08 15:22:36,2018/08/08 15:22:49,"Ministra de Cultura, Carmen Inés Vásquez Camacho",uploads/otros_autores/Carmen_Ines_Vasquez_Camacho.jpg,NA,NA,NA,NA
254,2018/08/08 15:25:19,2018/08/08 15:25:35,"Ministro de Comercio, Industria y Turismo, José Manuel Restrepo",uploads/otros_autores/Jose_Manuel_Restrepo.jpeg,NA,NA,NA,NA
255,2018/08/08 15:27:54,2018/08/08 15:27:54,"Ministra de Transporte, Ángela María Orozco Gómez",uploads/otros_autores/Angela_Maria_Orozco.jpg,NA,NA,NA,NA
256,2018/08/08 15:30:08,2018/08/08 15:30:08,"Ministra del Trabajo, Alicia Arango Olmos",uploads/otros_autores/Alicia_Arango_Olmos.jpg,NA,NA,NA,NA
257,2018/08/08 15:31:58,2018/08/08 15:31:58,"Ministro de Salud y Protección Social, Juan Pablo Uribe Restrepo",uploads/otros_autores/juan-pablo-uribe.jpg,NA,NA,NA,NA
252,2018/08/08 15:19:13,2018/08/08 15:32:31,"Ministro de Vivienda, Ciudad y Territorio, Ministro de Vivienda - Jonathan Malagón González",uploads/otros_autores/Jonathan_Malagon.jpg,NA,NA,NA,NA
259,2018/08/08 15:39:37,2018/08/08 15:39:37,"Ministra de Minas y Energía, María Fernanda Suárez Londoño",uploads/otros_autores/Maria_Fernanda_Suarez_Londono.jpg,NA,NA,NA,NA
260,2019/02/12 16:42:16,2019/02/12 16:42:16,Directora del Departamento Nacional de Planeación Gloria Amparo Alonso Másmela,uploads/otros_autores/Gloria_Alonso_Masmela.png,NA,NA,NA,NA
189,2012/11/23 14:54:19,2019/04/26 17:09:16,"Contralor General de la Nación, Carlos Felipe Córdoba Larrante",uploads/otros_autores/Carlos_Felipe_Cordoba_Larrarte.jpeg,NA,NA,NA,NA
261,2019/05/23 15:39:03,2019/05/23 15:39:03,"Ministra de Justicia y del Derecho, Margarita Cabello Blanco",uploads/otros_autores/margarita_cabello_blanco.jpeg,NA,NA,NA,NA
262,2019/07/23 14:46:51,2019/07/23 14:47:08,Fiscal General de la Nación (E) Fabio Espitia Garzón,uploads/otros_autores/Fabio_Espitia_Garzon.png,NA,NA,NA,NA
264,2019/08/27 20:43:04,2019/08/27 20:43:04,"Viceministra de Relaciones Exteriores, Luz Stella Jara Portilla",uploads/otros_autores/Luz_Stella_Jara_Portilla.jpg,NA,NA,NA,NA
263,2019/08/05 16:41:35,2019/08/27 20:54:43,"Presidenta del Consejo de Estado, Lucy Jeannette Bermúdez Bermúdez",uploads/otros_autores/Lucy_Jeannette_Bermudez.jpeg,NA,NA,NA,NA
265,2019/10/11 20:18:42,2019/10/11 20:18:52,"Ministro del Deporte, Ernesto Lucena Barrero",uploads/otros_autores/Ernesto-Lucena.png,NA,NA,NA,NA
266,2019/12/03 19:12:48,2019/12/03 19:13:20,"Ministro de Defensa Nacional, Carlos Holmes Trujillo",uploads/otros_autores/Carlos_Holmes_Trujillo_1.jpg,NA,NA,NA,NA
267,2019/12/03 19:13:57,2019/12/03 19:13:57,"Ministra de Relaciones Exteriores, Claudia Blum",uploads/otros_autores/Claudia_Blum.png,NA,NA,NA,NA
268,2020/07/25 16:13:21,2020/07/25 16:13:21,"Ministra de las Tecnologías de la Información y las Comunicaciones, Karen Abudinen",uploads/otros_autores/karen_abundinen_abuchaibe.jpg,NA,NA,NA,NA
269,2020/07/25 16:16:08,2020/07/25 16:16:34,"Ministro de Salud y Protección Social, Fernando Ruiz Gómez",uploads/otros_autores/fernando_ruiz_gomez.jpg,NA,NA,NA,NA
270,2020/07/25 16:18:07,2020/07/25 16:18:07,"Ministra del Interior, Alicia Arango Olmos",uploads/otros_autores/Alicia_Arango_Olmos_1.jpg,NA,NA,NA,NA
271,2020/07/25 16:51:44,2020/07/25 16:51:44,"Ministro de Minas y Energía, Diego Mesa Puyo",uploads/otros_autores/Diego_Mesa_Puyo.jpg,NA,NA,NA,NA
272,2020/08/17 21:47:34,2020/08/17 21:47:34,"Ministra de Ciencia, Tecnología e Innovación, Mabel Gisela Torres",uploads/otros_autores/mabel_torres.jpg,NA,NA,NA,NA
273,2020/08/26 21:36:46,2020/08/26 21:37:57,"Presidente del Consejo Nacional Electoral, Hernán Penagos Giraldo",uploads/otros_autores/Hernan_Penagos.jpg,NA,NA,NA,NA
274,2020/08/26 21:38:41,2020/08/26 21:38:41,"Registrador Nacional del Estado Civil, Alexánder Vega Rocha",uploads/otros_autores/Alexander_Vega_Rocha.jpg,NA,NA,NA,NA
275,2020/08/27 17:53:57,2020/08/27 17:53:57,"Ministro de Agricultura y Desarrollo Rural, Rodolfo Zea Navarro",uploads/otros_autores/Rodolfo_Zea_Navarro.jpg,NA,NA,NA,NA
276,2020/09/01 14:17:26,2020/09/01 14:17:31,"Viceministro de Política Criminal y Justicia Restaurativa, Javier Augusto Sarmiento Olarte",uploads/otros_autores/Javier_Augusto_Sarmiento_Olarte.jpeg,NA,NA,NA,NA
277,2020/09/04 17:27:05,2020/09/04 17:27:20,"Viceministro de Empleo y Pensiones, Andrés Felipe Uribe Medina",uploads/otros_autores/Andres_Felipe_Uribe_Medina.jpg,NA,NA,NA,NA
278,2020/09/04 17:30:10,2020/09/04 17:31:25,"Ministro de Trabajo, Ángel Custodio Cabrera Báez",uploads/otros_autores/Angel-Custodio-Cabrera.jpg,NA,NA,NA,NA
279,2020/09/07 20:42:15,2020/09/07 20:42:15,"Presidenta del Consejo Superior de la Judicatura, Diana Alexandra Remolina Botía",uploads/otros_autores/Diana_Alexandra_Remolina_Botia.jpg,NA,NA,NA,NA
280,2020/09/17 16:13:48,2020/09/17 16:14:04,"Director del Dane, Juan Daniel Oviedo Arango",uploads/otros_autores/Juan_Daniel_Oviedo.jpg,NA,NA,NA,NA
281,2020/11/02 18:15:07,2020/11/02 18:18:13,"Ministro de Justicia y del Derecho, Wilson Ruiz Orejuela",uploads/otros_autores/wilson_Ruiz_Orejuela.jpg,NA,NA,NA,NA
282,2020/11/02 18:19:39,2020/11/02 18:19:39,"Defensor del Pueblo, Carlos Ernesto Camargo Assis",uploads/otros_autores/Carlos_Ernesto_Camargo_Assis.jpeg,NA,NA,NA,NA
