id,control_politico_id,congresista_id,activo,usercreated,usermodifed,created_at,updated_at
57328,9987,11,NA,NA,NA,NA,NA
58288,15047,557,NA,NA,NA,NA,NA
57329,9987,28,NA,NA,NA,NA,NA
57330,9987,1055,NA,NA,NA,NA,NA
57331,9987,809,NA,NA,NA,NA,NA
57332,9987,47,NA,NA,NA,NA,NA
57333,9987,55,NA,NA,NA,NA,NA
58564,15278,186,NA,NA,NA,NA,NA
57334,9987,59,NA,NA,NA,NA,NA
57335,9987,608,NA,NA,NA,NA,NA
57336,9987,834,NA,NA,NA,NA,NA
35979,3201,906,NA,NA,NA,NA,NA
35980,3201,39,NA,NA,NA,NA,NA
39682,3461,16,NA,NA,NA,NA,NA
57337,9987,77,NA,NA,NA,NA,NA
57338,9987,1234,NA,NA,NA,NA,NA
57339,9987,87,NA,NA,NA,NA,NA
57340,9987,96,NA,NA,NA,NA,NA
57341,9987,612,NA,NA,NA,NA,NA
57342,9987,101,NA,NA,NA,NA,NA
57343,9987,999,NA,NA,NA,NA,NA
57344,9987,1257,NA,NA,NA,NA,NA
57345,9987,493,NA,NA,NA,NA,NA
57346,9987,1271,NA,NA,NA,NA,NA
57347,9987,1278,NA,NA,NA,NA,NA
57595,10779,922,NA,NA,NA,NA,NA
65017,27269,1260,NA,NA,NA,NA,NA
65018,27270,1260,NA,NA,NA,NA,NA
65023,20650,2600,NA,NA,NA,NA,NA
57961,13370,570,NA,NA,NA,NA,NA
57962,13370,61,NA,NA,NA,NA,NA
58166,14240,240,NA,NA,NA,NA,NA
58341,15080,8,NA,NA,NA,NA,NA
58342,15080,809,NA,NA,NA,NA,NA
58343,15080,811,NA,NA,NA,NA,NA
58587,15382,578,NA,NA,NA,NA,NA
65024,20650,59,NA,NA,NA,NA,NA
59549,9913,61,NA,NA,NA,NA,NA
55252,6616,38,NA,NA,NA,NA,NA
60035,18581,94,NA,NA,NA,NA,NA
58773,17050,793,NA,NA,NA,NA,NA
59545,7160,160,NA,NA,NA,NA,NA
59546,7160,1200,NA,NA,NA,NA,NA
57592,10778,896,NA,NA,NA,NA,NA
57593,10778,50,NA,NA,NA,NA,NA
57594,10778,922,NA,NA,NA,NA,NA
57775,12039,656,NA,NA,NA,NA,NA
59547,7160,933,NA,NA,NA,NA,NA
59548,7160,209,NA,NA,NA,NA,NA
58158,14236,128,NA,NA,NA,NA,NA
58159,14236,259,NA,NA,NA,NA,NA
58160,14236,171,NA,NA,NA,NA,NA
58161,14236,1197,NA,NA,NA,NA,NA
58162,14236,131,NA,NA,NA,NA,NA
58163,14236,244,NA,NA,NA,NA,NA
58164,14236,118,NA,NA,NA,NA,NA
58165,14236,313,NA,NA,NA,NA,NA
58333,15076,1187,NA,NA,NA,NA,NA
58334,15076,171,NA,NA,NA,NA,NA
58335,15076,189,NA,NA,NA,NA,NA
58336,15076,1168,NA,NA,NA,NA,NA
58337,15076,242,NA,NA,NA,NA,NA
58338,15076,950,NA,NA,NA,NA,NA
58339,15076,922,NA,NA,NA,NA,NA
58340,15076,1181,NA,NA,NA,NA,NA
58586,15371,1234,NA,NA,NA,NA,NA
15623,3056,1696,NA,NA,NA,NA,NA
15624,3056,302,NA,NA,NA,NA,NA
15625,3056,1406,NA,NA,NA,NA,NA
55251,6599,9,NA,NA,NA,NA,NA
59235,18085,666,NA,NA,NA,NA,NA
60029,18565,2017,NA,NA,NA,NA,NA
60030,18565,836,NA,NA,NA,NA,NA
60031,18565,142,NA,NA,NA,NA,NA
60032,18565,2448,NA,NA,NA,NA,NA
60033,18565,1334,NA,NA,NA,NA,NA
60034,18565,2108,NA,NA,NA,NA,NA
57090,8227,9,NA,NA,NA,NA,NA
57091,8227,122,NA,NA,NA,NA,NA
57092,8227,505,NA,NA,NA,NA,NA
61211,20599,1805,NA,NA,NA,NA,NA
57260,9650,1234,NA,NA,NA,NA,NA
57261,9650,12,NA,NA,NA,NA,NA
60975,20555,15,NA,NA,NA,NA,NA
60976,20555,21,NA,NA,NA,NA,NA
60977,20555,85,NA,NA,NA,NA,NA
57262,9650,23,NA,NA,NA,NA,NA
57320,9981,49,NA,NA,NA,NA,NA
59236,18085,875,NA,NA,NA,NA,NA
55201,6515,999,NA,NA,NA,NA,NA
59237,18085,77,NA,NA,NA,NA,NA
59539,9398,643,NA,NA,NA,NA,NA
59540,9398,2600,NA,NA,NA,NA,NA
60236,6598,511,NA,NA,NA,NA,NA
3898,1492,197,NA,NA,NA,NA,NA
60978,20555,77,NA,NA,NA,NA,NA
60979,20555,95,NA,NA,NA,NA,NA
59541,9398,1257,NA,NA,NA,NA,NA
3903,1495,205,NA,NA,NA,NA,NA
3904,1495,180,NA,NA,NA,NA,NA
58152,14235,259,NA,NA,NA,NA,NA
58153,14235,196,NA,NA,NA,NA,NA
58154,14235,240,NA,NA,NA,NA,NA
58155,14235,244,NA,NA,NA,NA,NA
58156,14235,118,NA,NA,NA,NA,NA
3910,1498,668,NA,NA,NA,NA,NA
58157,14235,313,NA,NA,NA,NA,NA
58328,15070,242,NA,NA,NA,NA,NA
3913,1500,74,NA,NA,NA,NA,NA
3914,1501,97,NA,NA,NA,NA,NA
3915,1502,93,NA,NA,NA,NA,NA
58329,15070,1228,NA,NA,NA,NA,NA
58330,15070,189,NA,NA,NA,NA,NA
58331,15070,142,NA,NA,NA,NA,NA
58332,15070,1167,NA,NA,NA,NA,NA
58584,15370,49,NA,NA,NA,NA,NA
58585,15370,578,NA,NA,NA,NA,NA
59542,9398,77,NA,NA,NA,NA,NA
59543,9398,968,NA,NA,NA,NA,NA
59544,9398,921,NA,NA,NA,NA,NA
60694,19684,2520,NA,NA,NA,NA,NA
58771,17048,49,NA,NA,NA,NA,NA
51167,1403,28,NA,NA,NA,NA,NA
62455,23629,23,NA,NA,NA,NA,NA
57089,8214,505,NA,NA,NA,NA,NA
57319,9976,6,NA,NA,NA,NA,NA
58965,17531,1062,NA,NA,NA,NA,NA
58148,14232,128,NA,NA,NA,NA,NA
58149,14232,482,NA,NA,NA,NA,NA
58150,14232,259,NA,NA,NA,NA,NA
58151,14232,244,NA,NA,NA,NA,NA
58327,15069,33,NA,NA,NA,NA,NA
58583,15365,2489,NA,NA,NA,NA,NA
59530,7599,1184,NA,NA,NA,NA,NA
3939,1511,9,NA,NA,NA,NA,NA
3940,1512,77,NA,NA,NA,NA,NA
56873,7560,1058,NA,NA,NA,NA,NA
3942,1512,59,NA,NA,NA,NA,NA
3943,1512,1257,NA,NA,NA,NA,NA
3944,1512,15,NA,NA,NA,NA,NA
56874,7560,171,NA,NA,NA,NA,NA
59531,7599,512,NA,NA,NA,NA,NA
59532,7599,134,NA,NA,NA,NA,NA
59533,7599,108,NA,NA,NA,NA,NA
59534,7599,1229,NA,NA,NA,NA,NA
59535,7599,208,NA,NA,NA,NA,NA
59536,7599,1208,NA,NA,NA,NA,NA
59537,7599,248,NA,NA,NA,NA,NA
59538,7599,988,NA,NA,NA,NA,NA
51168,1403,90,NA,NA,NA,NA,NA
3955,1520,19,NA,NA,NA,NA,NA
3956,1520,511,NA,NA,NA,NA,NA
3957,1520,50,NA,NA,NA,NA,NA
3958,1520,906,NA,NA,NA,NA,NA
51169,1403,29,NA,NA,NA,NA,NA
3960,1522,128,NA,NA,NA,NA,NA
3961,1522,131,NA,NA,NA,NA,NA
3962,1522,482,NA,NA,NA,NA,NA
3963,1522,244,NA,NA,NA,NA,NA
3964,1522,259,NA,NA,NA,NA,NA
3965,1522,155,NA,NA,NA,NA,NA
3966,1522,122,NA,NA,NA,NA,NA
3967,1522,196,NA,NA,NA,NA,NA
3968,1522,1280,NA,NA,NA,NA,NA
51165,1403,874,NA,NA,NA,NA,NA
51166,1403,1271,NA,NA,NA,NA,NA
55249,6541,16,NA,NA,NA,NA,NA
58770,17041,41,NA,NA,NA,NA,NA
58961,17527,423,NA,NA,NA,NA,NA
58962,17527,999,NA,NA,NA,NA,NA
58963,17527,653,NA,NA,NA,NA,NA
58964,17527,207,NA,NA,NA,NA,NA
60234,18647,123,NA,NA,NA,NA,NA
57088,8213,768,NA,NA,NA,NA,NA
56875,7560,556,NA,NA,NA,NA,NA
56876,7560,242,NA,NA,NA,NA,NA
56877,7560,569,NA,NA,NA,NA,NA
56878,7560,250,NA,NA,NA,NA,NA
56879,7560,1279,NA,NA,NA,NA,NA
57580,10774,505,NA,NA,NA,NA,NA
57581,10774,145,NA,NA,NA,NA,NA
57582,10774,2395,NA,NA,NA,NA,NA
57583,10774,9,NA,NA,NA,NA,NA
57763,10780,145,NA,NA,NA,NA,NA
58320,15065,1058,NA,NA,NA,NA,NA
58321,15065,950,NA,NA,NA,NA,NA
58322,15065,1228,NA,NA,NA,NA,NA
58323,15065,1167,NA,NA,NA,NA,NA
58324,15065,242,NA,NA,NA,NA,NA
58325,15065,182,NA,NA,NA,NA,NA
58326,15065,189,NA,NA,NA,NA,NA
58580,15357,1234,NA,NA,NA,NA,NA
58581,15357,60,NA,NA,NA,NA,NA
58582,15357,55,NA,NA,NA,NA,NA
39722,3489,1200,NA,NA,NA,NA,NA
55235,6540,1248,NA,NA,NA,NA,NA
55236,6540,33,NA,NA,NA,NA,NA
55237,6540,66,NA,NA,NA,NA,NA
55238,6540,99,NA,NA,NA,NA,NA
55239,6540,999,NA,NA,NA,NA,NA
55240,6540,809,NA,NA,NA,NA,NA
55241,6540,896,NA,NA,NA,NA,NA
55242,6540,12,NA,NA,NA,NA,NA
55243,6540,493,NA,NA,NA,NA,NA
55244,6540,14,NA,NA,NA,NA,NA
55245,6540,879,NA,NA,NA,NA,NA
55246,6540,16,NA,NA,NA,NA,NA
55247,6540,505,NA,NA,NA,NA,NA
55248,6540,93,NA,NA,NA,NA,NA
58769,17040,49,NA,NA,NA,NA,NA
58954,17520,512,NA,NA,NA,NA,NA
58955,17520,323,NA,NA,NA,NA,NA
58956,17520,423,NA,NA,NA,NA,NA
58957,17520,950,NA,NA,NA,NA,NA
59190,17367,930,NA,NA,NA,NA,NA
59191,17367,259,NA,NA,NA,NA,NA
59192,17367,647,NA,NA,NA,NA,NA
58958,17520,696,NA,NA,NA,NA,NA
58959,17520,505,NA,NA,NA,NA,NA
58960,17520,346,NA,NA,NA,NA,NA
59193,17367,9,NA,NA,NA,NA,NA
59194,17367,908,NA,NA,NA,NA,NA
59195,17367,146,NA,NA,NA,NA,NA
59196,17367,922,NA,NA,NA,NA,NA
59197,17367,543,NA,NA,NA,NA,NA
74425,39953,873,NA,NA,NA,NA,NA
74426,39953,2480,NA,NA,NA,NA,NA
39716,3467,259,NA,NA,NA,NA,NA
39717,3467,197,NA,NA,NA,NA,NA
39718,3467,240,NA,NA,NA,NA,NA
39719,3467,1219,NA,NA,NA,NA,NA
39720,3467,244,NA,NA,NA,NA,NA
39721,3467,122,NA,NA,NA,NA,NA
57059,8162,59,NA,NA,NA,NA,NA
57239,9506,578,NA,NA,NA,NA,NA
57240,9506,12,NA,NA,NA,NA,NA
57241,9506,93,NA,NA,NA,NA,NA
57242,9506,23,NA,NA,NA,NA,NA
57274,9764,99,NA,NA,NA,NA,NA
39715,3485,38,NA,NA,NA,NA,NA
62452,23552,23,NA,NA,NA,NA,NA
57549,10737,1256,NA,NA,NA,NA,NA
59225,18079,122,NA,NA,NA,NA,NA
58952,17515,696,NA,NA,NA,NA,NA
58953,17515,968,NA,NA,NA,NA,NA
74427,39953,1202,NA,NA,NA,NA,NA
74428,39953,1950,NA,NA,NA,NA,NA
58734,16997,498,NA,NA,NA,NA,NA
58735,16997,541,NA,NA,NA,NA,NA
58736,16997,205,NA,NA,NA,NA,NA
58737,16997,141,NA,NA,NA,NA,NA
60681,19565,1177,NA,NA,NA,NA,NA
60682,19565,1522,NA,NA,NA,NA,NA
60683,19565,1635,NA,NA,NA,NA,NA
60684,19565,1525,NA,NA,NA,NA,NA
57083,8212,793,NA,NA,NA,NA,NA
59687,9824,973,NA,NA,NA,NA,NA
57084,8212,811,NA,NA,NA,NA,NA
57085,8212,28,NA,NA,NA,NA,NA
57086,8212,13,NA,NA,NA,NA,NA
57087,8212,557,NA,NA,NA,NA,NA
57576,10771,145,NA,NA,NA,NA,NA
57577,10771,505,NA,NA,NA,NA,NA
57578,10771,20,NA,NA,NA,NA,NA
57579,10771,9,NA,NA,NA,NA,NA
57951,13276,61,NA,NA,NA,NA,NA
58146,14231,1222,NA,NA,NA,NA,NA
58319,14904,29,NA,NA,NA,NA,NA
58579,15346,12,NA,NA,NA,NA,NA
59222,18070,59,NA,NA,NA,NA,NA
60662,19755,8,NA,NA,NA,NA,NA
62435,22424,1912,NA,NA,NA,NA,NA
62436,22424,2450,NA,NA,NA,NA,NA
62437,22424,2533,NA,NA,NA,NA,NA
62438,22424,1950,NA,NA,NA,NA,NA
59223,18070,133,NA,NA,NA,NA,NA
59224,18070,39,NA,NA,NA,NA,NA
35981,3202,1200,NA,NA,NA,NA,NA
58738,16998,209,NA,NA,NA,NA,NA
4108,1869,97,NA,NA,NA,NA,NA
4109,1869,19,NA,NA,NA,NA,NA
4110,1869,1277,NA,NA,NA,NA,NA
4137,1976,16,NA,NA,NA,NA,NA
4138,1976,89,NA,NA,NA,NA,NA
4139,1976,6,NA,NA,NA,NA,NA
4140,1976,23,NA,NA,NA,NA,NA
58739,16998,92,NA,NA,NA,NA,NA
58740,16998,516,NA,NA,NA,NA,NA
58741,16998,1009,NA,NA,NA,NA,NA
58930,17479,999,NA,NA,NA,NA,NA
57275,9788,47,NA,NA,NA,NA,NA
4147,1808,10,NA,NA,NA,NA,NA
4148,1808,55,NA,NA,NA,NA,NA
59179,17948,1561,NA,NA,NA,NA,NA
57550,10737,763,NA,NA,NA,NA,NA
4151,2001,4,NA,NA,NA,NA,NA
57551,10737,61,NA,NA,NA,NA,NA
57737,11951,2600,NA,NA,NA,NA,NA
57934,13179,59,NA,NA,NA,NA,NA
59180,17948,251,NA,NA,NA,NA,NA
59181,17948,2517,NA,NA,NA,NA,NA
59182,17948,1894,NA,NA,NA,NA,NA
60147,18908,209,NA,NA,NA,NA,NA
4168,2049,643,NA,NA,NA,NA,NA
4169,2049,36,NA,NA,NA,NA,NA
4170,2049,1257,NA,NA,NA,NA,NA
4171,2049,77,NA,NA,NA,NA,NA
4172,2049,15,NA,NA,NA,NA,NA
4173,2049,59,NA,NA,NA,NA,NA
4174,2049,85,NA,NA,NA,NA,NA
4175,2049,827,NA,NA,NA,NA,NA
60148,18908,1292,NA,NA,NA,NA,NA
4177,2005,33,NA,NA,NA,NA,NA
60149,18908,341,NA,NA,NA,NA,NA
60150,18908,205,NA,NA,NA,NA,NA
60367,19358,75,NA,NA,NA,NA,NA
58565,15280,186,NA,NA,NA,NA,NA
58566,15280,1172,NA,NA,NA,NA,NA
75144,41936,1217,NA,NA,NA,NA,NA
75145,41936,2083,NA,NA,NA,NA,NA
60980,20556,77,NA,NA,NA,NA,NA
75146,41936,1894,NA,NA,NA,NA,NA
59688,9507,2600,NA,NA,NA,NA,NA
75147,41936,1971,NA,NA,NA,NA,NA
75148,41936,2517,NA,NA,NA,NA,NA
75149,41936,2522,NA,NA,NA,NA,NA
75150,41936,862,NA,NA,NA,NA,NA
57752,12037,296,NA,NA,NA,NA,NA
58145,14187,862,NA,NA,NA,NA,NA
58312,15059,1220,NA,NA,NA,NA,NA
58313,15059,1228,NA,NA,NA,NA,NA
58314,15059,146,NA,NA,NA,NA,NA
58315,15059,1167,NA,NA,NA,NA,NA
58316,15059,242,NA,NA,NA,NA,NA
58317,15059,182,NA,NA,NA,NA,NA
58318,15059,189,NA,NA,NA,NA,NA
58577,15342,49,NA,NA,NA,NA,NA
58578,15342,578,NA,NA,NA,NA,NA
60677,19513,288,NA,NA,NA,NA,NA
59220,18057,668,NA,NA,NA,NA,NA
59221,18057,77,NA,NA,NA,NA,NA
60678,19513,668,NA,NA,NA,NA,NA
60994,20297,1819,NA,NA,NA,NA,NA
60995,20297,2600,NA,NA,NA,NA,NA
60996,20297,77,NA,NA,NA,NA,NA
60997,20297,25,NA,NA,NA,NA,NA
60998,20297,59,NA,NA,NA,NA,NA
60999,20297,507,NA,NA,NA,NA,NA
57568,10772,145,NA,NA,NA,NA,NA
57569,10772,505,NA,NA,NA,NA,NA
57570,10772,20,NA,NA,NA,NA,NA
57571,10772,9,NA,NA,NA,NA,NA
57746,10736,1219,NA,NA,NA,NA,NA
57747,10736,1222,NA,NA,NA,NA,NA
57748,10736,259,NA,NA,NA,NA,NA
57749,10736,244,NA,NA,NA,NA,NA
57750,10736,118,NA,NA,NA,NA,NA
57751,10736,122,NA,NA,NA,NA,NA
57949,13216,59,NA,NA,NA,NA,NA
58141,14170,112,NA,NA,NA,NA,NA
58142,14170,196,NA,NA,NA,NA,NA
58143,14170,1214,NA,NA,NA,NA,NA
58144,14170,1262,NA,NA,NA,NA,NA
58311,15058,409,NA,NA,NA,NA,NA
58576,15331,23,NA,NA,NA,NA,NA
4273,2226,7,NA,NA,NA,NA,NA
4274,2080,131,NA,NA,NA,NA,NA
4275,2080,244,NA,NA,NA,NA,NA
4276,2080,1219,NA,NA,NA,NA,NA
60675,19547,25,NA,NA,NA,NA,NA
60676,19547,77,NA,NA,NA,NA,NA
87938,56839,482,NA,NA,NA,NA,NA
57308,9930,505,NA,NA,NA,NA,NA
57946,13215,1257,NA,NA,NA,NA,NA
4283,2253,175,NA,NA,NA,NA,NA
57947,13215,21,NA,NA,NA,NA,NA
57948,13215,1253,NA,NA,NA,NA,NA
58140,14137,1187,NA,NA,NA,NA,NA
58310,15057,834,NA,NA,NA,NA,NA
58575,15319,578,NA,NA,NA,NA,NA
58946,17507,969,NA,NA,NA,NA,NA
55206,3190,1200,NA,NA,NA,NA,NA
60674,19504,9,NA,NA,NA,NA,NA
61229,183,1200,NA,NA,NA,NA,NA
58937,17504,512,NA,NA,NA,NA,NA
58938,17504,323,NA,NA,NA,NA,NA
58939,17504,653,NA,NA,NA,NA,NA
58940,17504,2126,NA,NA,NA,NA,NA
58941,17504,1267,NA,NA,NA,NA,NA
61230,183,134,NA,NA,NA,NA,NA
4360,1461,643,NA,NA,NA,NA,NA
4361,1461,95,NA,NA,NA,NA,NA
4376,2266,873,NA,NA,NA,NA,NA
4380,156,1248,NA,NA,NA,NA,NA
4381,156,96,NA,NA,NA,NA,NA
4382,156,100,NA,NA,NA,NA,NA
4383,156,934,NA,NA,NA,NA,NA
4384,156,968,NA,NA,NA,NA,NA
4385,156,809,NA,NA,NA,NA,NA
4386,156,47,NA,NA,NA,NA,NA
4387,156,1277,NA,NA,NA,NA,NA
4388,156,505,NA,NA,NA,NA,NA
4389,156,93,NA,NA,NA,NA,NA
4390,2442,55,NA,NA,NA,NA,NA
74213,39957,98,NA,NA,NA,NA,NA
59990,18513,40,NA,NA,NA,NA,NA
74214,39957,35,NA,NA,NA,NA,NA
60368,19364,511,NA,NA,NA,NA,NA
60663,19756,128,NA,NA,NA,NA,NA
60664,19756,1280,NA,NA,NA,NA,NA
60665,19756,482,NA,NA,NA,NA,NA
60666,19756,131,NA,NA,NA,NA,NA
57276,9794,99,NA,NA,NA,NA,NA
58931,17495,969,NA,NA,NA,NA,NA
57552,10744,66,NA,NA,NA,NA,NA
57553,10744,763,NA,NA,NA,NA,NA
57554,10744,48,NA,NA,NA,NA,NA
57555,10744,570,NA,NA,NA,NA,NA
57556,10744,27,NA,NA,NA,NA,NA
57557,10744,61,NA,NA,NA,NA,NA
57738,11978,2600,NA,NA,NA,NA,NA
57935,13211,680,NA,NA,NA,NA,NA
57936,13211,77,NA,NA,NA,NA,NA
4429,2158,928,NA,NA,NA,NA,NA
4430,2158,162,NA,NA,NA,NA,NA
4431,2158,186,NA,NA,NA,NA,NA
4432,2158,247,NA,NA,NA,NA,NA
57937,13211,2600,NA,NA,NA,NA,NA
57938,13211,725,NA,NA,NA,NA,NA
57939,13211,921,NA,NA,NA,NA,NA
57940,13211,59,NA,NA,NA,NA,NA
58132,14098,646,NA,NA,NA,NA,NA
58295,15050,834,NA,NA,NA,NA,NA
58567,15281,186,NA,NA,NA,NA,NA
58568,15281,1172,NA,NA,NA,NA,NA
60667,19756,196,NA,NA,NA,NA,NA
60668,19756,259,NA,NA,NA,NA,NA
61231,183,112,NA,NA,NA,NA,NA
58942,17504,950,NA,NA,NA,NA,NA
57283,9823,1188,NA,NA,NA,NA,NA
57284,9823,157,NA,NA,NA,NA,NA
61232,183,1168,NA,NA,NA,NA,NA
61233,183,213,NA,NA,NA,NA,NA
57560,10768,914,NA,NA,NA,NA,NA
57561,10768,244,NA,NA,NA,NA,NA
57562,10768,118,NA,NA,NA,NA,NA
57563,10768,1222,NA,NA,NA,NA,NA
62448,23513,20,NA,NA,NA,NA,NA
57945,13214,1253,NA,NA,NA,NA,NA
59689,9929,8,NA,NA,NA,NA,NA
59690,9929,793,NA,NA,NA,NA,NA
60669,19756,244,NA,NA,NA,NA,NA
60670,19756,122,NA,NA,NA,NA,NA
60671,19756,155,NA,NA,NA,NA,NA
61214,21292,970,NA,NA,NA,NA,NA
58139,14127,1187,NA,NA,NA,NA,NA
58304,15054,1220,NA,NA,NA,NA,NA
58305,15054,1228,NA,NA,NA,NA,NA
58306,15054,146,NA,NA,NA,NA,NA
58307,15054,1167,NA,NA,NA,NA,NA
58308,15054,242,NA,NA,NA,NA,NA
58309,15054,189,NA,NA,NA,NA,NA
58574,15318,23,NA,NA,NA,NA,NA
58943,17504,856,NA,NA,NA,NA,NA
58944,17504,505,NA,NA,NA,NA,NA
58945,17504,988,NA,NA,NA,NA,NA
61234,183,1178,NA,NA,NA,NA,NA
61235,183,1246,NA,NA,NA,NA,NA
35984,3294,14,NA,NA,NA,NA,NA
60673,19770,862,NA,NA,NA,NA,NA
57069,8174,111,NA,NA,NA,NA,NA
57246,9540,23,NA,NA,NA,NA,NA
57281,9822,9,NA,NA,NA,NA,NA
57282,9822,505,NA,NA,NA,NA,NA
4480,2553,302,NA,NA,NA,NA,NA
57302,9928,505,NA,NA,NA,NA,NA
57303,9928,18,NA,NA,NA,NA,NA
57304,9928,565,NA,NA,NA,NA,NA
57305,9928,6,NA,NA,NA,NA,NA
57559,10760,61,NA,NA,NA,NA,NA
57943,13213,643,NA,NA,NA,NA,NA
57944,13213,77,NA,NA,NA,NA,NA
58138,14110,862,NA,NA,NA,NA,NA
4489,2609,46,NA,NA,NA,NA,NA
4490,2684,763,NA,NA,NA,NA,NA
4491,2684,61,NA,NA,NA,NA,NA
4492,2684,46,NA,NA,NA,NA,NA
58303,15053,409,NA,NA,NA,NA,NA
58571,15315,2489,NA,NA,NA,NA,NA
58572,15315,60,NA,NA,NA,NA,NA
58573,15315,519,NA,NA,NA,NA,NA
58747,17019,793,NA,NA,NA,NA,NA
58935,17502,512,NA,NA,NA,NA,NA
58936,17502,323,NA,NA,NA,NA,NA
74215,39957,2279,NA,NA,NA,NA,NA
59486,18229,288,NA,NA,NA,NA,NA
59487,18229,66,NA,NA,NA,NA,NA
59488,18229,290,NA,NA,NA,NA,NA
59489,18229,1486,NA,NA,NA,NA,NA
59490,18229,1805,NA,NA,NA,NA,NA
59491,18229,48,NA,NA,NA,NA,NA
4507,2728,668,NA,NA,NA,NA,NA
4508,2732,61,NA,NA,NA,NA,NA
4509,2736,763,NA,NA,NA,NA,NA
4510,2736,61,NA,NA,NA,NA,NA
4511,2736,46,NA,NA,NA,NA,NA
59492,18229,2231,NA,NA,NA,NA,NA
59493,18229,88,NA,NA,NA,NA,NA
59494,18229,2233,NA,NA,NA,NA,NA
59495,18229,763,NA,NA,NA,NA,NA
59496,18229,668,NA,NA,NA,NA,NA
4517,2804,879,NA,NA,NA,NA,NA
4518,2803,8,NA,NA,NA,NA,NA
4519,2803,41,NA,NA,NA,NA,NA
59497,18229,2462,NA,NA,NA,NA,NA
59498,18229,1055,NA,NA,NA,NA,NA
4522,2855,61,NA,NA,NA,NA,NA
4523,2856,88,NA,NA,NA,NA,NA
4524,2870,27,NA,NA,NA,NA,NA
4525,2576,1219,NA,NA,NA,NA,NA
4526,2576,180,NA,NA,NA,NA,NA
4527,2576,38,NA,NA,NA,NA,NA
4528,2881,66,NA,NA,NA,NA,NA
4529,2881,27,NA,NA,NA,NA,NA
4530,2881,668,NA,NA,NA,NA,NA
4531,2882,66,NA,NA,NA,NA,NA
4532,2882,27,NA,NA,NA,NA,NA
4533,2882,763,NA,NA,NA,NA,NA
59697,18375,123,NA,NA,NA,NA,NA
59698,18375,2084,NA,NA,NA,NA,NA
4536,2889,248,NA,NA,NA,NA,NA
4537,2889,211,NA,NA,NA,NA,NA
59699,18375,1219,NA,NA,NA,NA,NA
4539,2889,190,NA,NA,NA,NA,NA
4540,2889,111,NA,NA,NA,NA,NA
59700,18375,127,NA,NA,NA,NA,NA
4544,2895,512,NA,NA,NA,NA,NA
4545,2895,211,NA,NA,NA,NA,NA
4547,2279,102,NA,NA,NA,NA,NA
4548,2279,135,NA,NA,NA,NA,NA
4549,2279,296,NA,NA,NA,NA,NA
4550,2279,656,NA,NA,NA,NA,NA
4551,2279,1201,NA,NA,NA,NA,NA
4552,2279,798,NA,NA,NA,NA,NA
4553,2964,193,NA,NA,NA,NA,NA
4554,2964,1187,NA,NA,NA,NA,NA
4555,2964,2486,NA,NA,NA,NA,NA
4556,2964,166,NA,NA,NA,NA,NA
4557,2964,171,NA,NA,NA,NA,NA
4558,2964,172,NA,NA,NA,NA,NA
4559,2964,1168,NA,NA,NA,NA,NA
4560,2964,146,NA,NA,NA,NA,NA
4561,2964,182,NA,NA,NA,NA,NA
4562,2964,250,NA,NA,NA,NA,NA
4563,2964,189,NA,NA,NA,NA,NA
60672,19765,862,NA,NA,NA,NA,NA
4565,2973,242,NA,NA,NA,NA,NA
4566,2973,1167,NA,NA,NA,NA,NA
62443,23483,49,NA,NA,NA,NA,NA
60984,20558,77,NA,NA,NA,NA,NA
4569,2987,242,NA,NA,NA,NA,NA
4570,2987,1167,NA,NA,NA,NA,NA
60985,20558,95,NA,NA,NA,NA,NA
62444,23483,91,NA,NA,NA,NA,NA
57067,8180,921,NA,NA,NA,NA,NA
4574,3043,97,NA,NA,NA,NA,NA
4575,3043,50,NA,NA,NA,NA,NA
4576,3043,1651,NA,NA,NA,NA,NA
57068,8180,77,NA,NA,NA,NA,NA
62445,23483,93,NA,NA,NA,NA,NA
57277,9798,896,NA,NA,NA,NA,NA
57278,9798,50,NA,NA,NA,NA,NA
57279,9798,100,NA,NA,NA,NA,NA
57280,9798,47,NA,NA,NA,NA,NA
62446,23483,55,NA,NA,NA,NA,NA
57558,10751,61,NA,NA,NA,NA,NA
57739,12008,53,NA,NA,NA,NA,NA
57941,13212,643,NA,NA,NA,NA,NA
57942,13212,77,NA,NA,NA,NA,NA
58133,14097,1177,NA,NA,NA,NA,NA
58134,14097,259,NA,NA,NA,NA,NA
58135,14097,131,NA,NA,NA,NA,NA
58136,14097,244,NA,NA,NA,NA,NA
58137,14097,214,NA,NA,NA,NA,NA
58296,15049,1220,NA,NA,NA,NA,NA
58297,15049,1228,NA,NA,NA,NA,NA
58298,15049,146,NA,NA,NA,NA,NA
58299,15049,1167,NA,NA,NA,NA,NA
58300,15049,242,NA,NA,NA,NA,NA
58301,15049,182,NA,NA,NA,NA,NA
58302,15049,189,NA,NA,NA,NA,NA
58569,15289,928,NA,NA,NA,NA,NA
58570,15289,1187,NA,NA,NA,NA,NA
58743,17018,498,NA,NA,NA,NA,NA
58744,17018,541,NA,NA,NA,NA,NA
58745,17018,205,NA,NA,NA,NA,NA
58746,17018,141,NA,NA,NA,NA,NA
58932,17500,512,NA,NA,NA,NA,NA
58933,17500,950,NA,NA,NA,NA,NA
58934,17500,999,NA,NA,NA,NA,NA
59483,18304,59,NA,NA,NA,NA,NA
59484,18304,133,NA,NA,NA,NA,NA
