id,numero_articulo,sentencia_id
904,13,246
905,25,246
906,46,246
907,53,246
908,58,246
909,13,247
910,95,247
911,363,247
912,4,248
913,13,248
914,25,248
915,53,248
916,2,249
917,34,249
918,98,249
919,152,250
920,153,250
921,5,250
922,13,250
923,14,250
924,42,250
925,44,250
926,161,250
927,4,251
928,19,251
929,13,251
930,42,251
931,93,251
932,355,251
933,1,252
934,7,252
935,19,252
936,58,253
937,2,254
938,29,254
939,278,254
940,4,254
941,13,255
942,29,255
943,39,256
944,28,257
945,4,258
946,53,258
947,30,259
948,8888,260
949,8888,260
950,8888,260
951,8888,260
952,8888,260
953,8888,260
954,8888,260
955,8888,260
956,8888,260
957,8888,260
958,2,261
959,46,261
960,48,261
961,53,261
962,1,262
963,287,262
964,317,262
965,4,263
966,13,263
967,29,263
968,93,263
969,213,263
970,214,263
971,2,264
972,3,264
973,6,264
974,4,264
975,13,264
976,58,264
977,150,264
978,372,264
979,151,265
980,154,265
981,158,265
982,58,265
983,333,265
984,334,265
985,336,265
986,12,265
987,13,265
988,136,265
989,25,266
990,53,266
991,58,266
992,125,266
993,243,266
994,1,267
995,2,267
996,5,267
997,20,267
998,24,267
999,28,267
1000,32,267
1001,37,267
1002,1,268
1003,58,268
1004,60,268
1005,1,269
1006,15,269
1007,20,269
1008,150,270
1009,4,271
1010,9,271
1011,13,271
1012,44,271
1013,44,272
1014,45,272
1015,46,272
1016,47,272
1017,299,272
1018,8888,273
1019,1,274
1020,2,274
1021,4,274
1022,5,274
1023,12,274
1024,13,274
1025,15,274
1026,21,274
1027,23,274
1028,28,274
1029,13,275
1030,42,275
1031,8888,276
1032,8888,277
1033,371,278
1034,6,279
1035,29,279
1036,58,279
1037,113,279
1038,114,279
1039,121,279
1040,150,279
1041,7,280
1042,8,280
1043,13,280
1044,24,280
1045,70,280
1046,330,280
1047,22,280
1048,80,280
1049,117,280
1050,158,280
1051,8888,281
1052,8888,281
1053,8888,281
1054,8888,281
1055,8888,281
1056,8888,281
1057,8888,281
1058,8888,281
1059,8888,281
1060,8888,281
1061,13,282
1062,15,282
1063,18,282
1064,21,282
1065,25,282
1066,338,283
1067,58,284
1068,150,284
1069,229,284
1070,15,285
1071,21,285
1072,20,286
1073,50,286
1074,30,286
1075,11,286
1076,12,286
1077,13,286
1078,29,286
1079,31,286
1080,33,286
1081,34,286
1082,150,287
1083,158,287
1084,169,287
1085,287,287
1086,1,288
1087,8,288
1088,29,288
1089,49,288
1090,79,288
1091,80,288
1092,82,288
1093,209,288
1094,300,288
1095,313,288
1096,1,289
1097,2,289
1098,4,289
1099,13,289
1100,17,289
1101,29,289
1102,53,289
1103,58,289
1104,150,289
1105,215,289
1106,150,290
1107,40,291
1108,2,291
1109,8,291
1110,301,291
1111,305,291
1112,310,291
1113,8888,292
1114,8888,292
1115,8888,292
1116,8888,292
1117,8888,292
1118,8888,292
1119,8888,292
1120,8888,292
1121,8888,292
1122,8888,292
1123,8888,293
1124,8888,293
1125,8888,293
1126,8888,293
1127,8888,293
1128,8888,293
1129,8888,293
1130,8888,293
1131,8888,293
1132,8888,293
1133,8888,294
1134,122,295
1135,151,295
1136,150,295
1137,189,295
1138,206,295
1139,211,295
1140,349,295
1141,2,296
1142,3,296
1143,4,296
1144,6,296
1145,13,296
1146,150,297
1147,113,297
1148,14,298
1149,22,298
1150,23,298
1151,29,298
1152,53,298
1153,58,298
1154,63,298
1155,87,298
1156,89,298
1157,90,298
1158,2,299
1159,13,299
1160,34,299
1161,58,299
1162,83,299
1163,125,299
1164,158,299
1165,169,299
1166,243,299
1167,42,300
1168,1,301
1169,5,301
1170,13,301
1171,28,301
1172,53,302
1173,58,302
1174,1,302
1175,13,302
1176,18,302
1177,19,302
1178,1,303
1179,13,303
1180,209,303
1181,228,303
1182,69,304
1183,61,304
1184,150,304
1185,2,305
1186,3,305
1187,39,305
1188,13,306
1189,25,306
1190,27,306
1191,40,306
1192,46,306
1193,68,306
1194,93,306
1195,94,306
1196,125,306
1197,355,306
1198,2,307
1199,13,307
1200,40,307
1201,1,308
1202,2,308
1203,4,308
1204,29,308
1205,6,308
1206,8,308
1207,158,309
1208,2,310
1209,7,310
1210,18,310
1211,19,310
1212,42,310
1213,2,311
1214,4,311
1215,5,311
1216,86,311
1217,93,311
1218,152,312
1219,153,312
1220,40,312
1221,258,312
1222,142,312
1223,152,312
1224,108,312
1225,44,313
1226,45,313
1227,8888,314
1228,8888,314
1229,8888,314
1230,8888,314
1231,8888,314
1232,8888,314
1233,8888,314
1234,8888,314
1235,8888,314
1236,8888,314
1237,294,315
1238,317,315
1239,362,315
1240,5,316
1241,13,316
1242,189,317
1243,234,318
1244,236,318
1245,239,318
1246,254,318
1247,13,319
1248,42,319
1249,43,319
1250,58,320
1251,228,320
1252,8888,321
1253,13,322
1254,42,322
1255,44,322
1256,46,322
1257,8888,323
1258,8888,324
1259,38,325
1260,68,325
1261,113,326
1262,121,326
1263,189,326
1264,335,326
1265,20,327
1266,84,327
1267,125,328
1268,113,329
1269,114,329
1270,150,329
1271,365,329
1272,42,330
1273,43,330
1274,114,331
1275,135,331
1276,174,331
1277,175,331
1278,178,331
1279,40,332
1280,13,333
1281,25,333
1282,29,333
1283,34,333
1284,58,333
1285,83,333
1286,84,333
1287,90,333
1288,150,333
1289,158,333
1290,60,334
1291,58,334
1292,1,335
1293,2,335
1294,13,335
1295,28,335
1296,29,335
1297,32,335
1298,113,335
1299,116,335
1300,228,335
1301,247,335
1302,4,336
1303,5,336
1304,12,336
1305,15,336
1306,29,337
1307,29,338
1308,28,338
1309,1,339
1310,13,339
1311,113,339
1312,131,339
1313,136,339
1314,150,339
1315,287,339
1316,333,339
1317,365,339
1318,366,340
1319,5,340
1320,28,340
1321,29,340
1322,34,340
1323,49,340
1324,95,340
1325,13,341
1326,13,342
1327,16,342
1328,25,342
1329,64,342
1330,1,343
1331,7,343
1332,13,343
1333,19,343
1334,95,343
1335,3,344
1336,4,344
1337,6,344
1338,13,344
1339,29,344
1340,35,344
1341,93,344
1342,228,344
1343,26,345
1344,44,345
1345,49,345
1346,67,345
1347,68,345
1348,71,345
1349,6,345
1350,29,345
1351,58,345
1352,336,345
1353,5,346
1354,13,346
1355,29,346
1356,93,346
1357,28,347
1358,157,348
1359,165,348
1360,167,348
1361,25,349
1362,29,349
1363,150,349
1364,8888,350
1365,1,351
1366,2,351
1367,25,351
1368,26,351
1369,29,351
1370,58,351
1371,167,352
1372,4,353
1373,6,353
1374,113,353
1375,121,353
1376,150,353
1377,189,353
1378,1,354
1379,2,354
1380,13,354
1381,25,354
1382,48,354
1383,53,354
1384,87,354
1385,103,355
1386,104,355
1387,108,355
1388,265,355
1389,1,356
1390,2,356
1391,3,356
1392,9,356
1393,13,356
1394,38,356
1395,39,356
1396,61,356
1397,93,356
1398,113,356
1399,2,357
1400,5,357
1401,150,358
1402,10,358
1403,19,358
1404,152,358
1405,93,359
1406,94,359
1407,113,359
1408,114,359
1409,93,360
1410,94,360
1411,113,360
1412,116,360
1413,39,361
1414,2,362
1415,5,362
1416,11,362
1417,13,362
1418,33,362
1419,121,362
1420,201,362
1421,228,362
1422,230,362
1423,158,362
1424,8888,363
1425,4,364
1426,58,364
1427,380,364
1428,2,365
1429,4,365
1430,5,365
1431,13,365
1432,14,365
1433,16,365
1434,42,365
1435,44,365
1436,85,365
1437,93,365
1438,69,366
1439,53,366
1440,55,366
1441,39,366
1442,150,366
1443,8888,367
1444,150,368
1445,338,368
1446,8888,369
1447,8888,369
1448,8888,369
1449,8888,369
1450,8888,369
1451,8888,369
1452,8888,369
1453,8888,369
1454,8888,369
1455,8888,369
1456,8888,370
1457,8888,370
1458,8888,370
1459,8888,370
1460,8888,370
1461,8888,370
1462,8888,370
1463,8888,370
1464,8888,370
1465,8888,370
1466,58,371
1467,34,371
1468,83,371
1469,150,371
1470,335,371
1471,150,372
1472,294,372
1473,362,372
1474,153,373
1475,336,373
1476,1,374
1477,2,374
1478,3,374
1479,4,374
1480,8,374
1481,13,374
1482,75,374
1483,95,374
1484,101,374
1485,158,374
1486,183,375
1487,158,375
1488,2,376
1489,3,376
1490,4,376
1491,11,376
1492,40,376
1493,268,376
1494,271,376
1495,13,377
1496,10,377
1497,8888,378
1498,179,379
1499,299,379
1500,1,380
1501,2,380
1502,13,380
1503,58,380
1504,60,380
1505,95,380
1506,363,380
1507,1,381
1508,2,381
1509,39,381
1510,69,382
1511,150,382
1512,152,382
1513,150,383
1514,44,384
1515,67,384
1516,68,384
1517,69,384
1518,70,384
1519,150,384
1520,152,384
1521,153,384
1522,23,385
1523,29,385
1524,113,385
1525,114,385
1526,311,385
1527,188,386
1528,1,387
1529,2,387
1530,4,387
1531,13,387
1532,23,387
1533,25,387
1534,29,387
1535,31,387
1536,42,387
1537,48,387
1538,8888,388
1539,2,389
1540,13,389
1541,25,389
1542,26,389
1543,54,389
1544,1,390
1545,2,390
1546,4,390
1547,13,390
1548,17,390
1549,25,390
1550,53,390
1551,209,390
1552,150,391
1553,158,391
1554,345,391
1555,268,391
1556,84,391
1557,20,392
1558,150,392
1559,365,392
1560,8888,393
1561,58,394
1562,60,394
1563,150,394
1564,380,394
1565,5,395
1566,13,395
1567,18,395
1568,23,395
1569,29,395
1570,31,395
1571,229,395
1572,150,396
1573,150,397
1574,150,398
1575,150,399
1576,2,400
1577,12,400
1578,22,400
1579,29,400
1580,42,400
1581,44,400
1582,93,400
1583,355,401
1584,8888,402
1585,8888,402
1586,8888,402
1587,8888,402
1588,8888,402
1589,8888,402
1590,8888,402
1591,8888,402
1592,8888,402
1593,8888,402
1594,1,403
1595,14,403
1596,29,403
1597,115,403
1598,150,403
1599,211,403
1600,266,403
1601,352,403
1602,150,404
1603,150,405
1604,1,406
1605,2,406
1606,7,406
1607,16,406
1608,18,406
1609,70,406
1610,366,406
1611,13,407
1612,46,407
1613,156,408
1614,228,408
1615,256,408
1616,257,408
1617,2,409
1618,6,409
1619,13,409
1620,29,409
1621,58,409
1622,60,409
1623,8888,410
1624,29,411
1625,250,411
1626,29,412
1627,66,412
1628,67,412
1629,113,412
1630,228,412
1631,250,412
1632,252,412
1633,11,413
1634,19,413
1635,13,414
1636,363,414
1637,36,415
1638,37,415
1639,41,415
1640,42,415
1641,158,416
1642,333,416
1643,336,416
1644,338,416
1645,365,416
1646,152,417
1647,153,417
1648,56,417
1649,10,418
1650,13,418
1651,50,418
1652,46,418
1653,48,418
1654,53,418
1655,58,418
1656,13,419
1657,158,420
1658,169,420
1659,338,420
1660,154,420
1661,2,421
1662,13,421
1663,16,421
1664,25,421
1665,26,421
1666,38,421
1667,40,421
1668,58,421
1669,60,421
1670,83,421
1671,2,422
1672,4,422
1673,29,422
1674,228,422
1675,13,423
1676,229,424
1677,76,424
1678,150,424
1679,1,425
1680,150,425
1681,287,425
1682,298,425
1683,306,425
1684,310,425
1685,321,425
1686,2,426
1687,29,426
1688,34,426
1689,58,426
1690,20,427
1691,73,427
1692,116,428
1693,29,428
1694,10,429
1695,20,429
1696,40,429
1697,15,429
1698,13,429
1699,16,429
1700,18,429
1701,29,429
1702,1,430
1703,2,430
1704,4,430
1705,5,430
1706,29,430
1707,34,430
1708,58,430
1709,60,430
1710,64,430
1711,218,431
1712,54,432
1713,47,432
1714,150,433
1715,338,433
1716,251,434
1717,23,434
1718,58,435
1719,60,435
1720,150,435
1721,380,435
1722,60,436
1723,158,437
1724,336,437
1725,357,437
1726,336,438
1727,6,439
1728,64,439
1729,65,439
1730,66,439
1731,150,439
1732,136,439
1733,371,439
1734,372,439
1735,373,439
1736,346,440
1737,347,440
1738,348,440
1739,350,440
1740,151,440
1741,158,440
1742,352,440
1743,389,440
1744,354,440
1745,3,441
1746,29,441
1747,58,441
1748,93,441
1749,113,441
1750,116,441
1751,126,441
1752,136,441
1753,150,441
1754,158,441
1755,58,442
1756,332,442
1757,152,442
1758,153,442
1759,158,442
1760,169,442
1761,4,442
1762,13,442
1763,34,442
1764,58,442
1765,26,443
1766,40,443
1767,68,443
1768,1,444
1769,2,444
1770,4,444
1771,25,444
1772,39,444
1773,53,444
1774,55,444
1775,42,445
1776,241,445
1777,5,446
1778,13,446
1779,23,446
1780,29,446
1781,30,446
1782,31,446
1783,229,446
1784,4,447
1785,6,447
1786,113,447
1787,114,447
1788,136,447
1789,4,448
1790,6,448
1791,113,448
1792,114,448
1793,136,448
1794,150,448
1795,150,449
1796,29,450
1797,183,450
1798,184,450
1799,150,451
1800,29,452
1801,1,453
1802,2,453
1803,13,453
1804,15,453
1805,18,453
1806,22,453
1807,45,453
1808,95,453
1809,216,453
1810,217,453
1811,2,454
1812,13,454
1813,25,454
1814,48,454
1815,53,454
1816,237,455
1817,238,455
1818,380,455
1819,125,456
1820,8888,457
1821,8888,457
1822,8888,457
1823,8888,457
1824,8888,457
1825,8888,457
1826,8888,457
1827,8888,457
1828,8888,457
1829,8888,457
1830,1,458
1831,287,458
1832,357,458
1833,372,459
1834,8,460
1835,58,460
1836,79,460
1837,80,460
1838,13,461
1839,16,461
1840,25,461
1841,29,461
1842,53,461
1843,114,461
1844,125,461
1845,150,461
1846,267,461
1847,2,462
1848,3,462
1849,4,462
1850,6,462
1851,113,462
1852,122,462
1853,123,462
1854,136,462
1855,150,462
1856,157,462
1857,25,463
1858,39,463
1859,48,463
1860,53,463
1861,55,463
1862,58,463
1863,93,463
1864,83,464
1865,338,465
1866,349,466
1867,352,466
1868,359,466
1869,1,467
1870,287,467
1871,136,467
1872,150,467
1873,350,467
1874,151,467
1875,154,467
1876,347,467
1877,355,467
1878,359,467
1879,56,468
1880,113,468
1881,122,468
1882,235,468
1883,13,469
1884,40,470
1885,53,470
1886,13,471
1887,5,472
1888,23,472
1889,29,472
1890,31,472
1891,229,472
1892,121,473
1893,228,473
1894,230,473
1895,13,473
1896,29,473
1897,248,473
1898,16,473
1899,26,473
1900,25,473
1901,13,474
1902,25,474
1903,29,474
1904,6,475
1905,113,475
1906,121,475
1907,150,475
1908,136,475
1909,1,475
1910,371,475
1911,372,475
1912,373,475
1913,2,476
1914,13,476
1915,60,476
1916,95,476
1917,333,476
1918,363,476
1919,20,477
1920,73,477
1921,8888,478
1922,8888,479
1923,8888,479
1924,8888,479
1925,8888,479
1926,8888,479
1927,8888,479
1928,8888,479
1929,8888,479
1930,8888,479
1931,8888,479
1932,1,480
1933,2,480
1934,3,480
1935,6,480
1936,9,480
1937,20,480
1938,38,480
1939,40,480
1940,73,480
1941,112,480
1942,154,481
1943,150,481
1944,12,482
1945,18,482
1946,34,482
1947,53,483
1948,58,483
1949,1,484
1950,2,484
1951,4,484
1952,5,484
1953,13,484
1954,58,484
1955,60,484
1956,333,484
1957,228,485
1958,48,486
1959,53,486
1960,4,487
1961,6,487
1962,15,487
1963,29,487
1964,230,487
1965,2,488
1966,5,488
1967,11,488
1968,12,488
1969,223,488
1970,76,489
1971,29,490
1972,125,490
1973,4,490
1974,13,490
1975,25,490
1976,40,490
1977,14,491
1978,50,491
1979,125,491
1980,1,492
1981,2,492
1982,3,492
1983,4,492
1984,5,492
1985,6,492
1986,13,493
1987,25,493
1988,53,493
1989,93,493
1990,152,494
1991,153,494
1992,241,494
1993,23,495
1994,74,495
1995,13,496
1996,161,497
1997,146,497
1998,152,497
1999,153,497
2000,157,497
2001,160,497
2002,189,498
2003,209,498
2004,237,498
2005,238,498
2006,8888,499
2007,1,500
2008,2,500
2009,5,500
2010,13,500
2011,17,500
2012,18,500
2013,25,500
2014,53,500
2015,282,500
2016,283,500
2017,152,501
2018,153,501
2019,8888,502
2020,8888,502
2021,8888,502
2022,8888,502
2023,8888,502
2024,8888,502
2025,8888,502
2026,8888,502
2027,8888,502
2028,8888,502
2029,230,503
2030,154,504
2031,158,504
2032,55,505
2033,56,505
2034,1,506
2035,2,506
2036,3,506
2037,6,506
2038,13,506
2039,84,506
2040,113,506
2041,136,506
2042,331,506
2043,333,506
2044,150,507
2045,338,507
2046,8888,508
2047,8888,509
2048,8888,510
2049,8888,511
2050,272,512
2051,2,513
2052,15,513
2053,25,513
2054,26,513
2055,28,513
2056,29,513
2057,42,513
2058,53,513
2059,125,513
2060,150,513
2061,1,514
2062,3,514
2063,5,514
2064,13,514
2065,14,514
2066,42,514
2067,4,515
2068,13,515
2069,48,515
2070,46,515
2071,85,515
2072,12,516
2073,229,516
2074,1,517
2075,2,517
2076,4,517
2077,13,517
2078,23,517
2079,25,517
2080,39,517
2081,53,517
2082,55,517
2083,59,517
2084,4,518
2085,121,518
2086,150,518
2087,8888,519
2088,8888,520
2089,5,521
