id,nombre,activo,usercreated,usermodifed,created_at,updated_at
1,Constitucional,NA,NA,NA,NA,NA
2,Legal,NA,NA,NA,NA,NA
3,Accidental,NA,NA,NA,NA,NA
4,No Aplica,NA,NA,NA,NA,NA
