id,created_at,updated_at,nombre
223,2016-07-29 15:13:17.646804,2016-07-29 15:18:50.371470,"Ministro de Ambiente y Desarrollo Sostenible, Luis Gilberto Murillo"
225,2016-07-29 15:31:56.740607,2016-07-29 15:31:56.740644,"Ministra de Comercio, Industria y Turismo, María Claudia Lacouture"
242,2018-03-21 16:06:57.022985,2018-03-21 16:06:57.023006,"Ministro de Agricultura y Desarrollo Rural, Juan Guillermo Zuluaga Cardona"
243,2018-05-18 14:10:17.404977,2018-05-18 14:10:17.405001,"Procurador General de la Nación, Fernando Carrillo Flórez"
227,2016-08-09 19:25:24.350343,2016-08-09 19:25:36.455933,"Ministro de Transporte, Jorge Eduardo Rojas"
228,2016-09-12 19:35:19.508646,2016-09-12 19:35:19.508693,"Ministra de Vivienda, Ciudad y Territorio, Elsa Noguera"
244,2018-06-14 14:01:31.483106,2018-06-14 14:01:54.402567,"Ministro de Vivienda, Ciudad y Territorio, Camilo Sánchez Ortega"
229,2016-09-27 16:56:46.963469,2016-09-27 19:33:30.335567,"Ministro de Justicia y del Derecho, Jorge Eduardo Londoño Ulloa"
230,2016-10-07 16:55:28.369399,2016-10-07 16:55:28.369434,"Ministra de Trabajo, Clara López Obregón"
231,2016-10-24 20:01:07.370754,2016-10-24 20:01:07.370782,"Ministro de Educación (E), Francisco Cardona Acosta"
184,2012-09-25 15:47:04.437335,2016-10-26 21:17:29.502158,"Ministro de Salud y Protección Social, Alejandro Gaviria Uribe"
232,2016-11-01 20:11:21.881018,2016-11-01 20:12:17.019963,"Vicefiscal General de la Nación, María Paulina Riveros Dueñas"
233,2017-03-17 16:05:11.123993,2017-03-17 16:05:11.124024,"Ministro de Justicia y del Derecho, Enrique Gil Botero"
234,2017-03-21 19:59:54.730358,2017-03-21 20:03:56.312073,"Presidente Sala Penal de la Corte Suprema de Justicia, Eugenio Fernández"
226,2016-08-03 15:43:36.173528,2017-03-23 14:20:11.151614,"Fiscal General de la Nación, Néstor Humberto Martínez"
235,2017-04-19 16:54:32.378892,2017-04-19 16:54:32.378955,"Defensor del Pueblo, Carlos Alfonso Negret Mosquera"
236,2017-05-05 20:43:21.842378,2017-05-05 20:43:21.842465,"Ministra de Educación Nacional, Yaneth Giha"
237,2017-07-26 16:10:04.199596,2017-07-26 16:10:04.199669,"Ministro del Interior, Guillermo Rivera Flórez"
238,2017-08-01 20:09:39.792128,2017-08-01 20:09:39.792170,"Ministra del Trabajo, Griselda Janeth Restrepo Gallego"
239,2017-08-03 18:59:41.190160,2017-08-03 18:59:41.190233,"Ministro de Tecnologías de la Información y las Comunicaciones, David Luna"
240,2017-10-18 16:42:43.618364,2017-10-18 16:43:04.116796,"Ministra de Comercio, Industria y Turismo, María Lorena Gutiérrez Botero"
241,2018-03-16 16:22:27.545615,2018-03-16 16:22:45.259028,"Germán Bula Escobar, Presidente del Consejo de Estado"
245,2018-08-08 14:31:50.616145,2018-08-08 14:31:57.213236,"Ministro de Defensa Nacional, Guillermo Botero Nieto"
246,2018-08-08 14:36:26.311394,2018-08-08 14:36:31.427342,"Ministro de Agricultura y Desarrollo Rural, Andrés Valencia Pinzón"
247,2018-08-08 14:38:58.308392,2018-08-08 14:38:58.308413,Ministra del Interior Nancy Patricia Gutiérrez Castañeda
248,2018-08-08 15:01:27.418852,2018-08-08 15:01:27.418874,"Ministro de Ambiente y Desarrollo Sostenible, Ricardo José Lozano"
25,2010-06-29 23:01:06.865302,2018-08-08 15:04:04.370964,"Ministro de Hacienda y Crédito Público, Alberto Carrasquilla Barrera"
249,2018-08-08 15:06:16.623426,2018-08-08 15:06:19.881442,"Ministra de Educación, María Victoria Angulo González"
250,2018-08-08 15:08:30.015556,2018-08-08 15:08:44.423812,"Ministro de Relaciones Exteriores, Carlos Holmes Trujillo"
251,2018-08-08 15:12:02.495655,2018-08-08 15:12:16.944287,"Ministra de Tecnologías de la Información y las Comunicaciones, Sylvia Constaín Rengifo"
258,2018-08-08 15:34:33.378266,2018-08-08 15:34:33.378286,"Ministra de Justicia y del Derecho, Gloria María Borrero Restrepo"
253,2018-08-08 15:22:36.471287,2018-08-08 15:22:49.722404,"Ministra de Cultura, Carmen Inés Vásquez Camacho"
254,2018-08-08 15:25:19.877972,2018-08-08 15:25:35.282573,"Ministro de Comercio, Industria y Turismo, José Manuel Restrepo"
255,2018-08-08 15:27:54.301860,2018-08-08 15:27:54.301881,"Ministra de Transporte, Ángela María Orozco Gómez"
256,2018-08-08 15:30:08.479982,2018-08-08 15:30:08.480003,"Ministra del Trabajo, Alicia Arango Olmos"
257,2018-08-08 15:31:58.903644,2018-08-08 15:31:58.903665,"Ministro de Salud y Protección Social, Juan Pablo Uribe Restrepo"
252,2018-08-08 15:19:13.315802,2018-08-08 15:32:31.278212,"Ministro de Vivienda, Ciudad y Territorio, Ministro de Vivienda - Jonathan Malagón González"
259,2018-08-08 15:39:37.717404,2018-08-08 15:39:37.717432,"Ministra de Minas y Energía, María Fernanda Suárez Londoño"
260,2019-02-12 16:42:16.632156,2019-02-12 16:42:16.632221,Directora del Departamento Nacional de Planeación Gloria Amparo Alonso Másmela
189,2012-11-23 14:54:19.571504,2019-04-26 17:09:16.612652,"Contralor General de la Nación, Carlos Felipe Córdoba Larrante"
261,2019-05-23 15:39:03.494057,2019-05-23 15:39:03.494111,"Ministra de Justicia y del Derecho, Margarita Cabello Blanco"
262,2019-07-23 14:46:51.754762,2019-07-23 14:47:08.323445,Fiscal General de la Nación (E) Fabio Espitia Garzón
264,2019-08-27 20:43:04.841326,2019-08-27 20:43:04.841378,"Viceministra de Relaciones Exteriores, Luz Stella Jara Portilla"
263,2019-08-05 16:41:35.848985,2019-08-27 20:54:43.370992,"Presidenta del Consejo de Estado, Lucy Jeannette Bermúdez Bermúdez"
265,2019-10-11 20:18:42.317664,2019-10-11 20:18:52.734885,"Ministro del Deporte, Ernesto Lucena Barrero"
266,2019-12-03 19:12:48.766808,2019-12-03 19:13:20.543539,"Ministro de Defensa Nacional, Carlos Holmes Trujillo"
267,2019-12-03 19:13:57.745932,2019-12-03 19:13:57.745982,"Ministra de Relaciones Exteriores, Claudia Blum"
268,2020-07-25 16:13:21.709930,2020-07-25 16:13:21.710004,"Ministra de las Tecnologías de la Información y las Comunicaciones, Karen Abudinen"
269,2020-07-25 16:16:08.203330,2020-07-25 16:16:34.505514,"Ministro de Salud y Protección Social, Fernando Ruiz Gómez"
270,2020-07-25 16:18:07.088786,2020-07-25 16:18:07.088838,"Ministra del Interior, Alicia Arango Olmos"
271,2020-07-25 16:51:44.858611,2020-07-25 16:51:44.858663,"Ministro de Minas y Energía, Diego Mesa Puyo"
272,2020-08-17 21:47:34.438644,2020-08-17 21:47:34.438696,"Ministra de Ciencia, Tecnología e Innovación, Mabel Gisela Torres"
273,2020-08-26 21:36:46.389257,2020-08-26 21:37:57.262404,"Presidente del Consejo Nacional Electoral, Hernán Penagos Giraldo"
274,2020-08-26 21:38:41.589261,2020-08-26 21:38:41.589316,"Registrador Nacional del Estado Civil, Alexánder Vega Rocha"
275,2020-08-27 17:53:57.828562,2020-08-27 17:53:57.828616,"Ministro de Agricultura y Desarrollo Rural, Rodolfo Zea Navarro"
276,2020-09-01 14:17:26.754600,2020-09-01 14:17:31.501772,"Viceministro de Política Criminal y Justicia Restaurativa, Javier Augusto Sarmiento Olarte"
277,2020-09-04 17:27:05.243332,2020-09-04 17:27:20.438592,"Viceministro de Empleo y Pensiones, Andrés Felipe Uribe Medina"
278,2020-09-04 17:30:10.119413,2020-09-04 17:31:25.979634,"Ministro de Trabajo, Ángel Custodio Cabrera Báez"
279,2020-09-07 20:42:15.293172,2020-09-07 20:42:15.293219,"Presidenta del Consejo Superior de la Judicatura, Diana Alexandra Remolina Botía"
280,2020-09-17 16:13:48.455337,2020-09-17 16:14:04.860864,"Director del Dane, Juan Daniel Oviedo Arango"
281,2020-11-02 18:15:07.844714,2020-11-02 18:18:13.651703,"Ministro de Justicia y del Derecho, Wilson Ruiz Orejuela"
282,2020-11-02 18:19:39.004253,2020-11-02 18:19:39.004304,"Defensor del Pueblo, Carlos Ernesto Camargo Assis"
283,2020-11-02 18:22:01.488431,2020-11-02 18:22:01.488482,"Fiscal General de la Nación, Francisco Barbosa Delgado"
284,2021-03-17 13:40:28.059045,2021-03-17 13:40:59.143947,"Ministro del Interior, Daniel Palacios Martínez"
