id,numero_expediente,sentencia_id
1644,D-1894,1469
1645,D1895,1470
1646,D1896,1471
1647,D1912,1472
1648,D1897,1473
1649,D1904,1474
1650,D1920,1475
1651,LAT109,1476
1652,D1908,1477
1653,D1888,1478
1654,D1916,1479
1655,OP-024,1480
1656,D1921,1481
1657,D1927,1482
1658,D1956,1483
1659,D1933,1484
1660,D1937,1485
1661,LAT110,1486
1662,D1898,1487
1663,D1915,1488
1664,D1984,1489
1665,D1923,1490
1666,LAT-111,1491
1667,LAT112,1492
1668,D1934,1493
1669,D1946,1494
1670,LAT113,1495
1671,D1936,1496
1672,LAT108,1497
1673,D1938,1498
1674,D1943,1499
1675,D1901,1500
1676,D1935,1501
1677,D-1952,1502
1678,D1972,1503
1679,D1914,1504
1680,D1924,1505
1681,D1980,1506
1682,D1947,1507
1683,D1931,1508
1684,D1953,1509
1685,D1962,1510
1686,D1958,1511
1687,D1932,1512
1688,D-1966,1513
1689,D1976,1514
1690,D1945,1515
1691,D1973,1516
1692,D1975,1517
1693,D1978,1518
1694,D1986,1519
1695,D1987,1520
1696,LAT115,1521
1697,LAT116,1522
1698,LAT117,1523
1699,D-1968,1524
1700,D1979,1525
1701,D1983,1526
1702,D1995,1527
1703,D2003,1528
1704,D1981,1529
1705,D1990,1530
1706,D1996,1531
1707,D2024,1532
1708,D1951,1533
1709,D1954,1534
1710,D-1985,1535
1711,D2000,1536
1712,D2001,1537
1713,D2022,1538
1714,D2038.,1539
1715,D1942,1540
1716,D1948,1540
1717,D1957,1540
1718,D2004,1541
1719,D1989,1542
1720,D2016,1543
1721,D2017,1544
1722,D2028,1545
1723,D-2026,1546
1724,D2036,1547
1725,D1959,1548
1726,D1961,1548
1727,D1963,1548
1728,D1977,1548
1729,D1992,1549
1730,D1999,1550
1731,D2020,1551
1732,D2021,1552
1733,D2035,1553
1734,D2041,1554
1735,D2045,1555
1736,D2047,1556
1737,D-1991,1557
1738,D2057,1558
1739,D2046,1559
1740,D2048,1560
1741,D2054,1561
1742,D2055,1562
1743,D2060,1563
1744,D2053,1564
1745,D2064,1565
1746,D2069,1566
1747,D2075,1567
1748,D-2102,1568
1749,OP024,1569
1750,D2013,1570
1751,D2077,1571
1752,D2070,1572
1753,D2068,1573
1754,D2085,1574
1755,D2095,1575
1756,LAT118,1576
1757,D1970,1577
1758,D2091,1578
1759,D-2063,1579
1760,D2078,1580
1761,D2092,1581
1762,D2067,1582
1763,OP025,1583
1764,D2139,1584
1765,D2061,1585
1766,D2090,1586
1767,D2096,1587
1768,D2103,1588
1769,D2093,1589
1770,D-2027,1590
1771,D2058,1591
1772,D2086,1592
1773,D2100,1593
1774,D2105,1594
1775,D2107,1595
1776,D2114,1596
1777,D2104,1597
1778,D2118,1598
1779,D2098,1599
1780,D2106,1600
1781,D-2108,1601
1782,D-2109,1601
1783,D2112,1602
1784,D2122,1603
1785,D2127,1604
1786,D324,1605
1787,D2030,1606
1788,D2121,1607
1789,D2125,1608
1790,D2117,1609
1791,D2124,1610
1792,D2132,1611
1793,D2143,1611
1794,D-2110,1612
1795,D1994,1613
1796,D2129,1614
1797,D2133,1615
1798,D2135,1616
1799,D2137,1617
1800,D2144,1618
1801,D2174,1619
1802,D2142,1620
1803,D2050,1621
1804,D2141,1622
1805,D-2146,1623
1806,D2151,1624
1807,D2158,1625
1808,D2160,1626
1809,D2161,1627
1810,RE103,1628
1811,D2147,1629
1812,D2154,1630
1813,D2152,1631
1814,D2159,1632
1815,D2145,1633
1816,RE-104,1634
1817,RE105,1635
1818,RE106,1636
1819,D2115,1637
1820,D2156,1638
1821,LAT127,1639
1822,D2226,1640
1823,LAT138,1641
1824,D2177,1642
1825,D2155,1643
1826,D2171,1644
1827,D-2149,1645
1828,D2169,1646
1829,LAT124,1647
1830,D2188,1648
1831,D2066,1649
1832,LAT119,1650
1833,LAT137,1651
1834,LAT129,1652
1835,LAT121,1653
1836,D2191,1654
1837,D2205,1655
1838,D-2200,1656
1839,D-2210,1656
1840,D2172,1657
1841,D2185,1658
1842,D2181,1659
1843,LAT133,1660
1844,D2176,1661
1845,D2184,1661
1846,D2196,1661
1847,RE107,1662
1848,RE108,1663
1849,RE109,1664
1850,RE110,1665
1851,RE111,1666
1852,D-2187,1667
1853,D2197,1668
1854,D2229,1669
1855,LAT123,1670
1856,LAT131,1671
1857,LAT139,1672
1858,LAT126,1673
1859,LAT125,1674
1860,LAT130,1675
1861,LAT132,1676
1862,D2164,1677
1863,D2165,1677
1864,D2166,1677
1865,D2167,1677
1866,D-2189,1678
1867,D-2190,1678
1868,D-2192,1678
1869,D-2193,1678
1870,D2173,1679
1871,D2201,1680
1872,D2202,1681
1873,D2215,1682
1874,LAT120,1683
1875,LAT134,1684
1876,D2206,1685
1877,D2212,1686
1878,D2183,1687
1879,LAT135,1688
1880,D-2186,1689
1881,D2162,1690
1882,D2220,1691
1883,D2234,1692
1884,LAT136,1693
1885,D2207,1694
1886,D2218,1695
1887,D2227,1696
1888,D2224,1697
1889,D2231,1698
1890,D2222,1699
1891,D-2242,1700
1892,D2213,1701
1893,D2232,1702
1894,LAT140,1703
1895,RE112,1704
1896,RE113,1705
1897,RE114,1706
1898,RE115,1707
1899,D2221,1708
1900,D2230,1709
1901,D2217,1710
1902,D-2277,1711
1903,D2233,1712
1904,D2241,1713
1905,D2239,1714
1906,D2249,1715
1907,D2248,1716
1908,D2253,1716
1909,D2175,1717
1910,D2179,1717
1911,D2195,1717
1912,D2130,1718
1913,D2219,1719
1914,D2225,1719
1915,D2250,1720
1916,D2246,1721
1917,D2252,1721
1918,D-2315,1722
1919,LAT143,1723
1920,D2257,1724
1921,D2263,1724
1922,D2294,1725
1923,D2204,1726
1924,D2268,1727
1925,D2270,1728
1926,D2275,1729
1927,D2324,1730
1928,LAT122,1731
1929,LAT128,1732
1930,LAT-142,1733
1931,D2247,1734
1932,D2271,1735
1933,D2276,1736
1934,D2339,1737
1935,D2286,1738
1936,D2354,1739
1937,D2283,1740
1938,D2214,1741
1939,D2274,1742
1940,D2316,1743
1941,D-2328,1744
1942,D2280,1745
1943,D2295,1746
1944,D2285,1747
1945,OP026,1748
1946,D2258,1749
1947,D2278,1750
1948,D2279,1751
1949,D2281,1751
1950,D2254,1752
1951,LAT141,1753
1952,D2269,1754
1953,D-2358,1755
1954,D2363,1756
1955,D2180,1757
1956,D2284,1758
1957,D2289,1759
1958,D2291,1760
1959,LAT144,1761
1960,OP027,1762
1961,OP028,1763
1962,D2304,1764
1963,D2313,1765
1964,D-2366,1766
1965,D2332,1767
1966,D2297,1768
1967,D2303,1769
1968,D2376,1770
1969,D2262,1771
1970,D2260,1771
1971,D2293,1772
1972,D2299,1773
1973,D2302,1774
1974,D2308,1775
1975,D2318,1776
1976,D-2331,1777
1977,D2292,1778
1978,D2301,1779
1979,D2311,1780
1980,D2289,1781
1981,D2002,1782
1982,D2256,1782
1983,D2312,1783
1984,D2309,1784
1985,D2290,1785
1986,D2321,1786
1987,D2334,1787
1988,D-2314,1788
1989,D2397,1789
1990,D2273,1790
1991,D2317,1791
1992,D2320,1792
1993,D2340,1793
1994,D2347,1794
1995,D2374,1795
1996,D2296,1796
1997,D2329,1797
1998,D2337,1798
1999,D-2341,1799
2000,LAT145,1800
2001,D2325,1801
2002,D2326,1802
2003,D2335,1803
2004,D2355,1804
2005,D2350,1805
2006,D2351,1806
2007,D2356,1807
2008,D2360,1808
2009,D2364,1809
2010,D-2391,1810
2011,D2416,1811
2012,D2421,1812
2013,D2255,1813
2014,D2349,1814
2015,D2361,1815
2016,D2365,1816
2017,D2370,1817
2018,LAT146,1818
2019,D2368,1819
2020,D2384,1820
2021,D-2398,1821
2022,D2410,1822
2023,D2348,1823
2024,D2310,1824
2025,D2330,1825
2026,D2392,1826
2027,D2399,1827
2028,D2369,1828
2029,D2336,1829
2030,D2402,1830
2031,D2385,1831
2032,D-2394,1832
2033,D-2395,1832
2034,D2394,1833
2035,D2395,1833
2036,D2387,1834
2037,D2388,1834
2038,D2390,1834
2039,D2411,1835
2040,D2412,1836
2041,D2378,1837
2042,D2357,1838
2043,D2405,1839
2044,D2425,1840
2045,D2382,1841
2046,D2419,1842
2047,D-2424,1843
2048,D2430,1844
2049,D2468,1845
2050,D2493,1845
2051,D2498,1846
2052,D2518,1846
2053,D2567,1847
2054,D2524,1848
2055,D2542,1849
2056,D2507,1850
2057,D2512,1850
2058,D2522,1850
2059,D2530,1850
2060,D2479,1851
2061,D2407,1852
2062,OP029,1853
2063,D-2494,1854
2064,D2499,1855
2065,D2501,1856
2066,D2503,1857
2067,D2509,1858
2068,D2521,1859
2069,D2525,1859
2070,D2540,1859
2071,D2553,1859
2072,D2543,1860
2073,D2564,1861
2074,D2344,1862
2075,D2413,1863
2076,D2414,1864
2077,D-2422,1865
2078,D2450,1866
2079,D2426,1867
2080,D2577,1868
2081,D2578,1868
2082,D2580,1868
2083,D2427,1869
2084,D2513,1870
2085,D2514,1871
2086,D2630,1872
2087,D2655,1872
2088,D2659,1872
2089,D2429,1873
2090,D2433,1874
2091,D2438,1875
2092,D-2442,1876
2093,D2451,1877
2094,D2448,1878
2095,D2497,1879
2096,D2555,1880
2097,D2605,1881
2098,D2617,1882
2099,D2544,1883
2100,D2566,1883
2101,LAT163,1884
2102,D2431,1885
2103,D2439,1886
2104,D-2449,1887
2105,D2453,1888
2106,D2464,1889
2107,D2528,1890
2108,D2441,1891
2109,D2646,1892
2110,D2670,1892
2111,D2671,1892
2112,D2672,1892
2113,D2451,1893
2114,D2457,1894
2115,D2474,1895
2116,D2508,1896
2117,D2609,1897
2118,D-2615,1898
2119,D2444,1899
2120,D2469,1900
2121,D2484,1901
2122,D237,1902
2123,D2440,1903
2124,D2454,1904
2125,D2460,1905
2126,D2465,1906
2127,D2477,1907
2128,D2492,1908
2129,LAT-152,1909
2130,D2426,1910
2131,D2459,1911
2132,D2471,1912
2133,D2545,1913
2134,D2556,1913
2135,D2572,1914
2136,D2593,1915
2137,LAT147,1916
2138,LAT159,1917
2139,D2475,1918
2140,D2486,1919
2141,D-2562,1920
2142,D2599,1921
2143,LAT155,1922
2144,D2480,1923
2145,D2482,1924
2146,D2490,1925
2147,D2495,1926
2148,D2539,1927
2149,D2516,1928
2150,D2519,1929
2151,D2533,1930
2152,D-2669,1931
2153,D2629,1932
2154,LAT150,1933
2155,LAT157,1934
2156,D2500,1935
2157,D2506,1936
2158,D2517,1937
2159,D2523,1938
2160,D2534,1939
2161,LAT148,1940
2162,LAT151,1941
2163,LAT-153,1942
2164,LAT156,1943
2165,LAT160,1944
2166,D2452,1945
2167,D2504,1946
2168,D2550,1947
2169,D2565,1948
2170,LAT149,1949
2171,D2470,1950
2172,D2536,1951
2173,D2541,1952
2174,D-2546,1953
2175,D2547,1954
2176,D2569,1955
2177,PE010,1956
2178,D2532,1957
2179,D2551,1958
2180,D2552,1959
2181,D2557,1960
2182,D2559,1961
2183,D2574,1961
2184,D2586,1961
2185,D2561,1962
2186,D2581,1963
2187,D-2587,1964
2188,D2588,1965
2189,D2598,1966
2190,D2604,1967
2191,D2607,1968
2192,D2472,1969
2193,PE009,1970
2194,LAT158,1971
2195,D2510,1972
2196,D2537,1973
2197,D2583,1974
2198,D-2585,1975
2199,D2589,1976
2200,D2590,1977
2201,D2594,1978
2202,D2610,1979
2203,D2616,1980
2204,D2626,1981
2205,D2633,1982
2206,D2634,1983
2207,D2613,1984
2208,D2614,1985
2209,D-2623,1986
2210,D2637,1987
2211,D265,1988
2212,D2653,1989
2213,D2678,1990
2214,LAT154,1991
2215,D2563,1992
2216,D2600,1993
2217,D2618,1994
2218,D2620,1995
2219,D2625,1996
2220,D-2573,1997
2221,D-2597,1997
2222,D-2602,1997
2223,D-2606,1997
2224,D2622,1998
2225,D2631,1999
2226,D2635,2000
2227,D2639,2001
2228,D2642,2002
2229,D2643,2003
2230,D2657,2004
2231,D2664,2005
2232,2665,2005
2233,D2688,2006
2234,D2689,2007
2235,D-2443,2008
2236,D2632,2009
2237,D2648,2010
2238,D2656,2011
2239,D2660,2012
2240,D2663,2013
2241,D2676,2014
2242,D2682,2015
2243,D2683,2016
2244,D2478,2017
2245,D2483,2017
2246,D2624,2018
2247,D-2628,2019
2248,D2637,2020
2249,D2666,2021
2250,D2668,2022
2251,D2677,2023
2252,D2684,2024
2253,D2687,2025
2254,D2701,2026
2255,D2712,2027
2256,D2721,2028
2257,D2652,2029
2258,OP-030,2030
2259,D2491,2031
2260,D2640,2032
2261,D2641,2033
2262,D2645,2034
2263,D2675,2035
2264,D2693,2036
2265,D2698,2037
2266,D2699,2038
2267,D2705,2039
2268,D2706,2040
2269,D-2662,2041
2270,D2703,2042
2271,D2710,2042
2272,D2717,2043
2273,D2719,2044
2274,D2658,2045
2275,D2694,2046
2276,D2696,2047
2277,D2697,2048
2278,D2713,2049
2279,D2714,2050
2280,D2716,2051
2281,D-2722,2052
2282,D2725,2053
2283,D2732,2054
2284,D2752,2055
2285,D2790,2056
2286,D2798,2057
2287,D2818,2057
2288,OP30,2058
2289,D2718,2059
2290,D2839,2060
2291,OP031,2061
2292,D2549,2062
2293,D-2687,2063
2294,D2691,2064
2295,D2708,2065
2296,D2720,2066
2297,D2724,2067
2298,D2728,2068
2299,D2731,2069
2300,D2734,2070
2301,D2741,2071
2302,D2715,2072
2303,D2779,2073
2304,D-2735,2074
2305,D2592,2075
2306,D2647,2076
2307,D2736,2077
2308,D2740,2078
2309,D2743,2079
2310,D2757,2080
2311,D2751,2081
2312,D2756,2082
2313,D2766,2083
2314,OP032,2084
2315,OP-033,2085
2316,LAT176,2086
2317,D2768,2087
2318,D2773,2088
2319,D2807,2089
2320,LAT162,2090
2321,D2763,2091
2322,D2765,2092
2323,D2810,2093
2324,D2823,2094
2325,D2828,2094
2326,LAT168,2095
2327,D-2700,2096
2328,D2764,2097
2329,D2813,2098
2330,D2785,2098
2331,D2786,2099
2332,D2787,2100
2333,D2791,2101
2334,LAT161,2102
2335,D2767,2103
2336,D2771,2104
2337,D2776,2105
2338,D2796,2106
2339,D-2800,2107
2340,D2803,2108
2341,D2820,2109
2342,D2822,2110
2343,D2850,2111
2344,D2861,2111
2345,D2866,2111
2346,D2770,2112
2347,D2784,2113
2348,D2793,2114
2349,D2799,2115
2350,D2837,2116
2351,LAT165,2117
2352,D-2859,2118
2353,D2801,2119
2354,D2817,2120
2355,D2826,2121
2356,D2829,2122
2357,D2831,2123
2358,D2832,2124
2359,LAT164,2125
2360,LAT166,2126
2361,LAT167,2127
2362,D2777,2128
2363,D2782,2128
2364,D2783,2128
2365,D2792,2128
2366,D-2830,2129
2367,D2835,2130
2368,D2853,2131
2369,D2856,2132
2370,D2862,2133
2371,D2874,2134
2372,D2857,2135
2373,LAT174,2136
2374,PE011,2137
2375,D2834,2138
2376,D2851,2139
2377,D-2863,2140
2378,D2865,2141
2379,D2867,2142
2380,D2873,2143
2381,LAT170,2144
2382,LAT173,2145
2383,LAT175,2146
2384,LAT178,2147
2385,D2852,2148
2386,D2864,2148
2387,D2869,2149
2388,D2854,2150
2389,D-2848,2151
2390,D2858,2152
2391,D2871,2153
2392,D2880,2154
2393,D2886,2155
2394,LAT172,2156
2395,LAT 177,2157
2396,LAT180,2158
2397,D2842,2159
2398,D2870,2160
2399,D2882,2161
2400,D-2883,2162
2401,D-2885,2162
2402,D-2889,2162
2403,D2902,2163
2404,D2893,2164
2405,D2895,2165
2406,D2896,2166
2407,D2904,2167
2408,D2910,2168
2409,LAT169,2169
2410,D2836,2170
2411,D2876,2171
2412,D2877,2171
2413,D2897,2172
2414,D-2899,2173
2415,D2884,2174
2416,D2932,2175
2417,LAT171,2176
2418,LAT179,2177
2419,D2890,2178
2420,D2891,2179
2421,D2903,2180
2422,D2905,2181
2423,D2906,2182
2424,D2907,2183
2425,D-2915,2184
2426,D2920,2185
2427,D2926,2186
2428,D2928,2187
2429,D2934,2188
2430,D2764,2189
2431,D2745,2190
2432,D2900,2191
2433,D2908,2192
2434,D2911,2193
2435,D2912,2194
2436,D-2913,2195
2437,D-2938,2195
2438,D-2943,2195
2439,D-2947,2195
2440,D2916,2196
2441,D2917,2197
2442,D2930,2197
2443,D2921,2198
2444,D2922,2199
2445,D2923,2200
2446,D2935,2201
2447,D2919,2202
2448,D3028,2203
2449,D3029,2203
2450,D3040,2203
2451,D3044,2203
2452,OP034,2204
2453,D2794,2205
2454,D-2855,2206
2455,D2931,2207
2456,D2937,2208
2457,D2942,2209
2458,D2946,2210
2459,D2954,2211
2460,D2969,2212
2461,D2994,2213
2462,D2780,2214
2463,D2804,2214
2464,OP035,2215
2465,D2952,2216
2466,D-2966,2217
2467,D3088,2218
2468,LAT181,2219
2469,D2924,2220
2470,D2963,2221
2471,D2985,2222
2472,D3036,2223
2473,D3049,2224
2474,OP036,2225
2475,D2872,2226
2476,D2987,2227
2477,D-3012,2228
2478,D2949,2229
2479,D2959,2230
2480,D3071,2231
2481,D2958,2232
2482,D3005,2233
2483,D3051,2234
2484,D3090,2235
2485,D2951,2236
2486,D2965,2237
2487,D2967,2238
2488,D-2970,2239
2489,D2973,2240
2490,D2982,2241
2491,D2989,2242
2492,D2998,2243
2493,D3026,2244
2494,D3050,2245
2495,D3002,2246
2496,D2990,2247
2497,D2988,2248
2498,D2993,2249
2499,D-2999,2250
2500,D3000,2251
2501,D3003,2252
2502,D3007,2253
2503,D3013,2254
2504,D3019,2255
2505,D3020,2256
2506,D3133,2257
2507,D3153,2258
2508,D2974,2259
2509,D3015,2260
2510,D-2944,2261
2511,D3010,2262
2512,D3017,2263
2513,D3022,2264
2514,D3024,2265
2515,D3039,2266
2516,OP32,2267
2517,OP037,2268
2518,D2972,2269
2519,D2977,2269
2520,D2996,2270
2521,LAT182,2271
2522,D-2986,2272
2523,D2992,2273
2524,D2995,2274
2525,D3030,2275
2526,D3034,2276
2527,D3053,2277
2528,D3059,2278
2529,D3076,2279
2530,D3114,2280
2531,LAT189,2281
2532,D3018,2282
2533,D-3032,2283
2534,D3047,2284
2535,D3060,2285
2536,D3063,2286
2537,D3068,2287
2538,LAT188,2288
2539,D3132,2289
2540,OP035,2290
2541,D3043,2291
2542,D3055,2292
2543,D3058,2293
2544,D-3078,2294
2545,D3081,2295
2546,D3085,2296
2547,D3086,2296
2548,D3103,2296
2549,D3087,2297
2550,D3099,2298
2551,D3100,2299
2552,D3126,2300
2553,D3150,2301
2554,D3171,2302
2555,D3202,2303
2556,D3210,2304
2557,D-3089,2305
2558,OP036,2306
2559,OP038,2307
2560,OP039,2308
2561,OP040,2309
2562,OP041,2310
2563,LAT183,2311
2564,D3011,2312
2565,D3067,2313
2566,D3077,2314
2567,D3101,2315
2568,D-3102,2316
2569,D3169,2317
2570,D3179,2318
2571,D3184,2319
2572,D3205,2320
2573,D3075,2321
2574,D3079,2322
2575,D3023,2323
2576,D3062,2324
2577,D3080,2325
2578,D3092,2326
2579,D3096,2326
2580,D-3125,2327
2581,D3265,2328
2582,OP044,2329
2583,PE012,2330
2584,D3084,2331
2585,D3094,2332
2586,D3110,2333
2587,D3113,2334
2588,D3142,2335
2589,D3240,2336
2590,D3054,2337
2591,D-3120,2338
2592,OP042,2339
2593,OP043,2340
2594,OP045,2341
2595,D3127,2342
2596,D3139,2343
2597,D3183,2344
2598,LAT187,2345
2599,D3152,2346
2600,D3146,2347
2601,D3201,2348
2602,D-3118,2349
2603,D3122,2350
2604,D3217,2351
2605,D3228,2352
2606,D3129,2353
2607,LAT186,2354
2608,D2825,2355
2609,D2838,2355
2610,D2841,2355
2611,D2845,2355
2612,D2668,2356
2613,2875,2356
2614,D3182,2357
2615,D3098,2358
2616,LAT184,2359
2617,LAT-185,2360
2618,D3138,2361
2619,D3141,2361
2620,LAT190,2362
2621,D3236,2363
2622,D3159,2364
2623,D3159,2365
2624,D3176,2366
2625,D3204,2367
2626,D3083,2368
2627,D3189,2369
2628,D3167,2370
2629,D-3172,2371
2630,D3181,2372
2631,D3182,2373
2632,D3190,2374
2633,D3199,2375
2634,D2844,2376
2635,D2878,2377
2636,D3187,2378
2637,D3218,2379
2638,D3209,2380
2639,D2914,2381
2640,D2927,2381
2641,D-3185,2382
2642,D3223,2383
2643,D3241,2384
2644,D3261,2385
2645,D2941,2386
2646,D3206,2387
2647,D3234,2388
2648,D3216,2389
2649,D3252,2390
2650,D3255,2391
2651,D3188,2392
2652,D-3403,2393
2653,D3168,2394
2654,OP046,2395
2655,D3033,2396
2656,D3251,2397
2657,D3222,2398
2658,D3229,2399
2659,D3244,2400
2660,D3256,2401
2661,D3257,2401
2662,D3163,2402
2663,D3137,2403
2664,D-3158,2404
2665,D3213,2405
2666,D3231,2406
2667,D3243,2407
2668,D3259,2408
2669,D3264,2409
2670,D3269,2410
2671,D3274,2411
2672,D3276,2412
2673,D3260,2413
2674,D3262,2413
2675,OP047,2414
2676,D-3154,2415
2677,D3225,2416
2678,D3242,2417
2679,D3200,2418
2680,D3270,2419
2681,D3273,2419
2682,D3272,2420
2683,D3279,2421
2684,D3280,2422
2685,D3283,2423
2686,D3291,2424
2687,D3157,2425
2688,D-3268,2426
2689,D3238,2427
2690,D3292,2428
2691,D3365,2429
2692,D3278,2430
2693,D3285,2431
2694,D3281,2432
2695,D3330,2433
2696,D3313,2434
2697,D3143,2435
2698,D3160,2436
2699,D-3197,2437
2700,LAT191,2438
2701,D3301,2439
2702,D3303,2440
2703,D3324,2441
2704,D3325,2442
2705,D3327,2443
2706,OP033,2444
2707,OP038,2445
2708,OP041,2446
2709,OP048,2447
2710,D-3295,2448
2711,D3287,2449
2712,D3317,2450
2713,D3328,2451
2714,D3329,2452
2715,D3382,2453
2716,D3288,2454
2717,D3296,2454
2718,D3250,2455
2719,D3293,2456
2720,D3318,2457
2721,D3323,2458
2722,D-3326,2459
2723,D3335,2460
2724,LAT194,2461
2725,D3224,2462
2726,D3336,2463
2727,D3170,2464
2728,D3271,2465
2729,D3294,2466
2730,D3364,2467
2731,D3366,2468
2732,D3286,2469
2733,D3298,2469
2734,D3299,2469
2735,D3308,2469
2736,D-3332,2470
2737,D3344,2471
2738,D3346,2472
2739,D3352,2473
2740,D3355,2474
2741,OP049,2475
2742,OP050,2476
2743,D3356,2477
2744,D3266,2478
2745,D3349,2479
2746,D3380,2480
2747,D-3370,2481
2748,D3361,2482
2749,D3381,2483
2750,D3397,2484
2751,D3378,2485
2752,D3367,2486
2753,D3377,2487
2754,OP039,2488
2755,OP042,2489
2756,D3345,2490
2757,D3390,2491
2758,D-3348,2492
2759,D3368,2493
2760,D3371,2494
2761,D3388,2495
2762,D3396,2496
2763,LAT193,2497
2764,LAT195,2498
2765,D3374,2499
2766,D3297,2500
2767,D3304,2500
2768,D3306,2500
2769,D3354,2501
2770,D3387,2502
2771,D-3389,2503
2772,OP051,2504
2773,LAT196,2505
2774,LAT197,2506
2775,LAT203,2507
2776,D3358,2508
2777,D3400,2509
2778,D3401,2510
2779,D3402,2511
2780,D3411,2512
2781,D3419,2513
2782,D-3404,2514
2783,D3399,2515
2784,D3412,2516
2785,D3423,2517
2786,D3425,2518
2787,D3426,2519
2788,D3430,2520
2789,LAT200,2521
2790,LAT201,2522
2791,LAT202,2523
2792,D3375,2524
2793,D-3417,2525
2794,D3424,2526
2795,D3427,2527
2796,D3428,2528
2797,D3434,2529
2798,D3392,2530
2799,D3454,2531
2800,D3439,2532
2801,D3277,2533
2802,D3357,2534
2803,LAT192,2535
2804,D-3433,2536
2805,LAT198,2537
2806,D3437,2538
2807,D3438,2539
2808,D3440,2540
2809,D3506,2541
2810,D3443,2542
2811,LAT199,2543
2812,D3448,2544
2813,D3477,2545
2814,D3436,2546
2815,D-3429,2547
2816,D3452,2548
2817,D3455,2549
2818,D3464,2550
2819,D3470,2551
2820,D3481,2552
2821,D3410,2553
2822,D3453,2554
2823,D3468,2555
2824,D3478,2556
2825,D3446,2557
2826,D-3456,2558
2827,D3471,2559
2828,D3305,2560
2829,D3394,2561
2830,D3469,2562
2831,D3472,2563
2832,D3473,2564
2833,D3475,2565
2834,D2975,2566
2835,D3449,2567
2836,D3457,2568
2837,D-3467,2569
2838,D3487,2570
2839,D3406,2571
2840,D3516,2572
2841,D3482,2573
2842,D3489,2574
2843,D3490,2575
2844,D3483,2576
2845,D3488,2577
2846,D3499,2578
2847,D3510,2578
2848,D3502,2579
2849,D-3493,2580
2850,D3507,2581
2851,D3500,2582
2852,D3498,2583
2853,D3505,2584
2854,D3461,2585
2855,D3515,2586
2856,D3520,2587
2857,D3496,2588
2858,D3509,2589
2859,D3494,2590
2860,D3523,2590
2861,LAT-204,2591
2862,D3508,2592
2863,D3495,2593
2864,D3534,2594
2865,D3524,2595
2866,D3432,2596
2867,D3544,2597
2868,D3465,2598
2869,D3578,2599
2870,D3526,2600
2871,D-3531,2601
2872,D3511,2602
2873,D3521,2603
2874,D3530,2604
2875,D3458,2605
2876,D3460,2606
2877,D3476,2607
2878,D3479,2608
2879,D3513,2609
2880,D3519,2610
2881,D3590,2611
2882,D-3537,2612
2883,D3543,2613
2884,D3546,2614
2885,D3547,2615
2886,D3562,2616
2887,D3598,2617
2888,D3528,2618
2889,D3564,2619
2890,OP052,2620
2891,OP043,2621
2892,OP054,2622
2893,OP-055,2623
2894,OP056,2624
2895,D3591,2625
2896,D3545,2626
2897,D3551,2627
2898,D3552,2627
2899,D3555,2627
2900,D3558,2628
2901,D3560,2629
2902,D3565,2630
2903,D3567,2631
2904,D3585,2632
2905,D3574,2633
2906,D-3569,2634
2907,D3570,2635
2908,D3603,2636
2909,D3549,2637
2910,D3573,2638
2911,D3568,2639
2912,D3588,2640
2913,D3572,2641
2914,D3577,2642
2915,D3582,2643
2916,D3589,2644
2917,D-3597,2645
2918,D3559,2646
2919,D3580,2647
2920,OP057,2648
2921,D3586,2649
2922,D3596,2650
2923,D3593,2651
2924,D3600,2652
2925,D3594,2653
2926,D3602,2654
2927,D3601,2655
2928,D-3619,2656
2929,D3628,2657
2930,D3535,2658
2931,D3536,2658
2932,D3608,2659
2933,D3610,2660
2934,D3613,2661
2935,D3649,2662
2936,D3661,2663
2937,D3732,2664
2938,LAT205,2665
2939,D3548,2666
2940,OP-058,2667
2941,OP059,2668
2942,D3620,2669
2943,D3670,2670
2944,D3627,2671
2945,D3634,2672
2946,D3637,2673
2947,D3629,2674
2948,D3632,2675
2949,D3640,2676
2950,D3644,2677
2951,D-3642,2678
2952,D3643,2679
2953,D3650,2680
2954,D3652,2681
2955,D3660,2682
2956,D3662,2683
2957,D3612,2684
2958,D3666,2685
2959,D3674,2686
2960,D3685,2687
2961,D3668,2688
2962,D-3671,2689
2963,D3680,2690
2964,D3684,2691
2965,D3663,2692
2966,D3709,2693
2967,OP047,2694
2968,D3683,2695
2969,D3679,2696
2970,PE014,2697
2971,D3624,2698
2972,D3676,2699
2973,D-3701,2700
2974,D3687,2701
2975,D3698,2702
2976,D3700,2703
2977,D3664,2704
2978,D3621,2705
2979,D3690,2706
2980,D3692,2707
2981,D3710,2708
2982,D3695,2709
2983,D3699,2710
2984,D-3672,2711
2985,D3711,2712
2986,D3704,2713
2987,D3702,2714
2988,D3706,2715
2989,D3713,2716
2990,D3719,2717
2991,D3720,2718
2992,D3722,2718
2993,D3705,2719
2994,D3675,2720
2995,D3697,2721
2996,LAT-210,2722
2997,D3721,2723
2998,D3726,2724
2999,D3729,2725
3000,D3725,2726
3001,D3736,2727
3002,D3739,2728
3003,LAT206,2729
3004,LAT211,2730
3005,D3747,2731
3006,D3740,2732
3007,D-3734,2733
3008,D3727,2734
3009,D3748,2735
3010,LAT209,2736
3011,PE013,2737
3012,D3749,2738
3013,D3745,2739
3014,D3731,2740
3015,D3724,2741
3016,D3746,2742
3017,D3754,2743
3018,D-3631,2744
