id,nombre_id,intervencion,concepto,sentencia_id
580,6,99,99,42
581,7,99,99,42
582,8,99,99,42
583,9,99,99,42
584,10,99,99,42
585,11,99,99,42
586,12,99,99,42
587,13,99,99,42
588,14,99,99,42
589,1,99,99,43
590,2,99,99,43
591,3,99,99,43
592,4,99,99,43
593,5,99,99,43
594,6,99,99,43
595,7,99,99,43
596,8,99,99,43
597,9,99,99,43
598,10,99,99,43
599,11,99,99,43
600,12,99,99,43
601,13,99,99,43
602,14,99,99,43
603,1,99,99,44
604,2,99,99,44
605,3,99,99,44
606,4,99,99,44
607,5,99,99,44
608,6,99,99,44
609,7,99,99,44
610,8,99,99,44
611,9,99,99,44
612,10,99,99,44
613,11,99,99,44
614,12,99,99,44
615,13,99,99,44
616,14,99,99,44
617,1,99,99,45
618,2,99,99,45
619,3,99,99,45
620,4,99,99,45
621,5,99,99,45
622,6,99,99,45
623,7,99,99,45
624,8,99,99,45
625,9,99,99,45
626,10,99,99,45
627,11,99,99,45
628,12,99,99,45
629,13,99,99,45
630,14,99,99,45
631,1,99,99,46
632,2,99,99,46
633,3,99,99,46
634,4,99,99,46
635,5,99,99,46
636,6,99,99,46
637,7,99,99,46
638,8,99,99,46
639,9,99,99,46
640,10,99,99,46
641,11,99,99,46
642,12,99,99,46
643,13,99,99,46
644,14,99,99,46
645,1,99,99,47
646,2,99,99,47
647,3,99,99,47
648,4,99,99,47
649,5,99,99,47
650,6,99,99,47
651,7,99,99,47
652,8,99,99,47
653,9,99,99,47
654,10,99,99,47
655,11,99,99,47
656,12,99,99,47
657,13,99,99,47
658,14,99,99,47
659,1,99,99,48
660,2,99,99,48
661,3,99,99,48
662,4,99,99,48
663,5,99,99,48
664,6,99,99,48
665,7,99,99,48
666,8,99,99,48
667,9,99,99,48
668,10,99,99,48
669,11,99,99,48
670,12,99,99,48
671,13,99,99,48
672,14,99,99,48
673,1,99,99,49
674,2,99,99,49
675,3,99,99,49
676,4,99,99,49
677,5,99,99,49
678,6,99,99,49
679,7,99,99,49
680,8,99,99,49
681,9,99,99,49
682,10,99,99,49
683,11,99,99,49
684,12,99,99,49
685,13,99,99,49
686,14,99,99,49
687,1,99,99,50
688,2,99,99,50
689,3,99,99,50
690,4,99,99,50
691,5,99,99,50
692,6,99,99,50
693,7,99,99,50
694,8,99,99,50
695,9,99,99,50
696,10,99,99,50
697,11,99,99,50
698,12,99,99,50
699,13,99,99,50
700,14,99,99,50
701,1,99,99,51
702,2,99,99,51
703,3,99,99,51
704,4,99,99,51
705,5,99,99,51
706,6,99,99,51
707,7,99,99,51
708,8,1,4,51
709,9,99,99,51
710,10,99,99,51
711,11,99,99,51
712,12,99,99,51
713,13,99,99,51
714,14,99,99,51
715,1,99,99,52
716,2,99,99,52
717,3,99,99,52
718,4,99,99,52
719,5,99,99,52
720,6,99,99,52
721,7,99,99,52
722,8,99,99,52
723,9,99,99,52
724,10,99,99,52
725,11,99,99,52
726,12,99,99,52
727,13,99,99,52
728,14,99,99,52
729,1,99,99,53
730,2,99,99,53
731,3,99,99,53
732,4,99,99,53
733,5,99,99,53
734,6,99,99,53
735,7,99,99,53
736,8,99,99,53
737,9,99,99,53
738,10,99,99,53
739,11,99,99,53
740,12,99,99,53
741,13,99,99,53
742,14,99,99,53
743,1,99,99,54
744,2,99,99,54
745,3,99,99,54
746,4,99,99,54
747,5,99,99,54
748,6,99,99,54
749,7,99,99,54
750,8,99,99,54
751,9,99,99,54
752,10,99,99,54
753,11,99,99,54
754,12,99,99,54
755,13,99,99,54
756,14,99,99,54
757,1,99,99,55
758,2,99,99,55
759,3,99,99,55
760,4,99,99,55
761,5,99,99,55
762,6,99,99,55
763,7,99,99,55
764,8,99,99,55
765,9,99,99,55
766,10,99,99,55
767,11,99,99,55
768,12,99,99,55
769,13,99,99,55
770,14,99,99,55
771,1,99,99,56
772,2,99,99,56
773,3,99,99,56
774,4,99,99,56
775,5,99,99,56
776,6,99,99,56
777,7,99,99,56
778,8,1,4,56
779,9,1,4,56
780,10,99,99,56
781,11,99,99,56
782,12,99,99,56
783,13,99,99,56
784,14,99,99,56
785,1,99,99,57
786,2,99,99,57
787,3,99,99,57
788,4,99,99,57
789,5,99,99,57
790,6,99,99,57
791,7,99,99,57
792,8,99,99,57
793,9,99,99,57
794,10,99,99,57
795,11,99,99,57
796,12,99,99,57
797,13,99,99,57
798,14,99,99,57
799,1,99,99,58
800,2,99,99,58
801,3,99,99,58
802,4,99,99,58
803,5,99,99,58
804,6,99,99,58
805,7,99,99,58
806,8,99,99,58
807,9,99,99,58
808,10,99,99,58
809,11,99,99,58
810,12,99,99,58
811,13,99,99,58
812,14,99,99,58
813,1,99,99,59
814,2,99,99,59
815,3,99,99,59
816,4,99,99,59
817,5,99,99,59
818,6,99,99,59
819,7,99,99,59
820,8,99,99,59
821,9,99,99,59
822,10,2,4,59
823,11,99,99,59
824,12,99,99,59
825,13,99,99,59
826,14,99,99,59
827,1,99,99,60
828,2,99,99,60
829,3,99,99,60
830,4,99,99,60
831,5,99,99,60
832,6,99,99,60
833,7,99,99,60
834,8,99,99,60
835,9,99,99,60
836,10,99,99,60
837,11,99,99,60
838,12,2,4,60
839,13,99,99,60
840,14,99,99,60
841,1,99,99,61
842,2,99,99,61
843,3,99,99,61
844,4,99,99,61
845,5,99,99,61
846,6,99,99,61
847,7,99,99,61
848,8,99,99,61
849,9,99,99,61
850,10,99,99,61
851,11,99,99,61
852,12,99,99,61
853,13,99,99,61
854,14,99,99,61
855,1,99,99,62
856,2,99,99,62
857,3,99,99,62
858,4,99,99,62
859,5,99,99,62
860,6,99,99,62
861,7,99,99,62
862,8,99,99,62
863,9,99,99,62
864,10,99,99,62
865,11,99,99,62
866,12,99,99,62
867,13,99,99,62
868,14,99,99,62
869,1,99,99,63
870,2,99,99,63
871,3,99,99,63
872,4,99,99,63
873,5,99,99,63
874,6,99,99,63
875,7,99,99,63
876,8,99,99,63
877,9,99,99,63
878,10,99,99,63
879,11,99,99,63
880,12,99,99,63
881,13,99,99,63
882,14,99,99,63
883,1,99,99,64
884,2,99,99,64
885,3,99,99,64
886,4,99,99,64
887,5,99,99,64
888,6,99,99,64
889,7,99,99,64
890,8,99,99,64
891,9,99,99,64
892,10,99,99,64
893,11,99,99,64
894,12,99,99,64
895,13,99,99,64
896,14,99,99,64
897,1,99,99,65
898,2,99,99,65
899,3,99,99,65
900,4,99,99,65
901,5,99,99,65
902,6,99,99,65
903,7,99,99,65
904,8,99,99,65
905,9,99,99,65
906,10,99,99,65
907,11,99,99,65
908,12,99,99,65
909,13,99,99,65
910,14,99,99,65
911,1,99,99,66
912,2,99,99,66
913,3,99,99,66
914,4,99,99,66
915,5,99,99,66
916,6,99,99,66
917,7,99,99,66
918,8,99,99,66
919,9,99,99,66
920,10,99,99,66
921,11,99,99,66
922,12,99,99,66
923,13,99,99,66
924,14,99,99,66
925,1,99,99,67
926,2,99,99,67
927,3,99,99,67
928,4,99,99,67
929,5,99,99,67
930,6,99,99,67
931,7,99,99,67
932,8,99,99,67
933,9,99,99,67
934,10,99,99,67
935,11,99,99,67
936,12,99,99,67
937,13,99,99,67
938,14,99,99,67
939,1,99,99,68
940,2,99,99,68
941,3,99,99,68
942,4,99,99,68
943,5,99,99,68
944,6,99,99,68
945,7,99,99,68
946,8,99,99,68
947,9,99,99,68
948,10,99,99,68
949,11,99,99,68
950,12,99,99,68
951,13,99,99,68
952,14,99,99,68
953,1,99,99,69
954,2,99,99,69
955,3,99,99,69
956,4,99,99,69
957,5,99,99,69
958,6,99,99,69
959,7,99,99,69
960,8,99,99,69
961,9,99,99,69
962,10,99,99,69
963,11,99,99,69
964,12,99,99,69
965,13,99,99,69
966,14,99,99,69
967,1,99,99,70
968,2,99,99,70
969,3,99,99,70
970,4,99,99,70
971,5,99,99,70
972,6,99,99,70
973,7,99,99,70
974,8,99,99,70
975,9,99,99,70
976,10,99,99,70
977,11,99,99,70
978,12,99,99,70
979,13,99,99,70
980,14,99,99,70
981,1,99,99,71
982,2,99,99,71
983,3,99,99,71
984,4,99,99,71
985,5,99,99,71
986,6,99,99,71
987,7,99,99,71
988,8,2,4,71
989,9,2,4,71
990,10,99,99,71
991,11,99,99,71
992,12,99,99,71
993,13,99,99,71
994,14,99,99,71
995,1,99,99,72
996,2,99,99,72
997,3,99,99,72
998,4,99,99,72
999,5,99,99,72
1000,6,99,99,72
1001,7,99,99,72
1002,8,99,99,72
1003,9,99,99,72
1004,10,99,99,72
1005,11,99,99,72
1006,12,99,99,72
1007,13,99,99,72
1008,14,99,99,72
1009,1,99,99,73
1010,2,99,99,73
1011,3,99,99,73
1012,4,99,99,73
1013,5,99,99,73
1014,6,99,99,73
1015,7,99,99,73
1016,8,99,99,73
1017,9,99,99,73
1018,10,99,99,73
1019,11,99,99,73
1020,12,99,99,73
1021,13,99,99,73
1022,14,99,99,73
1023,1,99,99,74
1024,2,99,99,74
1025,3,99,99,74
1026,4,99,99,74
1027,5,99,99,74
1028,6,99,99,74
1029,7,99,99,74
1030,8,99,99,74
1031,9,99,99,74
1032,10,99,99,74
1033,11,99,99,74
1034,12,99,99,74
1035,13,99,99,74
1036,14,99,99,74
1037,1,99,99,75
1038,2,99,99,75
1039,3,99,99,75
1040,4,99,99,75
1041,5,99,99,75
1042,6,99,99,75
1043,7,99,99,75
1044,8,99,99,75
1045,9,99,99,75
1046,10,99,99,75
1047,11,99,99,75
1048,12,99,99,75
1049,13,99,99,75
1050,14,99,99,75
1051,1,99,99,76
1052,2,99,99,76
1053,3,99,99,76
1054,4,99,99,76
1055,5,99,99,76
1056,6,99,99,76
1057,7,99,99,76
1058,8,99,99,76
1059,9,99,99,76
1060,10,99,99,76
1061,11,99,99,76
1062,12,99,99,76
1063,13,99,99,76
1064,14,99,99,76
1065,1,99,99,77
1066,2,99,99,77
1067,3,99,99,77
1068,4,99,99,77
1069,5,99,99,77
1070,6,99,99,77
1071,7,99,99,77
1072,8,99,99,77
1073,9,99,99,77
1074,10,99,99,77
1075,11,99,99,77
1076,12,99,99,77
1077,13,99,99,77
1078,14,99,99,77
1079,1,99,99,78
1080,2,99,99,78
1081,3,99,99,78
1082,4,99,99,78
1083,5,99,99,78
1084,6,99,99,78
1085,7,99,99,78
1086,8,99,99,78
1087,9,99,99,78
1088,10,99,99,78
1089,11,99,99,78
1090,12,99,99,78
1091,13,99,99,78
1092,14,99,99,78
1093,1,99,99,79
1094,2,99,99,79
1095,3,99,99,79
1096,4,99,99,79
1097,5,99,99,79
1098,6,99,99,79
1099,7,99,99,79
1100,8,99,99,79
1101,9,99,99,79
1102,10,99,99,79
1103,11,99,99,79
1104,12,99,99,79
1105,13,99,99,79
1106,14,99,99,79
1107,1,99,99,80
1108,2,99,99,80
1109,3,99,99,80
1110,4,99,99,80
1111,5,99,99,80
1112,6,99,99,80
1113,7,99,99,80
1114,8,99,99,80
1115,9,99,99,80
1116,10,99,99,80
1117,11,99,99,80
1118,12,99,99,80
1119,13,99,99,80
1120,14,99,99,80
1121,1,99,99,81
1122,2,99,99,81
1123,3,99,99,81
1124,4,99,99,81
1125,5,99,99,81
1126,6,99,99,81
1127,7,99,99,81
1128,8,99,99,81
1129,9,99,99,81
1130,10,99,99,81
1131,11,99,99,81
1132,12,99,99,81
1133,13,99,99,81
1134,14,99,99,81
1135,1,99,99,82
1136,2,99,99,82
1137,3,99,99,82
1138,4,99,99,82
1139,5,99,99,82
1140,6,99,99,82
1141,7,99,99,82
1142,8,99,99,82
1143,9,99,99,82
1144,10,99,99,82
1145,11,99,99,82
1146,12,99,99,82
1147,13,99,99,82
1148,14,99,99,82
1149,1,99,99,83
1150,2,99,99,83
1151,3,99,99,83
1152,4,99,99,83
1153,5,99,99,83
1154,6,99,99,83
1155,7,99,99,83
1156,8,99,99,83
1157,9,99,99,83
1158,10,99,99,83
1159,11,99,99,83
1160,12,99,99,83
1161,13,99,99,83
1162,14,99,99,83
1163,1,99,99,84
1164,2,99,99,84
1165,3,99,99,84
1166,4,99,99,84
1167,5,99,99,84
1168,6,99,99,84
1169,7,99,99,84
1170,8,99,99,84
1171,9,99,99,84
1172,10,99,99,84
1173,11,99,99,84
1174,12,99,99,84
1175,13,99,99,84
1176,14,99,99,84
1177,1,99,99,85
1178,2,99,99,85
1179,3,99,99,85
1180,4,99,99,85
1181,5,99,99,85
1182,6,99,99,85
1183,7,99,99,85
1184,8,99,99,85
1185,9,99,99,85
1186,10,99,99,85
1187,11,99,99,85
1188,12,99,99,85
1189,13,99,99,85
1190,14,99,99,85
1191,1,99,99,86
1192,2,99,99,86
1193,3,99,99,86
1194,4,99,99,86
1195,5,99,99,86
1196,6,99,99,86
1197,7,99,99,86
1198,8,1,4,86
1199,9,1,4,86
1200,10,99,99,86
1201,11,99,99,86
1202,12,99,99,86
1203,13,99,99,86
1204,14,99,99,86
1205,1,99,99,87
1206,2,99,99,87
1207,3,99,99,87
1208,4,99,99,87
1209,5,99,99,87
1210,6,99,99,87
1211,7,99,99,87
1212,8,99,99,87
1213,9,99,99,87
1214,10,99,99,87
1215,11,99,99,87
1216,12,99,99,87
1217,13,99,99,87
1218,14,99,99,87
1219,1,99,99,88
1220,2,99,99,88
1221,3,99,99,88
1222,4,99,99,88
1223,5,99,99,88
1224,6,99,99,88
1225,7,99,99,88
1226,8,99,99,88
1227,9,99,99,88
1228,10,99,99,88
1229,11,99,99,88
1230,12,99,99,88
1231,13,99,99,88
1232,14,99,99,88
1233,1,99,99,89
1234,2,99,99,89
1235,3,99,99,89
1236,4,99,99,89
1237,5,99,99,89
1238,6,99,99,89
1239,7,99,99,89
1240,8,99,99,89
1241,9,99,99,89
1242,10,99,99,89
1243,11,99,99,89
1244,12,99,99,89
1245,13,99,99,89
1246,14,99,99,89
1247,1,99,99,90
1248,2,99,99,90
1249,3,99,99,90
1250,4,99,99,90
1251,5,99,99,90
1252,6,99,99,90
1253,7,99,99,90
1254,8,1,9,90
1255,9,99,99,90
1256,10,99,99,90
1257,11,99,99,90
1258,12,99,99,90
1259,13,99,99,90
1260,14,99,99,90
1261,1,99,99,91
1262,2,99,99,91
1263,3,99,99,91
1264,4,99,99,91
1265,5,99,99,91
1266,6,99,99,91
1267,7,99,99,91
1268,8,99,99,91
1269,9,99,99,91
1270,10,99,99,91
1271,11,99,99,91
1272,12,99,99,91
1273,13,99,99,91
1274,14,99,99,91
1275,1,99,99,92
1276,2,99,99,92
1277,3,99,99,92
1278,4,99,99,92
1279,5,99,99,92
1280,6,99,99,92
1281,7,99,99,92
1282,8,99,99,92
1283,9,99,99,92
1284,10,99,99,92
1285,11,99,99,92
1286,12,99,99,92
1287,13,99,99,92
1288,14,99,99,92
1289,1,99,99,93
1290,2,99,99,93
1291,3,99,99,93
1292,4,99,99,93
1293,5,99,99,93
1294,6,99,99,93
1295,7,99,99,93
1296,8,99,99,93
1297,9,99,99,93
1298,10,99,99,93
1299,11,99,99,93
1300,12,99,99,93
1301,13,99,99,93
1302,14,99,99,93
1303,1,99,99,94
1304,2,99,99,94
1305,3,99,99,94
1306,4,99,99,94
1307,5,99,99,94
1308,6,99,99,94
1309,7,99,99,94
1310,8,99,99,94
1311,9,99,99,94
1312,10,99,99,94
1313,11,99,99,94
1314,12,99,99,94
1315,13,99,99,94
1316,14,99,99,94
1317,1,99,99,95
1318,2,99,99,95
1319,3,99,99,95
1320,4,99,99,95
1321,5,99,99,95
1322,6,99,99,95
1323,7,99,99,95
1324,8,99,99,95
1325,9,99,99,95
1326,10,99,99,95
1327,11,99,99,95
1328,12,99,99,95
1329,13,99,99,95
1330,14,99,99,95
1331,1,99,99,96
1332,2,99,99,96
1333,3,99,99,96
1334,4,99,99,96
1335,5,99,99,96
1336,6,99,99,96
1337,7,99,99,96
1338,8,99,99,96
1339,9,99,99,96
1340,10,99,99,96
1341,11,99,99,96
1342,12,99,99,96
1343,13,99,99,96
1344,14,99,99,96
1345,1,99,99,97
1346,2,99,99,97
1347,3,99,99,97
1348,4,99,99,97
1349,5,99,99,97
1350,6,99,99,97
1351,7,99,99,97
1352,8,99,99,97
1353,9,99,99,97
1354,10,99,99,97
