id,nombre_id,intervencion,concepto,sentencia_id
20212,10,99,99,1444
20213,11,99,99,1444
20214,12,99,99,1444
20215,13,99,99,1444
20216,14,99,99,1444
20217,1,99,99,1445
20218,2,99,99,1445
20219,3,99,99,1445
20220,4,99,99,1445
20221,5,99,99,1445
20222,6,99,99,1445
20223,7,99,99,1445
20224,8,99,99,1445
20225,9,99,99,1445
20226,10,99,99,1445
20227,11,99,99,1445
20228,12,99,99,1445
20229,13,99,99,1445
20230,14,99,99,1445
20231,1,99,99,1446
20232,2,99,99,1446
20233,3,99,99,1446
20234,4,99,99,1446
20235,5,99,99,1446
20236,6,99,99,1446
20237,7,99,99,1446
20238,8,99,99,1446
20239,9,99,99,1446
20240,10,99,99,1446
20241,11,99,99,1446
20242,12,99,99,1446
20243,13,99,99,1446
20244,14,99,99,1446
20245,1,99,99,1447
20246,2,99,99,1447
20247,3,99,99,1447
20248,4,99,99,1447
20249,5,99,99,1447
20250,6,99,99,1447
20251,7,99,99,1447
20252,8,99,99,1447
20253,9,99,99,1447
20254,10,99,99,1447
20255,11,99,99,1447
20256,12,99,99,1447
20257,13,99,99,1447
20258,14,99,99,1447
20259,1,99,99,1448
20260,2,99,99,1448
20261,3,99,99,1448
20262,4,99,99,1448
20263,5,99,99,1448
20264,6,99,99,1448
20265,7,99,99,1448
20266,8,99,99,1448
20267,9,99,99,1448
20268,10,99,99,1448
20269,11,99,99,1448
20270,12,99,99,1448
20271,13,99,99,1448
20272,14,99,99,1448
20273,1,99,99,1449
20274,2,99,99,1449
20275,3,99,99,1449
20276,4,99,99,1449
20277,5,99,99,1449
20278,6,99,99,1449
20279,7,99,99,1449
20280,8,99,99,1449
20281,9,99,99,1449
20282,10,99,99,1449
20283,11,99,99,1449
20284,12,99,99,1449
20285,13,99,99,1449
20286,14,99,99,1449
20287,1,99,99,1450
20288,2,99,99,1450
20289,3,99,99,1450
20290,4,99,99,1450
20291,5,99,99,1450
20292,6,99,99,1450
20293,7,99,99,1450
20294,8,99,99,1450
20295,9,99,99,1450
20296,10,99,99,1450
20297,11,99,99,1450
20298,12,99,99,1450
20299,13,99,99,1450
20300,14,99,99,1450
20301,1,99,99,1451
20302,2,99,99,1451
20303,3,99,99,1451
20304,4,99,99,1451
20305,5,99,99,1451
20306,6,99,99,1451
20307,7,99,99,1451
20308,8,99,99,1451
20309,9,99,99,1451
20310,10,99,99,1451
20311,11,99,99,1451
20312,12,99,99,1451
20313,13,99,99,1451
20314,14,99,99,1451
20315,1,99,99,1452
20316,2,99,99,1452
20317,3,99,99,1452
20318,4,99,99,1452
20319,5,99,99,1452
20320,6,99,99,1452
20321,7,99,99,1452
20322,8,99,99,1452
20323,9,99,99,1452
20324,10,99,99,1452
20325,11,99,99,1452
20326,12,99,99,1452
20327,13,99,99,1452
20328,14,99,99,1452
20329,1,99,99,1453
20330,2,99,99,1453
20331,3,99,99,1453
20332,4,99,99,1453
20333,5,99,99,1453
20334,6,99,99,1453
20335,7,99,99,1453
20336,8,99,99,1453
20337,9,99,99,1453
20338,10,99,99,1453
20339,11,99,99,1453
20340,12,99,99,1453
20341,13,99,99,1453
20342,14,99,99,1453
20343,1,99,99,1454
20344,2,99,99,1454
20345,3,99,99,1454
20346,4,99,99,1454
20347,5,99,99,1454
20348,6,99,99,1454
20349,7,99,99,1454
20350,8,99,99,1454
20351,9,99,99,1454
20352,10,99,99,1454
20353,11,99,99,1454
20354,12,99,99,1454
20355,13,99,99,1454
20356,14,99,99,1454
20357,1,99,99,1455
20358,2,99,99,1455
20359,3,99,99,1455
20360,4,99,99,1455
20361,5,99,99,1455
20362,6,99,99,1455
20363,7,99,99,1455
20364,8,99,99,1455
20365,9,99,99,1455
20366,10,99,99,1455
20367,11,99,99,1455
20368,12,99,99,1455
20369,13,99,99,1455
20370,14,99,99,1455
20371,1,99,99,1456
20372,2,99,99,1456
20373,3,99,99,1456
20374,4,99,99,1456
20375,5,99,99,1456
20376,6,99,99,1456
20377,7,99,99,1456
20378,8,99,99,1456
20379,9,99,99,1456
20380,10,99,99,1456
20381,11,99,99,1456
20382,12,99,99,1456
20383,13,99,99,1456
20384,14,99,99,1456
20385,1,99,99,1457
20386,2,99,99,1457
20387,3,99,99,1457
20388,4,99,99,1457
20389,5,99,99,1457
20390,6,99,99,1457
20391,7,99,99,1457
20392,8,99,99,1457
20393,9,99,99,1457
20394,10,99,99,1457
20395,11,99,99,1457
20396,12,99,99,1457
20397,13,99,99,1457
20398,14,99,99,1457
20399,1,99,99,1458
20400,2,99,99,1458
20401,3,99,99,1458
20402,4,99,99,1458
20403,5,99,99,1458
20404,6,99,99,1458
20405,7,99,99,1458
20406,8,99,99,1458
20407,9,99,99,1458
20408,10,99,99,1458
20409,11,99,99,1458
20410,12,99,99,1458
20411,13,99,99,1458
20412,14,99,99,1458
20413,1,99,99,1459
20414,2,99,99,1459
20415,3,99,99,1459
20416,4,99,99,1459
20417,5,99,99,1459
20418,6,99,99,1459
20419,7,99,99,1459
20420,8,99,99,1459
20421,9,99,99,1459
20422,10,99,99,1459
20423,11,99,99,1459
20424,12,99,99,1459
20425,13,99,99,1459
20426,14,99,99,1459
20427,1,99,99,1460
20428,2,99,99,1460
20429,3,99,99,1460
20430,4,99,99,1460
20431,5,99,99,1460
20432,6,99,99,1460
20433,7,99,99,1460
20434,8,99,99,1460
20435,9,99,99,1460
20436,10,99,99,1460
20437,11,99,99,1460
20438,12,99,99,1460
20439,13,99,99,1460
20440,14,99,99,1460
20441,1,99,99,1461
20442,2,99,99,1461
20443,3,99,99,1461
20444,4,99,99,1461
20445,5,99,99,1461
20446,6,99,99,1461
20447,7,99,99,1461
20448,8,99,99,1461
20449,9,99,99,1461
20450,10,99,99,1461
20451,11,99,99,1461
20452,12,99,99,1461
20453,13,99,99,1461
20454,14,99,99,1461
20455,1,99,99,1462
20456,2,99,99,1462
20457,3,99,99,1462
20458,4,99,99,1462
20459,5,99,99,1462
20460,6,99,99,1462
20461,7,99,99,1462
20462,8,99,99,1462
20463,9,99,99,1462
20464,10,99,99,1462
20465,11,99,99,1462
20466,12,99,99,1462
20467,13,99,99,1462
20468,14,99,99,1462
20469,1,99,99,1463
20470,2,99,99,1463
20471,3,99,99,1463
20472,4,99,99,1463
20473,5,99,99,1463
20474,6,99,99,1463
20475,7,99,99,1463
20476,8,99,99,1463
20477,9,99,99,1463
20478,10,99,99,1463
20479,11,99,99,1463
20480,12,99,99,1463
20481,13,99,99,1463
20482,14,99,99,1463
20483,1,99,99,1464
20484,2,99,99,1464
20485,3,99,99,1464
20486,4,99,99,1464
20487,5,99,99,1464
20488,6,99,99,1464
20489,7,99,99,1464
20490,8,99,99,1464
20491,9,99,99,1464
20492,10,99,99,1464
20493,11,99,99,1464
20494,12,99,99,1464
20495,13,99,99,1464
20496,14,99,99,1464
20497,1,99,99,1465
20498,2,99,99,1465
20499,3,99,99,1465
20500,4,99,99,1465
20501,5,99,99,1465
20502,6,99,99,1465
20503,7,99,99,1465
20504,8,99,99,1465
20505,9,99,99,1465
20506,10,99,99,1465
20507,11,99,99,1465
20508,12,99,99,1465
20509,13,99,99,1465
20510,14,99,99,1465
20511,1,99,99,1466
20512,2,99,99,1466
20513,3,99,99,1466
20514,4,99,99,1466
20515,5,99,99,1466
20516,6,99,99,1466
20517,7,99,99,1466
20518,8,99,99,1466
20519,9,99,99,1466
20520,10,99,99,1466
20521,11,99,99,1466
20522,12,99,99,1466
20523,13,99,99,1466
20524,14,99,99,1466
20525,1,99,99,1467
20526,2,99,99,1467
20527,3,99,99,1467
20528,4,99,99,1467
20529,5,99,99,1467
20530,6,99,99,1467
20531,7,99,99,1467
20532,8,99,99,1467
20533,9,99,99,1467
20534,10,99,99,1467
20535,11,99,99,1467
20536,12,99,99,1467
20537,13,99,99,1467
20538,14,99,99,1467
20539,1,99,99,1468
20540,2,99,99,1468
20541,3,99,99,1468
20542,4,99,99,1468
20543,5,99,99,1468
20544,6,99,99,1468
20545,7,99,99,1468
20546,8,99,99,1468
20547,9,99,99,1468
20548,10,99,99,1468
20549,11,99,99,1468
20550,12,99,99,1468
20551,13,99,99,1468
20552,14,99,99,1468
20553,1,99,99,1469
20554,2,99,99,1469
20555,3,99,99,1469
20556,4,99,99,1469
20557,5,99,99,1469
20558,6,99,99,1469
20559,7,99,99,1469
20560,8,99,99,1469
20561,9,99,99,1469
20562,10,99,99,1469
20563,11,99,99,1469
20564,12,99,99,1469
20565,13,99,99,1469
20566,14,99,99,1469
20567,1,99,99,1470
20568,2,99,99,1470
20569,3,99,99,1470
20570,4,99,99,1470
20571,5,99,99,1470
20572,6,99,99,1470
20573,7,99,99,1470
20574,8,99,99,1470
20575,9,99,99,1470
20576,10,99,99,1470
20577,11,99,99,1470
20578,12,99,99,1470
20579,13,99,99,1470
20580,14,99,99,1470
20581,1,99,99,1471
20582,2,99,99,1471
20583,3,99,99,1471
20584,4,99,99,1471
20585,5,99,99,1471
20586,6,99,99,1471
20587,7,99,99,1471
20588,8,99,99,1471
20589,9,99,99,1471
20590,10,99,99,1471
20591,11,99,99,1471
20592,12,99,99,1471
20593,13,99,99,1471
20594,14,99,99,1471
20595,1,99,99,1472
20596,2,99,99,1472
20597,3,99,99,1472
20598,4,99,99,1472
20599,5,99,99,1472
20600,6,99,99,1472
20601,7,99,99,1472
20602,8,99,99,1472
20603,9,99,99,1472
20604,10,99,99,1472
20605,11,99,99,1472
20606,12,99,99,1472
20607,13,99,99,1472
20608,14,99,99,1472
20609,1,99,99,1473
20610,2,99,99,1473
20611,3,99,99,1473
20612,4,99,99,1473
20613,5,99,99,1473
20614,6,99,99,1473
20615,7,99,99,1473
20616,8,99,99,1473
20617,9,99,99,1473
20618,10,99,99,1473
20619,11,99,99,1473
20620,12,99,99,1473
20621,13,99,99,1473
20622,14,99,99,1473
20623,1,99,99,1474
20624,2,99,99,1474
20625,3,99,99,1474
20626,4,99,99,1474
20627,5,99,99,1474
20628,6,99,99,1474
20629,7,99,99,1474
20630,8,99,99,1474
20631,9,99,99,1474
20632,10,99,99,1474
20633,11,99,99,1474
20634,12,99,99,1474
20635,13,99,99,1474
20636,14,99,99,1474
20637,1,99,99,1475
20638,2,99,99,1475
20639,3,99,99,1475
20640,4,99,99,1475
20641,5,99,99,1475
20642,6,99,99,1475
20643,7,99,99,1475
20644,8,99,99,1475
20645,9,99,99,1475
20646,10,99,99,1475
20647,11,99,99,1475
20648,12,99,99,1475
20649,13,99,99,1475
20650,14,99,99,1475
20651,1,99,99,1476
20652,2,99,99,1476
20653,3,99,99,1476
20654,4,99,99,1476
20655,5,99,99,1476
20656,6,99,99,1476
20657,7,99,99,1476
20658,8,99,99,1476
20659,9,99,99,1476
20660,10,99,99,1476
20661,11,99,99,1476
20662,12,99,99,1476
20663,13,99,99,1476
20664,14,99,99,1476
20665,1,99,99,1477
20666,2,99,99,1477
20667,3,99,99,1477
20668,4,99,99,1477
20669,5,99,99,1477
20670,6,99,99,1477
20671,7,99,99,1477
20672,8,99,99,1477
20673,9,99,99,1477
20674,10,99,99,1477
20675,11,99,99,1477
20676,12,99,99,1477
20677,13,99,99,1477
20678,14,99,99,1477
20679,1,99,99,1478
20680,2,99,99,1478
20681,3,99,99,1478
20682,4,99,99,1478
20683,5,99,99,1478
20684,6,99,99,1478
20685,7,99,99,1478
20686,8,99,99,1478
20687,9,99,99,1478
20688,10,99,99,1478
20689,11,99,99,1478
20690,12,99,99,1478
20691,13,99,99,1478
20692,14,99,99,1478
20693,1,99,99,1479
20694,2,99,99,1479
20695,3,99,99,1479
20696,4,99,99,1479
20697,5,99,99,1479
20698,6,99,99,1479
20699,7,99,99,1479
20700,8,99,99,1479
20701,9,99,99,1479
20702,10,99,99,1479
20703,11,99,99,1479
20704,12,99,99,1479
20705,13,99,99,1479
20706,14,99,99,1479
20707,1,99,99,1480
20708,2,99,99,1480
20709,3,99,99,1480
20710,4,99,99,1480
20711,5,99,99,1480
20712,6,99,99,1480
20713,7,99,99,1480
20714,8,1,4,1480
20715,9,1,4,1480
20716,10,99,99,1480
20717,11,99,99,1480
20718,12,99,99,1480
20719,13,99,99,1480
20720,14,99,99,1480
20721,1,99,99,1481
20722,2,99,99,1481
20723,3,99,99,1481
20724,4,99,99,1481
20725,5,99,99,1481
20726,6,99,99,1481
20727,7,99,99,1481
20728,8,99,99,1481
20729,9,99,99,1481
20730,10,99,99,1481
20731,11,99,99,1481
20732,12,99,99,1481
20733,13,99,99,1481
20734,14,99,99,1481
20735,1,99,99,1482
20736,2,99,99,1482
20737,3,99,99,1482
20738,4,99,99,1482
20739,5,99,99,1482
20740,6,99,99,1482
20741,7,99,99,1482
20742,8,99,99,1482
20743,9,99,99,1482
20744,10,99,99,1482
20745,11,99,99,1482
20746,12,99,99,1482
20747,13,99,99,1482
20748,14,99,99,1482
20749,1,99,99,1483
20750,2,99,99,1483
20751,3,99,99,1483
20752,4,99,99,1483
20753,5,99,99,1483
20754,6,99,99,1483
20755,7,99,99,1483
20756,8,99,99,1483
20757,9,99,99,1483
20758,10,99,99,1483
20759,11,99,99,1483
20760,12,99,99,1483
20761,13,99,99,1483
20762,14,99,99,1483
20763,1,99,99,1484
20764,2,99,99,1484
20765,3,99,99,1484
20766,4,99,99,1484
20767,5,99,99,1484
20768,6,99,99,1484
20769,7,99,99,1484
20770,8,99,99,1484
20771,9,99,99,1484
20772,10,99,99,1484
20773,11,99,99,1484
20774,12,99,99,1484
20775,13,99,99,1484
20776,14,99,99,1484
20777,1,99,99,1485
20778,2,99,99,1485
20779,3,99,99,1485
20780,4,99,99,1485
20781,5,99,99,1485
20782,6,99,99,1485
20783,7,99,99,1485
20784,8,99,99,1485
20785,9,99,99,1485
20786,10,99,99,1485
20787,11,99,99,1485
20788,12,99,99,1485
20789,13,99,99,1485
20790,14,99,99,1485
20791,1,99,99,1486
20792,2,99,99,1486
20793,3,99,99,1486
20794,4,99,99,1486
20795,5,99,99,1486
20796,6,99,99,1486
20797,7,99,99,1486
20798,8,99,99,1486
20799,9,99,99,1486
20800,10,99,99,1486
20801,11,99,99,1486
20802,12,99,99,1486
20803,13,99,99,1486
20804,14,99,99,1486
20805,1,99,99,1487
20806,2,99,99,1487
20807,3,99,99,1487
20808,4,99,99,1487
20809,5,99,99,1487
20810,6,99,99,1487
20811,7,99,99,1487
20812,8,99,99,1487
20813,9,99,99,1487
20814,10,99,99,1487
20815,11,99,99,1487
20816,12,99,99,1487
20817,13,99,99,1487
20818,14,99,99,1487
20819,1,99,99,1488
20820,2,99,99,1488
20821,3,99,99,1488
20822,4,99,99,1488
20823,5,99,99,1488
20824,6,99,99,1488
20825,7,99,99,1488
20826,8,99,99,1488
20827,9,99,99,1488
20828,10,99,99,1488
20829,11,99,99,1488
20830,12,99,99,1488
20831,13,99,99,1488
20832,14,99,99,1488
20833,1,99,99,1489
20834,2,99,99,1489
20835,3,99,99,1489
20836,4,99,99,1489
20837,5,99,99,1489
20838,6,99,99,1489
20839,7,99,99,1489
20840,8,99,99,1489
20841,9,2,7,1489
20842,10,99,99,1489
20843,11,99,99,1489
20844,12,99,99,1489
20845,13,99,99,1489
20846,14,99,99,1489
20847,1,99,99,1490
20848,2,99,99,1490
20849,3,99,99,1490
20850,4,99,99,1490
20851,5,99,99,1490
20852,6,99,99,1490
20853,7,99,99,1490
20854,8,99,99,1490
20855,9,99,99,1490
20856,10,99,99,1490
20857,11,99,99,1490
20858,12,99,99,1490
20859,13,99,99,1490
20860,14,99,99,1490
20861,1,99,99,1491
20862,2,99,99,1491
20863,3,99,99,1491
20864,4,99,99,1491
20865,5,99,99,1491
20866,6,99,99,1491
20867,7,99,99,1491
20868,8,99,99,1491
20869,9,99,99,1491
20870,10,99,99,1491
20871,11,99,99,1491
20872,12,99,99,1491
20873,13,99,99,1491
20874,14,99,99,1491
20875,1,99,99,1492
20876,2,99,99,1492
20877,3,99,99,1492
20878,4,99,99,1492
20879,5,99,99,1492
20880,6,99,99,1492
20881,7,99,99,1492
20882,8,99,99,1492
20883,9,99,99,1492
20884,10,99,99,1492
20885,11,99,99,1492
20886,12,99,99,1492
20887,13,99,99,1492
20888,14,99,99,1492
20889,1,99,99,1493
20890,2,99,99,1493
20891,3,99,99,1493
20892,4,99,99,1493
20893,5,99,99,1493
20894,6,99,99,1493
20895,7,99,99,1493
20896,8,99,99,1493
20897,9,99,99,1493
20898,10,99,99,1493
20899,11,99,99,1493
20900,12,99,99,1493
20901,13,99,99,1493
20902,14,99,99,1493
20903,1,99,99,1494
20904,2,99,99,1494
20905,3,99,99,1494
20906,4,99,99,1494
20907,5,99,99,1494
20908,6,99,99,1494
20909,7,99,99,1494
20910,8,99,99,1494
20911,9,99,99,1494
20912,10,99,99,1494
20913,11,99,99,1494
20914,12,99,99,1494
20915,13,99,99,1494
20916,14,99,99,1494
20917,1,99,99,1495
20918,2,99,99,1495
20919,3,99,99,1495
20920,4,99,99,1495
20921,5,99,99,1495
20922,6,99,99,1495
20923,7,99,99,1495
20924,8,99,99,1495
20925,9,99,99,1495
20926,10,99,99,1495
20927,11,99,99,1495
20928,12,99,99,1495
20929,13,99,99,1495
20930,14,99,99,1495
20931,1,99,99,1496
20932,2,99,99,1496
20933,3,99,99,1496
20934,4,99,99,1496
20935,5,99,99,1496
20936,6,99,99,1496
20937,7,99,99,1496
20938,8,99,99,1496
20939,9,99,99,1496
20940,10,99,99,1496
20941,11,99,99,1496
20942,12,99,99,1496
20943,13,99,99,1496
20944,14,99,99,1496
20945,1,99,99,1497
20946,2,99,99,1497
20947,3,99,99,1497
20948,4,99,99,1497
20949,5,99,99,1497
20950,6,99,99,1497
20951,7,99,99,1497
20952,8,99,99,1497
20953,9,99,99,1497
20954,10,99,99,1497
20955,11,99,99,1497
20956,12,99,99,1497
20957,13,99,99,1497
20958,14,99,99,1497
20959,1,99,99,1498
20960,2,99,99,1498
20961,3,99,99,1498
20962,4,99,99,1498
20963,5,99,99,1498
20964,6,99,99,1498
20965,7,99,99,1498
20966,8,99,99,1498
20967,9,99,99,1498
20968,10,99,99,1498
20969,11,99,99,1498
20970,12,99,99,1498
20971,13,99,99,1498
20972,14,99,99,1498
20973,1,99,99,1499
20974,2,99,99,1499
20975,3,99,99,1499
20976,4,99,99,1499
20977,5,99,99,1499
20978,6,99,99,1499
20979,7,99,99,1499
20980,8,99,99,1499
20981,9,99,99,1499
20982,10,99,99,1499
20983,11,99,99,1499
20984,12,99,99,1499
20985,13,99,99,1499
20986,14,99,99,1499
20987,1,99,99,1500
20988,2,99,99,1500
20989,3,99,99,1500
20990,4,99,99,1500
20991,5,99,99,1500
20992,6,99,99,1500
20993,7,99,99,1500
20994,8,99,99,1500
20995,9,99,99,1500
20996,10,99,99,1500
20997,11,99,99,1500
20998,12,99,99,1500
20999,13,99,99,1500
21000,14,99,99,1500
21001,1,99,99,1501
21002,2,99,99,1501
21003,3,99,99,1501
21004,4,99,99,1501
21005,5,99,99,1501
21006,6,2,4,1501
21007,7,99,99,1501
21008,8,99,99,1501
21009,9,99,99,1501
21010,10,99,99,1501
21011,11,99,99,1501
21012,12,99,99,1501
21013,13,99,99,1501
21014,14,99,99,1501
21015,1,99,99,1502
21016,2,99,99,1502
21017,3,99,99,1502
21018,4,99,99,1502
21019,5,99,99,1502
21020,6,99,99,1502
21021,7,1,9,1502
21022,8,99,99,1502
21023,9,99,99,1502
21024,10,99,99,1502
21025,11,99,99,1502
21026,12,99,99,1502
21027,13,99,99,1502
21028,14,99,99,1502
21029,1,99,99,1503
21030,2,99,99,1503
21031,3,99,99,1503
21032,4,99,99,1503
21033,5,99,99,1503
21034,6,99,99,1503
21035,7,99,99,1503
21036,8,99,99,1503
21037,9,99,99,1503
21038,10,99,99,1503
21039,11,99,99,1503
21040,12,99,99,1503
21041,13,99,99,1503
21042,14,99,99,1503
21043,1,99,99,1504
21044,2,99,99,1504
21045,3,99,99,1504
21046,4,99,99,1504
21047,5,99,99,1504
21048,6,1,4,1504
21049,7,99,99,1504
21050,8,99,99,1504
21051,9,99,99,1504
21052,10,99,99,1504
21053,11,99,99,1504
21054,12,99,99,1504
21055,13,99,99,1504
21056,14,99,99,1504
21057,1,99,99,1505
21058,2,99,99,1505
21059,3,99,99,1505
21060,4,99,99,1505
21061,5,99,99,1505
21062,6,99,99,1505
21063,7,99,99,1505
21064,8,99,99,1505
21065,9,99,99,1505
21066,10,99,99,1505
21067,11,99,99,1505
21068,12,99,99,1505
21069,13,99,99,1505
21070,14,99,99,1505
21071,1,99,99,1506
21072,2,99,99,1506
21073,3,99,99,1506
21074,4,99,99,1506
21075,5,99,99,1506
21076,6,99,99,1506
21077,7,99,99,1506
21078,8,99,99,1506
21079,9,99,99,1506
21080,10,99,99,1506
21081,11,99,99,1506
21082,12,99,99,1506
21083,13,99,99,1506
21084,14,99,99,1506
21085,1,99,99,1507
21086,2,99,99,1507
21087,3,99,99,1507
21088,4,99,99,1507
21089,5,99,99,1507
21090,6,99,99,1507
21091,7,99,99,1507
21092,8,99,99,1507
21093,9,99,99,1507
21094,10,99,99,1507
21095,11,99,99,1507
21096,12,99,99,1507
21097,13,99,99,1507
21098,14,99,99,1507
21099,1,99,99,1508
21100,2,99,99,1508
21101,3,99,99,1508
21102,4,99,99,1508
21103,5,99,99,1508
21104,6,99,99,1508
21105,7,99,99,1508
21106,8,99,99,1508
21107,9,99,99,1508
21108,10,99,99,1508
21109,11,99,99,1508
21110,12,99,99,1508
21111,13,99,99,1508
21112,14,99,99,1508
21113,1,99,99,1509
21114,2,99,99,1509
21115,3,99,99,1509
21116,4,99,99,1509
21117,5,99,99,1509
21118,6,99,99,1509
21119,7,99,99,1509
21120,8,99,99,1509
21121,9,99,99,1509
21122,10,99,99,1509
21123,11,99,99,1509
21124,12,99,99,1509
21125,13,99,99,1509
21126,14,99,99,1509
21127,1,99,99,1510
21128,2,99,99,1510
21129,3,99,99,1510
21130,4,99,99,1510
21131,5,99,99,1510
21132,6,99,99,1510
21133,7,99,99,1510
21134,8,99,99,1510
21135,9,99,99,1510
21136,10,99,99,1510
21137,11,99,99,1510
21138,12,99,99,1510
21139,13,99,99,1510
21140,14,99,99,1510
21141,1,99,99,1511
21142,2,99,99,1511
21143,3,99,99,1511
21144,4,99,99,1511
21145,5,99,99,1511
21146,6,99,99,1511
21147,7,99,99,1511
21148,8,99,99,1511
21149,9,99,99,1511
21150,10,99,99,1511
21151,11,99,99,1511
21152,12,99,99,1511
21153,13,99,99,1511
21154,14,99,99,1511
21155,1,99,99,1512
21156,2,99,99,1512
21157,3,99,99,1512
21158,4,99,99,1512
21159,5,99,99,1512
21160,6,99,99,1512
21161,7,99,99,1512
21162,8,99,99,1512
21163,9,99,99,1512
21164,10,99,99,1512
21165,11,99,99,1512
21166,12,99,99,1512
21167,13,99,99,1512
21168,14,99,99,1512
21169,1,99,99,1513
21170,2,99,99,1513
21171,3,99,99,1513
21172,4,99,99,1513
21173,5,99,99,1513
21174,6,99,99,1513
21175,7,1,4,1513
21176,8,99,99,1513
21177,9,99,99,1513
21178,10,99,99,1513
21179,11,99,99,1513
21180,12,99,99,1513
21181,13,99,99,1513
21182,14,99,99,1513
21183,1,99,99,1514
21184,2,99,99,1514
21185,3,99,99,1514
21186,4,99,99,1514
21187,5,99,99,1514
21188,6,99,99,1514
21189,7,99,99,1514
21190,8,99,99,1514
21191,9,99,99,1514
21192,10,99,99,1514
21193,11,99,99,1514
21194,12,99,99,1514
21195,13,99,99,1514
21196,14,99,99,1514
21197,1,99,99,1515
21198,2,99,99,1515
21199,3,99,99,1515
21200,4,99,99,1515
21201,5,99,99,1515
21202,6,99,99,1515
21203,7,99,99,1515
21204,8,99,99,1515
21205,9,99,99,1515
21206,10,99,99,1515
21207,11,99,99,1515
21208,12,99,99,1515
21209,13,99,99,1515
21210,14,99,99,1515
21211,1,99,99,1516
21212,2,99,99,1516
21213,3,99,99,1516
21214,4,99,99,1516
21215,5,99,99,1516
21216,6,99,99,1516
21217,7,99,99,1516
21218,8,99,99,1516
21219,9,99,99,1516
21220,10,99,99,1516
21221,11,99,99,1516
21222,12,99,99,1516
21223,13,99,99,1516
21224,14,99,99,1516
21225,1,99,99,1517
21226,2,99,99,1517
21227,3,99,99,1517
21228,4,99,99,1517
21229,5,99,99,1517
21230,6,99,99,1517
21231,7,99,99,1517
21232,8,99,99,1517
21233,9,99,99,1517
21234,10,99,99,1517
21235,11,99,99,1517
21236,12,99,99,1517
21237,13,99,99,1517
21238,14,99,99,1517
21239,1,99,99,1518
21240,2,99,99,1518
21241,3,99,99,1518
21242,4,99,99,1518
21243,5,99,99,1518
21244,6,99,99,1518
21245,7,99,99,1518
21246,8,99,99,1518
21247,9,99,99,1518
21248,10,99,99,1518
21249,11,99,99,1518
21250,12,99,99,1518
21251,13,99,99,1518
21252,14,99,99,1518
21253,1,99,99,1519
21254,2,99,99,1519
21255,3,99,99,1519
21256,4,99,99,1519
21257,5,99,99,1519
21258,6,99,99,1519
21259,7,99,99,1519
21260,8,99,99,1519
21261,9,99,99,1519
21262,10,99,99,1519
21263,11,99,99,1519
21264,12,99,99,1519
21265,13,99,99,1519
21266,14,99,99,1519
21267,1,99,99,1520
21268,2,99,99,1520
21269,3,99,99,1520
21270,4,99,99,1520
21271,5,99,99,1520
21272,6,99,99,1520
21273,7,99,99,1520
21274,8,99,99,1520
21275,9,99,99,1520
21276,10,99,99,1520
21277,11,99,99,1520
21278,12,99,99,1520
21279,13,99,99,1520
21280,14,99,99,1520
21281,1,99,99,1521
21282,2,99,99,1521
21283,3,99,99,1521
21284,4,99,99,1521
21285,5,99,99,1521
21286,6,99,99,1521
21287,7,99,99,1521
21288,8,99,99,1521
21289,9,99,99,1521
21290,10,99,99,1521
21291,11,99,99,1521
21292,12,99,99,1521
21293,13,99,99,1521
21294,14,99,99,1521
21295,1,99,99,1522
21296,2,99,99,1522
21297,3,99,99,1522
21298,4,99,99,1522
21299,5,99,99,1522
21300,6,99,99,1522
21301,7,99,99,1522
21302,8,99,99,1522
21303,9,99,99,1522
21304,10,99,99,1522
21305,11,99,99,1522
21306,12,99,99,1522
21307,13,99,99,1522
21308,14,99,99,1522
21309,1,99,99,1523
21310,2,99,99,1523
21311,3,99,99,1523
21312,4,99,99,1523
21313,5,99,99,1523
21314,6,99,99,1523
21315,7,99,99,1523
21316,8,99,99,1523
21317,9,99,99,1523
21318,10,99,99,1523
21319,11,99,99,1523
21320,12,99,99,1523
21321,13,99,99,1523
21322,14,99,99,1523
21323,1,99,99,1524
21324,2,99,99,1524
21325,3,99,99,1524
21326,4,99,99,1524
21327,5,99,99,1524
21328,6,99,99,1524
21329,7,99,99,1524
21330,8,99,99,1524
21331,9,99,99,1524
21332,10,99,99,1524
21333,11,99,99,1524
21334,12,99,99,1524
21335,13,99,99,1524
21336,14,99,99,1524
21337,1,99,99,1525
21338,2,99,99,1525
21339,3,99,99,1525
21340,4,99,99,1525
21341,5,99,99,1525
21342,6,99,99,1525
21343,7,99,99,1525
21344,8,99,99,1525
21345,9,99,99,1525
21346,10,99,99,1525
21347,11,99,99,1525
21348,12,99,99,1525
21349,13,99,99,1525
21350,14,99,99,1525
21351,1,99,99,1526
21352,2,99,99,1526
21353,3,99,99,1526
21354,4,99,99,1526
21355,5,99,99,1526
21356,6,99,99,1526
21357,7,99,99,1526
21358,8,99,99,1526
21359,9,99,99,1526
21360,10,99,99,1526
21361,11,99,99,1526
21362,12,99,99,1526
21363,13,99,99,1526
21364,14,99,99,1526
21365,1,99,99,1527
21366,2,99,99,1527
21367,3,99,99,1527
21368,4,99,99,1527
21369,5,99,99,1527
21370,6,99,99,1527
21371,7,99,99,1527
21372,8,99,99,1527
21373,9,99,99,1527
21374,10,99,99,1527
21375,11,99,99,1527
