transformar_autor_id
50
391
391
304
28
643
710
731
956
304
28
643
710
731
956
734
734
734
734
734
866
1026
579
579
329
329
808
20
20
435
50
806
327
408
643
25
595
252
963
566
25
595
132
25
595
657
657
28
808
834
963
834
963
731
25
906
906
866
976
643
1035
408
213
50
1804
906
70
643
866
973
1035
643
866
973
1035
643
866
973
1035
643
866
973
1035
643
866
973
1035
643
866
973
1035
643
866
973
1035
1805
976
973
304
604
748
806
1029
906
973
734
304
446
25
806
808
810
70
876
38
874
344
874
451
47
640
906
973
1035
657
408
604
50
883
834
963
511
511
750
842
738
738
738
643
906
310
92
723
41
112
297
906
91
834
963
1894
774
774
734
329
360
435
25
615
629
643
663
726
734
748
192
766
806
906
1031
686
808
874
883
883
192
690
192
2017
2448
2522
252
2812
849
433
834
963
858
904
498
27
827
462
665
665
644
665
617
433
414
2484
93
462
316
336
411
435
505
585
605
629
646
665
717
809
834
902
786
419
739
829
829
829
58
579
611
769
333
339
396
407
457
171
690
863
904
27
2263
644
58
435
435
629
498
93
93
769
950
1012
827
337
405
430
128
504
631
748
829
831
1035
834
963
611
404
499
706
925
457
2449
1178
2761
88
519
6
879
883
141
823
1694
997
507
12
53
38
398
329
643
750
956
1026
391
25
595
1026
304
25
1026
28
446
25
876
906
304
643
686
731
866
973
1035
391
446
447
661
748
62
776
70
866
966
973
1035
50
391
20
643
866
956
973
1035
6
391
643
686
866
956
973
1035
391
20
468
50
643
866
973
1035
304
6
391
50
643
866
973
1035
6
443
511
738
806
808
810
876
136
136
134
136
120
134
23
130
120
2031
2031
213
134
435
28
505
604
738
809
820
834
963
992
329
6
446
733
738
774
837
769
695
595
592
337
335
333
309
1012
915
769
695
595
592
337
333
104
309
333
336
337
422
585
595
695
769
925
1012
345
414
431
615
724
739
192
811
210
885
345
411
417
606
615
665
670
181
726
763
769
809
210
831
849
915
927
411
417
435
505
606
611
629
665
181
689
809
831
902
93
344
345
9
490
505
192
763
820
345
414
430
615
726
745
192
763
74
957
370
433
644
726
809
834
849
74
927
1004
4
446
590
642
806
566
828
333
337
499
642
655
663
695
192
828
856
863
904
92
312
360
615
726
763
769
849
927
1012
1019
655
192
904
414
192
192
769
542
690
644
615
374
940
336
646
665
727
834
963
850
192
850
552
765
884
384
850
6
774
259
25
25
25
391
1513
1781
50
58
329
25
643
748
766
806
906
50
973
70
734
734
734
734
511
631
734
734
734
1525
734
734
734
774
829
6
709
842
709
973
734
734
776
566
47
776
657
657
6
842
1007
467
963
1007
686
973
425
475
70
444
774
776
388
374
808
973
959
511
25
973
973
906
906
906
734
734
976
378
25
766
842
661
748
738
471
709
738
842
879
947
738
866
883
388
618
866
438
734
906
734
906
712
806
1035
808
973
446
629
690
937
781
99
6
1035
708
25
748
766
973
842
808
956
956
207
631
661
708
806
973
948
834
963
371
371
304
1007
192
139
129
51
53
51
140
948
417
649
826
1009
431
47
93
706
337
493
504
631
748
787
831
854
192
471
493
407
610
769
896
20
51
734
47
10
91
65
51
70
703
718
733
906
733
578
65
304
578
606
734
874
906
710
925
457
47
579
734
734
734
708
323
618
657
906
834
963
419
58
739
344
91
834
963
874
388
604
640
657
693
731
746
796
70
820
841
866
947
956
992
1035
1037
903
51
65
65
51
51
52
926
774
419
70
657
734
734
51
404
422
457
312
55
811
769
834
963
834
963
834
963
850
590
457
336
753
850
93
312
4
422
498
511
579
181
791
92
404
499
828
858
411
498
915
498
435
312
483
690
337
136
134
670
9
904
822
467
963
566
312
1009
1009
9
9
683
655
312
407
644
776
885
92
58
596
596
462
915
192
411
414
786
462
753
9
457
794
769
763
58
366
885
811
192
192
192
333
339
360
374
411
417
19
642
695
786
828
860
925
937
2114
333
615
58
808
940
316
414
925
210
606
690
505
646
783
902
2107
561
41
498
181
921
432
323
451
834
963
769
850
670
610
411
811
757
1019
493
753
590
312
846
769
24
6
391
657
661
766
774
70
842
390
429
509
680
709
842
947
6
388
391
47
603
661
686
70
841
374
425
465
25
511
595
806
447
511
579
883
906
926
959
1007
329
465
806
876
1035
391
579
47
631
661
866
956
973
1035
438
28
47
604
50
661
808
4
336
407
419
533
595
753
192
820
849
896
925
927
92
1009
322
360
374
407
490
631
690
724
753
192
820
826
849
860
885
896
904
925
927
973
92
1009
4
366
400
498
642
791
92
4
422
435
604
605
765
786
821
4
414
141
610
690
724
192
781
820
860
927
92
1009
323
4
370
114
644
659
753
192
811
820
849
854
904
916
925
927
957
92
6
388
47
738
766
1035
6
391
446
50
731
733
841
866
565
1026
927
252
426
375
707
685
848
316
2031
2522
252
148
66
52
134
149
23
336
781
207
50
50
2514
288
142
834
98
963
345
9
490
592
820
210
925
927
957
322
369
457
499
610
670
690
724
904
916
937
1024
9
400
409
483
493
722
775
400
422
471
670
709
763
