id,control_politico_id,persona_id
66020,27547,2515
66021,27547,283
66022,27547,1334
68332,26621,257
68397,20632,896
68463,19385,1177
68464,19385,1522
68465,19385,1635
68466,19385,1525
68540,18534,970
68541,18534,2027
68542,18534,718
68543,18534,113
68544,18534,213
68545,18534,182
68546,18534,1947
68547,18534,1525
68598,18005,87
68628,28034,2450
74450,40204,1912
66072,27807,2395
66073,27807,2484
66075,27786,1785
66076,27786,453
66083,27817,2448
75278,42050,2515
75279,42050,1532
75442,42222,507
87639,56529,482
87640,56529,2499
66309,27865,2395
66310,27865,2533
66311,27865,862
68333,26581,77
68398,20495,20
87641,56529,2502
68399,20495,74
68400,20495,548
68467,19173,1912
68548,18535,213
68599,17918,66
68600,17918,4
68601,17918,1803
68602,17918,1805
68603,17918,48
68604,17918,61
87642,56529,7475
87643,56529,7850
87644,56529,2508
87645,56529,1133
87646,56529,2515
87647,56529,9521
87648,56529,9427
87649,56529,2484
87650,56529,53
87651,56529,873
74451,40360,122
87652,56529,2818
87653,56529,9129
87654,56533,192
87655,56533,2448
87656,56533,8183
87657,56533,7739
87658,56533,7356
87659,56533,7679
75171,41980,2083
75172,41980,2819
75173,41980,2533
75174,41980,1260
75175,41980,819
75176,41980,2395
75280,42042,256
75281,42042,2499
75282,42042,2533
75283,42042,2534
75284,42042,873
75285,42042,1201
75286,42042,1970
75287,42042,2516
75288,42042,2521
87660,56549,2456
87661,56549,1180
87662,56551,2459
87663,56551,933
87664,56551,38
87665,56551,7911
87666,56551,9
87667,56551,2734
87668,56551,7792
87669,56551,20
87670,56551,2452
87671,56551,9562
87672,56551,9435
87673,56553,8366
87674,56235,7470
87675,56178,7354
87676,56178,2516
87677,56314,482
87678,56314,2502
75289,42042,1950
83837,50017,9464
66448,28053,88
66449,28053,2233
66576,27342,914
68334,26055,2442
68401,20636,906
68468,19167,2439
68469,19167,2504
68470,19167,106
68471,19167,2443
68472,19167,242
68473,19167,115
68474,19167,2494
68549,18393,288
68550,18393,88
68551,18393,668
68552,18393,2231
68605,29080,2499
74241,40030,288
74242,40030,98
74243,40030,40
74244,40030,77
74245,40030,59
74246,40030,60
83838,50017,324
83839,50017,9486
83840,50017,9535
75177,42141,41
75178,42141,10
75179,42141,933
75180,42141,4993
75290,42023,2504
75291,42023,242
75292,42023,189
75444,42230,5274
66793,28224,92
66821,28101,77
68335,25532,122
74455,40828,112
68475,19310,213
83841,49955,9481
83842,49955,77
68606,28913,160
68607,28913,131
68608,28913,13
68609,28913,791
74456,40828,1705
74457,40828,1260
83843,49960,9481
75293,42113,2080
75294,42113,2818
75295,42113,2455
66938,28198,2012
66939,28198,60
66942,28186,59
66986,28228,66
66987,28228,27
66988,28228,244
66996,28347,145
66997,28347,100
67037,8930,33
67038,8930,8
67039,8930,809
67040,8930,42
67041,8930,13
67042,8930,879
67043,8930,793
67044,8930,874
67045,2154,1696
67046,2154,302
67047,2154,1406
67048,2154,1454
67076,6139,59
67079,22854,3
67080,22854,22
67081,22854,1255
67082,22854,74
67083,22854,75
67084,22854,47
67085,22854,16
67086,22854,49
67087,22854,19
67088,22854,21
67089,22854,86
67090,22854,90
67091,22854,763
67092,22854,1276
67093,22854,53
67094,22854,95
67095,27621,512
67096,27621,1635
67097,27621,4
67098,27621,1640
67099,27621,297
67100,27621,590
67101,27621,131
67102,27621,566
67111,28383,88
67112,28383,2462
67117,25263,112
67118,25263,42
67119,25263,519
67120,7864,643
67121,7864,1268
67122,184,128
67123,184,484
68336,24322,896
68337,24322,9
68338,24322,122
68339,24322,189
68476,19068,122
68555,18309,1561
68556,18309,183
68557,18309,2517
68558,18309,398
68559,18309,257
68610,28031,2499
75184,42182,35
75185,42182,131
75186,42182,2279
75446,42233,5274
67255,28620,160
67256,28620,131
67257,28620,791
67258,28612,92
67341,28547,763
67346,28556,668
67347,28556,47
67355,28462,133
67356,28462,2279
67357,28462,1705
67358,28462,177
67359,28462,1714
67360,28462,27
67371,28713,763
67372,28719,2499
67373,28563,59
68340,22848,33
68406,20428,2497
68407,20428,107
68408,20428,2084
68409,20428,453
68410,20428,2536
68411,20428,2507
68412,20428,922
68477,18935,1217
68478,18935,2246
68479,18935,1894
68480,18935,2247
68481,18935,1992
68482,18935,1292
68483,18935,398
68484,18935,2449
68485,18935,978
68486,18935,1971
68487,18935,2517
68488,18935,214
68489,18935,1694
68490,18935,2522
68491,18935,2523
68492,18935,2812
68493,18935,257
68494,18935,1622
68560,18310,507
68561,18310,39
68562,18310,875
68563,18310,2447
68564,18310,85
68565,18310,1208
68566,18310,25
68567,18310,59
68611,27697,1992
74814,41910,256
74815,41910,2499
74816,41910,1956
74817,41910,2533
74818,41910,2534
74819,41910,873
74820,41910,1201
74821,41910,1202
74822,41910,2483
74823,41910,2516
74824,41910,1912
74825,41910,2521
75447,42189,1984
75448,42189,2443
75449,42189,1133
75450,42189,590
75451,42189,242
75452,42189,6099
75453,42189,2268
85751,53188,256
67559,28676,59
85752,53188,7937
85753,53188,7554
85754,53188,2246
85755,53188,7783
85756,53188,7336
85757,53188,8906
85758,53188,7618
85759,53188,7481
85760,53188,8026
85761,53188,508
85762,53188,8191
87975,57069,9473
87976,57069,668
87977,57069,1513
87978,57069,7652
87979,57069,9537
87980,57069,40
67593,29091,1992
67602,29105,2395
67603,29105,259
87981,57069,9
87982,57069,9482
87983,57069,1279
87984,57069,2447
87985,57069,2600
87986,57069,914
87987,57069,20
87988,57069,85
87989,57069,791
87990,57069,244
87991,57069,731
87992,57069,9481
87993,57069,7646
87994,57069,507
87995,57071,1970
87996,57071,2484
87997,57078,7315
87998,57078,205
87999,57085,7739
67625,29122,1992
67664,28912,875
67665,28912,2447
67672,29239,2480
67673,29239,2450
67674,29239,2499
67675,29239,1202
67678,29241,2515
67679,29241,2459
67681,29246,2031
67701,29294,763
67702,29294,668
67712,29404,40
67713,29404,60
88000,57085,1468
67751,29273,1714
67756,29162,59
67757,29162,1819
67758,29162,77
67759,29162,2447
67762,28881,33
67763,28881,519
67768,29596,914
67769,29596,1052
67770,29596,1942
67771,29405,2395
67772,29457,297
67773,29457,20
67774,29457,566
67775,29286,1633
67776,29286,101
67777,29286,906
67778,29286,177
67779,29286,50
67780,29286,1180
67781,29286,29
67782,29286,2238
67783,29254,1804
67784,29213,1992
67785,29129,1992
67786,29109,20
67787,28918,2496
67788,28918,1952
67789,28918,11
67790,28918,2108
67791,28918,2044
67792,28918,1803
67793,28918,892
67794,28918,2479
67795,28918,2515
67796,28918,1748
67797,28918,1334
67798,28918,87
67799,28918,2520
67800,28918,819
67801,28918,2459
67802,28918,1052
67803,28918,1532
67804,28918,283
67805,28918,2463
88006,57090,8576
88007,57090,9593
88008,57090,8546
67812,29146,88
67813,29074,2499
67814,29001,59
67815,28933,2480
67816,28933,2499
67817,28933,2039
67818,28997,145
88009,57090,8598
67823,28807,20
67824,28908,29
67825,28773,1912
67826,28773,2084
67827,28773,2533
88010,57090,9193
67829,28609,2496
67830,28609,1952
67831,28609,11
67832,28609,1526
67833,28609,1052
67834,28609,1803
67835,28609,2108
67836,28609,2479
67837,28609,914
67838,28609,2515
67839,28609,1334
67840,28609,87
67841,28609,2520
67842,28609,819
67843,28609,2459
67844,28609,2044
67845,28609,1532
67846,28609,283
67847,28609,2463
67849,28597,2448
67850,28597,819
67851,28597,142
67854,28454,2233
67855,28454,1805
67856,28449,2499
67857,28391,1992
75308,42027,5274
67864,28285,1260
67865,28359,1202
67866,28359,2499
67867,28359,1956
67868,28359,1950
67872,28278,2448
67873,28278,819
67874,28278,142
67875,28267,2080
67876,28260,259
67878,28203,906
67879,28112,1992
67880,28156,1912
67881,28156,2084
67882,28156,2533
67885,28123,60
67886,28094,92
67888,28149,59
67890,28097,182
67892,28066,92
67893,27999,10
67894,27999,59
67895,28085,11
67896,28085,2376
67897,28085,1803
67898,28085,1260
67899,28085,914
67900,28085,1942
67901,28085,87
67902,28085,2459
67903,28085,2463
67905,28025,2044
67906,28025,283
67907,28025,1532
67908,28025,142
67909,28025,1526
67911,28049,2600
67912,28049,2447
67913,28093,92
67914,27922,597
67915,27922,1781
67916,27935,283
67917,27935,1693
67918,27935,1526
83866,50286,2818
83867,50286,9193
83868,50286,7437
67928,27960,2084
67930,27988,2530
67931,27988,2501
67932,27988,198
67933,27988,106
67934,27988,2443
67935,27988,130
67936,27988,2255
67937,27988,2498
67938,27988,242
67939,27988,3256
67940,27988,2553
67941,27988,2031
67942,27988,2268
67943,27988,189
67944,27988,2494
67945,27944,192
67946,27944,257
67947,27944,1764
67948,27944,2502
67949,27944,2247
67950,27944,2449
67951,27944,1177
67952,27944,2492
67953,28056,10
67954,27927,29
67955,27927,38
67956,27996,59
83869,50286,7470
67958,27995,12
67959,27995,60
67960,27918,2080
67961,29173,96
67962,29104,2395
67963,29104,259
67964,29424,40
67965,29424,1714
67966,27905,2044
67967,27931,1805
67968,27827,205
67969,27898,92
67970,27840,2480
83870,50286,9427
83871,50286,8598
83872,50286,7739
83873,50286,9406
83874,50286,7839
67976,27841,59
67977,27853,98
67978,27833,290
83875,49915,7618
67981,27744,2499
67982,27730,92
83876,49915,7336
67984,27677,59
67985,27677,133
67986,27677,39
67987,27677,2600
67988,27677,77
67989,27677,2447
67990,27677,85
67991,27677,1208
67992,27677,153
67993,27677,1819
67994,27677,1279
67995,27735,92
67996,27739,2499
67997,27695,2017
67998,27695,836
67999,27695,142
68000,27695,2448
68001,27695,2514
68002,27695,819
68003,27695,2108
74251,40086,763
68006,27625,1208
68007,27625,1819
68008,27625,77
68009,27625,2447
68010,27629,2459
68011,27653,1622
68012,27653,2517
68013,27653,1894
68014,27615,211
68015,27607,1714
68016,27607,12
68017,27607,98
68018,27611,763
83877,49915,8906
83878,49915,7554
83879,49915,7481
83880,49915,8026
88086,57313,2499
88087,57313,2084
88088,57313,7621
68028,27557,2539
68029,27554,922
88089,57313,107
88090,57313,206
88091,57313,7696
88092,57313,1334
88093,57313,8599
88094,57313,8567
88095,57313,1177
88096,57313,7354
88097,57313,283
88098,57313,1532
88099,57313,1693
88102,57315,2395
88113,57326,92
88114,57326,9733
68049,27553,1781
88141,57237,9
88142,57237,20
88219,57526,297
68053,27589,1456
68054,27589,9
68055,27589,20
68056,27537,2459
68057,27458,2031
68058,27468,668
83903,50365,59
83904,50365,875
83905,50365,77
68063,27442,1622
68064,27442,2517
68065,27442,1894
68066,27467,281
68067,27467,47
68068,27467,3255
68069,27454,87
68070,27219,2761
68071,27219,205
68072,27053,1912
68073,27053,2448
83906,50365,2447
88226,57537,9488
68074,27053,1894
75012,42054,819
68076,27011,288
68077,27011,60
68078,26996,35
68079,27002,763
68080,26806,1956
68081,26806,1640
68082,26806,2450
68083,26806,2480
68084,26806,1202
68085,26806,2516
68086,26806,1912
68087,26806,1631
68088,26873,2017
68089,26873,196
68090,26873,997
68091,26873,2504
68092,26873,2505
68093,26873,718
68094,26873,2255
68095,26873,656
68096,26873,2515
68097,26873,3256
68098,26873,122
68099,26873,2395
68100,26848,39
68101,26772,33
75013,42054,2515
75195,42197,92
68104,26684,2819
83915,50368,192
83916,50368,7969
68107,26663,257
68108,26511,1781
68109,26546,257
68110,26553,33
83917,50368,2305
68112,26398,33
68113,26397,33
68114,26474,257
68115,26437,259
68116,26433,1177
68117,26433,2517
68118,26433,183
83918,50368,7911
68120,26277,2395
68121,26277,2484
83919,50368,8183
68123,26387,40
68124,26387,668
68125,26387,2459
68126,26387,60
68127,26387,92
83920,50368,2395
68129,26267,668
68130,26267,77
83921,50368,7356
83922,50368,7679
68134,26023,1714
68135,26023,98
68136,26027,1055
68137,26039,257
68138,25836,257
68139,25861,2395
68140,25861,2484
68142,25807,1714
68143,25807,98
68144,25829,257
68145,25848,288
68146,25848,66
68147,25848,290
68148,25848,1486
68149,25848,1805
68150,25848,48
68151,25848,2231
68152,25848,88
68153,25848,2233
68154,25848,763
68155,25848,668
68156,25848,2462
68157,25848,1055
68158,25823,122
68159,25627,875
68160,25627,507
68161,25727,2813
68162,25626,59
68163,25671,2538
68164,25628,4
68165,25670,205
68166,25297,122
68168,25322,257
68169,25331,257
68170,25399,39
68171,25296,122
68172,25222,87
68173,25201,2395
68174,25201,2533
68175,25201,862
68176,25201,2517
68177,25151,288
68178,25151,66
68179,25151,290
68180,25151,1486
68181,25151,1805
68182,25151,48
68183,25151,2231
68184,25151,88
68185,25151,2233
68186,25151,763
68187,25151,668
68188,25151,2462
68189,25151,1055
68190,25082,896
68191,25082,9
68192,25082,122
68193,25082,189
68194,25080,896
68195,25080,9
68196,25080,122
68197,25080,189
68198,25059,96
68199,25059,33
68200,25059,4
68201,25059,933
68202,25059,519
68203,25059,169
68204,25059,10
68205,25059,1804
68206,25059,112
68207,25059,1200
68208,25059,42
68209,25118,896
68210,25118,9
68211,25118,122
68212,25118,189
68213,24932,896
68214,24932,9
68215,24932,122
68216,24932,189
68217,24931,122
68218,24930,896
68219,24930,9
68220,24930,122
68221,24930,189
68222,25005,1615
68223,24929,122
68224,24941,1615
68225,24808,896
68226,24808,9
68227,24808,122
68228,24808,189
68229,24802,896
68230,24802,9
68231,24802,122
68232,24802,189
68233,24807,896
68234,24807,9
68235,24807,122
68236,24807,189
68237,24793,896
68238,24793,9
68239,24793,122
68240,24793,189
68341,22615,2819
68413,20355,11
68414,20355,2376
68415,20355,1705
68245,24702,896
68246,24702,9
68247,24702,122
68248,24702,189
68249,24703,896
68250,24703,9
68251,24703,122
68252,24703,189
68253,24617,2442
68254,24761,763
68255,24479,896
68256,24479,9
68257,24479,122
68258,24479,189
68259,24475,896
68260,24475,9
68261,24475,122
68262,24475,189
68263,24472,896
68264,24472,9
68265,24472,122
68266,24472,189
68267,24488,257
68268,24323,896
68269,24323,9
68270,24323,122
68271,24323,189
68272,25044,96
68273,25044,112
68274,25044,4
68275,25044,933
68276,25044,519
68277,25044,169
68278,25044,10
68279,25044,1804
68280,25044,1200
68281,25044,42
68282,25120,896
68283,25120,9
68284,25120,122
68285,25120,189
68286,24810,896
68287,24810,9
68288,24810,122
68289,24810,189
68290,24700,896
68291,24700,9
68292,24700,122
68293,24700,189
68294,22603,548
68295,22603,2517
68296,22603,2039
68297,22603,2084
68298,22603,348
68299,22603,862
68300,22603,511
68301,22575,1456
68302,22575,2842
68303,22575,20
68304,22522,763
68305,22566,1168
68416,20355,1803
68417,20355,1260
68418,20355,914
68419,20355,244
68420,20355,1942
68421,20355,87
68422,20355,1176
68423,20355,2459
68424,20355,1052
68425,20355,2238
68426,20355,2463
68495,18911,2533
68568,18314,507
68569,18314,39
68570,18314,875
68571,18314,2447
68572,18314,85
68573,18314,1208
68574,18314,25
68575,18314,59
68612,27657,1992
68629,28255,2538
68630,23,192
68631,23,1019
68632,24,809
68633,24,66
68634,24,763
68635,24,102
68636,24,1009
68637,17543,1019
74472,40740,896
68640,28021,2017
68641,28021,142
74473,40740,281
68643,56,972
68644,56,862
74474,40740,906
74475,40740,47
68660,60,512
68661,60,1011
68662,60,366
68663,60,126
68664,60,2213
68679,40,192
68680,40,314
68681,40,668
68682,40,118
68683,41,493
68693,18,668
68694,18,756
68695,18,1133
68701,15674,653
68702,15674,668
68703,15674,756
68704,15674,1133
68705,15674,999
68706,15,653
68707,15,668
68708,15,756
68709,15,1133
68710,15,999
68723,14,131
68724,14,510
68725,14,633
68726,14,346
68727,14,798
68728,14,895
68766,30036,201
68767,30036,1019
68768,30036,46
68769,30036,1062
68770,30036,865
68774,30037,1062
68775,30035,1019
68778,26720,1513
68779,26720,1781
68780,26716,970
68782,26675,894
83923,50431,997
83924,50431,7911
83925,50431,8344
83926,50431,2233
83927,50431,9562
83928,50431,1531
83929,50431,8474
83930,50437,8464
68791,26629,668
68792,19190,2489
68793,19190,36
74476,40740,97
83931,44987,1245
83932,50440,9482
83933,50441,2462
83934,50212,7334
83935,50212,7337
75313,42015,39
75314,42015,2600
75315,42015,875
68810,1416,612
68811,1416,38
68812,1416,519
68813,1416,49
68814,1416,2489
68815,1416,60
68816,1416,93
68817,1416,1278
75316,42015,77
75317,42015,85
83936,50212,7338
83937,50212,809
75318,42015,1208
75319,42015,59
75320,42015,1279
68829,30105,763
68900,28343,112
68901,28343,38
68906,28520,177
68907,28520,2279
83938,50212,7312
68911,27913,2536
68913,30237,1992
68932,30303,92
68933,30178,1992
68939,30320,1714
68982,30245,1992
74254,39382,2448
83939,50212,9495
83940,50125,1468
83941,50125,7470
83942,50196,873
83943,50196,482
75321,42086,896
75322,42086,281
75323,42086,1180
75324,42086,47
69111,30496,177
69112,30496,1714
69113,30496,27
69114,30496,2279
69115,30496,1705
69136,30575,177
69137,30575,906
83944,50196,7947
83945,50196,8150
69178,30675,122
83955,50233,1531
83971,50468,9488
83972,50468,9554
69269,30460,1486
69290,30446,1705
69291,30446,1803
69292,30446,1260
69294,30569,59
69296,30565,2530
69297,30565,2501
69298,30565,198
69299,30285,96
69300,30285,297
69301,30375,59
69303,30383,2462
69310,30100,60
69327,30522,2395
69331,30560,656
69334,30663,2450
69335,30663,2499
83973,50468,9557
69340,30442,2496
69341,30442,1952
69342,30442,11
69343,30442,1526
69344,30442,1052
69345,30442,1803
69346,30442,2108
69347,30442,2479
69348,30442,914
69349,30442,2515
69350,30442,1334
69351,30442,87
69352,30442,2520
69353,30442,819
69354,30442,2459
69355,30442,2044
69356,30442,1532
69357,30442,283
69358,30442,2463
69373,30181,1217
69374,30181,2083
69375,30181,2491
69376,30181,2502
69377,30181,2517
75325,41960,77
69513,30879,1456
69514,30879,9
69516,30880,9
69520,30688,668
69530,30709,2376
69531,30709,1705
69532,30709,1803
69533,30709,1260
69534,30709,244
69535,30709,2459
69536,30709,1052
69537,30709,2238
69538,30709,2463
69549,30756,177
69550,30756,1705
69551,30756,11
69552,30756,13
69553,30756,47
69554,30756,145
69555,30756,1714
69556,30756,27
69557,30756,668
69558,30756,2279
69559,30613,5274
69561,30633,2127
69563,30666,2031
69566,30679,2455
69570,30669,2520
69571,30669,819
69572,30669,1532
69661,30849,2017
69662,30849,142
75326,41732,59
75327,41732,12
75328,41732,88
75329,41732,2842
75330,41732,27
75331,41732,28
69694,30379,59
69695,30379,77
69696,30379,2447
69772,31020,5274
69779,30853,2499
69780,30873,142
69781,30873,1526
69784,30865,40
69785,30865,2279
69786,30866,12
69787,30866,60
69788,30858,153
69789,30858,59
69790,30858,77
69791,30858,39
69794,30854,763
69811,30836,2498
69812,30836,2268
69813,30836,242
69814,30836,2501
69815,30883,1456
69816,30883,20
69817,30883,2734
69851,30789,1217
69852,30789,2083
69853,30789,2491
69854,30789,2502
69855,30789,2517
69859,30501,59
69861,30705,2447
69868,30833,2084
69872,31093,66
69875,31114,5274
69879,31123,40
69880,31123,1714
69881,31123,302
69935,31127,1705
69936,31127,1803
69937,31127,1260
69938,31127,244
69939,31127,2459
69940,31127,1052
69941,31127,2238
69942,31127,2463
69943,30845,11
69944,30845,2376
69945,30845,1705
69946,30845,1803
69947,30845,1260
69948,30845,914
69949,30845,244
69950,30845,1942
69951,30845,87
69952,30845,2459
69953,30845,1052
69954,30845,2238
69955,30845,2463
74257,39734,896
74258,39734,33
74259,39734,290
74260,39734,4
74261,39734,133
74262,39734,96
74263,39734,12
74264,39734,1486
74265,39734,1456
74266,39734,244
74267,39734,281
74268,39734,1176
74269,39734,100
74270,39734,2842
74271,39734,27
69971,31185,2496
69972,31185,2448
86762,55698,8617
86763,55698,2084
86764,55698,165
86765,55698,9
86766,55698,106
86767,55698,7788
86773,55702,9481
69973,31185,2017
74272,39734,1052
83946,50230,7312
83947,50230,2439
83948,50230,205
75332,41916,92
70006,30984,5274
83949,50230,7670
83950,50230,8567
70013,31015,5274
70014,30961,59
70015,30961,875
70016,30961,2447
70021,31259,5274
70028,31244,1260
70029,31244,244
70030,31244,87
70031,31250,2456
70032,31250,97
70033,31227,2279
70034,31227,11
70035,31227,13
70036,31227,47
70037,31227,145
70038,31227,668
83951,50133,7792
83952,50094,9488
83953,50094,177
70157,31504,5274
70159,31510,101
70177,31560,5274
70184,31621,1456
83954,50094,9557
83956,50235,9
88048,57234,7329
74273,39810,875
74274,39810,77
74275,39810,2447
70268,31176,142
70269,31176,1526
70277,31479,1992
70278,31370,2233
70279,31370,290
70280,31823,1456
70281,31823,9
70282,31823,548
70286,31372,5274
70300,31179,2084
70303,31889,1912
70304,31889,873
70309,31910,5274
70318,31956,5274
70319,31905,2233
70320,31905,763
70352,31239,1133
70371,31458,2498
70372,31458,2501
70373,31458,198
70374,31458,242
70375,31458,2268
70376,31458,189
70432,31983,1526
70481,31960,1705
70482,31960,1803
70483,31960,1260
70484,31960,914
70485,31960,244
70486,31960,1942
70487,31960,87
70488,31960,1176
70489,31960,2459
70490,31960,1052
70491,31960,2238
70492,31960,2463
70495,31986,1950
70496,30969,2499
70497,30969,1956
70498,30969,2533
70499,31505,873
70500,31505,142
70501,31505,1202
70502,31505,1716
70503,31505,1525
70504,31505,1526
70518,31629,2534
70520,31755,40
70521,31755,1714
70522,31703,2456
70523,31703,281
70524,31703,906
70525,31703,97
70526,31595,1714
70527,31595,60
70528,31595,13
74276,39665,5274
70532,31704,875
70533,31704,1819
70534,31704,77
83974,50471,2395
70547,31582,2251
70550,31654,519
70551,31654,11
70552,31654,77
70553,31654,914
70554,31654,244
70555,31654,791
70556,31654,2233
70557,31654,87
70558,31654,27
70559,31654,2279
70560,31804,11
70565,31626,205
70566,31626,213
70568,31843,2017
83991,50501,9486
83992,50501,8464
83993,50501,8439
83994,50501,731
83995,50501,7646
83996,50501,9535
70634,32117,2553
70639,32160,2499
70648,32174,2480
70666,32271,77
70675,31954,512
70676,31840,1785
70677,31840,1531
70678,31870,5274
70679,31915,5274
70680,31957,59
70681,31957,77
70682,31959,2447
70683,31958,59
70684,31858,2395
70685,31858,2533
70686,31858,77
70689,32306,5274
70691,32416,2818
70716,32442,5274
70743,32441,38
70748,32266,875
70749,32106,763
70750,32113,2017
70751,32274,1456
70752,32274,9
70753,32246,60
70756,32196,970
84026,50577,2818
84027,50577,9193
84028,50577,7437
84029,50577,7470
84030,50577,9427
84031,50577,8598
84032,50577,7739
70757,32196,2484
84033,50577,9406
70759,32168,1646
70770,32458,5274
70781,32226,906
70782,32226,100
70783,32226,47
70784,18047,896
70785,32955,896
70786,32955,281
70787,32955,906
70788,32955,100
84034,50577,7839
85829,54762,8366
85830,52286,2812
85831,52286,38
85832,54690,8366
85833,54048,8366
70799,32526,47
70800,32498,2452
70801,32475,668
70804,25239,608
70805,25239,680
70806,33024,973
70875,33895,2491
70876,33895,2039
70877,33895,862
70878,33895,211
70879,34012,4
70880,34057,2521
70881,34057,1970
85834,52790,482
85836,54765,40
85837,51097,482
85838,51097,2499
85839,51097,2502
74277,39661,281
74278,39661,906
70891,34062,656
70892,34062,122
70898,34069,2233
74862,41933,59
74863,41933,133
70905,34072,1992
70906,34072,1971
70907,34072,2492
74864,41933,2600
74865,41933,77
70910,34079,2496
70911,34079,2017
70912,34080,2448
70913,34080,2017
70914,34097,2530
70915,34097,115
70916,34097,2268
70917,34097,242
74866,41933,2447
74867,41933,153
74868,41933,1819
74869,41933,1279
70926,34106,38
70927,34107,5274
70932,34109,5274
70941,34098,5274
70956,34118,2697
70957,34118,123
70958,34118,2039
70959,34118,1219
70960,34118,127
85840,51097,7475
85841,51097,7850
85842,51097,2508
85843,51097,1133
71013,34137,41
71014,34137,92
71028,34176,2395
85844,51097,2515
85845,51097,9521
85846,51097,9427
85847,51097,2484
85848,51097,53
85849,51097,873
85850,51097,2818
85851,51097,9129
71046,34257,1279
71047,34076,507
71048,34076,2447
85867,53992,2012
71127,34276,1513
71128,34276,2484
71129,34276,1526
71130,34276,2263
71131,34276,2520
71132,34276,1663
71140,34290,41
71141,34290,1804
71142,34290,29
71143,34290,169
71144,34290,933
85868,53992,8510
85873,53541,7679
85874,53281,9521
85875,53349,7652
85876,53349,39
71203,34325,5274
71215,34342,2083
71216,34342,862
71230,34357,2500
71231,34357,4966
71232,34357,2027
71233,34357,205
71234,34357,2029
71235,34357,213
71236,34357,182
71237,34357,2815
71238,34357,2813
71239,34357,1525
71243,34360,11
71244,34294,1279
71245,34294,59
71246,34294,133
71247,34294,39
71248,34294,2600
71249,34294,875
71250,34294,77
71251,34294,2447
71252,34294,85
71253,34294,1208
71254,34294,153
71255,34294,2042
71256,34294,1819
71257,34294,1693
71258,34294,507
85877,53349,40
85878,53349,9
85879,53349,914
71264,34129,1984
71265,34129,2530
71266,34129,1605
71267,34129,198
71268,34129,2439
71269,34129,2474
71270,34129,590
71271,34129,2127
71272,34129,1720
71273,34129,242
71274,34129,115
71275,34129,3256
71276,34129,2553
71277,34129,2031
71278,34129,2268
71279,34129,189
71280,34129,318
71281,34129,2501
85880,53349,2238
71294,34365,5274
85881,53349,297
71308,34408,1819
71309,34408,1279
71310,34408,2447
71312,34412,5274
71321,34421,112
71322,34421,28
71323,34420,297
71324,34420,131
71325,34420,4
71326,34420,566
71331,34431,1513
71380,34463,101
71409,34461,1513
71410,34461,1663
71411,34461,2484
71412,34461,1526
71413,34461,2263
71414,34458,205
71415,34458,2813
71416,34458,213
71417,34458,182
71418,34458,1525
71419,34332,297
71420,34332,4
71421,34332,566
71422,34332,519
84035,50580,8112
71458,34539,5274
71459,34494,2534
71460,34494,873
71461,34494,1970
71462,34494,2450
71463,34494,1202
71464,34494,2521
71465,34494,1631
74282,39835,832
71467,34551,5274
74283,39835,2842
74284,39835,548
74285,39835,566
71472,34556,177
71473,34556,875
71474,34556,2279
71485,34596,5274
71496,34620,5274
71497,34622,9
71499,34644,5274
84040,50280,256
84041,50280,7937
84042,50280,7554
84043,50280,2246
84044,50280,7336
84045,50280,7618
84046,50280,718
84047,50280,7481
84048,50280,8191
84049,50280,508
84050,50280,7679
84051,50292,7618
75361,42346,256
75362,42346,2499
75363,42346,2533
84052,50292,7336
84053,50292,8906
84054,50292,7554
84055,50292,7481
84056,50292,8026
84057,50651,2233
71545,34345,2812
71546,34345,1694
71547,34398,38
71548,34471,40
71549,34471,791
71550,34427,5274
75364,42346,2534
71552,34519,5274
75365,42346,1640
75366,42346,873
75367,42346,1201
75368,42346,1970
71557,34438,1177
71558,34438,2083
71559,34438,2812
71560,34438,862
71561,34448,5274
71562,34439,1984
71563,34439,130
71564,34439,1605
71565,34439,198
71566,34439,2439
71567,34439,590
71568,34439,242
71569,34439,3256
71570,34439,2553
71571,34439,2268
71572,34439,189
71573,34439,2501
71574,34428,2539
71575,34384,2448
71576,34699,1526
75369,42346,2516
75370,42346,2521
75371,42346,1950
71581,34713,5274
71586,34720,96
71587,34720,38
71592,34752,5274
71593,34760,5274
71599,34768,1513
71625,34789,2534
71626,34789,873
71627,34789,1970
71628,34789,2450
71629,34789,1202
71630,34789,2521
71631,34789,1631
71646,34812,8
71662,34820,608
71663,34820,259
71664,34820,2500
71665,34820,970
71666,34820,2027
71667,34820,2508
71668,34820,205
71669,34820,2029
71670,34820,2484
71671,34820,213
71672,34820,182
71673,34820,2395
71674,34820,2813
71675,34820,2815
71676,34820,1525
71679,34783,2506
71680,34783,211
71681,34783,2442
71682,34703,1526
84076,50661,7336
84083,50705,8580
84084,50705,482
74541,39460,1952
74542,39460,2017
74543,39460,110
74544,39460,2479
74545,39460,2514
74546,39460,819
74547,39460,1334
74548,39460,283
74549,39460,1532
74550,39460,1246
71768,34938,978
84085,50705,8644
84086,50705,8567
84089,50727,33
75066,42090,288
75067,42090,66
75068,42090,290
75069,42090,1486
84090,50727,519
84092,50744,2395
75070,42090,1805
71789,35007,2450
75071,42090,48
75072,42090,1112
75073,42090,505
75074,42090,88
75075,42090,2233
75076,42090,763
75077,42090,668
75078,42090,29
71798,35008,1800
71799,35008,896
71800,35008,2842
71801,35008,548
75079,42090,2462
