id,control_politico_id,persona_id
84602,51678,9562
84603,51678,2462
81750,48794,2459
81751,48794,2238
81752,48539,8576
81753,48539,8893
81754,48539,2818
81755,48539,547
81756,48539,211
81757,48539,9193
81758,48539,9387
81759,48539,8546
81760,48539,7470
81761,48539,7437
81762,48539,9427
81763,48539,7854
81764,48539,8598
81765,48539,9593
81766,48539,7739
81767,48539,1468
81768,48539,2109
81769,48539,9406
81770,48539,7839
76844,46840,2534
76845,46845,1513
76846,46900,2534
76853,47203,211
76855,47219,288
76856,47255,40
76857,47255,519
76858,47255,2734
76859,47255,47
76861,47384,2448
86073,49579,8579
86074,49579,2439
86075,49579,2443
86076,49579,205
76873,47432,211
86077,49579,7312
86078,49579,1201
86079,49579,7670
86080,49579,8567
86081,49579,1177
86196,52487,8576
86197,52487,2818
86198,52487,211
86199,52487,9387
86200,52487,7437
86201,52487,7470
76885,47383,142
76886,47154,668
76887,47069,2459
76888,46804,2395
86202,52487,9427
76890,46654,297
76891,46654,131
76892,46654,4
76893,46654,566
76894,46594,836
76895,46594,1526
76896,46594,2515
76897,46594,2448
76898,46594,819
76899,46594,142
76900,46594,1334
76901,46594,2520
76902,46594,2108
76903,46594,1246
76904,46612,1468
76905,46656,33
76906,46656,933
76907,46656,38
76908,46656,4993
76909,46656,169
76910,46656,10
76911,46656,1805
76912,46656,41
76913,46412,96
76914,46412,4993
76915,46412,1804
76916,46411,38
76917,46364,2127
76918,46427,256
76919,46427,1956
76920,46427,2533
76921,46427,873
76922,46427,1201
76923,46427,2450
76924,46427,2516
76925,46427,2521
76926,46427,1631
86203,52487,8598
76928,46175,39
76929,46175,77
76930,46175,2447
76931,46157,2501
76932,46157,106
76933,46157,2127
76934,46157,6099
76935,46157,2553
76936,46157,6042
76947,47401,873
76948,47401,2534
76949,47408,2459
86204,52487,9593
86205,52487,7739
86206,52487,7839
86220,50305,4
76956,47444,88
76957,47444,66
76958,44234,98
76959,44234,35
76960,44234,2279
76961,44234,2012
76962,44234,12
76963,44234,60
87112,55940,7336
87113,55940,7314
87116,55949,2459
87117,55958,7337
87123,55961,7696
87124,55961,809
87125,55961,7850
87126,55961,8595
87127,55961,2084
76992,47675,2533
76993,47675,2534
87148,55104,8579
87149,55104,2439
87150,55104,2443
87151,55104,205
87152,55104,7312
87153,55104,1201
87154,55104,7670
87155,55104,8567
87156,55104,1177
87157,55971,8579
87158,55971,2439
87159,55971,2443
87160,55971,205
87161,55971,7312
77019,47669,2480
77020,47669,2450
77021,47669,2499
77022,47669,1956
87162,55971,1201
87163,55971,7670
87164,55971,8567
87165,55971,1177
87170,55984,66
87171,55984,8355
87172,55984,997
87173,55984,7911
87174,55984,9417
87175,55984,914
87176,55984,122
87177,55984,183
87178,55984,8344
87179,55984,8474
87180,55984,1531
87181,55984,9562
87182,55984,2462
87183,55991,519
87184,55992,112
87185,55992,13
87186,55992,2502
87187,56001,47
88322,58214,290
88323,58214,27
88324,58214,753
88325,58214,297
88326,58214,9482
88327,58214,47
88328,58214,145
88329,58214,19
88330,58214,244
88331,58214,7647
88332,58214,2456
88333,58214,9435
88334,58214,1180
88335,58214,2494
88336,58214,8511
88337,58217,9462
88339,58228,8366
88340,58331,7646
81809,48807,482
81810,48807,2499
81811,48807,2502
81812,48807,873
81813,48807,7850
81814,48807,1133
81815,48807,9427
81816,48807,2484
81817,48807,7475
88342,58339,914
88343,57687,446
88344,57687,1527
88345,57878,9435
88346,57887,2456
88347,57887,145
88348,57887,290
88349,57887,244
88350,57887,753
88351,58637,933
88356,58646,192
88357,58646,77
81837,48795,2459
81838,48795,2238
88360,58647,7652
88361,58647,668
84670,52099,205
84683,52124,7679
88363,58652,7679
88364,58653,7679
88369,58668,9435
88370,58662,7739
88371,58662,2395
88372,58662,7679
88373,58663,2448
88374,58663,7356
88375,58663,8510
88377,58681,2448
88378,58681,7739
88379,58681,7679
88381,58698,112
88382,58698,519
88385,58740,2305
88386,58767,482
88387,58767,8580
84710,52205,2447
84711,52111,192
84712,52111,2305
84713,52111,7335
84714,52111,970
84715,52111,7852
84716,52111,205
84717,52111,7694
84718,52111,1970
84719,52111,7315
84720,52111,1561
84721,52111,1177
84722,52111,8637
88388,58767,197
88389,58767,9192
88390,58767,873
88391,58767,8810
88392,58767,7947
88393,58767,9538
88394,58767,8623
88395,58767,1201
88396,58767,2516
88397,58767,8150
88398,58767,8567
88399,58767,8644
88400,58767,7354
88401,58767,7356
88402,58767,9533
88403,58767,1950
88404,58784,85
88405,58784,39
88409,58818,2523
81910,48643,66
81916,48843,8474
81917,48843,66
81919,48305,519
81944,48745,2484
81945,48745,7852
81946,48745,1622
81947,48745,2268
81948,48740,256
81949,48740,7937
81950,48740,7554
81951,48740,2246
81952,48740,2502
81953,48740,7783
81954,48740,7336
81955,48740,8906
81956,48740,7618
81957,48740,718
81958,48740,8781
81959,48740,7314
81960,48740,7481
81961,48740,8026
81962,48740,8191
81963,48740,508
81964,48740,7679
81965,48728,7616
81966,48728,8930
81967,48728,7683
81968,48728,7670
81969,48728,7430
81970,48728,8391
81971,48728,8585
81972,48728,7794
81973,48728,6099
81974,48728,1460
81975,48728,8918
81976,48728,7767
81977,48728,8180
81978,48728,7334
81993,48587,7792
81994,48587,177
81995,48707,2447
81996,48720,66
81997,48724,66
81998,48716,9738
81999,48716,2459
82012,48937,1513
82013,48937,85
82014,48941,40
82015,48941,1279
82016,48941,875
82017,48941,77
82018,48941,2447
82025,48945,39
82026,48945,875
82027,48945,77
82028,48945,2734
82029,48945,85
82030,48945,1279
82047,48989,1561
82048,48989,7677
82049,48989,4535
86082,48751,9537
86083,48751,2459
86084,48751,7652
86085,48751,933
86086,48751,9738
86087,48751,9550
86088,48751,8464
86089,48751,8467
86090,48751,8510
86091,48751,8439
86092,48751,9081
86093,48751,8827
86094,48751,2238
86109,48650,2448
86110,48650,1942
86111,48780,8579
86112,48780,2439
86113,48780,2443
86114,48780,205
86115,48780,7312
86116,48780,1201
86117,48780,7670
86118,48780,8567
86119,48780,1177
86139,54783,8576
86140,54783,8893
86141,54783,2818
86142,54783,547
86143,54783,211
86144,54783,9193
86145,54783,9387
86146,54783,8546
86147,54783,7470
86148,54783,7437
86149,54783,9427
86150,54783,7854
86151,54783,8598
86152,54783,9593
86153,54783,7739
86154,54783,1468
86155,54783,2109
86156,54783,9406
86157,54783,7839
86158,48597,7969
86159,48597,2459
86160,48597,7652
86161,48597,933
86162,48597,9537
86163,48597,9738
86164,48597,9550
86165,48597,8464
86166,48597,8467
86167,48597,8510
86168,48597,8439
86169,48597,9081
86170,48597,8827
86171,48597,2238
86172,54756,7969
86173,54756,2459
86174,54756,7652
86175,54756,9537
86176,54756,9738
86177,54756,9550
86178,54756,8464
86179,54756,8467
86180,54756,8510
86181,54756,8439
86182,54756,9081
86183,54756,8827
86184,54756,2238
86185,52310,8576
86186,52310,2818
86187,52310,211
86188,52310,9387
86189,52310,7437
86190,52310,7470
86191,52310,9427
86192,52310,8598
86193,52310,9593
86194,52310,7739
86195,52310,7839
86207,51996,7969
86208,51996,2395
86209,51996,668
86210,51996,77
86211,51996,7911
86212,52162,7969
86213,52162,2395
86214,52162,668
86215,52162,77
86216,52162,7911
86217,50571,2459
86221,54222,9464
86222,54222,324
86223,54222,9486
86224,54222,9535
86235,55039,7969
86236,55039,2459
86237,55039,7652
86238,55039,933
86239,55039,9537
86240,55039,9738
86241,55039,9550
86242,55039,8464
86243,55039,8467
86244,55039,8510
86245,55039,8439
86246,55039,9081
86247,55039,8827
86248,55039,2238
86278,54908,112
86279,54908,2395
86280,54908,9486
86281,54908,7646
86282,54908,446
86283,55074,2448
86284,55074,8223
86318,55108,9473
86319,55108,505
86320,55108,9
86321,55108,106
86322,55108,8366
86323,55108,1456
86324,55108,318
86325,55108,2452
86326,55108,21
86327,55108,9462
86328,55108,791
86329,55108,116
86330,55108,74
86331,55108,20
86332,55108,9247
86343,55077,112
86344,55077,2395
86345,55077,9486
86346,55077,7646
86347,55077,446
86357,55160,7652
84779,52419,7969
84780,52419,2459
84781,52419,7652
84782,52419,933
82109,48829,2305
82110,48826,2484
82111,48826,7852
82112,48826,1622
82113,48826,2268
82114,48788,256
82115,48788,7937
82116,48788,7554
82117,48788,2246
82118,48788,2502
82119,48788,7783
82120,48788,7336
82121,48788,8906
82122,48788,7618
82123,48788,718
82124,48788,8781
82125,48788,7314
82126,48788,7481
82127,48788,8026
82128,48788,8191
77407,48262,257
77408,48262,2818
77409,48262,8579
77410,48262,2439
77411,48262,8595
77412,48262,8599
77413,48262,2246
77414,48262,8617
77415,48262,9724
77416,48262,8637
77417,48262,8639
77418,48262,2496
77419,48262,2499
77420,48262,8644
77421,48262,2502
77422,48262,2247
77423,48262,2504
77424,48262,6099
77425,48262,2523
77426,48262,482
77427,48262,873
77428,48262,8567
77429,48262,1785
77430,48262,2812
84783,52419,9537
82129,48788,508
82130,48788,7679
82131,48837,7616
82132,48837,8930
82133,48837,7683
82134,48837,7670
82135,48837,7430
82136,48837,8391
82137,48837,8585
82138,48837,7794
82139,48837,6099
82140,48837,1460
82141,48837,8918
82142,48837,7767
82143,48837,8180
82144,48837,7334
82145,48804,8576
82146,48804,8893
82147,48804,2818
82148,48804,547
82149,48804,211
82150,48804,9193
82151,48804,9387
82152,48804,8546
82153,48804,7470
82154,48804,7437
82155,48804,9427
82156,48804,7854
82157,48804,8598
82158,48804,9593
82159,48804,7739
82160,48804,1468
82161,48804,2109
82162,48804,9406
82163,48804,7839
82164,48874,482
82165,48874,7354
82166,48881,27
82167,48881,77
82168,48881,8439
82169,48852,33
82170,48852,42
82171,48852,519
82172,48847,446
82173,48810,8366
82174,48810,9462
82175,48823,875
82176,48823,77
82177,48823,2447
82178,48840,66
82179,49016,7648
82180,49016,2113
82181,49016,7683
82182,49016,7852
82183,49016,7788
82184,49016,1170
82185,49016,6042
82186,49016,2109
82187,49016,7839
82188,48987,1177
84784,52419,9738
84785,52419,9550
84786,52419,8464
84787,52419,8467
84788,52419,8510
84789,52419,8439
84790,52419,9081
84791,52419,8827
82189,48999,256
82190,48999,7937
84792,52419,2238
82191,48999,7554
82192,48999,2246
82193,48999,2502
82194,48999,7783
82195,48999,7336
82196,48999,8906
82197,48999,7618
84793,52426,8576
84794,52426,2818
84795,52426,2084
82198,48999,718
82199,48999,8781
82200,48999,7314
82201,48999,7481
82202,48999,8026
82203,48999,8191
82204,48999,508
82205,48999,7679
84796,52426,2439
84797,52426,7475
84798,52426,8546
84799,52426,8595
84800,52426,9593
84801,52426,283
84802,52426,1532
82258,49054,8546
82259,49048,256
82260,49048,7937
82261,49048,7554
82262,49048,2246
82263,49048,2502
82264,49048,7783
82265,49048,7336
82266,49048,8906
82267,49048,7618
82268,49048,718
82269,49048,8781
82270,49048,7314
82271,49048,7481
82272,49048,8026
82273,49048,8191
82274,49048,508
82275,49048,7679
82276,49064,4
82285,49095,7475
82286,49095,7470
82287,49095,8191
82288,49091,7475
82289,49091,7470
82290,49091,8191
82291,49099,2233
82292,49099,8474
82294,49108,39
82295,49108,1513
82296,49108,77
82297,49108,2734
82298,49108,2447
82299,49108,85
82300,49108,9430
82301,49108,9481
82302,49108,1279
88434,58871,9473
86095,48798,7969
86096,48798,2459
86097,48798,7652
86098,48798,933
86099,48798,9537
86100,48798,9738
86101,48798,9550
86102,48798,8464
86103,48798,8467
86104,48798,8510
86105,48798,8439
86106,48798,9081
86107,48798,8827
86108,48798,2238
88435,58871,8513
88436,58871,9481
88437,58871,9482
88438,58871,9486
88439,58871,9488
88440,58871,668
88441,58871,1313
88442,58871,8355
88443,58871,8366
88444,58871,9535
88445,58871,9537
88446,58871,324
88447,58871,9417
88448,58871,77
88449,58871,9554
88450,58871,9430
86867,55800,8579
86868,55800,2439
86869,55800,2443
86870,55800,205
86871,55800,7312
86872,55800,1201
86873,55800,7670
86874,55800,8567
86875,55800,1177
88451,58871,9562
88452,58871,9435
88453,58871,7652
88454,58871,9462
88455,58871,9464
88456,58871,8511
86885,55802,8579
86886,55802,2439
86887,55802,2443
86888,55802,205
86889,55802,7312
86890,55802,1201
86891,55802,7670
86892,55802,8567
86893,55802,1177
88468,58693,9486
88469,58707,7336
88470,58707,7314
88471,58651,2113
88472,58677,8827
86907,55809,8510
86908,55813,2496
86909,55813,8546
86910,55813,2499
86911,55813,8580
86912,55813,2246
86913,55813,2502
86914,55813,5479
86915,55813,970
86916,55813,2439
86917,55813,8623
86918,55813,2515
86919,55813,1460
86920,55813,8599
86921,55813,8567
86922,55813,1785
86923,55813,2484
86924,55813,2523
86925,55813,9724
86926,55813,8637
86927,55813,6099
86928,55813,8639
86929,55817,9538
86930,55817,165
86931,55817,2439
86932,55817,809
86933,55817,970
86934,55817,8191
86935,55817,398
86936,55817,7696
86937,55817,7314
86938,55817,7475
86939,55817,1622
86940,55817,9495
86941,55817,1177
86942,55817,7354
86943,55817,7739
86944,55817,8188
86945,55817,508
86946,55817,7679
86985,55835,2084
86986,55835,7848
86987,55835,8617
86988,55835,7850
86989,55835,7767
86990,55835,7696
86991,55835,7794
86992,55835,1460
86993,55835,809
86994,55848,256
86995,55848,7554
86996,55848,7336
86997,55848,8785
86998,55848,7481
86999,55848,7679
87003,55805,122
87004,55805,7911
87005,55853,122
87006,55853,7911
87007,55598,122
87008,55598,7911
87018,55866,8223
87019,55866,753
87020,55866,731
87021,55866,33
88594,58993,85
88595,58993,39
87028,55874,446
87032,55886,8177
87033,55886,7694
87034,55896,8579
87035,55896,2439
87036,55896,2443
87037,55896,205
87038,55896,7312
87039,55896,1201
87040,55896,7670
87041,55896,8567
87042,55896,1177
84808,52482,7356
84809,52482,8567
84810,52455,7679
88529,58934,8355
82314,48994,8576
82315,48994,8893
82316,48994,2818
82317,48994,547
82318,48994,211
82319,48994,9193
82320,48994,9387
82321,48994,8546
82322,48994,7470
82323,48994,7437
82324,48994,9427
82325,48994,7854
82326,48994,8598
82327,48994,9593
82328,48994,7739
82329,48994,1468
82330,48994,2109
82331,48994,9406
82332,48994,7839
82336,48956,753
82337,48956,8223
88587,58988,1201
82341,48970,33
82342,48970,42
82343,48970,519
82344,49004,2812
82345,49004,38
82346,48966,8474
82347,48966,66
82348,48923,9738
82349,48923,2459
88588,58988,2443
88589,58988,7670
88590,58988,8567
88596,59016,4
88630,59149,7314
82360,49204,7554
82361,49204,7679
82362,49210,7792
82363,49210,38
82364,49222,7470
84838,52504,192
84839,52504,2305
84840,52504,7335
82378,49274,9538
82379,49274,8644
82380,49274,7848
82381,49274,8361
82382,49274,8906
82383,49274,8637
82384,49274,8112
82385,49274,1177
82386,49274,8196
82387,49274,127
82388,49274,2268
82389,49274,7850
82390,49274,8639
84841,52504,1292
82392,49281,446
84842,52504,8637
84843,52504,1561
84844,52504,2268
84845,52504,7677
84846,52505,2523
84847,52508,59
84848,52508,875
82405,49120,668
82406,49044,2395
82407,49132,244
82408,49132,47
82409,49102,8344
82410,48929,2459
82411,48929,2238
82412,48928,2459
82413,48928,2238
82414,49112,8464
82415,49112,9537
82416,49112,8827
82417,49112,7652
82418,49112,8510
82419,49136,9
82420,49080,1177
82421,49036,256
82422,49036,7937
82423,49036,7554
82424,49036,2246
82425,49036,2502
82426,49036,7783
82427,49036,7336
82428,49036,8906
82429,49036,7618
82430,49036,718
82431,49036,8781
82432,49036,7314
82433,49036,7481
82434,49036,8026
82435,49036,8191
82436,49036,508
82437,49036,7679
82438,49378,2452
82439,49398,2012
82440,49398,8510
82443,49420,7554
82444,49420,7679
82445,49424,446
82459,49444,59
82460,49444,875
82461,49444,77
82462,49444,2447
82463,49459,192
82464,49459,2305
82465,49459,398
82466,49459,2113
82474,49506,9738
82475,49506,2459
82484,49542,7683
82495,18336,1956
82496,18336,2533
82497,18336,873
82498,18336,2039
82499,18336,1950
82500,18336,1631
82501,28283,88
82502,28283,2233
82503,20342,59
82504,20342,39
82505,27561,1219
82506,26519,256
82507,26519,1956
82508,26519,2534
82509,26519,1640
82510,26519,873
82511,26519,2480
82512,26519,1202
82513,26519,2483
82514,26519,2516
82515,26519,2039
82516,26519,1912
82517,26519,2521
82518,26519,1631
82519,20166,9
82520,21737,2499
82521,21737,1956
82522,21737,2480
82523,21737,2450
82524,21737,2516
82525,21737,2039
82526,21737,1912
82527,21737,2521
82528,21737,1950
82780,35818,60
86378,55215,668
86379,55219,1513
86380,55219,77
86381,55219,9430
86382,55219,9481
88525,58917,1201
88526,58917,2443
88527,58917,7670
88528,58917,8567
88530,58959,2462
88554,58963,9473
88555,58963,8513
86394,55242,192
86395,55242,2305
86396,55242,2448
88556,58963,9481
88557,58963,9482
88558,58963,9486
88559,58963,9488
88560,58963,668
88561,58963,1313
86404,55269,256
86405,55269,7937
86406,55269,7554
86407,55269,8707
86408,55269,8708
86409,55269,2502
86410,55269,2246
86411,55269,7783
86412,55269,7336
86413,55269,8906
86414,55269,7618
86415,55269,718
86416,55269,8785
86417,55269,7314
86418,55269,7481
86419,55269,8026
86420,55269,8191
86421,55269,508
86422,55269,7679
86423,55272,668
88562,58963,8355
88563,58963,8366
88564,58963,9535
88565,58963,9537
88566,58963,324
88567,58963,9417
88568,58963,77
88569,58963,9554
88570,58963,9430
88571,58963,9562
88572,58963,9435
88573,58963,7652
88574,58963,9462
86437,55013,9464
86438,55013,9486
86439,55013,9535
86440,55033,8474
86441,55033,66
86442,55042,7969
86443,55042,2459
86444,55042,7652
86445,55042,933
86446,55042,9537
86447,55042,9738
86448,55042,9550
86449,55042,8464
86450,55042,8467
86451,55042,8510
86452,55042,8439
86453,55042,9081
86454,55042,8827
86455,55042,2238
86456,55027,7312
88575,58963,9464
88576,58963,8511
86459,55312,7739
86460,55312,2109
86461,55316,8576
86462,55316,9387
86463,55316,7470
86464,55316,9427
86465,55316,8598
86466,55316,1468
86467,55316,2109
86468,55316,7839
88582,58983,7739
86475,55319,7969
86476,55327,8827
88591,58990,7696
88597,59036,160
88598,59036,7329
88599,59036,8579
88600,59036,8196
88601,59036,1942
88602,59036,7337
88603,59036,7338
88604,59036,107
88605,59036,8112
88606,59036,8177
88607,59036,1170
88608,59036,2515
88609,59036,1334
88610,59036,7799
88611,59036,8361
88612,59036,8183
88613,59036,8188
88614,59036,2448
88615,59036,8639
88616,59050,59
88617,59050,875
88618,59053,519
88619,59060,5479
88620,59070,8930
88621,59070,7683
88622,59070,8391
88623,59070,7848
86507,55400,7911
86508,55428,33
86509,55428,4993
86510,55428,13
86511,55428,9464
86512,55428,731
86513,55428,668
86514,55428,8223
86515,55432,256
86516,55432,7937
86517,55432,7554
86518,55432,2246
86519,55432,7783
86520,55432,7336
86521,55432,8906
86522,55432,7618
86523,55432,718
86524,55432,8785
86525,55432,7314
86526,55432,8191
86527,55432,508
86528,55432,7679
88624,59070,7495
88625,59070,8908
88626,59070,7794
88627,59070,7475
86549,55442,8579
86550,55442,2439
86551,55442,2443
86552,55442,205
86553,55442,7312
86554,55442,1201
86555,55442,7670
86556,55442,8567
86557,55442,1177
86563,55489,66
86564,55489,8355
86565,55492,7316
86566,55492,7852
86567,55492,8637
86568,55492,205
86620,55515,7354
82529,22763,2499
82530,22763,1956
82531,22763,2480
82532,22763,2450
82533,22763,2516
82534,22763,2039
82535,22763,1912
82536,22763,2521
82537,22763,1950
82538,20485,9
82539,20169,9
82540,22066,205
82541,21067,1219
82542,21067,196
82543,21067,136
82544,21067,2697
82545,21067,2507
82546,21067,140
82547,21067,2536
82548,21067,1522
82549,21067,123
82550,21067,937
82551,21067,1785
82552,21067,922
82553,21067,1531
82554,21067,1693
82555,29115,2496
82556,29115,1952
82557,29115,11
82558,29115,2108
82559,29115,2044
82560,29115,1803
82561,29115,892
82562,29115,2479
82563,29115,2515
82564,29115,1748
82565,29115,1334
82566,29115,87
82567,29115,2520
82568,29115,819
82569,29115,2459
82570,29115,1052
82571,29115,1532
82572,29115,283
82573,29115,2463
82574,28730,2496
82575,28730,1952
82576,28730,11
82577,28730,2108
82578,28730,2044
82579,28730,1803
82580,28730,892
82581,28730,2479
82582,28730,2515
82583,28730,1748
82584,28730,1334
82585,28730,87
82586,28730,2520
82587,28730,819
82588,28730,2459
82589,28730,1052
82590,28730,1532
82591,28730,283
82592,28730,2463
82593,26450,60
82594,26409,60
82595,30387,2520
82596,25307,1201
82597,25796,60
82598,26014,60
82599,26291,60
82600,26032,259
82601,26379,2017
82602,26379,1526
82603,26499,2759
82604,26499,2536
82605,26499,2507
82606,26499,2263
82607,26499,922
82608,26499,1531
82609,26499,348
82610,26499,1693
82611,26575,2496
82612,26575,2017
82613,26575,11
82614,26575,1526
82615,26575,1052
82616,26575,1803
82617,26575,2108
82618,26575,2479
82619,26575,1952
82620,26575,914
82621,26575,2515
82622,26575,1334
82623,26575,87
82624,26575,2520
82625,26575,819
82626,26575,2459
82627,26575,2044
82628,26575,1532
82629,26575,283
82630,26575,2463
82631,27492,1456
82632,27492,9
82633,27492,20
82634,27508,1714
82635,27508,12
82636,27508,98
82637,27755,2395
82638,27755,2484
82639,28028,2044
82640,27812,205
82641,27991,11
82642,27991,2376
82643,27991,1803
82644,27991,1260
82645,27991,914
82646,27991,1942
82647,27991,87
82648,27991,2459
82649,27991,2463
82650,27789,11
82651,27789,2376
82652,27789,1803
82653,27789,1260
82654,27789,914
82655,27789,1942
82656,27789,87
82657,27789,2459
82658,27789,2463
82659,27667,11
82660,27667,2376
82661,27667,1803
82662,27667,1260
82663,27667,914
82664,27667,1942
82665,27667,87
82666,27667,2459
82667,27667,2463
82668,27754,205
82669,28170,763
82670,28299,2233
82671,28299,1805
82672,30395,1912
82673,30395,2084
82674,30395,2533
82675,30684,1912
82676,30684,2084
82677,30684,2533
82678,29142,297
82679,29142,20
82680,29142,566
82681,30616,142
82682,30616,1526
82683,34488,1526
82684,34924,2017
82685,34924,2044
82686,34924,2479
82687,34491,283
82688,34491,2479
82689,34307,2448
82690,31950,970
82691,31950,2484
82692,32427,2553
82693,32427,2530
82694,32427,2501
82695,32427,590
82696,34125,1526
82697,34388,1526
82698,34143,259
82699,34143,453
82700,34143,1513
82701,34143,1229
82702,34143,2031
82703,34143,1526
82704,34143,283
82705,34061,2697
82706,34061,123
82707,34061,2039
82708,34061,1219
82709,34061,127
82710,34132,656
82711,34132,122
82712,34317,5274
82713,34299,1279
82714,34299,59
82715,34299,133
82716,34299,39
82717,34299,2600
82718,34299,875
82719,34299,77
82720,34299,2447
82721,34299,85
82722,34299,1208
82723,34299,153
82724,34299,2042
82725,34299,1819
82726,34299,1693
82727,34299,507
88628,59070,1460
88629,59070,7767
84925,52639,9537
84926,52639,9550
84927,52639,8439
84928,52674,7792
84929,52674,446
84932,52706,1468
84933,52706,7854
84935,52831,2447
84936,52319,2447
84938,52840,59
84939,52851,145
84940,52851,290
84941,52851,297
84944,52982,7792
84945,52982,446
84948,52986,7356
84949,52986,8567
84950,52994,8355
84953,53014,9129
84954,53014,7852
84955,53014,7694
84956,53014,1245
84957,53014,7316
84958,53014,53
84959,53014,7677
84987,53063,9537
84988,53063,9550
84989,53063,8439
84990,53045,4
84991,52157,8576
84992,52157,2818
84993,52157,211
84994,52157,9387
84995,52157,7437
84996,52157,7470
84997,52157,9427
84998,52157,8598
84999,52157,9593
85000,52157,7739
85001,52157,7839
85013,52326,2463
85014,52315,9481
85015,52315,77
85016,52315,9430
85017,52402,9435
85018,52405,66
85019,52405,8355
85020,52405,997
85021,52405,7911
85022,52405,9417
85023,52405,914
85024,52405,122
85025,52405,183
85026,52405,8344
85027,52405,8474
85028,52405,1531
85029,52405,9562
85030,52405,2462
85031,52153,9387
85032,52153,7839
85033,52153,2109
85034,52153,211
85035,52153,7470
85036,52075,482
85037,52075,7356
85038,51721,446
85039,51736,2499
85040,51736,2502
85041,51736,9129
85042,51736,2508
85043,51736,9427
85044,51736,2484
85045,51736,7475
85046,51736,53
85047,51716,7618
85048,51716,7554
85049,51716,8785
85050,51716,7314
85051,51716,508
85052,51716,8191
85053,51941,7618
85054,51941,7679
85055,51873,9417
85056,51888,66
85057,51888,8355
85058,51888,997
85059,51888,7911
85060,51888,9417
85061,51888,914
85062,51888,122
85063,51888,183
85064,51888,8344
85065,51888,8474
85066,51888,1531
85067,51888,9562
85068,51888,2462
82728,34763,122
82729,34763,922
82730,34353,122
82731,34353,922
82732,34898,1984
82733,34898,130
82734,34898,1605
82735,34898,198
82736,34898,2439
82737,34898,590
82738,34898,242
82739,34898,3256
82740,34898,2553
82741,34898,2268
82742,34898,189
82743,34898,2501
82744,34272,1984
82745,34272,130
82746,34272,1605
82747,34272,198
82748,34272,2439
82749,34272,590
82750,34272,242
82751,34272,3256
82752,34272,2553
82753,34272,2268
82754,34272,189
82755,34272,2501
82756,35954,2480
82757,35954,873
82758,35954,1956
82759,35954,2516
82760,35445,873
82761,35445,1631
82762,35110,2083
82763,35110,2506
82764,35110,2507
82765,35110,2029
82766,35110,1229
82767,35110,2491
82768,43058,1912
82769,43058,2450
82770,43058,2533
82771,35608,2450
82772,35448,2450
82773,35744,1260
82774,37260,2448
82775,36056,142
82776,35642,1912
82777,35642,2533
82778,35642,1693
82779,35717,2533
82781,38957,283
82782,38862,283
82783,38701,283
82784,38472,283
82785,40098,1912
82786,40098,2395
82787,40098,2484
82788,40098,2533
82790,39782,122
82797,39376,1984
82798,39376,2439
82799,39376,590
82800,39376,242
82801,39376,2268
82802,39376,189
82813,39856,1201
82814,39856,1631
82815,39856,873
82816,42202,914
82817,42202,11
82818,42202,1260
82819,42202,2238
82820,42202,2459
82821,41839,914
82822,41839,11
82823,41839,1260
82824,41839,2238
82825,41839,2459
82826,43440,2459
82827,43110,2459
82828,43083,2459
82830,42618,2459
82831,42111,2459
82832,41902,35
82833,41902,131
82834,41902,2279
82835,41699,35
82836,41699,131
82837,41699,2279
82838,41858,256
82839,41858,2499
82840,41858,1956
82841,41858,2533
82842,41858,2534
82843,41858,873
82844,41858,1201
82845,41858,1202
82846,41858,2483
82847,41858,2516
82848,41858,1912
82849,41858,2521
82850,41727,256
82851,41727,2499
82852,41727,1956
82853,41727,2533
82854,41727,2534
82855,41727,873
82856,41727,1201
82857,41727,1202
82858,41727,2483
82859,41727,2516
82860,41727,1912
82861,41727,2521
82862,41928,256
82863,41928,2499
82864,41928,2533
82865,41928,2534
82866,41928,1640
82867,41928,873
82868,41928,1201
82869,41928,1970
82870,41928,2516
82871,41928,2521
82872,41928,1950
82873,44927,1950
82874,41888,819
82875,41888,2515
82876,42519,5274
82877,42349,5274
82878,42264,5274
82879,41796,5274
82880,41797,5274
82881,42179,259
82882,42179,182
82883,42179,718
82884,42882,937
82885,42882,922
82886,42405,937
82887,42405,922
82888,42247,937
82889,42247,922
82890,42057,937
82891,42057,922
82892,41830,59
82893,41830,133
82894,41830,2600
82895,41830,77
82896,41830,2447
82897,41830,153
82898,41830,1819
82899,41830,1279
82900,42283,5274
82901,44003,283
82902,44170,283
82903,43638,283
82904,43894,6057
82905,42288,5274
82906,42950,283
82907,42802,283
82908,46674,819
82909,46674,2395
82910,46674,2819
82911,46674,2533
82912,47413,2533
82913,47413,2534
82914,45705,1260
82916,45935,256
82917,45935,1956
82918,45935,2533
82919,45935,873
82920,45935,1201
82921,45935,2450
82922,45935,2516
82923,45935,2521
82924,45935,1631
82925,46831,668
82926,29738,1804
82927,28570,1804
82928,32504,896
82929,32504,281
82930,32504,906
82931,32504,100
82932,18397,2395
82789,39984,122
82791,39710,1984
82792,39710,2439
82793,39710,590
82794,39710,242
82795,39710,2268
82796,39710,189
82803,38526,2496
82804,38526,1984
82805,38526,2501
82806,38526,590
82807,38526,2031
82808,38526,242
82809,38526,3256
82810,38526,2268
82811,38526,189
82812,38526,318
82829,42897,2459
82915,45693,1631
82933,18397,1260
82935,26275,39
82936,32164,2818
82939,38940,47
