id,fecha,estado_proyecto_ley_id,proyecto_ley_id,gaceta_texto,corporacion_id
37895,2003-10-21,40,6314,558/03,NA
16029,2004-05-11,45,2812,191/04,NA
16031,2004-06-15,60,2812,"283/04, 284/04",NA
16033,2004-07-27,40,2812,398/04,NA
16006,2009-06-20,19,1268,NA,NA
15920,2008-09-02,15,1315,NA,NA
30156,2007-06-19,63,3483,"416/07, 428/07",NA
15997,2008-09-12,15,1338,NA,NA
35583,2001-06-20,70,4258,NA,1
35584,1999-05-12,15,4556,NA,2
8282,2005-07-29,56,3495,454/05,NA
34962,2001-03-05,15,5003,NA,2
16087,2003-12-16,63,2947,34/04,NA
16088,2004-01-06,58,2947,07/04,NA
35585,2000-01-27,15,4558,NA,2
34964,2000-12-12,13,4286,63/01,2
35586,2000-05-29,42,4558,142/00,NA
16111,2008-09-16,15,4,NA,NA
16112,2008-09-17,15,1339,NA,NA
16113,2008-09-17,15,1340,NA,NA
16114,2008-09-17,15,1341,NA,NA
16115,2008-09-17,15,1556,NA,NA
35587,2000-06-20,70,4261,NA,NA
35588,2000-06-20,70,4158,NA,NA
34965,2000-12-13,23,4959,64/01,2
16054,2002-08-23,56,3695,350/02,1
16038,2002-12-19,63,2154,"46/03, 83/03",NA
16053,2002-08-21,15,3695,NA,1
16058,2002-10-23,19,3695,474/02,1
15994,2002-07-29,56,3888,303/02,1
15993,2002-07-20,15,3888,NA,1
16057,2002-10-07,43,3695,428/02,1
16044,2003-06-10,45,2171,"243/03, 264/03",1
16048,2003-11-19,40,2171,618/03,NA
16047,2003-08-13,69,2171,"446/03, 460/03",NA
16045,2003-06-17,23,2171,300/03,1
16097,2002-12-17,40,2178,27/03,NA
15907,2008-10-08,27,1198,"738/08, 798/08",NA
15935,2008-09-10,44,881,617/08,NA
16042,2008-09-12,56,1337,630/08,NA
15999,2008-09-11,56,1334,623/08,NA
16040,2008-09-12,56,1335,630/08,NA
15998,2008-09-11,56,1336,623/08,NA
16023,2008-09-08,56,1331,608/08,NA
16021,2008-09-08,56,1329,608/08,NA
15921,2008-09-05,56,1316,600/08,NA
16020,2008-09-08,56,1327,608/08,NA
16354,NA,43,2127,590/02,NA
16010,2008-09-09,78,262,"624/08, 626/08",NA
34963,2000-12-12,69,3910,63/01,2
16027,2002-12-27,40,2131,26/03,NA
16026,2002-12-19,23,2131,161/03,1
16035,2002-12-20,63,2133,43/03,NA
16093,2002-12-13,19,2178,78/03,2
16072,2002-12-04,73,3696,"371/03, 586/02, 587/02",NA
16011,2008-09-04,42,1246,626/08,NA
16120,2008-07-16,40,813,675/08,NA
16015,2008-09-12,42,1176,628/08,NA
16019,2008-09-05,45,832,629/08,NA
16012,2008-09-04,42,1074,626/08,NA
16119,2008-06-18,32,696,598/08,NA
16017,2008-09-12,43,726,628/08,NA
16046,2003-06-18,37,2171,394/03,NA
16028,2002-12-23,40,3357,27/03,NA
16052,2005-03-31,40,2852,NA,NA
16089,2004-07-26,40,2947,398/04,NA
16084,2003-09-20,45,2947,491/03,1
16083,2003-09-09,21,2947,NA,NA
16068,2006-06-02,40,2844,NA,NA
16066,2004-06-17,63,2844,"362/04, 401/04",NA
16064,2004-06-01,23,2844,357/04,NA
16067,2004-07-26,58,2844,395/04,NA
16070,2002-11-15,56,3696,506/02,2
16069,2002-11-08,15,3696,NA,2
16077,2002-12-17,40,3696,27/03,NA
16076,2002-12-13,23,3696,603/02,1
16074,2002-12-13,19,3696,78/03,2
16082,2005-07-25,40,2181,NA,NA
16081,2004-07-26,58,2181,395/04,NA
16079,2004-06-15,37,2181,"278/04, 280/04",NA
16105,2004-04-14,23,2809,155/04,1
16104,2004-03-31,45,2809,113/04,1
16103,2003-12-10,21,2809,113/04,NA
16125,2003-05-21,48,2563,220/03,NA
16036,2002-12-27,40,2133,27/03,NA
21513,2006-06-20,70,3354,NA,NA
16130,2003-07-03,41,2563,417/03,NA
37896,2011-08-10,15,6316,NA,2
37897,2011-08-11,56,6316,591/11,NA
16118,2008-06-20,68,140,NA,NA
37898,2011-08-10,15,6317,NA,2
37913,2001-11-15,56,6319,578/01,2
16163,2003-02-21,44,5420,63/03,NA
16164,2003-04-23,21,5420,"203/03, 257/03",NA
16166,2003-05-20,32,5420,308/03,2
16178,2003-06-11,21,5355,169/04,NA
16165,2003-04-28,45,5420,203/03,2
16204,2003-07-10,40,5393,417/03,NA
16203,2003-06-20,45,5393,396/03,2
16182,2003-07-10,40,5355,417/03,NA
16117,2009-06-20,34,1101,NA,NA
16194,2003-04-23,45,2226,172/03,NA
16207,2008-09-01,15,1343,NA,NA
16213,2008-09-15,15,1346,NA,NA
16221,2008-09-16,15,1347,NA,NA
16225,2008-09-16,15,1349,NA,NA
16237,2003-06-20,19,2232,396/03,NA
16238,2003-10-31,44,2232,565/03,NA
16240,2004-05-19,45,2232,210/04,NA
16242,2004-06-16,60,2232,"282/04, 283/04",NA
30774,2010-12-06,19,5717,"1048/10, 75/11",1
16244,2004-07-26,40,2232,398/04,NA
16245,2003-05-07,17,2233,258/03,NA
16246,2003-06-06,43,2233,258/03,NA
16247,2003-06-20,19,2233,396/03,NA
16249,2003-08-13,21,2233,NA,NA
16250,2003-08-25,45,2233,424/03,NA
16251,2003-09-09,23,2233,NA,NA
16252,2003-09-25,40,2233,523/03,NA
16257,2004-05-27,45,2942,231/04,NA
16258,2004-06-16,60,2942,"285/04, 286/04",NA
16078,2004-05-05,23,2181,207/04,1
16239,2004-04-14,21,2232,251/04,NA
16050,2004-06-08,12,2852,358/04,1
16080,2004-06-18,63,2181,402/04,NA
16259,2004-07-26,58,2942,395/04,NA
16260,2005-04-04,40,2942,NA,NA
16262,2004-06-18,60,2243,"290/04, 292/04",NA
16263,2004-07-30,63,2243,"396/04, 402/04",NA
16264,2004-07-26,58,2243,395/04,NA
16265,2005-03-31,40,2243,NA,NA
34966,2000-12-13,37,4959,64/01,NA
16150,2002-10-21,43,5416,438/02,1
16175,2002-09-30,43,5355,403/02,1
16202,2003-05-28,45,5393,265/03,2
16139,2002-11-14,56,3697,498/02,1
35589,2011-04-27,19,6090,"323/11, 628/11",2
16197,2003-06-18,79,2226,"327/03, 394/03",NA
16051,2004-06-25,76,2852,334/04,NA
16256,2005-07-25,40,3086,NA,NA
16254,2004-09-27,78,3086,"448/04, 525/04, 787/04",NA
16034,2002-12-19,23,2133,161/03,1
30157,2007-11-13,79,3483,"509/07, 01/08",NA
16095,2002-12-13,23,2178,31/03,1
16096,2002-12-15,37,2178,"32/03, 81/03",NA
16180,2003-06-20,23,5355,396/03,2
16151,2002-11-13,19,5416,546/02,1
16073,2002-12-12,43,3696,586/02,2
16146,2002-12-05,45,3697,560/02,2
16147,2002-12-09,23,3697,59/03,2
16145,2002-11-26,73,3697,249/03,NA
16167,2002-09-25,17,2045,68/03,NA
16140,2002-11-22,72,3697,"533/02, 541/02",NA
16191,2004-06-09,23,2195,359/04,1
16160,2004-05-05,13,2125,"600/03, 387/025",2
16215,2008-09-16,42,1112,639/08,NA
16230,2008-07-21,45,571,640/08,NA
16161,2004-06-02,40,2125,NA,NA
16157,2003-07-31,45,2125,404/03,2
16158,2003-09-02,23,2125,"462/03, 514/03",2
16155,2003-03-20,44,2125,127/03,NA
16159,2004-04-22,37,2125,"143/04, 170/04, 167/04, 171/04, 528/03",NA
16131,2002-12-02,72,2173,559/02,NA
16132,2002-12-06,17,2173,588/02,NA
16137,2002-12-20,40,2173,33/03,NA
16128,2003-06-17,31,2563,"356/03, 378/03",2
16127,2003-06-10,49,2563,271/03,2
16129,2003-06-17,37,2563,378/03,NA
16174,2003-10-02,40,2045,530/03,NA
16173,2003-09-02,23,2045,514/03,2
16187,2003-12-16,19,2195,34/04,2
16189,2004-05-26,21,2195,655/04,NA
16190,2004-06-04,45,2195,244/04,1
34987,2011-04-11,47,5846,182/11,1
16273,2003-10-08,44,3016,524/03,NA
16274,NA,21,3016,NA,NA
16275,2004-04-12,45,3016,129/04,NA
16277,2004-06-18,58,3016,316/04,NA
16278,2004-09-16,58,3016,737/04,NA
16279,2004-12-13,69,3016,NA,NA
16280,NA,36,3016,NA,NA
16283,2003-05-19,42,2259,207/03,NA
16284,2003-05-28,17,2259,NA,NA
16286,2003-06-20,19,2259,396/03,NA
16287,2003-10-30,44,2259,590/03,NA
16289,2003-11-20,45,2259,632/03,NA
16291,2003-12-26,40,2259,07/04,NA
16219,2008-09-16,37,557,"639/08, 642/08",NA
16218,2008-09-09,58,408,"639/08, 642/08",NA
16297,2004-06-10,45,3000,263/04,NA
16300,2004-06-18,63,3000,"396/04, 402/04",NA
16301,2004-08-10,58,3000,430/04,NA
16302,2004-09-23,40,3000,586/04,NA
16303,2004-05-28,45,2263,228/04,NA
16308,2008-09-19,15,75,NA,NA
16309,2008-09-23,15,1351,NA,NA
16310,2008-09-23,15,1352,NA,NA
16317,2003-10-15,47,2582,550/03,NA
35594,2011-04-26,42,6035,208/11,NA
16320,2003-11-25,29,2582,645/03,NA
16321,2003-12-02,49,2582,645/03,NA
16322,2003-12-10,31,2582,NA,NA
35596,2010-06-20,70,1079,NA,2
16325,2003-12-18,41,2582,694/03,NA
16327,2002-11-12,43,2145,482/02,NA
16328,2003-04-22,19,2145,188/03,NA
33899,2000-09-20,73,4622,267/01,NA
16330,2004-06-20,70,2145,NA,NA
16331,2002-11-27,43,2128,558/02,NA
35592,2011-04-27,56,6171,206/11,2
19161,2005-04-08,56,3129,147/05,NA
16332,2003-04-22,19,2128,"175/03, 188/03",NA
16333,2003-06-11,44,2128,271/03,NA
16334,2003-06-10,21,2128,289/03,NA
16335,2003-06-13,45,2128,289/03,NA
16336,2003-06-20,23,2128,"313/03, 396/03",NA
16324,2003-12-15,63,2582,"33/04, 05/04",NA
16185,2003-05-14,17,2195,"683/03, 95/04",NA
16276,2004-06-01,23,3016,357/04,NA
16304,2004-06-08,23,2263,358/04,NA
16298,2004-06-17,23,3000,362/04,NA
16261,2004-06-17,23,2243,362/04,NA
16337,2003-06-20,60,2128,396/03,NA
16338,2004-07-07,40,2128,424/04,NA
16379,2003-06-20,70,3698,NA,2
16340,2003-05-20,44,5272,213/03,NA
16341,2003-05-21,21,5272,495/03,NA
16380,2002-12-04,17,2050,159/03,NA
16352,2003-10-02,40,2072,530/03,NA
16344,2003-07-10,40,5272,419/03,NA
16351,2003-09-02,23,2072,514/03,2
16307,2004-08-17,77,2263,445/04,NA
30158,2007-07-31,78,3483,366/07,NA
16154,2002-11-13,19,2125,"524/03, 546/03",1
16266,2003-05-05,72,2244,"182/03, 247/03",NA
16272,2003-07-08,40,2244,377/03,NA
16136,2002-12-17,23,2173,81/03,2
16134,2002-12-16,19,2173,44/03,1
16135,2002-12-14,45,2173,590/02,2
16143,2002-12-05,19,3697,570/02,1
16142,2002-11-29,43,3697,"553/02, 562/02",1
16355,2003-04-22,19,2127,188/03,NA
16356,2003-05-23,44,2127,"219/03, 354/03",NA
16358,2002-11-18,45,2127,511/03,NA
16359,2003-10-07,23,2127,562/03,NA
16360,2003-12-03,60,2127,"646/03, 647/03",NA
16232,2008-09-18,56,1556,644/08,NA
16234,2008-09-18,56,1339,644/08,NA
16236,2008-09-18,56,1341,644/08,NA
16235,2008-09-18,56,1340,644/08,NA
16226,2008-09-17,56,1349,640/08,NA
16233,2008-09-18,56,4,644/08,NA
16214,2008-09-16,56,1346,639/08,NA
16212,2008-09-12,56,1345,639/08,NA
16362,2008-09-17,42,1094,655/08,NA
16311,2008-09-16,45,806,642/08,NA
12575,2007-12-13,23,137,"679/07, 61/08",NA
10546,2007-05-07,42,489,163/07,NA
16350,2003-06-09,45,2072,333/03,2
16349,2003-06-04,21,2072,498/03,NA
16348,2003-05-26,44,2072,228/03,NA
16339,2003-04-22,19,5272,188/03,1
16343,2003-06-18,23,5272,394/03,2
16342,2003-06-10,45,5272,265/03,2
16346,2002-12-16,43,2072,590/02,1
35597,2010-06-20,70,1076,NA,1
16409,2002-11-27,42,2130,545/02,NA
16410,2002-12-04,17,2130,NA,NA
16365,2008-09-23,37,810,"666/08, 667/08, 673/08",NA
16223,2008-09-16,15,1348,NA,NA
16411,2003-03-28,43,2130,140/03,NA
16412,2003-05-21,19,2130,282/03,NA
16413,2003-06-06,44,2130,244/03,NA
16415,2003-11-26,45,2130,651/03,NA
16416,2003-12-15,23,2130,33/04,NA
16417,2003-12-30,40,2130,19/04,NA
16439,2008-11-18,19,1113,111/09,NA
35598,2010-06-22,70,1090,NA,NA
35599,2010-06-20,70,1119,NA,NA
35600,2010-06-20,70,1149,NA,NA
16443,2003-06-10,44,5291,"273/03, 279/03",NA
16444,2003-06-11,21,5291,500/03,NA
16468,2004-01-02,40,2054,21/04,NA
9017,2005-10-04,32,3647,NA,NA
34970,2001-06-11,45,5463,285/01,2
16454,2004-06-04,40,2052,357/04,NA
16445,2004-06-20,70,5291,NA,2
16477,2003-12-30,40,2064,20/04,NA
16475,2003-12-17,37,2064,"685/03, 686/03",NA
16461,2003-12-29,40,2188,19/04,NA
16482,2003-11-20,43,2065,603/03,1
16456,2003-05-28,19,2188,284/03,1
16455,2003-04-22,43,2188,175/03,1
16460,2003-12-10,23,2188,37/04,2
16459,2003-12-05,45,2188,651/03,2
16458,2003-09-17,21,2188,182/04,NA
16457,2003-08-28,44,2188,444/03,NA
16483,2003-05-28,19,2065,284/03,1
16479,2002-10-28,56,2065,447/02,1
16478,2002-10-22,15,2065,NA,1
16487,2004-06-20,70,2065,NA,2
16481,2002-11-13,17,2065,144/03,NA
16389,2002-12-10,17,2189,132/03,NA
16395,2003-12-15,23,2189,33/04,2
16394,2003-12-05,45,2189,"651/03, 668/03",2
16408,2003-12-30,40,2046,19/04,NA
16392,2003-09-09,44,2189,463/03,NA
16407,2003-12-10,23,2046,37/04,2
16406,2003-12-05,45,2046,651/03,2
16404,2003-09-09,44,2046,463/03,NA
16403,2003-05-21,19,2046,282/03,1
16402,2003-03-28,43,2046,140/03,1
16387,2003-11-06,40,2050,603/03,NA
16386,2003-09-30,23,2050,546/03,2
16385,2003-09-22,45,2050,479/03,2
16384,2003-06-11,21,2050,500/03,NA
16383,2003-06-10,44,2050,265/03,NA
16382,2003-04-22,19,2050,188/03,1
16453,2004-03-30,23,2052,208/04,NA
16491,2003-11-12,32,2179,52/04,NA
16452,2004-02-20,45,2052,38/04,2
16451,2003-12-16,21,2052,187/04,NA
16450,2003-12-02,44,2052,646/03,NA
16462,2003-04-21,43,2054,175/03,1
16449,2003-05-28,19,2052,284/03,1
16447,2002-09-25,17,2052,68/03,NA
16476,2003-12-19,63,2064,"35/04, 06/04",NA
16414,2003-08-20,21,2130,180/04,NA
16357,2003-09-17,21,2127,182/04,NA
16464,2003-08-13,44,2054,422/03,NA
16463,2003-05-28,19,2054,284/03,1
16467,2003-12-10,23,2054,37/04,2
16466,2003-09-24,45,2054,594/03,2
16448,2002-12-09,43,2052,573/02,1
16388,2002-11-06,42,2189,563/02,NA
16441,2002-12-05,43,5291,562/02,1
16465,2003-09-17,21,2054,182/04,NA
16437,2004-06-20,70,2408,NA,NA
16436,2003-08-22,44,2408,422/03,NA
16435,2003-05-28,19,2408,284/03,1
16432,2002-11-27,42,2408,545/02,NA
16426,2003-08-14,44,2060,420/03,NA
16425,2003-05-28,19,2060,284/03,NA
16424,2003-03-28,43,2060,140/03,1
16430,2004-01-02,40,2060,21/04,NA
16429,2003-12-15,23,2060,33/04,2
16428,2003-10-16,45,2060,594/03,2
16427,2003-09-17,21,2060,182/04,NA
16499,2003-12-15,23,2071,33/04,2
16498,2003-12-11,45,2071,673/03,2
16368,2008-09-17,42,1303,656/08,NA
16363,2008-11-19,43,1094,831/08,NA
16438,2008-12-15,23,1220,"962/08, 158/09",NA
16220,2008-09-16,37,808,"639/08, 642/08",NA
16496,2003-09-26,44,2071,490/03,NA
16500,2003-12-17,37,2071,"685/03, 687/03",NA
35602,2010-06-20,70,1249,NA,NA
16505,2008-09-24,34,1065,NA,NA
16506,2008-09-24,15,1353,NA,NA
16507,2008-09-24,15,1557,NA,NA
16508,2008-09-24,15,1354,NA,NA
16509,2008-09-24,15,1355,NA,NA
16510,2008-09-24,15,1356,NA,NA
13840,2008-04-29,63,137,"293/08, 404/08",NA
16516,2008-09-25,15,1359,NA,NA
16535,2003-02-19,43,2152,125/03,NA
16536,2003-05-28,19,2152,284/03,NA
16537,2003-11-07,44,2152,575/03,NA
16538,2003-12-03,32,2152,45/03,NA
16556,2002-06-05,17,5454,NA,NA
16152,2004-06-20,70,5416,NA,NA
37899,2011-08-11,56,6317,591/11,NA
16149,2002-05-28,17,5416,438/02,NA
37900,2002-06-05,34,5206,NA,NA
37901,2011-08-10,15,6318,NA,2
37902,2011-08-11,56,6318,592/11,NA
16581,2002-09-13,43,5236,381/02,1
35603,2010-06-20,70,1241,NA,NA
16582,2003-06-10,19,5236,296/03,1
34971,2001-06-14,23,5463,343/01,2
34988,2011-04-11,56,6159,175/11,2
16583,2004-06-20,70,5236,NA,NA
35604,2010-06-20,70,1239,NA,NA
16557,2002-06-14,43,5454,227/02,1
37919,2011-08-11,56,6320,"594/11, 609/11",NA
16558,2003-05-20,19,5454,281/03,1
16627,2004-06-20,70,2089,NA,NA
16549,2004-06-20,70,2158,NA,NA
16616,2004-06-04,40,2202,357/04,NA
16610,2003-04-14,43,2202,161/03,1
16615,2004-03-30,23,2202,208/04,2
16614,2004-02-20,45,2202,38/04,2
16613,2003-11-18,21,2202,184/04,NA
16600,2003-11-13,40,2203,603/03,NA
16599,2003-10-07,23,2203,562/03,2
16598,2003-10-02,45,2203,511/03,2
16617,2002-10-08,42,2029,424/02,NA
16597,2003-09-17,21,2203,182/04,NA
16618,2002-10-22,17,2029,482/02,NA
16622,2004-06-20,70,2029,NA,NA
16620,2003-06-10,19,2029,296/03,1
16585,2002-09-25,17,2048,68/03,NA
16592,2004-01-19,40,2048,29/04,NA
16591,2003-12-10,23,2048,37/04,2
16590,2003-12-05,45,2048,651/03,2
16589,2003-10-01,21,2048,183/04,NA
16587,2003-06-10,19,2048,296/03,2
16586,2003-05-21,43,2048,212/03,1
16602,2002-10-22,17,2049,70/03,NA
16601,2002-10-02,42,2049,428/02,NA
16609,2004-06-04,40,2049,357/04,NA
16608,2004-03-30,23,2049,208/04,2
16607,2004-02-20,45,2049,38/04,2
16606,2003-10-01,21,2049,183/04,NA
16605,2003-09-17,44,2049,476/03,NA
16543,2004-07-06,58,2840,441/04,NA
16545,2005-09-29,40,2840,714/05,NA
16544,2004-08-24,58,2840,558/04,1
30777,2010-12-07,63,5668,"76/11, 88/11",NA
16629,2002-12-10,17,2197,159/03,NA
16566,2004-01-02,40,2056,20/04,NA
16565,2003-12-15,23,2056,33/04,2
16564,2003-11-14,45,2056,594/03,2
16563,2003-10-01,21,2056,183/04,NA
16562,2003-09-12,44,2056,469/03,NA
16550,2003-12-15,23,2273,33/04,2
16551,2004-05-05,37,2273,"191/04, 217/04",NA
16555,2004-12-30,40,2273,NA,NA
35601,2010-07-27,40,1123,720/12,NA
16542,2004-06-18,13,2840,402/04,2
16628,2002-12-05,42,2197,573/02,NA
37903,2011-06-30,76,1765,593/11,NA
16552,2004-06-09,13,2273,391/04,2
16502,2004-01-02,40,2071,21/04,NA
16501,2003-12-19,63,2071,"06/04, 35/04",NA
16646,2002-11-19,17,2129,NA,NA
16647,2003-03-10,43,2129,95/03,NA
16648,2003-06-19,19,2129,328/03,NA
16649,2003-08-19,44,2129,408/03,NA
16650,2003-11-11,32,2129,695/03,NA
16664,2002-12-02,42,2099,558/02,NA
16665,2003-04-23,17,2099,NA,NA
16666,2003-05-29,43,2099,230/03,NA
16667,2003-06-19,19,2099,328/03,NA
16668,2003-11-14,44,2099,"594/03, 601/03",NA
16528,2008-09-16,44,1024,650/08,NA
16533,2008-09-24,42,1257,660/08,NA
16521,2008-09-15,42,1251,648/08,NA
16524,2008-09-17,42,1124,649/08,NA
16519,2008-09-15,42,1128,667/08,NA
16522,2008-09-19,42,1130,648/08,NA
16532,2008-09-17,42,1069,"660/08, 711/08",NA
16527,2008-09-23,44,1226,650/08,NA
16518,2008-09-16,44,560,667/08,NA
16669,2003-11-26,32,2099,695/03,NA
16711,2004-05-04,44,2126,164/04,NA
35605,2010-06-20,70,1173,NA,NA
16713,2004-06-04,45,2126,243/04,NA
16714,2004-06-20,70,2126,NA,NA
37906,2001-08-04,68,5224,NA,NA
16717,2002-11-21,42,3700,531/02,NA
16653,2003-10-10,32,2185,NA,NA
35606,2010-06-20,70,1174,NA,NA
10542,2006-09-20,56,364,379/06,NA
35607,2010-06-20,70,1266,NA,NA
16765,2005-11-09,23,2874,NA,NA
35608,2010-06-20,70,1282,NA,NA
16652,2003-10-02,44,2185,511/03,NA
16747,2003-05-30,32,2143,NA,NA
16746,2003-05-29,42,2143,237/03,NA
16745,2003-03-27,32,2142,NA,1
16749,2002-12-12,34,2144,NA,NA
16734,2002-10-04,56,2140,415/02,1
16732,2002-11-22,42,2727,545/02,NA
16735,2003-06-20,70,2140,NA,NA
16737,2002-10-04,56,3702,415/02,1
16738,2003-06-20,70,3702,NA,NA
16719,2002-11-22,42,2134,535/02,NA
16724,2003-05-12,42,2135,195/03,NA
16721,2003-05-29,43,2134,229/03,1
16720,2002-12-12,17,2134,461/03,NA
16726,2002-09-30,56,2136,404/02,1
16709,2002-09-17,56,2120,386/02,1
16727,2002-12-12,34,2136,NA,NA
16710,2002-09-18,68,2120,NA,NA
16708,2002-09-14,68,2725,NA,NA
16705,2002-11-09,32,2100,NA,NA
16706,2002-12-12,34,2724,NA,NA
16704,2002-11-08,42,2100,482/02,NA
16700,2003-04-25,42,2098,175/03,NA
16701,2003-04-26,32,2098,NA,NA
16703,2003-06-20,70,2107,NA,NA
16702,2002-10-18,42,2107,531/02,NA
16672,2002-08-18,56,2043,325/02,1
16695,2002-08-23,56,3699,350/02,1
16675,2003-06-20,32,2044,432/03,NA
16692,2003-01-21,42,2256,51/03,NA
16698,2003-05-02,42,3699,190/03,NA
16699,2003-06-20,34,3699,NA,NA
16696,2003-03-18,42,3699,131/03,NA
16687,2003-06-20,70,2061,NA,NA
16686,2003-04-01,42,2061,147/03,NA
16688,2002-08-20,56,2074,345/02,1
16690,2002-08-20,56,2075,345/02,1
16689,2002-12-12,34,2074,NA,NA
16683,2002-08-20,56,2073,345/02,1
16681,2002-09-06,34,2040,NA,NA
16680,2002-09-05,42,2040,"415/02, 438/02",NA
16670,2002-08-12,56,2041,325/02,1
16671,2003-06-20,70,2041,NA,NA
16739,2002-10-04,56,2141,415/02,1
16741,2003-04-26,32,2141,NA,NA
16740,2003-04-25,42,2141,180/03,NA
16682,2002-08-13,68,2674,NA,NA
16676,2002-08-12,56,2038,324/02,1
16678,2003-03-21,42,2039,131/03,NA
16677,2003-06-20,70,2038,NA,NA
16722,2003-09-16,19,2134,"532/03, 533/03",1
16723,2004-06-20,70,2134,NA,1
16631,2003-06-20,19,2197,329/03,1
16645,2004-01-02,40,2047,21/04,NA
16630,2003-06-16,43,2197,293/03,1
16636,2004-06-16,37,2197,"283/04, 285/04",NA
16634,2004-03-25,45,2197,90/04,2
16742,2002-12-03,42,2142,563/02,NA
16748,2002-12-05,42,2144,563/02,NA
16633,2003-12-02,21,2197,186/04,NA
16632,2003-11-19,44,2197,601/03,NA
16673,2002-12-12,68,2043,NA,NA
16674,2003-03-11,42,2044,131/03,NA
16663,2004-07-07,40,2191,424/04,NA
16660,2004-04-20,23,2191,295/04,2
16659,2004-03-26,45,2191,103/04,2
16693,2003-03-16,32,2256,197/03,NA
34973,2001-10-09,47,5463,522/01,1
35609,2010-06-20,70,1284,NA,NA
16764,2005-11-01,44,2874,753/05,NA
16766,2005-12-13,45,2874,901/05,NA
16767,2005-12-15,23,2874,NA,NA
16768,2004-07-21,40,2874,424/04,NA
16818,2003-12-30,40,2190,19/04,NA
30159,2010-09-14,34,5906,NA,1
35610,2010-06-20,70,1303,NA,NA
37911,2001-06-20,70,5009,NA,NA
16838,2003-07-10,40,5427,377/03,NA
16840,2008-09-23,15,87,NA,NA
16843,2008-09-25,15,1361,NA,NA
16846,2008-09-29,15,1362,NA,NA
35612,2010-06-20,70,1315,NA,NA
34975,2001-12-07,49,5463,630/01,2
9023,2006-06-21,70,3386,NA,NA
16858,2004-05-14,44,2998,200/04,NA
16856,2008-09-10,42,1046,643/08,NA
16860,2004-06-04,45,2998,248/04,NA
16866,2004-08-31,40,2998,529/04,NA
16867,2004-06-07,44,2604,254/04,NA
35613,2010-06-20,70,1327,NA,NA
16869,2004-06-15,45,2604,288/04,NA
16870,2004-08-24,23,2604,"527/04, 845/04",NA
16871,2004-12-10,37,2604,"806/04, 808/04",NA
30779,2010-12-07,23,5700,"1116/10, 76/11",1
16873,2005-01-14,40,2604,NA,NA
16874,2004-10-26,43,3026,658/04,NA
37912,2001-11-09,15,6319,NA,2
16872,2004-12-14,13,2604,18/05,NA
16879,2003-09-04,42,2351,"464/03, 643/03",NA
16881,2004-06-08,42,2339,262/04,NA
16882,2004-06-17,34,2339,NA,NA
35615,2010-06-20,70,1342,NA,NA
16828,2002-12-05,15,2299,NA,1
16822,2002-12-16,34,2184,NA,NA
16827,2003-06-20,70,2187,NA,NA
16821,2002-12-02,56,2184,558/02,1
16826,2003-06-18,42,2187,295/03,NA
16817,2003-12-15,23,2190,33/04,2
16809,2002-11-18,56,2603,510/02,1
16813,2004-06-01,32,2194,357/04,1
16807,2002-11-19,68,3165,NA,NA
16797,2002-11-14,56,2215,498/02,1
16796,2003-03-22,32,2214,NA,NA
16806,2003-06-20,70,2217,NA,NA
16798,2002-12-12,34,2215,NA,NA
16803,2002-11-14,56,3704,498/02,1
16799,2002-11-14,56,2216,498/02,1
16804,2003-05-02,42,3704,180/03,NA
16800,2003-06-10,42,2216,293/03,NA
16801,2003-06-20,70,2216,NA,NA
16810,2002-12-12,34,2603,NA,NA
16789,2002-11-12,56,2175,483/02,1
16786,2002-11-06,56,3167,473/02,1
6996,2005-08-02,15,3386,NA,NA
16788,2003-06-20,70,3167,NA,NA
16777,2002-10-28,56,2207,447/02,1
16784,2002-12-14,32,2172,NA,NA
16778,2003-06-20,70,2207,NA,NA
16794,2002-12-12,32,2193,113/02,NA
16782,2003-06-10,32,3166,423/03,NA
16779,2003-03-10,42,2208,131/03,NA
16811,2003-06-12,17,2194,432/03,NA
16775,2002-10-28,56,2206,447/02,1
16790,2002-12-12,34,2175,NA,NA
16792,2003-06-20,70,2176,NA,NA
16791,2003-04-22,42,2176,175/03,NA
16769,2002-10-28,56,2204,446/02,1
16774,2004-06-20,70,2205,NA,NA
16763,2004-06-09,23,2874,391/04,2
16758,2003-06-20,70,2219,NA,NA
16754,2002-10-11,56,2151,428/02,1
16755,2002-11-12,68,2151,NA,NA
16751,2002-10-07,56,3703,419/02,1
16752,2003-05-26,42,3703,223/03,NA
37910,2011-07-26,19,6119,"593/11, 733/11",2
37907,2011-07-26,19,5971,"593/11,733/11",2
37908,2011-07-26,19,5987,"593/11, 733/11",2
37909,2011-07-26,19,6092,"593/11,711/33",2
16776,2002-10-29,68,2206,NA,NA
16759,2002-12-12,34,2201,NA,NA
16770,2003-06-20,70,2204,NA,NA
16773,2003-12-17,44,2205,685/03,NA
16638,2005-07-27,40,2197,424/04,NA
16793,2002-12-04,42,2193,570/02,NA
16825,2002-12-05,56,2187,564/02,1
16772,2003-09-30,19,2205,552/03,1
16780,2003-06-20,70,2208,NA,NA
16781,2003-06-09,42,3166,259/03,NA
16816,2003-12-05,45,2190,651/03,2
16820,2002-12-16,34,2183,NA,NA
16819,2002-12-02,56,2183,558/02,1
16829,2003-05-21,42,2299,218/03,NA
16883,2003-07-23,56,3173,341/03,NA
16885,2004-05-11,15,2508,NA,NA
