id,fecha,estado_proyecto_ley_id,proyecto_ley_id,gaceta_texto,corporacion_id
37241,2011-06-20,70,5856,NA,NA
37242,2011-06-20,70,5878,NA,NA
20,1998-07-22,56,3901,125/98,NA
37243,2011-06-20,70,5880,NA,NA
37244,2011-06-20,70,5891,NA,NA
35302,2001-05-08,15,5081,NA,1
35303,2001-05-10,56,5081,189/01,1
37245,2011-06-20,70,5896,NA,NA
35305,2001-05-08,15,5082,NA,1
35306,2001-05-10,56,5082,189/01,1
37246,2011-06-20,70,5914,NA,NA
3426,2001-05-30,56,5105,254/01,2
35308,2001-05-25,15,5105,NA,2
37247,2011-06-20,70,5915,NA,NA
35309,2002-06-11,43,5105,218/02,2
35310,2002-06-20,70,5105,NA,2
37248,2011-06-20,70,5917,NA,NA
35312,2001-04-24,37,4786,"190/01, 287/01",NA
35313,2001-05-11,12,4786,190/01,1
35314,2001-04-25,13,4786,287/01,2
35315,2001-04-19,37,4573,190/01,NA
35316,2001-05-11,12,4573,190/01,1
35317,2001-04-23,43,4626,141/01,1
53,1998-08-27,56,3950,164/98,NA
55,1998-09-04,56,3952,169/98,NA
56,1998-09-04,56,3953,169/98,NA
57,1998-09-11,56,3956,180/98,NA
59,1998-09-11,56,3960,180/98,NA
65,1998-09-17,56,3962,185/98,NA
102,1998-11-25,56,4020,296/98,NA
138,1998-08-27,56,4085,163/98,NA
139,1998-08-31,56,4088,166/98,NA
140,1998-09-02,56,4089,168/98,NA
141,1998-09-09,56,4091,178/98,NA
37211,2011-06-20,70,5957,NA,NA
145,1998-09-17,56,4094,183/98,NA
19,1998-07-22,56,3899,125/98,1
21,1998-07-22,56,3902,125/98,1
23,1998-07-22,56,3905,126/98,1
24,1998-07-22,56,3906,126/98,1
25,1998-07-22,56,3907,126/98,1
29,1998-07-27,56,3912,127/98,1
27,1998-07-27,56,3910,127/98,1
33,1998-07-31,56,3914,130/98,1
30,1998-07-31,56,3913,130/98,1
37249,2011-06-20,70,5962,NA,NA
131,1998-07-29,15,4077,NA,2
35,1998-08-04,56,3917,135/98,1
76,1998-09-28,56,3979,196/98,1
77,1998-09-28,56,3980,196/98,1
78,1998-09-28,56,3982,196/98,1
147,1998-09-30,56,4096,198/98,2
40,1998-08-05,56,3926,137/98,1
148,1998-09-30,56,4097,198/98,2
79,1998-10-01,56,3983,203/98,1
84,1998-10-01,56,3985,203/98,1
149,1998-10-02,56,4098,204/98,2
150,1998-10-06,56,4099,211/98,2
86,1998-10-21,56,3994,220/98,1
87,1998-10-21,56,3995,220/98,1
89,1998-10-21,56,3996,220/98,1
90,1998-10-21,56,3997,220/98,1
91,1998-10-21,56,3998,220/98,1
41,1998-08-06,56,3930,142/98,1
42,1998-08-06,56,3931,142/98,1
43,1998-08-10,56,3932,143/98,1
45,1998-08-10,56,3935,143/98,1
44,1998-08-10,56,3934,143/98,1
132,1998-08-06,15,4079,NA,2
133,1998-08-11,15,4080,NA,2
46,1998-08-13,56,3937,150/98,1
49,1998-08-13,56,3942,150/98,1
52,1998-08-18,56,3947,151/98,1
51,1998-08-13,56,3945,150/98,1
134,1998-08-20,56,4081,155/98,2
135,1998-08-20,56,4082,155/98,2
54,1998-08-27,56,3951,164/98,1
67,1998-09-18,56,3966,186/98,1
37250,2011-06-20,70,5974,NA,NA
75,1998-09-21,56,3978,190/98,1
71,1999-06-01,42,3978,107/99,NA
37251,2011-06-20,70,6021,NA,NA
93,1998-10-23,56,4004,225/98,1
96,1998-11-05,56,4010,253/98,1
97,1998-11-09,56,4011,258/98,1
98,1998-11-06,56,4012,258/98,1
100,1998-11-09,56,4013,258/98,1
32,2000-06-19,23,3914,"241/00, 288/00",2
105,1998-10-15,43,4034,262/98,2
137,1998-08-25,56,4084,162/98,2
104,1998-11-27,56,4023,301/98,1
107,2001-08-16,56,4035,353/99,1
144,1998-09-17,56,4093,183/98,2
101,1998-11-20,56,4016,282/98,1
37252,2011-06-20,70,6027,NA,NA
66,1998-09-18,56,3965,186/98,1
37253,2011-06-20,70,1667,NA,NA
74,1999-11-30,45,3978,490/99,2
95,1999-12-07,23,4010,"570/98, 597/99",2
99,2000-05-30,23,4013,"185/00, 282/00",2
37254,2011-06-20,70,6158,NA,NA
35320,2001-06-18,37,4626,"332/01, 373/01",NA
35321,2001-06-19,63,4626,"332/01, 373/01",NA
35318,2001-05-02,19,4626,190/01,1
35322,2001-05-09,15,5083,NA,2
169,1998-11-23,56,4121,287/98,NA
170,1998-11-26,56,4122,299/98,NA
36883,2002-04-03,32,5362,NA,NA
85,1998-09-03,56,3988,171/98,2
69,1998-09-18,56,3970,186/98,1
142,1998-09-17,56,4092,183/98,2
70,1998-09-21,56,3972,189/98,1
106,1998-08-27,56,4034,163/98,2
136,1998-08-25,56,4083,162/98,2
35236,2002-06-20,23,5051,NA,2
173,1998-11-23,56,4125,287/98,NA
185,1998-09-04,56,4311,169/98,NA
186,1998-09-17,56,4312,184/98,NA
187,1998-09-17,56,4313,184/98,NA
189,1998-09-18,56,4316,186/98,NA
190,1998-09-18,56,4317,186/98,NA
37255,2011-06-20,70,6160,NA,NA
37256,2011-06-20,70,5751,NA,NA
37257,2011-06-20,70,6018,NA,NA
37258,2011-06-20,70,6106,NA,NA
199,1998-09-30,56,4331,197/98,2
200,1998-10-02,56,4332,204/98,2
202,1998-10-02,56,4334,204/98,2
208,1998-09-30,56,4148,204/98,2
151,1998-10-06,56,4100,211/98,2
203,1998-10-19,56,4335,217/98,2
152,1998-10-19,56,4101,217/98,2
193,1998-08-10,15,4325,149/98,2
183,1998-08-13,56,4308,150/98,1
37259,2011-06-20,70,6107,NA,NA
194,1998-08-10,15,4326,NA,2
184,1998-08-13,56,4310,150/98,1
174,1998-12-11,56,4127,335/98,2
204,1998-10-23,56,4336,222/98,2
153,1998-10-23,56,4102,222/98,2
236,1998-10-23,56,4179,222/98,2
37260,2011-06-20,70,6125,NA,NA
154,1998-10-23,56,4103,222/98,2
155,1998-10-23,56,4104,222/98,2
156,1998-10-23,56,4105,222/98,2
157,1998-10-23,56,4106,222/98,2
158,1998-10-23,56,4107,222/98,2
159,1998-10-23,56,4109,222/98,2
160,1998-10-23,56,4110,222/98,2
161,1998-10-23,56,4111,222/98,2
162,1998-10-23,56,4112,222/98,2
165,1998-10-29,56,4115,244/98,2
167,1998-11-06,56,4118,256/98,2
171,1998-11-23,56,4123,287/98,2
168,1998-11-06,56,4119,256/98,2
192,1998-11-27,56,4324,301/98,1
191,1998-09-21,56,4320,189/98,1
176,1998-12-18,56,4129,354/98,2
177,1998-12-18,56,4130,354/98,2
178,1998-12-18,56,4132,354/98,2
221,1999-02-04,56,4162,05/99,2
211,1998-09-15,56,4150,182/98,2
269,1998-11-23,56,4210,287/98,2
37261,2011-06-20,70,5855,NA,NA
213,1999-07-22,56,4156,202/99,1
217,2000-06-15,23,4160,"231/00, 287/00",2
37262,2011-06-20,70,1707,NA,NA
231,1999-08-02,56,4178,233/99,1
242,1999-08-02,56,4183,233/99,1
238,1999-08-02,56,4182,233/99,1
37263,2011-06-20,70,6057,NA,NA
222,1999-07-29,56,4164,218/99,1
223,1999-07-29,56,4165,218/99,1
224,1999-07-30,56,4168,219/99,1
228,1999-07-30,56,4171,219/99,1
244,1999-08-09,56,4187,240/99,1
246,1999-08-09,56,4189,240/99,1
247,1999-08-09,56,4191,240/99,1
248,1999-08-09,56,4193,241/99,1
249,1999-08-09,56,4194,241/99,1
257,1999-08-09,56,4198,241/99,1
259,1999-08-12,56,4200,250/99,1
261,1999-08-12,56,4201,250/99,1
263,1999-08-12,56,4202,250/99,1
270,1999-08-24,56,4212,268/99,1
264,1999-08-24,56,4206,269/99,1
267,1999-08-24,56,4208,269/99,1
273,1999-09-02,56,4225,281/99,1
280,1999-09-11,56,4238,314/99,1
225,1999-11-04,43,4171,408/99,1
37264,2011-06-20,70,5658,NA,NA
37265,2011-06-20,70,6156,NA,NA
254,1999-11-11,19,4198,"470/99, 449/99",1
275,1999-11-24,19,4233,473/99,1
277,1999-09-08,56,4233,305/99,1
239,1999-11-11,19,4183,449/99,1
265,1999-11-22,43,4208,460/99,1
37266,2011-06-20,34,6028,NA,NA
215,1999-12-16,19,4160,"566/99, 603/99",1
214,1999-12-10,43,4160,536/99,1
37268,2011-06-20,34,6116,NA,NA
232,1999-12-16,12,4179,603/99,1
281,2000-04-26,19,4244,"132/00, 140/00",1
37269,2011-06-20,70,5780,NA,NA
210,2000-06-19,23,4150,"234/00, 254/00",1
245,2000-06-19,19,4189,"234/00, 254/00",1
209,2000-06-16,45,4150,218/00,1
276,2000-06-19,37,4233,288/00,NA
37270,2011-06-20,70,5784,NA,NA
37271,2011-06-20,70,5752,NA,NA
197,1998-09-15,56,4329,182/98,2
367,2000-07-12,58,4356,266/00,NA
198,1998-09-07,56,4330,171/98,2
300,1998-10-29,56,4256,244/99,2
397,2000-06-20,70,4398,NA,NA
369,1999-02-23,56,4361,08/99,1
370,1999-02-23,56,4362,"08/99, 26/99",1
377,1999-03-18,56,4375,20/99,1
395,1999-03-19,56,4392,21/99,2
384,1999-03-23,56,4382,23/99,2
389,1999-03-26,56,4388,26/99,1
303,1998-11-23,56,4257,287/98,2
283,1999-09-24,56,4247,327/99,1
243,1999-07-30,56,4186,240/99,1
278,2001-08-16,56,4234,305/99,1
279,1999-09-11,56,4235,305/99,1
413,1999-04-23,56,4414,64/99,1
414,1999-04-23,56,4417,64/99,1
417,1999-04-28,56,4420,68/99,2
297,1999-06-02,56,4255,138/99,2
354,1999-08-27,56,4350,279/99,2
366,1999-07-23,56,4356,203/99,2
362,1999-08-02,56,4354,235/99,2
379,1999-07-28,56,4378,213/99,2
343,1999-07-30,56,4290,221/99,2
322,1999-08-09,56,4271,242/99,2
358,1999-08-10,56,4351,244/99,2
406,1999-08-17,56,4408,257/99,2
298,1999-08-18,43,4256,274/99,2
295,1999-07-27,43,4255,274/99,2
351,1999-09-07,56,4346,295/99,2
332,1999-09-09,56,4280,298/99,2
305,1999-09-30,56,4258,332/99,1
309,1999-09-29,56,4259,332/99,1
312,1999-09-30,56,4262,332/99,1
320,1999-10-11,56,4270,363/99,1
316,1999-09-30,56,4264,333/99,1
404,2000-06-14,45,4408,211/00,1
306,1999-10-04,43,4259,342/99,1
340,1999-10-05,43,4290,343/99,2
38036,2003-06-04,44,5359,280/03,NA
348,1999-10-05,56,4340,345/99,2
328,1999-10-13,56,4277,374/99,1
37273,2011-06-20,70,1679,NA,NA
329,1999-10-13,56,4278,374/99,1
319,1999-10-07,56,4268,358/99,1
37274,2011-06-20,70,1873,NA,NA
333,1999-10-20,56,4281,381/99,1
334,1999-10-21,56,4283,383/99,1
335,1999-10-12,19,4285,"384/99, 580/99",2
311,1999-09-14,56,4260,322/99,2
344,1999-11-05,56,4297,412/99,1
346,1999-11-05,56,4299,412/99,1
349,1999-11-09,56,4345,417/99,1
409,2000-11-21,23,4413,15/01,2
364,1999-11-03,19,4356,"431/99, 586/99",2
360,1999-11-03,19,4354,"431/99, 586/99",2
356,1999-11-03,19,4351,"431/99, 586/99",2
376,1999-10-27,56,4374,392/99,2
353,1999-11-12,56,4348,436/99,1
287,1999-10-25,43,4249,397/99,1
338,1999-10-29,56,4286,400/99,1
368,1999-11-17,56,4360,442/99,1
372,1999-11-18,56,4363,447/99,1
37275,2011-06-20,70,1782,NA,NA
37276,2011-06-20,70,6152,NA,NA
396,1999-12-03,56,4396,508/99,1
398,1999-12-03,56,4400,508/99,1
399,1999-12-03,56,4403,508/99,1
407,1999-12-04,56,4410,"513/99, 555/99",1
385,1999-12-01,56,4385,498/99,1
386,1999-12-01,56,4386,498/99,1
37277,2011-06-20,70,6200,NA,NA
412,1999-12-10,45,4414,534/99,2
326,1999-12-07,23,4273,"537/99, 597/99",2
289,1999-09-26,56,4249,320/99,1
37278,2011-06-20,70,6025,NA,NA
410,1999-12-13,56,4413,545/99,1
325,1999-12-13,19,4273,551/99,1
331,1999-12-15,45,4280,552/99,1
37279,2011-06-20,70,6184,NA,NA
347,1999-12-17,23,4340,"577/99, 602/99",2
361,2001-06-06,21,4354,NA,NA
37280,2011-06-20,70,1789,NA,NA
323,1999-08-05,56,4272,242/99,2
37281,2011-06-20,70,1814,NA,NA
290,1999-09-25,56,4251,329/99,1
394,1999-09-22,56,4391,328/99,2
502,2001-06-13,21,4546,561/01,NA
336,2000-06-09,45,4285,198/00,1
365,2000-06-19,23,4356,"234/00, 254/00",1
37284,2011-06-20,70,1851,NA,NA
37285,2010-10-10,68,5808,NA,NA
405,2000-06-20,23,4408,"256/00, 259/00",1
37286,2010-08-04,15,5808,NA,1
37287,2011-06-20,70,5902,NA,NA
286,1999-09-24,56,4248,327/99,1
371,2000-09-08,45,4363,359/00,2
35250,2001-04-25,15,6166,NA,1
37288,2011-06-20,70,6048,NA,NA
444,1999-05-21,56,4441,106/99,NA
448,1999-05-20,56,4445,120/99,NA
37272,2011-06-20,70,5829,NA,NA
485,1999-02-24,56,4515,"09/99, 14/99",2
401,1999-12-01,56,4407,500/99,1
419,1999-04-23,56,4421,64/99,1
422,1999-04-23,56,4424,64/99,1
428,1999-04-23,56,4429,64/99,1
429,1999-04-23,56,4431,64/99,1
500,1999-04-28,56,4543,68/99,2
496,1999-04-14,56,4538,47/99,2
497,1999-04-14,56,4539,47/99,2
499,1999-04-14,56,4541,97/99,2
531,1999-09-25,56,4899,305/99,1
532,1999-10-01,56,4900,329/99,1
441,1999-05-19,56,4440,100/99,1
509,1999-05-07,56,4553,97/99,2
511,1999-05-14,56,4555,105/99,2
512,1999-05-14,56,4556,105/99,2
514,2000-01-29,56,4558,04/00,2
493,1999-03-26,56,4533,36/99,2
494,1999-04-13,56,4535,47/99,2
495,1999-04-14,56,4537,47/99,2
359,2001-06-20,23,4354,341/01,1
501,1999-04-28,56,4544,68/99,2
504,1999-04-28,56,4547,68/99,2
506,1999-04-29,56,4550,72/99,2
436,1999-05-04,56,4435,76/99,1
507,1999-05-05,56,4551,78/99,2
508,1999-05-05,56,4552,78/99,2
437,1999-05-12,56,4436,90/99,1
449,1999-05-27,56,4446,127/99,1
442,1999-05-28,43,4441,128/99,1
515,1999-05-28,56,4559,"129/99, 134/99",2
37289,2011-06-20,70,1984,NA,NA
519,1999-06-02,56,4563,138/99,2
440,1999-05-14,56,4439,100/99,1
520,1999-06-02,56,4564,138/99,2
451,1999-06-04,56,4449,140/99,1
521,1999-06-11,56,4565,158/99,2
522,1999-06-11,56,4566,158/99,2
524,1999-06-23,56,4568,176/99,2
456,1999-08-03,56,4459,235/99,2
454,1999-07-29,56,4456,217/99,2
528,1999-07-29,56,4894,218/99,1
529,1999-08-09,56,4895,240/99,1
455,1999-07-30,56,4458,221/99,2
510,1999-05-05,56,4554,105/99,2
525,1999-07-22,56,4892,202/99,1
457,1999-08-09,56,4462,242/99,2
458,1999-08-09,56,4463,242/99,2
540,1999-08-17,56,4903,255/99,2
546,1999-08-17,56,4905,255/99,2
465,1999-08-19,56,4474,264/99,2
464,1999-08-17,56,4469,255/99,2
466,1999-08-19,56,4476,264/99,2
467,1999-08-19,56,4477,264/99,2
468,1999-08-19,56,4478,264/99,2
469,1999-08-19,56,4479,264/99,2
470,1999-08-27,56,4482,279/99,2
473,1999-08-27,56,4484,279/99,2
530,2001-08-16,56,4898,281/99,1
37290,2011-06-20,70,6168,NA,NA
477,1999-10-12,56,4500,371/99,2
534,1999-10-04,56,4901,342/99,1
535,1999-10-02,56,4902,342/99,1
476,1999-10-05,56,4496,345/99,2
478,1999-10-12,56,4501,372/99,2
37291,2011-06-20,70,6169,NA,NA
479,1999-10-19,56,4502,377/99,2
480,1999-10-19,56,4503,377/99,2
537,1999-10-12,19,4903,"384/99, 580/99",2
37292,2011-06-20,70,1773,NA,NA
547,1999-11-05,56,4906,412/99,1
481,1999-10-26,56,4506,390/99,2
37293,2011-06-20,70,6177,NA,NA
482,1999-10-27,56,4507,392/99,2
483,1999-10-27,56,4508,392/99,2
487,1999-11-24,56,4517,467/99,2
549,1999-11-11,19,4907,"437/99, 588/99",2
484,1999-11-16,56,4512,439/99,2
539,1999-09-20,42,4903,295/99,NA
488,1999-11-29,56,4519,481/99,2
489,1999-12-03,56,4526,504/99,2
491,1999-12-03,56,4528,504/99,2
492,1999-12-03,56,4530,504/99,2
426,1999-12-17,56,4428,562/99,1
545,1999-12-10,45,4905,535/99,1
432,1999-12-22,56,4432,568/99,1
503,1999-12-22,56,4546,570/99,2
498,1999-12-13,56,4540,542/99,2
536,1999-12-16,23,4903,603/99,1
37294,2011-06-20,70,5647,NA,NA
445,1999-05-20,56,4443,106/99,1
37295,2011-06-20,70,6108,NA,NA
538,2000-05-12,47,4903,142/00,2
551,2000-05-23,27,4907,"174/00, 280/00",2
37296,2011-06-20,70,1904,NA,NA
37297,2011-06-20,70,1771,NA,NA
424,2000-06-14,43,4428,208/00,1
433,1999-09-26,17,4435,324/99,NA
475,1999-09-04,56,4486,288/99,2
513,1999-05-19,56,4557,108/99,2
490,2000-11-09,43,4528,440/00,2
447,2000-06-20,19,4445,NA,NA
35325,2002-05-30,45,5083,207/02,1
35327,2001-05-09,15,5084,NA,2
35328,2001-05-14,56,5084,191/01,2
35251,2001-04-27,56,6166,153/01,1
560,1999-09-08,56,4915,302/99,NA
3948,2002-06-20,37,5083,263/02,NA
37299,2011-06-20,70,5688,NA,NA
37300,2011-06-20,70,5691,NA,NA
37301,2011-06-20,70,5727,NA,NA
19120,2004-04-29,42,3042,161/04,NA
555,1999-02-26,56,4909,15/99,1
556,1999-03-26,56,4910,26/99,1
569,1999-04-29,56,4923,72/99,2
611,1999-07-28,56,4689,213/00,2
604,1999-12-14,43,4688,549/99,2
571,1999-08-02,56,4581,235/99,2
570,1999-07-30,15,4581,NA,2
559,1999-07-30,56,4914,438/99,2
638,1999-08-19,56,4741,264/99,2
594,1999-08-19,56,4667,264/99,2
593,2000-06-20,17,4667,NA,NA
603,1999-08-24,56,4687,272/99,2
618,1999-08-27,56,4693,279/99,2
598,1999-09-03,56,4675,288/99,2
608,1999-10-12,56,4688,371/99,2
554,1999-10-12,56,4908,372/99,2
565,1999-10-07,56,4920,355/99,2
583,1999-10-08,56,4645,360/00,2
568,1999-10-22,56,4922,384/99,2
563,1999-09-19,56,4918,323/99,2
564,1999-09-25,56,4919,330/99,2
561,1999-09-10,56,4916,302/99,2
562,1999-09-15,56,4917,318/99,2
600,1999-11-05,56,4686,411/99,2
552,1999-10-29,56,4907,398/99,2
573,1999-12-03,56,4584,504/99,2
597,1999-11-30,43,4675,494/99,2
37302,2011-06-20,70,5728,NA,NA
596,1999-12-06,19,4675,"596/99, 09/00",2
613,1999-12-13,19,4691,"598/99, 15/00",2
605,1999-12-16,19,4688,"601/99, 10/00",2
655,2000-02-03,56,4834,07/00,2
656,2000-02-03,56,4835,07/00,2
657,2000-02-03,56,4836,07/00,2
658,2000-02-18,56,4837,20/00,2
661,2000-04-03,56,4848,81/00,2
587,2000-04-04,56,4655,83/00,2
628,2000-03-24,56,4709,68/00,1
619,2000-03-24,56,4703,69/00,1
623,2000-03-24,56,4706,69/00,1
625,2000-03-24,56,4707,69/00,1
627,2000-03-24,56,4708,69/00,1
632,2000-04-11,56,4724,110/00,1
660,2000-03-29,56,4843,72/00,2
629,2000-03-31,56,4716,79/00,1
633,2000-04-14,56,4725,114/00,1
634,2000-04-14,56,4728,114/00,1
635,2000-05-03,56,4735,132/00,1
665,2000-04-17,56,4863,118/00,2
666,2000-04-24,56,4866,121/00,2
667,2000-05-18,56,4871,148/00,2
640,2000-05-30,56,4746,174/00,2
612,2000-05-18,45,4691,149/00,1
668,2000-05-25,56,4873,155/00,2
670,2000-06-02,56,4875,185/00,2
671,2000-06-12,56,4877,199/00,2
606,2000-06-14,45,4688,212/00,1
37303,2011-06-20,70,5804,NA,NA
607,2000-06-19,23,4688,"234/00, 254/00",1
641,2000-06-16,56,4753,221/00,1
37304,2011-06-20,70,5862,NA,NA
574,2000-07-27,56,4589,"290/00, 318/00",1
575,2000-08-01,56,4601,293/00,1
676,2000-08-18,56,4930,335/00,1
678,2000-08-18,56,4931,335/00,1
580,2000-08-18,56,4634,337/00,1
673,2000-08-03,56,4928,306/00,1
576,2000-08-03,56,4609,307/00,1
577,2000-08-03,56,4611,307/00,1
578,2000-08-10,56,4620,317/00,1
645,2000-08-14,56,4771,320/00,2
639,2000-08-23,23,4746,343/00,1
582,2000-08-22,19,4645,"351/00, 357/00",2
683,2000-09-04,56,4949,355/00,2
648,2000-09-08,56,4789,359/00,2
649,2000-09-12,56,4795,366/00,2
650,2000-09-12,56,4796,366/00,2
680,2000-09-22,56,4936,383/00,1
588,2000-09-22,56,4657,383/00,1
591,2000-09-22,56,4661,383/00,1
592,2000-09-19,19,4667,"385/00, 391/00",2
584,2000-09-14,56,4652,392/00,1
651,2000-09-18,56,4805,372/00,2
37305,2011-06-20,70,5866,NA,NA
37306,2011-06-20,70,5868,NA,NA
37307,2011-06-20,70,5981,NA,NA
684,2000-10-04,56,4954,404/00,2
37308,2011-06-20,70,6032,NA,NA
37309,2011-06-20,70,6040,NA,NA
654,2000-10-18,56,4830,424/00,2
682,2000-10-19,56,4937,426/00,1
37310,2011-06-20,70,1684,NA,NA
685,2000-10-31,56,4882,435/00,1
37311,2011-06-20,70,6066,NA,NA
37312,2011-06-20,70,6074,NA,NA
37313,2011-06-20,70,6110,NA,NA
37314,2011-06-20,70,6122,NA,NA
37315,2011-06-20,70,6131,NA,NA
37316,2011-06-20,70,6138,NA,NA
35335,2000-11-07,15,4888,NA,2
37317,2011-06-20,70,1732,NA,NA
35336,2001-11-27,45,4888,603/01,1
3215,2002-06-11,40,4888,239/02,NA
35337,2001-12-14,12,4888,189/02,1
37318,2011-06-20,70,1757,NA,NA
35338,2002-04-17,13,4888,193/02,2
33918,2001-06-20,12,4580,341/01,1
37319,2011-05-30,34,6164,NA,NA
705,2000-02-02,40,3926,27/00,NA
37036,2011-03-30,17,5954,"408/11, 511/11",NA
695,1998-11-05,43,3906,253/98,1
38037,2003-06-20,70,5359,NA,NA
16837,2003-06-10,23,5427,296/03,1
16836,2003-04-29,45,5427,190/03,1
723,1998-09-11,56,3954,180/98,NA
726,1998-09-11,56,3959,180/98,NA
700,1999-06-20,70,3913,NA,NA
16834,2003-03-04,44,5427,131/03,NA
721,1999-06-20,70,3952,NA,NA
691,1999-06-20,70,3901,NA,NA
692,1999-06-20,70,3902,NA,NA
725,1999-06-20,70,3958,NA,NA
727,1999-06-20,70,3960,NA,NA
709,1999-06-20,70,3934,NA,NA
722,1999-06-20,70,3953,NA,NA
719,1999-06-20,70,3950,NA,NA
712,1999-06-20,70,3939,NA,NA
714,1999-06-20,70,3942,NA,NA
717,1999-06-20,70,3947,NA,NA
704,1999-06-20,70,3917,NA,NA
690,1999-06-20,70,3899,NA,NA
693,1999-06-20,70,3904,NA,NA
16833,2002-12-04,19,5427,57/03,2
730,1998-09-17,56,3963,185/98,NA
731,1998-09-18,56,3964,186/98,NA
35345,2002-06-20,70,4976,NA,2
16832,2002-09-27,43,5427,413/02,2
38038,2003-06-19,63,5427,"328/03, 395/05",NA
737,2000-02-02,40,3978,27/00,NA
38039,2003-06-18,37,5427,"328/03, 395/05",NA
743,2000-02-02,40,3985,27/00,NA
16179,2003-06-13,45,5355,287/03,2
767,1999-06-20,70,4023,NA,NA
749,2000-05-15,40,3998,154/00,NA
35351,2001-05-17,45,4695,223/01,1
37149,2011-06-15,63,5905,487/11,1
35353,2001-07-30,58,4695,370/01,NA
35354,2002-06-11,69,4695,242/02,NA
757,1998-10-30,56,4008,246/98,NA
759,2000-02-02,40,4010,25/00,NA
35355,2001-06-20,37,4695,354/01,NA
763,2000-02-02,40,4016,27/00,NA
35356,2001-06-20,63,4695,"341/01, 354/01",NA
37151,2011-06-15,63,5700,487/11,1
807,1998-08-03,56,4075,133/98,2
698,1998-07-27,56,3911,127/98,1
809,1998-08-03,56,4077,133/98,2
742,1998-10-01,56,3984,203/98,1
810,1998-08-12,56,4079,149/98,2
811,1998-08-12,56,4080,149/98,2
718,1998-08-18,56,3948,151/98,1
813,1999-06-20,70,4082,NA,NA
752,1998-10-23,56,4002,225/98,1
754,1998-10-30,56,4005,246/98,1
689,1998-11-26,56,5533,299/98,2
870,1998-12-16,33,4324,NA,NA
768,1998-11-27,56,4024,303/98,1
808,1998-07-21,15,4076,NA,2
821,1999-11-30,19,4093,"541/99, 224/00",2
766,1999-06-20,70,4022,NA,NA
765,1998-11-25,56,4021,296/98,1
848,1999-06-20,70,4123,NA,NA
846,1999-06-20,70,4121,NA,NA
701,2000-06-15,45,3914,214/00,2
699,2001-06-20,70,3912,NA,NA
686,2000-12-15,23,4889,511/00,1
688,2000-12-11,56,4977,499/00,1
696,1999-06-20,70,3907,NA,NA
761,2000-06-20,70,4012,NA,NA
850,1999-06-20,70,4125,NA,NA
758,1999-06-20,70,4009,NA,NA
746,1999-06-20,70,3995,NA,NA
869,1998-12-16,33,4321,284/98,NA
751,1999-06-20,70,4001,NA,NA
740,1999-06-20,70,3982,NA,NA
744,1999-06-20,70,3988,NA,NA
911,2000-02-02,40,4183,25/99,NA
741,1999-06-20,70,3983,NA,NA
920,2000-11-09,40,4195,457/00,NA
923,1999-12-28,40,4198,02/00,NA
927,2000-02-02,40,4202,28/00,NA
739,1999-06-20,68,3980,NA,NA
734,1999-06-20,70,3968,NA,NA
735,1999-06-20,70,3970,NA,NA
944,2000-12-27,40,4225,22/01,NA
867,1998-12-16,33,4317,NA,NA
729,1999-06-20,70,3962,NA,NA
865,1998-12-16,33,4314,NA,NA
864,1998-12-16,33,4313,NA,NA
822,1999-06-20,70,4094,NA,NA
875,1998-12-16,33,4329,NA,NA
959,2000-09-04,40,4248,368/00,NA
960,1999-12-30,40,4249,02/00,NA
950,2000-06-20,70,4238,NA,NA
951,1999-09-18,56,4240,317/99,1
952,1999-09-18,56,4241,327/99,1
954,1999-09-23,56,4243,327/99,1
956,1999-09-23,56,4245,327/99,1
957,1999-09-23,56,4246,327/99,1
885,2001-06-20,70,4148,NA,NA
886,2001-06-20,70,4150,NA,NA
895,2000-06-20,70,4164,NA,NA
896,2000-06-20,70,4165,NA,NA
899,2000-06-20,70,4168,NA,NA
901,2000-06-20,70,4170,NA,NA
906,2000-06-20,70,4177,NA,NA
762,2001-06-20,70,4013,NA,NA
918,2000-06-20,70,4193,NA,NA
929,2000-06-20,70,4205,NA,NA
932,2000-06-20,70,4210,NA,NA
935,2000-06-20,70,4214,NA,NA
819,1999-06-20,70,4091,NA,NA
35352,2001-06-20,23,4695,"317/01, 341/01",1
862,1998-12-16,33,4311,NA,NA
35350,2001-08-22,15,5581,NA,1
820,2001-08-17,70,4092,NA,NA
818,1999-06-20,70,4089,NA,NA
816,1999-06-20,70,4085,NA,NA
814,1999-06-20,70,4083,NA,NA
860,1998-12-16,70,4308,219/98,NA
861,1998-12-16,33,4310,316/98,NA
37152,2011-06-15,63,1631,"487/11, 732/11",NA
753,1999-06-20,70,4004,NA,NA
37153,2011-06-15,63,5748,487/11,1
37154,2011-06-15,63,5746,487/11,1
871,1998-08-12,56,4325,149/98,2
873,1998-12-16,33,4327,NA,NA
880,1998-12-16,33,4334,NA,NA
37156,2011-06-15,63,5955,487/11,1
37159,2011-06-08,21,1843,429/11,NA
37160,2011-06-15,45,1843,429/11,2
37081,2011-06-14,37,5746,"420/11, 429/11",NA
37161,2011-06-09,45,1759,430/11,2
37150,2011-06-15,17,6179,"561/11, 596/11",NA
37162,2011-06-14,44,6002,431/11,NA
37165,2011-06-15,37,1765,"435/11, 443/11",NA
37166,2011-06-15,37,5831,"435/11, 444/11",NA
37167,2011-06-14,37,5999,"435/11, 436/11",NA
845,1999-06-20,70,4119,NA,NA
