id,created_at,updated_at,persona_id,fecha
667,2010-03-03 01:35:03.026496,2010-03-03 01:35:03.026524,2305,2000-07-01
668,2010-03-03 01:35:03.027478,2010-03-03 01:35:03.027501,2305,2001-09-01
672,2010-03-03 19:02:33.301390,2010-03-03 19:02:33.301429,1894,2009-10-02
673,2010-03-03 19:02:33.302711,2010-03-03 19:02:33.302732,1894,2007-01-01
674,2010-03-03 19:02:33.303517,2010-03-03 19:02:33.303544,1894,NA
675,2010-03-07 20:18:36.262041,2010-03-07 20:18:36.262076,1498,2003-03-15
676,2010-03-07 20:18:36.395521,2010-03-07 20:18:36.395549,1498,2008-03-01
677,2010-03-07 20:18:36.396389,2010-03-07 20:18:36.396410,1498,1998-01-09
678,2010-03-08 23:36:19.790126,2010-03-08 23:39:25.726131,2383,NA
100,2010-01-17 17:34:59.006540,2010-04-06 16:34:08.325075,484,1993-11-07
101,2010-01-17 17:34:59.017511,2010-04-06 16:34:08.333268,484,1992-08-02
102,2010-01-17 17:34:59.027093,2010-04-06 16:34:08.336713,484,1989-02-09
704,2010-04-30 15:15:00.713296,2010-04-30 15:15:00.713318,2111,2001-01-01
103,2010-01-17 17:34:59.036409,2010-04-06 16:34:08.340132,484,1995-02-10
104,2010-01-17 17:34:59.051715,2010-04-06 16:34:08.343560,484,1995-02-10
272,2010-01-17 17:35:00.919481,2010-04-06 22:05:22.264426,992,1972-01-01
189,2010-01-17 17:34:59.980872,2010-04-07 14:40:48.102640,790,1990-01-01
190,2010-01-17 17:34:59.991214,2010-04-07 14:40:48.256352,790,1986-01-01
191,2010-01-17 17:35:00.000576,2010-04-07 14:40:48.259828,790,1988-01-01
353,2010-01-17 17:35:01.672037,2010-04-08 15:59:39.829461,1222,1993-06-01
354,2010-01-17 17:35:01.681292,2010-04-08 15:59:39.840877,1222,1991-01-01
355,2010-01-17 17:35:01.690521,2010-04-08 15:59:39.845125,1222,1988-01-01
356,2010-01-17 17:35:01.700121,2010-04-08 15:59:39.849135,1222,1995-05-01
312,2010-01-17 17:35:01.241864,2010-04-08 16:29:56.890583,1192,2003-01-01
313,2010-01-17 17:35:01.251735,2010-04-08 16:29:56.894386,1192,2004-09-15
314,2010-01-17 17:35:01.261109,2010-04-08 16:29:56.897787,1192,1990-01-01
315,2010-01-17 17:35:01.271528,2010-04-08 16:29:56.901172,1192,1992-01-01
316,2010-01-17 17:35:01.281082,2010-04-08 16:29:56.904562,1192,2004-01-01
317,2010-01-17 17:35:01.300824,2010-04-08 16:29:56.908002,1192,1980-09-30
318,2010-01-17 17:35:01.311621,2010-04-08 16:29:56.911408,1192,1984-12-31
44,2010-01-17 17:34:58.509279,2010-04-08 17:54:23.244154,313,2005-12-06
46,2010-01-17 17:34:58.522301,2010-04-08 17:54:23.248955,313,2005-12-06
47,2010-01-17 17:34:58.528518,2010-04-08 17:54:23.253084,313,2005-12-06
341,2010-01-17 17:35:01.556862,2010-04-08 21:13:12.232968,1214,2006-07-20
342,2010-01-17 17:35:01.566692,2010-04-08 21:13:12.236751,1214,1981-06-01
343,2010-01-17 17:35:01.575912,2010-04-08 21:13:12.240149,1214,1985-01-01
344,2010-01-17 17:35:01.585085,2010-04-08 21:13:12.243545,1214,1990-06-01
345,2010-01-17 17:35:01.595146,2010-04-08 21:13:12.247002,1214,1985-09-01
346,2010-01-17 17:35:01.604837,2010-04-08 21:13:12.250436,1214,1985-08-01
706,2010-05-13 17:15:16.680139,2010-05-13 17:15:16.680164,847,1995-01-01
707,2010-05-13 17:15:16.817982,2010-05-13 18:09:41.889949,847,1978-01-01
708,2010-05-13 17:15:16.819327,2010-05-13 18:09:41.893419,847,1998-01-01
182,2010-01-17 17:34:59.893538,2010-05-14 16:37:38.608041,713,2000-01-01
175,2010-01-17 17:34:59.826271,2010-05-14 18:24:39.935066,686,1973-01-01
165,2010-01-17 17:34:59.725695,2010-05-19 16:05:58.407079,623,1975-01-01
167,2010-01-17 17:34:59.745034,2010-05-19 16:05:58.504408,623,1984-01-01
168,2010-01-17 17:34:59.755372,2010-05-19 16:05:58.507879,623,1974-01-01
159,2010-01-17 17:34:59.665215,2010-05-19 16:13:24.022061,601,1992-08-01
709,2010-05-19 19:33:46.579429,2010-05-19 19:33:46.579451,370,1987-01-01
710,2010-05-19 19:33:46.602634,2010-05-19 19:40:45.621730,370,1988-12-01
711,2010-05-19 19:33:46.603483,2010-05-19 19:40:45.625265,370,1989-08-24
712,2010-05-19 19:33:46.604334,2010-05-19 19:40:45.628617,370,1990-11-01
684,2010-04-20 21:01:43.351566,2010-04-20 21:01:43.351588,2039,1999-12-01
685,2010-04-20 21:01:43.352390,2010-04-20 21:01:43.352412,2039,1999-12-01
686,2010-04-20 21:01:43.353202,2010-04-20 21:01:43.353223,2039,1995-01-01
687,2010-04-20 21:01:43.354021,2010-04-20 21:01:43.354043,2039,1994-01-01
122,2010-01-17 17:34:59.241245,2010-04-23 15:08:28.230230,512,1992-01-01
326,2010-01-17 17:35:01.389133,2010-04-26 21:00:46.838910,1202,1999-09-02
688,2010-04-27 19:15:17.425517,2010-04-27 19:15:17.425540,348,1985-07-01
689,2010-04-27 19:15:17.445789,2010-04-27 19:15:17.445812,348,1982-01-01
690,2010-04-27 20:19:21.718199,2010-04-27 20:19:21.718238,2520,2004-01-01
691,2010-04-27 20:34:20.358468,2010-04-27 20:34:20.358491,2521,2004-01-01
692,2010-04-28 18:55:56.761277,2010-04-28 18:55:56.761300,2539,2008-01-01
693,2010-04-29 14:49:16.797832,2010-04-29 14:49:16.797865,118,1980-11-01
694,2010-04-29 14:49:16.821144,2010-04-29 14:49:16.821167,118,1995-03-01
695,2010-04-29 15:41:57.288068,2010-04-29 15:41:57.288118,407,1980-01-01
696,2010-04-29 15:41:57.289541,2010-04-29 15:41:57.289565,407,1979-01-01
697,2010-04-29 15:41:57.290387,2010-04-29 15:41:57.290408,407,1977-01-01
698,2010-04-29 16:47:39.451611,2010-04-29 16:47:39.451634,128,1988-01-18
699,2010-04-29 16:47:39.452816,2010-04-29 16:47:39.452837,128,1989-08-15
700,2010-04-29 16:47:39.453663,2010-04-29 16:47:39.453690,128,1990-10-01
701,2010-04-29 16:47:39.454502,2010-04-29 16:47:39.454523,128,1991-02-01
702,2010-04-29 21:19:26.019667,2010-04-29 21:19:26.019689,493,1980-01-01
703,2010-04-29 21:19:26.037684,2010-04-29 21:19:26.037706,493,1971-01-01
109,2010-01-17 17:34:59.100041,2010-04-30 16:05:35.440201,510,1990-01-01
54,2010-01-17 17:34:58.572314,2010-04-30 19:56:53.891128,346,1992-01-22
55,2010-01-17 17:34:58.578644,2010-04-30 19:56:53.910270,346,1998-04-01
56,2010-01-17 17:34:58.584777,2010-04-30 20:12:51.273944,7,1982-10-21
439,2010-01-21 21:49:48.515237,2010-05-03 18:38:35.519098,41,1992-01-01
446,2010-01-21 21:49:48.521738,2010-05-03 18:38:35.542327,41,1985-07-02
447,2010-01-21 21:49:48.522611,2010-05-03 18:38:35.545730,41,2006-07-20
451,2010-01-21 21:49:48.526025,2010-05-03 18:38:35.552338,41,1990-01-01
163,2010-01-17 17:34:59.705263,2010-05-03 20:33:54.633825,612,1992-01-10
171,2010-01-17 17:34:59.785066,2010-05-03 21:40:04.589819,289,1984-01-01
705,2010-05-04 14:56:50.534647,2010-05-04 14:56:50.534691,647,2001-08-18
94,2010-01-17 17:34:58.946817,2010-05-04 19:22:23.004876,28,1990-07-01
95,2010-01-17 17:34:58.956362,2010-05-04 19:22:23.037969,28,1993-07-06
188,2010-01-17 17:34:59.971565,2010-05-04 20:07:25.781895,756,1990-01-07
400,2010-01-17 17:35:02.177509,2010-05-06 16:39:14.562456,1276,2002-01-01
401,2010-01-17 17:35:02.186962,2010-05-06 16:39:14.566289,1276,1999-01-01
402,2010-01-17 17:35:02.206040,2010-05-06 16:39:14.569674,1276,1989-01-01
403,2010-01-17 17:35:02.216272,2010-05-06 16:39:14.573080,1276,1983-01-01
404,2010-01-17 17:35:02.225809,2010-05-06 16:39:14.576494,1276,2005-01-01
301,2010-01-17 17:35:01.134107,2010-05-10 22:05:13.470202,1091,1989-01-01
302,2010-01-17 17:35:01.142095,2010-05-10 22:05:13.493432,1091,1993-01-01
289,2010-01-17 17:35:01.047408,2010-05-19 20:30:51.882138,1055,1995-12-16
290,2010-01-17 17:35:01.053895,2010-05-19 20:30:51.885834,1055,1995-01-02
113,2010-01-17 17:34:59.138994,2010-05-19 20:46:24.094442,511,1998-07-20
114,2010-01-17 17:34:59.148399,2010-05-19 20:46:24.098224,511,2007-10-01
116,2010-01-17 17:34:59.168100,2010-05-19 20:46:24.105500,511,1998-07-20
117,2010-01-17 17:34:59.177869,2010-05-19 20:46:24.108928,511,2007-07-20
118,2010-01-17 17:34:59.187589,2010-05-19 20:46:24.112372,511,1990-01-01
83,2010-01-17 17:34:58.813462,2010-05-20 15:36:41.304964,451,1983-01-01
291,2010-01-17 17:35:01.060126,2010-05-20 22:09:28.567911,1063,1991-01-01
293,2010-01-17 17:35:01.072532,2010-05-20 22:09:28.594652,1063,1990-01-01
294,2010-01-17 17:35:01.080580,2010-05-20 22:09:28.598047,1063,1993-01-01
713,2010-05-21 15:34:48.036964,2010-05-21 15:34:48.036987,1061,1998-01-01
714,2010-05-21 15:48:11.303394,2010-05-21 15:48:11.303417,14,1992-01-01
715,2010-05-21 18:52:08.072781,2010-05-21 18:52:08.072806,329,1986-01-01
716,2010-05-21 18:52:08.146598,2010-05-21 18:52:08.146633,329,1965-01-01
470,2010-01-22 21:05:02.853309,2010-05-21 20:06:24.455701,4,1997-01-01
362,2010-01-17 17:35:01.775470,2010-05-24 21:58:00.015984,1234,2004-04-01
363,2010-01-17 17:35:01.785620,2010-05-24 21:58:00.026607,1234,1991-08-01
367,2010-01-17 17:35:01.825235,2010-05-24 21:58:00.122573,1234,1993-06-30
717,2010-05-24 22:09:03.363558,2010-05-24 22:09:03.363582,13,1992-01-01
718,2010-05-24 22:09:03.385518,2010-05-24 22:09:03.385570,13,1996-01-01
719,2010-05-25 15:33:56.074772,2010-05-25 15:33:56.074794,2600,1999-01-01
720,2010-05-25 16:19:26.398988,2010-05-25 16:19:26.399011,96,2001-01-01
721,2010-05-25 16:19:26.444584,2010-05-25 16:19:26.444609,96,2006-01-01
722,2010-05-25 18:24:15.202977,2010-05-25 18:26:53.292753,25,1986-01-01
723,2010-05-25 18:26:53.294420,2010-05-25 18:26:53.294442,25,1993-01-01
724,2010-05-25 18:26:53.295608,2010-05-25 18:26:53.295629,25,1996-01-01
409,2010-01-17 17:35:02.278095,2010-05-25 19:40:39.106442,1277,2001-01-01
725,2010-05-25 20:46:20.589892,2010-05-25 20:46:20.589915,811,1994-01-01
726,2010-06-03 19:08:16.005544,2010-06-03 19:08:16.005575,660,1978-01-01
727,2010-06-03 19:08:16.029067,2010-06-03 19:08:16.029090,660,1980-12-31
728,2010-06-03 19:08:16.029915,2010-06-03 19:08:16.029937,660,1981-12-31
729,2010-06-03 20:42:26.479833,2010-06-03 20:42:26.479857,1026,1976-01-01
730,2010-06-03 20:42:26.511297,2010-06-03 20:42:26.511319,1026,1987-01-01
731,2010-06-15 19:43:33.660700,2010-06-15 19:43:33.660740,580,1963-01-01
732,2010-06-15 20:25:20.213623,2010-06-15 20:25:20.213646,297,1999-08-01
733,2010-06-15 20:25:20.219418,2010-06-15 20:25:20.219440,297,1998-01-01
734,2010-06-15 20:34:05.400383,2010-06-15 20:34:05.400405,388,1992-01-01
735,2010-06-15 20:34:05.401650,2010-06-15 20:34:05.401672,388,1990-01-01
737,2010-06-18 20:35:23.465298,2010-06-18 20:35:23.465336,992,1982-08-08
738,2010-06-18 20:35:23.493563,2010-06-18 20:35:23.493585,992,1978-08-02
309,2010-01-17 17:35:01.208148,2010-06-21 19:36:10.570679,1182,2002-09-01
736,2010-06-15 20:45:38.356940,2014-04-23 11:01:33.156450,731,NA
311,2010-01-17 17:35:01.232417,2010-06-21 19:36:10.603837,1182,2003-07-04
739,2010-06-21 19:43:51.232708,2010-06-21 19:43:51.232736,1168,1997-01-17
740,2010-06-21 19:43:51.270054,2010-06-21 19:43:51.270077,1168,1995-01-03
741,2010-06-21 19:43:51.270900,2010-06-21 19:43:51.270921,1168,1994-08-24
742,2010-06-21 21:20:51.360747,2010-06-21 21:20:51.360776,1264,2004-02-10
743,2010-06-21 21:20:51.361914,2010-06-21 21:20:51.361936,1264,1997-01-01
744,2010-07-17 05:18:58.809575,2010-07-17 05:18:58.809598,2517,1993-05-30
745,2010-07-17 05:18:58.836750,2010-07-17 05:18:58.836772,2517,1994-01-30
746,2010-08-02 02:47:10.817138,2010-08-02 02:47:10.817165,2039,2008-03-17
748,2010-08-17 18:09:29.658641,2010-08-17 18:09:29.658667,2448,NA
749,2010-08-20 19:04:03.843699,2010-08-20 19:04:03.843738,97,NA
750,2010-09-02 20:05:07.905680,2010-09-02 20:05:07.905705,1803,2000-01-01
752,2010-09-14 18:50:36.211903,2010-09-14 18:50:36.211927,251,1993-01-01
753,2010-09-14 18:50:36.213104,2010-09-14 18:50:36.213125,251,1990-01-01
754,2010-09-14 18:50:36.213934,2010-09-14 18:50:36.213955,251,1984-01-01
755,2010-09-14 19:03:08.409731,2010-09-14 19:03:08.409755,919,1978-01-01
756,2010-09-14 19:08:57.056204,2010-09-14 19:08:57.056227,1220,1998-01-01
757,2010-09-14 19:18:47.173421,2010-09-14 19:18:47.173448,836,1982-01-01
758,2010-09-14 19:18:47.174833,2010-09-14 19:18:47.174855,836,1982-01-01
759,2010-09-14 19:18:47.175731,2010-09-14 19:18:47.175753,836,1983-01-01
760,2010-09-14 19:18:47.176569,2010-09-14 19:18:47.176591,836,1998-01-01
761,2010-09-14 19:23:09.792000,2010-09-14 19:23:09.792042,793,1994-01-01
762,2010-09-14 19:32:56.811596,2010-09-14 19:32:56.811623,1239,1980-01-01
763,2010-09-14 19:32:56.813054,2010-09-14 19:32:56.813076,1239,1981-01-01
764,2010-09-14 19:32:56.813911,2010-09-14 19:32:56.813933,1239,1982-01-01
765,2010-09-14 19:32:56.814747,2010-09-14 19:32:56.814769,1239,1993-01-01
766,2010-09-14 19:47:52.795600,2010-09-14 19:47:52.795646,722,1987-01-01
767,2010-09-14 19:47:52.797152,2010-09-14 19:47:52.797173,722,1981-01-01
768,2010-09-14 19:47:52.798011,2010-09-14 19:47:52.798032,722,1979-01-01
769,2010-09-14 19:47:52.798854,2010-09-14 19:47:52.798875,722,1974-01-01
770,2010-09-14 20:02:03.011592,2010-09-14 20:02:03.011650,707,1990-01-01
771,2010-09-14 20:02:03.013258,2010-09-14 20:02:03.013281,707,1990-01-01
878,2011-05-04 16:12:41.265580,2011-05-04 16:12:41.265646,1785,1984-11-01
773,2010-09-14 20:31:57.654435,2010-09-14 20:32:37.966029,516,1980-01-01
774,2010-09-14 20:40:45.933143,2010-09-14 20:40:45.933166,485,1997-01-01
775,2010-09-14 20:40:45.934450,2010-09-14 20:40:45.934472,485,1996-01-01
776,2010-09-14 20:40:45.935306,2010-09-14 20:40:45.935327,485,1992-01-01
777,2010-09-14 20:51:11.544579,2010-09-14 20:51:11.544620,454,1983-01-01
778,2010-09-14 20:51:11.546012,2010-09-14 20:51:11.546034,454,1981-01-01
779,2010-09-14 20:51:11.546856,2010-09-14 20:51:11.546878,454,1979-01-01
780,2010-09-14 20:56:58.693182,2010-09-14 20:56:58.693212,2842,1980-01-01
781,2010-09-14 20:56:58.694586,2010-09-14 20:56:58.694608,2842,1978-01-01
782,2010-09-14 21:01:27.586943,2010-09-14 21:01:27.586973,452,1998-01-01
783,2010-09-14 21:01:27.588333,2010-09-14 21:01:27.588355,452,1994-01-01
784,2010-09-14 21:01:27.589182,2010-09-14 21:01:27.589203,452,1992-01-01
785,2010-09-14 21:01:27.590020,2010-09-14 21:01:27.590041,452,1992-01-01
786,2010-09-14 21:01:27.590856,2010-09-14 21:01:27.590877,452,1991-01-01
787,2010-09-14 21:01:27.591692,2010-09-14 21:01:27.591714,452,1991-01-01
788,2010-09-14 21:06:09.631104,2010-09-14 21:06:09.631133,1030,1994-01-01
789,2010-09-14 21:06:09.632478,2010-09-14 21:06:09.632499,1030,1993-01-01
790,2010-09-14 21:06:09.633304,2010-09-14 21:06:09.633326,1030,1992-01-01
791,2010-09-14 21:32:34.579691,2010-09-14 21:32:34.579716,366,1982-01-01
792,2010-09-14 21:32:34.580888,2010-09-14 21:32:34.580909,366,1978-01-01
793,2010-09-14 21:32:34.581724,2010-09-14 21:32:34.581745,366,1977-01-01
794,2010-09-14 21:33:27.852471,2010-09-14 21:33:27.852498,366,1995-01-01
795,2010-09-14 21:47:03.009063,2010-09-14 21:47:03.009093,431,1987-01-01
796,2010-09-14 21:51:33.211467,2010-09-14 21:51:33.211497,498,1991-01-01
797,2010-09-14 21:51:33.212887,2010-09-14 21:51:33.212908,498,1980-01-01
798,2010-09-14 21:51:33.213742,2010-09-14 21:51:33.213763,498,1982-12-31
799,2010-09-14 21:58:13.660845,2010-09-14 21:58:13.660868,576,1986-01-01
800,2010-09-14 21:58:13.661988,2010-09-14 21:58:13.662009,576,1991-01-01
801,2010-09-14 21:58:13.662821,2010-09-14 21:58:13.662842,576,1980-01-01
802,2010-09-15 16:49:25.663725,2010-09-15 16:49:25.663752,646,1979-01-01
803,2010-09-15 16:49:25.708864,2010-09-15 16:49:25.708891,646,1978-01-01
804,2010-09-15 16:49:25.714798,2010-09-15 16:49:25.714820,646,1972-01-01
805,2010-09-15 18:35:50.781558,2010-09-15 18:35:50.781580,181,1985-01-01
611,2010-02-17 15:36:06.084479,2013-12-16 19:36:10.546857,1750,1993-01-14
806,2010-09-15 18:35:50.812856,2010-09-15 18:35:50.812880,181,1984-01-01
807,2010-09-15 19:20:53.991620,2010-09-15 19:20:53.991651,809,1980-01-01
808,2010-09-15 19:20:54.044616,2010-09-15 19:20:54.044641,809,1985-01-01
809,2010-09-15 19:20:54.045475,2010-09-15 19:20:54.045497,809,1992-01-01
810,2010-09-15 19:20:54.046302,2010-09-15 19:20:54.046323,809,1993-12-31
811,2010-09-15 19:20:54.059835,2010-09-15 19:20:54.059858,809,1995-01-01
812,2010-09-15 19:24:47.946316,2010-09-15 19:24:47.946339,811,1990-01-01
813,2010-09-15 19:24:47.947420,2010-09-15 19:24:47.947442,811,1981-01-01
814,2010-09-15 19:24:47.948258,2010-09-15 19:24:47.948280,811,1996-01-01
815,2010-09-15 19:38:02.500477,2010-09-15 19:38:02.500501,905,1990-01-01
816,2010-09-15 19:38:02.501725,2010-09-15 19:38:02.501747,905,1980-01-01
817,2010-09-15 19:42:44.311631,2010-09-15 19:42:44.311660,92,1996-01-01
818,2010-09-15 19:42:44.313196,2010-09-15 19:42:44.313219,92,1995-01-01
819,2010-09-15 19:42:44.314035,2010-09-15 19:42:44.314056,92,1990-01-01
820,2010-09-15 19:42:44.314873,2010-09-15 19:42:44.314894,92,1988-01-01
821,2010-09-15 20:31:15.237672,2010-09-15 20:31:15.237697,1820,1975-01-01
822,2010-09-15 20:31:15.287041,2010-09-15 20:31:15.287064,1820,1998-01-01
823,2010-09-15 21:04:56.373930,2010-09-15 21:04:56.373953,93,1984-01-01
824,2010-09-15 21:04:56.421581,2010-09-15 21:04:56.421604,93,1980-01-01
825,2010-09-15 21:04:56.422477,2010-09-15 21:04:56.422498,93,1978-01-01
826,2010-09-15 21:04:56.423347,2010-09-15 21:04:56.423369,93,1972-01-01
827,2010-09-15 21:08:53.193425,2010-09-15 21:08:53.193448,956,1989-01-01
828,2010-09-15 21:08:53.194532,2010-09-15 21:08:53.194553,956,1988-06-01
829,2010-09-15 21:08:53.195367,2010-09-15 21:08:53.195388,956,1988-01-01
830,2010-09-15 21:40:06.144342,2010-09-15 21:40:06.144366,921,1969-01-01
831,2010-09-16 14:52:02.607465,2010-09-16 14:52:02.607491,896,1985-01-01
832,2010-09-16 14:52:02.643368,2010-09-16 14:52:02.643391,896,1983-01-01
833,2010-09-16 14:52:02.644215,2010-09-16 14:52:02.644236,896,1981-01-01
834,2010-09-16 15:01:39.439433,2010-09-16 15:01:39.439456,834,1987-01-01
835,2010-09-16 15:01:39.440690,2010-09-16 15:01:39.440712,834,1985-01-01
836,2010-09-16 15:05:14.744239,2010-09-16 15:05:14.744263,817,1988-01-01
837,2010-09-16 15:23:24.445388,2010-09-16 15:23:24.445422,776,1990-01-01
838,2010-09-16 15:23:24.446832,2010-09-16 15:23:24.446854,776,1986-01-01
839,2010-09-16 15:23:24.453737,2010-09-16 15:23:24.453758,776,1985-01-01
840,2010-09-16 15:23:24.454582,2010-09-16 15:23:24.454603,776,1983-01-01
841,2010-09-16 15:23:24.455421,2010-09-16 15:23:24.455443,776,1982-01-01
842,2010-09-16 15:31:59.487073,2010-09-16 15:31:59.487096,766,1993-11-30
843,2010-09-16 15:31:59.488459,2010-09-16 15:31:59.488481,766,1993-01-01
844,2010-09-16 15:31:59.489311,2010-09-16 15:31:59.489332,766,1991-01-01
845,2010-09-16 15:31:59.490153,2010-09-16 15:31:59.490175,766,1990-01-01
879,2011-05-24 17:27:47.648368,2011-05-24 17:27:47.648416,2080,NA
880,2011-05-24 17:27:47.665523,2011-05-24 17:27:47.665590,2080,NA
881,2011-05-24 17:27:47.666965,2011-05-24 17:27:47.666994,2080,NA
882,2011-06-09 17:46:59.699652,2011-06-09 17:46:59.699698,2500,NA
883,2011-06-09 17:46:59.720419,2011-06-09 17:46:59.720469,2500,NA
884,2011-06-09 17:46:59.730030,2011-06-09 17:46:59.730061,2500,NA
885,2011-06-21 15:35:08.222734,2011-06-21 15:35:08.222802,2514,NA
886,2012-02-03 15:01:01.066404,2012-02-03 15:07:28.250313,4993,1978-01-01
887,2012-06-21 20:37:36.169513,2012-06-21 20:37:36.169541,1200,NA
888,2012-06-25 16:08:31.382789,2012-06-25 16:08:31.382828,2761,NA
889,2012-06-25 16:08:31.682765,2012-06-25 16:08:31.682828,2761,NA
890,2012-06-29 15:58:10.690006,2012-06-29 15:58:10.690038,106,1973-07-19
891,2012-06-29 15:58:10.732229,2012-06-29 15:58:10.732256,106,1982-09-24
893,2012-08-02 20:31:56.453503,2012-08-02 20:31:56.453539,1260,NA
894,2012-09-04 17:38:00.261698,2012-09-04 17:38:00.261733,35,NA
895,2012-09-04 17:38:00.289708,2012-09-04 17:38:00.289743,35,NA
896,2013-10-21 22:15:25.981421,2013-10-21 22:15:25.981461,2502,2007-07-03
897,2013-10-21 22:15:26.037431,2013-10-21 22:15:26.037476,2502,2005-10-03
898,2013-12-16 16:47:51.026922,2013-12-16 16:47:51.026972,7332,1990-07-15
899,2013-12-16 16:47:51.071775,2013-12-16 16:47:51.071825,7332,1991-12-12
900,2013-12-16 16:47:51.073458,2013-12-16 16:47:51.073505,7332,1988-08-01
901,2013-12-16 16:47:51.075238,2013-12-16 16:47:51.075285,7332,2001-03-01
902,2013-12-16 16:47:51.076855,2013-12-16 16:47:51.076918,7332,2005-02-15
903,2013-12-16 16:47:51.078490,2013-12-16 16:47:51.078536,7332,2005-02-15
904,2013-12-16 16:47:51.080186,2013-12-16 16:47:51.080234,7332,2005-01-17
905,2013-12-16 17:22:45.603450,2013-12-16 17:22:45.603475,7323,2009-07-01
906,2013-12-16 17:22:45.604563,2013-12-16 17:22:45.604585,7323,2006-01-15
907,2013-12-16 17:22:45.605348,2013-12-16 17:22:45.605370,7323,2002-01-15
908,2013-12-20 16:03:41.813527,2013-12-20 16:03:41.813581,7570,2004-04-02
909,2013-12-20 16:03:41.841331,2013-12-20 16:03:41.841382,7570,1999-05-03
910,2014-01-08 00:32:50.505087,2014-01-08 00:32:50.505150,7320,2013-02-01
911,2014-01-08 00:32:50.559376,2014-01-08 00:32:50.559438,7320,2008-02-16
912,2014-01-08 00:32:50.561146,2014-01-08 00:32:50.561194,7320,2006-01-01
913,2014-01-08 00:32:50.562983,2014-01-08 00:32:50.563032,7320,2004-01-01
914,2014-01-08 00:32:50.564633,2014-01-14 20:46:03.141921,7696,2011-11-01
915,2014-01-16 03:14:39.159638,2014-01-16 03:14:39.159695,7785,2011-07-15
916,2014-01-16 03:14:39.274341,2014-01-16 03:14:39.274394,7785,1999-01-13
917,2014-01-16 23:35:00.187430,2014-01-16 23:35:00.187458,7470,NA
918,2014-01-16 23:35:00.209954,2014-01-16 23:35:00.209982,7470,NA
919,2014-01-16 23:35:00.210890,2014-01-16 23:35:00.210918,7470,NA
920,2014-01-17 16:51:59.157256,2014-01-17 16:51:59.157282,7679,1990-11-30
486,2010-01-25 20:34:45.444854,2014-01-17 20:06:56.267664,209,1993-02-01
487,2010-01-25 20:34:45.445975,2014-01-17 20:06:56.291512,209,1992-03-01
488,2010-01-25 20:34:45.446817,2014-01-17 20:06:56.295710,209,1988-06-01
921,2014-01-17 19:28:23.126348,2014-01-17 20:33:39.067362,7722,2010-02-01
922,2014-01-17 20:33:39.069129,2014-01-17 20:33:39.069152,7722,2005-10-01
923,2014-01-17 20:33:39.086354,2014-01-17 20:33:39.086379,7722,1997-10-01
924,2014-01-17 20:33:39.087170,2014-01-17 20:33:39.087193,7722,1995-01-01
925,2014-01-17 22:19:50.484160,2014-01-17 22:19:50.484213,7723,NA
926,2014-01-17 22:19:50.509854,2014-01-17 22:19:50.509904,7723,NA
927,2014-01-17 22:45:09.392127,2014-01-17 22:45:09.392179,7750,NA
928,2014-01-17 22:45:09.407228,2014-01-17 22:45:09.407278,7750,NA
929,2014-01-17 22:45:09.408859,2014-01-17 22:45:09.408909,7750,NA
930,2014-01-18 14:22:53.009994,2014-01-18 14:22:53.010047,7685,2012-06-01
931,2014-01-18 14:35:43.292205,2014-01-18 14:35:43.292263,7685,2011-01-15
932,2014-01-18 14:37:42.999367,2014-01-18 14:37:42.999421,7685,2010-01-14
933,2014-01-18 14:40:32.298041,2014-01-18 14:40:32.298092,7685,2009-04-19
934,2014-01-18 14:42:19.303811,2014-01-18 14:42:19.303864,7685,2008-05-20
935,2014-01-18 14:44:31.975803,2014-01-18 14:44:31.975843,7685,2006-12-06
936,2014-01-18 14:46:32.043356,2014-01-18 14:46:32.043408,7685,2004-08-01
937,2014-01-18 14:48:57.052852,2014-01-18 14:48:57.052911,7685,2002-12-12
938,2014-01-18 14:52:02.998059,2014-01-18 14:52:02.998101,7685,2003-04-01
939,2014-01-19 07:03:07.658825,2014-01-19 07:03:07.658877,2305,2005-01-11
940,2014-01-21 20:20:10.828896,2014-01-21 20:20:10.828923,206,1998-01-01
941,2014-01-21 20:20:10.861434,2014-01-21 20:20:10.861461,206,2001-01-01
942,2014-01-22 00:28:14.435388,2014-01-22 00:28:14.435413,7774,1998-04-12
943,2014-01-22 00:28:14.460340,2014-01-22 00:28:14.460364,7774,2001-05-05
944,2014-01-22 00:28:14.461135,2014-01-22 00:28:14.461158,7774,2004-01-01
945,2014-01-22 00:28:14.461962,2014-01-22 00:28:14.461985,7774,2008-02-02
946,2014-01-22 03:45:00.325477,2014-01-22 03:45:00.325546,8135,2009-10-05
947,2014-01-22 03:45:00.350245,2014-01-22 03:45:00.350296,8135,1995-10-16
948,2014-01-22 03:45:00.352063,2014-01-22 03:45:00.352114,8135,2003-05-06
949,2014-01-22 17:42:34.065436,2014-01-22 17:42:34.065491,7539,2012-04-09
950,2014-01-22 17:42:34.129325,2014-01-22 17:42:34.129410,7539,2008-07-02
951,2014-01-22 17:42:34.131292,2014-01-22 17:42:34.131341,7539,2000-07-10
952,2014-01-22 18:01:38.166150,2014-01-22 18:06:36.174429,7548,2008-07-01
953,2014-01-22 18:06:36.184612,2014-01-22 18:06:36.184664,7548,2008-05-01
954,2014-01-22 18:06:36.202109,2014-01-22 18:06:36.202160,7548,2007-07-01
955,2014-01-22 18:06:36.203822,2014-01-22 18:06:36.203872,7548,2004-08-01
