id,created_at,updated_at,nombre,imagen
4376,2010-06-15 18:27:40.770241,2010-06-15 18:27:40.770279,Víctor Daniel Hurtado Urrutia,NA
4377,2010-06-15 18:31:31.327899,2010-06-15 18:31:31.327944,Lilia Abella,NA
4378,2010-06-15 18:33:51.298178,2010-06-15 18:33:51.298218,Hernando Molano Pachón,NA
4329,2010-06-11 21:15:12.024774,2017-06-08 20:30:10.067090,Delegado,NA
4386,2010-06-15 21:33:39.353480,2010-06-15 21:33:39.353523,Germán Córdoba Ordoñez,NA
4388,2010-06-15 21:36:34.875689,2010-06-15 21:36:34.875730,Juan Fransisco Miranda Miranda,NA
4391,2010-06-15 22:06:38.498630,2010-06-15 22:06:38.498669,Adriana Ruiz Restrepo,NA
4395,2010-06-16 14:34:39.422997,2010-06-16 14:34:39.423037,Héctor Orlando Piragauta,imgs/citados/CORPORINOQUIA_.jpg
4397,2010-06-16 14:39:24.281199,2010-06-16 14:42:45.953580,Félix Guerrero,NA
4396,2010-06-16 14:37:21.308974,2017-06-05 18:24:26.519919,Elica Milena Almanza,NA
4399,2010-06-16 15:15:10.768213,2010-06-16 15:15:10.768249,Fredy Enrique Torres,NA
4389,2010-06-15 22:03:35.286596,2017-06-05 18:28:46.776224,Nohora Padilla Herrera,imgs/citados/Nohora_Padilla.jpg
4401,2010-06-16 15:42:43.485368,2010-06-16 15:42:43.485409,Oscar Enrique González Peña,imgs/citados/oscar_gonzalez_peña.jpg
4402,2010-06-16 15:45:48.552347,2010-06-16 15:45:48.552398,Luis Eduardo Pérez Arango,imgs/citados/Luis_Eduardo_Pérez.jpg
4403,2010-06-16 15:47:59.320231,2010-06-16 15:47:59.320280,Rubén Darío Mestizo Reyes,imgs/citados/Ruben_Mestizo.jpg
4404,2010-06-16 15:50:48.104234,2010-06-16 15:50:48.104277,Lisandro Antonio Polanía,imgs/citados/Lisandro_Polania.jpg
4407,2010-06-16 16:05:34.662192,2010-06-16 16:05:34.662234,León Valencia Agudelo,imgs/citados/León_Valencia.jpg
4408,2010-06-16 16:07:08.009700,2010-06-16 16:07:08.009748,Víctor Bernal Castaño,NA
4392,2010-06-16 13:51:50.684807,2017-06-01 16:51:27.074317,Oscar Rueda,imgs/citados/Oscar_Rueda.png
4363,2010-06-13 19:57:23.356858,2017-06-05 18:39:06.896994,Alberto Núñez Tello,NA
4335,2010-06-13 16:42:57.243453,2017-06-01 18:16:58.563062,NA,NA
4382,2010-06-15 18:38:01.558396,2017-06-01 18:17:45.338618,Pedro Rodríguez Tobo,NA
4400,2010-06-16 15:16:23.483610,2017-06-01 20:07:04.825225,Clara Amparo Hernández,NA
4351,2010-06-13 17:21:08.539372,2017-06-01 20:10:30.699406,Adela Maestre Cuello,imgs/citados/CNTV.jpg
4398,2010-06-16 15:12:55.748259,2017-06-01 20:10:33.755500,Jaime Matiz,NA
4362,2010-06-13 19:55:39.539626,2017-06-01 21:03:14.974157,NA,NA
4361,2010-06-13 19:55:39.258561,2017-06-01 21:03:30.697122,NA,NA
4406,2010-06-16 16:02:51.358184,2017-06-05 18:39:37.404870,Andrés Dávila,imgs/citados/Andrés_Davila.jpg
4355,2010-06-13 17:45:43.691865,2017-06-05 18:49:28.540249,Mauricio Ramírez Koppel,imgs/citados/mauricio_ramirez_koppel.jpg
6123,2016-05-26 18:58:06.518032,2017-06-05 19:00:46.278107,Jorge Castellanos Rueda,imgs/citados/nota_jorge-castellanos-rueda-asume-la-presidencia-de-etb_350x263.jpg
4341,2010-06-13 16:47:31.094885,2017-06-05 19:05:04.025976,NA,NA
4342,2010-06-13 16:48:25.125966,2017-06-05 19:05:06.657515,NA,NA
4337,2010-06-13 16:45:25.602003,2017-06-05 19:05:18.098750,NA,NA
4338,2010-06-13 16:46:11.210584,2017-06-05 19:05:21.242810,NA,NA
4340,2010-06-13 16:46:45.283795,2017-06-05 19:05:24.193350,NA,NA
4349,2010-06-13 17:05:06.194899,2017-06-06 15:03:11.170618,NA,NA
4354,2010-06-13 17:44:04.368246,2017-06-06 15:12:59.316631,Juan Martín Caicedo,imgs/citados/camara_infraestructura.jpg
4387,2010-06-15 21:34:37.671335,2017-06-06 15:16:43.105637,Sergio Trujillo,NA
4358,2010-06-13 19:49:21.813323,2017-06-06 15:21:09.363608,NA,NA
4372,2010-06-15 17:49:36.724761,2017-06-06 15:21:54.643797,Alejandro García Gutierrez,NA
4416,2010-06-16 20:33:19.082750,2017-06-06 16:27:22.382638,Sabas Pretelt de la Vega,imgs/citados/Sabas_Pretelt.jpg
2087,2010-03-15 06:14:07.071926,2017-06-06 16:55:10.386918,NA,NA
1628,2010-03-15 06:14:01.160024,2017-06-06 20:38:19.358253,NA,NA
4419,2010-06-16 21:03:03.431229,2017-06-07 18:53:29.419390,Yesid Camacho Jiménez,NA
1649,2010-03-15 06:14:01.398822,2017-06-06 16:56:50.439607,NA,NA
4435,2010-06-17 19:12:21.406506,2017-06-07 19:51:24.914042,César Pardo Villalba,NA
276,2010-03-15 06:13:41.302027,2017-06-06 19:12:49.427059,NA,NA
4443,2010-06-17 20:36:14.520293,2017-06-08 14:02:39.172808,Néstor Díaz Saavedra,imgs/citados/Nestor_Diaz.jpg
4448,2010-06-17 22:04:24.413607,2017-06-08 14:20:59.191882,Carlos Alfonso Potes,NA
4423,2010-06-17 14:39:48.120965,2010-06-17 14:39:48.121001,Jorge León Sánchez Mesa,NA
4472,2010-06-21 20:13:00.246026,2017-06-08 14:23:52.995116,Susana Correa,NA
4425,2010-06-17 14:44:54.337290,2010-06-17 14:44:54.337330,Juan Pablo Suarez Orozco,NA
4460,2010-06-21 17:58:46.600069,2017-06-08 14:30:38.090299,NA,NA
5118,2011-03-31 16:31:16.216051,2011-03-31 16:31:16.216121,Representantes,imgs/citados/colombia__acnur200_.gif
5119,2011-03-31 16:32:50.644893,2011-03-31 16:32:50.644942,Representante,imgs/citados/LogoFundacion.JPG
5120,2011-03-31 16:37:39.160750,2011-03-31 16:37:39.160800,Representante,imgs/citados/Migrantes.jpg
5121,2011-03-31 16:40:23.591401,2011-03-31 16:40:23.591452,Representante,imgs/citados/Hermes.png
4432,2010-06-17 18:29:45.284235,2010-06-17 18:29:45.284274,David Buitrago Caicedo,NA
4453,2010-06-18 16:21:59.898628,2017-06-08 14:33:43.280890,Roberto Steiner,imgs/citados/Roberto_Steiner.jpg
4434,2010-06-17 18:58:19.030830,2010-06-17 18:58:19.030878,José Gonzalez Angulo,NA
4417,2010-06-16 20:43:05.967604,2017-06-08 14:42:46.561210,Jaime García Parra,NA
4436,2010-06-17 19:14:17.175330,2017-06-08 15:13:14.899046,Juan Alcides Santaella,NA
4414,2010-06-16 20:15:04.304936,2017-06-08 15:15:59.566444,Gerardo Burgos Bernal,NA
4459,2010-06-21 17:27:31.067120,2017-06-08 15:28:19.042811,Máximo Alberto Duque,NA
4439,2010-06-17 20:05:39.182870,2010-06-17 20:05:39.182910,Jorge Figueroa Clausen,NA
4442,2010-06-17 20:27:00.073373,2010-06-17 20:27:00.073410,Honorio Galvis,NA
4464,2010-06-21 19:34:22.198764,2017-06-08 16:15:02.806429,NA,NA
4445,2010-06-17 21:24:03.367934,2010-06-17 21:24:03.367973,Cristian Stapper Buitrago,NA
4446,2010-06-17 21:24:28.849023,2010-06-17 21:25:23.091568,Mauricio Millán Drews,NA
4222,2010-06-08 22:12:53.293367,2017-06-05 18:12:41.588833,NA,NA
4454,2010-06-18 16:23:27.939458,2010-06-18 16:23:27.939500,NA,NA
4455,2010-06-18 16:24:12.059205,2010-06-18 16:24:12.059247,NA,NA
4456,2010-06-18 16:24:48.535766,2010-06-18 16:24:48.535805,NA,NA
4444,2010-06-17 21:23:36.098930,2017-06-05 18:36:55.251725,José Fransisco Manjares Iglesias,NA
4438,2010-06-17 19:47:19.501763,2017-06-05 18:37:01.446044,Lorenzo Carrasquilla Villegas,NA
4433,2010-06-17 18:54:30.408968,2017-06-05 18:39:14.527672,Alfonso Demares Colón,NA
4447,2010-06-17 21:51:20.260949,2017-06-05 18:42:08.035968,Carlos Alberto Herrera Barros,NA
4422,2010-06-16 21:47:57.407036,2017-06-05 18:58:42.447343,Teresita Arango Arango,NA
4477,2010-06-22 15:41:17.414487,2010-06-22 15:41:17.414522,Hector Sintura,NA
4478,2010-06-22 20:11:06.343922,2010-06-22 20:11:06.343957,Jorge Armando Otálora,imgs/citados/Jorge_Otalora.jpg
4479,2010-06-22 20:32:20.655653,2010-06-22 20:32:20.655690,José Armando Zamora Reyes,imgs/citados/jose_armando_zamora.jpg
4481,2010-06-22 21:01:38.645422,2010-06-22 21:01:38.645454,Dagoberto Charry Rivas,NA
4468,2010-06-21 19:47:41.109594,2017-06-05 19:04:19.502317,NA,NA
4466,2010-06-21 19:46:47.598499,2017-06-05 19:04:27.074708,NA,NA
4467,2010-06-21 19:47:13.579239,2017-06-05 19:04:30.984962,NA,NA
4469,2010-06-21 19:48:09.118905,2017-06-05 19:04:35.397365,NA,NA
4488,2010-06-23 14:32:38.434623,2010-06-23 14:32:38.434669,Guillermo Bueno Miranda,NA
4489,2010-06-23 14:35:03.462182,2010-06-23 14:35:03.462221,Rubén Darío Henao,NA
4490,2010-06-23 14:35:47.569280,2010-06-23 14:35:47.569313,Eduardo Campos Castillo,NA
4491,2010-06-23 14:36:24.486974,2010-06-23 14:36:24.487001,Leonor Perdomo Perdomo,NA
4492,2010-06-23 14:37:04.740696,2010-06-23 14:37:04.740738,Fernando Coral Villota,NA
4493,2010-06-23 16:16:02.069373,2010-06-23 16:16:02.069399,Gonzalo Martín Gutiérrez,NA
4494,2010-06-23 16:37:04.587079,2010-06-23 16:37:04.587115,Carlos Arturo Gómez,imgs/citados/Carlos_Arturo_Gómez.jpg
4470,2010-06-21 19:48:29.119773,2017-06-05 19:05:00.726718,NA,NA
4496,2010-06-23 17:28:37.399241,2010-06-23 17:28:37.399282,Guido Song,imgs/citados/Guido_Song.jpg
4500,2010-06-23 17:52:03.899154,2010-06-23 17:52:03.899194,Wu Changsheng,imgs/citados/Wu_Changsheng.JPG
4465,2010-06-21 19:46:22.618878,2017-06-05 19:05:12.673244,NA,NA
4487,2010-06-22 22:12:09.865859,2017-06-01 17:07:27.767374,Manuel Guillermo Cuello Baute,imgs/citados/Manuel_Guillermo_Cuello_Baute.jpg
4474,2010-06-21 21:24:48.385852,2017-06-01 17:13:03.622587,Enríque Valderrama Jaramillo,NA
4486,2010-06-22 22:10:52.242201,2017-06-01 18:29:04.436793,Alma Beatriz Rengifo,imgs/citados/Alma_Beatriz_Rengifo.jpg
4483,2010-06-22 21:32:36.637371,2017-06-01 20:09:18.745175,NA,NA
4471,2010-06-21 19:48:46.202150,2017-06-05 19:05:15.242238,NA,NA
4440,2010-06-17 20:11:48.904861,2017-06-05 19:06:05.593963,Eduardo Osorio Lozano,imgs/citados/RTVC__.png
4412,2010-06-16 17:26:33.932861,2017-06-01 20:25:06.792739,Carolina Barco Isakson,imgs/citados/carolina-barco.jpg
4495,2010-06-23 17:11:00.318475,2017-06-01 20:25:15.490927,María Sipos,imgs/citados/María_Sipos.GIF
4413,2010-06-16 20:14:45.111287,2017-06-01 21:02:17.976268,Antonio Hernández Gamarra,NA
4473,2010-06-21 20:13:53.978856,2017-06-01 21:05:08.776696,Portocarrero,NA
4484,2010-06-22 21:33:25.808781,2017-06-02 19:45:48.147349,NA,NA
4450,2010-06-18 16:15:11.866988,2017-06-02 19:46:02.856773,Alejandro Gaviria Uribe,imgs/citados/Alejandro_Gaviria.jpg
4451,2010-06-18 16:16:33.657655,2017-06-02 19:46:23.318291,Jorge Iván Bula,imgs/citados/Jorge_Iván_Bula.gif
4463,2010-06-21 19:22:07.506005,2017-06-02 19:50:57.076990,Sergio Caramagna,imgs/citados/Sergio_Caramagna.jpg
4437,2010-06-17 19:21:54.796488,2017-06-06 15:10:48.778985,Isaac Yanovich Farbaiarz,NA
4462,2010-06-21 19:19:54.539173,2017-06-06 15:11:23.426797,Jaime Córdoba Triviño,imgs/citados/Jaime_Córdoba_Triviño.jpg
4480,2010-06-22 21:00:55.986365,2017-06-06 15:11:35.844596,Jairo Parra Quijano,imgs/citados/Jairo_Parra_Quijano.jpg
4476,2010-06-21 21:51:29.896179,2017-06-06 15:12:01.705726,José Alfredo Escobar Araujo,NA
4418,2010-06-16 21:02:11.002372,2017-06-06 15:21:50.890836,Aldo Cadena Rojas,NA
4497,2010-06-23 17:45:08.608325,2017-06-06 15:22:54.257886,Carlos José Miranda Melo,NA
4424,2010-06-17 14:42:56.402933,2017-06-06 15:27:23.373531,Hernando josé Gómez Restrepo,NA
4452,2010-06-18 16:20:04.781621,2017-06-06 15:27:37.070327,Horacio Gómez Aristizábal,NA
4498,2010-06-23 17:48:12.747194,2017-06-06 15:28:28.478496,Jairo Enrique Céspedes Espitia,imgs/citados/colegio_abogados_litigantes.jpg
4421,2010-06-16 21:03:58.065422,2017-06-06 15:32:56.616619,Pedro Alfonso Contreras Rivera,NA
4475,2010-06-21 21:37:53.384197,2017-06-06 15:57:50.731088,Patricia Cárdenas Santamaría,NA
4501,2010-06-23 17:53:58.490316,2010-06-23 17:53:58.490350,Orlando Acuña Gallego,imgs/citados/universidad_libre.jpg
4502,2010-06-23 18:28:17.766251,2010-06-23 18:28:17.766293,Juan Manuel Charry,imgs/citados/Juan_Manuel_Charry.jpg
4458,2010-06-18 16:50:07.593489,2010-08-05 20:04:27.235511,Zulma Constanza Casas,imgs/citados/Zulma_Casas.jpg
4503,2010-06-23 19:48:30.129566,2010-06-23 19:48:30.129601,Anna Karenina Gauna Palencia,NA
4504,2010-06-23 19:56:02.106372,2010-06-23 19:56:02.106409,Álvaro Antonio Ashton Giraldo,imgs/citados/Álvaro_Ashton.jpg
778,2010-03-15 06:13:48.747363,2017-06-06 16:25:11.522412,NA,imgs/citados/ministeriodeminasyenergia_.jpg
4562,2010-06-25 18:49:30.525433,2017-06-06 16:25:15.747994,NA,NA
4507,2010-06-23 20:09:36.228014,2010-06-23 20:09:36.228048,Luis Fernando Álvarez,imgs/citados/javeriana.jpg
4508,2010-06-23 21:44:03.863623,2010-06-23 21:44:03.863654,Néstor Rojas,NA
2137,2010-03-15 06:14:07.681598,2017-06-06 16:57:13.661411,NA,NA
4510,2010-06-23 22:03:46.980650,2010-06-23 22:03:46.980694,Julián Villarroel,NA
4512,2010-06-23 22:07:24.391256,2010-06-23 22:07:24.391290,Moisés Ramón Nader Restrepo,NA
2774,2010-03-15 06:14:15.494815,2017-06-06 17:00:54.118592,NA,NA
1674,2010-03-15 06:14:01.705473,2017-06-06 20:39:18.942642,NA,NA
4577,2010-06-25 20:06:48.772375,2017-06-07 18:18:04.465382,Alberto Lozáno Simonelli,NA
4576,2010-06-25 20:06:12.704978,2017-06-07 18:18:10.603398,Enrique Gavíria Liévano,imgs/citados/Enrique_Gavíria_L.jpg
4522,2010-06-23 22:45:49.008313,2010-06-23 22:45:49.008351,Wilfredo García Menguel,NA
4523,2010-06-23 22:46:23.953519,2010-06-23 22:46:23.953553,Alcídes Aceño,NA
4524,2010-06-23 22:46:53.745582,2010-06-23 22:46:53.745619,Faber Pimienta Meza,NA
4449,2010-06-18 16:12:05.919324,2017-06-07 18:47:16.970850,Miguel Esteban Peñaloza Barrientos,NA
4551,2010-06-24 17:01:34.170921,2017-06-07 18:50:38.552744,NA,NA
4527,2010-06-23 22:48:42.693628,2010-06-23 22:52:21.223142,NA,NA
4607,2010-06-28 18:35:32.314963,2017-06-08 14:26:28.744570,NA,NA
4575,2010-06-25 19:54:32.486630,2017-06-02 20:51:38.098649,Ximena Hoyos Lago,imgs/citados/Ximena_Hoyos.jpg
4528,2010-06-23 22:49:12.741255,2010-06-23 22:53:03.681853,NA,NA
4520,2010-06-23 22:44:15.351074,2017-06-07 18:54:21.723079,NA,NA
4531,2010-06-24 14:59:50.889396,2010-06-24 14:59:50.889434,Fabio Beltrán Beltrán,NA
4532,2010-06-24 15:03:02.776477,2010-06-24 15:03:02.776518,Wilmann Calderón,NA
4533,2010-06-24 15:14:06.676137,2010-06-24 15:14:06.676169,Elver Cerón Cicunque y Villa Garzón,NA
4534,2010-06-24 15:14:37.837088,2010-06-24 15:16:10.507340,Richard Solarte,NA
4535,2010-06-24 15:35:13.951514,2010-06-24 15:35:13.951545,Gabriel Rosas Vega,NA
4567,2010-06-25 19:20:31.370904,2017-06-05 18:06:22.239457,Michael D. Swanson,NA
4537,2010-06-24 15:38:55.559864,2010-06-24 15:38:55.559904,José Leibovich,imgs/citados/jose_leibovich_goldenberg.jpg
4538,2010-06-24 15:41:11.196453,2010-06-24 15:41:11.196489,Luis Lorente,imgs/citados/Luis_Lorente.jpg
4539,2010-06-24 15:43:11.332316,2010-06-24 15:43:11.332366,Juan José Perfetti,imgs/citados/Juan_José_Perfetti_del_Corral.jpg
4540,2010-06-24 15:44:00.645712,2010-06-24 15:44:00.645744,Germán Umaña,imgs/citados/foto_pequeña_germán_umaña.jpg
4541,2010-06-24 15:44:47.735791,2010-06-24 15:44:47.735828,Álvaro Balcazar,imgs/citados/foto_pequeña_alvaro_balcazar.jpg
4543,2010-06-24 16:43:31.458669,2017-06-05 18:07:49.574992,Jorge Enríque Pedraza Buitrago,imgs/citados/Jorge_Enrique_Pedraza_Buitrago.JPG
4557,2010-06-25 17:23:48.768896,2017-06-07 19:53:48.425243,Fanny Santamaría,NA
4579,2010-06-25 20:41:33.508446,2017-06-07 21:12:50.764420,NA,NA
4245,2010-06-09 19:47:39.380416,2010-06-24 16:55:23.292752,NA,imgs/citados/ministeriodeminasyenergia.jpg
5575,2012-11-06 12:23:13.395688,2017-06-05 18:36:52.021594,Jorge Alberto Arias,imgs/citados/unidad_de_servicios_penitenciarios_y_carcelarios_-_spc.png
4564,2010-06-25 19:06:03.881647,2017-06-05 18:38:22.230533,NA,NA
4560,2010-06-25 17:58:35.655384,2017-06-05 18:38:25.112899,NA,NA
4544,2010-06-24 16:53:13.203558,2017-06-05 18:41:46.621099,NA,NA
6293,2017-04-24 20:30:18.822657,2017-06-05 19:01:27.501113,Carlos Eduardo Aldana Bula,NA
2862,2010-03-15 06:14:16.494200,2017-06-08 14:56:14.208300,NA,NA
1653,2010-03-15 06:14:01.447860,2010-06-24 17:09:00.183218,NA,imgs/citados/ssp.gif
4511,2010-06-23 22:06:17.668567,2017-06-08 14:58:53.816033,Libardo José López Cabrales,imgs/citados/Libardo_José_López.jpg
4553,2010-06-24 17:40:36.430971,2010-06-24 17:40:36.431003,Javier Lastra Fuscaldo,imgs/citados/Javier_Lastra_Fuscaldo.JPG
4554,2010-06-24 17:43:01.140845,2010-06-24 17:43:01.140875,Juan Ernesto Vargas Uribe,imgs/citados/Juan_Ernesto_Vargas_Uribe.jpg
4555,2010-06-25 17:09:42.461353,2010-06-25 17:09:42.461386,Saúl Peña Sánchez,NA
4556,2010-06-25 17:12:55.593013,2010-06-25 17:12:55.593045,Fernando Panesso Serna,imgs/citados/FernandoPanesso.jpg
4558,2010-06-25 17:48:07.657236,2010-06-25 17:48:07.657276,Tony Jozame Amar,imgs/citados/tonyjozame.jpg
4563,2010-06-25 18:49:59.362399,2017-06-06 15:02:53.529236,NA,NA
4518,2010-06-23 22:40:32.136115,2017-06-08 14:59:46.201334,José Luis González Restrepo,NA
4572,2010-06-25 19:41:33.977809,2017-06-06 15:08:07.143025,Alberto Bravo Borda,NA
5088,2011-03-02 17:45:51.011021,2017-06-08 15:27:25.523967,Diego Herrera Gómez,imgs/citados/directorE_1_.jpg
4526,2010-06-23 22:47:59.562294,2017-06-06 15:08:20.191043,Alejandro Márquez,NA
4566,2010-06-25 19:17:32.359749,2010-06-25 19:17:32.359800,Mario Alejandro Aranguren Rincón,imgs/citados/Mario_Aranguren.jpg
4568,2010-06-25 19:22:41.942441,2010-06-25 19:22:41.942476,Carlos Mario Serna Jaramillo,imgs/citados/Carlos_Mario_Serna.jpg
4571,2010-06-25 19:29:01.632226,2010-06-25 19:29:01.632264,Alfonso Valdivieso Sarmiento,imgs/citados/Alfonso_Valdivieso_S.jpg
4574,2010-06-25 19:45:07.146323,2017-06-06 15:10:01.690762,Germán Holguín Zamorano,imgs/citados/Holguin.jpg
4570,2010-06-25 19:27:13.906770,2017-06-06 15:11:57.371448,José Alejandro Cortés,imgs/citados/José_Alejandro_Cortés.jpg
4559,2010-06-25 17:58:09.440055,2017-06-01 16:52:45.887800,NA,NA
4517,2010-06-23 22:39:49.782343,2017-06-01 17:06:54.546485,Ermelina Arango,NA
4529,2010-06-23 22:49:49.831721,2017-06-01 18:27:19.068803,NA,NA
4546,2010-06-24 16:59:29.438179,2017-06-01 18:27:22.598646,NA,NA
4547,2010-06-24 17:00:17.680386,2017-06-01 18:27:25.981360,NA,NA
4548,2010-06-24 17:00:34.357993,2017-06-01 18:27:30.299484,NA,NA
4550,2010-06-24 17:01:08.901419,2017-06-01 18:27:52.134394,NA,NA
4549,2010-06-24 17:00:58.237648,2017-06-01 18:28:03.012750,NA,NA
4569,2010-06-25 19:25:38.865848,2017-06-06 15:13:38.744438,Luis Carlos Sarmiento,imgs/citados/luis-carlos-sarmiento.jpg
4506,2010-06-23 20:05:44.191563,2017-06-06 15:15:52.646577,Ramiro Saavedra Becerra,NA
4505,2010-06-23 20:03:55.412267,2017-06-06 15:16:55.397860,Yesid Ramírez Bastidas,imgs/citados/Yesid_Ramirez.jpg
4519,2010-06-23 22:43:25.960261,2017-06-06 15:26:04.197565,Germán Mejía Sierra,NA
4513,2010-06-23 22:08:57.737689,2017-06-06 15:29:50.636914,Marcelo Bastos,NA
4573,2010-06-25 19:43:51.679002,2017-06-06 15:56:39.756275,María Claudia García Gómez,imgs/citados/María_Claudia_García_Gómez.jpg
4565,2010-06-25 19:09:01.859073,2017-06-01 20:02:37.629751,NA,NA
4542,2010-06-24 16:24:00.995830,2017-06-01 20:04:55.718983,Laura Cifuentes,NA
4525,2010-06-23 22:47:34.920300,2017-06-01 20:05:06.229617,Luz Aurora Paz González,NA
4536,2010-06-24 15:37:08.768672,2017-06-02 19:46:57.912659,Salomón Kalmanovitz,imgs/citados/Salomón_Kalmanovitz.jpg
4545,2010-06-24 16:56:01.419697,2017-06-02 19:48:43.298512,NA,NA
2725,2010-03-15 06:14:14.893553,2017-06-06 17:00:36.151182,NA,NA
2940,2010-03-15 06:14:17.721546,2017-06-06 17:01:33.009615,NA,NA
4583,2010-06-25 21:10:55.599524,2010-06-25 21:10:55.599568,Rafael Hernández,imgs/citados/Rafael_Hernández.jpg
3443,2010-03-15 06:14:23.785178,2017-06-06 17:46:16.436478,NA,NA
4617,2010-07-02 20:49:28.872803,2017-06-06 17:47:05.147858,Camilo Ospina Bernal,imgs/citados/Camilo_Ospina_Bernal.jpg
3736,2010-04-08 21:46:02.017452,2017-06-06 17:47:33.246309,Gabriel Silva Luján,imgs/citados/gabriel-silva-lujan.jpg
4608,2010-06-28 20:01:07.436298,2017-06-06 18:58:57.699903,Sandra del Rosario Suárez Pérez,imgs/citados/suarez_perez_sandra_01.jpg
1736,2010-03-15 06:14:02.457871,2017-06-06 20:39:47.824759,NA,NA
4632,2010-07-08 16:44:30.186576,2017-06-06 20:52:04.653574,Juan José Chaux,imgs/citados/Juan_José_Chaux.jpg
4643,2010-07-09 15:36:47.015676,2017-06-07 18:43:34.102872,Apolinar Salcedo,imgs/citados/Apolinar_Salcedo.jpg
4593,2010-06-25 21:52:34.679502,2010-06-25 21:52:34.679534,Diego Beltrán Corbacho,NA
4638,2010-07-08 19:27:27.781566,2017-06-07 18:47:54.521862,María Cristina Uribe,imgs/citados/María_Cristina_Uribe.JPG
4602,2010-06-25 23:00:32.439259,2017-06-07 19:41:14.232857,Edwin Ostos Alfonso,NA
4580,2010-06-25 20:48:34.401209,2017-06-07 20:51:35.649752,Jaime Sorzano Serrano,imgs/citados/Jaime_Sorzano.jpg
4598,2010-06-25 22:36:18.883301,2010-06-25 22:36:18.883334,Mauricio Suárez Ramírez,NA
4599,2010-06-25 22:46:17.713945,2010-06-25 22:46:17.713980,Javier Efrén Hermida,NA
4600,2010-06-25 22:46:43.490216,2010-06-25 22:46:43.490251,Luis Eduardo Borrero,NA
4601,2010-06-25 22:47:10.926851,2010-06-25 22:48:19.837756,"Lidia Álape Manrique alias ""Jessica""",NA
4652,2010-07-09 16:50:09.119588,2017-06-07 21:12:55.276724,José Buenaventura Díaz,NA
4594,2010-06-25 21:53:46.749549,2017-06-02 20:51:16.133135,Monika Pernuffo,NA
4604,2010-06-25 23:01:50.332544,2010-06-25 23:04:19.432435,Arlene Tickner,imgs/citados/Arlene_Tickner.jpg
4605,2010-06-26 00:14:06.164222,2010-06-26 00:14:06.164275,Nubia Stella Martínez,imgs/citados/3-PROT-NUBIA-STELLA-MARTINEZ.jpg
4618,2010-07-02 20:56:10.768998,2017-06-08 14:10:37.221477,Santiago Montenegro Trujillo,imgs/citados/santiago_montenegro.jpg
4609,2010-06-29 15:06:35.872700,2010-06-29 15:06:35.872733,Junta Directiva del Banco de la República,NA
4588,2010-06-25 21:18:28.192459,2017-06-02 20:53:00.750850,Catalina Vega,NA
4614,2010-07-01 16:28:58.541302,2017-06-08 15:15:34.879224,Beatriz Londoño Soto,NA
2826,2010-03-15 06:14:16.090336,2017-06-06 15:44:36.711451,NA,NA
5110,2011-03-24 22:39:43.600168,2017-06-08 15:25:20.160417,Óscar Paredes Zapata,imgs/citados/logo_ingeominas.gif
4613,2010-07-01 16:27:15.323382,2010-07-01 16:27:15.323421,Jorge Aurelio Noguera Cotes,imgs/citados/Jorge_Aurelio_Noguera.jpg
4603,2010-06-25 23:01:28.696753,2017-06-08 16:04:41.076229,Claudia Giraldo,NA
4615,2010-07-01 16:31:19.944670,2010-07-01 16:35:08.280572,Alberto Rafael Barboza Sénior,imgs/citados/Alberto_Barbosa.JPG
4616,2010-07-01 16:32:27.367391,2010-07-01 16:32:27.367427,Manuel Manrique Castro,imgs/citados/Manuel_Manrique_Castro.jpg
4620,2010-07-02 21:00:30.502471,2010-07-02 21:00:30.502504,Mauricio Castro Forero,NA
4622,2010-07-06 16:11:09.724365,2010-07-06 16:11:09.724414,Cesar Gaviria Trujillo,NA
4623,2010-07-06 16:12:06.727945,2010-07-06 16:12:06.727978,Ernesto Samper Pizano,NA
4624,2010-07-06 16:13:08.756363,2010-07-06 16:13:08.756394,Alfonso López Michelsen,NA
4625,2010-07-06 16:15:56.680754,2010-07-06 16:15:56.680793,Andrés Pastrana Arango,NA
4626,2010-07-06 16:18:21.715834,2010-07-06 16:18:21.715870,Herbin Hoyos,NA
4627,2010-07-06 16:30:48.212020,2010-07-06 16:30:48.212054,Alfonso Lesmez Abad,NA
4628,2010-07-06 16:32:52.859657,2010-07-06 16:32:52.859688,Paolo Lugari Castrillón,NA
4611,2010-06-30 21:55:15.752733,2017-06-02 21:07:38.446142,NA,NA
4630,2010-07-06 16:45:58.653785,2010-07-06 16:45:58.653825,Carmen Elina Arévalo Correa,NA
4634,2010-07-08 17:22:50.125242,2010-07-08 17:22:50.125276,Baltazar Medina,imgs/citados/Baltazar_Medina.jpg
4635,2010-07-08 17:23:51.473703,2010-07-08 17:23:51.473744,Henry Omar Lindarte González,NA
4636,2010-07-08 17:25:50.978392,2010-07-08 17:25:50.978427,Alberto Gómez Heredia,imgs/citados/Luis_Alberto_Gomez.jpg
4640,2010-07-08 19:53:27.310698,2010-07-08 19:53:27.310735,Odilio Méndez,NA
4644,2010-07-09 15:39:00.041917,2010-07-09 15:39:00.041949,María del Rosario Peña,NA
3986,2010-04-30 23:20:05.176051,2017-06-05 18:17:10.900313,Julio Cesar Vera Díaz,imgs/citados/Julio_Cesar_Vera_Díaz.jpg
