id,created_at,updated_at,nombre,imagen
2090,2010-03-15 06:14:07.106685,2017-06-06 20:25:13.112596,NA,NA
2094,2010-03-15 06:14:07.142149,2017-06-06 20:25:16.673709,NA,NA
2056,2010-03-15 06:14:06.337282,2010-03-15 06:14:06.337345,NA,NA
2057,2010-03-15 06:14:06.349578,2010-03-15 06:14:06.349630,NA,NA
2058,2010-03-15 06:14:06.711832,2010-03-15 06:14:06.711886,NA,NA
2095,2010-03-15 06:14:07.155734,2017-06-06 20:25:20.157529,NA,NA
2097,2010-03-15 06:14:07.181102,2017-06-06 20:25:23.396537,NA,NA
2061,2010-03-15 06:14:06.749355,2010-03-15 06:14:06.749406,NA,NA
2101,2010-03-15 06:14:07.230825,2017-06-06 20:25:26.763132,NA,NA
2064,2010-03-15 06:14:06.792013,2010-03-15 06:14:06.792057,NA,NA
5028,2010-12-07 22:32:09.290547,2010-12-09 18:21:13.163978,Esteban José Cuello Campo,NA
2138,2010-03-15 06:14:07.695440,2017-06-06 20:25:30.252570,NA,NA
2067,2010-03-15 06:14:06.820997,2010-03-15 06:14:06.821049,NA,NA
2143,2010-03-15 06:14:07.746791,2017-06-06 20:25:37.416562,NA,NA
2071,2010-03-15 06:14:06.871707,2010-03-15 06:14:06.871758,NA,NA
2167,2010-03-15 06:14:07.995228,2017-06-06 20:25:41.482046,NA,NA
2074,2010-03-15 06:14:06.907725,2010-03-15 06:14:06.907778,NA,NA
2075,2010-03-15 06:14:06.921389,2010-03-15 06:14:06.921441,NA,NA
2106,2010-03-15 06:14:07.293959,2017-06-02 20:19:42.327557,NA,NA
2078,2010-03-15 06:14:06.958474,2010-03-15 06:14:06.958527,NA,NA
1021,2010-03-15 06:13:52.612306,2017-06-06 20:28:04.035810,NA,NA
2081,2010-03-15 06:14:06.997137,2010-03-15 06:14:06.997190,NA,NA
2099,2010-03-15 06:14:07.205891,2017-06-07 18:12:42.201039,NA,NA
2152,2010-03-15 06:14:07.843685,2017-06-07 18:12:46.063246,NA,NA
5093,2011-03-03 18:48:28.996109,2017-06-07 18:13:30.401725,Julio César López Espinosa,imgs/citados/quindio.jpg
2119,2010-03-15 06:14:07.456101,2017-06-07 18:15:51.926550,NA,NA
2089,2010-03-15 06:14:07.097338,2010-03-15 06:14:07.097391,NA,NA
2091,2010-03-15 06:14:07.114596,2010-03-15 06:14:07.114633,NA,NA
2161,2010-03-15 06:14:07.934355,2017-06-02 20:19:46.669601,NA,NA
2051,2010-03-15 06:14:06.269380,2017-06-07 19:51:59.603274,NA,NA
2096,2010-03-15 06:14:07.168704,2010-03-15 06:14:07.168758,NA,NA
2165,2010-03-15 06:14:07.971274,2017-06-02 20:19:50.831398,NA,NA
2102,2010-03-15 06:14:07.244002,2010-03-15 06:14:07.244056,NA,NA
2103,2010-03-15 06:14:07.256778,2010-03-15 06:14:07.256831,NA,NA
2105,2010-03-15 06:14:07.281203,2010-03-15 06:14:07.281256,NA,NA
2128,2010-03-15 06:14:07.568566,2017-06-06 16:57:04.160479,NA,NA
2107,2010-03-15 06:14:07.306334,2010-03-15 06:14:07.306386,NA,NA
2170,2010-03-15 06:14:08.032723,2017-06-07 19:52:03.467955,NA,NA
2080,2010-03-15 06:14:06.983468,2017-06-08 14:03:57.706112,NA,NA
2122,2010-03-15 06:14:07.494568,2017-06-08 14:04:14.144373,NA,NA
2100,2010-03-15 06:14:07.219192,2017-06-08 14:16:48.089492,NA,NA
2104,2010-03-15 06:14:07.268445,2017-06-08 14:16:51.153029,NA,NA
2150,2010-03-15 06:14:07.824611,2017-06-08 14:16:54.116069,NA,NA
2114,2010-03-15 06:14:07.394972,2010-03-15 06:14:07.395024,NA,NA
2049,2010-03-15 06:14:06.242793,2017-06-05 18:30:42.094452,NA,NA
2169,2010-03-15 06:14:08.019915,2017-06-05 18:30:46.037084,NA,NA
2117,2010-03-15 06:14:07.432359,2010-03-15 06:14:07.432410,NA,NA
2115,2010-03-15 06:14:07.407940,2017-06-08 14:39:32.931745,NA,NA
2124,2010-03-15 06:14:07.519559,2010-03-15 06:14:07.519611,NA,NA
2125,2010-03-15 06:14:07.532308,2010-03-15 06:14:07.532361,NA,NA
2053,2010-03-15 06:14:06.296493,2017-06-05 19:27:02.575317,NA,NA
2131,2010-03-15 06:14:07.608068,2017-06-08 16:19:30.007466,NA,NA
2130,2010-03-15 06:14:07.595868,2017-06-06 16:57:06.435869,NA,NA
2171,2010-03-15 06:14:08.046154,2017-06-05 19:27:05.111472,NA,NA
2134,2010-03-15 06:14:07.644251,2010-03-15 06:14:07.644303,NA,NA
2135,2010-03-15 06:14:07.656188,2010-03-15 06:14:07.656243,NA,NA
2172,2010-03-15 06:14:08.057864,2017-06-05 19:27:08.295069,NA,NA
2145,2010-03-15 06:14:07.766339,2010-03-15 06:14:07.766392,NA,NA
2146,2010-03-15 06:14:07.784645,2010-03-15 06:14:07.784706,NA,NA
2148,2010-03-15 06:14:07.804593,2010-03-15 06:14:07.804639,NA,NA
2173,2010-03-15 06:14:08.070630,2017-06-05 19:27:13.026132,NA,NA
2132,2010-03-15 06:14:07.619776,2017-06-06 16:57:09.900817,NA,NA
2147,2010-03-15 06:14:07.795067,2017-06-06 16:57:20.196521,NA,NA
2162,2010-03-15 06:14:07.942636,2017-06-06 16:57:24.145425,NA,NA
3142,2010-03-15 06:14:20.118784,2017-06-06 17:46:07.515976,NA,NA
2159,2010-03-15 06:14:07.914269,2010-03-15 06:14:07.914311,NA,NA
2024,2010-03-15 06:14:05.928416,2017-06-06 17:56:03.460061,NA,NA
2163,2010-03-15 06:14:07.950392,2010-03-15 06:14:07.950428,NA,NA
2052,2010-03-15 06:14:06.283091,2017-06-06 15:43:32.939140,NA,NA
2055,2010-03-15 06:14:06.323418,2017-06-06 18:09:29.434303,NA,NA
2155,2010-03-15 06:14:07.872429,2017-06-06 15:43:37.187921,NA,NA
2168,2010-03-15 06:14:08.008040,2017-06-06 18:09:39.360617,NA,NA
2054,2010-03-15 06:14:06.310384,2017-06-06 18:25:38.430784,NA,NA
2111,2010-03-15 06:14:07.356330,2017-06-06 18:25:42.088035,NA,NA
2174,2010-03-15 06:14:08.082763,2010-03-15 06:14:08.082814,NA,NA
2176,2010-03-15 06:14:08.109536,2010-03-15 06:14:08.109587,NA,NA
2098,2010-03-15 06:14:07.193877,2017-05-26 20:34:12.638859,NA,NA
2048,2010-03-15 06:14:06.230469,2017-05-26 20:34:17.234375,NA,NA
2156,2010-03-15 06:14:07.882282,2017-06-06 15:46:01.313230,NA,NA
2157,2010-03-15 06:14:07.893333,2017-06-06 15:46:05.083134,NA,NA
2158,2010-03-15 06:14:07.904486,2017-06-06 15:46:09.001239,NA,NA
2092,2010-03-15 06:14:07.122878,2017-06-01 16:30:37.923334,NA,NA
2126,2010-03-15 06:14:07.543798,2017-06-01 16:30:41.347455,NA,NA
2045,2010-03-15 06:14:06.192622,2017-06-01 16:32:17.035918,NA,NA
2160,2010-03-15 06:14:07.924151,2017-06-06 15:46:14.886132,NA,NA
2072,2010-03-15 06:14:06.883697,2017-06-06 19:04:40.256794,NA,NA
2110,2010-03-15 06:14:07.344606,2017-06-06 19:31:18.332508,NA,NA
2149,2010-03-15 06:14:07.814999,2017-06-01 17:09:47.233141,NA,NA
2355,2010-03-15 06:14:10.317265,2017-06-06 19:31:23.027542,NA,NA
2166,2010-03-15 06:14:07.983043,2017-06-01 17:24:54.030601,NA,NA
2093,2010-03-15 06:14:07.131423,2017-06-06 19:34:23.649393,NA,NA
2177,2010-03-15 06:14:08.121118,2017-06-06 19:37:13.205304,NA,NA
2059,2010-03-15 06:14:06.723735,2017-06-06 19:48:23.070900,NA,NA
2063,2010-03-15 06:14:06.777985,2017-06-06 19:48:39.619935,NA,NA
2066,2010-03-15 06:14:06.809843,2017-06-06 19:48:45.621118,NA,NA
2085,2010-03-15 06:14:07.046831,2017-06-06 19:48:51.460327,NA,NA
2112,2010-03-15 06:14:07.369379,2017-06-06 19:48:57.820305,NA,NA
2144,2010-03-15 06:14:07.756714,2017-06-06 19:49:03.687678,NA,NA
2164,2010-03-15 06:14:07.960529,2017-06-06 20:02:14.670336,NA,NA
2070,2010-03-15 06:14:06.858719,2017-06-06 20:13:48.348442,NA,NA
2079,2010-03-15 06:14:06.970356,2017-06-06 20:13:53.340885,NA,NA
2082,2010-03-15 06:14:07.010072,2017-06-06 20:13:57.156552,NA,NA
2088,2010-03-15 06:14:07.084761,2017-06-06 20:14:00.382715,NA,NA
2139,2010-03-15 06:14:07.707282,2017-06-06 20:14:04.088118,NA,NA
2140,2010-03-15 06:14:07.716931,2017-06-06 20:14:07.487255,NA,NA
2141,2010-03-15 06:14:07.727234,2017-06-06 20:14:11.087626,NA,NA
2278,2010-03-15 06:14:09.384727,2017-06-06 20:22:00.589490,NA,NA
2282,2010-03-15 06:14:09.433963,2017-06-06 20:22:04.194435,NA,NA
2180,2010-03-15 06:14:08.160736,2010-03-15 06:14:08.160790,NA,NA
841,2010-03-15 06:13:49.860200,2017-06-02 20:21:35.322535,NA,NA
2283,2010-03-15 06:14:09.447448,2017-06-06 20:22:07.948285,NA,NA
2284,2010-03-15 06:14:09.459609,2017-06-06 20:22:14.047360,NA,NA
2287,2010-03-15 06:14:09.497704,2017-06-06 20:22:17.333771,NA,NA
2301,2010-03-15 06:14:09.668782,2017-06-06 20:22:24.612051,NA,NA
2303,2010-03-15 06:14:09.693325,2017-06-06 20:22:30.733757,NA,NA
2306,2010-03-15 06:14:09.728585,2017-06-06 20:22:35.233376,NA,NA
2183,2010-03-15 06:14:08.197853,2017-06-06 16:16:54.806431,NA,NA
2189,2010-03-15 06:14:08.270604,2010-03-15 06:14:08.270656,NA,NA
2190,2010-03-15 06:14:08.282192,2010-03-15 06:14:08.282244,NA,NA
2307,2010-03-15 06:14:09.740424,2017-06-06 20:22:38.599846,NA,NA
2308,2010-03-15 06:14:09.755264,2017-06-06 20:22:42.608370,NA,NA
2276,2010-03-15 06:14:09.360716,2017-06-06 20:25:45.227276,NA,NA
2277,2010-03-15 06:14:09.373360,2017-06-06 20:25:48.955016,NA,NA
2192,2010-03-15 06:14:08.307294,2017-06-06 16:28:33.360873,NA,NA
1053,2010-03-15 06:13:53.038978,2017-06-06 20:29:03.135694,NA,NA
2279,2010-03-15 06:14:09.398051,2017-06-08 14:08:47.414500,NA,NA
2202,2010-03-15 06:14:08.429066,2010-03-15 06:14:08.429119,NA,NA
2203,2010-03-15 06:14:08.440716,2010-03-15 06:14:08.440769,NA,NA
2273,2010-03-15 06:14:09.323606,2017-06-08 14:08:51.740335,NA,NA
2294,2010-03-15 06:14:09.582286,2017-06-08 14:12:49.019877,NA,NA
2222,2010-03-15 06:14:08.676546,2017-06-08 14:14:04.197760,NA,NA
2207,2010-03-15 06:14:08.492947,2010-03-15 06:14:08.493000,NA,NA
2208,2010-03-15 06:14:08.504575,2010-03-15 06:14:08.504627,NA,NA
2209,2010-03-15 06:14:08.516693,2010-03-15 06:14:08.516746,NA,NA
2210,2010-03-15 06:14:08.528341,2010-03-15 06:14:08.528393,NA,NA
2211,2010-03-15 06:14:08.540081,2010-03-15 06:14:08.540135,NA,NA
2225,2010-03-15 06:14:08.714388,2017-06-08 15:15:02.229576,NA,NA
2230,2010-03-15 06:14:08.775686,2017-06-08 15:23:25.455926,NA,NA
2241,2010-03-15 06:14:08.915524,2017-06-08 15:23:30.082546,NA,NA
2281,2010-03-15 06:14:09.421735,2017-06-08 15:37:03.671414,NA,NA
2221,2010-03-15 06:14:08.664277,2010-03-15 06:14:08.664330,NA,NA
2193,2010-03-15 06:14:08.318775,2017-06-06 16:33:31.307419,NA,NA
2196,2010-03-15 06:14:08.354649,2017-06-06 16:33:35.083991,NA,NA
2224,2010-03-15 06:14:08.701564,2010-03-15 06:14:08.701617,NA,NA
2199,2010-03-15 06:14:08.392623,2017-06-06 16:33:38.379566,NA,NA
5029,2010-12-09 19:32:00.840199,2010-12-09 19:32:00.840242,Rafael Ignacio Gil Galindo,NA
2201,2010-03-15 06:14:08.417023,2017-06-06 16:33:42.273210,NA,NA
2233,2010-03-15 06:14:08.811972,2010-03-15 06:14:08.812027,NA,NA
2235,2010-03-15 06:14:08.838412,2010-03-15 06:14:08.838463,NA,NA
2205,2010-03-15 06:14:08.466247,2017-06-06 16:33:53.484119,NA,NA
2237,2010-03-15 06:14:08.864722,2010-03-15 06:14:08.864774,NA,NA
2238,2010-03-15 06:14:08.878476,2010-03-15 06:14:08.878529,NA,NA
2218,2010-03-15 06:14:08.626625,2017-06-06 16:33:54.907909,NA,NA
2244,2010-03-15 06:14:08.952704,2010-03-15 06:14:08.952756,NA,NA
2245,2010-03-15 06:14:08.965628,2010-03-15 06:14:08.965680,NA,NA
2246,2010-03-15 06:14:08.977749,2017-06-06 16:33:59.012816,NA,NA
2252,2010-03-15 06:14:09.056895,2010-03-15 06:14:09.056948,NA,NA
2305,2010-03-15 06:14:09.716726,2017-06-05 18:31:33.281829,NA,NA
2262,2010-03-15 06:14:09.185429,2010-03-15 06:14:09.185489,NA,NA
2312,2010-03-15 06:14:09.805258,2017-06-05 18:31:37.073664,NA,NA
2264,2010-03-15 06:14:09.210522,2010-03-15 06:14:09.210575,NA,NA
2265,2010-03-15 06:14:09.223265,2010-03-15 06:14:09.223317,NA,NA
2266,2010-03-15 06:14:09.234852,2010-03-15 06:14:09.234905,NA,NA
2267,2010-03-15 06:14:09.247340,2010-03-15 06:14:09.247394,NA,NA
2268,2010-03-15 06:14:09.259892,2010-03-15 06:14:09.259946,NA,NA
2269,2010-03-15 06:14:09.271448,2010-03-15 06:14:09.271499,NA,NA
2270,2010-03-15 06:14:09.284753,2010-03-15 06:14:09.284805,NA,NA
2272,2010-03-15 06:14:09.310278,2010-03-15 06:14:09.310330,NA,NA
2271,2010-03-15 06:14:09.297564,2017-06-06 16:34:18.844883,NA,NA
2288,2010-03-15 06:14:09.509195,2017-06-05 19:27:16.271305,NA,NA
2534,2010-03-15 06:14:12.622183,2017-06-06 16:35:41.709874,NA,NA
2253,2010-03-15 06:14:09.069823,2017-06-06 16:43:27.355321,NA,NA
2197,2010-03-15 06:14:08.367894,2017-06-06 15:46:19.517297,NA,NA
2302,2010-03-15 06:14:09.680602,2017-06-06 16:47:17.758441,NA,NA
2228,2010-03-15 06:14:08.751724,2017-06-06 15:46:23.108896,NA,NA
2286,2010-03-15 06:14:09.484783,2010-03-15 06:14:09.484835,NA,NA
2187,2010-03-15 06:14:08.247030,2017-06-06 16:57:27.678977,NA,NA
2289,2010-03-15 06:14:09.521642,2010-03-15 06:14:09.521694,NA,NA
2290,2010-03-15 06:14:09.533296,2010-03-15 06:14:09.533347,NA,NA
2291,2010-03-15 06:14:09.546508,2010-03-15 06:14:09.546561,NA,NA
2292,2010-03-15 06:14:09.558157,2010-03-15 06:14:09.558211,NA,NA
2293,2010-03-15 06:14:09.570084,2010-03-15 06:14:09.570135,NA,NA
2229,2010-03-15 06:14:08.763426,2017-06-06 16:57:58.717152,NA,NA
2232,2010-03-15 06:14:08.800311,2017-06-06 16:58:03.301612,NA,NA
2240,2010-03-15 06:14:08.903670,2017-06-06 16:58:07.428410,NA,NA
2300,2010-03-15 06:14:09.655962,2010-03-15 06:14:09.656015,NA,NA
2243,2010-03-15 06:14:08.940942,2017-06-06 16:58:11.477410,NA,NA
2219,2010-03-15 06:14:08.638274,2017-06-06 17:07:02.613405,NA,NA
2236,2010-03-15 06:14:08.850638,2017-06-06 15:46:27.387064,NA,NA
2186,2010-03-15 06:14:08.234940,2017-06-06 17:44:48.722619,NA,NA
2313,2010-03-15 06:14:09.817133,2010-03-15 06:14:09.817185,NA,NA
2239,2010-03-15 06:14:08.891842,2017-06-06 15:46:32.372944,NA,NA
2310,2010-03-15 06:14:09.780264,2017-06-01 16:26:31.603840,NA,NA
2263,2010-03-15 06:14:09.198662,2017-06-01 16:30:49.835769,NA,NA
2296,2010-03-15 06:14:09.602220,2017-06-06 15:47:03.926519,NA,NA
2280,2010-03-15 06:14:09.409985,2017-06-01 17:09:33.817379,NA,NA
2198,2010-03-15 06:14:08.379488,2017-06-01 17:09:51.039460,NA,NA
2200,2010-03-15 06:14:08.404271,2017-06-01 17:09:53.913348,NA,NA
2181,2010-03-15 06:14:08.172569,2017-06-01 17:17:35.832062,NA,NA
2195,2010-03-15 06:14:08.342829,2017-06-01 18:11:30.075646,NA,NA
2242,2010-03-15 06:14:08.927474,2017-06-01 18:25:57.634539,NA,NA
2285,2010-03-15 06:14:09.473088,2017-06-01 20:10:55.281874,NA,NA
2309,2010-03-15 06:14:09.767016,2017-06-06 15:47:11.840950,NA,NA
2254,2010-03-15 06:14:09.081720,2017-06-06 17:48:43.205300,NA,NA
2255,2010-03-15 06:14:09.095611,2017-06-06 17:48:49.234841,NA,NA
2258,2010-03-15 06:14:09.132072,2017-06-06 17:48:52.781633,NA,NA
2260,2010-03-15 06:14:09.160048,2017-06-06 17:48:56.708964,NA,NA
2185,2010-03-15 06:14:08.221142,2017-06-06 17:56:11.859126,NA,NA
2250,2010-03-15 06:14:09.029141,2017-06-06 18:09:43.311930,NA,NA
2212,2010-03-15 06:14:08.552009,2017-06-06 19:10:24.766744,NA,NA
2220,2010-03-15 06:14:08.651323,2017-06-06 19:27:19.756823,NA,NA
2295,2010-03-15 06:14:09.591752,2017-06-06 19:27:23.553081,NA,NA
2182,2010-03-15 06:14:08.184807,2017-06-06 19:49:22.230069,NA,NA
2184,2010-03-15 06:14:08.209327,2017-06-06 19:49:28.063125,NA,NA
2216,2010-03-15 06:14:08.602469,2017-06-06 19:49:34.036669,NA,NA
2257,2010-03-15 06:14:09.120147,2017-06-06 19:49:40.006653,NA,NA
2261,2010-03-15 06:14:09.171728,2017-06-06 19:49:52.239401,NA,NA
2178,2010-03-15 06:14:08.133312,2017-06-06 19:52:06.418373,NA,NA
2206,2010-03-15 06:14:08.479072,2017-06-06 20:02:18.362209,NA,NA
2227,2010-03-15 06:14:08.738691,2017-06-06 20:02:21.901428,NA,NA
2234,2010-03-15 06:14:08.823626,2017-06-06 20:02:25.506884,NA,NA
2215,2010-03-15 06:14:08.589742,2017-06-06 20:14:18.186773,NA,NA
2248,2010-03-15 06:14:09.003924,2017-06-06 20:14:21.463286,NA,NA
2249,2010-03-15 06:14:09.016554,2017-06-06 20:14:31.372868,NA,NA
2304,2010-03-15 06:14:09.704942,2017-06-06 20:14:38.948451,NA,NA
2399,2010-03-15 06:14:10.861802,2017-06-06 16:16:58.536632,NA,NA
2436,2010-03-15 06:14:11.428339,2017-06-06 16:17:02.375267,NA,NA
2317,2010-03-15 06:14:09.866252,2010-03-15 06:14:09.866304,NA,NA
2318,2010-03-15 06:14:09.878410,2010-03-15 06:14:09.878464,NA,NA
2315,2010-03-15 06:14:09.841357,2017-06-06 20:19:48.533108,NA,NA
2321,2010-03-15 06:14:09.915975,2017-06-06 20:19:53.162492,NA,NA
2323,2010-03-15 06:14:09.940730,2017-06-06 20:19:56.694121,NA,NA
2325,2010-03-15 06:14:09.965087,2017-06-06 20:20:01.685017,NA,NA
2330,2010-03-15 06:14:10.024622,2017-06-06 20:20:06.824470,NA,NA
2331,2010-03-15 06:14:10.036418,2017-06-06 20:20:11.111017,NA,NA
2332,2010-03-15 06:14:10.048911,2017-06-06 20:20:14.847579,NA,NA
2444,2010-03-15 06:14:11.537300,2017-06-06 16:17:06.526118,NA,NA
2829,2010-03-15 06:14:16.117935,2017-06-06 16:18:06.735461,NA,NA
2333,2010-03-15 06:14:10.061086,2017-06-06 20:20:18.653849,NA,NA
1084,2010-03-15 06:13:53.514179,2017-06-06 20:29:31.977899,NA,NA
2337,2010-03-15 06:14:10.110216,2010-03-15 06:14:10.110267,NA,NA
2433,2010-03-15 06:14:11.388033,2017-06-08 14:11:56.001822,NA,NA
2341,2010-03-15 06:14:10.160836,2017-06-06 16:34:23.380884,NA,NA
2352,2010-03-15 06:14:10.278589,2017-06-06 16:34:31.577210,NA,NA
2372,2010-03-15 06:14:10.529307,2017-06-08 14:12:52.717649,NA,NA
2342,2010-03-15 06:14:10.169219,2010-03-15 06:14:10.169256,NA,NA
2357,2010-03-15 06:14:10.342216,2017-06-06 16:34:35.380755,NA,NA
2377,2010-03-15 06:14:10.591429,2017-06-06 16:35:04.885144,NA,NA
2385,2010-03-15 06:14:10.687579,2017-06-08 14:12:55.878816,NA,NA
2347,2010-03-15 06:14:10.217852,2010-03-15 06:14:10.217905,NA,NA
2397,2010-03-15 06:14:10.836409,2017-06-06 16:35:08.533899,NA,NA
2402,2010-03-15 06:14:10.897563,2017-06-02 20:13:06.494413,NA,NA
2420,2010-03-15 06:14:11.121579,2017-06-06 16:35:13.901190,NA,NA
2339,2010-03-15 06:14:10.135070,2017-06-08 14:14:07.728562,NA,NA
2343,2010-03-15 06:14:10.177251,2017-06-08 14:14:10.934172,NA,NA
2348,2010-03-15 06:14:10.230247,2017-06-08 14:14:13.999148,NA,NA
2374,2010-03-15 06:14:10.552880,2017-06-08 14:14:17.206904,NA,NA
2398,2010-03-15 06:14:10.848103,2017-06-08 15:16:19.254818,NA,NA
2356,2010-03-15 06:14:10.330021,2010-03-15 06:14:10.330072,NA,NA
2427,2010-03-15 06:14:11.288133,2017-06-08 15:16:22.078040,NA,NA
2358,2010-03-15 06:14:10.355094,2010-03-15 06:14:10.355146,NA,NA
2424,2010-03-15 06:14:11.247606,2017-06-08 15:18:05.391641,NA,NA
2360,2010-03-15 06:14:10.379842,2010-03-15 06:14:10.379914,NA,NA
2441,2010-03-15 06:14:11.506533,2017-06-08 15:21:32.821438,NA,NA
1272,2010-03-15 06:13:56.026779,2017-06-08 15:26:37.186760,NA,NA
2314,2010-03-15 06:14:09.828848,2017-06-08 16:18:04.500079,NA,NA
2364,2010-03-15 06:14:10.429538,2010-03-15 06:14:10.429589,NA,NA
2316,2010-03-15 06:14:09.853643,2017-06-08 16:19:33.002914,NA,NA
2416,2010-03-15 06:14:11.073006,2017-06-02 20:13:09.071176,NA,NA
2223,2010-03-15 06:14:08.689997,2017-06-02 20:21:46.227164,NA,NA
2326,2010-03-15 06:14:09.976746,2017-06-06 16:47:22.649471,NA,NA
2369,2010-03-15 06:14:10.493052,2010-03-15 06:14:10.493103,NA,NA
2371,2010-03-15 06:14:10.517743,2010-03-15 06:14:10.517795,NA,NA
2327,2010-03-15 06:14:09.989832,2017-06-06 16:47:37.834210,NA,NA
2334,2010-03-15 06:14:10.073413,2017-06-05 18:31:44.220975,NA,NA
2375,2010-03-15 06:14:10.565889,2010-03-15 06:14:10.565941,NA,NA
2378,2010-03-15 06:14:10.603076,2010-03-15 06:14:10.603128,NA,NA
2380,2010-03-15 06:14:10.628175,2010-03-15 06:14:10.628228,NA,NA
2383,2010-03-15 06:14:10.664368,2010-03-15 06:14:10.664420,NA,NA
2388,2010-03-15 06:14:10.724702,2010-03-15 06:14:10.724754,NA,NA
2392,2010-03-15 06:14:10.774747,2010-03-15 06:14:10.774800,NA,NA
2393,2010-03-15 06:14:10.786499,2010-03-15 06:14:10.786555,NA,NA
2394,2010-03-15 06:14:10.799662,2010-03-15 06:14:10.799714,NA,NA
2395,2010-03-15 06:14:10.811922,2010-03-15 06:14:10.811974,NA,NA
2396,2010-03-15 06:14:10.824645,2010-03-15 06:14:10.824697,NA,NA
2401,2010-03-15 06:14:10.885273,2010-03-15 06:14:10.885325,NA,NA
2403,2010-03-15 06:14:10.910238,2010-03-15 06:14:10.910289,NA,NA
2391,2010-03-15 06:14:10.761708,2017-06-05 18:34:56.922950,NA,NA
2409,2010-03-15 06:14:10.984805,2010-03-15 06:14:10.984857,NA,NA
2426,2010-03-15 06:14:11.274521,2017-06-05 18:35:05.418389,NA,NA
2412,2010-03-15 06:14:11.022753,2010-03-15 06:14:11.022805,NA,NA
1263,2010-03-15 06:13:55.919479,2017-06-06 15:39:40.091942,NA,NA
2415,2010-03-15 06:14:11.061111,2010-03-15 06:14:11.061164,NA,NA
2350,2010-03-15 06:14:10.254377,2017-06-06 15:47:19.289850,NA,NA
2417,2010-03-15 06:14:11.084713,2010-03-15 06:14:11.084768,NA,NA
2421,2010-03-15 06:14:11.204250,2010-03-15 06:14:11.204303,NA,NA
5030,2010-12-09 19:34:01.750208,2010-12-09 19:34:01.750244,Hernán Monroy Leal,NA
5094,2011-03-03 18:54:50.301320,2011-03-03 18:54:50.301356,Ana María Arango de Londoño,imgs/citados/armenia.jpg
2445,2010-03-15 06:14:11.549552,2017-06-06 15:47:25.909879,NA,NA
2428,2010-03-15 06:14:11.301002,2010-03-15 06:14:11.301055,NA,NA
2429,2010-03-15 06:14:11.314096,2010-03-15 06:14:11.314148,NA,NA
2430,2010-03-15 06:14:11.325918,2010-03-15 06:14:11.325970,NA,NA
2432,2010-03-15 06:14:11.376031,2010-03-15 06:14:11.376085,NA,NA
2437,2010-03-15 06:14:11.441854,2010-03-15 06:14:11.441906,NA,NA
2438,2010-03-15 06:14:11.455714,2010-03-15 06:14:11.455771,NA,NA
2439,2010-03-15 06:14:11.468702,2010-03-15 06:14:11.468754,NA,NA
2379,2010-03-15 06:14:10.615340,2017-06-06 16:47:47.042137,NA,NA
2442,2010-03-15 06:14:11.514949,2010-03-15 06:14:11.514991,NA,NA
2381,2010-03-15 06:14:10.639850,2017-06-06 16:50:30.718642,NA,NA
2446,2010-03-15 06:14:11.562960,2017-05-26 20:34:49.372690,NA,NA
2404,2010-03-15 06:14:10.922820,2017-06-01 16:27:11.844290,NA,NA
2405,2010-03-15 06:14:10.934423,2017-06-01 16:27:19.353026,NA,NA
2344,2010-03-15 06:14:10.185565,2017-06-01 17:11:45.254805,NA,NA
2349,2010-03-15 06:14:10.242664,2017-06-01 17:11:49.038193,NA,NA
2411,2010-03-15 06:14:11.010598,2017-06-01 17:11:51.712405,NA,NA
2365,2010-03-15 06:14:10.442427,2017-06-06 16:58:15.638148,NA,NA
2413,2010-03-15 06:14:11.036413,2017-06-06 16:58:19.716364,NA,NA
2367,2010-03-15 06:14:10.468296,2017-06-01 20:02:18.544489,NA,NA
2418,2010-03-15 06:14:11.096950,2017-06-06 16:58:26.849307,NA,NA
2434,2010-03-15 06:14:11.401684,2017-06-06 16:58:30.671241,NA,NA
2440,2010-03-15 06:14:11.497559,2017-06-06 16:58:35.223748,NA,NA
2353,2010-03-15 06:14:10.292656,2017-06-06 17:07:06.591198,NA,NA
2389,2010-03-15 06:14:10.737100,2017-06-06 17:44:52.738139,NA,NA
2419,2010-03-15 06:14:11.109247,2017-06-06 17:44:56.315069,NA,NA
2423,2010-03-15 06:14:11.235156,2017-06-06 17:44:59.977840,NA,NA
2354,2010-03-15 06:14:10.305495,2017-06-06 17:49:00.078398,NA,NA
2362,2010-03-15 06:14:10.405320,2017-06-06 17:49:03.382246,NA,NA
2328,2010-03-15 06:14:10.001405,2017-06-06 18:09:46.898649,NA,NA
2359,2010-03-15 06:14:10.366856,2017-06-06 18:09:54.824496,NA,NA
2384,2010-03-15 06:14:10.676176,2017-06-06 18:25:46.281204,NA,NA
2435,2010-03-15 06:14:11.416561,2017-06-06 19:08:37.713597,NA,NA
2387,2010-03-15 06:14:10.713236,2017-06-06 19:27:26.838748,NA,NA
2410,2010-03-15 06:14:10.997882,2017-06-06 19:27:47.270515,NA,NA
2400,2010-03-15 06:14:10.873440,2017-06-06 19:31:26.921387,NA,NA
2324,2010-03-15 06:14:09.952545,2017-06-06 19:34:36.168095,NA,NA
2361,2010-03-15 06:14:10.393671,2017-06-06 19:42:15.716725,NA,NA
2370,2010-03-15 06:14:10.505895,2017-06-06 19:42:21.589025,NA,NA
2382,2010-03-15 06:14:10.652127,2017-06-06 19:42:26.773281,NA,NA
2386,2010-03-15 06:14:10.700509,2017-06-06 19:42:32.343361,NA,NA
