id,definitivo_id,sentencia_id
5294,999,1765
5295,999,1765
5296,14,1766
5297,999,1766
5298,999,1766
5299,6,1767
5300,999,1767
5301,999,1767
5302,9,1768
5303,999,1768
5304,999,1768
5305,12,1769
5306,999,1769
5307,999,1769
5308,14,1770
5309,999,1770
5310,999,1770
5311,8,1771
5312,999,1771
5313,999,1771
5314,6,1772
5315,999,1772
5316,999,1772
5317,6,1773
5318,999,1773
5319,999,1773
5320,8,1774
5321,999,1774
5322,999,1774
5323,9,1775
5324,999,1775
5325,999,1775
5326,12,1776
5327,999,1776
5328,999,1776
5329,7,1777
5330,999,1777
5331,999,1777
5332,12,1778
5333,999,1778
5334,999,1778
5335,8,1779
5336,999,1779
5337,999,1779
5338,9,1780
5339,999,1780
5340,999,1780
5341,12,1781
5342,999,1781
5343,999,1781
5344,11,1782
5345,999,1782
5346,999,1782
5347,11,1783
5348,999,1783
5349,999,1783
5350,12,1784
5351,999,1784
5352,999,1784
5353,8,1785
5354,999,1785
5355,999,1785
5356,9,1786
5357,999,1786
5358,999,1786
5359,11,1787
5360,999,1787
5361,999,1787
5362,8,1788
5363,999,1788
5364,999,1788
5365,12,1789
5366,999,1789
5367,999,1789
5368,8,1790
5369,999,1790
5370,999,1790
5371,8,1791
5372,999,1791
5373,999,1791
5374,9,1792
5375,15,1792
5376,999,1792
5377,12,1793
5378,999,1793
5379,999,1793
5380,12,1794
5381,999,1794
5382,999,1794
5383,11,1795
5384,999,1795
5385,999,1795
5386,10,1796
5387,999,1796
5388,999,1796
5389,15,1797
5390,999,1797
5391,999,1797
5392,11,1798
5393,999,1798
5394,999,1798
5395,11,1799
5396,999,1799
5397,999,1799
5398,12,1800
5399,999,1800
5400,999,1800
5401,6,1801
5402,999,1801
5403,999,1801
5404,9,1802
5405,999,1802
5406,999,1802
5407,7,1803
5408,999,1803
5409,999,1803
5410,10,1804
5411,999,1804
5412,999,1804
5413,15,1805
5414,999,1805
5415,999,1805
5416,10,1806
5417,999,1806
5418,999,1806
5419,11,1807
5420,999,1807
5421,999,1807
5422,10,1808
5423,999,1808
5424,999,1808
5425,8,1809
5426,999,1809
5427,999,1809
5428,9,1810
5429,999,1810
5430,999,1810
5431,14,1811
5432,999,1811
5433,999,1811
5434,14,1812
5435,999,1812
5436,999,1812
5437,6,1813
5438,999,1813
5439,999,1813
5440,12,1814
5441,999,1814
5442,999,1814
5443,11,1815
5444,999,1815
5445,999,1815
5446,15,1816
5447,999,1816
5448,999,1816
5449,10,1817
5450,999,1817
5451,999,1817
5452,11,1818
5453,999,1818
5454,999,1818
5455,11,1819
5456,999,1819
5457,999,1819
5458,11,1820
5459,999,1820
5460,999,1820
5461,12,1821
5462,999,1821
5463,999,1821
5464,12,1822
5465,999,1822
5466,999,1822
5467,9,1823
5468,999,1823
5469,999,1823
5470,10,1824
5471,999,1824
5472,999,1824
5473,10,1825
5474,999,1825
5475,999,1825
5476,12,1826
5477,999,1826
5478,999,1826
5479,10,1827
5480,999,1827
5481,999,1827
5482,7,1828
5483,999,1828
5484,999,1828
5485,10,1829
5486,999,1829
5487,999,1829
5488,11,1830
5489,999,1830
5490,999,1830
5491,10,1831
5492,999,1831
5493,999,1831
5494,9,1832
5495,999,1832
5496,999,1832
5497,12,1833
5498,999,1833
5499,999,1833
5500,7,1834
5501,999,1834
5502,999,1834
5503,15,1835
5504,999,1835
5505,999,1835
5506,14,1836
5507,999,1836
5508,999,1836
5509,9,1837
5510,999,1837
5511,999,1837
5512,6,1838
5513,999,1838
5514,999,1838
5515,11,1839
5516,999,1839
5517,999,1839
5518,7,1840
5519,999,1840
5520,999,1840
5521,6,1841
5522,999,1841
5523,999,1841
5524,10,1842
5525,999,1842
5526,999,1842
5527,10,1843
5528,999,1843
5529,999,1843
5530,11,1844
5531,999,1844
5532,999,1844
5533,11,1845
5534,999,1845
5535,999,1845
5536,12,1846
5537,999,1846
5538,999,1846
5539,12,1847
5540,999,1847
5541,999,1847
5542,9,1848
5543,999,1848
5544,999,1848
5545,9,1849
5546,999,1849
5547,999,1849
5548,15,1850
5549,999,1850
5550,999,1850
5551,15,1851
5552,999,1851
5553,999,1851
5554,7,1852
5555,999,1852
5556,999,1852
5557,11,1853
5558,999,1853
5559,999,1853
5560,11,1854
5561,999,1854
5562,999,1854
5563,14,1855
5564,999,1855
5565,999,1855
5566,15,1856
5567,999,1856
5568,999,1856
5569,14,1857
5570,999,1857
5571,999,1857
5572,15,1858
5573,999,1858
5574,999,1858
5575,14,1859
5576,999,1859
5577,999,1859
5578,11,1860
5579,999,1860
5580,999,1860
5581,14,1861
5582,999,1861
5583,999,1861
5584,15,1862
5585,999,1862
5586,999,1862
5587,15,1863
5588,999,1863
5589,999,1863
5590,12,1864
5591,999,1864
5592,999,1864
5593,12,1865
5594,999,1865
5595,999,1865
5596,12,1866
5597,999,1866
5598,999,1866
5599,9,1867
5600,999,1867
5601,999,1867
5602,14,1868
5603,999,1868
5604,999,1868
5605,6,1869
5606,999,1869
5607,999,1869
5608,10,1870
5609,999,1870
5610,999,1870
5611,10,1871
5612,999,1871
5613,999,1871
5614,10,1872
5615,999,1872
5616,999,1872
5617,15,1873
5618,999,1873
5619,999,1873
5620,7,1874
5621,999,1874
5622,999,1874
5623,9,1875
5624,999,1875
5625,999,1875
5626,15,1876
5627,999,1876
5628,999,1876
5629,12,1877
5630,999,1877
5631,999,1877
5632,11,1878
5633,999,1878
5634,999,1878
5635,7,1879
5636,999,1879
5637,999,1879
5638,11,1880
5639,999,1880
5640,999,1880
5641,14,1881
5642,999,1881
5643,999,1881
5644,12,1882
5645,999,1882
5646,999,1882
5647,7,1883
5648,999,1883
5649,999,1883
5650,9,1884
5651,999,1884
5652,999,1884
5653,9,1885
5654,999,1885
5655,999,1885
5656,11,1886
5657,999,1886
5658,999,1886
5659,14,1887
5660,999,1887
5661,999,1887
5662,12,1888
5663,999,1888
5664,999,1888
5665,7,1889
5666,999,1889
5667,999,1889
5668,8,1890
5669,999,1890
5670,999,1890
5671,7,1891
5672,999,1891
5673,999,1891
5674,12,1892
5675,999,1892
5676,999,1892
5677,9,1893
5678,999,1893
5679,999,1893
5680,10,1894
5681,999,1894
5682,999,1894
5683,11,1895
5684,999,1895
5685,999,1895
5686,8,1896
5687,999,1896
5688,999,1896
5689,15,1897
5690,999,1897
5691,999,1897
5692,15,1898
5693,999,1898
5694,999,1898
5695,14,1899
5696,999,1899
5697,999,1899
5698,10,1900
5699,999,1900
5700,999,1900
5701,12,1901
5702,999,1901
5703,999,1901
5704,999,1902
5705,999,1902
5706,999,1902
5707,14,1903
5708,999,1903
5709,999,1903
5710,14,1904
5711,999,1904
5712,6,1904
5713,8,1905
5714,999,1905
5715,999,1905
5716,15,1906
5717,999,1906
5718,999,1906
5719,9,1907
5720,999,1907
5721,999,1907
5722,11,1908
5723,999,1908
5724,999,1908
5725,12,1909
5726,999,1909
5727,999,1909
5728,14,1910
5729,999,1910
5730,999,1910
5731,15,1911
5732,999,1911
5733,999,1911
5734,8,1912
5735,999,1912
5736,999,1912
5737,6,1913
5738,999,1913
5739,999,1913
5740,6,1914
5741,999,1914
5742,999,1914
5743,6,1915
5744,999,1915
5745,14,1915
5746,7,1916
5747,999,1916
5748,999,1916
5749,9,1917
5750,999,1917
5751,999,1917
5752,6,1918
5753,999,1918
5754,999,1918
5755,10,1919
5756,999,1919
5757,999,1919
5758,11,1920
5759,999,1920
5760,999,1920
5761,14,1921
5762,999,1921
5763,999,1921
5764,10,1922
5765,999,1922
5766,999,1922
5767,12,1923
5768,999,1923
5769,999,1923
5770,8,1924
5771,999,1924
5772,999,1924
5773,7,1925
5774,999,1925
5775,999,1925
5776,10,1926
5777,8,1926
5778,14,1926
5779,12,1927
5780,999,1927
5781,999,1927
5782,15,1928
5783,999,1928
5784,999,1928
5785,12,1929
5786,999,1929
5787,999,1929
5788,10,1930
5789,999,1930
5790,999,1930
5791,15,1931
5792,999,1931
5793,999,1931
5794,7,1932
5795,999,1932
5796,999,1932
5797,9,1933
5798,999,1933
5799,999,1933
5800,9,1934
5801,999,1934
5802,999,1934
5803,8,1935
5804,999,1935
5805,999,1935
5806,7,1936
5807,999,1936
5808,999,1936
5809,11,1937
5810,8,1937
5811,14,1937
5812,14,1938
5813,999,1938
5814,999,1938
5815,6,1939
5816,999,1939
5817,999,1939
5818,15,1940
5819,999,1940
5820,999,1940
5821,7,1941
5822,999,1941
5823,999,1941
5824,14,1942
5825,999,1942
5826,999,1942
5827,11,1943
5828,999,1943
5829,999,1943
5830,6,1944
5831,999,1944
5832,999,1944
5833,8,1945
5834,999,1945
5835,999,1945
5836,12,1946
5837,999,1946
5838,999,1946
5839,8,1947
5840,999,1947
5841,999,1947
5842,10,1948
5843,8,1948
5844,14,1948
5845,15,1949
5846,999,1949
5847,999,1949
5848,9,1950
5849,999,1950
5850,999,1950
5851,7,1951
5852,999,1951
5853,999,1951
5854,14,1952
5855,999,1952
5856,999,1952
5857,12,1953
5858,999,1953
5859,999,1953
5860,10,1954
5861,999,1954
5862,999,1954
5863,9,1955
5864,999,1955
5865,999,1955
5866,12,1956
5867,999,1956
5868,999,1956
5869,7,1957
5870,999,1957
5871,999,1957
5872,9,1958
5873,999,1958
5874,999,1958
5875,8,1959
5876,14,1959
5877,6,1959
5878,15,1960
5879,999,1960
5880,999,1960
5881,7,1961
5882,999,1961
5883,999,1961
5884,8,1962
5885,999,1962
5886,999,1962
5887,8,1963
5888,999,1963
5889,999,1963
5890,11,1964
5891,999,1964
5892,999,1964
5893,12,1965
5894,999,1965
5895,999,1965
5896,9,1966
5897,999,1966
5898,999,1966
5899,9,1967
5900,999,1967
5901,999,1967
5902,6,1968
5903,999,1968
5904,999,1968
5905,8,1969
5906,999,1969
5907,999,1969
5908,11,1970
5909,999,1970
5910,999,1970
5911,14,1971
5912,999,1971
5913,999,1971
5914,7,1972
5915,999,1972
5916,999,1972
5917,8,1973
5918,999,1973
5919,999,1973
5920,10,1974
5921,999,1974
5922,999,1974
5923,8,1975
5924,999,1975
5925,999,1975
5926,12,1976
5927,999,1976
5928,999,1976
5929,14,1977
5930,999,1977
5931,999,1977
5932,11,1978
5933,999,1978
5934,999,1978
5935,11,1979
5936,999,1979
5937,999,1979
5938,14,1980
5939,999,1980
5940,999,1980
5941,11,1981
5942,8,1981
5943,14,1981
5944,9,1982
5945,999,1982
5946,999,1982
5947,11,1983
5948,999,1983
5949,999,1983
5950,11,1984
5951,999,1984
5952,999,1984
5953,8,1985
5954,999,1985
5955,999,1985
5956,12,1986
5957,999,1986
5958,999,1986
5959,12,1987
5960,999,1987
5961,999,1987
5962,9,1988
5963,999,1988
5964,999,1988
5965,9,1989
5966,999,1989
5967,999,1989
5968,9,1990
5969,999,1990
5970,999,1990
5971,8,1991
5972,999,1991
5973,999,1991
5974,8,1992
5975,14,1992
5976,12,1992
5977,15,1993
5978,999,1993
5979,999,1993
5980,10,1994
5981,999,1994
5982,999,1994
5983,7,1995
5984,999,1995
5985,999,1995
5986,6,1996
5987,999,1996
5988,999,1996
5989,7,1997
5990,999,1997
5991,999,1997
5992,14,1998
5993,999,1998
5994,999,1998
5995,8,1999
5996,999,1999
5997,999,1999
5998,7,2000
5999,999,2000
6000,999,2000
6001,10,2001
6002,999,2001
6003,999,2001
6004,14,2002
6005,999,2002
6006,999,2002
6007,7,2003
6008,999,2003
6009,999,2003
6010,12,2004
6011,999,2004
6012,999,2004
6013,14,2005
6014,999,2005
6015,999,2005
6016,9,2006
6017,999,2006
6018,999,2006
6019,12,2007
6020,999,2007
6021,999,2007
6022,8,2008
6023,999,2008
6024,999,2008
6025,15,2009
6026,999,2009
6027,999,2009
6028,11,2010
6029,999,2010
6030,999,2010
6031,7,2011
6032,999,2011
6033,999,2011
6034,12,2012
6035,999,2012
6036,999,2012
6037,10,2013
6038,999,2013
6039,999,2013
6040,6,2014
6041,8,2014
6042,14,2014
6043,11,2015
6044,999,2015
6045,999,2015
6046,12,2016
6047,999,2016
6048,999,2016
6049,7,2017
6050,999,2017
6051,999,2017
6052,15,2018
6053,999,2018
6054,999,2018
6055,8,2019
6056,999,2019
6057,999,2019
6058,12,2020
6059,999,2020
6060,999,2020
6061,7,2021
6062,999,2021
6063,999,2021
6064,8,2022
6065,999,2022
6066,999,2022
6067,10,2023
6068,999,2023
6069,999,2023
6070,10,2024
6071,999,2024
6072,999,2024
6073,11,2025
6074,8,2025
6075,14,2025
6076,15,2026
6077,999,2026
6078,999,2026
6079,15,2027
6080,999,2027
6081,999,2027
6082,9,2028
6083,999,2028
6084,999,2028
6085,10,2029
6086,999,2029
6087,999,2029
6088,10,2030
6089,999,2030
6090,999,2030
6091,7,2031
6092,999,2031
6093,999,2031
6094,8,2032
6095,999,2032
6096,999,2032
6097,10,2033
6098,999,2033
6099,999,2033
6100,15,2034
6101,999,2034
6102,999,2034
6103,15,2035
6104,999,2035
6105,999,2035
6106,10,2036
6107,8,2036
6108,14,2036
6109,8,2037
6110,999,2037
6111,999,2037
6112,10,2038
6113,999,2038
6114,999,2038
6115,11,2039
6116,999,2039
6117,999,2039
6118,11,2040
6119,999,2040
6120,999,2040
6121,6,2041
6122,999,2041
6123,999,2041
6124,12,2042
6125,999,2042
6126,999,2042
6127,9,2043
6128,999,2043
6129,999,2043
6130,11,2044
6131,999,2044
6132,999,2044
6133,14,2045
6134,999,2045
6135,999,2045
6136,14,2046
6137,999,2046
6138,999,2046
6139,7,2047
6140,8,2047
6141,14,2047
6142,14,2048
6143,999,2048
6144,999,2048
6145,7,2049
6146,999,2049
6147,999,2049
6148,12,2050
6149,999,2050
6150,999,2050
6151,8,2051
6152,999,2051
6153,999,2051
6154,7,2052
6155,999,2052
6156,999,2052
6157,12,2053
6158,999,2053
6159,999,2053
6160,7,2054
6161,999,2054
6162,999,2054
6163,12,2055
6164,999,2055
6165,999,2055
6166,12,2056
6167,999,2056
6168,999,2056
6169,12,2057
6170,999,2057
6171,999,2057
6172,10,2058
6173,999,2058
6174,999,2058
6175,10,2059
6176,999,2059
6177,999,2059
6178,6,2060
6179,999,2060
6180,999,2060
6181,7,2061
6182,999,2061
6183,999,2061
6184,7,2062
6185,999,2062
6186,999,2062
6187,11,2063
6188,999,2063
6189,999,2063
6190,6,2064
6191,999,2064
6192,999,2064
6193,8,2065
6194,999,2065
6195,999,2065
6196,8,2066
6197,999,2066
6198,999,2066
6199,12,2067
6200,999,2067
6201,999,2067
6202,8,2068
6203,999,2068
6204,999,2068
6205,11,2069
6206,8,2069
6207,14,2069
6208,14,2070
6209,999,2070
6210,999,2070
6211,11,2071
6212,999,2071
6213,999,2071
6214,6,2072
6215,999,2072
6216,999,2072
6217,12,2073
6218,999,2073
6219,999,2073
6220,12,2074
6221,999,2074
6222,999,2074
6223,12,2075
6224,999,2075
6225,999,2075
6226,6,2076
6227,999,2076
6228,999,2076
6229,7,2077
6230,999,2077
6231,999,2077
6232,10,2078
6233,999,2078
6234,999,2078
6235,8,2079
6236,999,2079
6237,999,2079
6238,12,2080
6239,8,2080
6240,14,2080
6241,9,2081
6242,999,2081
6243,999,2081
6244,8,2082
6245,999,2082
6246,999,2082
6247,14,2083
6248,999,2083
6249,999,2083
6250,8,2084
6251,999,2084
6252,999,2084
6253,11,2085
6254,999,2085
6255,999,2085
6256,12,2086
6257,999,2086
6258,999,2086
6259,11,2087
6260,999,2087
6261,999,2087
6262,12,2088
6263,999,2088
6264,999,2088
6265,14,2089
6266,999,2089
6267,999,2089
6268,14,2090
6269,999,2090
6270,999,2090
6271,12,2091
6272,8,2091
6273,14,2091
6274,6,2092
6275,999,2092
6276,999,2092
6277,7,2093
6278,999,2093
6279,999,2093
6280,11,2094
6281,999,2094
6282,999,2094
6283,15,2095
6284,999,2095
6285,999,2095
6286,12,2096
6287,999,2096
6288,999,2096
6289,8,2097
6290,999,2097
6291,999,2097
6292,9,2098
6293,999,2098
6294,999,2098
6295,7,2099
6296,999,2099
6297,999,2099
6298,8,2100
6299,999,2100
6300,999,2100
6301,11,2101
6302,999,2101
6303,999,2101
6304,6,2102
6305,999,2102
6306,999,2102
6307,15,2103
6308,999,2103
6309,999,2103
6310,10,2104
6311,999,2104
6312,999,2104
6313,15,2105
6314,999,2105
6315,999,2105
6316,6,2106
6317,999,2106
6318,999,2106
6319,10,2107
6320,999,2107
6321,999,2107
6322,12,2108
6323,999,2108
6324,999,2108
6325,11,2109
6326,999,2109
6327,999,2109
6328,8,2110
6329,999,2110
6330,999,2110
6331,14,2111
6332,999,2111
6333,999,2111
6334,15,2112
6335,999,2112
6336,999,2112
6337,7,2113
6338,999,2113
6339,999,2113
6340,15,2114
6341,999,2114
6342,999,2114
6343,9,2115
6344,999,2115
6345,999,2115
6346,8,2116
6347,999,2116
6348,999,2116
6349,11,2117
6350,999,2117
6351,999,2117
6352,14,2118
6353,999,2118
6354,999,2118
6355,8,2119
6356,999,2119
6357,999,2119
6358,10,2120
6359,999,2120
6360,999,2120
6361,15,2121
6362,999,2121
6363,999,2121
6364,9,2122
6365,999,2122
6366,999,2122
6367,11,2123
6368,999,2123
6369,999,2123
6370,12,2124
6371,999,2124
6372,14,2124
6373,14,2125
6374,999,2125
6375,999,2125
6376,8,2126
6377,999,2126
6378,999,2126
6379,7,2127
6380,999,2127
6381,999,2127
6382,11,2128
6383,999,2128
6384,999,2128
6385,6,2129
6386,999,2129
6387,999,2129
6388,12,2130
6389,999,2130
6390,999,2130
6391,12,2131
6392,999,2131
6393,999,2131
6394,7,2132
6395,999,2132
6396,999,2132
6397,6,2133
6398,999,2133
6399,999,2133
6400,7,2134
6401,999,2134
6402,999,2134
6403,8,2135
6404,999,2135
6405,999,2135
6406,11,2136
6407,999,2136
6408,999,2136
6409,10,2137
6410,999,2137
6411,999,2137
6412,10,2138
6413,999,2138
6414,999,2138
6415,9,2139
6416,999,2139
6417,999,2139
6418,11,2140
6419,999,2140
6420,999,2140
6421,12,2141
6422,999,2141
6423,999,2141
6424,11,2142
6425,999,2142
6426,999,2142
6427,14,2143
6428,999,2143
6429,999,2143
6430,14,2144
6431,999,2144
6432,999,2144
6433,8,2145
6434,999,2145
6435,999,2145
6436,7,2146
6437,999,2146
6438,14,2146
6439,7,2147
6440,999,2147
6441,999,2147
6442,7,2148
6443,12,2148
6444,999,2148
6445,9,2149
6446,999,2149
6447,999,2149
6448,10,2150
6449,999,2150
6450,999,2150
6451,11,2151
6452,999,2151
6453,999,2151
6454,12,2152
6455,999,2152
6456,999,2152
6457,15,2153
6458,999,2153
6459,999,2153
6460,14,2154
6461,999,2154
6462,999,2154
6463,7,2155
6464,999,2155
6465,999,2155
6466,25,2156
6467,999,2156
6468,999,2156
6469,10,2157
6470,999,2157
6471,14,2157
6472,10,2158
6473,999,2158
6474,999,2158
6475,25,2159
6476,999,2159
6477,999,2159
6478,12,2160
6479,999,2160
6480,999,2160
6481,15,2161
6482,999,2161
6483,999,2161
6484,11,2162
6485,999,2162
6486,999,2162
6487,12,2163
6488,999,2163
6489,999,2163
6490,14,2164
6491,999,2164
6492,999,2164
6493,11,2165
6494,999,2165
6495,999,2165
6496,10,2166
6497,999,2166
6498,999,2166
6499,8,2167
6500,999,2167
6501,999,2167
6502,12,2168
6503,999,2168
6504,14,2168
6505,15,2169
6506,999,2169
6507,999,2169
6508,15,2170
6509,999,2170
6510,999,2170
6511,12,2171
6512,999,2171
6513,999,2171
6514,14,2172
6515,999,2172
6516,999,2172
6517,11,2173
6518,999,2173
6519,999,2173
6520,14,2174
6521,999,2174
6522,999,2174
6523,10,2175
6524,999,2175
6525,999,2175
6526,9,2176
6527,999,2176
6528,999,2176
6529,14,2177
6530,999,2177
6531,999,2177
6532,12,2178
6533,999,2178
6534,999,2178
6535,15,2179
6536,999,2179
6537,14,2179
6538,14,2180
6539,999,2180
6540,999,2180
6541,28,2181
6542,999,2181
6543,999,2181
6544,8,2182
6545,999,2182
6546,999,2182
6547,9,2183
6548,999,2183
6549,999,2183
6550,28,2184
6551,999,2184
6552,999,2184
6553,14,2185
6554,999,2185
6555,999,2185
6556,12,2186
6557,999,2186
6558,999,2186
6559,12,2187
6560,999,2187
6561,999,2187
6562,10,2188
6563,999,2188
6564,999,2188
6565,8,2189
6566,999,2189
6567,999,2189
6568,10,2190
6569,999,2190
6570,14,2190
6571,15,2191
6572,999,2191
6573,999,2191
6574,14,2192
6575,999,2192
6576,999,2192
6577,15,2193
6578,999,2193
6579,999,2193
6580,11,2194
6581,999,2194
6582,999,2194
6583,25,2195
6584,999,2195
6585,999,2195
6586,14,2196
6587,999,2196
6588,999,2196
6589,25,2197
6590,999,2197
6591,999,2197
6592,8,2198
6593,999,2198
6594,999,2198
6595,11,2199
6596,999,2199
6597,999,2199
6598,8,2200
6599,999,2200
6600,999,2200
6601,8,2201
6602,14,2201
6603,6,2201
6604,12,2202
6605,999,2202
6606,999,2202
6607,11,2203
6608,999,2203
6609,999,2203
6610,12,2204
6611,999,2204
6612,999,2204
6613,25,2205
6614,999,2205
6615,999,2205
6616,13,2206
6617,999,2206
6618,999,2206
6619,15,2207
6620,999,2207
6621,999,2207
6622,11,2208
6623,999,2208
6624,999,2208
6625,11,2209
6626,999,2209
6627,999,2209
6628,10,2210
6629,999,2210
6630,999,2210
6631,28,2211
6632,999,2211
6633,999,2211
6634,25,2212
6635,8,2212
6636,14,2212
6637,14,2213
6638,999,2213
6639,999,2213
6640,8,2214
6641,999,2214
6642,999,2214
6643,28,2215
6644,999,2215
6645,999,2215
6646,14,2216
6647,999,2216
6648,999,2216
6649,11,2217
6650,999,2217
6651,999,2217
6652,14,2218
6653,999,2218
6654,999,2218
6655,25,2219
6656,999,2219
6657,999,2219
6658,8,2220
6659,999,2220
6660,999,2220
6661,10,2221
6662,999,2221
6663,999,2221
6664,28,2222
6665,999,2222
6666,999,2222
6667,14,2223
6668,8,2223
6669,25,2223
6670,14,2224
6671,999,2224
6672,999,2224
6673,25,2225
6674,999,2225
6675,999,2225
6676,25,2226
6677,9,2226
6678,999,2226
6679,10,2227
6680,999,2227
6681,999,2227
6682,10,2228
6683,999,2228
6684,999,2228
6685,14,2229
6686,999,2229
6687,999,2229
6688,12,2230
6689,999,2230
6690,999,2230
6691,12,2231
6692,999,2231
6693,999,2231
6694,15,2232
6695,999,2232
6696,999,2232
6697,28,2233
6698,999,2233
6699,999,2233
6700,14,2234
6701,29,2234
6702,25,2234
6703,14,2235
6704,999,2235
6705,999,2235
6706,12,2236
6707,999,2236
6708,999,2236
6709,11,2237
6710,999,2237
6711,999,2237
6712,29,2238
6713,999,2238
6714,999,2238
6715,11,2239
6716,999,2239
6717,999,2239
6718,14,2240
6719,999,2240
6720,999,2240
6721,11,2241
6722,999,2241
6723,999,2241
6724,15,2242
6725,999,2242
6726,999,2242
6727,15,2243
6728,999,2243
6729,999,2243
6730,25,2244
6731,999,2244
6732,999,2244
6733,25,2245
6734,29,2245
6735,14,2245
6736,28,2246
6737,999,2246
6738,999,2246
6739,12,2247
6740,999,2247
6741,999,2247
6742,29,2248
6743,999,2248
6744,999,2248
6745,11,2249
6746,999,2249
6747,999,2249
6748,11,2250
6749,999,2250
6750,999,2250
6751,12,2251
6752,999,2251
6753,999,2251
6754,29,2252
6755,999,2252
6756,999,2252
6757,28,2253
6758,999,2253
6759,999,2253
6760,9,2254
6761,999,2254
6762,999,2254
6763,25,2255
6764,999,2255
6765,999,2255
6766,10,2256
6767,29,2256
6768,14,2256
6769,14,2257
6770,999,2257
6771,999,2257
6772,14,2258
6773,999,2258
6774,999,2258
6775,9,2259
6776,999,2259
6777,999,2259
6778,29,2260
6779,999,2260
6780,999,2260
6781,11,2261
6782,999,2261
6783,999,2261
6784,12,2262
6785,999,2262
6786,999,2262
6787,15,2263
6788,999,2263
6789,999,2263
6790,11,2264
6791,999,2264
6792,999,2264
6793,28,2265
6794,999,2265
6795,999,2265
6796,29,2266
6797,999,2266
6798,999,2266
6799,29,2267
6800,999,2267
6801,999,2267
6802,14,2268
6803,999,2268
6804,999,2268
6805,15,2269
6806,999,2269
6807,999,2269
6808,29,2270
6809,999,2270
6810,999,2270
6811,10,2271
6812,999,2271
6813,999,2271
6814,12,2272
6815,999,2272
6816,999,2272
6817,12,2273
6818,999,2273
6819,999,2273
6820,15,2274
6821,999,2274
6822,999,2274
6823,29,2275
6824,999,2275
6825,999,2275
6826,15,2276
6827,999,2276
6828,999,2276
6829,12,2277
6830,999,2277
6831,999,2277
6832,12,2278
6833,29,2278
6834,14,2278
6835,11,2279
6836,999,2279
6837,999,2279
6838,28,2280
6839,999,2280
6840,999,2280
6841,28,2281
6842,999,2281
6843,999,2281
6844,13,2282
6845,999,2282
6846,999,2282
6847,13,2283
6848,999,2283
6849,999,2283
6850,4,2284
6851,999,2284
6852,999,2284
6853,10,2285
6854,999,2285
6855,999,2285
6856,10,2286
6857,999,2286
6858,999,2286
6859,15,2287
6860,999,2287
6861,999,2287
6862,25,2288
6863,999,2288
6864,999,2288
6865,25,2289
6866,14,2289
6867,12,2289
6868,28,2290
6869,999,2290
6870,999,2290
6871,15,2291
6872,999,2291
6873,999,2291
6874,13,2292
6875,999,2292
6876,999,2292
6877,13,2293
6878,999,2293
6879,999,2293
6880,10,2294
6881,999,2294
6882,999,2294
6883,11,2295
6884,999,2295
6885,999,2295
6886,11,2296
6887,999,2296
6888,999,2296
6889,15,2297
6890,999,2297
6891,999,2297
6892,28,2298
6893,999,2298
6894,999,2298
6895,15,2299
6896,999,2299
6897,999,2299
6898,14,2300
6899,12,2300
6900,11,2300
6901,11,2301
6902,999,2301
6903,999,2301
6904,25,2302
6905,999,2302
6906,999,2302
6907,14,2303
6908,999,2303
6909,999,2303
6910,25,2304
6911,999,2304
6912,999,2304
6913,12,2305
6914,999,2305
6915,999,2305
6916,25,2306
6917,999,2306
6918,999,2306
6919,28,2307
6920,999,2307
6921,999,2307
6922,25,2308
6923,999,2308
6924,999,2308
6925,9,2309
6926,999,2309
6927,999,2309
6928,12,2310
6929,999,2310
6930,999,2310
6931,25,2311
6932,14,2311
6933,12,2311
6934,15,2312
6935,999,2312
6936,999,2312
6937,9,2313
6938,999,2313
6939,999,2313
6940,15,2314
6941,999,2314
6942,999,2314
6943,11,2315
6944,999,2315
6945,999,2315
6946,15,2316
6947,999,2316
6948,999,2316
6949,11,2317
6950,999,2317
6951,999,2317
6952,25,2318
6953,999,2318
6954,999,2318
6955,10,2319
6956,999,2319
6957,999,2319
6958,25,2320
6959,999,2320
6960,999,2320
6961,9,2321
6962,999,2321
6963,999,2321
6964,9,2322
6965,14,2322
6966,17,2322
6967,13,2323
6968,999,2323
6969,999,2323
6970,11,2324
6971,999,2324
6972,999,2324
6973,12,2325
6974,999,2325
6975,999,2325
6976,13,2326
6977,999,2326
6978,999,2326
6979,14,2327
6980,999,2327
6981,999,2327
6982,10,2328
6983,999,2328
6984,999,2328
6985,10,2329
6986,999,2329
6987,999,2329
6988,12,2330
6989,999,2330
6990,999,2330
6991,9,2331
6992,999,2331
6993,999,2331
6994,12,2332
6995,999,2332
6996,999,2332
6997,9,2333
6998,14,2333
6999,17,2333
7000,15,2334
7001,999,2334
7002,999,2334
7003,15,2335
7004,999,2335
7005,999,2335
7006,14,2336
7007,999,2336
7008,999,2336
7009,9,2337
7010,999,2337
7011,999,2337
7012,10,2338
7013,999,2338
7014,999,2338
7015,13,2339
7016,999,2339
7017,999,2339
7018,16,2340
7019,999,2340
7020,999,2340
7021,9,2341
7022,999,2341
7023,999,2341
7024,16,2342
7025,999,2342
7026,999,2342
7027,13,2343
7028,999,2343
7029,999,2343
7030,11,2344
7031,14,2344
7032,17,2344
7033,15,2345
7034,999,2345
7035,999,2345
7036,9,2346
7037,999,2346
7038,999,2346
7039,9,2347
7040,999,2347
7041,999,2347
