id,definitivo_id,sentencia_id
573,999,191
574,4,192
575,999,192
576,999,192
577,9,193
578,999,193
579,999,193
580,6,194
581,999,194
582,999,194
583,12,195
584,999,195
585,999,195
586,10,196
587,999,196
588,999,196
589,10,197
590,999,197
591,999,197
592,8,198
593,999,198
594,999,198
595,9,199
596,999,199
597,999,199
598,11,200
599,4,200
600,8,200
601,12,201
602,999,201
603,999,201
604,6,202
605,999,202
606,999,202
607,11,203
608,999,203
609,999,203
610,6,204
611,999,204
612,999,204
613,11,205
614,999,205
615,999,205
616,5,206
617,999,206
618,999,206
619,5,207
620,999,207
621,999,207
622,11,208
623,999,208
624,999,208
625,10,209
626,999,209
627,999,209
628,11,210
629,999,210
630,999,210
631,10,211
632,4,211
633,8,211
634,7,212
635,999,212
636,999,212
637,6,213
638,999,213
639,999,213
640,8,214
641,999,214
642,999,214
643,7,215
644,999,215
645,999,215
646,7,216
647,999,216
648,999,216
649,12,217
650,999,217
651,999,217
652,12,218
653,999,218
654,999,218
655,6,219
656,999,219
657,999,219
658,6,220
659,999,220
660,999,220
661,11,221
662,999,221
663,999,221
664,7,222
665,4,222
666,8,222
667,8,223
668,999,223
669,999,223
670,9,224
671,999,224
672,999,224
673,4,225
674,999,225
675,999,225
676,8,226
677,999,226
678,999,226
679,6,227
680,12,227
681,999,227
682,12,228
683,999,228
684,999,228
685,6,229
686,999,229
687,999,229
688,9,230
689,999,230
690,999,230
691,6,231
692,999,231
693,999,231
694,5,232
695,999,232
696,999,232
697,7,233
698,4,233
699,8,233
700,10,234
701,999,234
702,999,234
703,10,235
704,999,235
705,999,235
706,5,236
707,999,236
708,999,236
709,8,237
710,999,237
711,999,237
712,5,238
713,999,238
714,999,238
715,4,239
716,999,239
717,999,239
718,4,240
719,999,240
720,999,240
721,8,241
722,999,241
723,999,241
724,4,242
725,999,242
726,999,242
727,12,243
728,999,243
729,999,243
730,10,244
731,4,244
732,8,244
733,7,245
734,999,245
735,999,245
736,6,246
737,999,246
738,999,246
739,4,247
740,999,247
741,999,247
742,4,248
743,999,248
744,999,248
745,5,249
746,999,249
747,999,249
748,7,250
749,999,250
750,999,250
751,12,251
752,999,251
753,999,251
754,10,252
755,999,252
756,999,252
757,11,253
758,999,253
759,999,253
760,6,254
761,999,254
762,999,254
763,10,255
764,4,255
765,8,255
766,12,256
767,999,256
768,999,256
769,11,257
770,999,257
771,999,257
772,8,258
773,999,258
774,999,258
775,10,259
776,999,259
777,999,259
778,9,260
779,999,260
780,999,260
781,5,261
782,999,261
783,999,261
784,7,262
785,999,262
786,999,262
787,6,263
788,999,263
789,999,263
790,8,264
791,999,264
792,999,264
793,6,265
794,999,265
795,999,265
796,7,266
797,4,266
798,8,266
799,9,267
800,999,267
801,999,267
802,8,268
803,999,268
804,999,268
805,11,269
806,999,269
807,999,269
808,8,270
809,999,270
810,999,270
811,9,271
812,999,271
813,999,271
814,10,272
815,999,272
816,999,272
817,5,273
818,999,273
819,999,273
820,6,274
821,999,274
822,999,274
823,4,275
824,999,275
825,999,275
826,10,276
827,999,276
828,999,276
829,8,277
830,4,277
831,6,277
832,5,278
833,999,278
834,999,278
835,10,279
836,999,279
837,999,279
838,9,280
839,999,280
840,999,280
841,7,281
842,999,281
843,999,281
844,12,282
845,999,282
846,999,282
847,10,283
848,999,283
849,999,283
850,8,284
851,999,284
852,999,284
853,9,285
854,999,285
855,999,285
856,7,286
857,999,286
858,999,286
859,5,287
860,999,287
861,999,287
862,9,288
863,4,288
864,8,288
865,7,289
866,999,289
867,999,289
868,10,290
869,999,290
870,999,290
871,4,291
872,999,291
873,999,291
874,4,292
875,999,292
876,999,292
877,10,293
878,999,293
879,999,293
880,6,294
881,999,294
882,999,294
883,7,295
884,999,295
885,999,295
886,11,296
887,5,296
888,999,296
889,12,297
890,999,297
891,999,297
892,4,298
893,999,298
894,999,298
895,9,299
896,8,299
897,6,299
898,4,300
899,999,300
900,999,300
901,11,301
902,999,301
903,999,301
904,12,302
905,999,302
906,999,302
907,5,303
908,999,303
909,999,303
910,12,304
911,999,304
912,999,304
913,14,305
914,999,305
915,999,305
916,7,306
917,999,306
918,999,306
919,10,307
920,999,307
921,999,307
922,6,308
923,999,308
924,999,308
925,10,309
926,999,309
927,999,309
928,8,310
929,6,310
930,12,310
931,7,311
932,999,311
933,999,311
934,4,312
935,999,312
936,999,312
937,11,313
938,999,313
939,999,313
940,4,314
941,999,314
942,999,314
943,4,315
944,999,315
945,999,315
946,14,316
947,999,316
948,999,316
949,9,317
950,999,317
951,999,317
952,10,318
953,999,318
954,999,318
955,4,319
956,999,319
957,999,319
958,9,320
959,999,320
960,999,320
961,9,321
962,8,321
963,6,321
964,12,322
965,999,322
966,999,322
967,12,323
968,999,323
969,999,323
970,5,324
971,999,324
972,999,324
973,4,325
974,999,325
975,999,325
976,6,326
977,999,326
978,999,326
979,14,327
980,999,327
981,999,327
982,7,328
983,999,328
984,999,328
985,11,329
986,999,329
987,999,329
988,10,330
989,999,330
990,999,330
991,7,331
992,999,331
993,999,331
994,6,332
995,8,332
996,6,332
997,9,333
998,999,333
999,999,333
1000,12,334
1001,999,334
1002,999,334
1003,11,335
1004,999,335
1005,999,335
1006,4,336
1007,999,336
1008,999,336
1009,8,337
1010,999,337
1011,999,337
1012,10,338
1013,999,338
1014,999,338
1015,7,339
1016,999,339
1017,999,339
1018,12,340
1019,999,340
1020,999,340
1021,8,341
1022,999,341
1023,999,341
1024,11,342
1025,999,342
1026,999,342
1027,4,343
1028,8,343
1029,6,343
1030,6,344
1031,999,344
1032,999,344
1033,9,345
1034,999,345
1035,999,345
1036,4,346
1037,999,346
1038,999,346
1039,12,347
1040,999,347
1041,999,347
1042,5,348
1043,999,348
1044,999,348
1045,14,349
1046,999,349
1047,999,349
1048,4,350
1049,999,350
1050,999,350
1051,12,351
1052,999,351
1053,999,351
1054,7,352
1055,999,352
1056,999,352
1057,7,353
1058,8,353
1059,8,353
1060,11,354
1061,8,354
1062,6,354
1063,4,355
1064,999,355
1065,999,355
1066,9,356
1067,999,356
1068,999,356
1069,11,357
1070,999,357
1071,999,357
1072,8,358
1073,999,358
1074,999,358
1075,5,359
1076,999,359
1077,999,359
1078,14,360
1079,999,360
1080,999,360
1081,12,361
1082,999,361
1083,999,361
1084,9,362
1085,999,362
1086,999,362
1087,9,363
1088,999,363
1089,999,363
1090,11,364
1091,999,364
1092,999,364
1093,7,365
1094,8,365
1095,6,365
1096,8,366
1097,999,366
1098,999,366
1099,6,367
1100,999,367
1101,999,367
1102,8,368
1103,999,368
1104,999,368
1105,12,369
1106,999,369
1107,999,369
1108,9,370
1109,999,370
1110,999,370
1111,7,371
1112,999,371
1113,999,371
1114,8,372
1115,999,372
1116,999,372
1117,12,373
1118,999,373
1119,999,373
1120,6,374
1121,999,374
1122,999,374
1123,5,375
1124,999,375
1125,999,375
1126,10,376
1127,8,376
1128,6,376
1129,12,377
1130,999,377
1131,999,377
1132,10,378
1133,999,378
1134,999,378
1135,4,379
1136,999,379
1137,999,379
1138,11,380
1139,999,380
1140,999,380
1141,12,381
1142,999,381
1143,999,381
1144,6,382
1145,999,382
1146,999,382
1147,5,383
1148,999,383
1149,999,383
1150,7,384
1151,999,384
1152,999,384
1153,11,385
1154,999,385
1155,999,385
1156,9,386
1157,999,386
1158,999,386
1159,5,387
1160,8,387
1161,6,387
1162,4,388
1163,999,388
1164,999,388
1165,8,389
1166,999,389
1167,999,389
1168,10,390
1169,999,390
1170,999,390
1171,4,391
1172,999,391
1173,999,391
1174,11,392
1175,999,392
1176,999,392
1177,14,393
1178,999,393
1179,999,393
1180,9,394
1181,999,394
1182,999,394
1183,11,395
1184,999,395
1185,999,395
1186,9,396
1187,999,396
1188,999,396
1189,6,397
1190,999,397
1191,999,397
1192,7,398
1193,8,398
1194,6,398
1195,8,399
1196,999,399
1197,999,399
1198,11,400
1199,999,400
1200,999,400
1201,7,401
1202,999,401
1203,999,401
1204,10,402
1205,999,402
1206,999,402
1207,4,403
1208,999,403
1209,999,403
1210,14,404
1211,999,404
1212,999,404
1213,4,405
1214,999,405
1215,999,405
1216,4,406
1217,999,406
1218,999,406
1219,12,407
1220,999,407
1221,999,407
1222,10,408
1223,999,408
1224,999,408
1225,8,409
1226,6,409
1227,12,409
1228,10,410
1229,999,410
1230,999,410
1231,8,411
1232,999,411
1233,999,411
1234,12,412
1235,999,412
1236,999,412
1237,11,413
1238,999,413
1239,999,413
1240,5,414
1241,999,414
1242,999,414
1243,10,415
1244,999,415
1245,999,415
1246,9,416
1247,999,416
1248,999,416
1249,10,417
1250,999,417
1251,999,417
1252,5,418
1253,999,418
1254,999,418
1255,12,419
1256,999,419
1257,999,419
1258,8,420
1259,6,420
1260,12,420
1261,6,421
1262,999,421
1263,999,421
1264,8,422
1265,999,422
1266,999,422
1267,12,423
1268,999,423
1269,999,423
1270,4,424
1271,999,424
1272,999,424
1273,7,425
1274,999,425
1275,999,425
1276,10,426
1277,999,426
1278,999,426
1279,11,427
1280,999,427
1281,999,427
1282,11,428
1283,999,428
1284,999,428
1285,10,429
1286,999,429
1287,999,429
1288,8,430
1289,999,430
1290,999,430
1291,6,431
1292,8,431
1293,12,431
1294,10,432
1295,999,432
1296,999,432
1297,11,433
1298,999,433
1299,999,433
1300,7,434
1301,999,434
1302,999,434
1303,9,435
1304,999,435
1305,999,435
1306,6,436
1307,999,436
1308,999,436
1309,4,437
1310,999,437
1311,999,437
1312,12,438
1313,999,438
1314,999,438
1315,11,439
1316,999,439
1317,999,439
1318,6,440
1319,999,440
1320,999,440
1321,8,441
1322,999,441
1323,999,441
1324,8,442
1325,6,442
1326,12,442
1327,5,443
1328,999,443
1329,999,443
1330,5,444
1331,999,444
1332,999,444
1333,4,445
1334,999,445
1335,999,445
1336,9,446
1337,999,446
1338,999,446
1339,11,447
1340,999,447
1341,999,447
1342,10,448
1343,999,448
1344,999,448
1345,10,449
1346,999,449
1347,999,449
1348,4,450
1349,999,450
1350,999,450
1351,5,451
1352,999,451
1353,999,451
1354,5,452
1355,999,452
1356,999,452
1357,10,453
1358,8,453
1359,6,453
1360,8,454
1361,999,454
1362,999,454
1363,8,455
1364,999,455
1365,999,455
1366,11,456
1367,999,456
1368,999,456
1369,7,457
1370,999,457
1371,999,457
1372,5,458
1373,999,458
1374,999,458
1375,10,459
1376,999,459
1377,999,459
1378,8,460
1379,999,460
1380,999,460
1381,9,461
1382,999,461
1383,999,461
1384,10,462
1385,999,462
1386,999,462
1387,11,463
1388,999,463
1389,999,463
1390,4,464
1391,8,464
1392,6,464
1393,10,465
1394,999,465
1395,999,465
1396,9,466
1397,999,466
1398,999,466
1399,12,467
1400,999,467
1401,999,467
1402,5,468
1403,999,468
1404,999,468
1405,12,469
1406,999,469
1407,999,469
1408,10,470
1409,999,470
1410,999,470
1411,7,471
1412,999,471
1413,999,471
1414,4,472
1415,999,472
1416,999,472
1417,12,473
1418,999,473
1419,999,473
1420,5,474
1421,999,474
1422,999,474
1423,11,475
1424,8,475
1425,6,475
1426,6,476
1427,999,476
1428,999,476
1429,12,477
1430,999,477
1431,999,477
1432,6,478
1433,999,478
1434,999,478
1435,11,479
1436,999,479
1437,999,479
1438,7,480
1439,999,480
1440,999,480
1441,4,481
1442,999,481
1443,999,481
1444,12,482
1445,999,482
1446,999,482
1447,6,483
1448,999,483
1449,999,483
1450,10,484
1451,999,484
1452,999,484
1453,4,485
1454,999,485
1455,999,485
1456,8,486
1457,6,486
1458,12,486
1459,5,487
1460,999,487
1461,999,487
1462,9,488
1463,999,488
1464,999,488
1465,11,489
1466,999,489
1467,999,489
1468,12,490
1469,999,490
1470,999,490
1471,6,491
1472,999,491
1473,999,491
1474,14,492
1475,999,492
1476,999,492
1477,4,493
1478,999,493
1479,999,493
1480,12,494
1481,999,494
1482,999,494
1483,6,495
1484,999,495
1485,999,495
1486,8,496
1487,999,496
1488,999,496
1489,9,497
1490,8,497
1491,6,497
1492,5,498
1493,999,498
1494,999,498
1495,10,499
1496,999,499
1497,999,499
1498,12,500
1499,999,500
1500,999,500
1501,5,501
1502,999,501
1503,999,501
1504,6,502
1505,999,502
1506,999,502
1507,12,503
1508,999,503
1509,999,503
1510,9,504
1511,999,504
1512,999,504
1513,4,505
1514,999,505
1515,999,505
1516,7,506
1517,999,506
1518,999,506
1519,11,507
1520,999,507
1521,999,507
1522,7,508
1523,4,508
1524,8,508
1525,5,509
1526,999,509
1527,999,509
1528,9,510
1529,999,510
1530,999,510
1531,6,511
1532,999,511
1533,999,511
1534,11,512
1535,999,512
1536,999,512
1537,7,513
1538,999,513
1539,999,513
1540,10,514
1541,999,514
1542,999,514
1543,5,515
1544,999,515
1545,999,515
1546,7,516
1547,999,516
1548,999,516
1549,4,517
1550,999,517
1551,999,517
1552,7,518
1553,999,518
1554,999,518
1555,12,519
1556,4,519
1557,8,519
1558,4,520
1559,999,520
1560,999,520
1561,7,521
1562,999,521
1563,999,521
1564,8,522
1565,999,522
1566,999,522
1567,10,523
1568,999,523
1569,999,523
1570,4,524
1571,6,524
1572,999,524
1573,10,525
1574,999,525
1575,999,525
1576,10,526
1577,999,526
1578,999,526
1579,5,527
1580,999,527
1581,999,527
1582,10,528
1583,999,528
1584,999,528
1585,12,529
1586,999,529
1587,999,529
1588,12,530
1589,4,530
1590,8,530
1591,6,531
1592,999,531
1593,999,531
1594,10,532
1595,999,532
1596,999,532
1597,12,533
1598,999,533
1599,999,533
1600,4,534
1601,999,534
1602,999,534
1603,11,535
1604,999,535
1605,999,535
1606,10,536
1607,999,536
1608,999,536
1609,6,537
1610,999,537
1611,999,537
1612,6,538
1613,999,538
1614,999,538
1615,11,539
1616,999,539
1617,999,539
1618,8,540
1619,999,540
1620,999,540
1621,7,541
1622,4,541
1623,8,541
1624,9,542
1625,999,542
1626,999,542
1627,8,543
1628,999,543
1629,999,543
1630,9,544
1631,999,544
1632,999,544
1633,8,545
1634,999,545
1635,999,545
1636,5,546
1637,999,546
1638,999,546
1639,10,547
1640,999,547
1641,999,547
1642,8,548
1643,999,548
1644,999,548
1645,11,549
1646,999,549
1647,999,549
1648,11,550
1649,999,550
1650,999,550
1651,6,551
1652,999,551
1653,999,551
1654,6,552
1655,999,552
1656,999,552
1657,10,553
1658,999,553
1659,999,553
1660,4,554
1661,999,554
1662,999,554
1663,5,555
1664,999,555
1665,999,555
1666,10,556
1667,999,556
1668,999,556
1669,4,557
1670,999,557
1671,999,557
1672,10,558
1673,999,558
1674,999,558
1675,8,559
1676,999,559
1677,999,559
1678,5,560
1679,999,560
1680,999,560
1681,6,561
1682,999,561
1683,999,561
1684,7,562
1685,999,562
1686,999,562
1687,4,563
1688,999,563
1689,999,563
1690,5,564
1691,999,564
1692,999,564
1693,12,565
1694,999,565
1695,999,565
1696,11,566
1697,999,566
1698,999,566
1699,12,567
1700,999,567
1701,999,567
1702,4,568
1703,999,568
1704,999,568
1705,10,569
1706,999,569
1707,999,569
1708,6,570
1709,999,570
1710,999,570
1711,9,571
1712,999,571
1713,999,571
1714,5,572
1715,999,572
1716,999,572
1717,9,573
1718,999,573
1719,999,573
1720,6,574
1721,999,574
1722,999,574
1723,8,575
1724,999,575
1725,999,575
1726,6,576
1727,999,576
1728,999,576
1729,9,577
1730,999,577
1731,999,577
1732,12,578
1733,999,578
1734,999,578
1735,8,579
1736,999,579
1737,999,579
1738,10,580
1739,999,580
1740,999,580
1741,7,581
1742,999,581
1743,999,581
1744,4,582
1745,999,582
1746,999,582
1747,9,583
1748,999,583
1749,999,583
1750,9,584
1751,999,584
1752,999,584
1753,7,585
1754,999,585
1755,999,585
1756,11,586
1757,999,586
1758,999,586
1759,6,587
1760,999,587
1761,999,587
1762,12,588
1763,999,588
1764,999,588
1765,12,589
1766,999,589
1767,999,589
1768,6,590
1769,999,590
1770,999,590
1771,10,591
1772,999,591
1773,999,591
1774,4,592
1775,999,592
1776,999,592
1777,11,593
1778,999,593
1779,999,593
1780,4,594
1781,999,594
1782,999,594
1783,10,595
1784,999,595
1785,999,595
1786,11,596
1787,4,596
1788,8,596
1789,12,597
1790,999,597
1791,999,597
1792,8,598
1793,999,598
1794,999,598
1795,8,599
1796,999,599
1797,999,599
1798,4,600
1799,999,600
1800,999,600
1801,7,601
1802,999,601
1803,999,601
1804,7,602
1805,999,602
1806,999,602
1807,7,603
1808,999,603
1809,999,603
1810,5,604
1811,999,604
1812,999,604
1813,11,605
1814,999,605
1815,999,605
1816,11,606
1817,999,606
1818,999,606
1819,9,607
1820,4,607
1821,8,607
1822,12,608
1823,999,608
1824,999,608
1825,7,609
1826,999,609
1827,999,609
1828,12,610
1829,999,610
1830,999,610
1831,10,611
1832,999,611
1833,999,611
1834,10,612
1835,999,612
1836,999,612
1837,6,613
1838,999,613
1839,999,613
1840,7,614
1841,999,614
1842,999,614
1843,8,615
1844,999,615
1845,999,615
1846,5,616
1847,999,616
1848,999,616
1849,4,617
1850,999,617
1851,999,617
1852,4,618
1853,8,618
1854,6,618
1855,10,619
1856,999,619
1857,999,619
1858,10,620
1859,999,620
1860,999,620
1861,11,621
1862,999,621
1863,999,621
1864,5,622
1865,999,622
1866,999,622
1867,5,623
1868,999,623
1869,999,623
1870,10,624
1871,999,624
1872,999,624
1873,9,625
1874,999,625
1875,999,625
1876,4,626
1877,999,626
1878,999,626
1879,12,627
1880,999,627
1881,999,627
1882,12,628
1883,999,628
1884,999,628
1885,4,629
1886,8,629
1887,6,629
1888,8,630
1889,999,630
1890,999,630
1891,6,631
1892,999,631
1893,999,631
1894,10,632
1895,999,632
1896,999,632
1897,6,633
1898,999,633
1899,999,633
1900,5,634
1901,999,634
1902,999,634
1903,6,635
1904,999,635
1905,999,635
1906,12,636
1907,999,636
1908,999,636
1909,6,637
1910,999,637
1911,999,637
1912,11,638
1913,999,638
1914,999,638
1915,8,639
1916,999,639
1917,999,639
1918,5,640
1919,999,640
1920,999,640
1921,8,641
1922,999,641
1923,999,641
1924,999,642
1925,999,642
1926,999,642
1927,4,643
1928,999,643
1929,999,643
1930,8,644
1931,999,644
1932,999,644
1933,7,645
1934,999,645
1935,999,645
1936,11,646
1937,999,646
1938,999,646
1939,10,647
1940,999,647
1941,999,647
1942,4,648
1943,999,648
1944,999,648
1945,11,649
1946,999,649
1947,999,649
1948,6,650
1949,999,650
1950,999,650
1951,7,651
1952,4,651
1953,8,651
1954,8,652
1955,999,652
1956,999,652
1957,7,653
1958,999,653
1959,999,653
1960,5,654
1961,9,654
1962,999,654
1963,5,655
1964,999,655
1965,999,655
1966,11,656
1967,999,656
1968,999,656
1969,9,657
1970,999,657
1971,999,657
1972,12,658
1973,999,658
1974,999,658
1975,8,659
1976,999,659
1977,999,659
1978,8,660
1979,999,660
1980,999,660
1981,7,661
1982,999,661
1983,999,661
1984,7,662
1985,4,662
1986,8,662
1987,10,663
1988,999,663
1989,999,663
1990,8,664
1991,999,664
1992,999,664
1993,5,665
1994,999,665
1995,999,665
1996,7,666
1997,999,666
1998,999,666
1999,12,667
2000,999,667
2001,999,667
2002,10,668
2003,999,668
2004,999,668
2005,9,669
2006,999,669
2007,999,669
2008,6,670
2009,999,670
2010,999,670
2011,4,671
2012,999,671
2013,999,671
2014,7,672
2015,999,672
2016,999,672
2017,5,673
2018,4,673
2019,8,673
2020,10,674
2021,999,674
2022,999,674
2023,8,675
2024,999,675
2025,999,675
2026,4,676
2027,999,676
2028,999,676
2029,4,677
2030,999,677
2031,999,677
2032,5,678
2033,999,678
2034,999,678
2035,10,679
2036,999,679
2037,999,679
2038,11,680
2039,999,680
2040,999,680
2041,4,681
2042,999,681
2043,999,681
2044,12,682
2045,999,682
2046,999,682
2047,11,683
2048,999,683
2049,999,683
2050,7,684
2051,4,684
2052,8,684
2053,6,685
2054,999,685
2055,999,685
2056,10,686
2057,999,686
2058,999,686
2059,6,687
2060,999,687
2061,999,687
2062,6,688
2063,999,688
2064,999,688
2065,6,689
2066,999,689
2067,999,689
2068,10,690
2069,999,690
2070,999,690
2071,11,691
2072,999,691
2073,999,691
2074,5,692
2075,999,692
2076,999,692
2077,5,693
2078,999,693
2079,999,693
2080,6,694
2081,999,694
2082,999,694
2083,11,695
2084,4,695
2085,8,695
2086,8,696
2087,999,696
2088,999,696
2089,10,697
2090,999,697
2091,999,697
2092,7,698
2093,999,698
2094,999,698
2095,4,699
2096,999,699
2097,999,699
2098,12,700
2099,999,700
2100,999,700
2101,10,701
2102,999,701
2103,999,701
2104,8,702
2105,999,702
2106,999,702
2107,12,703
2108,999,703
2109,999,703
2110,4,704
2111,999,704
2112,999,704
2113,9,705
2114,999,705
2115,999,705
2116,11,706
2117,4,706
2118,8,706
2119,5,707
2120,999,707
2121,999,707
2122,8,708
2123,999,708
2124,999,708
2125,11,709
2126,999,709
2127,999,709
2128,10,710
2129,999,710
2130,999,710
2131,7,711
2132,999,711
2133,999,711
2134,10,712
2135,999,712
