id,user_id,provider,is_email_filled,is_profile_modified
558,6421,Twitter,FALSE,FALSE
559,6428,Twitter,TRUE,TRUE
560,6429,Google,FALSE,FALSE
561,6431,Google,TRUE,TRUE
562,6438,Google,TRUE,TRUE
563,6439,Twitter,TRUE,TRUE
551,6377,Google,TRUE,TRUE
564,6450,Twitter,FALSE,FALSE
565,6456,Google,TRUE,TRUE
566,6475,Google,TRUE,TRUE
567,6476,Google,TRUE,TRUE
568,6479,Google,FALSE,FALSE
569,6483,Google,TRUE,TRUE
570,6485,Google,TRUE,TRUE
646,7108,Google,TRUE,TRUE
572,6493,Google,FALSE,FALSE
573,6502,Google,FALSE,FALSE
574,6504,Google,TRUE,TRUE
575,6505,Twitter,FALSE,FALSE
576,6506,Google,FALSE,FALSE
27,2456,Google,TRUE,TRUE
577,6515,Google,FALSE,FALSE
578,6521,Twitter,FALSE,FALSE
579,6526,Twitter,FALSE,FALSE
580,6534,Google,FALSE,FALSE
581,6538,Twitter,FALSE,FALSE
647,7123,Google,FALSE,FALSE
582,6545,Twitter,FALSE,FALSE
583,6546,Google,TRUE,TRUE
648,7139,Google,FALSE,FALSE
584,6560,Twitter,FALSE,FALSE
585,6575,Google,TRUE,TRUE
586,6576,Twitter,FALSE,FALSE
587,6581,Twitter,FALSE,FALSE
588,6582,Twitter,FALSE,FALSE
589,6585,Twitter,FALSE,FALSE
590,6589,Twitter,FALSE,FALSE
591,6590,Twitter,FALSE,FALSE
592,6591,Google,TRUE,TRUE
593,6596,Twitter,FALSE,FALSE
594,6602,Twitter,FALSE,FALSE
595,6605,Google,TRUE,TRUE
596,6607,Google,FALSE,FALSE
597,6612,Google,TRUE,TRUE
598,6629,Twitter,FALSE,FALSE
599,6634,Google,FALSE,FALSE
600,6656,Google,FALSE,FALSE
601,6679,Google,TRUE,TRUE
602,6683,Google,TRUE,TRUE
603,6689,Google,FALSE,FALSE
604,6693,Google,FALSE,FALSE
605,6694,Google,TRUE,TRUE
606,6695,Google,FALSE,FALSE
571,6492,Google,TRUE,TRUE
607,6712,Google,TRUE,TRUE
608,6713,Google,FALSE,FALSE
609,6725,Google,TRUE,TRUE
610,6736,Google,FALSE,FALSE
611,6752,Google,FALSE,FALSE
649,7140,Google,TRUE,TRUE
612,6756,Google,TRUE,TRUE
613,6759,Google,FALSE,FALSE
614,6764,Google,FALSE,FALSE
615,6779,Google,TRUE,TRUE
616,6786,Google,FALSE,FALSE
617,6787,Google,TRUE,TRUE
618,6789,Google,TRUE,TRUE
619,6807,Google,FALSE,FALSE
620,6808,Google,TRUE,TRUE
621,6813,Google,TRUE,TRUE
622,6829,Google,TRUE,TRUE
623,6831,Google,TRUE,TRUE
624,6838,Google,FALSE,FALSE
625,6849,Google,TRUE,TRUE
626,6854,Google,FALSE,FALSE
628,6908,Google,FALSE,FALSE
629,6909,Google,FALSE,FALSE
630,6914,Google,FALSE,FALSE
631,6918,Google,FALSE,FALSE
627,6900,Google,TRUE,TRUE
673,7325,Google,TRUE,TRUE
633,6949,Google,FALSE,FALSE
634,6979,Google,TRUE,TRUE
635,6983,Google,FALSE,FALSE
650,7154,Google,TRUE,TRUE
636,6986,Google,TRUE,TRUE
637,6988,Google,FALSE,FALSE
638,6991,Google,TRUE,TRUE
639,6993,Google,FALSE,FALSE
640,6997,Google,TRUE,TRUE
641,6998,Google,FALSE,FALSE
642,7007,Google,TRUE,TRUE
643,7051,Google,TRUE,TRUE
644,7075,Google,FALSE,FALSE
651,7172,Google,TRUE,TRUE
652,7190,Google,TRUE,TRUE
653,7191,Google,TRUE,TRUE
654,7196,Google,FALSE,FALSE
655,7201,Google,FALSE,FALSE
632,6926,Google,TRUE,TRUE
670,7295,Google,TRUE,TRUE
656,7221,Google,TRUE,TRUE
657,7223,Google,FALSE,FALSE
658,7231,Google,FALSE,FALSE
659,7232,Google,FALSE,FALSE
660,7236,Google,FALSE,FALSE
661,7237,Google,TRUE,TRUE
662,7239,Google,TRUE,TRUE
663,7245,Google,FALSE,FALSE
664,7253,Google,TRUE,TRUE
665,7264,Google,TRUE,TRUE
666,7271,Google,FALSE,FALSE
667,7274,Google,TRUE,TRUE
668,7278,Google,FALSE,FALSE
669,7290,Google,TRUE,TRUE
674,7331,Google,TRUE,TRUE
684,7401,Google,FALSE,FALSE
671,7307,Google,TRUE,TRUE
672,7323,Google,TRUE,TRUE
685,7403,Google,FALSE,FALSE
694,7515,Google,FALSE,FALSE
693,7511,Google,FALSE,FALSE
677,7346,Google,FALSE,FALSE
678,7349,Google,TRUE,TRUE
679,7350,Google,TRUE,TRUE
680,7358,Google,TRUE,TRUE
681,7366,Google,FALSE,FALSE
682,7370,Google,TRUE,TRUE
683,7378,Google,FALSE,FALSE
686,7406,Google,TRUE,TRUE
687,7414,Google,TRUE,TRUE
692,7506,Google,FALSE,FALSE
697,7549,Google,FALSE,FALSE
688,7461,Google,TRUE,TRUE
676,7339,Google,TRUE,TRUE
689,7477,Google,FALSE,FALSE
690,7478,Google,FALSE,FALSE
691,7480,Google,FALSE,FALSE
695,7517,Google,FALSE,FALSE
696,7531,Google,TRUE,TRUE
698,7583,Google,FALSE,FALSE
703,7630,Google,FALSE,FALSE
699,7587,Google,TRUE,TRUE
700,7595,Google,TRUE,TRUE
701,7602,Google,FALSE,FALSE
702,7603,Google,TRUE,TRUE
675,7335,Google,TRUE,TRUE
704,7638,Google,FALSE,FALSE
705,7642,Google,FALSE,FALSE
706,7649,Google,TRUE,TRUE
707,7656,Google,TRUE,TRUE
708,7658,Google,TRUE,TRUE
709,7677,Google,FALSE,FALSE
710,7686,Google,TRUE,TRUE
711,7692,Google,FALSE,FALSE
712,7699,Google,TRUE,TRUE
713,7708,Google,TRUE,TRUE
714,7714,Google,FALSE,FALSE
715,7716,Google,FALSE,FALSE
716,7725,Google,FALSE,FALSE
717,7732,Google,FALSE,FALSE
718,7740,Google,TRUE,TRUE
719,7754,Google,TRUE,TRUE
720,7756,Google,TRUE,TRUE
721,7778,Google,FALSE,FALSE
722,7781,Google,FALSE,FALSE
723,7791,Google,FALSE,FALSE
724,7793,Google,FALSE,FALSE
725,7794,Google,FALSE,FALSE
726,7803,Google,FALSE,FALSE
727,7809,Google,TRUE,TRUE
728,7814,Google,TRUE,TRUE
729,7817,Google,FALSE,FALSE
730,7822,Google,TRUE,TRUE
731,7824,Google,TRUE,TRUE
732,7826,Google,TRUE,TRUE
733,7833,Google,FALSE,FALSE
734,7835,Google,TRUE,TRUE
735,7841,Google,FALSE,FALSE
736,7851,Google,TRUE,TRUE
740,7853,Google,FALSE,FALSE
741,7854,Google,FALSE,FALSE
742,7855,Google,TRUE,TRUE
739,7852,Google,TRUE,TRUE
743,7856,Google,TRUE,TRUE
744,7859,Google,TRUE,TRUE
745,7860,Google,TRUE,TRUE
746,7862,Google,TRUE,TRUE
747,7863,Google,FALSE,FALSE
748,7867,Google,FALSE,FALSE
