id,control_politico_id,persona_id,asistencia_id,tipo_citado,activo,usercreated,usermodifed,created_at,updated_at
6758,94046,21285,NA,0,NA,NA,NA,NA,NA
6759,94046,20919,NA,0,NA,NA,NA,NA,NA
6760,94130,20919,NA,0,NA,NA,NA,NA,NA
6762,94158,20919,NA,0,NA,NA,NA,NA,NA
6763,94158,20869,NA,0,NA,NA,NA,NA,NA
6764,94445,20919,NA,0,NA,NA,NA,NA,NA
6765,94445,20869,NA,0,NA,NA,NA,NA,NA
6766,94445,21285,NA,0,NA,NA,NA,NA,NA
6767,94445,21236,NA,0,NA,NA,NA,NA,NA
6768,94445,21246,NA,0,NA,NA,NA,NA,NA
6769,94445,21316,NA,0,NA,NA,NA,NA,NA
6770,94445,21364,NA,0,NA,NA,NA,NA,NA
6771,94445,21365,NA,0,NA,NA,NA,NA,NA
6712,92493,21191,2,0,NA,NA,NA,NA,NA
6720,92800,21296,1,0,NA,NA,NA,NA,NA
6723,92800,18569,1,0,NA,NA,NA,NA,NA
6713,92631,21285,5,0,NA,NA,NA,NA,NA
6714,92631,20869,5,0,NA,NA,NA,NA,NA
6715,92631,21191,2,0,NA,NA,NA,NA,NA
6716,92631,21347,5,0,NA,NA,NA,NA,NA
6526,90269,21110,1,0,NA,NA,NA,NA,NA
6527,90269,21293,1,0,NA,NA,NA,NA,NA
6528,90269,21294,2,0,NA,NA,NA,NA,NA
6778,94855,21191,2,0,NA,NA,NA,NA,NA
6779,94855,20919,2,0,NA,NA,NA,NA,NA
6780,94855,18660,NA,0,NA,NA,NA,NA,NA
6781,94855,21262,NA,0,NA,NA,NA,NA,NA
6782,94859,21191,2,0,NA,NA,NA,NA,NA
6783,94859,20919,2,0,NA,NA,NA,NA,NA
6786,94912,21191,NA,0,NA,NA,NA,NA,NA
6689,91999,20919,5,0,NA,NA,NA,NA,NA
6690,91999,21191,5,0,NA,NA,NA,NA,NA
6732,93497,21144,2,0,NA,NA,NA,NA,NA
6733,93497,21191,2,0,NA,NA,NA,NA,NA
6734,93497,20919,2,0,NA,NA,NA,NA,NA
6735,93497,20869,2,0,NA,NA,NA,NA,NA
6737,93501,21351,1,0,NA,NA,NA,NA,NA
6752,93775,20919,2,0,NA,NA,NA,NA,NA
6753,93775,21191,2,0,NA,NA,NA,NA,NA
6656,91476,21176,1,0,NA,NA,NA,NA,NA
6657,91476,20869,5,0,NA,NA,NA,NA,NA
6658,91476,20919,5,0,NA,NA,NA,NA,NA
6660,91476,21333,1,0,NA,NA,NA,NA,NA
6788,95060,20869,NA,0,NA,NA,NA,NA,NA
6790,95069,21332,NA,0,NA,NA,NA,NA,NA
6791,95069,21191,NA,0,NA,NA,NA,NA,NA
6792,95069,21373,NA,0,NA,NA,NA,NA,NA
6793,95069,21374,NA,0,NA,NA,NA,NA,NA
6794,95070,21194,NA,0,NA,NA,NA,NA,NA
6795,95071,18984,NA,0,NA,NA,NA,NA,NA
6796,95071,21375,NA,0,NA,NA,NA,NA,NA
6761,94130,21191,2,0,NA,NA,NA,NA,NA
6804,95174,21391,NA,0,NA,NA,NA,NA,NA
6805,95174,21392,NA,0,NA,NA,NA,NA,NA
6806,95174,21393,NA,0,NA,NA,NA,NA,NA
6807,95174,21394,NA,0,NA,NA,NA,NA,NA
6808,95174,21395,NA,0,NA,NA,NA,NA,NA
6809,95174,21396,NA,0,NA,NA,NA,NA,NA
6629,91310,21191,2,0,NA,NA,NA,NA,NA
6632,91310,20794,2,0,NA,NA,NA,NA,NA
6797,95094,19083,1,0,NA,NA,NA,NA,NA
6648,91466,20919,2,0,NA,NA,NA,NA,NA
6649,91466,21191,2,0,NA,NA,NA,NA,NA
6707,92367,20919,2,0,NA,NA,NA,NA,NA
6708,92367,21191,2,0,NA,NA,NA,NA,NA
6743,93508,21191,2,0,NA,NA,NA,NA,NA
6744,93508,20919,2,0,NA,NA,NA,NA,NA
6798,95098,21376,1,0,NA,NA,NA,NA,NA
6800,95115,21331,1,0,NA,NA,NA,NA,NA
6801,95115,21259,1,0,NA,NA,NA,NA,NA
6693,92143,21343,2,0,NA,NA,NA,NA,NA
6694,92143,21301,1,0,NA,NA,NA,NA,NA
6811,95203,21272,NA,0,NA,NA,NA,NA,NA
6812,95203,18528,NA,0,NA,NA,NA,NA,NA
6814,95217,19516,NA,0,NA,NA,NA,NA,NA
6815,95217,21382,NA,0,NA,NA,NA,NA,NA
6816,95217,21398,NA,0,NA,NA,NA,NA,NA
6818,95223,21376,NA,0,NA,NA,NA,NA,NA
6819,95223,21331,NA,0,NA,NA,NA,NA,NA
6820,95223,18420,NA,0,NA,NA,NA,NA,NA
6821,95223,18887,NA,0,NA,NA,NA,NA,NA
6822,95223,20754,NA,0,NA,NA,NA,NA,NA
6825,95266,21402,NA,0,NA,NA,NA,NA,NA
6835,95391,20233,NA,0,NA,NA,NA,NA,NA
6837,95391,21421,NA,0,NA,NA,NA,NA,NA
6838,95391,21422,NA,0,NA,NA,NA,NA,NA
6840,95437,21376,NA,0,NA,NA,NA,NA,NA
6841,95437,21378,NA,0,NA,NA,NA,NA,NA
6842,95437,21423,NA,0,NA,NA,NA,NA,NA
6843,95437,21296,NA,0,NA,NA,NA,NA,NA
6844,95437,21247,NA,0,NA,NA,NA,NA,NA
6845,95446,21372,NA,0,NA,NA,NA,NA,NA
6846,95446,20919,NA,0,NA,NA,NA,NA,NA
6849,95464,21428,NA,0,NA,NA,NA,NA,NA
6852,95481,21372,NA,0,NA,NA,NA,NA,NA
6853,95481,20919,NA,0,NA,NA,NA,NA,NA
6854,95481,21191,NA,0,NA,NA,NA,NA,NA
6855,95481,20869,NA,0,NA,NA,NA,NA,NA
6856,95481,21431,NA,0,NA,NA,NA,NA,NA
6859,95510,21191,NA,0,NA,NA,NA,NA,NA
6860,95510,20919,NA,0,NA,NA,NA,NA,NA
6864,95538,21431,NA,0,NA,NA,NA,NA,NA
6865,95538,20869,NA,0,NA,NA,NA,NA,NA
6867,95538,20919,NA,0,NA,NA,NA,NA,NA
6868,95538,21372,NA,0,NA,NA,NA,NA,NA
6876,95599,21372,NA,0,NA,NA,NA,NA,NA
6879,95599,21184,NA,0,NA,NA,NA,NA,NA
6880,95603,20919,NA,0,NA,NA,NA,NA,NA
6881,95603,21372,NA,0,NA,NA,NA,NA,NA
6882,95603,21438,NA,0,NA,NA,NA,NA,NA
6883,95603,21439,NA,0,NA,NA,NA,NA,NA
6884,95603,21440,NA,0,NA,NA,NA,NA,NA
6885,95603,21239,NA,0,NA,NA,NA,NA,NA
6886,95640,21191,NA,0,NA,NA,NA,NA,NA
6887,95640,20919,NA,0,NA,NA,NA,NA,NA
6888,95678,21272,NA,0,NA,NA,NA,NA,NA
6889,95678,18528,NA,0,NA,NA,NA,NA,NA
6890,95678,21191,NA,0,NA,NA,NA,NA,NA
6891,95678,20919,NA,0,NA,NA,NA,NA,NA
6892,95678,21443,NA,0,NA,NA,NA,NA,NA
6893,95694,21415,NA,0,NA,NA,NA,NA,NA
6894,95695,21393,NA,0,NA,NA,NA,NA,NA
6895,95695,21445,NA,0,NA,NA,NA,NA,NA
6896,95695,21446,NA,0,NA,NA,NA,NA,NA
6899,95771,18507,NA,0,NA,NA,NA,NA,NA
6900,95802,20869,NA,0,NA,NA,NA,NA,NA
6901,95802,20919,NA,0,NA,NA,NA,NA,NA
6903,95880,21375,NA,0,NA,NA,NA,NA,NA
6906,95958,21421,NA,0,NA,NA,NA,NA,NA
6909,95958,19696,NA,0,NA,NA,NA,NA,NA
6916,96018,21171,NA,0,NA,NA,NA,NA,NA
6917,96018,20919,NA,0,NA,NA,NA,NA,NA
6918,96018,21445,NA,0,NA,NA,NA,NA,NA
6919,96018,21393,NA,0,NA,NA,NA,NA,NA
6920,96018,21450,NA,0,NA,NA,NA,NA,NA
6921,96018,21451,NA,0,NA,NA,NA,NA,NA
6922,96018,21452,NA,0,NA,NA,NA,NA,NA
6923,96018,21453,NA,0,NA,NA,NA,NA,NA
6925,96163,21375,NA,0,NA,NA,NA,NA,NA
6926,96400,20919,NA,0,NA,NA,NA,NA,NA
6927,96400,21445,NA,0,NA,NA,NA,NA,NA
6928,96400,21393,NA,0,NA,NA,NA,NA,NA
6929,96400,21452,NA,0,NA,NA,NA,NA,NA
6930,96400,21451,NA,0,NA,NA,NA,NA,NA
6931,96400,21453,NA,0,NA,NA,NA,NA,NA
6932,96421,20919,NA,0,NA,NA,NA,NA,NA
6933,96421,21191,NA,0,NA,NA,NA,NA,NA
6934,96421,21455,NA,0,NA,NA,NA,NA,NA
6935,96421,21456,NA,0,NA,NA,NA,NA,NA
6787,95060,20919,2,0,NA,NA,NA,NA,NA
6789,95060,21372,2,0,NA,NA,NA,NA,NA
6937,96719,21448,NA,0,NA,NA,NA,NA,NA
6938,96719,21338,NA,0,NA,NA,NA,NA,NA
6939,96719,21459,NA,0,NA,NA,NA,NA,NA
6940,96719,21125,NA,0,NA,NA,NA,NA,NA
6941,96719,20919,NA,0,NA,NA,NA,NA,NA
6942,96829,21461,NA,0,NA,NA,NA,NA,NA
6943,96829,21462,NA,0,NA,NA,NA,NA,NA
6944,96843,21465,NA,0,NA,NA,NA,NA,NA
6945,96843,21466,NA,0,NA,NA,NA,NA,NA
6946,96843,20258,NA,0,NA,NA,NA,NA,NA
6947,96843,21467,NA,0,NA,NA,NA,NA,NA
6948,97236,21467,NA,0,NA,NA,NA,NA,NA
6949,97236,20258,NA,0,NA,NA,NA,NA,NA
6950,97236,21466,NA,0,NA,NA,NA,NA,NA
6951,97236,21465,NA,0,NA,NA,NA,NA,NA
6823,95266,21400,1,0,NA,NA,NA,NA,NA
6824,95266,21401,1,0,NA,NA,NA,NA,NA
6826,95266,21403,1,0,NA,NA,NA,NA,NA
6827,95387,21413,1,0,NA,NA,NA,NA,NA
6828,95387,21414,1,0,NA,NA,NA,NA,NA
6829,95387,21415,1,0,NA,NA,NA,NA,NA
6830,95387,21416,1,0,NA,NA,NA,NA,NA
6831,95387,21417,1,0,NA,NA,NA,NA,NA
6832,95387,21418,1,0,NA,NA,NA,NA,NA
6952,97322,20919,2,0,NA,NA,NA,NA,NA
6953,97322,21191,2,0,NA,NA,NA,NA,NA
6847,95464,18736,1,0,NA,NA,NA,NA,NA
6848,95464,21427,1,0,NA,NA,NA,NA,NA
6850,95464,21429,1,0,NA,NA,NA,NA,NA
6851,95464,21430,1,0,NA,NA,NA,NA,NA
6954,97436,21191,NA,0,NA,NA,NA,NA,NA
6955,97436,20919,NA,0,NA,NA,NA,NA,NA
6799,95098,19244,1,0,NA,NA,NA,NA,NA
6957,97441,21156,NA,0,NA,NA,NA,NA,NA
6956,97441,21369,1,0,NA,NA,NA,NA,NA
6590,90946,21262,1,0,NA,NA,NA,NA,NA
6591,90946,20601,1,0,NA,NA,NA,NA,NA
6592,90946,18514,1,0,NA,NA,NA,NA,NA
6593,90946,21318,1,0,NA,NA,NA,NA,NA
6594,90946,19948,1,0,NA,NA,NA,NA,NA
6897,95713,21405,1,0,NA,NA,NA,NA,NA
6898,95713,20321,1,0,NA,NA,NA,NA,NA
6958,97547,21360,NA,0,NA,NA,NA,NA,NA
6959,97547,21444,NA,0,NA,NA,NA,NA,NA
6960,97547,18984,NA,0,NA,NA,NA,NA,NA
6961,97547,21158,NA,0,NA,NA,NA,NA,NA
6962,97547,21356,NA,0,NA,NA,NA,NA,NA
6963,97547,21369,NA,0,NA,NA,NA,NA,NA
6964,97547,21468,NA,0,NA,NA,NA,NA,NA
6965,97547,21425,NA,0,NA,NA,NA,NA,NA
6966,97547,21378,NA,0,NA,NA,NA,NA,NA
6970,97651,20869,NA,0,NA,NA,NA,NA,NA
6974,97651,20614,NA,0,NA,NA,NA,NA,NA
6977,97682,20919,NA,0,NA,NA,NA,NA,NA
6978,97682,21191,NA,0,NA,NA,NA,NA,NA
6979,97685,21391,NA,0,NA,NA,NA,NA,NA
6981,97685,21393,NA,0,NA,NA,NA,NA,NA
6983,97685,21395,NA,0,NA,NA,NA,NA,NA
6984,97685,21396,NA,0,NA,NA,NA,NA,NA
6833,95391,19193,1,0,NA,NA,NA,NA,NA
6834,95391,21419,1,0,NA,NA,NA,NA,NA
6869,95556,21434,1,0,NA,NA,NA,NA,NA
6870,95556,21435,1,0,NA,NA,NA,NA,NA
6810,95203,21390,1,0,NA,NA,NA,NA,NA
6813,95203,21397,1,0,NA,NA,NA,NA,NA
6817,95221,21375,1,0,NA,NA,NA,NA,NA
6857,95490,21379,1,0,NA,NA,NA,NA,NA
6858,95490,21432,1,0,NA,NA,NA,NA,NA
6839,95436,21079,1,0,NA,NA,NA,NA,NA
6912,95997,21443,2,0,NA,NA,NA,NA,NA
6913,95997,21449,1,0,NA,NA,NA,NA,NA
6902,95878,20754,1,0,NA,NA,NA,NA,NA
6871,95581,18984,5,0,NA,NA,NA,NA,NA
6872,95581,21226,2,0,NA,NA,NA,NA,NA
6873,95581,21436,1,0,NA,NA,NA,NA,NA
6874,95581,21437,1,0,NA,NA,NA,NA,NA
6866,95538,21191,2,0,NA,NA,NA,NA,NA
6904,95911,18507,1,0,NA,NA,NA,NA,NA
6936,96506,21457,1,0,NA,NA,NA,NA,NA
6875,95599,21216,1,0,NA,NA,NA,NA,NA
6877,95599,21166,1,0,NA,NA,NA,NA,NA
6878,95599,21169,1,0,NA,NA,NA,NA,NA
6924,96130,21356,1,0,NA,NA,NA,NA,NA
6968,97651,21372,5,0,NA,NA,NA,NA,NA
6969,97651,20919,2,0,NA,NA,NA,NA,NA
6971,97651,21461,1,0,NA,NA,NA,NA,NA
6980,97685,21392,2,0,NA,NA,NA,NA,NA
6982,97685,21394,1,0,NA,NA,NA,NA,NA
6985,97692,21472,1,0,NA,NA,NA,NA,NA
6967,97552,21191,2,0,NA,NA,NA,NA,NA
6975,97679,21191,2,0,NA,NA,NA,NA,NA
6976,97679,21470,1,0,NA,NA,NA,NA,NA
6905,95958,21259,1,0,NA,NA,NA,NA,NA
6907,95958,21379,1,0,NA,NA,NA,NA,NA
6908,95958,21294,1,0,NA,NA,NA,NA,NA
6910,95958,20591,1,0,NA,NA,NA,NA,NA
6986,97777,20919,NA,0,NA,NA,NA,NA,NA
6987,97777,21191,NA,0,NA,NA,NA,NA,NA
6988,97777,20869,NA,0,NA,NA,NA,NA,NA
6989,97780,20919,NA,0,NA,NA,NA,NA,NA
6990,97780,21372,NA,0,NA,NA,NA,NA,NA
6991,97780,20869,NA,0,NA,NA,NA,NA,NA
6992,97781,21343,NA,0,NA,NA,NA,NA,NA
6994,97784,21375,NA,0,NA,NA,NA,NA,NA
6995,97791,21191,NA,0,NA,NA,NA,NA,NA
6996,97791,20919,NA,0,NA,NA,NA,NA,NA
6997,97832,20919,NA,0,NA,NA,NA,NA,NA
6998,97832,21191,NA,0,NA,NA,NA,NA,NA
6999,97832,21451,NA,0,NA,NA,NA,NA,NA
7000,97832,21294,NA,0,NA,NA,NA,NA,NA
7001,97832,21110,NA,0,NA,NA,NA,NA,NA
7002,97832,21293,NA,0,NA,NA,NA,NA,NA
7004,97840,21478,NA,0,NA,NA,NA,NA,NA
6861,95515,21191,2,0,NA,NA,NA,NA,NA
6862,95515,20919,2,0,NA,NA,NA,NA,NA
6863,95515,21433,1,0,NA,NA,NA,NA,NA
6836,95391,21420,1,0,NA,NA,NA,NA,NA
7007,97905,21079,NA,0,NA,NA,NA,NA,NA
7008,97909,21481,NA,0,NA,NA,NA,NA,NA
7028,97969,21191,NA,0,NA,NA,NA,NA,NA
7029,97969,20919,NA,0,NA,NA,NA,NA,NA
7030,97973,21191,NA,0,NA,NA,NA,NA,NA
7031,97973,20919,NA,0,NA,NA,NA,NA,NA
7032,97973,21432,NA,0,NA,NA,NA,NA,NA
7033,98017,21353,NA,0,NA,NA,NA,NA,NA
6802,95115,21379,1,0,NA,NA,NA,NA,NA
6803,95115,21380,1,0,NA,NA,NA,NA,NA
7034,98046,21481,NA,0,NA,NA,NA,NA,NA
7035,98050,20869,NA,0,NA,NA,NA,NA,NA
7036,98050,20919,NA,0,NA,NA,NA,NA,NA
7039,98056,21481,NA,0,NA,NA,NA,NA,NA
7040,98107,21332,NA,0,NA,NA,NA,NA,NA
7041,98113,21356,NA,0,NA,NA,NA,NA,NA
7042,98113,21381,NA,0,NA,NA,NA,NA,NA
7043,98113,21493,NA,0,NA,NA,NA,NA,NA
6914,95997,20919,2,0,NA,NA,NA,NA,NA
6915,95997,21191,2,0,NA,NA,NA,NA,NA
7044,98142,21481,NA,0,NA,NA,NA,NA,NA
7045,98172,21191,NA,0,NA,NA,NA,NA,NA
7046,98172,20919,NA,0,NA,NA,NA,NA,NA
7047,98196,21191,NA,0,NA,NA,NA,NA,NA
7048,98196,20919,NA,0,NA,NA,NA,NA,NA
7049,98214,21372,NA,0,NA,NA,NA,NA,NA
7051,98214,21495,NA,0,NA,NA,NA,NA,NA
7052,98255,20919,NA,0,NA,NA,NA,NA,NA
7053,98255,21242,NA,0,NA,NA,NA,NA,NA
7054,98255,20673,NA,0,NA,NA,NA,NA,NA
7055,98255,21337,NA,0,NA,NA,NA,NA,NA
7056,98305,21372,NA,0,NA,NA,NA,NA,NA
7057,98305,21191,NA,0,NA,NA,NA,NA,NA
7058,98305,21498,NA,0,NA,NA,NA,NA,NA
7059,98340,21481,NA,0,NA,NA,NA,NA,NA
7063,98373,21438,NA,0,NA,NA,NA,NA,NA
7068,98438,20919,NA,0,NA,NA,NA,NA,NA
7070,98438,21278,NA,0,NA,NA,NA,NA,NA
7073,98438,20415,NA,0,NA,NA,NA,NA,NA
7075,98438,21501,NA,0,NA,NA,NA,NA,NA
7076,98489,21372,NA,0,NA,NA,NA,NA,NA
7077,98489,20919,NA,0,NA,NA,NA,NA,NA
7078,98489,21440,NA,0,NA,NA,NA,NA,NA
7079,98489,21438,NA,0,NA,NA,NA,NA,NA
7080,98499,21372,NA,0,NA,NA,NA,NA,NA
7081,98514,21152,NA,0,NA,NA,NA,NA,NA
7082,98514,21371,NA,0,NA,NA,NA,NA,NA
7083,98536,21148,NA,0,NA,NA,NA,NA,NA
7084,98536,21381,NA,0,NA,NA,NA,NA,NA
7085,98536,21468,NA,0,NA,NA,NA,NA,NA
7094,98554,21191,NA,0,NA,NA,NA,NA,NA
7095,98557,21191,NA,0,NA,NA,NA,NA,NA
7096,98557,20919,NA,0,NA,NA,NA,NA,NA
7097,98582,21372,NA,0,NA,NA,NA,NA,NA
7098,98586,18420,NA,0,NA,NA,NA,NA,NA
7099,98586,21503,NA,0,NA,NA,NA,NA,NA
7100,98586,21504,NA,0,NA,NA,NA,NA,NA
7101,98642,20919,NA,0,NA,NA,NA,NA,NA
7102,98642,21500,NA,0,NA,NA,NA,NA,NA
7103,98711,20919,NA,0,NA,NA,NA,NA,NA
7104,98711,21191,NA,0,NA,NA,NA,NA,NA
7105,98714,20919,NA,0,NA,NA,NA,NA,NA
7106,98714,21191,NA,0,NA,NA,NA,NA,NA
7108,98736,21372,NA,0,NA,NA,NA,NA,NA
7110,98736,21482,NA,0,NA,NA,NA,NA,NA
7111,98736,21440,NA,0,NA,NA,NA,NA,NA
7113,98736,21505,NA,0,NA,NA,NA,NA,NA
7114,98789,21191,NA,0,NA,NA,NA,NA,NA
7115,98789,20919,NA,0,NA,NA,NA,NA,NA
7116,98789,21372,NA,0,NA,NA,NA,NA,NA
7122,98906,20919,NA,0,NA,NA,NA,NA,NA
7123,98906,21191,NA,0,NA,NA,NA,NA,NA
7124,98933,21434,NA,0,NA,NA,NA,NA,NA
7125,98933,21510,NA,0,NA,NA,NA,NA,NA
7126,98933,20919,NA,0,NA,NA,NA,NA,NA
7127,98933,21191,NA,0,NA,NA,NA,NA,NA
7128,98960,20919,NA,0,NA,NA,NA,NA,NA
7129,98960,21191,NA,0,NA,NA,NA,NA,NA
6972,97651,21294,1,0,NA,NA,NA,NA,NA
6973,97651,21110,1,0,NA,NA,NA,NA,NA
7130,99018,21372,NA,0,NA,NA,NA,NA,NA
7131,99018,20919,NA,0,NA,NA,NA,NA,NA
7132,99018,21169,NA,0,NA,NA,NA,NA,NA
7133,99018,21216,NA,0,NA,NA,NA,NA,NA
7134,99018,21500,NA,0,NA,NA,NA,NA,NA
6993,97784,21191,2,0,NA,NA,NA,NA,NA
7009,97912,21440,1,0,NA,NA,NA,NA,NA
7010,97912,21439,1,0,NA,NA,NA,NA,NA
7011,97912,21472,1,0,NA,NA,NA,NA,NA
7012,97912,21184,2,0,NA,NA,NA,NA,NA
7013,97912,21372,5,0,NA,NA,NA,NA,NA
7014,97912,20919,2,0,NA,NA,NA,NA,NA
7015,97912,21191,2,0,NA,NA,NA,NA,NA
7016,97912,20869,5,0,NA,NA,NA,NA,NA
7017,97912,21482,1,0,NA,NA,NA,NA,NA
7018,97912,21333,1,0,NA,NA,NA,NA,NA
7019,97912,21483,1,0,NA,NA,NA,NA,NA
7020,97912,21346,2,0,NA,NA,NA,NA,NA
7021,97912,21484,1,0,NA,NA,NA,NA,NA
7135,99131,21194,NA,0,NA,NA,NA,NA,NA
7136,99131,21474,NA,0,NA,NA,NA,NA,NA
7137,99131,21511,NA,0,NA,NA,NA,NA,NA
7138,99131,21512,NA,0,NA,NA,NA,NA,NA
7139,99131,21513,NA,0,NA,NA,NA,NA,NA
7140,99131,20985,NA,0,NA,NA,NA,NA,NA
7141,99178,20919,NA,0,NA,NA,NA,NA,NA
7142,99178,21191,NA,0,NA,NA,NA,NA,NA
7143,99211,21191,NA,0,NA,NA,NA,NA,NA
7144,99211,20919,NA,0,NA,NA,NA,NA,NA
7145,99215,20919,NA,0,NA,NA,NA,NA,NA
7146,99215,21191,NA,0,NA,NA,NA,NA,NA
7037,98056,21372,2,0,NA,NA,NA,NA,NA
7038,98056,20869,5,0,NA,NA,NA,NA,NA
7050,98214,20869,2,0,NA,NA,NA,NA,NA
7150,99283,21493,NA,0,NA,NA,NA,NA,NA
7151,99283,21395,NA,0,NA,NA,NA,NA,NA
7152,99432,21191,NA,0,NA,NA,NA,NA,NA
7153,99432,20919,NA,0,NA,NA,NA,NA,NA
7154,99474,21500,NA,0,NA,NA,NA,NA,NA
7155,99474,21372,NA,0,NA,NA,NA,NA,NA
7156,99474,20919,NA,0,NA,NA,NA,NA,NA
7157,99474,21257,NA,0,NA,NA,NA,NA,NA
7158,99630,21378,NA,0,NA,NA,NA,NA,NA
7159,99630,21159,NA,0,NA,NA,NA,NA,NA
7160,99630,21337,NA,0,NA,NA,NA,NA,NA
7161,99630,19696,NA,0,NA,NA,NA,NA,NA
7162,99630,20415,NA,0,NA,NA,NA,NA,NA
7163,99630,21294,NA,0,NA,NA,NA,NA,NA
7164,99630,20591,NA,0,NA,NA,NA,NA,NA
7179,99955,21369,NA,0,NA,NA,NA,NA,NA
7180,99955,21171,NA,0,NA,NA,NA,NA,NA
7181,99955,21191,NA,0,NA,NA,NA,NA,NA
7027,97925,21191,2,0,NA,NA,NA,NA,NA
7003,97833,21259,1,0,NA,NA,NA,NA,NA
7005,97900,21372,5,0,NA,NA,NA,NA,NA
7006,97900,20869,2,0,NA,NA,NA,NA,NA
7022,97919,20415,1,0,NA,NA,NA,NA,NA
7023,97919,21294,1,0,NA,NA,NA,NA,NA
7024,97919,20591,1,0,NA,NA,NA,NA,NA
7025,97919,21052,1,0,NA,NA,NA,NA,NA
7107,98736,21191,1,0,NA,NA,NA,NA,NA
7109,98736,20919,1,0,NA,NA,NA,NA,NA
7112,98736,21240,1,0,NA,NA,NA,NA,NA
7117,98878,20919,2,0,NA,NA,NA,NA,NA
7118,98878,21372,5,0,NA,NA,NA,NA,NA
7119,98878,21500,2,0,NA,NA,NA,NA,NA
7060,98373,20919,2,0,NA,NA,NA,NA,NA
7061,98373,21191,2,0,NA,NA,NA,NA,NA
7062,98373,21439,1,0,NA,NA,NA,NA,NA
7064,98373,21333,1,0,NA,NA,NA,NA,NA
7147,99231,21515,1,0,NA,NA,NA,NA,NA
7148,99231,19083,2,0,NA,NA,NA,NA,NA
7149,99231,21338,1,0,NA,NA,NA,NA,NA
7202,100186,21191,NA,0,NA,NA,NA,NA,NA
7203,100186,21500,NA,0,NA,NA,NA,NA,NA
7204,100186,20919,NA,0,NA,NA,NA,NA,NA
7205,100186,21372,NA,0,NA,NA,NA,NA,NA
7206,100186,21431,NA,0,NA,NA,NA,NA,NA
7207,100186,21326,NA,0,NA,NA,NA,NA,NA
7182,99955,20919,NA,0,NA,NA,NA,NA,NA
7183,99955,21500,NA,0,NA,NA,NA,NA,NA
7184,99955,20718,NA,0,NA,NA,NA,NA,NA
7185,99955,21242,NA,0,NA,NA,NA,NA,NA
7186,99955,18721,NA,0,NA,NA,NA,NA,NA
7191,100049,21365,NA,0,NA,NA,NA,NA,NA
7192,100049,21440,NA,0,NA,NA,NA,NA,NA
7193,100049,20813,NA,0,NA,NA,NA,NA,NA
7194,100064,21369,NA,0,NA,NA,NA,NA,NA
7195,100064,21371,NA,0,NA,NA,NA,NA,NA
7067,98438,21191,2,0,NA,NA,NA,NA,NA
7069,98438,21500,2,0,NA,NA,NA,NA,NA
7071,98438,21294,1,0,NA,NA,NA,NA,NA
7072,98438,21110,1,0,NA,NA,NA,NA,NA
7074,98438,21457,1,0,NA,NA,NA,NA,NA
7215,100269,21191,NA,0,NA,NA,NA,NA,NA
7216,100269,20919,NA,0,NA,NA,NA,NA,NA
7196,100073,20919,2,0,NA,NA,NA,NA,NA
7197,100073,21191,NA,0,NA,NA,NA,NA,NA
7198,100073,20831,NA,0,NA,NA,NA,NA,NA
7199,100073,20883,NA,0,NA,NA,NA,NA,NA
7200,100164,21191,2,0,NA,NA,NA,NA,NA
7201,100164,20919,2,0,NA,NA,NA,NA,NA
7208,100250,21425,NA,0,NA,NA,NA,NA,NA
7209,100250,21254,NA,0,NA,NA,NA,NA,NA
7210,100250,21298,NA,0,NA,NA,NA,NA,NA
7211,100250,21463,NA,0,NA,NA,NA,NA,NA
7212,100250,18984,NA,0,NA,NA,NA,NA,NA
7213,100250,21245,NA,0,NA,NA,NA,NA,NA
7214,100260,21191,NA,0,NA,NA,NA,NA,NA
7217,100309,20919,NA,0,NA,NA,NA,NA,NA
7218,100309,21500,NA,0,NA,NA,NA,NA,NA
7219,100309,21372,NA,0,NA,NA,NA,NA,NA
7226,100498,21191,NA,0,NA,NA,NA,NA,NA
7227,100498,20919,NA,0,NA,NA,NA,NA,NA
7228,100584,20919,NA,0,NA,NA,NA,NA,NA
7229,100584,21372,NA,0,NA,NA,NA,NA,NA
7230,100584,21537,NA,0,NA,NA,NA,NA,NA
7231,100584,21538,NA,0,NA,NA,NA,NA,NA
7232,100584,21379,NA,0,NA,NA,NA,NA,NA
7233,100584,21432,NA,0,NA,NA,NA,NA,NA
7235,100601,21372,NA,0,NA,NA,NA,NA,NA
7238,100695,20919,NA,0,NA,NA,NA,NA,NA
7239,100695,21191,NA,0,NA,NA,NA,NA,NA
7240,100706,21369,NA,0,NA,NA,NA,NA,NA
7241,100706,21171,NA,0,NA,NA,NA,NA,NA
7242,100706,21501,NA,0,NA,NA,NA,NA,NA
7243,100706,18639,NA,0,NA,NA,NA,NA,NA
7244,100725,21378,NA,0,NA,NA,NA,NA,NA
7245,100725,18984,NA,0,NA,NA,NA,NA,NA
7246,100725,21369,NA,0,NA,NA,NA,NA,NA
7247,100725,21500,NA,0,NA,NA,NA,NA,NA
7248,100758,21369,NA,0,NA,NA,NA,NA,NA
7249,100758,21171,NA,0,NA,NA,NA,NA,NA
7250,100808,21520,NA,0,NA,NA,NA,NA,NA
7251,100808,20919,NA,0,NA,NA,NA,NA,NA
7252,100808,21191,NA,0,NA,NA,NA,NA,NA
7253,100808,21500,NA,0,NA,NA,NA,NA,NA
7254,100808,21372,NA,0,NA,NA,NA,NA,NA
