id,frase,sitio,enlace
4,"Congreso Visible busca ofrecer seguimiento e información oportuna y analizada acerca de las actividades legislativas, que le permiten al ciudadano estar al tanto de la normatividad y por ende mejorar la toma de decisiones. Además cuenta con un respaldo académico y una imparcialidad política que garantiza la calidad de sus servicios",congresovisible.org,http://congresovisible.org/
