id,created_at,updated_at,persona_id,partido_id
1320,2010-09-16 20:35:50.250074,2014-01-21 18:14:05.978185,1055,5
1316,2010-09-16 20:30:14.761671,2014-01-21 18:53:33.508983,145,5
1292,2010-09-16 19:59:42.488491,2014-02-05 20:07:37.774282,318,2
1294,2010-09-16 20:02:16.300125,2014-02-05 20:47:05.866077,4,4
1313,2010-09-16 20:26:48.164462,2014-02-05 20:57:22.582140,133,4
1304,2010-09-16 20:16:07.360881,2014-02-13 17:15:06.246906,127,2
1310,2010-09-16 20:24:08.189126,2014-02-13 17:17:06.937074,140,3
1314,2010-09-16 20:27:54.093576,2014-02-13 19:06:10.327236,1292,7
1449,2011-09-01 16:11:56.408665,2014-03-19 15:11:03.619575,88,2
1315,2010-09-16 20:29:06.863217,2014-03-20 14:31:10.904063,512,113
1302,2010-09-16 20:13:59.922395,2014-03-20 14:33:59.868200,123,2
1312,2010-09-16 20:25:50.451421,2014-04-09 15:49:32.396851,25,2
1311,2010-09-16 20:24:40.895329,2014-04-10 11:10:28.461348,16,3
1293,2010-09-16 20:01:01.638587,2015-08-04 20:16:59.915457,106,5
1392,2010-09-23 19:13:33.437424,2010-09-23 19:13:33.437471,1027,NA
1393,2010-09-23 19:13:33.450646,2010-09-23 19:13:33.450671,1027,NA
1394,2010-09-23 19:32:34.544310,2010-09-23 19:32:34.544337,1029,NA
1395,2010-09-23 19:32:34.545780,2010-09-23 19:32:34.545801,1029,NA
1277,2010-09-16 15:53:41.781357,2017-01-19 17:58:59.673879,58,2
939,2010-05-13 21:23:35.999341,2017-01-20 16:19:37.348264,748,4
940,2010-05-13 21:23:36.000714,2017-01-20 16:19:37.354658,748,4
1450,2011-09-19 16:41:49.441174,2017-03-23 20:50:30.990896,740,2
1451,2011-09-23 15:42:50.485656,2017-09-04 16:48:48.517996,663,NA
1452,2011-09-23 15:42:50.524907,2017-09-04 16:48:48.522391,663,NA
1459,2011-10-07 20:01:48.888839,2017-09-04 16:54:13.846058,826,NA
58,2010-01-17 17:32:05.606792,2017-10-23 19:11:36.118453,339,58
59,2010-01-17 17:32:05.618647,2017-10-23 19:11:36.127126,339,58
60,2010-01-17 17:32:05.631136,2017-10-23 19:11:36.135751,339,58
1465,2011-10-11 20:36:37.721242,2018-01-22 16:42:33.173236,831,NA
1306,2010-09-16 20:20:08.129557,2018-01-22 18:18:51.789143,134,5
1287,2010-09-16 16:49:21.477027,2018-01-23 13:21:58.287931,449,2
1288,2010-09-16 16:49:21.478221,2018-01-23 13:21:58.295013,449,2
1289,2010-09-16 16:49:21.479056,2018-01-23 13:21:58.302480,449,2
1464,2011-10-11 19:38:28.657832,2018-01-23 14:22:21.142166,864,NA
1389,2010-09-21 20:30:28.757403,2018-01-23 14:23:14.148304,326,NA
567,2010-02-19 17:23:24.821277,2018-01-23 14:40:53.535643,808,2
568,2010-02-19 17:23:24.822120,2018-01-23 14:40:53.543643,808,2
569,2010-02-19 17:23:24.822981,2018-01-23 14:40:53.551328,808,2
570,2010-02-19 17:23:24.823812,2018-01-23 14:40:53.559064,808,2
1390,2010-09-22 18:40:08.776516,2018-01-23 14:54:02.183356,369,NA
1299,2010-09-16 20:09:56.049270,2018-01-23 16:37:25.476482,115,3
1391,2010-09-22 21:11:00.707142,2018-01-23 18:13:24.419149,401,NA
1284,2010-09-16 16:38:11.356377,2018-01-23 20:47:52.053142,578,4
1285,2010-09-16 16:38:11.357776,2018-01-23 20:47:52.057725,578,4
1286,2010-09-16 16:38:11.358614,2018-01-23 20:47:52.065074,578,4
1453,2011-09-26 18:44:08.110194,2018-01-26 15:23:09.739282,695,NA
1280,2010-09-16 16:08:39.810332,2018-01-26 18:03:19.633559,629,38
1281,2010-09-16 16:08:39.836849,2018-01-26 18:03:19.642758,629,38
1282,2010-09-16 16:08:39.837694,2018-01-26 18:03:19.652236,629,38
1396,2010-09-23 19:32:34.546626,2010-09-23 19:32:34.546647,1029,NA
1397,2010-09-23 19:32:34.547452,2010-09-23 19:32:34.547473,1029,NA
1403,2010-09-24 16:56:28.905907,2010-09-24 16:56:28.905929,415,2
1404,2010-09-24 16:56:28.911589,2010-09-24 16:56:28.911611,415,2
178,2010-01-17 17:32:07.267140,2011-10-12 19:06:12.308581,641,2
1473,2011-10-13 17:11:38.720420,2011-10-13 17:11:38.720481,940,NA
1476,2011-10-14 20:48:12.485462,2011-10-14 20:48:12.485507,3486,NA
1477,2011-10-19 18:18:05.893290,2011-10-19 18:18:05.893341,379,NA
1478,2011-10-19 18:19:43.454914,2011-10-19 18:19:43.454959,379,NA
1372,2010-09-16 21:42:45.014539,2013-12-12 16:36:47.080034,933,5
1379,2010-09-16 21:48:27.764868,2013-12-12 16:42:55.263845,97,4
1368,2010-09-16 21:40:18.781326,2013-12-12 16:43:13.518589,914,2
1386,2010-09-16 21:54:30.944325,2013-12-12 16:44:02.260557,258,5
583,2010-04-06 19:52:28.353686,2013-12-12 16:46:04.708907,896,4
1270,2010-09-16 14:52:02.579817,2013-12-12 16:46:04.714118,896,4
1366,2010-09-16 21:38:14.931348,2013-12-12 16:46:04.717193,896,4
1358,2010-09-16 21:26:07.425326,2013-12-12 16:46:52.026583,74,3
1480,2011-10-24 20:06:29.787732,2013-12-12 16:47:16.371648,27,NA
1380,2010-09-16 21:48:56.852738,2013-12-12 16:48:28.247599,98,10
1363,2010-09-16 21:35:20.211933,2013-12-12 17:01:38.160685,875,4
1387,2010-09-16 21:55:01.019770,2013-12-13 19:46:18.186811,259,4
1381,2010-09-16 21:49:32.799606,2014-03-19 14:56:53.794330,96,5
1377,2010-09-16 21:47:09.293434,2014-01-16 21:13:15.692849,251,3
1346,2010-09-16 21:16:38.312704,2014-02-05 20:28:13.106778,66,4
1351,2010-09-16 21:20:36.109464,2014-01-17 17:12:46.327906,214,4
1361,2010-09-16 21:33:19.327706,2014-01-20 15:32:08.537419,873,4
1349,2010-09-16 21:19:15.006686,2014-01-20 15:52:41.053199,211,2
1359,2010-09-16 21:26:39.327763,2014-01-20 16:40:31.004926,862,2
1364,2010-09-16 21:36:05.496001,2014-01-20 17:19:56.007709,1245,3
1370,2010-09-16 21:41:04.149551,2014-01-20 17:48:28.397290,922,5
1362,2010-09-16 21:34:22.990418,2014-01-20 19:51:34.322516,1178,5
1348,2010-09-16 21:18:28.362074,2014-01-21 20:20:10.808687,206,NA
1371,2010-09-16 21:41:56.697915,2014-02-05 20:38:26.185314,85,4
1375,2010-09-16 21:45:01.416698,2014-02-05 20:41:43.063784,244,4
1383,2010-09-16 21:52:30.627475,2014-02-13 16:40:37.436782,257,68
1352,2010-09-16 21:21:32.527674,2014-02-13 17:18:41.826070,148,111
1382,2010-09-16 21:51:34.673164,2014-02-13 17:24:13.887281,256,5
1354,2010-09-16 21:23:12.649311,2014-02-13 18:54:28.490417,836,5
1345,2010-09-16 21:15:57.071874,2014-02-13 19:10:40.682733,1201,2
1347,2010-09-16 21:17:59.956496,2014-02-17 19:13:25.449278,205,4
1367,2010-09-16 21:39:26.607216,2014-02-20 19:42:56.759537,1177,4
1384,2010-09-16 21:53:07.805892,2014-03-19 15:01:50.099307,100,7
1373,2010-09-16 21:43:28.037052,2014-03-19 15:07:24.950971,242,2
1376,2010-09-16 21:46:22.217202,2014-03-19 15:11:03.616180,88,5
1365,2010-09-16 21:36:56.354661,2014-03-19 15:21:35.207907,1217,2
1374,2010-09-16 21:44:14.013352,2014-03-19 15:29:47.938858,906,2
1350,2010-09-16 21:19:49.616694,2014-03-19 15:34:17.208495,213,5
1355,2010-09-16 21:23:42.072516,2014-03-19 15:41:11.903901,1260,6
1360,2010-09-16 21:32:21.484591,2014-03-19 15:46:11.876352,1229,7
1357,2010-09-16 21:25:21.681823,2014-04-09 15:23:29.193727,1176,7
1385,2010-09-16 21:53:41.133306,2014-04-10 11:13:31.240814,101,5
1356,2010-09-16 21:24:39.372055,2014-04-10 14:48:50.439080,1226,5
1485,2011-10-25 17:46:01.490009,2011-10-25 17:46:01.490062,635,NA
1493,2011-10-27 21:17:02.020292,2011-10-27 21:17:02.020336,775,NA
1494,2012-01-26 16:02:42.252603,2012-01-26 16:02:42.252647,2961,4
1495,2012-01-26 16:08:10.335623,2012-01-26 16:08:10.335673,2961,4
1518,2013-01-24 14:32:44.055376,2013-01-24 14:32:44.055412,113,5
1521,2013-01-24 14:53:03.871719,2013-01-24 14:53:03.871758,1647,4
824,2010-04-30 20:25:21.748106,2017-09-04 16:46:31.826361,360,7
1402,2010-09-24 15:19:29.155098,2017-09-04 16:47:27.507902,411,38
1474,2011-10-13 18:17:30.280835,2017-09-04 16:47:58.171200,478,NA
1469,2011-10-12 20:49:18.606299,2017-09-04 16:54:50.679360,888,NA
1466,2011-10-12 16:01:54.365395,2017-09-04 16:54:59.225960,902,NA
1519,2013-01-24 14:37:16.534935,2018-01-22 18:18:51.800473,134,5
1484,2011-10-24 21:58:45.305916,2018-01-23 14:57:42.079462,771,NA
1483,2011-10-24 21:50:27.402354,2018-01-23 15:49:03.902305,901,2
1467,2011-10-12 16:58:42.446893,2018-01-23 15:50:06.909314,904,NA
1468,2011-10-12 16:59:23.146576,2018-01-23 15:50:06.913032,904,NA
1401,2010-09-23 21:31:21.835646,2018-01-23 16:56:18.058837,1039,NA
894,2010-05-10 16:00:03.968261,2018-01-23 17:56:37.852109,1019,4
1488,2011-10-25 21:18:58.395086,2018-01-23 18:12:16.279231,860,NA
1475,2011-10-13 21:24:20.771924,2018-01-23 19:22:20.253987,967,NA
1479,2011-10-19 21:08:37.522846,2018-01-24 21:10:14.479309,639,74
1398,2010-09-23 21:16:09.884664,2018-01-26 15:06:38.399345,1038,NA
1399,2010-09-23 21:16:09.910370,2018-01-26 15:06:38.406032,1038,NA
1400,2010-09-23 21:16:09.911197,2018-01-26 15:06:38.409742,1038,2
1471,2011-10-12 22:18:56.695428,2018-01-26 15:17:45.025377,915,NA
1491,2011-10-26 20:47:55.875487,2018-01-29 18:56:59.113089,1001,2
1492,2011-10-26 20:49:51.449816,2018-01-29 18:56:59.118514,1001,2
1472,2011-10-13 16:52:25.501728,2018-01-30 15:24:54.464298,913,NA
1405,2010-09-28 18:28:09.288385,2018-01-31 15:03:31.265596,457,NA
1487,2011-10-25 20:03:56.928606,2018-02-09 19:51:44.209899,769,78
1486,2011-10-25 18:12:07.922190,2018-09-06 15:57:56.388155,307,NA
821,2010-04-30 20:21:16.002473,2013-12-12 16:30:58.766410,9,2
822,2010-04-30 20:21:16.016016,2013-12-12 16:30:59.055686,9,2
1032,2010-05-21 21:12:28.270094,2013-12-12 16:33:25.565129,47,20
1052,2010-05-24 22:09:03.358175,2013-12-12 16:34:51.446045,13,2
1053,2010-05-24 22:09:03.359596,2013-12-12 16:34:51.452483,13,NA
1030,2010-05-21 21:00:16.157677,2013-12-12 16:35:33.277420,19,127
449,2010-01-25 21:43:11.226815,2013-12-12 16:36:10.700280,33,4
879,2010-05-07 19:25:36.836932,2013-12-12 16:36:47.025601,933,2
880,2010-05-07 19:25:36.883558,2013-12-12 16:36:47.037589,933,2
881,2010-05-07 19:25:36.884636,2013-12-12 16:36:47.049235,933,2
882,2010-05-07 19:25:36.886266,2013-12-12 16:36:47.058766,933,2
883,2010-05-07 19:25:36.887102,2013-12-12 16:36:47.068685,933,2
1438,2011-03-24 20:21:44.877578,2013-12-12 16:36:47.091524,933,NA
349,2010-01-17 17:32:09.808664,2013-12-12 16:37:06.239938,1186,3
1512,2012-09-04 17:38:00.181823,2013-12-12 16:38:08.931584,35,NA
1513,2012-09-04 17:38:00.255139,2013-12-12 16:38:08.937460,35,NA
996,2010-05-20 16:34:21.241137,2013-12-12 16:38:29.166370,20,41
1517,2012-11-27 21:32:14.231918,2013-12-12 16:42:36.198964,1942,141
1369,2010-09-16 21:40:18.793976,2013-12-12 16:43:13.524693,914,2
1181,2010-07-19 15:12:06.434144,2013-12-12 16:43:42.101569,2734,NA
972,2010-05-19 15:04:34.929156,2013-12-12 16:44:38.109091,50,2
582,2010-04-06 19:52:28.352850,2013-12-12 16:46:04.704437,896,4
1200,2010-08-20 15:24:12.758273,2013-12-12 16:47:33.031196,38,2
637,2010-04-07 21:17:32.752675,2013-12-12 17:02:04.537056,791,4
1496,2012-02-03 15:03:11.925983,2014-02-21 21:07:01.001813,4993,1
1503,2012-05-22 16:49:03.338827,2014-01-17 19:20:25.144383,1716,NA
443,2010-01-25 20:34:45.438098,2014-01-17 20:06:56.255253,209,2
1505,2012-06-05 22:34:00.195944,2014-01-17 20:10:38.391324,1693,4
1506,2012-06-05 22:34:00.252294,2014-01-17 20:10:38.395628,1693,4
1507,2012-06-06 15:24:36.851593,2014-01-17 20:10:38.399855,1693,NA
1508,2012-06-06 15:24:37.106912,2014-01-17 20:10:38.404059,1693,NA
715,2010-04-20 15:01:36.374620,2014-01-20 16:48:56.230314,2484,5
1534,2013-10-27 16:29:50.335437,2014-01-21 18:53:33.518297,145,5
1498,2012-03-08 14:48:12.581963,2014-02-05 21:16:49.938794,131,4
1499,2012-03-08 14:49:35.595716,2014-02-05 21:16:49.948836,131,4
1500,2012-03-08 15:11:20.990131,2014-02-05 21:16:49.958646,131,4
1353,2010-09-16 21:22:26.576606,2014-02-10 16:37:18.778458,832,1
1514,2012-11-16 20:37:55.085455,2014-02-24 16:58:14.188464,129,NA
1515,2012-11-16 20:37:55.130162,2014-02-24 16:58:14.199393,129,2
1497,2012-02-03 15:03:11.958547,2014-02-21 21:07:01.019251,4993,1
1526,2013-01-24 15:47:31.143678,2014-03-03 19:53:53.112370,2505,117
1502,2012-03-21 20:59:35.004156,2014-03-19 14:54:12.762353,2501,NA
1509,2012-07-23 16:32:45.029647,2014-03-19 15:07:47.056095,1805,NA
1510,2012-07-23 16:32:45.083269,2014-03-19 15:07:47.059641,1805,108
1511,2012-07-23 16:32:45.084484,2014-03-19 15:07:47.063112,1805,NA
1524,2013-01-24 15:29:48.307203,2014-04-10 11:46:55.941530,2116,4
1522,2013-01-24 14:59:10.405720,2014-04-10 14:48:50.442836,1226,5
1528,2013-01-24 16:00:27.292515,2014-04-10 14:50:33.747317,1609,4
1523,2013-01-24 15:02:49.001189,2015-11-07 17:59:56.325112,2231,2
1481,2011-10-24 20:06:29.815514,2013-12-12 16:47:16.377649,27,NA
1482,2011-10-24 20:06:29.816945,2013-12-12 16:47:17.028364,27,NA
299,2010-01-17 17:32:09.139001,2013-12-12 16:48:13.129537,92,2
302,2010-01-17 17:32:09.178602,2013-12-12 16:48:13.149774,92,2
785,2010-04-27 20:04:42.868834,2013-12-13 21:20:30.760969,937,NA
545,2010-02-12 12:29:06.235689,2013-12-16 16:18:11.295848,288,10
1582,2014-02-13 16:57:36.009903,2014-02-13 16:58:01.772856,77,6
1597,2014-02-14 18:57:31.792413,2014-02-14 18:57:31.792520,8120,10
1598,2014-02-14 19:23:12.168419,2014-02-14 19:23:12.168488,9331,6
1538,2013-12-23 17:28:50.707765,2013-12-23 17:28:50.707811,7354,10
1539,2013-12-27 18:15:55.359728,2013-12-27 18:15:55.359779,2818,5
1540,2014-01-04 20:33:08.414657,2014-01-04 20:33:08.414709,7406,10
1541,2014-01-12 18:29:40.126332,2014-01-12 18:29:40.126370,7608,47
696,2010-04-13 20:18:31.992260,2014-01-14 15:45:13.238066,192,42
1542,2014-01-14 18:32:06.474118,2014-01-14 18:32:06.474174,7532,6
1543,2014-01-14 18:32:06.518804,2014-01-14 18:32:06.518858,7532,6
1544,2014-01-14 18:32:06.520562,2014-01-14 18:32:06.520632,7532,6
1545,2014-01-14 18:50:21.381746,2014-01-14 18:50:21.381807,819,6
1546,2014-01-14 20:53:31.383367,2014-01-14 20:53:31.383395,2108,2
446,2010-01-25 20:34:45.441069,2014-01-16 17:37:53.103775,209,NA
529,2010-02-09 18:45:01.287600,2014-01-16 19:36:38.023145,1473,NA
1547,2014-01-16 23:35:00.098484,2014-01-16 23:35:00.098514,7470,4
1548,2014-01-16 23:35:00.185819,2014-01-16 23:35:00.185847,7470,4
704,2010-04-19 21:26:10.033694,2014-01-17 17:12:46.291764,214,NA
705,2010-04-19 21:26:10.034926,2014-01-17 17:12:46.317150,214,4
1583,2014-02-13 17:03:19.669208,2014-02-13 17:03:19.669253,9249,NA
444,2010-01-25 20:34:45.439402,2014-01-17 20:06:56.259586,209,2
445,2010-01-25 20:34:45.440240,2014-01-17 21:43:19.119353,209,2
1549,2014-01-21 18:59:15.192219,2014-01-21 18:59:15.192278,2027,2
1550,2014-01-21 18:59:15.229715,2014-01-21 19:32:55.523786,2027,28
698,2010-04-13 21:40:13.892864,2014-01-21 20:20:10.801738,206,4
1551,2014-01-22 00:28:14.400861,2014-01-22 00:28:14.400888,7774,2
1552,2014-01-22 03:45:00.274184,2014-01-22 03:45:00.274239,8135,NA
1554,2014-01-22 20:44:32.256805,2014-01-22 20:44:32.256875,7772,2
1535,2013-12-17 16:54:51.266055,2014-01-23 21:36:00.727942,2819,6
1555,2014-01-24 04:48:45.726458,2014-01-24 04:48:45.726529,2017,11
1556,2014-01-28 03:32:27.291562,2014-01-28 03:32:27.291615,7664,2
1557,2014-01-28 03:32:27.449882,2014-01-28 03:32:27.449942,7664,2
1558,2014-01-28 03:32:27.451823,2014-01-28 03:32:27.451873,7664,2
1525,2013-01-24 15:39:39.224809,2017-09-04 16:45:46.262878,348,2
1529,2013-05-22 19:28:53.198849,2018-02-09 20:24:04.749049,865,4
1559,2014-01-28 16:54:45.314551,2014-01-28 16:54:45.314606,8207,5
1560,2014-01-28 16:54:45.358668,2014-01-28 16:54:45.358721,8207,5
1561,2014-01-28 19:44:05.889856,2014-01-28 19:44:05.889907,2600,5
1562,2014-01-29 18:28:02.608916,2014-01-29 18:28:02.608971,7433,87
1563,2014-01-29 18:28:02.708598,2014-01-29 18:28:02.708655,7433,6
1564,2014-01-29 18:28:02.711480,2014-01-29 18:28:02.711531,7433,102
1565,2014-01-30 15:56:58.652134,2014-01-30 16:14:59.244069,8112,10
1566,2014-01-31 22:17:13.707711,2014-01-31 22:17:13.707798,8004,10
980,2010-05-19 18:22:34.618770,2014-02-04 16:01:23.889666,42,NA
1243,2010-09-15 19:08:22.407955,2014-02-05 20:28:13.069147,66,4
1224,2010-09-14 20:55:31.586689,2014-02-05 21:05:51.573686,2842,4
1567,2014-02-06 15:22:55.820919,2014-02-06 15:22:55.820988,2517,2
1568,2014-02-07 16:58:17.205008,2014-02-07 16:58:17.205036,7702,NA
1569,2014-02-07 16:58:17.229520,2014-02-07 16:58:17.229547,7702,NA
1571,2014-02-08 13:27:09.311998,2014-02-08 13:27:09.312033,7450,2
1572,2014-02-10 16:07:30.367977,2014-02-10 16:07:30.368049,8355,NA
1573,2014-02-11 14:52:08.051398,2014-02-11 14:52:08.051459,8439,2
1574,2014-02-11 14:52:08.099716,2014-02-11 14:52:08.099773,8439,NA
1575,2014-02-11 21:25:57.089158,2014-02-11 21:25:57.089213,8010,10
1576,2014-02-11 23:59:25.322476,2014-02-11 23:59:25.322517,7792,3
1577,2014-02-13 16:43:12.582155,2014-02-13 16:47:36.067977,668,119
1578,2014-02-13 16:43:12.614592,2014-02-13 16:47:36.079433,668,6
1579,2014-02-13 16:43:12.617872,2014-02-13 16:47:36.088719,668,6
1580,2014-02-13 16:57:36.007584,2014-02-13 16:57:36.007617,77,6
1581,2014-02-13 16:57:36.009051,2014-02-13 16:57:36.009075,77,6
1584,2014-02-13 17:03:19.674082,2014-02-13 17:03:19.674107,9249,NA
1585,2014-02-13 19:22:33.675689,2014-02-13 19:22:33.675734,8589,2
1586,2014-02-13 19:22:33.712571,2014-02-13 19:22:33.712607,8589,2
1587,2014-02-13 19:22:33.713593,2014-02-13 19:22:33.713617,8589,2
1588,2014-02-13 19:22:38.144000,2014-02-13 19:22:38.144067,8589,2
1589,2014-02-13 19:22:38.146028,2014-02-13 19:22:38.146073,8589,2
1590,2014-02-13 19:22:38.147590,2014-02-13 19:22:38.147634,8589,2
1591,2014-02-13 21:03:14.898842,2014-02-13 21:03:14.898885,9252,2
1592,2014-02-13 21:03:14.945168,2014-02-13 21:03:14.945215,9252,NA
1593,2014-02-13 22:48:19.579720,2014-02-13 22:48:19.579786,7329,NA
1594,2014-02-13 22:48:19.650563,2014-02-13 22:48:19.650628,7329,NA
1536,2013-12-20 16:03:41.778181,2014-02-14 13:39:42.094086,7570,5
1537,2013-12-21 14:42:06.021364,2014-02-14 13:39:42.109340,7570,5
1418,2010-10-08 21:41:08.952580,2014-02-14 16:13:38.550489,2812,NA
1595,2014-02-14 16:37:16.013839,2014-02-14 16:37:16.013897,7480,NA
1596,2014-02-14 17:00:14.425755,2014-02-14 17:00:14.425826,9155,NA
1599,2014-02-14 19:55:17.167865,2014-02-14 19:55:17.168010,1532,4
1600,2014-02-14 20:13:16.482510,2014-02-14 20:13:16.482603,9305,153
1601,2014-02-16 03:07:58.992316,2014-02-16 03:07:58.992382,2448,146
476,2010-02-01 20:28:32.584315,2014-02-17 19:13:25.353511,205,4
477,2010-02-01 20:28:32.585117,2014-02-17 19:13:25.363147,205,4
478,2010-02-01 20:28:32.585928,2014-02-17 19:13:25.372727,205,4
480,2010-02-01 20:28:32.587551,2014-02-17 19:13:25.391848,205,4
1602,2014-02-17 19:13:25.405851,2014-02-17 19:13:25.405903,205,4
1603,2014-02-17 22:20:44.940390,2014-02-17 22:20:44.940453,7695,3
1605,2014-02-18 22:11:00.235595,2014-02-18 22:11:00.235631,9160,4
1606,2014-02-20 18:50:15.364110,2014-02-20 18:50:15.364145,8193,4
1607,2014-02-20 18:50:15.382955,2014-02-20 18:50:15.382980,8193,4
1608,2014-02-20 21:10:35.420188,2014-02-20 21:10:35.420257,7815,48
1604,2014-02-18 18:04:21.667878,2014-10-24 15:11:29.549235,2233,2
1609,2014-02-20 21:13:34.713484,2014-02-20 21:13:34.713545,165,4
1610,2014-02-20 21:16:52.533830,2014-02-20 21:16:52.533864,7660,2
1611,2014-02-22 22:23:45.256484,2014-02-22 22:23:45.256549,1641,4
1612,2014-02-24 16:32:07.345967,2014-02-24 16:32:07.346004,7317,NA
1613,2014-02-25 22:49:51.031521,2014-02-25 22:49:51.031582,1625,4
1614,2014-02-26 00:35:15.893392,2014-02-26 00:35:15.893467,1526,4
1615,2014-03-06 16:29:47.293946,2014-03-06 16:29:47.294017,9405,4
1616,2014-03-06 16:29:47.327515,2014-03-06 16:29:47.327572,9405,4
1617,2014-03-06 16:29:47.329413,2014-03-06 16:29:47.329460,9405,4
1618,2014-03-06 16:29:47.331164,2014-03-06 16:29:47.331210,9405,4
1619,2014-03-06 16:29:47.332895,2014-03-06 16:29:47.332941,9405,4
1620,2014-03-11 14:00:20.617789,2014-03-11 14:00:20.617841,7794,NA
1621,2014-03-12 12:09:33.870830,2014-03-12 12:09:33.870858,8567,17
1622,2014-03-12 12:09:33.882912,2014-03-12 12:09:33.882947,8567,4
1623,2014-03-12 14:59:59.779009,2014-03-12 14:59:59.779033,8617,5
1624,2014-03-12 14:59:59.789708,2014-03-12 14:59:59.789727,8617,5
1625,2014-03-12 15:25:20.196664,2014-03-12 15:25:20.196688,7334,4
1626,2014-03-14 11:49:42.743666,2014-03-14 12:38:31.600318,9733,2
1627,2014-03-14 12:52:19.628781,2014-03-14 12:52:19.628815,7475,NA
1628,2014-03-14 12:52:19.637521,2014-03-14 12:52:19.637544,7475,NA
1629,2014-04-07 11:00:37.419592,2014-04-07 11:00:37.419624,9387,NA
1630,2014-04-07 12:41:14.824153,2014-04-07 12:41:14.824174,8580,NA
1633,2014-05-02 16:11:57.214778,2014-05-02 16:11:57.214842,110,17
1634,2014-07-03 10:18:21.904646,2014-07-03 10:18:21.904668,2600,5
1635,2014-07-22 10:10:30.451361,2014-07-22 10:10:30.451395,205,4
1636,2014-08-27 10:26:05.787069,2014-08-27 10:26:05.787095,8918,3
1637,2014-09-17 21:29:35.548156,2014-09-17 21:29:35.548185,8576,NA
1638,2014-10-10 21:42:23.978237,2014-10-10 21:42:23.978258,1468,4
1639,2014-10-27 17:31:27.623710,2014-10-27 17:31:27.623731,1561,4
1640,2014-11-05 20:59:26.355721,2014-11-05 20:59:26.355786,9435,144
1641,2015-08-04 20:16:59.948929,2015-08-04 20:16:59.948998,106,5
1642,2015-08-04 20:16:59.966925,2015-08-04 20:16:59.966976,106,5
323,2010-01-17 17:32:09.484405,2015-08-31 15:57:44.244442,99,4
324,2010-01-17 17:32:09.496961,2015-08-31 15:57:44.298423,99,4
325,2010-01-17 17:32:09.510088,2015-08-31 15:57:44.308386,99,4
1643,2015-11-07 17:59:56.331874,2015-11-07 17:59:56.332067,2231,2
1023,2010-05-21 20:12:29.672484,2016-06-13 15:25:11.878116,1044,NA
1024,2010-05-21 20:12:29.673812,2016-06-13 15:25:11.897689,1044,NA
1257,2010-09-15 20:45:03.055137,2016-09-05 14:25:40.898694,400,4
1258,2010-09-15 20:45:03.112792,2016-09-05 14:25:40.919133,400,4
1259,2010-09-15 20:45:03.113863,2016-09-05 14:25:40.922884,400,4
1112,2010-06-04 14:58:25.055409,2016-09-05 14:29:30.235277,327,NA
1388,2010-09-21 20:20:51.065471,2016-09-05 14:29:30.254767,325,NA
1113,2010-06-04 14:58:25.456668,2016-09-05 14:29:30.258415,327,NA
1114,2010-06-04 14:58:25.457835,2016-09-05 14:29:30.262559,327,NA
1115,2010-06-04 14:58:25.458735,2016-09-05 14:29:30.267597,327,NA
1116,2010-06-04 14:58:25.459593,2016-09-05 14:29:30.275549,327,NA
762,2010-04-23 19:14:33.706163,2017-01-19 14:47:15.448038,1615,4
1644,2017-01-19 14:57:32.799123,2017-01-19 14:57:32.799191,1942,NA
1645,2017-01-19 14:57:32.834093,2017-01-19 14:57:32.834161,1942,NA
245,2010-01-17 17:32:08.303025,2017-01-19 15:27:04.967763,843,68
246,2010-01-17 17:32:08.321034,2017-01-19 15:27:04.994021,843,68
247,2010-01-17 17:32:08.332862,2017-01-19 15:27:04.997778,843,90
248,2010-01-17 17:32:08.354098,2017-01-19 15:27:05.001535,843,90
1527,2013-01-24 15:52:12.047632,2017-01-19 17:44:51.822376,2255,5
943,2010-05-14 16:52:32.620644,2017-01-19 17:58:59.652117,58,2
1278,2010-09-16 15:55:43.489841,2017-01-19 17:58:59.677620,58,NA
1279,2010-09-16 15:55:43.501941,2017-01-19 17:58:59.681500,58,NA
546,2010-02-12 17:37:43.659594,2017-01-19 18:04:43.825655,1955,NA
431,2010-01-25 16:55:30.584857,2017-01-19 18:40:14.104484,61,51
432,2010-01-25 16:55:30.585736,2017-01-19 18:40:14.116156,61,51
1520,2013-01-24 14:45:16.882457,2017-01-19 18:40:14.125167,61,6
631,2010-04-07 18:45:06.291008,2017-01-19 18:46:55.132596,409,4
1429,2010-12-01 19:44:17.514110,2017-01-20 13:36:01.561574,542,NA
1131,2010-06-04 20:48:34.280347,2017-01-20 13:49:48.485838,604,NA
1132,2010-06-04 20:48:34.302590,2017-01-20 13:49:48.522366,604,NA
846,2010-05-04 19:34:19.131898,2017-01-20 14:43:17.237582,724,NA
847,2010-05-04 19:34:19.155259,2017-01-20 14:43:17.264873,724,NA
848,2010-05-04 19:34:19.156098,2017-01-20 14:43:17.269259,724,2
849,2010-05-04 19:34:19.156973,2017-01-20 14:43:17.274208,724,3
17,2010-01-12 17:33:10.336007,2017-01-20 15:29:46.060989,186,2
18,2010-01-12 17:33:10.366925,2017-01-20 15:29:46.082293,186,2
64,2010-01-17 17:32:05.692097,2017-01-20 16:01:26.192366,7,2
1646,2017-01-26 16:48:25.993952,2017-01-26 16:48:25.994002,7767,NA
1647,2017-01-26 16:48:26.029467,2017-01-26 16:50:36.163256,7767,2
1648,2017-02-02 19:23:44.479618,2017-02-02 19:23:44.479759,8707,NA
