id,created_at,updated_at,persona_id,partido_id
1649,2017-02-02 19:23:45.860338,2017-02-02 19:23:45.860423,8707,NA
1650,2017-02-03 16:43:15.270989,2017-02-03 16:43:15.271041,7850,6
1651,2017-02-03 16:43:15.307200,2017-02-03 16:43:15.307259,7850,2
741,2010-04-21 18:43:05.241956,2017-02-06 19:57:58.659410,453,4
742,2010-04-21 18:43:05.242857,2017-02-06 19:57:58.690386,453,4
743,2010-04-21 18:43:05.254307,2017-02-06 19:57:58.694191,453,4
1652,2017-02-10 17:44:01.154048,2017-02-10 17:44:01.154108,2496,NA
1653,2017-02-10 17:44:01.221398,2017-02-10 17:44:01.221456,2496,NA
1654,2017-02-10 17:44:01.223438,2017-02-10 17:44:01.223484,2496,NA
1655,2017-02-14 16:49:05.070627,2017-02-14 16:49:05.070659,8188,NA
1656,2017-02-16 16:22:29.221169,2017-02-16 16:22:29.221226,8639,NA
1657,2017-02-16 16:22:29.335727,2017-02-16 16:22:29.335784,8639,NA
1658,2017-02-16 19:18:20.206426,2017-02-16 19:18:20.206508,8906,NA
1659,2017-02-16 19:18:20.256322,2017-02-16 19:18:20.256389,8906,NA
1660,2017-02-16 20:14:43.183626,2017-02-16 20:14:43.183695,8579,NA
1149,2010-06-15 19:37:16.831540,2017-03-23 20:35:57.550926,579,NA
776,2010-04-27 19:15:17.417860,2017-09-04 16:45:46.221168,348,2
777,2010-04-27 19:15:17.418694,2017-09-04 16:45:46.244210,348,2
778,2010-04-27 19:15:17.419524,2017-09-04 16:45:46.252693,348,2
1530,2013-05-22 19:28:53.249902,2018-02-09 20:24:04.759178,865,4
1531,2013-05-22 19:28:53.251583,2018-02-09 20:24:04.782100,865,4
1532,2013-05-22 19:31:10.074559,2018-02-09 20:24:04.791728,865,4
1533,2013-05-22 19:31:10.076644,2018-02-09 20:24:04.801372,865,4
1661,2018-02-15 18:03:09.870081,2018-02-15 18:03:09.870148,12598,NA
1662,2018-02-19 15:12:30.528506,2018-02-19 15:12:30.528538,12266,NA
1663,2018-02-19 16:37:01.008714,2018-02-19 16:37:01.008777,12267,146
1664,2018-02-19 16:46:19.873306,2018-02-19 16:46:19.873340,12536,6
1665,2018-02-19 16:46:19.876186,2018-02-19 16:46:19.876211,12536,48
1666,2018-02-19 18:29:24.505717,2018-02-19 18:29:24.505784,12276,NA
1667,2018-02-19 19:09:19.207614,2018-02-19 19:09:19.207683,8087,10
1668,2018-02-19 19:09:40.944429,2018-02-19 19:09:40.944459,14448,NA
1669,2018-02-19 19:09:40.946793,2018-02-19 19:09:40.946816,14448,NA
1670,2018-02-20 14:45:23.236578,2018-02-20 14:45:23.236650,14492,NA
1671,2018-02-23 15:54:07.174272,2018-02-23 15:54:07.174291,13003,4
1672,2018-02-23 15:54:07.187876,2018-02-23 15:54:07.187892,13003,4
1673,2018-02-23 15:54:07.188448,2018-02-23 15:54:07.188464,13003,4
1674,2018-02-26 17:40:11.309899,2018-02-26 17:40:11.309924,1527,4
1675,2018-02-26 18:13:55.082917,2018-02-26 18:13:55.082938,12338,4
1676,2018-02-26 18:13:55.098054,2018-02-26 18:13:55.098085,12338,4
1677,2018-02-26 18:13:55.098934,2018-02-26 18:13:55.098953,12338,4
1678,2018-02-26 18:44:18.083057,2018-02-26 18:44:18.083076,14038,117
1679,2018-02-27 14:30:16.198249,2018-02-27 14:30:16.198279,14080,NA
1680,2018-02-28 19:31:22.478272,2018-02-28 19:31:22.478289,12453,2
1681,2018-02-28 19:31:22.497957,2018-02-28 19:31:22.497972,12453,NA
1682,2018-03-07 20:51:58.815014,2018-03-07 20:51:58.815037,13186,NA
1683,2019-03-20 16:12:45.980907,2019-03-20 16:12:45.980959,13055,NA
1684,2019-05-15 15:45:53.874167,2019-05-15 15:45:53.874214,12331,3
