id,post_id,tag_id
13372,2282,572
13373,2282,626
13374,2282,795
13375,2282,796
13376,2282,455
13377,2281,97
13378,2281,7
13379,2281,72
13380,2281,682
13381,2281,463
13382,2281,19
13383,2281,180
13384,2281,216
13385,2281,633
13386,2281,700
13387,2281,478
13388,2283,1021
13389,2283,854
13390,2284,1021
13391,2284,853
31396,5093,838
31397,5093,1143
31494,5103,280
31495,5103,1417
13410,2285,210
31496,5103,944
31497,5103,710
31498,5103,288
31565,5121,1091
31566,5121,1143
31920,5166,752
31921,5166,82
31938,5186,1600
13419,2286,1022
31939,5186,706
31940,5186,458
31941,5186,1602
31942,5186,1039
31943,5186,1874
31944,5186,1875
31945,5186,222
13427,2296,75
32321,5304,1690
32322,5304,164
32323,5304,534
32636,5410,458
32637,5410,637
32638,5410,702
33149,5531,1890
33150,5531,72
33151,5531,994
33152,5531,81
33153,5531,348
33154,5531,222
13485,2301,358
13486,2301,649
13487,2301,682
13488,2301,651
13489,2301,972
13490,2301,1009
13491,2301,179
13492,2301,300
13493,2301,312
13494,2301,1017
13495,2301,201
13496,2301,184
13497,2301,216
13498,2280,626
13499,2280,796
13500,2280,858
13501,2280,455
13502,2278,544
13503,2278,64
13504,2278,290
13505,2278,103
13506,2278,173
13507,2278,750
13508,2278,111
13509,2278,246
13510,2279,632
13511,2279,184
13512,2279,1019
13513,2279,1020
13514,2279,454
13518,2316,37
13519,2316,55
13522,2318,709
13523,2318,550
13524,2319,96
13525,2319,709
13526,2319,550
13527,2320,709
13528,2320,550
13529,2321,96
13530,2321,709
13531,2321,550
13532,2322,709
13533,2322,550
13534,2323,709
13535,2323,550
13536,2323,847
13543,2327,681
13546,2314,163
13547,2314,534
13552,2332,104
13553,2332,569
13554,2329,75
13555,2329,862
13567,2333,679
13574,2334,179
13579,2339,546
13580,2339,855
13592,2343,64
13593,2343,97
13594,2343,260
13595,2343,358
13596,2343,7
13597,2343,424
13598,2343,682
13599,2343,430
13600,2343,19
13601,2343,596
13602,2343,216
13603,2343,605
13604,2343,222
13625,2349,280
13626,2349,857
13627,2349,546
13628,2349,16
13633,2115,187
13634,2354,1024
13635,2354,1025
13636,2354,1026
13637,2354,99
13638,2354,7
13639,2354,488
13640,2354,1027
13641,2354,663
13656,2355,16
13657,2355,164
13658,2355,534
13659,2356,37
13660,2356,55
13661,2357,568
13662,2357,75
13664,2359,1028
13665,2359,1029
13666,2359,1030
13667,2359,1031
13668,2359,1032
13669,2359,682
13670,2359,305
13671,2359,216
13672,2350,908
13673,2350,307
13674,2350,1012
13675,2350,455
13686,2363,544
13687,2363,164
13688,2363,854
13689,2363,103
13690,2363,16
13691,2363,1009
13692,2363,853
13693,2363,534
13694,2363,505
13695,2363,1021
13696,2365,770
31398,5094,1073
31399,5094,1143
13706,2366,64
13707,2366,192
13708,2366,66
13709,2366,1033
13710,2366,682
13711,2366,589
13712,2366,209
13713,2366,216
13714,2366,63
32545,5330,899
32546,5330,36
32547,5330,171
32548,5330,172
32549,5330,1551
32550,5330,1745
32551,5330,1330
32552,5330,1428
13734,2371,770
32553,5330,341
32554,5330,342
32555,5330,792
32556,5330,180
32557,5330,1220
32558,5330,1247
32639,4671,338
13742,2377,75
13743,2377,862
32640,4671,1717
33155,5532,72
33156,5532,81
13754,2379,454
13755,2379,637
13756,2379,246
13757,2379,87
13782,2380,682
13783,2380,1037
13784,2380,1038
13785,2380,82
13786,2380,214
13787,2380,216
13868,2373,793
13869,2373,430
13870,2373,678
13871,2373,679
13872,2388,536
13873,2388,538
13874,2388,884
13875,2389,536
13876,2389,721
13877,2389,538
13878,2389,884
13879,2389,233
13880,2390,536
13881,2390,538
13882,2390,884
13883,2391,536
13884,2391,538
13885,2391,884
13886,2392,162
13887,2392,37
13888,2392,44
13889,2392,653
13890,2392,884
13891,2392,536
13892,2392,538
13899,2396,607
13914,2374,246
13915,2369,1034
13916,2369,1035
13917,2369,1036
13927,2404,1040
13928,2401,601
13933,2382,928
13934,2382,692
13935,2382,940
13936,2382,126
13937,2378,633
13938,2378,652
13939,2378,959
13940,2412,164
13941,2412,534
13972,2419,200
13973,2420,758
13975,2421,700
31400,4779,1091
31401,4779,39
31502,5104,1681
31503,5104,1548
31504,5104,1039
15675,2806,1123
15676,2806,1124
15677,2806,1125
15678,2806,1126
15679,2806,1127
15680,2806,1128
15681,2806,489
15682,2806,682
15683,2806,488
15684,2806,216
15717,2811,864
31951,4632,1834
31952,4632,87
31953,4632,748
31954,4632,1213
31955,4632,455
32559,5332,458
32560,5332,36
32561,5332,637
33157,272,16
33158,272,17
33159,272,163
33160,272,164
33161,272,165
14039,2427,1048
14040,2427,216
14041,2427,474
14042,2427,682
14043,2427,1047
14044,2423,216
14045,2423,665
14046,2423,682
14047,2423,1045
14048,2423,1005
14049,2414,417
14050,2414,682
14051,2414,1042
14052,2414,1043
14053,2414,216
14054,2414,763
14055,2407,682
14056,2407,13
14057,2407,1041
14058,2407,758
14059,2407,216
14060,2407,474
14061,2381,706
14062,2381,682
14063,2381,1039
14064,2381,184
14065,2381,885
14066,2381,216
14076,2424,544
14077,2424,164
14078,2424,854
14079,2424,103
14080,2424,16
14081,2424,853
14082,2424,534
14083,2424,505
14084,2424,1021
14087,2426,272
14088,2426,208
14101,2415,291
14102,2415,678
14103,2415,806
14104,2415,679
14105,2415,1040
14106,2415,1044
14117,2433,572
14118,2433,626
14119,2433,796
14120,2433,546
14121,2433,455
14124,2405,16
14125,2405,236
14144,2434,48
14145,2434,180
14146,2434,222
14181,2435,544
14182,2435,323
14183,2435,164
14184,2435,534
14185,2435,103
14186,2435,552
14187,2435,236
14188,2435,654
14189,2435,1021
14190,2435,16
14191,2435,360
14192,2435,163
14193,2435,17
14194,2435,854
14195,2435,505
14196,2435,989
14197,2435,853
14198,2436,352
14199,2436,682
14200,2436,278
14201,2436,216
14202,2436,1049
14203,2436,1050
14204,2436,1051
14205,2436,1052
14206,2436,1053
14207,2436,63
14208,2440,236
14209,2440,1021
14210,2445,192
14211,2445,16
14212,2445,1054
14229,2425,112
14230,2425,222
14231,2425,246
14232,2425,1046
14233,2449,1056
14234,2449,1057
14235,2449,247
14236,2449,573
14237,2449,1055
14241,2450,770
14248,2451,1058
14249,2451,1059
14250,2451,1060
14251,2451,1061
14252,2451,682
14253,2451,216
14254,2447,544
14255,2447,103
14256,2447,972
14257,2447,653
14258,2447,189
14259,2446,601
14271,2458,216
14272,2458,682
14273,2458,692
14274,2458,463
15643,2786,1105
15644,2786,803
14281,2460,259
14282,2460,127
14283,2462,1062
14284,2462,1063
14285,2462,1064
14286,2462,41
14287,2462,682
14288,2462,212
14289,2462,745
14290,2462,216
15685,2807,687
31402,4780,10
31403,4780,1091
14294,2470,544
14295,2470,103
14296,2472,552
14297,2472,700
31404,4780,157
14305,2474,64
14306,2474,682
14307,2474,686
14308,2474,209
14309,2474,210
14310,2474,216
14311,2474,315
14323,2456,336
14324,2456,149
14325,2456,1036
14326,2456,125
14327,2456,93
14328,2457,960
14329,2457,397
14330,2457,663
14331,2459,17
14332,2459,164
14333,2459,700
14334,2459,534
14335,2480,218
14336,2482,7
14337,2482,41
14338,2482,682
14339,2482,376
14340,2482,216
14341,2482,1020
14342,2488,690
14343,2488,307
14344,2488,908
14345,2488,454
14346,2488,663
14360,2500,163
14361,2500,41
14362,2500,682
14363,2500,236
14364,2500,654
14365,2500,725
14366,2500,1065
14367,2500,216
14368,2500,126
14369,2198,552
14370,2198,164
14371,2198,236
14372,2501,569
14373,2501,71
14374,2502,75
14375,2502,902
14377,2496,700
14378,2505,570
14379,2505,75
14386,2506,704
14387,2506,1066
14388,2506,302
14412,2255,163
14413,2255,236
14469,2511,842
14470,2511,1067
14471,2511,1068
14472,2511,1069
14473,2511,696
14474,2511,216
14475,2511,682
14477,2513,682
14478,2513,13
14479,2513,1071
14480,2513,432
14481,2513,216
14482,2513,478
14483,2510,544
14484,2510,672
14485,2510,676
14486,2510,103
14487,2510,972
14488,2510,653
14489,2495,16
14490,2495,534
14491,2490,601
14501,2517,736
14502,2517,272
14503,2517,607
14505,2512,125
14515,2522,1072
14516,2522,9
14517,2522,855
14518,2521,1072
14519,2521,9
14520,2521,855
14521,2523,1072
14522,2523,8
14523,2523,855
14544,2524,682
14545,2524,427
14546,2524,463
14547,2524,1073
14548,2524,210
14549,2524,885
14550,2524,216
14551,2509,1064
14552,2509,298
14553,2509,1070
14554,2509,168
14555,2509,663
14556,2509,766
15720,2810,817
15721,2810,57
31513,5106,1833
31514,5106,1771
31515,5106,333
31516,5106,1589
31517,5106,1590
31518,5106,315
31519,5106,956
31520,5106,575
31573,5122,1091
31574,5122,1143
14607,2531,472
14608,2531,898
14609,2531,748
14610,2531,338
14611,2531,222
14612,2532,64
14613,2532,682
14614,2532,278
14615,2532,215
14616,2532,216
14617,2532,763
14618,2532,605
33177,5537,1348
33178,5537,1061
33179,5537,1809
33180,5537,87
33181,5537,1484
33182,5537,1485
14642,2541,552
14643,2541,1074
14644,2541,1075
14645,2541,163
14646,2542,69
14647,2542,7
14648,2542,682
14649,2542,173
14650,2542,813
14651,2542,1076
14652,2542,216
14653,2538,544
14654,2538,134
14655,2538,103
14656,2538,10
14657,2538,75
14658,2538,109
14659,2538,603
14660,2539,601
33183,5537,783
33184,5537,273
33185,5537,658
33186,5537,659
33187,5537,758
33188,5537,375
33189,5537,1752
33190,5537,474
33191,5537,1339
14741,2568,64
14742,2568,682
14743,2568,600
14744,2568,1077
14745,2568,216
14746,2568,63
14750,2570,903
14751,2570,682
14752,2570,728
14753,2570,216
14754,2570,605
14755,2570,30
14788,2574,66
14789,2574,305
14790,2574,41
14791,2574,682
14792,2574,236
14793,2574,685
14794,2574,209
14795,2574,216
14821,2569,112
14822,2569,236
14823,2569,1046
14824,2566,1
14825,2566,98
14826,2566,35
14827,2566,932
14828,2566,1005
14829,2566,816
14830,2566,817
14831,2566,820
14832,2578,208
14833,2583,9
14834,2583,682
14835,2583,203
14836,2583,685
14837,2583,1079
14838,2583,216
14839,2575,362
14840,2575,717
14841,2575,631
14842,2564,343
14843,2564,115
14844,2564,487
14845,2564,778
14846,2564,1067
14847,2564,1036
14848,2564,93
14849,2564,336
14850,2564,125
14851,2564,1075
14852,2564,116
14853,2564,149
14854,2564,855
14855,2564,153
14856,2564,156
14857,2564,522
14858,2587,72
14859,2587,75
14860,2587,862
15653,2781,544
15654,2781,103
15655,2781,842
15656,2781,972
15657,2781,653
15658,2781,1077
15659,2781,344
15660,2781,30
14885,2592,1040
14886,2592,208
14887,2592,678
14888,2592,679
14892,2595,8
14893,2595,682
14894,2595,588
14895,2595,1080
14896,2595,216
14897,2595,223
14901,2596,16
14902,2596,163
14903,2596,534
14906,2600,75
14907,2600,862
14908,2601,677
14909,2601,682
14910,2601,1081
14911,2601,216
14912,2601,633
14913,2601,1082
14914,2601,700
14938,2594,601
33192,5538,728
33193,5538,31
14979,2605,544
14980,2605,1075
14981,2605,116
14982,2605,534
14997,2614,601
14998,2615,682
14999,2615,216
15000,2615,1084
15001,2615,1085
15002,2615,1086
15003,2615,1087
15004,2616,1088
15005,2616,1064
15006,2616,1002
15007,2616,1036
15008,2616,308
15009,2616,1047
15010,2616,216
15011,2616,682
15018,2620,16
15019,2620,163
15020,2620,1054
15027,2623,64
15028,2623,1090
15029,2623,7
15030,2623,682
15031,2623,267
15032,2623,216
15062,2627,601
15065,2611,1083
15066,2611,596
15067,2628,1092
15068,2628,677
15069,2628,682
15070,2628,184
15071,2628,725
15072,2628,216
15073,2628,633
15074,2628,700
15081,2642,1061
15082,2642,1094
15083,2642,8
15084,2642,682
15085,2642,44
15086,2642,216
15087,2648,1095
15088,2648,1096
15089,2648,1097
15090,2648,1098
15091,2648,1099
15092,2648,1100
15093,2648,216
15094,2648,682
15135,2655,682
15136,2655,1103
15137,2655,1104
15138,2655,1105
15139,2655,1106
15140,2655,1107
15141,2655,1108
15142,2655,1109
15143,2655,216
31429,5096,230
15690,2809,210
15691,2809,1054
31430,5096,454
31431,5096,1863
31432,5096,1456
31433,5096,81
31434,5096,626
31435,5096,1862
31436,5096,1049
31437,5096,446
15212,2669,216
15213,2669,682
15214,2669,1110
15215,2669,1111
15218,2676,601
15225,2653,478
15226,2652,544
15227,2652,678
15228,2652,679
15229,2652,103
15230,2652,430
15231,2652,1040
15232,2652,185
15233,2652,793
15234,2652,1083
15246,2680,544
15247,2680,672
15248,2680,676
15249,2680,103
15250,2680,842
15251,2680,972
15252,2680,525
15253,2680,653
15254,2680,112
15255,2680,1077
15256,2680,30
15257,2681,216
15258,2681,474
15259,2681,1060
15260,2681,1061
15261,2681,682
15274,2686,16
15275,2686,210
15276,2686,1054
15316,2689,682
15317,2689,216
15318,2689,1113
15319,2689,1114
15320,2689,1115
15321,2689,1116
15322,2689,1117
15323,2690,106
15324,2690,741
15325,2691,106
15341,2692,903
15342,2692,682
15343,2692,717
15344,2692,216
15345,2692,1118
15346,2692,1119
15347,2688,544
15348,2688,103
15349,2688,842
15350,2688,972
15351,2688,1077
15352,2688,188
15353,2705,64
15354,2705,1120
15355,2705,682
15356,2705,209
15357,2705,980
15358,2705,216
15359,2705,190
15360,2712,792
15361,2712,180
15362,2713,544
15363,2713,103
15364,2727,417
15365,2727,71
15366,2727,682
15367,2727,44
15368,2727,215
15369,2727,216
15370,2727,315
15371,2728,218
15376,2737,1121
15377,2737,790
15378,2736,226
15379,2736,1067
15395,2743,64
15396,2743,167
15397,2743,682
15398,2743,209
15399,2743,980
15400,2743,216
15401,2743,250
15402,2744,66
15403,2744,547
15404,2744,682
15405,2744,685
15406,2744,209
15407,2744,980
15408,2744,216
15419,2749,64
15420,2749,362
15421,2749,209
15422,2749,210
15423,2749,980
15424,2749,215
15425,2749,216
15426,2749,682
15436,2748,994
15437,2748,803
15438,2748,222
15439,2751,200
15440,2752,41
15441,2753,1029
15442,2610,1083
15443,2610,596
31438,5097,752
31439,5097,1220
31440,5097,847
31441,5097,1264
31442,5097,19
31443,5097,180
15722,2812,1115
15723,2812,790
15724,2805,184
15725,2805,677
15726,2792,601
15727,2778,185
15728,2778,678
15729,2778,430
15730,2778,222
15731,2778,679
15732,2817,1131
31444,5097,342
15734,2819,210
31445,5097,792
15736,2821,360
15737,2823,654
15738,2825,1132
15739,2825,38
15740,2826,552
15741,2826,41
15742,2826,1021
15747,2839,458
15748,2839,660
15749,2839,410
15750,2839,637
31581,5120,1259
31582,5120,1428
31583,5120,342
32566,5341,775
33198,5541,1504
33199,5541,1666
33200,5541,1668
33201,5541,1449
33202,5541,1776
33203,5541,210
15502,2759,609
15503,2759,581
15504,2759,230
15505,2759,135
15506,2759,10
15507,2759,431
15508,2759,752
15509,2759,692
15510,2759,759
15511,2759,952
15512,2759,603
33204,5541,1335
33205,5541,1372
15517,2746,505
15518,2746,164
15519,2741,112
15520,2741,628
15521,2741,230
15525,2765,1072
15526,2765,25
15527,2765,855
15781,2846,163
15531,2761,601
15784,2673,795
15785,2673,796
15801,2843,544
15802,2843,323
15803,2843,164
15804,2843,534
15553,2764,1072
15554,2764,857
15555,2764,25
15805,2843,103
15806,2843,552
15807,2843,1130
15808,2843,236
15809,2843,654
15810,2843,1021
15811,2843,16
15812,2843,360
15813,2843,163
15814,2843,17
15815,2843,854
15816,2843,505
15817,2843,989
15818,2843,853
15833,2853,544
15834,2853,673
15835,2853,103
15836,2853,972
15837,2853,653
15838,2853,24
15839,2853,189
15840,2863,1021
15841,2863,982
15843,2864,940
15609,2783,765
15610,2783,626
15611,2783,763
15612,2783,458
15613,2783,767
15844,2845,128
15845,2845,160
15846,2845,188
15847,2845,653
15852,2867,1132
15853,2867,1133
15865,2870,632
15866,2870,728
15867,2870,458
15868,2870,595
15869,2870,605
15870,2869,626
15871,2869,795
15872,2869,796
15873,2869,458
15874,2869,1134
15878,2876,982
15879,2876,1135
15880,2868,940
15881,2891,1136
15885,2894,41
15887,2892,601
15892,2911,332
15893,2911,575
15899,2917,626
15900,2917,795
15901,2917,796
15902,2917,458
15903,2917,855
15916,2925,210
15917,2925,163
15921,2934,210
15922,2934,1021
15924,2934,982
15926,2918,544
15927,2918,196
15928,2918,678
15929,2918,679
15930,2918,103
15931,2918,460
15932,2918,430
15933,2918,1040
15934,2918,185
15935,2918,793
15936,2918,1083
15937,2918,1117
15946,2945,1126
15947,2945,842
15948,2945,940
15949,2945,941
15950,2945,847
15951,2945,443
15952,2945,444
15953,2945,126
31446,5095,1250
31447,5095,1348
31448,5095,1061
31449,5095,273
31450,5095,87
15969,2948,1138
15970,2948,246
15971,2948,759
31451,5095,1484
31452,5095,1485
31453,5095,783
31454,5095,1809
31455,5095,658
31456,5095,659
31457,5095,884
31458,5095,758
31459,5095,375
31460,5095,536
31461,5095,538
31462,5095,1339
31463,5095,474
31464,5095,1752
15987,2946,386
15988,2946,246
15989,2946,297
15990,2946,482
15991,2946,470
15992,2946,728
15995,2956,210
15997,2956,1021
15998,2950,940
15999,2949,544
16000,2949,103
16001,2949,39
16002,2952,601
16008,2987,601
16012,2981,1142
16013,2985,1146
16014,2993,745
16015,2993,682
16016,2993,300
16017,2993,312
16018,2993,216
16019,2993,63
16020,2994,216
16021,2994,417
16022,2994,682
16023,2994,1148
16024,2983,226
16025,3000,1048
16026,3000,216
16027,3000,658
16028,3000,373
16029,3000,682
16030,3001,928
16031,3001,682
16032,3001,463
16033,3001,464
16034,3001,692
16035,3001,215
16036,3001,216
16037,3001,633
16038,3001,1119
16039,3007,216
16040,3007,449
16041,3007,1098
16042,3007,276
16043,3007,682
32567,5355,273
32568,5355,783
32569,5355,1809
32570,5355,658
32571,5355,659
32572,5355,1558
16053,3011,896
16054,3011,763
16055,3011,297
16056,3011,1002
16057,3011,1043
16058,3011,216
16059,3011,891
16060,3011,682
16061,3011,159
16062,3012,216
16063,3012,593
16064,3012,682
16065,3013,386
16066,3013,682
16067,3013,396
16068,3013,216
16069,3013,345
16070,3013,1149
16071,3014,64
16072,3014,551
16073,3014,682
16074,3014,216
16075,3014,316
16076,3014,63
16077,3015,196
16078,3015,678
16079,3015,679
16080,3015,682
16081,3015,430
16082,3015,1040
16083,3015,185
16084,3015,216
16085,3015,793
16086,3015,1083
16087,3015,1117
16088,3016,842
16089,3016,216
16090,3016,1052
16091,3016,682
16092,3016,1150
16093,3016,63
32573,5355,30
32574,5355,544
32575,5355,1060
32576,5355,1061
32577,5355,1077
32578,5355,1339
32579,5355,1341
32580,5355,1348
32581,5355,1484
32582,5355,842
16104,3018,192
16105,3018,1157
16106,3018,1159
16107,3018,1160
16108,3018,682
16109,3018,785
16110,3018,1143
16111,3018,216
16112,3018,645
32583,5355,1740
32584,5355,1485
32585,5355,87
32586,5355,1752
32587,5355,474
16123,3022,96
16124,3022,82
16155,3017,1152
16156,3017,1153
16157,3017,1154
16158,3017,1155
16159,3017,1156
16160,3017,682
16161,3017,1009
16162,3017,216
16163,3017,1151
16164,3017,63
16165,3023,216
16166,3023,682
16167,3023,779
16168,3023,86
16169,3024,417
16170,3024,1161
16171,3024,1162
16172,3024,1163
16173,3024,216
16174,3024,682
16175,3024,446
16176,3024,447
16177,3025,1094
16178,3025,682
16179,3025,1164
16180,3025,1165
16181,3025,1166
16182,3025,216
16183,3029,388
16184,3029,682
16185,3029,428
16186,3029,1167
16187,3029,1168
16188,3029,216
16214,3032,184
16215,3032,25
16216,3032,546
16217,3031,128
16218,3031,184
16219,3031,1042
16220,3034,257
16221,3034,1127
16222,3034,489
16223,3034,682
16224,3034,1169
16225,3034,1170
16226,3034,216
16249,3037,209
16250,3037,682
16251,3037,1171
16252,3037,215
16253,3039,34
16254,3039,483
16255,3039,230
16256,3039,7
16257,3039,682
16258,3039,338
16259,3039,1172
16260,3039,405
16261,3039,1174
16262,3039,216
16263,3039,1173
16264,3038,601
16265,1403,552
16266,1403,17
16267,1403,164
16268,1403,16
16269,3036,790
16270,3030,225
16271,3030,9
16272,3030,458
16273,3030,203
16274,3030,717
16275,3030,685
16276,3030,817
16277,3030,632
16278,3042,1130
31546,5109,609
31547,5109,36
31548,5109,842
31549,5109,847
31550,5109,1264
31551,5109,595
31552,5109,752
31553,5109,1247
31586,5127,19
31587,5127,1091
32588,5355,103
32589,5355,758
32590,5355,375
33206,5540,209
33207,5540,519
33208,5540,1668
33209,5540,1777
16330,3044,216
16331,3044,682
16332,3044,1180
16333,3044,1181
16334,3044,358
16335,3043,385
16336,3043,840
16337,3043,682
16338,3043,1176
16339,3043,1175
16340,3043,216
16341,3043,1177
16342,3043,1178
16343,3043,1179
16344,3046,1184
16345,3046,1185
16346,3046,1186
16347,3046,230
16348,3046,1126
16349,3046,257
16350,3046,682
16351,3046,305
16352,3046,216
16353,3046,1182
16354,3046,1183
16364,3053,800
16365,3053,682
16366,3053,4
16367,3053,797
16368,3054,236
16369,3054,1189
16370,3054,1190
16371,3057,544
16372,3057,75
16373,3057,103
16379,3052,41
16380,3052,682
16381,3052,1187
16382,3052,1188
16383,3052,697
16390,3065,4
16391,3065,391
16392,3065,1193
16393,3065,1194
16394,3065,605
16395,3065,798
16411,3061,1192
16412,3061,455
16413,3061,637
16414,3061,341
16415,3061,1191
16416,3067,615
16417,3067,682
16418,3067,1038
16419,3067,501
16420,3067,697
16421,3067,954
16432,3070,682
16433,3070,1196
16434,3070,1197
16435,3071,1106
16436,3071,682
16437,3071,1006
16438,3072,682
16439,3072,230
16440,3072,246
16441,3073,272
16442,3073,628
16483,3074,609
16484,3074,482
16485,3074,388
16486,3074,396
16487,3074,1198
16488,3074,1199
16489,3074,629
16490,3074,345
16491,3074,847
16492,3074,222
31588,5128,752
31589,5128,960
31590,5128,1091
31986,5210,792
31987,5210,36
31988,5210,1428
33210,5542,1777
33211,5542,1843
33212,5542,1614
33213,5542,1615
16568,3076,210
16569,3076,1203
16570,3076,1204
16571,3076,1205
16572,3076,376
16573,3076,89
16574,3075,1202
16575,3075,1063
16576,3075,1064
16577,3075,1002
16578,3075,748
16579,3075,781
16580,3075,878
16581,3075,1200
16582,3075,1201
16583,3075,338
16584,3075,469
16585,3075,631
16586,3075,893
16587,3075,159
16628,3068,536
16629,3068,538
16630,3068,1195
16631,3068,682
16668,3080,1060
16669,3080,1195
16670,3080,218
16671,3080,1211
16672,3080,1212
16673,3080,1210
16674,3078,700
16675,3078,534
16676,3078,847
16677,3079,557
16678,3079,1198
16679,3079,1199
16680,3079,307
16681,3079,308
16682,3079,222
16683,3077,1187
16684,3077,214
16685,3077,236
16686,3077,203
16687,3077,300
16688,3077,686
16689,3077,721
16690,3077,210
16691,3077,1206
16692,3077,1207
16693,3077,184
16694,3077,1209
16695,3077,954
16696,3077,1208
16697,3077,956
16698,2295,417
16699,2295,195
16700,2295,388
16701,2295,41
16702,2295,842
16703,2295,376
16704,2295,669
16705,2398,536
16706,2398,538
16707,2398,884
16734,3085,1216
16735,3085,1217
16736,3085,1214
16737,3085,1215
16750,3091,480
16751,3091,421
16752,3091,295
16790,3097,81
16791,3097,988
16792,3097,446
16793,3097,609
31555,5110,1744
31591,5129,609
31592,5129,36
31593,5129,1330
31594,5129,653
31595,5129,847
31596,5129,1264
31597,5129,1745
16845,3105,484
16846,3105,1225
16847,3105,333
16848,3105,628
16849,3105,793
16850,3105,222
16851,3104,517
16852,3104,7
16853,3104,1224
16854,3104,1223
16855,3104,236
16856,3104,495
16857,3104,850
16858,3104,728
16859,3104,251
16860,3104,956
16861,3104,421
31598,5129,1554
31599,5129,1687
31600,5129,792
31601,5129,1220
31602,5129,1247
31989,5207,1681
32362,5313,770
32363,5313,1725
32592,5365,911
32593,5365,1765
32594,5365,454
16873,3092,1218
16874,3092,1060
16875,3092,1061
16876,3092,75
16877,3092,589
16878,3092,58
32595,5365,637
32672,5419,742
16883,3106,680
16884,3106,866
16885,3106,1226
16886,3106,682
16887,3108,682
16888,3108,446
16889,3108,126
16894,3110,682
16895,3110,1227
16896,3110,1228
16897,3110,446
16936,3113,225
16937,3113,609
16938,3113,458
16939,3113,1233
16940,3113,603
16941,3113,222
16956,3098,64
16957,3098,257
16958,3098,1219
16959,3098,1220
16960,3098,1125
16961,3098,519
16962,3098,1143
16963,3098,277
16964,3098,439
16965,3098,315
16966,3098,1221
16979,3109,226
16980,3109,748
16981,3109,682
16982,3109,159
16988,3081,761
16989,3081,762
16990,3081,1060
16991,3081,1213
16992,3081,455
17025,3115,544
17026,3115,323
17027,3115,164
17028,3115,534
17029,3115,103
17030,3115,552
17031,3115,1130
17032,3115,1135
17033,3115,16
17034,3115,360
17035,3115,163
17036,3115,17
17037,3115,854
17038,3115,505
17039,3115,1021
17040,3115,853
17060,3118,682
17061,3118,797
17075,3122,71
17076,3122,656
17077,3122,721
17078,3122,1234
17079,3122,61
17080,3122,126
17081,3111,280
17082,3111,790
17083,3112,64
17084,3112,192
17085,3112,645
17086,3112,41
17087,3112,652
17088,3112,1229
17089,3112,1230
17090,3112,1231
17091,3112,1232
17092,3112,210
17093,3112,126
17094,3112,631
17095,3112,222
17096,3112,181
17097,3103,720
17098,3103,793
17099,3103,292
17100,3103,1222
17101,3103,201
17102,3126,280
17103,3126,1040
17104,3126,682
17105,3126,796
17106,3127,682
17107,3127,223
17108,3127,1126
17109,3127,63
31603,5130,355
31604,5130,1864
31605,5130,1865
31606,5130,1295
31607,5130,81
31608,5130,1560
32364,5314,739
32365,5314,1253
32366,5314,1622
32367,5314,430
32368,5314,22
32369,5314,1369
32673,5420,1792
32674,5420,107
17144,3128,222
17145,3128,1236
17146,3128,1214
17147,3128,1006
17148,3128,686
17149,3121,1233
17150,3121,1235
17151,3121,455
17152,3121,225
17153,3123,446
17154,3123,126
17155,3123,174
17156,3132,690
17157,3132,1043
17158,3132,682
17159,3132,763
46439,7466,912
46440,7466,1815
46441,7466,25
46442,7466,1600
46443,7466,546
46444,7466,419
46445,7466,1061
46446,7466,550
32675,5420,742
32676,5420,542
32677,5420,543
17171,3133,36
17172,3133,802
17173,3133,180
17174,3133,682
32678,5420,1185
32679,5420,1627
32680,5420,1061
32681,5420,1450
17179,3135,41
17180,3135,210
17181,3135,682
17182,3135,1241
32682,5420,1348
32683,5420,1349
32684,5420,838
32685,5420,545
32686,5420,76
32687,5420,75
32688,5420,1484
32689,5420,603
32690,5420,1253
32691,5420,1254
32692,5420,1255
32693,5420,104
32694,5420,105
32695,5420,1515
32696,5420,109
17210,3137,126
17331,3129,972
17332,3129,653
17333,3129,16
17334,3129,1237
17335,3129,315
17336,3129,222
17337,3130,536
17338,3130,603
17339,3130,695
17340,3141,96
17341,3141,963
17342,3141,1105
17343,3141,19
17344,3141,695
17345,3141,603
17370,3139,81
17371,3139,218
17372,3139,19
17373,3139,797
17374,3139,963
17403,3146,225
17404,3146,484
17405,3146,203
17406,3146,1233
17407,3146,1235
17408,3146,218
17409,3146,956
17410,3146,1245
31609,5131,458
31610,5131,1866
31611,5131,878
31612,5131,1341
17423,3140,1219
17424,3140,1073
17425,3140,589
17426,3140,686
17427,3140,81
17428,3140,210
17429,3140,19
17430,3140,697
17431,3140,315
17432,3140,222
32370,5315,550
32597,5364,1616
17446,3138,544
17447,3138,480
17448,3138,66
17449,3138,803
17450,3138,421
17451,3138,38
17452,3138,103
17453,3138,104
17454,3138,75
17455,3138,954
17456,3138,479
17457,3138,1053
17458,3138,295
17459,3136,544
17460,3136,1060
17461,3136,1061
17462,3136,103
17463,3136,87
17464,3136,783
17465,3136,273
17466,3136,658
17467,3136,659
17468,3136,758
17469,3136,375
17470,3136,474
17482,3149,458
17483,3149,1235
17484,3149,908
17490,3150,458
17491,3150,1242
17492,3150,626
17493,3150,226
17494,3150,558
17495,3153,1249
17496,3153,1250
17497,3153,884
17498,3153,538
17499,3154,536
17500,3154,1250
17501,3154,884
17502,3154,538
17522,3156,184
