id,post_id,tag_id
4386,651,375
4387,651,216
4388,651,345
4389,651,410
4390,651,383
8128,1169,626
8129,1169,631
4398,655,36
4399,653,185
4400,653,411
8130,1169,629
8131,1169,630
4403,658,392
4404,658,297
4405,658,412
4406,658,216
4407,658,159
4408,654,370
4409,654,310
4411,662,216
4412,662,413
4413,662,414
4414,664,416
4415,664,415
4416,646,236
4417,646,406
4418,666,392
4419,666,297
4420,666,216
4421,666,334
4422,666,159
4423,668,416
4424,668,415
4425,671,417
4426,671,392
4427,671,297
4428,671,397
4429,671,216
4430,671,159
8132,1169,581
8157,1203,66
8158,1203,99
4440,672,396
4470,673,418
4471,673,420
4472,673,421
4473,674,129
4474,674,34
4475,674,38
4476,674,422
4477,674,185
4478,675,387
4479,675,388
4480,675,396
4481,675,376
4482,675,216
4483,675,345
4484,675,378
4499,684,424
4500,684,185
4501,684,260
4502,684,216
4516,683,9
4517,683,397
4518,683,71
4523,687,279
4528,686,425
4529,682,220
4530,682,397
4531,682,246
4532,682,173
4533,681,8
4534,681,216
4535,681,423
4536,688,310
4537,688,87
4538,689,192
4539,689,216
4540,689,426
4541,689,427
4542,689,228
4543,691,314
4544,691,10
4545,691,230
5288,875,289
4547,696,388
4548,696,428
4549,696,396
4550,696,216
4551,696,345
4552,696,410
4553,696,383
5289,875,521
5290,875,522
5291,875,523
5292,875,524
5293,875,216
5304,881,56
5305,881,55
4564,692,415
4841,773,391
4842,774,465
4843,774,466
4844,774,467
4845,774,468
4846,774,469
4847,774,470
4848,774,471
4849,774,472
4574,698,416
4575,698,415
4576,703,216
4577,703,185
4578,703,429
4579,703,430
4580,703,431
4581,701,216
4582,701,236
4583,711,292
4584,711,295
4585,711,367
4586,711,432
4587,711,305
4588,711,434
4589,711,433
4590,711,216
4591,716,216
4592,716,180
4593,716,436
4594,716,36
4595,716,342
4850,774,216
4857,769,87
4858,769,103
4859,769,421
4860,769,295
4861,759,449
4862,759,205
4863,759,461
4864,775,103
4865,775,421
4612,724,210
4613,724,212
4614,724,437
4615,724,214
4616,724,215
4617,724,216
4866,775,295
4619,723,310
4868,785,353
4869,786,353
4870,787,473
4871,788,474
4630,718,290
4631,718,388
4632,718,297
4633,718,173
4634,718,111
4635,718,377
4636,718,159
4637,729,440
4638,729,441
4639,729,216
4640,729,438
4641,729,439
4642,728,410
4643,728,103
4644,735,448
4645,735,216
4646,735,442
4647,735,443
4648,735,444
4649,735,445
4650,735,446
4651,735,447
4877,797,458
4878,797,475
4879,797,223
4883,801,480
4884,801,481
4885,801,479
4886,801,216
4887,801,417
4890,800,478
4891,792,34
4892,784,353
4893,804,216
4894,804,305
4895,804,485
4896,804,486
4897,804,487
4910,809,488
4911,809,489
4912,809,490
4913,809,491
4914,809,492
4915,809,216
4916,810,493
4917,803,483
4918,803,484
4919,806,324
4920,806,223
4921,806,58
4922,806,251
4923,806,222
4924,806,255
4929,812,254
4930,812,255
4939,816,390
4940,816,494
4944,817,64
4720,605,34
4721,605,132
4722,605,166
4723,605,169
4724,605,298
4725,605,44
4726,605,48
4727,605,49
4728,605,114
4729,605,115
4730,605,52
4731,605,22
4732,605,279
4733,605,187
4734,605,191
4735,743,200
4736,743,449
4737,743,216
4738,743,423
4945,817,222
4946,817,14
4947,807,280
4948,807,288
4949,807,103
4950,818,336
4745,738,249
4746,738,83
4747,738,230
4748,738,223
4749,748,216
4750,748,450
4751,748,451
4752,748,388
4753,747,16
4754,747,106
4755,747,103
4756,758,209
4757,758,427
4758,758,305
4759,758,210
4760,758,212
4761,758,437
4762,758,216
4951,818,497
4952,818,496
4953,818,209
4954,818,498
4955,818,499
4956,818,500
4957,818,216
4964,821,396
4965,821,19
4966,821,246
4967,821,345
4968,821,410
4969,821,94
4970,821,95
6595,940,545
6611,936,376
5306,881,37
5307,881,103
6612,936,184
6613,936,546
4983,827,312
4984,827,504
4985,827,216
4986,827,503
6638,957,251
8347,1247,251
6668,970,552
8348,1247,510
4991,828,210
4992,828,103
8349,1247,255
8384,1242,16
8385,1242,163
8386,1242,164
8387,1242,15
8415,1255,451
8416,1255,388
8417,1255,682
8418,1255,691
8419,1255,216
8420,1255,378
5405,902,116
5406,902,230
5416,888,216
5417,888,417
5418,888,362
5419,888,212
5420,888,300
5433,916,216
5434,916,531
5435,916,532
5436,916,533
7733,1109,192
7734,1109,71
7735,1109,72
7736,1109,75
7737,1109,589
7738,1109,218
7739,1109,315
7740,1109,222
10901,1810,546
10902,1810,682
7840,1157,216
7841,1157,617
8594,1280,248
7854,1147,544
7855,1147,576
7856,1147,189
5031,824,137
5032,824,34
5033,824,230
7857,1147,103
7973,1187,34
8595,1280,707
7927,1179,463
7928,1179,464
7929,1179,373
7930,1179,87
7931,1179,216
5042,826,230
5043,826,135
5044,825,438
5045,825,79
31381,5087,16
31382,5087,637
7932,1179,474
8596,1280,708
8597,1280,709
8679,1263,85
7986,1195,646
7987,1195,647
7988,1195,648
7989,1195,649
7990,1195,650
7991,1195,651
7992,1195,504
7993,1195,503
7994,1195,216
8031,1193,192
8032,1193,41
8033,1193,620
8034,1193,645
8711,1307,225
8712,1307,7
8713,1307,682
8714,1307,716
8715,1307,717
8133,1215,660
8134,1215,629
8135,1215,246
8136,1215,637
8137,1215,638
8138,1215,661
8159,1203,560
8160,1203,209
8161,1203,212
8162,1203,63
8716,1307,216
8369,1250,112
8370,1250,184
8371,1250,445
8372,1250,126
8373,1250,655
8254,1210,154
8255,1210,653
8256,1210,654
8257,1210,205
7709,1095,584
8295,1227,19
8296,1227,633
8297,1227,603
5094,845,508
5095,845,477
5096,845,510
5097,845,509
8298,1227,246
6677,975,553
7756,1117,390
7757,1117,519
8604,1282,633
8605,1282,386
7758,1117,72
8643,1292,410
8644,1292,222
8645,1292,246
8646,1292,639
8687,930,16
8688,930,163
8689,930,164
8690,930,15
7759,1117,395
7760,1117,591
7761,1117,348
7762,1117,31
5117,841,64
5118,841,243
5119,841,180
5120,841,30
5121,841,218
5122,841,507
5123,841,126
7783,1141,608
7784,1141,609
7785,1141,292
7786,1141,391
7787,1141,601
5149,822,501
5155,836,296
5156,836,247
5157,836,484
5158,836,494
5159,836,495
5160,823,502
5161,846,230
5188,835,163
5189,835,164
5190,835,302
5191,835,15
5192,835,16
5193,835,505
5195,853,216
5196,853,515
5197,853,357
5210,858,162
5211,858,75
5212,858,71
5213,858,72
5214,858,74
5215,858,43
5216,858,44
5217,858,104
5218,858,215
5219,858,216
5220,858,315
5252,851,34
5253,869,314
5254,855,64
5255,855,517
5256,855,38
5257,855,332
5258,855,333
5259,855,16
5260,847,513
5261,847,514
5262,847,397
5263,847,247
5264,847,159
5265,847,511
6596,933,540
5271,872,209
5272,872,325
5273,871,164
5274,871,165
5275,871,15
6669,973,134
8388,1252,8
8389,1252,251
7788,1141,602
7691,1113,516
7692,1113,517
7693,1113,38
7694,1113,332
7695,1113,333
7696,1113,590
7789,1141,603
7790,1141,604
7791,1141,605
5390,896,34
5391,896,528
5392,896,529
5393,896,530
5394,896,19
5395,896,121
5396,896,220
7792,1141,606
7793,1141,607
7872,1163,16
7873,1163,622
5437,893,308
5438,893,21
7874,1163,621
9491,1439,208
7858,1149,615
7886,1167,626
7887,1167,627
7888,1167,628
7889,1167,605
7890,1167,173
9492,1439,770
7962,1162,619
7963,1162,620
7964,1162,605
7965,1162,214
7966,1162,455
7995,1106,230
7996,1106,255
8035,1165,624
8036,1165,625
9493,1439,603
10903,1810,856
10904,1810,855
10905,1810,216
8521,1274,609
8163,1222,664
8164,1222,308
8165,1222,662
8166,1222,663
8522,1274,620
8523,1274,655
8524,1274,112
8525,1274,214
8526,1274,184
8527,1274,697
8528,1274,698
8529,1274,443
7875,1163,454
7903,1171,458
7904,1171,340
7905,1171,633
7906,1171,634
7907,1171,635
8299,1231,677
8300,1231,678
8301,1231,679
8302,1231,680
8303,1231,681
8304,1231,246
8305,1231,185
8306,1231,510
8323,1241,352
8324,1241,682
8325,1241,183
8326,1241,151
8327,1241,216
8328,1241,250
7908,1171,636
8606,1284,432
8607,1284,185
8608,1284,247
7946,1168,477
8647,1294,225
8648,1294,7
8649,1294,687
8650,1294,81
8651,1294,21
8652,1294,609
8653,1294,218
10906,1810,857
10907,1810,858
11143,1847,603
7947,1168,135
7970,1143,163
7971,1143,164
7972,1143,15
8498,1272,34
8499,1272,653
8540,1275,547
8541,1275,682
8542,1275,216
8543,1275,699
8544,1275,700
8545,1275,701
11144,1847,93
11145,1847,95
11161,1837,603
11162,1860,488
11163,1860,682
8179,1224,391
8180,1224,626
8181,1224,438
8182,1224,665
8183,1224,666
8184,1224,667
8185,1224,668
8186,1224,605
11164,1860,368
8671,1296,645
8672,1296,712
8673,1296,713
8674,1296,714
8675,1296,82
8676,1296,115
8677,1296,696
6752,961,551
6753,961,72
6754,961,9
6755,961,75
6756,961,44
6757,961,104
6758,961,216
6759,961,71
6760,961,315
6761,961,220
6762,961,218
6763,961,62
6764,990,560
6765,990,561
6766,990,562
6767,990,563
6768,990,216
8268,1236,682
8269,1236,683
8270,1236,684
8271,1236,113
8272,1236,181
8273,1236,24
8274,1236,216
8678,1296,637
6598,938,544
11165,1860,883
11166,1860,216
6787,1030,93
6788,1030,336
6789,1030,116
6790,1030,149
6791,1030,153
6792,1030,125
6820,1036,162
6821,1036,406
6822,1036,478
6823,1036,295
6830,983,64
6831,983,482
6832,983,297
6833,983,556
6834,983,557
6835,983,558
6836,983,180
6837,983,470
6838,983,185
6840,987,345
6841,987,482
6842,987,203
6843,987,391
6844,987,559
6851,1035,34
6855,1041,216
6856,1041,564
6857,1041,87
6864,1042,344
6865,1043,474
6866,1043,292
6867,1043,87
6869,1048,567
6870,1049,570
6871,1049,125
6879,1054,216
6880,1054,571
8354,1249,688
6640,960,550
8355,1249,9
8356,1249,482
6881,1054,387
6882,1054,566
6883,1057,391
6884,1057,159
8432,1258,64
8433,1258,677
8434,1258,391
8435,1258,653
8436,1258,692
