id,created_at,edited_at,fecha_hora,persona_id,tipo_id,texto,content_type_id,object_id,periodo_id
214,2010-03-25 20:23:22.532909,2010-03-25 20:23:22.532929,2010-03-25 20:23:22.532944,1197,3,NA,55,61383,NA
215,2010-03-25 20:23:22.555025,2010-03-25 20:23:22.555048,2010-03-25 20:23:22.555063,1246,3,NA,55,61384,NA
216,2010-03-25 20:23:22.577877,2010-03-25 20:23:22.577920,2010-03-25 20:23:22.577936,862,3,NA,55,61385,NA
217,2010-03-25 20:23:22.642341,2010-03-25 20:23:22.642362,2010-03-25 20:23:22.642378,1229,3,NA,55,61386,NA
218,2010-03-25 20:23:22.664554,2010-03-25 20:23:22.664574,2010-03-25 20:23:22.664589,873,3,NA,55,61387,NA
219,2010-03-25 20:23:22.685727,2010-03-25 20:23:22.685748,2010-03-25 20:23:22.685763,1178,3,NA,55,61388,NA
220,2010-03-25 20:23:22.708075,2010-03-25 20:23:22.708095,2010-03-25 20:23:22.708110,1266,3,NA,55,61389,NA
221,2010-03-25 20:23:22.755707,2010-03-25 20:23:22.755728,2010-03-25 20:23:22.755743,1225,3,NA,55,61390,NA
222,2010-03-25 20:23:22.777803,2010-03-25 20:23:22.777825,2010-03-25 20:23:22.777840,1286,3,NA,55,61391,NA
223,2010-03-25 20:23:22.798441,2010-03-25 20:23:22.798461,2010-03-25 20:23:22.798477,1245,3,NA,55,61392,NA
224,2010-03-25 20:23:23.283649,2010-03-25 20:23:23.283686,2010-03-25 20:23:23.283701,1217,3,NA,55,61393,NA
225,2010-03-25 20:23:23.352999,2010-03-25 20:23:23.353031,2010-03-25 20:23:23.353047,894,3,NA,55,61394,NA
226,2010-03-25 20:23:23.441774,2010-03-25 20:23:23.441803,2010-03-25 20:23:23.441818,1220,3,NA,55,61395,NA
227,2010-03-25 20:23:23.553514,2010-03-25 20:23:23.553535,2010-03-25 20:23:23.553550,1177,3,NA,55,61396,NA
228,2010-03-25 20:23:23.576860,2010-03-25 20:23:23.576880,2010-03-25 20:23:23.576895,914,3,NA,55,61397,NA
229,2010-03-25 20:23:23.601640,2010-03-25 20:23:23.601663,2010-03-25 20:23:23.601678,922,3,NA,55,61398,NA
230,2010-03-25 20:23:23.624788,2010-03-25 20:23:23.624809,2010-03-25 20:23:23.624825,927,3,NA,55,61399,NA
231,2010-03-25 20:23:23.727993,2010-03-25 20:23:23.728036,2010-03-25 20:23:23.728052,928,3,NA,55,61400,NA
232,2010-03-25 20:23:23.756102,2010-03-25 20:23:23.756123,2010-03-25 20:23:23.756138,240,3,NA,55,61401,NA
233,2010-03-25 20:23:23.786003,2010-03-25 20:23:23.786023,2010-03-25 20:23:23.786038,933,3,NA,55,61402,NA
234,2010-03-25 20:23:23.831121,2010-03-25 20:23:23.831141,2010-03-25 20:23:23.831156,242,3,NA,55,61403,NA
235,2010-03-25 20:23:23.855847,2010-03-25 20:23:23.855867,2010-03-25 20:23:23.855882,904,3,NA,55,61404,NA
236,2010-03-25 20:23:23.880028,2010-03-25 20:23:23.880047,2010-03-25 20:23:23.880062,1315,3,NA,55,61405,NA
237,2010-03-25 20:23:23.900133,2010-03-25 20:23:23.900152,2010-03-25 20:23:23.900167,1209,3,NA,55,61406,NA
238,2010-03-25 20:23:23.940726,2010-03-25 20:23:23.940748,2010-03-25 20:23:23.940763,244,3,NA,55,61407,NA
239,2010-03-25 20:23:23.961953,2010-03-25 20:23:23.961973,2010-03-25 20:23:23.961988,939,3,NA,55,61408,NA
240,2010-03-25 20:23:23.984587,2010-03-25 20:23:23.984607,2010-03-25 20:23:23.984622,950,3,NA,55,61409,NA
241,2010-03-25 20:23:24.021715,2010-03-25 20:23:24.021736,2010-03-25 20:23:24.021751,245,3,NA,55,61410,NA
242,2010-03-25 20:23:24.082989,2010-03-25 20:23:24.083008,2010-03-25 20:23:24.083024,246,3,NA,55,61411,NA
243,2010-03-25 20:23:24.105477,2010-03-25 20:23:24.105497,2010-03-25 20:23:24.105512,247,3,NA,55,61412,NA
244,2010-03-25 20:23:24.129641,2010-03-25 20:23:24.129662,2010-03-25 20:23:24.129678,248,3,NA,55,61413,NA
245,2010-03-25 20:23:24.199128,2010-03-25 20:23:24.199168,2010-03-25 20:23:24.199184,249,3,NA,55,61414,NA
246,2010-03-25 20:23:24.221164,2010-03-25 20:23:24.221184,2010-03-25 20:23:24.221199,250,3,NA,55,61415,NA
247,2010-03-25 20:23:24.241002,2010-03-25 20:23:24.241022,2010-03-25 20:23:24.241038,251,3,NA,55,61416,NA
248,2010-03-25 20:23:24.263855,2010-03-25 20:23:24.263875,2010-03-25 20:23:24.263890,988,3,NA,55,61417,NA
249,2010-03-25 20:23:24.315773,2010-03-25 20:23:24.315793,2010-03-25 20:23:24.315808,254,3,NA,55,61418,NA
250,2010-03-25 20:23:24.338182,2010-03-25 20:23:24.338202,2010-03-25 20:23:24.338217,252,3,NA,55,61419,NA
251,2010-03-25 20:23:24.360578,2010-03-25 20:23:24.360603,2010-03-25 20:23:24.360618,1011,3,NA,55,61420,NA
252,2010-03-25 20:23:24.385406,2010-03-25 20:23:24.385429,2010-03-25 20:23:24.385444,255,3,NA,55,61421,NA
253,2010-03-25 20:23:24.425715,2010-03-25 20:23:24.425739,2010-03-25 20:23:24.425755,256,3,NA,55,61422,NA
254,2010-03-25 20:23:24.446848,2010-03-25 20:23:24.446869,2010-03-25 20:23:24.446884,257,3,NA,55,61423,NA
255,2010-03-25 20:23:24.467707,2010-03-25 20:23:24.467727,2010-03-25 20:23:24.467742,258,3,NA,55,61424,NA
256,2010-03-25 20:23:24.520736,2010-03-25 20:23:24.520766,2010-03-25 20:23:24.520782,259,3,NA,55,61425,NA
257,2010-03-25 20:23:24.542719,2010-03-25 20:23:24.542741,2010-03-25 20:23:24.542756,260,3,NA,55,61426,NA
258,2010-03-25 20:23:24.566436,2010-03-25 20:23:24.566476,2010-03-25 20:23:24.566492,1292,3,NA,55,61427,NA
259,2010-03-25 20:23:24.593326,2010-03-25 20:23:24.593351,2010-03-25 20:23:24.593367,318,3,NA,55,61428,NA
260,2010-03-25 20:23:24.644405,2010-03-25 20:23:24.644430,2010-03-25 20:23:24.644445,331,3,NA,55,61429,NA
261,2010-03-25 20:23:24.664900,2010-03-25 20:23:24.664920,2010-03-25 20:23:24.664935,110,3,NA,55,61430,NA
