id,proyecto_ley_estado_id,comision_id
6757,15386,7
6758,15432,7
6759,15431,7
6760,15622,12
6761,32225,7
6763,36655,3
6764,37687,5
6765,37688,5
6769,37704,14
6770,37705,14
6771,3795,10
6774,25854,2
6775,2853,2
6777,7766,4
6778,4430,11
6779,26931,4
6781,4816,3
6783,37726,7
6784,37727,2
6785,26515,11
6786,4538,11
6788,37730,4
6789,20360,9
6790,20361,9
6793,20365,5
6794,20366,5
6795,25915,3
6796,3540,1
6797,3541,1
6799,16024,7
6800,37734,14
6801,1424,7
6803,37737,3
6804,3118,7
6805,35614,14
6806,3412,2
6807,3411,2
6808,25998,5
6809,33399,9
6810,37746,5
6811,3201,5
6812,37747,9
6813,37748,9
6815,2863,1
6817,37750,7
6818,37751,7
6821,37754,7
6822,37781,10
6824,34967,7
6826,30265,9
6827,36747,14
6828,37036,9
6830,37334,12
6831,37333,12
6832,37332,12
6833,37821,11
6834,26547,11
6835,3290,11
6836,36879,12
6837,4584,11
6838,37830,4
6839,4586,4
6840,37839,2
6841,37840,6
7024,38045,12
7025,3548,12
7026,3315,1
7027,38047,2
7028,38048,2
13645,44678,10
7030,2532,14
7031,26628,14
13703,44715,2
7033,3243,6
7034,25844,6
7035,38053,7
7036,38055,11
7037,4130,2
13762,44752,1
7039,20350,14
7040,4131,2
7041,2420,5
7042,38056,7
7043,26567,11
7044,4513,11
7045,38058,4
7047,25967,14
7048,2527,14
7049,38063,2
7050,38064,2
13816,44805,7
7052,16580,11
7053,16579,11
7054,16583,4
7055,34995,1
13856,44834,2
7057,3317,3
7058,38066,3
7059,3966,7
7060,25860,1
7061,3968,1
7062,3105,5
13910,42974,11
7065,3550,12
7066,38067,11
7067,38069,5
7068,8413,12
7069,8413,13
7070,30141,11
7071,30140,4
7076,5792,4
7077,5788,11
7078,5151,1
7079,25806,7
7080,38082,7
7081,6231,14
7082,15946,14
7083,15945,14
7084,6330,2
7085,15897,7
7086,15898,7
7087,5513,12
7088,6250,5
7089,20434,14
7090,6254,14
7091,7675,4
7092,6722,11
7093,15839,8
7094,5564,10
7096,6310,1
7097,7834,13
7098,7833,13
7101,15762,6
7102,26490,6
7103,15975,10
7104,22293,8
7105,19296,12
7106,19296,13
7107,19262,11
7108,9471,4
7109,7360,4
7110,7356,11
7111,9539,3
7112,7744,6
7113,8406,11
7114,8402,4
7115,15662,7
7116,7971,8
7117,7967,10
7118,7918,7
7119,6948,1
7120,19172,13
7121,7796,12
7122,856,9
7123,1138,7
7124,31778,12
7125,38111,13
7126,1576,13
7127,2135,1
7128,38112,14
7129,1472,7
7130,870,1
7131,38113,3
7132,31857,3
7133,849,12
7134,848,2
7135,38115,7
7136,846,7
7137,1514,7
7138,761,13
7139,32086,6
7140,31391,6
7141,38116,14
7142,758,13
7143,31769,5
7144,869,1
7145,694,5
7146,31752,3
7147,35774,2
7148,35774,14
7149,745,1
7150,32088,6
7151,2185,1
7152,744,8
7153,744,10
7154,744,12
7155,744,13
7157,32087,6
7158,38125,13
7159,2137,12
7160,38126,14
7161,31743,6
7162,825,6
7163,738,14
7164,26401,12
7165,1506,14
7166,734,1
7167,865,1
7168,31387,1
7169,23364,3
7170,725,1
7171,875,7
7172,1524,4
7173,26426,4
7174,31742,6
7175,26351,1
7176,38136,1
7177,38137,14
7178,33742,9
7179,2745,12
7180,38142,10
7181,2352,2
7182,36713,2
7183,38143,12
7184,1425,14
7185,38145,1
7186,26516,7
7187,4358,7
7188,38148,1
7189,4360,1
7190,25839,1
7191,3352,1
7192,38153,6
7193,34992,1
7194,34993,1
7013,2235,13
7014,38041,3
7015,25863,1
7195,3206,5
7017,38043,10
7018,35872,1
7019,38044,1
7020,35005,7
7021,2590,4
7022,25862,1
7023,3341,1
7196,38156,12
7197,3552,12
7198,25898,9
7199,38157,9
7201,38159,7
7202,38160,13
7203,36646,13
7204,6739,12
7206,6738,12
7207,38166,13
7208,38168,14
7209,25830,4
7210,3282,4
7211,38170,11
7212,38171,11
7213,36921,1
7214,35023,14
7215,4157,11
7216,16163,4
7217,16164,4
7219,25900,1
7221,38179,4
7222,4801,4
7223,38182,11
7224,4803,11
7227,3159,1
7228,25954,14
7229,38200,11
7230,38201,11
7231,30289,1
7232,30119,7
7233,38203,11
7234,36695,7
7235,38204,11
7236,3543,12
7237,38205,1
7238,25837,9
7239,38207,9
7240,37216,5
7241,37217,5
7242,38209,3
7243,3356,3
7244,25836,7
7245,38211,7
7246,38212,7
7247,38213,7
7248,36887,12
7249,4519,1
7250,38215,7
7251,38216,7
13646,44679,10
7253,38217,7
7254,37179,7
13704,42837,2
13763,44753,1
7257,35812,6
13817,44806,7
7259,38224,11
7260,36974,13
7261,5956,4
13857,44079,2
13911,43058,11
7265,4290,11
13951,39151,8
14001,44121,3
14053,45231,8
14101,45276,5
7270,26545,4
7271,2623,4
7272,38227,11
7274,3251,11
7275,38235,11
7278,38236,6
7279,26563,11
7282,38239,4
7283,4924,11
7284,4925,4
7285,38243,1
7286,3321,1
7287,35195,1
7288,38244,9
7289,38245,9
7290,16102,7
7291,16101,7
7293,3669,1
7294,38247,7
7295,38248,3
7296,25828,4
7297,3432,4
7298,38250,11
7299,38251,11
7300,25849,1
7301,3348,1
7302,38254,9
7303,35385,11
7304,4023,6
7305,26519,6
7307,38258,7
7309,3977,7
7313,38260,1
7314,38262,7
7316,38263,7
7317,35946,2
7318,35946,14
7319,38264,1
7320,36749,14
7323,34221,7
7324,36427,12
7325,38265,1
7326,25834,3
7327,3354,3
7328,6587,4
7330,30366,1
7332,3427,6
7333,38269,6
7334,38270,3
7336,38272,3
7337,38275,6
7338,4536,11
7339,4537,11
7340,16201,4
7341,16200,4
7342,38277,7
7343,38278,7
7344,38279,1
7345,26521,2
7346,4084,2
7347,25899,1
7348,2530,1
7349,26522,11
7352,4435,4
7353,4433,11
7354,3242,6
7355,3241,6
7356,38291,10
7357,26562,11
7358,3496,4
7360,4260,10
7364,38301,5
7365,38302,4
7366,38303,11
7367,38305,11
7368,26543,2
7369,4654,2
7370,38307,14
7371,4656,14
7374,3162,11
7377,38310,11
7378,38311,4
7379,25882,1
7380,38314,1
7382,2866,1
7384,38317,1
7385,38318,14
7387,36478,11
7388,4422,11
7389,30112,14
7390,38320,4
7392,35399,3
7393,35514,1
7395,6808,1
7396,6808,7
7401,15394,11
7402,5838,4
7407,20235,11
7409,16490,6
7410,7168,3
7411,4173,3
7416,16140,11
7417,16140,4
7418,16145,11
7419,16145,4
7420,16796,1
7421,16795,1
7422,16807,1
7424,16798,14
7425,16806,13
7426,15582,2
7427,15627,8
7429,5819,10
7430,15628,8
7431,16804,14
7432,16805,14
7433,16800,11
7434,16801,11
7438,16788,3
7439,16787,3
7440,5954,2
7442,5955,2
7443,15467,14
7446,16784,11
7447,15456,6
7449,5775,14
7450,15454,2
7455,20284,1
7456,20282,1
7460,26507,2
7461,6469,2
7462,5640,14
13647,44680,10
7464,16778,1
13764,44754,1
7467,16779,3
7468,15439,12
7469,15438,12
13818,44807,7
7471,6823,9
13858,43955,3
7474,16791,3
7475,16792,3
13859,40422,6
7477,15400,12
7478,15401,12
7479,16758,13
7480,15434,10
7481,15433,10
13860,39354,6
13912,44695,7
7484,26442,2
7485,26442,14
7488,15426,9
7490,15387,9
7491,6762,9
7492,16755,14
7493,15379,8
7494,5862,10
13952,39152,8
7496,16747,14
7497,16746,14
7498,16752,1
7499,16753,1
7501,16749,14
7502,38351,1
7503,20249,3
7506,22393,1
7507,22394,1
7508,20253,3
7509,20252,3
7510,16735,14
7511,16732,14
7512,15362,10
7513,15362,12
7514,15361,10
7515,15361,12
7516,16738,8
7517,6776,10
14002,44137,3
7519,15368,8
7520,16719,1
7521,16720,1
7522,15355,7
7523,15354,7
7524,16724,14
14054,43674,7
7526,16725,14
7527,16727,3
7528,15351,6
7529,15350,6
14102,45279,7
7532,15346,12
7533,15347,12
7534,16710,3
7535,15345,2
7536,15342,12
7537,15828,1
7538,16706,3
7539,15343,6
7540,6698,9
7543,15330,5
7544,15329,5
7545,15320,7
7546,20300,1
7547,20299,1
7548,15333,7
7549,6684,10
7551,22294,8
7552,15324,8
7553,6683,10
7554,20303,3
7556,20304,3
7558,20308,3
7559,15337,14
7560,16705,1
7561,16704,1
7562,15304,2
7563,15305,2
7564,15307,1
7566,6677,7
7567,15308,1
7568,16700,3
7569,16701,3
7571,6603,2
7572,15261,14
7574,15309,2
7575,20294,13
7576,16703,1
7577,16702,1
7578,15297,12
7580,15302,7
7581,15301,7
7582,15275,7
7584,38352,7
7587,15291,6
7588,15290,6
7589,22400,1
7591,16627,6
7592,16626,6
7594,4331,3
7595,15287,7
7596,15286,7
7597,15270,9
7598,38354,14
7599,15268,2
7601,16698,14
7602,16699,14
7603,16696,14
7604,15256,12
7605,22417,1
7606,22416,1
7608,6631,10
7609,16692,14
7611,16056,1
7612,16055,1
7613,16060,7
7614,16059,7
7615,15219,1
7616,15218,1
7617,15215,7
7618,15214,7
7619,15244,2
7620,15239,7
7621,15238,7
7624,16687,1
7625,16686,1
7626,16689,8
7627,15226,7
7628,15225,7
7629,16691,3
7634,16685,14
7635,15220,9
7636,16681,3
7637,16680,3
7638,16671,13
7639,25823,7
7641,5612,7
7642,38359,1
7644,14927,7
7645,16741,8
7646,16740,8
7648,16678,14
7649,16677,3
7651,6463,7
7652,20257,7
7653,6461,14
7654,14883,12
7655,14884,12
7656,20238,1
7657,20237,1
7658,22415,1
7659,22414,1
7660,6457,9
7663,14868,7
7664,20245,14
7665,20244,14
7669,14887,7
7670,17282,1
7671,17281,1
7672,17285,5
7673,17284,5
7674,10115,1
7675,17243,5
7676,22193,6
7677,6149,14
7678,22292,14
7679,25792,14
7680,22183,9
7681,22291,14
7682,6160,12
7683,7617,13
7684,7616,13
7685,6161,12
7686,22391,1
7687,22392,1
7688,22290,14
7689,22166,2
7690,22167,2
7691,22168,2
7692,16887,7
7693,19914,5
7694,6012,9
7695,22160,6
7696,22161,6
13648,44681,10
7699,22388,8
7700,22387,8
7701,22386,14
13765,44755,1
7703,22382,14
13819,44808,7
7705,22385,14
7706,22384,14
7707,22094,7
7708,22389,3
7709,22390,3
7710,22155,9
7711,19712,1
7712,19713,1
7713,19519,1
7714,19520,1
7715,5760,1
7716,22380,14
7717,22088,7
7718,22381,8
7719,19910,8
7720,19906,10
7721,19931,2
7722,19936,14
7723,19934,14
7724,19935,14
7725,6013,2
7726,20128,12
7727,20132,13
7728,20129,12
7729,20133,13
7730,22378,3
7731,22379,3
13861,43758,1
7733,19698,3
7734,18739,7
7735,18738,7
7736,6009,1
7737,38393,1
7738,22137,12
7739,22136,12
7740,22129,12
7741,22130,12
7742,7434,7
7743,7430,1
7744,22171,1
7745,22128,12
13913,43579,7
7747,22125,7
13953,39153,8
7749,11260,10
7750,7072,10
7751,11263,8
7752,19883,8
14003,44138,3
7754,22374,3
7755,22375,3
14055,43646,7
7757,22065,7
7758,22119,7
7759,5013,2
7760,22104,2
7761,22361,14
7762,22362,14
7763,38403,1
7764,38410,2
7765,38411,4
7766,7733,2
7767,19924,14
7768,7732,2
7769,19654,12
7770,19653,12
7771,19657,13
7772,38415,1
7773,5310,7
7774,22074,7
7775,36836,2
7776,36837,2
14103,45280,2
7779,37324,2
7780,22383,14
7782,19760,3
7784,38443,1
7785,38444,14
7791,38460,13
7797,30483,14
7799,36993,14
7801,38486,11
7802,38486,4
7805,38495,11
7806,38495,4
7809,38503,7
7810,38504,7
7811,38507,7
7812,38508,7
7813,38511,9
7814,38514,2
7815,38517,6
7816,38518,6
7817,38521,4
7818,38522,4
7826,38535,12
7827,36955,4
7828,38538,7
7829,37058,4
7830,36914,4
7831,38541,12
7833,38546,9
7834,36567,4
7835,38549,4
7837,38550,4
7838,36828,4
7839,36568,4
7840,36570,4
7841,38555,7
7842,38558,7
7843,38561,7
7844,38562,7
7845,38565,7
7847,38568,8
7849,38572,10
7850,38573,10
7851,38576,9
7852,38579,12
7857,38582,1
7858,38582,7
7859,38588,3
7860,38589,11
7861,36992,14
7862,38593,7
7863,38594,7
7865,38606,9
7866,38609,6
7867,38612,10
7869,38616,2
7870,38615,2
7871,38621,11
7873,38625,4
7874,38626,12
7876,38630,12
7877,38633,11
7880,38638,4
7881,38644,14
7884,38649,2
7885,38652,11
7887,38656,4
7890,38663,11
7892,38667,4
7895,16471,7
7897,4889,1
13649,44682,10
7899,37178,7
7900,38445,7
7902,38689,5
7903,38692,7
7904,3714,7
7905,38698,8
7906,3421,8
7907,32409,8
7908,38699,8
7909,35755,8
7910,3435,8
7911,502,8
7912,34505,8
7913,38700,8
7914,38701,13
7915,38702,8
7916,33448,8
7917,38703,8
7918,2523,8
7919,25960,5
7920,38704,5
7921,38705,14
7922,38707,11
7923,29709,10
7924,38715,11
7925,35295,11
7926,2447,11
7927,2446,11
7928,35361,11
7929,35925,11
7930,25948,11
7931,38716,11
7932,35522,11
7933,36247,11
7934,38717,11
7935,26715,11
7936,35473,11
7937,34998,11
7938,34411,11
13766,42915,4
13820,44809,7
13862,44891,8
7942,6901,1
7943,6901,7
7944,38721,1
7945,38721,7
13914,43807,7
13954,39154,8
7948,38724,14
7949,38728,7
7950,38595,7
7951,31814,11
7954,21646,1
14104,45284,13
7956,37013,4
7963,38756,4
7965,38762,11
7966,38763,13
7967,38764,13
7969,38766,8
7970,38767,8
7971,38770,7
7978,38771,4
7979,38776,1
7980,38777,1
7981,38780,7
7982,38781,7
7983,25558,7
7984,25285,7
7985,22943,13
7986,11118,13
7990,38802,10
7991,38803,10
7993,36149,4
7994,38810,1
7995,38811,3
7996,38812,14
7997,38452,11
7998,38730,11
8002,38049,1
8011,38838,13
8012,38839,1
8013,38836,8
8014,38836,10
8015,38836,12
8016,38836,13
8017,38840,6
8018,30258,6
8020,35126,6
8021,36573,6
8024,38854,8
8025,38857,4
8026,38858,4
8029,38862,6
8033,38873,10
8034,38874,4
8035,36923,4
8036,38876,9
8038,38878,7
8039,38879,4
8040,38829,1
8041,38886,3
8043,38893,1
8047,38895,7
8049,38897,13
8050,36210,6
8051,36208,6
8052,36209,6
8053,36393,6
8055,36835,6
8056,37005,6
8060,37009,6
8061,37010,6
8063,11065,11
8064,38905,10
8065,38906,7
8068,38915,6
8069,38916,4
8071,38923,1
8076,38934,11
8077,38917,14
8079,38942,14
8080,38943,13
8081,38945,1
8082,38946,7
8091,38957,1
8095,38970,7
8097,38972,10
8098,38973,10
8099,38974,2
8101,38933,8
8102,38933,10
8103,38976,2
8118,38999,14
8126,39006,7
8127,39007,4
8129,37163,4
8133,39015,14
8135,39017,11
8136,39018,11
8137,39019,14
13650,44683,10
13767,44756,14
13821,44810,7
8142,39022,11
8143,39023,11
13863,43263,4
8145,36962,14
8146,39039,4
8147,39040,9
8148,39041,4
13915,43824,7
13955,39155,8
14005,44116,3
14057,44150,7
14105,45230,1
8159,39063,9
8161,39072,14
8162,39073,11
8163,39074,11
8164,34739,11
8168,39079,7
8171,14421,14
8173,13446,14
8174,17780,1
8175,14533,1
8176,7403,14
8177,21621,14
8178,14359,1
8180,14433,14
8183,21900,5
8184,16776,1
8185,21666,13
8186,13633,1
8188,5304,14
8189,16790,1
8190,12406,3
8191,11744,14
8192,14465,3
8194,15718,11
8195,11070,11
8196,31823,3
8197,6264,1
8198,5361,11
8199,22212,1
8200,5295,1
8201,38387,14
8202,38386,14
8206,11964,1
8207,12343,5
8209,21542,1
8210,21543,1
8211,13616,1
8215,14549,14
8217,14536,1
8222,14428,14
8223,14431,14
8224,17903,7
8225,17902,7
8226,5184,1
8227,27819,7
8228,7441,7
8229,13027,5
8230,28965,9
8231,21633,5
8232,6826,11
8234,4798,4
8235,4797,4
8241,34828,6
8242,3792,1
8243,3792,7
8244,39108,11
8245,39110,7
8246,38800,14
8247,38801,14
8248,36275,11
8249,36276,11
8250,36277,11
8251,36756,11
8253,36659,11
8254,36660,11
8255,36661,11
8257,36663,11
8259,39122,11
8260,38833,1
8261,36654,3
8262,39126,12
8264,39131,3
8265,39058,3
8266,39135,7
8267,39008,7
8268,39136,5
8277,39142,1
8279,39148,1
8280,39149,11
8281,39150,11
8288,38330,2
8289,36296,2
8293,39170,2
8294,39171,2
8296,39173,2
8298,39183,1
8299,39185,14
8300,38932,11
8304,39197,12
8305,39198,10
8314,36977,11
8315,34500,1
8316,25345,7
8317,39214,14
8318,39215,1
8320,39143,7
8328,39228,6
8329,39230,4
8330,39231,4
8331,39232,2
8332,39233,2
8334,39235,7
8335,39236,7
8337,39243,12
8338,39244,7
8339,39245,12
8340,33563,7
8342,39249,11
8343,39251,14
8347,15397,7
8348,16549,7
8349,4168,1
8350,3693,3
8351,39259,9
8352,39260,9
8353,14870,2
13651,44684,9
8355,20239,14
13709,43033,7
13768,44637,14
8358,39011,2
13769,44757,14
13822,44811,7
13864,43587,10
13956,40775,8
14006,44307,3
14007,44307,6
14058,43951,14
14106,45291,1
8371,39280,1
8372,39281,11
8373,39282,13
8374,39283,13
8375,39284,13
8376,39285,3
8377,39286,3
8380,20240,14
8382,39289,11
8383,36996,13
8384,39291,3
8385,39292,3
8386,39293,11
8387,36652,3
8390,39304,6
8391,39305,12
8392,39307,4
8393,39310,11
8394,39311,3
8395,38860,1
8396,38849,1
8397,36989,7
8398,36990,7
8403,16759,11
8405,20241,14
8408,39333,3
8409,39334,1
8411,39338,12
8414,39350,11
8415,39351,11
8418,39355,4
8419,39356,4
8420,39357,4
8436,39377,13
8437,39378,13
8438,39317,14
8439,39380,1
8440,39381,1
8444,39387,2
8446,39400,7
8448,39402,2
8449,39406,8
8458,36656,3
8460,39417,14
8461,39422,1
8462,39423,1
8463,39424,1
8469,22118,7
8470,21660,14
8472,21626,1
8473,21627,1
8474,21784,1
8475,21783,1
8477,22276,14
8478,22186,7
8479,3859,1
8480,16155,7
8481,20121,1
8482,20120,1
8483,19988,5
8484,19987,5
8485,7762,7
8486,5197,1
8487,21613,1
8488,21612,1
8489,20102,14
8490,20101,14
8492,19521,11
8493,19522,11
8495,20098,11
8497,19526,1
8498,22191,7
8499,22187,1
8500,19830,1
8501,38425,3
8502,19749,3
8504,5346,10
8505,5193,10
8510,15736,8
8512,15732,10
8513,20242,14
8514,6891,11
8515,16613,4
8516,16612,4
8517,6817,7
8518,22396,1
8519,22395,1
8520,38375,8
8522,16596,4
8523,16593,11
8525,16597,4
8526,27122,14
8527,16760,4
8528,5722,11
8529,15428,2
8530,15427,2
8531,14886,7
8532,16376,11
8534,7681,8
8536,26926,10
8537,26927,8
8538,7678,10
8539,4900,11
8541,16458,4
8542,16457,4
8543,14889,7
8544,14888,7
8545,20255,14
8546,20254,14
8547,16770,1
8548,16774,4
8549,16773,4
8550,5786,11
8551,39436,1
8554,39438,13
8555,39439,8
8558,39448,7
8559,39449,7
8560,39450,13
8561,39437,8
8562,39437,10
8564,39347,1
8565,39425,7
8572,39358,9
8573,39358,5
13652,44685,9
13710,42709,4
13770,44758,14
13823,42757,7
13865,44096,10
8587,39469,1
13957,40665,8
14059,44005,14
8591,39473,11
8603,39331,1
8604,39488,1
8605,39489,1
8613,37214,11
8614,39241,7
8615,39242,7
8620,39500,6
8621,39501,2
8624,39503,7
8625,39504,12
8626,39490,3
8627,39490,6
8634,39511,6
8635,39512,8
8638,38228,11
8639,5787,11
8640,14892,8
8641,14892,10
8642,14892,12
8643,14892,13
8644,20259,13
8646,16480,3
8647,16485,6
8648,16484,6
8649,16481,3
8650,14900,2
8651,14899,2
8654,20261,1
8655,38309,4
8656,36440,1
8657,6465,12
8660,20265,5
8661,20264,5
8662,38292,4
8663,39518,9
8664,39519,9
8665,6827,11
8666,14908,3
8667,20267,2
8668,5710,14
8669,39524,7
8670,39525,7
8672,4599,3
8673,4599,6
8686,39547,12
8687,39547,13
8690,39549,14
8691,39550,14
8692,39551,1
8694,7778,8
8697,39553,5
8698,7779,8
8700,39556,12
8702,20271,3
8703,15445,7
8704,15444,7
8705,16780,3
8706,20511,10
8711,16782,14
8712,16781,14
8714,19464,12
8715,19465,12
8716,5663,13
8718,5659,12
8719,5064,12
8720,11251,13
8721,20275,8
8722,20274,8
8723,38664,11
8724,39575,7
8725,39576,7
8731,39581,6
8732,39582,6
8733,15447,11
8734,5578,4
8735,5577,4
8736,15448,11
8737,20278,11
8738,20279,11
8739,38622,11
8740,39585,6
8741,39586,6
8742,39596,14
8743,39597,14
8744,39598,14
8746,39601,11
8755,39617,2
8762,39175,1
8763,39495,14
8764,39630,14
8765,39632,2
8766,39633,2
8767,39634,2
8768,39635,2
8769,39618,2
8780,39646,7
8781,38722,7
8782,39647,10
8785,39650,6
8786,39651,3
8787,39548,12
8788,39548,13
8790,38898,7
8791,38962,7
8793,16389,5
8794,16392,9
8795,16617,1
8796,16618,1
8797,16621,7
8798,38487,11
8799,38487,4
8800,39662,11
8801,39665,4
8802,39666,4
8804,39427,12
8805,39427,13
8806,39681,12
8807,38729,2
8808,39686,2
8811,39695,6
8812,39696,12
8814,38992,2
13711,42710,4
13771,44759,13
13824,44812,13
13866,43589,10
13918,44068,5
13958,40947,8
8827,39717,7
8828,39726,2
14108,43897,4
8836,5923,6
8837,16083,3
8838,5927,3
8839,5924,6
8840,14932,2
8842,39784,14
8843,33593,11
8844,6301,4
8846,6304,11
8847,15457,11
8848,16131,12
8849,16131,13
8850,16132,12
8851,16132,13
8852,14939,1
8853,14935,7
8854,14940,1
8857,39797,7
8858,39799,7
8859,39808,11
8861,39811,11
8862,39813,4
8863,39814,4
8864,39820,7
8866,39821,7
8867,39825,1
8869,39826,1
8874,15155,2
8875,15154,2
8876,16679,14
8877,39854,7
8879,39855,7
8880,39858,1
8885,7915,8
8886,7911,10
8887,7916,8
8888,38634,11
8889,39870,7
8890,39871,7
8891,38653,11
8892,39874,14
8893,39876,14
8894,39880,7
8895,16794,1
8904,16071,8
8905,16071,10
8906,16071,12
8907,16071,13
8912,16404,4
8913,16401,11
8914,4873,11
8915,39883,7
8917,39884,7
8918,39887,1
8920,39888,1
8921,39080,3
8926,39900,2
8927,5685,10
8930,7629,8
8931,7630,8
8932,15221,9
8933,4876,11
8934,4877,11
8935,16642,4
8936,16641,4
8937,15223,12
8940,39906,11
8941,16585,11
8942,16589,4
8943,16588,4
8944,20343,8
8945,20342,8
8946,20339,10
8947,4326,10
8948,38569,8
8949,39909,1
8950,39910,1
8951,39219,4
8953,38979,1
8954,38837,8
8955,38837,10
8956,38837,12
8957,38837,13
8959,39002,7
8960,36483,7
8961,36485,7
8962,38949,13
8963,38950,13
8964,38951,13
8965,38990,13
8966,39042,5
8968,4934,11
8969,16348,4
8970,4935,11
8971,16349,4
8980,15230,7
8981,15229,7
8982,15234,1
8983,15233,1
8984,16602,11
8985,16601,11
8986,16606,4
8987,16605,4
8988,33581,1
8989,16098,1
8990,16103,1
8991,5537,1
8992,5534,7
8993,5533,7
8994,16380,11
8995,4755,11
8996,16384,4
8997,16383,4
8998,38645,14
8999,15473,9
9000,15472,9
9002,15713,4
9003,4550,11
9004,4549,11
9005,15714,4
9007,16629,11
9008,16633,4
9009,16632,4
9010,39925,14
9011,16491,6
9012,16451,4
9013,16450,4
9015,16446,11
9016,16447,11
9017,39928,11
9018,39929,11
9019,4882,11
9020,15699,4
9021,15696,11
9023,15700,4
9024,16125,7
9025,16121,1
9026,7423,7
9027,7419,1
9028,15258,7
9029,15257,7
9033,4886,11
9034,16464,4
9035,16465,4
9036,22410,1
9038,4758,11
9040,15706,4
9041,4759,11
9042,15707,4
9043,16563,4
9044,16562,4
9046,4191,11
9047,16559,11
9049,15269,2
9050,15720,11
9051,3767,11
9053,15723,4
9054,15724,4
9055,39940,2
9056,39941,2
9057,39942,6
13654,44687,9
9059,16810,1
9060,39947,11
9062,39948,11
9063,39951,4
9064,39952,4
9065,16437,7
9067,16432,1
9068,4442,11
9069,4441,11
9070,16426,4
9071,16427,4
9072,38526,8
9073,38526,10
9074,38525,8
9075,38525,10
9076,39958,14
9077,39959,14
9078,6133,12
9079,4553,12
9080,15273,13
9081,4931,11
9082,16171,4
9083,16170,4
9085,39962,11
9086,15586,12
9087,15585,12
9092,15274,7
9093,6615,7
9094,20288,1
9095,39967,11
9096,39968,11
9097,5616,14
9098,16811,14
9099,16673,14
9100,38542,12
9101,4533,1
9102,39971,3
9103,7868,6
9104,7867,6
9105,4972,3
9106,5095,3
9107,15596,7
9109,15284,1
9110,15281,7
9111,15280,7
9112,15285,1
9113,16675,14
9114,16674,14
9115,16814,4
9116,5831,11
9117,5832,11
9118,15598,2
9119,16167,11
9120,16820,14
9121,15619,11
9122,5589,4
9123,22278,11
9124,5590,4
9125,39978,1
9126,16822,11
9127,15617,4
9129,16496,4
9130,16493,11
9131,4165,11
9132,39981,3
9133,39984,6
9134,39985,6
9136,39988,5
9137,16827,1
9138,16826,1
9140,16188,8
13772,44760,13
9142,16184,10
9143,16189,8
9144,16025,7
13825,44813,13
9146,39992,11
9147,39993,11
9148,16830,3
9149,16829,3
9150,15624,2
13867,43778,10
9152,15293,2
9153,15292,2
9154,15295,2
13919,44950,4
9157,16657,6
9158,16654,3
9159,4823,3
9160,39997,14
9161,40000,3
9162,40001,3
9163,40004,6
9164,40005,6
9165,15632,2
9166,15631,2
9167,16569,11
9168,16831,4
9169,16835,11
9170,36785,11
9171,15636,6
9172,15836,6
9173,16693,14
9174,20314,11
9175,15639,6
9176,15638,6
13959,40619,8
14010,44578,3
14061,43950,14
14109,43898,4
9189,40013,2
9190,40013,14
9193,15642,7
9194,15641,7
9196,36147,14
9197,36146,2
9198,40016,11
9202,40022,4
9203,40017,11
9206,36267,9
9207,36975,9
9208,37209,9
9209,39371,2
9210,39372,12
9211,39359,2
9214,39300,4
9216,39481,4
9217,39094,4
9219,39093,4
9220,39096,4
9221,39369,12
9223,38963,1
9224,39066,1
9225,15649,8
9226,15644,10
9228,15410,2
9229,15410,14
9230,6689,1
9231,6689,7
9232,40047,13
9233,40048,13
9234,40051,12
9235,39407,1
9237,39413,1
9238,39462,1
9240,39457,1
9241,39731,1
9242,39732,1
9245,11879,5
9247,40054,3
9248,40060,4
9249,40064,1
9250,40065,1
9254,39453,12
9255,39453,13
9258,40073,12
9259,40074,12
9261,38483,7
9263,38848,7
9264,40075,9
9265,40080,3
9266,40081,3
9267,38948,12
9271,40109,1
9272,39679,1
9275,40104,11
9276,40104,4
9277,40112,4
9278,40111,11
9279,40111,4
9286,40170,4
13655,44688,9
9288,40183,1
13773,44761,13
9291,40209,11
9292,39048,3
13826,40998,13
13868,43588,10
13920,44951,4
9296,37006,6
13960,40620,8
9299,40222,14
9301,39156,7
9302,39191,7
9303,39256,7
9304,39498,7
14062,43952,14
14110,43899,4
9316,40237,10
9317,39454,12
9318,40239,7
9319,40244,7
9320,40248,13
9321,39452,7
9322,39536,7
9323,39514,7
9324,39535,7
9334,40276,12
9336,40278,2
9337,39697,2
9338,40279,2
9339,40280,2
9344,40224,7
9347,40298,7
9348,40217,2
9349,40311,11
9350,40312,13
9351,39730,1
9354,40316,4
9355,40317,4
9356,40315,7
9357,35948,7
9361,39367,10
9363,39202,10
9364,39203,10
9365,39204,10
9366,39205,10
9367,39206,10
9368,39207,10
9369,40371,1
9371,40373,11
9372,40265,4
9374,39606,4
9375,39612,4
9376,39700,4
9377,39614,4
9378,39604,4
9380,39610,4
9381,39279,3
9382,39287,3
9394,40391,1
9402,40401,4
9404,40403,4
9406,40405,7
9407,40406,4
9408,40407,7
9411,40412,8
9412,40413,1
9413,40218,7
9414,39460,1
9415,39416,1
9416,39000,7
9417,38913,7
9424,39325,3
9425,39326,3
9426,39373,3
9427,40235,3
9428,38899,6
9433,40430,3
9434,40431,11
9437,15654,4
9438,20335,3
9439,3359,1
9440,7576,2
9441,7575,2
9442,4810,14
9443,4811,14
9444,15660,9
