id,seguido_type_id,seguido_id,seguidor_id,fecha
2684,28,2491,5768,2013-02-13 16:51:51.957359
2685,52,7044,6313,2013-02-22 05:39:05.705218
2686,52,7107,6313,2013-02-22 05:48:53.629743
2687,52,7102,6313,2013-02-22 06:23:21.686929
2689,28,2279,6371,2013-03-04 03:24:02.842395
2690,52,7174,6476,2013-04-16 22:17:04.387234
2691,52,6949,6514,2013-04-25 02:12:47.690727
2692,28,2083,6572,2013-05-08 09:49:32.932724
2694,52,6700,6576,2013-05-08 18:39:51.049835
2695,52,7131,6576,2013-05-08 18:40:05.643736
2699,52,6295,6618,2013-05-22 22:58:12.824734
2701,52,7213,6650,2013-05-30 14:16:39.635225
2702,52,6789,6650,2013-05-30 14:42:19.885777
2703,52,7100,6650,2013-05-30 15:38:06.288486
2704,52,7014,6650,2013-05-31 03:23:41.311893
2705,52,7213,6652,2013-05-31 23:06:32.216961
2706,52,7014,6652,2013-06-04 19:23:16.246428
2709,52,5820,6711,2013-06-14 10:17:33.997187
2710,52,7224,6711,2013-06-14 10:27:50.271356
2711,52,7189,6711,2013-06-14 10:29:17.209252
2712,28,1531,5564,2013-07-11 15:16:36.007100
2713,28,2480,6654,2013-07-19 20:09:25.626084
2714,52,7132,6654,2013-07-31 13:39:06.990638
2715,52,7080,6863,2013-08-02 17:09:43.847756
2717,52,7069,6863,2013-08-02 17:10:42.984524
2718,52,6467,6863,2013-08-02 17:11:28.432749
2719,52,6817,6863,2013-08-02 17:12:59.321368
2720,52,6839,6863,2013-08-02 17:13:28.464370
2721,52,6991,6863,2013-08-02 17:13:51.805778
2722,52,6857,6863,2013-08-09 14:25:45.171430
2723,52,7304,6894,2013-08-12 07:08:07.385587
2725,52,7305,5141,2013-08-14 13:24:19.750040
2726,52,7278,5141,2013-08-14 13:24:37.887905
2727,52,6515,6863,2013-08-16 15:12:29.886109
2728,52,6899,6863,2013-08-16 15:15:29.682843
2729,52,6792,6863,2013-08-16 15:16:09.168691
2730,28,77,6983,2013-09-09 22:08:29.457158
2731,28,1268,6983,2013-09-09 22:09:02.864220
2738,52,7431,7029,2013-09-24 14:18:01.098686
2742,28,7070,7070,2013-10-09 20:12:09.326120
2752,52,7098,6371,2013-11-04 21:38:26.806031
2756,28,7312,7312,2013-12-12 17:17:11.344736
2757,28,7314,7314,2013-12-12 21:19:04.307828
2758,28,7315,7315,2013-12-12 21:24:51.418253
2759,28,7316,7316,2013-12-12 21:26:44.761394
2760,28,7317,7317,2013-12-12 21:27:43.225896
2761,28,7318,7318,2013-12-12 21:29:08.871550
2763,28,7320,7320,2013-12-12 21:32:09.698176
2769,28,7326,7326,2013-12-12 21:39:36.839139
2772,28,7329,7329,2013-12-12 22:00:40.491212
2762,28,7319,7319,2013-12-12 21:30:54.355695
2764,28,7321,7321,2013-12-12 21:33:25.585787
2766,28,7323,7323,2013-12-12 21:36:36.172683
2765,28,7322,7322,2013-12-12 21:35:24.329877
2767,28,7324,7324,2013-12-12 21:37:55.810893
2768,28,7325,7325,2013-12-12 21:39:04.788236
2770,28,7327,7327,2013-12-12 21:41:32.263987
2771,28,7328,7328,2013-12-12 21:42:15.952549
2773,28,7332,7332,2013-12-13 15:34:51.645755
2774,28,7333,7333,2013-12-13 15:37:58.693729
2775,28,7334,7334,2013-12-13 15:56:32.755677
2776,28,7335,7335,2013-12-13 15:59:51.634263
2777,28,7336,7336,2013-12-13 16:06:31.996507
2778,28,7337,7337,2013-12-13 16:08:47.879476
2779,28,7338,7338,2013-12-13 16:10:38.466057
2780,28,7339,7339,2013-12-13 16:25:38.274223
2781,28,7340,7340,2013-12-13 16:29:55.408566
2782,28,7341,7341,2013-12-13 16:32:35.300591
2783,28,7342,7342,2013-12-13 16:33:54.717886
2784,28,7343,7343,2013-12-13 16:39:56.876069
2785,28,7344,7344,2013-12-13 16:42:55.741893
2786,28,7345,7345,2013-12-13 16:44:12.850041
2787,28,7346,7346,2013-12-13 16:44:19.445115
2788,28,7347,7347,2013-12-13 16:46:38.438085
2789,28,7348,7348,2013-12-13 16:48:28.012635
2790,28,7349,7349,2013-12-13 16:50:58.877445
2791,28,7350,7350,2013-12-13 16:53:21.242581
2792,28,7351,7351,2013-12-13 16:54:03.653314
2793,28,7352,7352,2013-12-13 16:54:39.515904
2794,28,7353,7353,2013-12-13 16:56:16.826660
2795,28,7354,7354,2013-12-13 16:56:51.923322
2796,28,7355,7355,2013-12-13 16:57:42.821085
2797,28,7356,7356,2013-12-13 16:57:46.325063
2798,28,7357,7357,2013-12-13 16:59:54.428645
2799,28,7358,7358,2013-12-13 17:01:08.885849
2800,28,7359,7359,2013-12-13 17:01:20.547516
2801,28,7360,7360,2013-12-13 17:01:44.830297
2802,28,7361,7361,2013-12-13 17:02:07.369030
2803,28,7362,7362,2013-12-13 17:03:44.704518
2804,28,7363,7363,2013-12-13 17:03:58.381774
2805,28,7364,7364,2013-12-13 17:05:03.812486
2806,28,7365,7365,2013-12-13 17:06:55.537040
2807,28,7366,7366,2013-12-13 17:07:14.660351
2808,28,7367,7367,2013-12-13 17:08:12.276337
2809,28,7368,7368,2013-12-13 17:08:52.062470
2810,28,7369,7369,2013-12-13 17:08:55.721730
2811,28,7370,7370,2013-12-13 17:10:24.738703
2812,28,7371,7371,2013-12-13 17:10:35.943997
2813,28,7372,7372,2013-12-13 17:12:27.336198
2814,28,7373,7373,2013-12-13 17:12:55.751883
2815,28,7374,7374,2013-12-13 17:13:42.811649
2816,28,7375,7375,2013-12-13 17:15:08.801604
2817,28,7376,7376,2013-12-13 17:16:25.358930
2818,28,7377,7377,2013-12-13 17:18:35.191779
2819,28,7378,7378,2013-12-13 17:19:54.561824
2820,28,7379,7379,2013-12-13 17:20:02.973783
2821,28,7380,7380,2013-12-13 17:21:00.805658
2822,28,7381,7381,2013-12-13 17:22:42.730735
2823,28,7382,7382,2013-12-13 17:23:50.722833
2824,28,7383,7383,2013-12-13 17:24:37.789189
2825,28,7384,7384,2013-12-13 17:24:55.369644
2826,28,7385,7385,2013-12-13 17:27:21.610418
2827,28,7386,7386,2013-12-13 17:28:30.618091
2828,28,7387,7387,2013-12-13 17:30:45.741050
2829,28,7388,7388,2013-12-13 17:32:25.999362
2830,28,7389,7389,2013-12-13 17:33:54.708077
2831,28,7390,7390,2013-12-13 17:35:28.733341
2832,28,7391,7391,2013-12-13 17:36:39.738035
2833,28,7392,7392,2013-12-13 17:37:51.283530
2834,28,7393,7393,2013-12-13 17:39:00.521440
2835,28,7394,7394,2013-12-13 17:40:35.846784
2836,28,7395,7395,2013-12-13 17:41:39.777511
2837,28,7396,7396,2013-12-13 17:42:41.793606
2838,28,7397,7397,2013-12-13 17:44:36.402480
2839,28,7398,7398,2013-12-13 17:45:38.688270
2840,28,7399,7399,2013-12-13 17:46:37.893565
2841,28,7400,7400,2013-12-13 17:47:30.892375
2842,28,7401,7401,2013-12-13 17:48:30.927291
2843,28,7402,7402,2013-12-13 17:49:23.284230
2844,28,7403,7403,2013-12-13 17:50:38.197804
2845,28,7404,7404,2013-12-13 17:52:02.962657
2846,28,7405,7405,2013-12-13 18:00:34.336658
2847,28,7406,7406,2013-12-13 18:01:50.713476
2848,28,7407,7407,2013-12-13 18:02:31.003956
2849,28,7408,7408,2013-12-13 18:03:46.370809
2850,28,7409,7409,2013-12-13 18:04:34.810207
2851,28,7410,7410,2013-12-13 18:05:31.285791
2852,28,7411,7411,2013-12-13 18:06:30.352538
2853,28,7412,7412,2013-12-13 18:07:18.594118
2854,28,7413,7413,2013-12-13 18:08:28.289016
2855,28,7414,7414,2013-12-13 18:09:37.144947
2856,28,7415,7415,2013-12-13 18:11:09.271664
2857,28,7416,7416,2013-12-13 18:12:00.360172
2858,28,7417,7417,2013-12-13 18:13:18.750805
2859,28,7418,7418,2013-12-13 18:14:12.810697
2860,28,7419,7419,2013-12-13 18:15:41.460650
2861,28,7420,7420,2013-12-13 18:16:38.103746
2862,28,7421,7421,2013-12-13 18:18:12.624422
2863,28,7422,7422,2013-12-13 18:19:15.930703
2864,28,7423,7423,2013-12-13 18:20:00.181775
2865,28,7424,7424,2013-12-13 18:20:48.570993
2866,28,7425,7425,2013-12-13 18:58:02.831140
2867,28,7426,7426,2013-12-13 19:00:33.797225
2868,28,7427,7427,2013-12-13 19:04:32.377649
2869,28,7428,7428,2013-12-13 19:07:50.176608
2870,28,7429,7429,2013-12-13 19:14:10.809464
2871,28,7430,7430,2013-12-13 19:16:36.798001
2872,28,7431,7431,2013-12-13 19:19:41.796404
2873,28,7432,7432,2013-12-13 19:22:34.992991
2874,28,7433,7433,2013-12-13 19:27:33.568402
2875,28,7434,7434,2013-12-13 19:29:14.246072
2876,28,7435,7435,2013-12-13 19:30:52.017539
2877,28,7436,7436,2013-12-13 19:32:41.726488
2878,28,7437,7437,2013-12-13 19:34:22.761783
2879,28,7438,7438,2013-12-13 19:35:01.117687
2880,28,7439,7439,2013-12-13 19:36:26.855463
2881,28,7440,7440,2013-12-13 19:36:49.356439
2882,28,7441,7441,2013-12-13 19:37:02.727686
2883,28,7442,7442,2013-12-13 19:37:49.010968
2884,28,7443,7443,2013-12-13 19:37:57.479209
2885,28,7444,7444,2013-12-13 19:38:53.773070
2886,28,7445,7445,2013-12-13 19:39:00.784088
2887,28,7446,7446,2013-12-13 19:39:19.349812
2888,28,7447,7447,2013-12-13 19:40:27.240652
2889,28,7448,7448,2013-12-13 19:43:37.236120
2890,28,7449,7449,2013-12-13 19:44:33.981735
2891,28,7450,7450,2013-12-13 19:46:16.817298
2892,28,7451,7451,2013-12-13 19:48:05.087489
2893,28,7452,7452,2013-12-13 19:48:29.809459
2894,28,7453,7453,2013-12-13 19:50:13.367547
2895,28,7454,7454,2013-12-13 19:50:16.825952
2896,28,7455,7455,2013-12-13 19:51:22.120529
2897,28,7456,7456,2013-12-13 19:52:01.571445
2898,28,7457,7457,2013-12-13 19:54:05.979210
2899,28,7458,7458,2013-12-13 19:58:42.390439
2900,28,7459,7459,2013-12-13 19:59:38.771045
2901,28,7460,7460,2013-12-13 19:59:40.580996
2902,28,7461,7461,2013-12-13 20:01:22.962210
2903,28,7462,7462,2013-12-13 20:01:45.489079
2904,28,7463,7463,2013-12-13 20:03:16.455496
2905,28,7464,7464,2013-12-13 20:04:55.774197
2906,28,7465,7465,2013-12-13 20:06:35.112893
2907,28,7466,7466,2013-12-13 20:08:05.781084
2908,28,7467,7467,2013-12-13 20:11:04.792022
2909,28,7468,7468,2013-12-13 20:12:50.314460
2910,28,7469,7469,2013-12-13 20:14:35.025992
2911,28,7470,7470,2013-12-13 20:18:50.204359
2912,28,7471,7471,2013-12-13 20:19:09.662760
2913,28,7472,7472,2013-12-13 20:20:02.969041
2914,28,7473,7473,2013-12-13 20:20:36.764956
2915,28,7474,7474,2013-12-13 20:21:04.776276
2916,28,7475,7475,2013-12-13 20:27:54.560922
2917,28,7476,7476,2013-12-13 20:29:43.690479
2918,28,7477,7477,2013-12-13 20:32:23.927137
2919,28,7478,7478,2013-12-13 20:34:57.819699
2920,28,7479,7479,2013-12-13 20:37:38.024964
2921,28,7480,7480,2013-12-13 20:37:50.415101
2922,28,7481,7481,2013-12-13 20:42:42.973644
2923,28,7482,7482,2013-12-13 20:44:43.652028
2924,28,7483,7483,2013-12-13 20:46:03.478772
2925,28,7484,7484,2013-12-13 20:46:06.110357
2928,28,7487,7487,2013-12-13 20:51:16.224353
2929,28,7488,7488,2013-12-13 20:52:41.771338
2930,28,7489,7489,2013-12-13 20:54:31.390842
2932,28,7491,7491,2013-12-13 20:59:24.466880
2933,28,7492,7492,2013-12-13 21:01:54.963763
2934,28,7493,7493,2013-12-13 21:05:20.773830
2935,28,7494,7494,2013-12-13 21:08:22.325184
2936,28,7495,7495,2013-12-13 21:11:21.761056
2939,28,7498,7498,2013-12-13 21:24:49.324319
2941,28,7500,7500,2013-12-13 21:27:46.233671
2926,28,7485,7485,2013-12-13 20:47:42.245235
2931,28,7490,7490,2013-12-13 20:56:17.298632
2937,28,7496,7496,2013-12-13 21:13:02.896327
2938,28,7497,7497,2013-12-13 21:22:34.769259
2940,28,7499,7499,2013-12-13 21:26:12.767759
2942,28,7501,7501,2013-12-13 21:31:22.570588
2927,28,7486,7486,2013-12-13 20:49:15.102670
2943,28,7502,7502,2013-12-16 19:54:58.973280
2944,28,7507,7507,2013-12-17 13:56:27.117395
2945,28,7508,7508,2013-12-17 16:40:06.061309
2946,28,7509,7509,2013-12-17 16:41:20.241967
2947,28,7510,7510,2013-12-17 16:42:18.549973
2948,28,7511,7511,2013-12-17 16:43:12.488216
2949,28,7512,7512,2013-12-17 16:44:23.668714
2950,28,7513,7513,2013-12-17 16:47:06.631235
2951,28,7514,7514,2013-12-17 16:48:35.372709
2952,28,7515,7515,2013-12-17 16:49:50.636603
2953,28,7516,7516,2013-12-17 16:51:10.862265
2954,28,7517,7517,2013-12-17 16:52:17.062705
2955,28,7518,7518,2013-12-17 16:54:20.232302
2956,28,7519,7519,2013-12-17 16:55:36.098907
2957,28,7520,7520,2013-12-17 16:56:56.529908
2958,28,7521,7521,2013-12-17 16:58:09.343743
2959,28,7522,7522,2013-12-17 16:59:04.339100
2960,28,7523,7523,2013-12-17 17:00:09.987400
2961,28,7524,7524,2013-12-17 17:03:25.668097
2962,28,7525,7525,2013-12-17 17:04:31.759162
2964,28,7527,7527,2013-12-17 17:09:55.073815
2965,28,7528,7528,2013-12-17 17:10:45.150029
2966,28,7529,7529,2013-12-17 17:14:42.110378
2967,28,7530,7530,2013-12-17 17:17:11.039972
2968,28,7532,7532,2013-12-18 18:45:23.711606
2969,28,7535,7535,2013-12-19 16:42:01.947354
2970,28,7536,7536,2013-12-19 16:43:46.785569
2971,28,7537,7537,2013-12-19 16:44:43.880938
2972,28,7538,7538,2013-12-19 16:46:52.798835
2973,28,7539,7539,2013-12-19 16:48:38.095216
2974,28,7540,7540,2013-12-19 16:50:15.528594
2975,28,7541,7541,2013-12-19 16:51:30.549647
2976,28,7542,7542,2013-12-19 16:52:38.782332
2977,28,7543,7543,2013-12-19 16:53:36.784876
2978,28,7544,7544,2013-12-19 16:54:45.869887
2979,28,7545,7545,2013-12-19 17:00:23.365448
2980,28,7546,7546,2013-12-19 17:12:54.391012
2981,28,7547,7547,2013-12-19 17:13:57.542897
2982,28,7548,7548,2013-12-19 17:15:01.756030
2983,28,7549,7549,2013-12-19 17:16:21.046475
2984,28,7550,7550,2013-12-19 17:20:45.974917
2985,28,7551,7551,2013-12-19 17:21:58.168093
2986,28,7552,7552,2013-12-19 17:23:03.782320
2987,28,7553,7553,2013-12-19 17:24:02.007968
2988,28,7554,7554,2013-12-19 17:48:14.081894
2989,28,7555,7555,2013-12-19 17:51:30.274018
2990,28,7556,7556,2013-12-19 17:54:13.397988
2991,28,7557,7557,2013-12-19 17:57:20.840321
2992,28,7558,7558,2013-12-19 17:59:43.049240
2993,28,7559,7559,2013-12-19 18:01:48.569060
2994,28,7560,7560,2013-12-19 18:05:20.455904
2995,28,7561,7561,2013-12-19 18:06:45.226515
2996,28,7562,7562,2013-12-19 18:08:18.101736
2997,28,7563,7563,2013-12-19 18:09:26.469695
2998,28,7564,7564,2013-12-19 18:11:42.384653
2999,28,7565,7565,2013-12-19 18:12:49.329258
3000,28,7566,7566,2013-12-19 18:13:59.215893
3001,28,7567,7567,2013-12-19 18:14:54.796701
3002,28,7570,7570,2013-12-20 16:03:41.753302
3003,28,7608,7608,2014-01-10 17:52:57.484114
3004,28,7616,7616,2014-01-13 19:42:01.543697
3005,28,7617,7617,2014-01-13 19:45:06.744872
3006,28,7618,7618,2014-01-13 19:49:23.386624
3007,28,7619,7619,2014-01-13 19:51:17.105268
3008,28,7620,7620,2014-01-13 19:52:39.957084
3009,28,7621,7621,2014-01-13 19:56:50.991570
3010,28,7622,7622,2014-01-13 19:57:56.889487
3011,28,7623,7623,2014-01-13 20:00:04.568857
3012,28,7624,7624,2014-01-13 20:01:29.299067
3015,28,7627,7627,2014-01-13 20:03:38.922659
3016,28,7628,7628,2014-01-13 20:05:25.183777
3017,28,7629,7629,2014-01-13 20:26:12.935938
3018,28,7630,7630,2014-01-13 20:28:47.342926
3019,28,7631,7631,2014-01-13 20:33:18.019481
3020,28,7632,7632,2014-01-13 20:36:09.656972
3021,28,7633,7633,2014-01-13 20:37:48.578093
3022,28,7634,7634,2014-01-13 20:43:34.133909
3023,28,7635,7635,2014-01-13 20:47:26.620482
3024,28,7636,7636,2014-01-13 21:04:12.565545
3025,28,7637,7637,2014-01-13 21:11:09.521442
3026,28,7638,7638,2014-01-13 21:20:13.159511
3027,28,7639,7639,2014-01-13 21:31:37.476008
3028,28,7640,7640,2014-01-13 21:34:23.577493
3029,28,7645,7645,2014-01-14 15:04:20.475726
3030,28,7646,7646,2014-01-14 15:28:25.483468
3031,28,7647,7647,2014-01-14 15:40:12.985741
3032,28,7648,7648,2014-01-14 15:43:45.155371
3033,28,7649,7649,2014-01-14 15:49:35.578485
3034,28,7650,7650,2014-01-14 15:49:38.548165
3035,28,7651,7651,2014-01-14 15:50:35.956269
3036,28,7652,7652,2014-01-14 15:50:59.778984
3037,28,7653,7653,2014-01-14 15:51:47.343874
3038,28,7654,7654,2014-01-14 15:52:01.792020
3039,28,7655,7655,2014-01-14 15:54:22.812095
3040,28,7656,7656,2014-01-14 15:57:14.345420
3041,28,7657,7657,2014-01-14 16:01:00.749896
3042,28,7658,7658,2014-01-14 16:05:59.781774
3043,28,7659,7659,2014-01-14 16:09:44.929620
3044,28,7660,7660,2014-01-14 16:11:02.914509
3045,28,7661,7661,2014-01-14 16:13:23.995839
3046,28,7662,7662,2014-01-14 16:14:09.571526
3047,28,7663,7663,2014-01-14 16:14:41.180157
3048,28,7664,7664,2014-01-14 16:16:02.549198
3049,28,7665,7665,2014-01-14 16:20:25.364865
3050,28,7666,7666,2014-01-14 16:20:34.718828
3051,28,7667,7667,2014-01-14 16:22:04.944711
3052,28,7668,7668,2014-01-14 16:23:46.688293
3053,28,7669,7669,2014-01-14 16:25:11.882894
3054,28,7670,7670,2014-01-14 16:30:04.574030
3055,28,7671,7671,2014-01-14 16:30:25.161994
3056,28,7672,7672,2014-01-14 16:32:33.753353
3057,28,7673,7673,2014-01-14 16:34:13.546928
3058,28,7674,7674,2014-01-14 16:35:58.766516
3059,28,7675,7675,2014-01-14 16:36:57.904786
3060,28,7676,7676,2014-01-14 16:39:05.601679
3061,28,7677,7677,2014-01-14 16:40:21.219343
3062,28,7678,7678,2014-01-14 16:40:28.934990
3063,28,7679,7679,2014-01-14 16:40:41.866786
3064,28,7680,7680,2014-01-14 16:41:51.951272
3065,28,7681,7681,2014-01-14 16:42:04.495788
3066,28,7682,7682,2014-01-14 16:42:53.709948
3067,28,7683,7683,2014-01-14 16:43:52.825188
3068,28,7684,7684,2014-01-14 16:44:32.678659
3069,28,7685,7685,2014-01-14 16:47:29.774232
3070,28,7686,7686,2014-01-14 16:50:10.365488
3071,28,7687,7687,2014-01-14 16:54:45.340018
3072,28,7688,7688,2014-01-14 16:55:31.432091
3073,28,7689,7689,2014-01-14 16:59:06.933887
3074,28,7690,7690,2014-01-14 17:02:48.368379
3075,28,7691,7691,2014-01-14 17:03:10.734671
3076,28,7692,7692,2014-01-14 17:04:39.948802
3077,28,7693,7693,2014-01-14 17:05:35.888462
3078,28,7694,7694,2014-01-14 17:59:16.541623
3079,28,7695,7695,2014-01-14 18:01:19.195909
3080,28,7696,7696,2014-01-14 19:38:32.915157
3081,28,7697,7697,2014-01-14 19:38:50.957989
3082,28,7698,7698,2014-01-14 20:00:49.373530
3083,28,7699,7699,2014-01-14 20:05:11.373942
3084,28,7700,7700,2014-01-14 20:09:18.991309
3085,28,7701,7701,2014-01-14 20:12:40.204233
3086,28,7702,7702,2014-01-14 20:18:51.009332
3087,28,7703,7703,2014-01-14 20:19:44.304046
3088,28,7704,7704,2014-01-14 20:21:57.681230
3089,28,7705,7705,2014-01-14 20:23:23.408705
3090,28,7706,7706,2014-01-14 20:26:46.156386
3091,28,7707,7707,2014-01-14 20:41:28.073103
3092,28,7708,7708,2014-01-14 20:49:17.856242
3093,28,7709,7709,2014-01-14 20:51:07.457479
3094,28,7710,7710,2014-01-14 20:52:08.805694
3095,28,7711,7711,2014-01-14 20:55:11.459024
3096,28,7712,7712,2014-01-14 20:58:53.204521
3097,28,7713,7713,2014-01-14 20:59:14.758671
3098,28,7714,7714,2014-01-14 21:00:20.128520
3100,28,7716,7716,2014-01-14 21:06:20.915728
3103,28,7719,7719,2014-01-14 21:13:06.346541
3109,28,7725,7725,2014-01-14 21:36:27.341084
3110,28,7726,7726,2014-01-14 21:36:34.172393
3114,28,7730,7730,2014-01-14 21:44:14.425190
3119,28,7735,7735,2014-01-14 21:56:37.114819
3121,28,7737,7737,2014-01-14 22:01:40.022970
3130,28,7746,7746,2014-01-15 14:39:14.583461
3138,28,7754,7754,2014-01-15 15:03:54.299881
3140,28,7756,7756,2014-01-15 15:06:51.947755
3142,28,7758,7758,2014-01-15 15:11:21.610473
3143,28,7759,7759,2014-01-15 15:13:04.251271
3144,28,7760,7760,2014-01-15 15:13:48.273735
3146,28,7762,7762,2014-01-15 15:18:37.637491
3148,28,7764,7764,2014-01-15 15:21:41.850453
3150,28,7766,7766,2014-01-15 15:31:10.684770
3153,28,7769,7769,2014-01-15 15:34:50.173233
3154,28,7770,7770,2014-01-15 15:44:07.288666
3155,28,7771,7771,2014-01-15 15:45:22.926223
3101,28,7717,7717,2014-01-14 21:07:05.362878
3102,28,7718,7718,2014-01-14 21:08:23.622507
3104,28,7720,7720,2014-01-14 21:14:55.021875
3105,28,7721,7721,2014-01-14 21:21:29.747946
3106,28,7722,7722,2014-01-14 21:28:22.507989
3107,28,7723,7723,2014-01-14 21:31:24.821023
3108,28,7724,7724,2014-01-14 21:35:07.420520
3112,28,7728,7728,2014-01-14 21:40:43.105352
3113,28,7729,7729,2014-01-14 21:41:47.715970
3115,28,7731,7731,2014-01-14 21:44:36.188646
3116,28,7732,7732,2014-01-14 21:46:34.461627
3117,28,7733,7733,2014-01-14 21:48:37.290978
3118,28,7734,7734,2014-01-14 21:52:34.255803
3120,28,7736,7736,2014-01-14 21:58:56.754953
3122,28,7738,7738,2014-01-14 22:03:49.730300
3123,28,7739,7739,2014-01-14 22:05:16.851015
3124,28,7740,7740,2014-01-14 22:08:19.377234
3125,28,7741,7741,2014-01-14 22:09:57.872668
3126,28,7742,7742,2014-01-14 22:16:31.567053
3127,28,7743,7743,2014-01-15 14:30:37.533661
3128,28,7744,7744,2014-01-15 14:33:21.871489
3129,28,7745,7745,2014-01-15 14:35:09.720865
3131,28,7747,7747,2014-01-15 14:40:49.127311
3132,28,7748,7748,2014-01-15 14:42:06.423824
3133,28,7749,7749,2014-01-15 14:44:19.712886
3134,28,7750,7750,2014-01-15 14:46:51.351800
3135,28,7751,7751,2014-01-15 14:49:47.894491
3136,28,7752,7752,2014-01-15 14:58:03.256725
3137,28,7753,7753,2014-01-15 15:02:07.483629
3139,28,7755,7755,2014-01-15 15:05:13.079219
3141,28,7757,7757,2014-01-15 15:09:46.380645
3145,28,7761,7761,2014-01-15 15:16:38.853716
3147,28,7763,7763,2014-01-15 15:19:48.179554
3149,28,7765,7765,2014-01-15 15:22:27.249439
3151,28,7767,7767,2014-01-15 15:32:08.271573
3152,28,7768,7768,2014-01-15 15:33:17.149900
3156,28,7772,7772,2014-01-15 15:46:41.783640
3157,28,7773,7773,2014-01-15 15:47:31.090674
3158,28,7774,7774,2014-01-15 16:26:26.036511
3159,28,7775,7775,2014-01-15 16:36:57.235564
3160,28,7776,7776,2014-01-15 16:38:38.925598
3161,28,7777,7777,2014-01-15 16:39:35.650133
3162,28,7778,7778,2014-01-15 16:40:39.197641
3163,28,7779,7779,2014-01-15 16:45:25.230336
3164,28,7780,7780,2014-01-15 16:46:41.324598
3165,28,7781,7781,2014-01-15 16:50:14.620924
3166,28,7782,7782,2014-01-15 16:53:33.713300
3167,28,7783,7783,2014-01-15 16:54:31.020911
3168,28,7784,7784,2014-01-15 16:59:20.444681
3169,28,7785,7785,2014-01-15 17:04:55.869673
3170,28,7786,7786,2014-01-15 17:05:08.496276
3171,28,7787,7787,2014-01-15 17:06:23.469053
3172,28,7788,7788,2014-01-15 17:22:21.280168
3173,28,7789,7789,2014-01-15 17:23:38.022109
3174,28,7790,7790,2014-01-15 20:01:05.115076
3175,28,7791,7791,2014-01-15 20:20:35.707939
3176,28,7792,7792,2014-01-15 20:27:30.230794
3177,28,7793,7793,2014-01-15 20:30:28.730493
3178,28,7794,7794,2014-01-15 20:37:40.449195
3179,28,7795,7795,2014-01-15 20:45:55.004014
3180,28,7796,7796,2014-01-15 20:46:11.556163
3181,28,7797,7797,2014-01-15 20:48:03.500376
3182,28,7798,7798,2014-01-15 20:53:05.776196
3183,28,7799,7799,2014-01-15 21:02:15.057581
3184,28,7800,7800,2014-01-15 21:04:28.379302
3185,28,7801,7801,2014-01-15 21:10:54.227583
3186,28,7802,7802,2014-01-15 21:20:06.345852
3187,28,7803,7803,2014-01-15 21:23:44.040280
3188,28,7804,7804,2014-01-15 21:25:31.634325
3189,28,7805,7805,2014-01-15 21:26:55.606136
3190,28,7806,7806,2014-01-15 21:28:35.707465
3191,28,7807,7807,2014-01-15 21:29:55.143197
3192,28,7808,7808,2014-01-15 21:31:05.767244
3193,28,7809,7809,2014-01-15 21:32:02.764840
3194,28,7810,7810,2014-01-15 21:32:40.957373
3195,28,7811,7811,2014-01-15 21:35:38.847119
3196,28,7812,7812,2014-01-15 21:41:07.877729
3197,28,7813,7813,2014-01-15 21:42:56.340457
3198,28,7814,7814,2014-01-15 21:45:19.369446
3199,28,7815,7815,2014-01-15 21:49:22.323770
3200,28,7816,7816,2014-01-16 14:34:05.481821
3201,28,7817,7817,2014-01-16 14:44:09.067554
3202,28,7818,7818,2014-01-16 14:46:00.187633
3203,28,7819,7819,2014-01-16 14:48:27.060652
3204,28,7820,7820,2014-01-16 14:52:27.877602
3205,28,7821,7821,2014-01-16 14:55:21.868453
3206,28,7822,7822,2014-01-16 14:57:12.906593
3207,28,7823,7823,2014-01-16 14:57:18.112961
3208,28,7824,7824,2014-01-16 15:01:29.562467
3209,28,7825,7825,2014-01-16 15:03:24.886098
3210,28,7826,7826,2014-01-16 15:05:42.222305
3211,28,7827,7827,2014-01-16 15:07:25.510528
3212,28,7828,7828,2014-01-16 15:08:55.282983
3213,28,7829,7829,2014-01-16 15:10:57.695956
3214,28,7830,7830,2014-01-16 15:14:25.803544
3215,28,7831,7831,2014-01-16 15:15:31.662900
3216,28,7832,7832,2014-01-16 15:20:39.302073
3217,28,7833,7833,2014-01-16 15:22:10.296147
3218,28,7834,7834,2014-01-16 15:23:06.414617
3219,28,7835,7835,2014-01-16 15:24:38.595461
3220,28,7836,7836,2014-01-16 15:36:06.417443
3221,28,7837,7837,2014-01-16 15:37:48.274140
3222,28,7838,7838,2014-01-16 15:40:53.054289
3223,28,7839,7839,2014-01-16 15:42:07.765631
3224,28,7840,7840,2014-01-16 15:43:29.619678
3225,28,7841,7841,2014-01-16 15:45:38.515955
3226,28,7842,7842,2014-01-16 15:46:43.950261
3227,28,7843,7843,2014-01-16 15:48:26.713448
3228,28,7844,7844,2014-01-16 15:50:14.939016
3229,28,7845,7845,2014-01-16 15:50:32.717937
3230,28,7846,7846,2014-01-16 15:51:27.970069
3231,28,7847,7847,2014-01-16 15:52:30.508269
3232,28,7848,7848,2014-01-16 15:53:49.108562
3233,28,7849,7849,2014-01-16 15:54:49.080660
3234,28,7850,7850,2014-01-16 15:55:47.725710
3235,28,7851,7851,2014-01-16 15:57:51.480458
3236,28,7852,7852,2014-01-16 15:58:59.609937
