id,created_at,updated_at,nombre,fecha_fundacion,direccion,direccion,estatutos
229,2018-02-02 18:51:09.191364,2018-02-02 18:51:09.191400,Kusuto Magende Cokumalu de Luruaco,NA,NA,NA,NA
230,2018-02-02 19:00:44.325578,2018-02-02 19:00:44.325649,Afrosanpedro - Asociación Afrocolombiana de Asentamiento Ancestral San Pedro,NA,NA,NA,NA
231,2018-02-02 19:10:42.200356,2018-02-02 19:10:42.200424,Consejo Comunitario de la Comunidad Negra de la Calle Larga Río Dágua,NA,NA,NA,NA
232,2018-02-02 19:17:36.251681,2018-02-02 19:17:36.251743,Consejo Comunitario Ancestral de Comunidades Negras Playa Renaciente,NA,NA,NA,NA
233,2018-02-02 19:38:57.046422,2018-02-02 19:38:57.046496,Consejo Comunitario de la Comunidad Negra de la Plata Bahía Málaga,NA,NA,NA,NA
234,2018-02-02 19:47:20.989539,2018-02-02 19:47:20.989607,Acaba - Consejo Comunitario General del Río Baudó y sus Afluentes,NA,NA,NA,NA
235,2018-02-02 20:07:21.765869,2018-02-02 20:07:21.765966,Consejo Comunitario Tablón Salado,NA,NA,NA,NA
236,2018-02-05 15:51:13.070490,2018-02-05 15:51:13.070553,Cuenca del Río Iscuandé,NA,NA,NA,NA
237,2018-02-05 16:11:54.140877,2018-02-05 16:11:54.140942,Fundación Renacer para Todos,NA,NA,NA,NA
238,2018-02-05 16:16:53.497395,2018-02-05 16:16:53.497431,Consejo Comunitario La Mamuncia,NA,NA,NA,NA
