num,seccion,tabla,campo,grupo,campo_gp,tabla_gp,transformar,observaciones,terminado
32,congreso,candidatos_concejo,email_candidato,2,,,2,,1
32,congreso,candidatos_concejo,sitio_web,2,,,2,,1
32,congreso,candidatos_concejo,facebook_candidato,2,,,2,,1
32,congreso,candidatos_concejo,twitter_candidato,2,,,2,,1
32,congreso,candidatos_concejo,biografia,2,,,2,,1
32,congreso,candidatos_concejo,partido_id,2,,,2,,1
32,congreso,candidatos_concejo,propuestas,2,,,2,,1
32,congreso,candidatos_concejo,tipo_voto,2,,,2,,1
32,congreso,candidatos_concejo,imagen_concejo,2,,,2,,1
32,congreso,candidatos_concejo,por_que_votar,2,,,2,,1
32,congreso,candidatos_concejo,numero_lista,2,,,2,,1
32,congreso,candidatos_concejo,actualmente_concejal,2,,,2,,1
33,congreso,cargo,id,1,id,congresista_trayectoria_privadas,,,1
33,congreso,cargo,created_at,1,created_at,congresista_trayectoria_privadas,,,1
33,congreso,cargo,edited_at,1,updated_at,congresista_trayectoria_privadas,,,1
33,congreso,cargo,persona_id,1,persona_id,congresista_trayectoria_privadas,,,1
33,congreso,cargo,sector_id,3,,congresista_trayectoria_privadas,,,1
33,congreso,cargo,cargo,3,,congresista_trayectoria_privadas,,,1
33,congreso,cargo,entidad,3,,congresista_trayectoria_privadas,,,1
33,congreso,cargo,fecha_inicio,1,fecha,congresista_trayectoria_privadas,,,1
33,congreso,cargo,fecha_final,3,,congresista_trayectoria_privadas,,,1
34,congreso,cargocamara,id,3,id,cargo_legislativos,3,,1
34,congreso,cargocamara,nombre,3,nombre,cargo_legislativos,3,,1
35,congreso,cargocomision,id,1,id,cargo_legislativos,,,1
35,congreso,cargocomision,nombre,1,nombre,cargo_legislativos,,,1
36,congreso,cargopolitico,id,1,id,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,created_at,1,created_at,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,edited_at,1,updated_at,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,persona_id,1,persona_id,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,cargo,3,cargo,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,fecha_inicio,3,fecha,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,fecha_final,3,fecha_final,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,partido_id,1,partido_id,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,resultado,2,,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,camara_id,2,,congresista_trayectoria_publicas,,,1
36,congreso,cargopolitico,comision_id,2,,congresista_trayectoria_publicas,,,1
37,congreso,circunscripcion,id,1,id,circunscripcions,,,1
37,congreso,circunscripcion,nombre,1,nombre,circunscripcions,,,1
37,congreso,circunscripcion,departamento_id,1,departamento_id,circunscripcions,,,1
38,congreso,comision,id,1,id,comisions,,,1
38,congreso,comision,created_at,1,created_at,comisions,,,1
38,congreso,comision,edited_at,1,updated_at,comisions,,,1
38,congreso,comision,nombre,1,nombre,comisions,,,1
38,congreso,comision,camara_id,1,corporacion_id,comisions,,,1
38,congreso,comision,permanente,2,,comisions,,,1
38,congreso,comision,descripcion,1,descripcion,comisions,,,1
38,congreso,comision,imagen,2,,comisions,,,1
38,congreso,comision,orden,2,,comisions,,,1
38,congreso,comision,tipo_comision_id,1,tipo_comision_id,comisions,,,1
38,congreso,comision,correo,3,,comision_datos_contactos ,,,1
38,congreso,comision,oficina,3,,comision_datos_contactos ,,,1
38,congreso,comision,telefono,3,,comision_datos_contactos ,,,1
38,congreso,comision,url,3,,comision_datos_contactos ,,,1
39,congreso,congresista,persona_ptr_id,1,persona_id,congresistas,,,
39,congreso,congresista,partido_politico_id,1,partido_id,congresistas,,,
39,congreso,congresista,es_candidato,2,,congresistas,,,
39,congreso,congresista,orgullo,2,,congresistas,,,
39,congreso,congresista,se_identifica_id,2,,congresistas,,,
39,congreso,congresista,ha_reemplazado,2,,congresistas,,Tiene puros falsos,
39,congreso,congresista,es_activo,3,activo,congresistas,,,
39,congreso,congresista,cantidad_actividades,2,,congresistas,,,
39,congreso,congresista,cantidad_comentarios,2,,congresistas,,,
39,congreso,congresista,comision_actual_id,3,,congresistas,,,
39,congreso,congresista,periodo_actual_id,1,cuatrienio_id,congresistas,,Se agregó el cuatrienio donde estaba el periodo,
39,congreso,congresista,es_congresista,3,,congresistas,,Guardar todos los que han sido congresitascandidatos.,
39,congreso,congresista,ha_sido_congresista,2,,congresistas,,,
39,congreso,congresista,numero_votos_partido,2,,congresistas,,,
39,congreso,congresista,vota_con_partido,2,,congresistas,,,
39,congreso,congresista,old_id,2,,congresistas,,,
39,congreso,congresista,investigado,3,,congresistas,,,
39,congreso,congresista,slug,2,,congresistas,,,
39,congreso,congresista,biografia,3,,congresistas,,Este campo podría corresponder al de trayectoria,
39,congreso,congresista,campania_actual_id,2,,congresistas,,,
39,congreso,congresista,actividad_actual_id,2,,congresistas,,,
39,congreso,congresista,numero_oficina,3,,congresistas,,,
39,congreso,congresista,telefono_oficina,3,,congresistas,,,
39,congreso,congresista,ha_sido_reemplazo,3,,congresistas,,,
39,congreso,congresista,tiene_formula_electoral_aspirante_a_la_otra_camara,2,,congresistas,,,
39,congreso,congresista,formula_electoral,2,,congresistas,,,
39,congreso,congresista,partido_formula_electoral_id,2,,congresistas,,,
39,congreso,congresista,ha_estado_en_bancada_diferente,2,,congresistas,,,
39,congreso,congresista,ha_ejercido_cargo_diferente,2,,congresistas,,Este campo podría corresponder al de trayectoria,
39,congreso,congresista,cargo_popular,2,,congresistas,,,
39,congreso,congresista,ha_ejercido_cargo_en_rama_ejecutiva,2,,congresistas,,,
39,congreso,congresista,ha_sido_dirigente_sindical,2,,congresistas,,,
39,congreso,congresista,ha_sido_dirigente_gremial,2,,congresistas,,,
39,congreso,congresista,tiene_pariente_en_la_politica,2,,congresistas,,,
39,congreso,congresista,es_representante_camara,3,,congresistas,,,
39,congreso,congresista,es_candidato_camara,2,,congresistas,,,
39,congreso,congresista,es_senador,3,corporacion_id,congresistas,,,
39,congreso,congresista,es_candidato_senador,2,,congresistas,,,
39,congreso,congresista,cargo_ejecutivo,3,,congresistas,,,
39,congreso,congresista,pariente_politica,2,,congresistas,,,
39,congreso,congresista,ha_tenido_pariente_en_la_politica,2,,congresistas,,,
39,congreso,congresista,pariente_politica_inactivo,2,,congresistas,,,
40,congreso,congresistadebancada,id,,,,,,
40,congreso,congresistadebancada,created_at,,,,,,
40,congreso,congresistadebancada,edited_at,,,,,,
40,congreso,congresistadebancada,fecha_inicio,,,,,,
40,congreso,congresistadebancada,fecha_fin,,,,,,
40,congreso,congresistadebancada,congresista_id,,,,,,
40,congreso,congresistadebancada,bancada_id,,,,,,
41,congreso,congresistadepartido,id,,,,,,
41,congreso,congresistadepartido,created_at,,,,,,
41,congreso,congresistadepartido,edited_at,,,,,,
41,congreso,congresistadepartido,fecha_inicio,,,,,,
41,congreso,congresistadepartido,fecha_fin,,,,,,
41,congreso,congresistadepartido,congresista_id,,,,,,
41,congreso,congresistadepartido,partido_id,,,,,,
42,congreso,contadorcongresistas,id,2,,,2,,1
42,congreso,contadorcongresistas,congresistas,2,,,2,,1
42,congreso,contadorcongresistas,candidatos,2,,,2,,1
42,congreso,contadorcongresistas,content_type_id,2,,,2,,1
42,congreso,contadorcongresistas,object_id,2,,,2,,1
44,congreso,estadopartido,id,2,,,,,1
44,congreso,estadopartido,created_at,2,,,,,1
44,congreso,estadopartido,edited_at,2,,,,,1
44,congreso,estadopartido,nombre,2,,,,,1
44,congreso,estadopartido,es_activo,2,,,,,1
46,congreso,integrantecamara,id,,,,,,
46,congreso,integrantecamara,created_at,,,,,,
46,congreso,integrantecamara,edited_at,,,,,,
46,congreso,integrantecamara,cargo_id,,,,,,
46,congreso,integrantecamara,fecha_inicio,,,,,,
46,congreso,integrantecamara,fecha_final,,,,,,
46,congreso,integrantecamara,congresista_id,,,,,,
46,congreso,integrantecamara,camara_id,,,,,,
46,congreso,integrantecamara,periodo_id,,,,,,
47,congreso,integrantecomision,id,,,,,,
47,congreso,integrantecomision,created_at,,,,,,
47,congreso,integrantecomision,edited_at,,,,,,
47,congreso,integrantecomision,cargo_id,,,,,,
47,congreso,integrantecomision,fecha_inicio,,,,,,
47,congreso,integrantecomision,fecha_final,,,,,,
47,congreso,integrantecomision,congresista_id,,,,,,
47,congreso,integrantecomision,comision_id,,,,,,
47,congreso,integrantecomision,periodo_id,,,,,,
48,congreso,link,id,2,,,2,,1
48,congreso,link,link,2,,,2,,1
49,congreso,partido_avales,id,2,,,2,,1
49,congreso,partido_avales,partido_id,2,,,2,,1
49,congreso,partido_avales,aval_id,2,,,2,,1
50,congreso,partido_sectores,id,2,,,2,,1
50,congreso,partido_sectores,partido_id,2,,,2,,1
50,congreso,partido_sectores,sectorindustria_id,2,,,2,,1
51,congreso,partido,id,1,id,partidos,,,1
51,congreso,partido,created_at,1,created_at,partidos,,,1
51,congreso,partido,edited_at,1,updated_at,partidos,,,1
51,congreso,partido,nombre,1,nombre,partidos,,,1
51,congreso,partido,fecha_fundacion,1,fechaDeCreacion,partidos,,"La lógica del nombre está mal, deberías ser snake.",1
51,congreso,partido,lugar_creacion,1,lugar,partidos,,,1
51,congreso,partido,direccion_sede_principal,3,,partido_datos_contactos,,,
51,congreso,partido,sitio_web,3,,partido_datos_contactos,,,
51,congreso,partido,twitter,3,,partido_datos_contactos,,,
51,congreso,partido,telefono,3,,partido_datos_contactos,,,
51,congreso,partido,estatutos,1,estatutos,partidos,,"Estatutos anteriores es una liga, aqu’ es un texto largo",1
51,congreso,partido,lineamientos,1,lineamientos,partidos,,,1
51,congreso,partido,resenia_historica,1,resenaHistorica,partidos,,"La lógica del nombre está mal, deberías ser snake.",1
51,congreso,partido,propuestas,2,,partidos,,,1
51,congreso,partido,director_id,2,,partidos,,"De los 212, 192 no tienen sec, las opciones deben provenir de persona_id",1
51,congreso,partido,secretario_id,2,,partidos,,"no tienen 197,  las opciones deben provenir de persona_id",1
51,congreso,partido,representante_legal_id,2,,partidos,,"no tienen 155,  las opciones deben provenir de persona_id",1
51,congreso,partido,fundador,2,,partidos,,,1
51,congreso,partido,posicion_ideologica,2,,partidos,,,1
51,congreso,partido,sistema_avales,2,,partidos,,,1
51,congreso,partido,logo,2,,partidos,,se puede poner manal,1
51,congreso,partido,rango_edad_id,2,,partidos,,,1
51,congreso,partido,telefono_contacto,3,,partido_datos_contactos,,,
51,congreso,partido,celular_contacto,3,,partido_datos_contactos,,,
51,congreso,partido,correo_contacto,3,,partido_datos_contactos,,,
51,congreso,partido,direccion_contacto,3,,partido_datos_contactos,,,
51,congreso,partido,estado_id,1,activo,partidos,,,1
51,congreso,partido,nombre_contacto,3,,partidos,,,1
51,congreso,partido,old_id,2,,partidos,,"No sirve, porque old id es de la tabla anterior.",1
51,congreso,partido,usuario_id,2,,partidos,,,1
51,congreso,partido,feed_rss,2,,partidos,,,1
51,congreso,partido,datos_clave,2,,partidos,,,1
51,congreso,partido,es_bancada,2,,partidos,,,1
52,congreso,periodo,id,1,id,cuatrienios,,,1
52,congreso,periodo,created_at,1,created_at,cuatrienios,,,1
52,congreso,periodo,edited_at,1,updated_at,cuatrienios,,,1
52,congreso,periodo,fecha_inicio,1,fecha_inicio,cuatrienios,,,1
52,congreso,periodo,fecha_fin,1,fecha_fin,cuatrienios,,,1
52,congreso,periodo,old_id,2,old_id,cuatrienios,,,1
52,congreso,periodo,activo,1,activo,cuatrienios,,,1
53,congreso,periodocongresista,id,,,,,,
53,congreso,periodocongresista,created_at,,,,,,
53,congreso,periodocongresista,edited_at,,,,,,
53,congreso,periodocongresista,fecha_inicio,,,,,,
53,congreso,periodocongresista,fecha_fin,,,,,,
53,congreso,periodocongresista,tipo_periodo_id,,,,,,
53,congreso,periodocongresista,periodo_id,,,,,,
53,congreso,periodocongresista,partido_id,,,,,,
53,congreso,periodocongresista,congresista_id,,,,,,
53,congreso,periodocongresista,camara_id,,,,,,
53,congreso,periodocongresista,depto_mayor_votacion_id,,,,,,
53,congreso,periodocongresista,numero_lista,,,,,,
53,congreso,periodocongresista,numero_votos,,,,,,
53,congreso,periodocongresista,circunscripcion_id,,,,,,
54,congreso,persona,id,,,,,,
54,congreso,persona,created_at,,,,,,
54,congreso,persona,edited_at,,,,,,
54,congreso,persona,user_id,,,,,,
54,congreso,persona,facebook_id,,,,,,
54,congreso,persona,activation_key,,,,,,
54,congreso,persona,nombres,,,,,,
54,congreso,persona,apellidos,,,,,,
54,congreso,persona,sitio_web,,,,,,
54,congreso,persona,telefono,,,,,,
54,congreso,persona,cedula,,,,,,
54,congreso,persona,lugar_cedula_id,,,,,,
54,congreso,persona,imagen,,,,,,
54,congreso,persona,anio_nacimiento,,,,,,
54,congreso,persona,departamento_nacimiento_id,,,,,,
54,congreso,persona,municipio_nacimiento_id,,,,,,
54,congreso,persona,nivel_educativo,,,,,,
54,congreso,persona,rango_edad_id,,,,,,
54,congreso,persona,profesion_id,,,,,,
54,congreso,persona,genero_id,,,,,,
54,congreso,persona,fecha_fallecimiento,,,,,,
54,congreso,persona,flickr_user,,,,,,
54,congreso,persona,youtube_user,,,,,,
54,congreso,persona,tumblr_user,,,,,,
54,congreso,persona,twitter_user,,,,,,
54,congreso,persona,linkedin_user,,,,,,
54,congreso,persona,blogspot_user,,,,,,
54,congreso,persona,posicion_ideologica,,,,,,
54,congreso,persona,region_nacimiento_id,,,,,,
54,congreso,persona,facebook_user,,,,,,
54,congreso,persona,mini_bio,,,,,,
54,congreso,persona,estrato,,,,,,
54,congreso,persona,idrac,,,,,,
54,congreso,persona,estado_civil,,,,,,
54,congreso,persona,religion,,,,,,
54,congreso,persona,frecuencia_actos_religiosos,,,,,,
55,congreso,posicion,id,2,,,2,,1
55,congreso,posicion,created_at,2,,,2,,1
55,congreso,posicion,edited_at,2,,,2,,1
55,congreso,posicion,congresista_id,2,,,2,,1
55,congreso,posicion,a_favor,2,,,2,,1
55,congreso,posicion,comentario,2,,,2,,1
57,congreso,posicionproposicion,posicion_ptr_id,2,,,2,,1
57,congreso,posicionproposicion,proposicion_id,2,,,2,,1
58,congreso,posiciontemaopinion,posicion_ptr_id,2,,,2,,1
58,congreso,posiciontemaopinion,tema_id,2,,,2,,1
59,congreso,problema_link,id,2,,,2,Esto no se considera porque lo unico que la vincula es link_id,1
59,congreso,problema_link,problema_id,2,,,2,Esto no se considera porque lo unico que la vincula es link_id,1
59,congreso,problema_link,link_id,2,,,2,Esto no se considera porque lo unico que la vincula es link_id,1
60,congreso,problema,id,1,id,investigacions,,Esta tabla se debe crear,1
60,congreso,problema,created_at,1,created_at,investigacions,,Esta tabla se debe crear,1
60,congreso,problema,edited_at,1,updated_at,investigacions,,Esta tabla se debe crear,1
60,congreso,problema,tipo_problema_id,1,tipo_investigacion_id,investigacions,,Esta tabla se debe crear,1
60,congreso,problema,descripcion,1,descripcion,investigacions,,Esta tabla se debe crear,1
60,congreso,problema,congresista_id,1,congresista_id,investigacions,,Esta tabla se debe crear,1
61,congreso,proposicion,id,2,,,2,,1
61,congreso,proposicion,created_at,2,,,2,,1
61,congreso,proposicion,edited_at,2,,,2,,1
61,congreso,proposicion,nombre,2,,,2,,1
62,congreso,reemplazo,id,,,,,,
62,congreso,reemplazo,created_at,,,,,,
62,congreso,reemplazo,edited_at,,,,,,
62,congreso,reemplazo,congresista_reemplaza_id,,,,,,
62,congreso,reemplazo,congresista_reemplado_por_id,,,,,,
62,congreso,reemplazo,periodo_inicial,,,,,,
62,congreso,reemplazo,periodo_final,,,,,,
62,congreso,reemplazo,partido_id,,,,,,
62,congreso,reemplazo,camara_id,,,,,,
62,congreso,reemplazo,comision_id,,,,,,
63,congreso,secretario,persona_ptr_id,,,,,,
63,congreso,secretario,fecha_inicio,,,,,,
63,congreso,secretario,fecha_final,,,,,,
63,congreso,secretario,comision_id,,,,,,
64,congreso,temaopinion,id,2,,,2,,1
64,congreso,temaopinion,created_at,2,,,2,,1
64,congreso,temaopinion,edited_at,2,,,2,,1
64,congreso,temaopinion,nombre,2,,,2,,1
64,congreso,temaopinion,descripcion,2,,,2,,1
64,congreso,temaopinion,activo,2,,,2,,1
64,congreso,temaopinion,obtenido_votacion,2,,,2,,1
65,congreso,tipoactividad,id,2,,,2,,1
65,congreso,tipoactividad,nombre,2,,,2,,1
66,congreso,tipocomision,id,1,id,tipo_comisions,1,,1
66,congreso,tipocomision,nombre,1,nombre,tipo_comisions,1,,1
67,congreso,tipoperiodo,id,2,,res_congreso_tipoperiodo ,2,,1
